context: I'll get you something, too. response:	A present.
context: What? Wh-why are you crying?\I'm sorry. It's nothing.\Is it what she said? About going to see her?\That was just... you know, one-sided.\These stairs are killing me! She was just saying that.\You bought too much to drink.\Some of that's for you, you know.\I don't drink wine! response:	You okay?
context: I'm sorry. It's nothing.\Is it what she said? About going to see her?\That was just... you know, one-sided.\These stairs are killing me! She was just saying that.\You bought too much to drink.\Some of that's for you, you know.\I don't drink wine!\You okay? response:	What's gotten into you?!
context: Is it what she said? About going to see her?\That was just... you know, one-sided.\These stairs are killing me! She was just saying that.\You bought too much to drink.\Some of that's for you, you know.\I don't drink wine!\You okay?\What's gotten into you?! response:	I'm sorry.
context: That was just... you know, one-sided.\These stairs are killing me! She was just saying that.\You bought too much to drink.\Some of that's for you, you know.\I don't drink wine!\You okay?\What's gotten into you?!\I'm sorry. response:	I just... feel so pathetic.
context: These stairs are killing me! She was just saying that.\You bought too much to drink.\Some of that's for you, you know.\I don't drink wine!\You okay?\What's gotten into you?!\I'm sorry.\I just... feel so pathetic. response:	Pathetic about what?
context: You bought too much to drink.\Some of that's for you, you know.\I don't drink wine!\You okay?\What's gotten into you?!\I'm sorry.\I just... feel so pathetic.\Pathetic about what? response:	Um... I was jealous of that beautiful woman.
context: Some of that's for you, you know.\I don't drink wine!\You okay?\What's gotten into you?!\I'm sorry.\I just... feel so pathetic.\Pathetic about what?\Um... I was jealous of that beautiful woman. response:	And... and I didn't even know your first name, Anzai.
context: I don't drink wine!\You okay?\What's gotten into you?!\I'm sorry.\I just... feel so pathetic.\Pathetic about what?\Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai. response:	Huh?
context: You okay?\What's gotten into you?!\I'm sorry.\I just... feel so pathetic.\Pathetic about what?\Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai.\Huh? response:	What's happening?
context: What's gotten into you?!\I'm sorry.\I just... feel so pathetic.\Pathetic about what?\Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai.\Huh?\What's happening? response:	I've dreamed of this. More than once.
context: I'm sorry.\I just... feel so pathetic.\Pathetic about what?\Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai.\Huh?\What's happening?\I've dreamed of this. More than once. response:	I really am pathetic.
context: I just... feel so pathetic.\Pathetic about what?\Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai.\Huh?\What's happening?\I've dreamed of this. More than once.\I really am pathetic. response:	Always doing things like this in my dreams.
context: Pathetic about what?\Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai.\Huh?\What's happening?\I've dreamed of this. More than once.\I really am pathetic.\Always doing things like this in my dreams. response:	But I know I'm nowhere near good enough for him.
context: Um... I was jealous of that beautiful woman.\And... and I didn't even know your first name, Anzai.\Huh?\What's happening?\I've dreamed of this. More than once.\I really am pathetic.\Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him. response:	H-hey!
context: And... and I didn't even know your first name, Anzai.\Huh?\What's happening?\I've dreamed of this. More than once.\I really am pathetic.\Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him.\H-hey! response:	Anzai...
context: Huh?\What's happening?\I've dreamed of this. More than once.\I really am pathetic.\Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him.\H-hey!\Anzai... response:	Your face is redder than before.
context: What's happening?\I've dreamed of this. More than once.\I really am pathetic.\Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him.\H-hey!\Anzai...\Your face is redder than before. response:	Hey, can you walk?
context: I've dreamed of this. More than once.\I really am pathetic.\Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him.\H-hey!\Anzai...\Your face is redder than before.\Hey, can you walk? response:	I'm the one who's pathetic.
context: I really am pathetic.\Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him.\H-hey!\Anzai...\Your face is redder than before.\Hey, can you walk?\I'm the one who's pathetic. response:	I could tell she wasn't feeling well, but I ignored it, and now look at her.
context: Always doing things like this in my dreams.\But I know I'm nowhere near good enough for him.\H-hey!\Anzai...\Your face is redder than before.\Hey, can you walk?\I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her. response:	2013 Is Almost Here! The Countdown Begins!
context: But I know I'm nowhere near good enough for him.\H-hey!\Anzai...\Your face is redder than before.\Hey, can you walk?\I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins! response:	I'm here looking at the holiday lights at Sapporo Odori Park.
context: H-hey!\Anzai...\Your face is redder than before.\Hey, can you walk?\I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park. response:	Hokkaido. The place is packed with visitors waiting for the big countdown.
context: Anzai...\Your face is redder than before.\Hey, can you walk?\I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown. response:	The place is packed with visitors waiting for the big countdown.
context: Your face is redder than before.\Hey, can you walk?\I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown. response:	I'd like to go there someday. The place is packed with visitors waiting for the big countdown.
context: Hey, can you walk?\I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown. response:	Are you sure?
context: I'm the one who's pathetic.\I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure? response:	It's cold.
context: I could tell she wasn't feeling well, but I ignored it, and now look at her.\2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure?\It's cold. response:	I'll take you.
context: 2013 Is Almost Here! The Countdown Begins!\I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure?\It's cold.\I'll take you. response:	Yeah...
context: I'm here looking at the holiday lights at Sapporo Odori Park.\Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure?\It's cold.\I'll take you.\Yeah... response:	What am I doing?
context: Hokkaido. The place is packed with visitors waiting for the big countdown.\The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure?\It's cold.\I'll take you.\Yeah...\What am I doing? response:	I need to get myself a sedative.
context: The place is packed with visitors waiting for the big countdown.\I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure?\It's cold.\I'll take you.\Yeah...\What am I doing?\I need to get myself a sedative. response:	Get ready for the countdown.
context: I'd like to go there someday. The place is packed with visitors waiting for the big countdown.\Are you sure?\It's cold.\I'll take you.\Yeah...\What am I doing?\I need to get myself a sedative.\Get ready for the countdown. response:	Ten. Nine. Eight. Seven.
context: Are you sure?\It's cold.\I'll take you.\Yeah...\What am I doing?\I need to get myself a sedative.\Get ready for the countdown.\Ten. Nine. Eight. Seven. response:	What am I saying? I'll take you?
context: It's cold.\I'll take you.\Yeah...\What am I doing?\I need to get myself a sedative.\Get ready for the countdown.\Ten. Nine. Eight. Seven.\What am I saying? I'll take you? response:	Five. Four. What am I saying? I'll take you?
context: I'll take you.\Yeah...\What am I doing?\I need to get myself a sedative.\Get ready for the countdown.\Ten. Nine. Eight. Seven.\What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you? response:	Three. Two. One! She's a human. I'm a devil.
context: Yeah...\What am I doing?\I need to get myself a sedative.\Get ready for the countdown.\Ten. Nine. Eight. Seven.\What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil. response:	She's a human. I'm a devil.
context: What am I doing?\I need to get myself a sedative.\Get ready for the countdown.\Ten. Nine. Eight. Seven.\What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil. response:	Another one?
context: I need to get myself a sedative.\Get ready for the countdown.\Ten. Nine. Eight. Seven.\What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil.\Another one? response:	Shot through the head with a 7.62mm bullet.
context: Get ready for the countdown.\Ten. Nine. Eight. Seven.\What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil.\Another one?\Shot through the head with a 7.62mm bullet. response:	Died instantly.
context: Ten. Nine. Eight. Seven.\What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil.\Another one?\Shot through the head with a 7.62mm bullet.\Died instantly. response:	This is the fifth one now.
context: What am I saying? I'll take you?\Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil.\Another one?\Shot through the head with a 7.62mm bullet.\Died instantly.\This is the fifth one now. response:	Jill, take a look?
context: Five. Four. What am I saying? I'll take you?\Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil.\Another one?\Shot through the head with a 7.62mm bullet.\Died instantly.\This is the fifth one now.\Jill, take a look? response:	I already did!
context: Three. Two. One! She's a human. I'm a devil.\She's a human. I'm a devil.\Another one?\Shot through the head with a 7.62mm bullet.\Died instantly.\This is the fifth one now.\Jill, take a look?\I already did! response:	You saw the blood and didn't transform.
context: She's a human. I'm a devil.\Another one?\Shot through the head with a 7.62mm bullet.\Died instantly.\This is the fifth one now.\Jill, take a look?\I already did!\You saw the blood and didn't transform. response:	Which means this one isn't human, either?
context: Another one?\Shot through the head with a 7.62mm bullet.\Died instantly.\This is the fifth one now.\Jill, take a look?\I already did!\You saw the blood and didn't transform.\Which means this one isn't human, either? response:	Excuse me. Can't you be gentlemanly enough to ask if I'm okay...
context: Shot through the head with a 7.62mm bullet.\Died instantly.\This is the fifth one now.\Jill, take a look?\I already did!\You saw the blood and didn't transform.\Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay... response:	Aww. Poor girl.
context: Died instantly.\This is the fifth one now.\Jill, take a look?\I already did!\You saw the blood and didn't transform.\Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl. response:	Last night's victim makes five in this series of shootings.
context: This is the fifth one now.\Jill, take a look?\I already did!\You saw the blood and didn't transform.\Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl.\Last night's victim makes five in this series of shootings. response:	All with a single shot to the head.
context: Jill, take a look?\I already did!\You saw the blood and didn't transform.\Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl.\Last night's victim makes five in this series of shootings.\All with a single shot to the head. response:	And the victims are all devils.
context: I already did!\You saw the blood and didn't transform.\Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl.\Last night's victim makes five in this series of shootings.\All with a single shot to the head.\And the victims are all devils. response:	Devils?
context: You saw the blood and didn't transform.\Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl.\Last night's victim makes five in this series of shootings.\All with a single shot to the head.\And the victims are all devils.\Devils? response:	But not one of them was in a transformed state when they died.
context: Which means this one isn't human, either?\Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl.\Last night's victim makes five in this series of shootings.\All with a single shot to the head.\And the victims are all devils.\Devils?\But not one of them was in a transformed state when they died. response:	They looked just like normal humans.
context: Excuse me. Can't you be gentlemanly enough to ask if I'm okay...\Aww. Poor girl.\Last night's victim makes five in this series of shootings.\All with a single shot to the head.\And the victims are all devils.\Devils?\But not one of them was in a transformed state when they died.\They looked just like normal humans. response:	So the killer knew they were devils?
context: Aww. Poor girl.\Last night's victim makes five in this series of shootings.\All with a single shot to the head.\And the victims are all devils.\Devils?\But not one of them was in a transformed state when they died.\They looked just like normal humans.\So the killer knew they were devils? response:	Assuming that's true,
context: Last night's victim makes five in this series of shootings.\All with a single shot to the head.\And the victims are all devils.\Devils?\But not one of them was in a transformed state when they died.\They looked just like normal humans.\So the killer knew they were devils?\Assuming that's true, response:	then how did the shooter know the victims were devils?
context: All with a single shot to the head.\And the victims are all devils.\Devils?\But not one of them was in a transformed state when they died.\They looked just like normal humans.\So the killer knew they were devils?\Assuming that's true,\then how did the shooter know the victims were devils? response:	That information is exclusive to city halls, insurance companies, hospitals, and the police.
context: And the victims are all devils.\Devils?\But not one of them was in a transformed state when they died.\They looked just like normal humans.\So the killer knew they were devils?\Assuming that's true,\then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police. response:	There are some devil dating sites, but...
context: Devils?\But not one of them was in a transformed state when they died.\They looked just like normal humans.\So the killer knew they were devils?\Assuming that's true,\then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but... response:	What's wrong? You got a date or something, Yuuki?
context: But not one of them was in a transformed state when they died.\They looked just like normal humans.\So the killer knew they were devils?\Assuming that's true,\then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki? response:	How far have you gone with her, anyway?
context: They looked just like normal humans.\So the killer knew they were devils?\Assuming that's true,\then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway? response:	Touch her boobs yet?
context: So the killer knew they were devils?\Assuming that's true,\then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway?\Touch her boobs yet? response:	Do you have to broadcast your stupid questions?
context: Assuming that's true,\then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway?\Touch her boobs yet?\Do you have to broadcast your stupid questions? response:	Come on, I really want to know.
context: then how did the shooter know the victims were devils?\That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway?\Touch her boobs yet?\Do you have to broadcast your stupid questions?\Come on, I really want to know. response:	How does one go about dating a human woman?
context: That information is exclusive to city halls, insurance companies, hospitals, and the police.\There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway?\Touch her boobs yet?\Do you have to broadcast your stupid questions?\Come on, I really want to know.\How does one go about dating a human woman? response:	The sight of blood arouses you,
context: There are some devil dating sites, but...\What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway?\Touch her boobs yet?\Do you have to broadcast your stupid questions?\Come on, I really want to know.\How does one go about dating a human woman?\The sight of blood arouses you, response:	and when you're aroused, you want to see more blood.
context: What's wrong? You got a date or something, Yuuki?\How far have you gone with her, anyway?\Touch her boobs yet?\Do you have to broadcast your stupid questions?\Come on, I really want to know.\How does one go about dating a human woman?\The sight of blood arouses you,\and when you're aroused, you want to see more blood. response:	You can't even feel her up without being very careful.
context: How far have you gone with her, anyway?\Touch her boobs yet?\Do you have to broadcast your stupid questions?\Come on, I really want to know.\How does one go about dating a human woman?\The sight of blood arouses you,\and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful. response:	Don't talk like that! And quit it with the hands!
context: Touch her boobs yet?\Do you have to broadcast your stupid questions?\Come on, I really want to know.\How does one go about dating a human woman?\The sight of blood arouses you,\and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands! response:	You know it's driving you crazy.
context: Do you have to broadcast your stupid questions?\Come on, I really want to know.\How does one go about dating a human woman?\The sight of blood arouses you,\and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands!\You know it's driving you crazy. response:	I'd be happy to help you... let off some steam.
context: Come on, I really want to know.\How does one go about dating a human woman?\The sight of blood arouses you,\and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands!\You know it's driving you crazy.\I'd be happy to help you... let off some steam. response:	Excuse me.
context: How does one go about dating a human woman?\The sight of blood arouses you,\and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands!\You know it's driving you crazy.\I'd be happy to help you... let off some steam.\Excuse me. response:	Do you know why I asked Anzai here, even though he's suspended?
context: The sight of blood arouses you,\and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands!\You know it's driving you crazy.\I'd be happy to help you... let off some steam.\Excuse me.\Do you know why I asked Anzai here, even though he's suspended? response:	If there's a list of devils going around, then either of you could be the next target.
context: and when you're aroused, you want to see more blood.\You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands!\You know it's driving you crazy.\I'd be happy to help you... let off some steam.\Excuse me.\Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target. response:	Awww. Are you worried about us?
context: You can't even feel her up without being very careful.\Don't talk like that! And quit it with the hands!\You know it's driving you crazy.\I'd be happy to help you... let off some steam.\Excuse me.\Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us? response:	No. I'm saying I don't have time to babysit you. So watch yourselves.
context: Don't talk like that! And quit it with the hands!\You know it's driving you crazy.\I'd be happy to help you... let off some steam.\Excuse me.\Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves. response:	You're so mean.
context: You know it's driving you crazy.\I'd be happy to help you... let off some steam.\Excuse me.\Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean. response:	They are like children, aren't they?
context: I'd be happy to help you... let off some steam.\Excuse me.\Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean.\They are like children, aren't they? response:	Hey, guys.
context: Excuse me.\Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean.\They are like children, aren't they?\Hey, guys. response:	Yanagi.
context: Do you know why I asked Anzai here, even though he's suspended?\If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean.\They are like children, aren't they?\Hey, guys.\Yanagi. response:	I thought I might find my patient here.
context: If there's a list of devils going around, then either of you could be the next target.\Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean.\They are like children, aren't they?\Hey, guys.\Yanagi.\I thought I might find my patient here. response:	I'll take my physical another time.
context: Awww. Are you worried about us?\No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean.\They are like children, aren't they?\Hey, guys.\Yanagi.\I thought I might find my patient here.\I'll take my physical another time. response:	I didn't forget, I promise.
context: No. I'm saying I don't have time to babysit you. So watch yourselves.\You're so mean.\They are like children, aren't they?\Hey, guys.\Yanagi.\I thought I might find my patient here.\I'll take my physical another time.\I didn't forget, I promise. response:	I told you to see me after New Year's.
context: You're so mean.\They are like children, aren't they?\Hey, guys.\Yanagi.\I thought I might find my patient here.\I'll take my physical another time.\I didn't forget, I promise.\I told you to see me after New Year's. response:	And I bet you're running low on sedatives, too.
context: They are like children, aren't they?\Hey, guys.\Yanagi.\I thought I might find my patient here.\I'll take my physical another time.\I didn't forget, I promise.\I told you to see me after New Year's.\And I bet you're running low on sedatives, too. response:	I have one left.
context: Hey, guys.\Yanagi.\I thought I might find my patient here.\I'll take my physical another time.\I didn't forget, I promise.\I told you to see me after New Year's.\And I bet you're running low on sedatives, too.\I have one left. response:	One? You shouldn't be going through them that fast!
context: Yanagi.\I thought I might find my patient here.\I'll take my physical another time.\I didn't forget, I promise.\I told you to see me after New Year's.\And I bet you're running low on sedatives, too.\I have one left.\One? You shouldn't be going through them that fast! response:	So when are you coming, Anzai?! I want a specific date! Today?
context: I thought I might find my patient here.\I'll take my physical another time.\I didn't forget, I promise.\I told you to see me after New Year's.\And I bet you're running low on sedatives, too.\I have one left.\One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today? response:	Today's not good. Tomorrow.
context: I'll take my physical another time.\I didn't forget, I promise.\I told you to see me after New Year's.\And I bet you're running low on sedatives, too.\I have one left.\One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow. response:	Tomorrow, then! Ten in the morning!
context: I didn't forget, I promise.\I told you to see me after New Year's.\And I bet you're running low on sedatives, too.\I have one left.\One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning! response:	His gangster roots are showing.
context: I told you to see me after New Year's.\And I bet you're running low on sedatives, too.\I have one left.\One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning!\His gangster roots are showing. response:	A list of devils...
context: And I bet you're running low on sedatives, too.\I have one left.\One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning!\His gangster roots are showing.\A list of devils... response:	So what is the devil population, anyway?
context: I have one left.\One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning!\His gangster roots are showing.\A list of devils...\So what is the devil population, anyway? response:	What was it? 0.01? Sawazaki?
context: One? You shouldn't be going through them that fast!\So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning!\His gangster roots are showing.\A list of devils...\So what is the devil population, anyway?\What was it? 0.01? Sawazaki? response:	That's about the percentage here in Japan.
context: So when are you coming, Anzai?! I want a specific date! Today?\Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning!\His gangster roots are showing.\A list of devils...\So what is the devil population, anyway?\What was it? 0.01? Sawazaki?\That's about the percentage here in Japan. response:	Roughly a thousand in Tokyo.
context: Today's not good. Tomorrow.\Tomorrow, then! Ten in the morning!\His gangster roots are showing.\A list of devils...\So what is the devil population, anyway?\What was it? 0.01? Sawazaki?\That's about the percentage here in Japan.\Roughly a thousand in Tokyo. response:	Somewhere between near-threatened and endangered.
context: Tomorrow, then! Ten in the morning!\His gangster roots are showing.\A list of devils...\So what is the devil population, anyway?\What was it? 0.01? Sawazaki?\That's about the percentage here in Japan.\Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered. response:	And now that sex between humans and devils is legal,
context: His gangster roots are showing.\A list of devils...\So what is the devil population, anyway?\What was it? 0.01? Sawazaki?\That's about the percentage here in Japan.\Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal, response:	I'm guessing we'll be seeing even fewer purebloods.
context: A list of devils...\So what is the devil population, anyway?\What was it? 0.01? Sawazaki?\That's about the percentage here in Japan.\Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods. response:	Oh!
context: So what is the devil population, anyway?\What was it? 0.01? Sawazaki?\That's about the percentage here in Japan.\Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods.\Oh! response:	You could let Yanagi watch, then you can screw your girlfriend!
context: What was it? 0.01? Sawazaki?\That's about the percentage here in Japan.\Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods.\Oh!\You could let Yanagi watch, then you can screw your girlfriend! response:	Get your mind out of the gutter!
context: That's about the percentage here in Japan.\Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods.\Oh!\You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter! response:	Quit fighting!
context: Roughly a thousand in Tokyo.\Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods.\Oh!\You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter!\Quit fighting! response:	I still haven't gotten her that Christmas present.
context: Somewhere between near-threatened and endangered.\And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods.\Oh!\You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter!\Quit fighting!\I still haven't gotten her that Christmas present. response:	I almost forgot. You can see your girlfriend if you want,
context: And now that sex between humans and devils is legal,\I'm guessing we'll be seeing even fewer purebloods.\Oh!\You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter!\Quit fighting!\I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want, response:	but hold off on the jumping telephone poles for a while. You'll attract attention.
context: I'm guessing we'll be seeing even fewer purebloods.\Oh!\You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter!\Quit fighting!\I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention. response:	I know! I'm walking, okay? On the ground.
context: Oh!\You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter!\Quit fighting!\I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground. response:	I know how you like jumping.
context: You could let Yanagi watch, then you can screw your girlfriend!\Get your mind out of the gutter!\Quit fighting!\I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground.\I know how you like jumping. response:	Whatever, I'm hanging up.
context: Get your mind out of the gutter!\Quit fighting!\I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground.\I know how you like jumping.\Whatever, I'm hanging up. response:	Cheese-stuffed cabbage rolls.
