context: It's finally time to start school... response:	The first day is so exciting, isn't it?
context: Maybe we can be friends...\Here you go.\Oh... uh...\Actually putting on that uniform might be kind of embarrassing...\You need guts, too!\Guts?\Could I work at the used bookstore, maybe?\The bookstore is closed today. response:	Oh... So that's why she's been nodding off all morning.
context: Here you go.\Oh... uh...\Actually putting on that uniform might be kind of embarrassing...\You need guts, too!\Guts?\Could I work at the used bookstore, maybe?\The bookstore is closed today.\Oh... So that's why she's been nodding off all morning. response:	Strawberry parfait...
context: Oh... uh...\Actually putting on that uniform might be kind of embarrassing...\You need guts, too!\Guts?\Could I work at the used bookstore, maybe?\The bookstore is closed today.\Oh... So that's why she's been nodding off all morning.\Strawberry parfait... response:	Don't worry! I'll support you all the way! Okay?
context: Actually putting on that uniform might be kind of embarrassing...\You need guts, too!\Guts?\Could I work at the used bookstore, maybe?\The bookstore is closed today.\Oh... So that's why she's been nodding off all morning.\Strawberry parfait...\Don't worry! I'll support you all the way! Okay? response:	O-Okay...
context: You need guts, too!\Guts?\Could I work at the used bookstore, maybe?\The bookstore is closed today.\Oh... So that's why she's been nodding off all morning.\Strawberry parfait...\Don't worry! I'll support you all the way! Okay?\O-Okay... response:	Th-Then... I'll be counting on you.
context: Guts?\Could I work at the used bookstore, maybe?\The bookstore is closed today.\Oh... So that's why she's been nodding off all morning.\Strawberry parfait...\Don't worry! I'll support you all the way! Okay?\O-Okay...\Th-Then... I'll be counting on you. response:	Trust me!
context: Could I work at the used bookstore, maybe?\The bookstore is closed today.\Oh... So that's why she's been nodding off all morning.\Strawberry parfait...\Don't worry! I'll support you all the way! Okay?\O-Okay...\Th-Then... I'll be counting on you.\Trust me! response:	Good luck. With everything.
context: The bookstore is closed today.\Oh... So that's why she's been nodding off all morning.\Strawberry parfait...\Don't worry! I'll support you all the way! Okay?\O-Okay...\Th-Then... I'll be counting on you.\Trust me!\Good luck. With everything. response:	Hina-chan, you look so cute!
context: Oh... So that's why she's been nodding off all morning.\Strawberry parfait...\Don't worry! I'll support you all the way! Okay?\O-Okay...\Th-Then... I'll be counting on you.\Trust me!\Good luck. With everything.\Hina-chan, you look so cute! response:	R-Really?
context: Strawberry parfait...\Don't worry! I'll support you all the way! Okay?\O-Okay...\Th-Then... I'll be counting on you.\Trust me!\Good luck. With everything.\Hina-chan, you look so cute!\R-Really? response:	It looks great on you! It does!
context: Don't worry! I'll support you all the way! Okay?\O-Okay...\Th-Then... I'll be counting on you.\Trust me!\Good luck. With everything.\Hina-chan, you look so cute!\R-Really?\It looks great on you! It does! response:	Okay, next is this!
context: O-Okay...\Th-Then... I'll be counting on you.\Trust me!\Good luck. With everything.\Hina-chan, you look so cute!\R-Really?\It looks great on you! It does!\Okay, next is this! response:	N-Next?
context: Th-Then... I'll be counting on you.\Trust me!\Good luck. With everything.\Hina-chan, you look so cute!\R-Really?\It looks great on you! It does!\Okay, next is this!\N-Next? response:	This looks great, too!
context: Trust me!\Good luck. With everything.\Hina-chan, you look so cute!\R-Really?\It looks great on you! It does!\Okay, next is this!\N-Next?\This looks great, too! response:	M-Mayu-chan, is this really a uniform?
context: Good luck. With everything.\Hina-chan, you look so cute!\R-Really?\It looks great on you! It does!\Okay, next is this!\N-Next?\This looks great, too!\M-Mayu-chan, is this really a uniform? response:	It is, meow!
context: Hina-chan, you look so cute!\R-Really?\It looks great on you! It does!\Okay, next is this!\N-Next?\This looks great, too!\M-Mayu-chan, is this really a uniform?\It is, meow! response:	Meow?
context: R-Really?\It looks great on you! It does!\Okay, next is this!\N-Next?\This looks great, too!\M-Mayu-chan, is this really a uniform?\It is, meow!\Meow? response:	You try it, too.
context: It looks great on you! It does!\Okay, next is this!\N-Next?\This looks great, too!\M-Mayu-chan, is this really a uniform?\It is, meow!\Meow?\You try it, too. response:	Meow, meow!
context: Okay, next is this!\N-Next?\This looks great, too!\M-Mayu-chan, is this really a uniform?\It is, meow!\Meow?\You try it, too.\Meow, meow! response:	M-Meow, meow?
context: N-Next?\This looks great, too!\M-Mayu-chan, is this really a uniform?\It is, meow!\Meow?\You try it, too.\Meow, meow!\M-Meow, meow? response:	Squee! You're too cute!
context: This looks great, too!\M-Mayu-chan, is this really a uniform?\It is, meow!\Meow?\You try it, too.\Meow, meow!\M-Meow, meow?\Squee! You're too cute! response:	Hina-chan, let's move right on to the next one!
context: M-Mayu-chan, is this really a uniform?\It is, meow!\Meow?\You try it, too.\Meow, meow!\M-Meow, meow?\Squee! You're too cute!\Hina-chan, let's move right on to the next one! response:	I can't eat any more...
context: It is, meow!\Meow?\You try it, too.\Meow, meow!\M-Meow, meow?\Squee! You're too cute!\Hina-chan, let's move right on to the next one!\I can't eat any more... response:	Huh?!
context: Meow?\You try it, too.\Meow, meow!\M-Meow, meow?\Squee! You're too cute!\Hina-chan, let's move right on to the next one!\I can't eat any more...\Huh?! response:	Changing outfits on a doll...
context: You try it, too.\Meow, meow!\M-Meow, meow?\Squee! You're too cute!\Hina-chan, let's move right on to the next one!\I can't eat any more...\Huh?!\Changing outfits on a doll... response:	Oops, I dozed off.
context: Meow, meow!\M-Meow, meow?\Squee! You're too cute!\Hina-chan, let's move right on to the next one!\I can't eat any more...\Huh?!\Changing outfits on a doll...\Oops, I dozed off. response:	Oh, Kuu-chan! You're awake now?
context: M-Meow, meow?\Squee! You're too cute!\Hina-chan, let's move right on to the next one!\I can't eat any more...\Huh?!\Changing outfits on a doll...\Oops, I dozed off.\Oh, Kuu-chan! You're awake now? response:	I think I'm still dreaming.
context: Squee! You're too cute!\Hina-chan, let's move right on to the next one!\I can't eat any more...\Huh?!\Changing outfits on a doll...\Oops, I dozed off.\Oh, Kuu-chan! You're awake now?\I think I'm still dreaming. response:	I guess clean and pure really is best.
context: Hina-chan, let's move right on to the next one!\I can't eat any more...\Huh?!\Changing outfits on a doll...\Oops, I dozed off.\Oh, Kuu-chan! You're awake now?\I think I'm still dreaming.\I guess clean and pure really is best. response:	Well, ready to get started now?
context: I can't eat any more...\Huh?!\Changing outfits on a doll...\Oops, I dozed off.\Oh, Kuu-chan! You're awake now?\I think I'm still dreaming.\I guess clean and pure really is best.\Well, ready to get started now? response:	I've never done any work other than being a scarecrow...
context: Huh?!\Changing outfits on a doll...\Oops, I dozed off.\Oh, Kuu-chan! You're awake now?\I think I'm still dreaming.\I guess clean and pure really is best.\Well, ready to get started now?\I've never done any work other than being a scarecrow... response:	Oh, Mayu-chan, do you have any tips for serving customers?
context: Changing outfits on a doll...\Oops, I dozed off.\Oh, Kuu-chan! You're awake now?\I think I'm still dreaming.\I guess clean and pure really is best.\Well, ready to get started now?\I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers? response:	Eh?
context: Oops, I dozed off.\Oh, Kuu-chan! You're awake now?\I think I'm still dreaming.\I guess clean and pure really is best.\Well, ready to get started now?\I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers?\Eh? response:	Hmm... well...
context: Oh, Kuu-chan! You're awake now?\I think I'm still dreaming.\I guess clean and pure really is best.\Well, ready to get started now?\I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers?\Eh?\Hmm... well... response:	There's greeting them properly, speaking loudly,
context: I think I'm still dreaming.\I guess clean and pure really is best.\Well, ready to get started now?\I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers?\Eh?\Hmm... well...\There's greeting them properly, speaking loudly, response:	and everything else can be solved with a smile.
context: I guess clean and pure really is best.\Well, ready to get started now?\I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers?\Eh?\Hmm... well...\There's greeting them properly, speaking loudly,\and everything else can be solved with a smile. response:	She's so cute!
context: Well, ready to get started now?\I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers?\Eh?\Hmm... well...\There's greeting them properly, speaking loudly,\and everything else can be solved with a smile.\She's so cute! response:	We hardly get any customers, anyway...
context: I've never done any work other than being a scarecrow...\Oh, Mayu-chan, do you have any tips for serving customers?\Eh?\Hmm... well...\There's greeting them properly, speaking loudly,\and everything else can be solved with a smile.\She's so cute!\We hardly get any customers, anyway... response:	Huh?
context: Oh, Mayu-chan, do you have any tips for serving customers?\Eh?\Hmm... well...\There's greeting them properly, speaking loudly,\and everything else can be solved with a smile.\She's so cute!\We hardly get any customers, anyway...\Huh? response:	I know Mayu-chan said that,
context: Eh?\Hmm... well...\There's greeting them properly, speaking loudly,\and everything else can be solved with a smile.\She's so cute!\We hardly get any customers, anyway...\Huh?\I know Mayu-chan said that, response:	but what if we do get customers?
context: Hmm... well...\There's greeting them properly, speaking loudly,\and everything else can be solved with a smile.\She's so cute!\We hardly get any customers, anyway...\Huh?\I know Mayu-chan said that,\but what if we do get customers? response:	Just thinking about serving customers makes me nervous...
context: There's greeting them properly, speaking loudly,\and everything else can be solved with a smile.\She's so cute!\We hardly get any customers, anyway...\Huh?\I know Mayu-chan said that,\but what if we do get customers?\Just thinking about serving customers makes me nervous... response:	You're right! I can't lose my confidence!
context: and everything else can be solved with a smile.\She's so cute!\We hardly get any customers, anyway...\Huh?\I know Mayu-chan said that,\but what if we do get customers?\Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence! response:	Thanks. Sorry I worried you. I'm okay now.
context: She's so cute!\We hardly get any customers, anyway...\Huh?\I know Mayu-chan said that,\but what if we do get customers?\Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now. response:	U-Um...
context: We hardly get any customers, anyway...\Huh?\I know Mayu-chan said that,\but what if we do get customers?\Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now.\U-Um... response:	You can talk to birds?
context: Huh?\I know Mayu-chan said that,\but what if we do get customers?\Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now.\U-Um...\You can talk to birds? response:	Can that bird talk?
context: I know Mayu-chan said that,\but what if we do get customers?\Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now.\U-Um...\You can talk to birds?\Can that bird talk? response:	N-No... um...
context: but what if we do get customers?\Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now.\U-Um...\You can talk to birds?\Can that bird talk?\N-No... um... response:	She's got her hopes up...
context: Just thinking about serving customers makes me nervous...\You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now.\U-Um...\You can talk to birds?\Can that bird talk?\N-No... um...\She's got her hopes up... response:	Hi there! I'm Toritarou, tweet!
context: You're right! I can't lose my confidence!\Thanks. Sorry I worried you. I'm okay now.\U-Um...\You can talk to birds?\Can that bird talk?\N-No... um...\She's got her hopes up...\Hi there! I'm Toritarou, tweet! response:	What brings you here by yourself? Are you on a walk?
context: Thanks. Sorry I worried you. I'm okay now.\U-Um...\You can talk to birds?\Can that bird talk?\N-No... um...\She's got her hopes up...\Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk? response:	No. I got lost and can't find my way home.
context: U-Um...\You can talk to birds?\Can that bird talk?\N-No... um...\She's got her hopes up...\Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home. response:	What? That's awful!
context: You can talk to birds?\Can that bird talk?\N-No... um...\She's got her hopes up...\Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home.\What? That's awful! response:	Oh!
context: Can that bird talk?\N-No... um...\She's got her hopes up...\Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home.\What? That's awful!\Oh! response:	Th-That's awful! Um... um...
context: N-No... um...\She's got her hopes up...\Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home.\What? That's awful!\Oh!\Th-That's awful! Um... um... response:	Do you know your home phone number?
context: She's got her hopes up...\Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home.\What? That's awful!\Oh!\Th-That's awful! Um... um...\Do you know your home phone number? response:	Uh huh.
context: Hi there! I'm Toritarou, tweet!\What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home.\What? That's awful!\Oh!\Th-That's awful! Um... um...\Do you know your home phone number?\Uh huh. response:	Then call your family with this.
context: What brings you here by yourself? Are you on a walk?\No. I got lost and can't find my way home.\What? That's awful!\Oh!\Th-That's awful! Um... um...\Do you know your home phone number?\Uh huh.\Then call your family with this. response:	I'm sure they'll come for you, tweet.
context: No. I got lost and can't find my way home.\What? That's awful!\Oh!\Th-That's awful! Um... um...\Do you know your home phone number?\Uh huh.\Then call your family with this.\I'm sure they'll come for you, tweet. response:	I feel a little guilty somehow...
context: What? That's awful!\Oh!\Th-That's awful! Um... um...\Do you know your home phone number?\Uh huh.\Then call your family with this.\I'm sure they'll come for you, tweet.\I feel a little guilty somehow... response:	Oh, hello? Mommy? I'm at... um...
context: Oh!\Th-That's awful! Um... um...\Do you know your home phone number?\Uh huh.\Then call your family with this.\I'm sure they'll come for you, tweet.\I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um... response:	Coffee Shop Hitotose.
context: Th-That's awful! Um... um...\Do you know your home phone number?\Uh huh.\Then call your family with this.\I'm sure they'll come for you, tweet.\I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose. response:	I'm at a place called Coffee Shop Hitotose.
context: Do you know your home phone number?\Uh huh.\Then call your family with this.\I'm sure they'll come for you, tweet.\I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose. response:	Uh huh. I'm with a girl in a really fancy costume!
context: Uh huh.\Then call your family with this.\I'm sure they'll come for you, tweet.\I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume! response:	Oh, welco
context: Then call your family with this.\I'm sure they'll come for you, tweet.\I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume!\Oh, welco response:	Huh?
context: I'm sure they'll come for you, tweet.\I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume!\Oh, welco\Huh? response:	Um, she seems to be lost.
context: I feel a little guilty somehow...\Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume!\Oh, welco\Huh?\Um, she seems to be lost. response:	Oh, dear!
context: Oh, hello? Mommy? I'm at... um...\Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume!\Oh, welco\Huh?\Um, she seems to be lost.\Oh, dear! response:	Oh, but we've already called her mom,
context: Coffee Shop Hitotose.\I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume!\Oh, welco\Huh?\Um, she seems to be lost.\Oh, dear!\Oh, but we've already called her mom, response:	and she's coming for her.
context: I'm at a place called Coffee Shop Hitotose.\Uh huh. I'm with a girl in a really fancy costume!\Oh, welco\Huh?\Um, she seems to be lost.\Oh, dear!\Oh, but we've already called her mom,\and she's coming for her. response:	Really? That's good, then.
context: Uh huh. I'm with a girl in a really fancy costume!\Oh, welco\Huh?\Um, she seems to be lost.\Oh, dear!\Oh, but we've already called her mom,\and she's coming for her.\Really? That's good, then. response:	Make yourself at home, okay?
context: Oh, welco\Huh?\Um, she seems to be lost.\Oh, dear!\Oh, but we've already called her mom,\and she's coming for her.\Really? That's good, then.\Make yourself at home, okay? response:	Okay!
context: Huh?\Um, she seems to be lost.\Oh, dear!\Oh, but we've already called her mom,\and she's coming for her.\Really? That's good, then.\Make yourself at home, okay?\Okay! response:	Hina-chan, you did great!
context: Um, she seems to be lost.\Oh, dear!\Oh, but we've already called her mom,\and she's coming for her.\Really? That's good, then.\Make yourself at home, okay?\Okay!\Hina-chan, you did great! response:	You were able to talk to her, right?
context: Oh, dear!\Oh, but we've already called her mom,\and she's coming for her.\Really? That's good, then.\Make yourself at home, okay?\Okay!\Hina-chan, you did great!\You were able to talk to her, right? response:	Oh, I didn't do anything.
context: Oh, but we've already called her mom,\and she's coming for her.\Really? That's good, then.\Make yourself at home, okay?\Okay!\Hina-chan, you did great!\You were able to talk to her, right?\Oh, I didn't do anything. response:	It was all Toritarou.
context: and she's coming for her.\Really? That's good, then.\Make yourself at home, okay?\Okay!\Hina-chan, you did great!\You were able to talk to her, right?\Oh, I didn't do anything.\It was all Toritarou. response:	Toritarou? Who is that?
context: Really? That's good, then.\Make yourself at home, okay?\Okay!\Hina-chan, you did great!\You were able to talk to her, right?\Oh, I didn't do anything.\It was all Toritarou.\Toritarou? Who is that? response:	Thanks, Toritarou and the lady!
context: Make yourself at home, okay?\Okay!\Hina-chan, you did great!\You were able to talk to her, right?\Oh, I didn't do anything.\It was all Toritarou.\Toritarou? Who is that?\Thanks, Toritarou and the lady! response:	See you later!
context: Okay!\Hina-chan, you did great!\You were able to talk to her, right?\Oh, I didn't do anything.\It was all Toritarou.\Toritarou? Who is that?\Thanks, Toritarou and the lady!\See you later! response:	Really, thank you so much.
context: Hina-chan, you did great!\You were able to talk to her, right?\Oh, I didn't do anything.\It was all Toritarou.\Toritarou? Who is that?\Thanks, Toritarou and the lady!\See you later!\Really, thank you so much. response:	Y-Y-Y-Y...
context: You were able to talk to her, right?\Oh, I didn't do anything.\It was all Toritarou.\Toritarou? Who is that?\Thanks, Toritarou and the lady!\See you later!\Really, thank you so much.\Y-Y-Y-Y... response:	You're wellfrm!
context: Oh, I didn't do anything.\It was all Toritarou.\Toritarou? Who is that?\Thanks, Toritarou and the lady!\See you later!\Really, thank you so much.\Y-Y-Y-Y...\You're wellfrm! response:	We'll be going, then.
context: It was all Toritarou.\Toritarou? Who is that?\Thanks, Toritarou and the lady!\See you later!\Really, thank you so much.\Y-Y-Y-Y...\You're wellfrm!\We'll be going, then. response:	Bye!
context: Toritarou? Who is that?\Thanks, Toritarou and the lady!\See you later!\Really, thank you so much.\Y-Y-Y-Y...\You're wellfrm!\We'll be going, then.\Bye! response:	There, there.
context: Thanks, Toritarou and the lady!\See you later!\Really, thank you so much.\Y-Y-Y-Y...\You're wellfrm!\We'll be going, then.\Bye!\There, there. response:	What a tiring day.
context: See you later!\Really, thank you so much.\Y-Y-Y-Y...\You're wellfrm!\We'll be going, then.\Bye!\There, there.\What a tiring day. response:	I wasn't able to talk to a single customer the whole time.
context: Really, thank you so much.\Y-Y-Y-Y...\You're wellfrm!\We'll be going, then.\Bye!\There, there.\What a tiring day.\I wasn't able to talk to a single customer the whole time. response:	I'll completely fail both the theater troupe and the theater club at this rate.
context: Y-Y-Y-Y...\You're wellfrm!\We'll be going, then.\Bye!\There, there.\What a tiring day.\I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate. response:	I really am a failshrimp.
context: You're wellfrm!\We'll be going, then.\Bye!\There, there.\What a tiring day.\I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp. response:	I know! I'll try my hardest to talk to that girl!
context: We'll be going, then.\Bye!\There, there.\What a tiring day.\I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp.\I know! I'll try my hardest to talk to that girl! response:	I can't move forward if I keep talking about failing.
context: Bye!\There, there.\What a tiring day.\I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp.\I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing. response:	Okay! Time to take a step forward!
context: There, there.\What a tiring day.\I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp.\I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing.\Okay! Time to take a step forward! response:	Fujimiya Girls' High
context: What a tiring day.\I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp.\I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing.\Okay! Time to take a step forward!\Fujimiya Girls' High response:	Good morning!
context: I wasn't able to talk to a single customer the whole time.\I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp.\I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing.\Okay! Time to take a step forward!\Fujimiya Girls' High\Good morning! response:	Okay, you go on ahead.
context: I'll completely fail both the theater troupe and the theater club at this rate.\I really am a failshrimp.\I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing.\Okay! Time to take a step forward!\Fujimiya Girls' High\Good morning!\Okay, you go on ahead. response:	Okay.
context: I really am a failshrimp.\I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing.\Okay! Time to take a step forward!\Fujimiya Girls' High\Good morning!\Okay, you go on ahead.\Okay. response:	Oh, Nakajima-san?
context: I know! I'll try my hardest to talk to that girl!\I can't move forward if I keep talking about failing.\Okay! Time to take a step forward!\Fujimiya Girls' High\Good morning!\Okay, you go on ahead.\Okay.\Oh, Nakajima-san? response:	Wh-Where'd you come from?!
context: I can't move forward if I keep talking about failing.\Okay! Time to take a step forward!\Fujimiya Girls' High\Good morning!\Okay, you go on ahead.\Okay.\Oh, Nakajima-san?\Wh-Where'd you come from?! response:	U-Um... uh...
context: Okay! Time to take a step forward!\Fujimiya Girls' High\Good morning!\Okay, you go on ahead.\Okay.\Oh, Nakajima-san?\Wh-Where'd you come from?!\U-Um... uh... response:	So you're actually here!
context: Fujimiya Girls' High\Good morning!\Okay, you go on ahead.\Okay.\Oh, Nakajima-san?\Wh-Where'd you come from?!\U-Um... uh...\So you're actually here! response:	I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,
context: Good morning!\Okay, you go on ahead.\Okay.\Oh, Nakajima-san?\Wh-Where'd you come from?!\U-Um... uh...\So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai, response:	and maybe you wouldn't come to school anymore.
context: Okay, you go on ahead.\Okay.\Oh, Nakajima-san?\Wh-Where'd you come from?!\U-Um... uh...\So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore. response:	Actually, I was wondering what I'd do if you didn't come.
context: Okay.\Oh, Nakajima-san?\Wh-Where'd you come from?!\U-Um... uh...\So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come. response:	You've got some guts!
context: Oh, Nakajima-san?\Wh-Where'd you come from?!\U-Um... uh...\So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come.\You've got some guts! response:	Huh? The landlady? Um, what do you mean?
context: Wh-Where'd you come from?!\U-Um... uh...\So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come.\You've got some guts!\Huh? The landlady? Um, what do you mean? response:	What do I mean?! You realize that you're a failshrimp, right?
context: U-Um... uh...\So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come.\You've got some guts!\Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right? response:	After all those times I covered for you!
context: So you're actually here!\I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come.\You've got some guts!\Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you! response:	Oh, yeah!
context: I thought you'd be bawling after learning that I'm the one fit for Chiaki-senpai,\and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come.\You've got some guts!\Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you!\Oh, yeah! response:	Thanks for helping me out so much.
context: and maybe you wouldn't come to school anymore.\Actually, I was wondering what I'd do if you didn't come.\You've got some guts!\Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you!\Oh, yeah!\Thanks for helping me out so much. response:	It made me really happy.
context: Actually, I was wondering what I'd do if you didn't come.\You've got some guts!\Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you!\Oh, yeah!\Thanks for helping me out so much.\It made me really happy. response:	Huh?
context: You've got some guts!\Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you!\Oh, yeah!\Thanks for helping me out so much.\It made me really happy.\Huh? response:	So, there's actually something I've been wanting to say to you...
context: Huh? The landlady? Um, what do you mean?\What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you!\Oh, yeah!\Thanks for helping me out so much.\It made me really happy.\Huh?\So, there's actually something I've been wanting to say to you... response:	Wh-What?
context: What do I mean?! You realize that you're a failshrimp, right?\After all those times I covered for you!\Oh, yeah!\Thanks for helping me out so much.\It made me really happy.\Huh?\So, there's actually something I've been wanting to say to you...\Wh-What? response:	I'd like to be...
context: After all those times I covered for you!\Oh, yeah!\Thanks for helping me out so much.\It made me really happy.\Huh?\So, there's actually something I've been wanting to say to you...\Wh-What?\I'd like to be... response:	F-Friends?
context: Oh, yeah!\Thanks for helping me out so much.\It made me really happy.\Huh?\So, there's actually something I've been wanting to say to you...\Wh-What?\I'd like to be...\F-Friends? response:	A-Are you sure you're not mistaken?
context: Thanks for helping me out so much.\It made me really happy.\Huh?\So, there's actually something I've been wanting to say to you...\Wh-What?\I'd like to be...\F-Friends?\A-Are you sure you're not mistaken? response:	Huh?
context: It made me really happy.\Huh?\So, there's actually something I've been wanting to say to you...\Wh-What?\I'd like to be...\F-Friends?\A-Are you sure you're not mistaken?\Huh? response:	I wasn't trying to help you or...
context: Huh?\So, there's actually something I've been wanting to say to you...\Wh-What?\I'd like to be...\F-Friends?\A-Are you sure you're not mistaken?\Huh?\I wasn't trying to help you or... response:	Oh, Sakuragi-san, could you...
context: So, there's actually something I've been wanting to say to you...\Wh-What?\I'd like to be...\F-Friends?\A-Are you sure you're not mistaken?\Huh?\I wasn't trying to help you or...\Oh, Sakuragi-san, could you... response:	I'll take them!
context: Wh-What?\I'd like to be...\F-Friends?\A-Are you sure you're not mistaken?\Huh?\I wasn't trying to help you or...\Oh, Sakuragi-san, could you...\I'll take them! response:	Uh...
context: I'd like to be...\F-Friends?\A-Are you sure you're not mistaken?\Huh?\I wasn't trying to help you or...\Oh, Sakuragi-san, could you...\I'll take them!\Uh... response:	You helped me again!
context: F-Friends?\A-Are you sure you're not mistaken?\Huh?\I wasn't trying to help you or...\Oh, Sakuragi-san, could you...\I'll take them!\Uh...\You helped me again! response:	I-I did not! That was a conditioned reflex, or something...
context: A-Are you sure you're not mistaken?\Huh?\I wasn't trying to help you or...\Oh, Sakuragi-san, could you...\I'll take them!\Uh...\You helped me again!\I-I did not! That was a conditioned reflex, or something... response:	Thanks!
context: Huh?\I wasn't trying to help you or...\Oh, Sakuragi-san, could you...\I'll take them!\Uh...\You helped me again!\I-I did not! That was a conditioned reflex, or something...\Thanks! response:	I think we'll be really good friends!
