context: Oops! response:	Isn't this...?
context: Good question. I'm disappoint-elieved.\Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World!\My power isn't working.\You look perplexed, Wicked Lord Shingan!\Shichimiya.\Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either. response:	No, that was merely a compatibility issue!
context: Be destroyed, real. Blow up, synapses.\Banishment, Zuiss World!\My power isn't working.\You look perplexed, Wicked Lord Shingan!\Shichimiya.\Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue! response:	Don't try to fool me.
context: Banishment, Zuiss World!\My power isn't working.\You look perplexed, Wicked Lord Shingan!\Shichimiya.\Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue!\Don't try to fool me. response:	Not only are you losing your power...
context: My power isn't working.\You look perplexed, Wicked Lord Shingan!\Shichimiya.\Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue!\Don't try to fool me.\Not only are you losing your power... response:	Tell me I'm wrong.
context: You look perplexed, Wicked Lord Shingan!\Shichimiya.\Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue!\Don't try to fool me.\Not only are you losing your power...\Tell me I'm wrong. response:	A little more drains away each time you seek out the netherworld...
context: Shichimiya.\Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue!\Don't try to fool me.\Not only are you losing your power...\Tell me I'm wrong.\A little more drains away each time you seek out the netherworld... response:	I knew it. I was the same way.
context: Let me guess. Is your power fading?\You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue!\Don't try to fool me.\Not only are you losing your power...\Tell me I'm wrong.\A little more drains away each time you seek out the netherworld...\I knew it. I was the same way. response:	That's why you invited me, right?
context: You summoned me the last time because you couldn't fight then either.\No, that was merely a compatibility issue!\Don't try to fool me.\Not only are you losing your power...\Tell me I'm wrong.\A little more drains away each time you seek out the netherworld...\I knew it. I was the same way.\That's why you invited me, right? response:	Yes! What'll I do?
context: No, that was merely a compatibility issue!\Don't try to fool me.\Not only are you losing your power...\Tell me I'm wrong.\A little more drains away each time you seek out the netherworld...\I knew it. I was the same way.\That's why you invited me, right?\Yes! What'll I do? response:	You admit it?
context: Don't try to fool me.\Not only are you losing your power...\Tell me I'm wrong.\A little more drains away each time you seek out the netherworld...\I knew it. I was the same way.\That's why you invited me, right?\Yes! What'll I do?\You admit it? response:	But my power really is fading!
context: Not only are you losing your power...\Tell me I'm wrong.\A little more drains away each time you seek out the netherworld...\I knew it. I was the same way.\That's why you invited me, right?\Yes! What'll I do?\You admit it?\But my power really is fading! response:	I sometimes forget about the Wicked Lord Shingan!
context: Tell me I'm wrong.\A little more drains away each time you seek out the netherworld...\I knew it. I was the same way.\That's why you invited me, right?\Yes! What'll I do?\You admit it?\But my power really is fading!\I sometimes forget about the Wicked Lord Shingan! response:	It's tedious to contain him! I want to take it off!
context: A little more drains away each time you seek out the netherworld...\I knew it. I was the same way.\That's why you invited me, right?\Yes! What'll I do?\You admit it?\But my power really is fading!\I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off! response:	Then take it off.
context: I knew it. I was the same way.\That's why you invited me, right?\Yes! What'll I do?\You admit it?\But my power really is fading!\I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off!\Then take it off. response:	Take it off, and trade your power for a stronger lover's pact.
context: That's why you invited me, right?\Yes! What'll I do?\You admit it?\But my power really is fading!\I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off!\Then take it off.\Take it off, and trade your power for a stronger lover's pact. response:	But I...
context: Yes! What'll I do?\You admit it?\But my power really is fading!\I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off!\Then take it off.\Take it off, and trade your power for a stronger lover's pact.\But I... response:	That may be what Hero wants.
context: You admit it?\But my power really is fading!\I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off!\Then take it off.\Take it off, and trade your power for a stronger lover's pact.\But I...\That may be what Hero wants. response:	Yuta?
context: But my power really is fading!\I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off!\Then take it off.\Take it off, and trade your power for a stronger lover's pact.\But I...\That may be what Hero wants.\Yuta? response:	I understand. I was the same.
context: I sometimes forget about the Wicked Lord Shingan!\It's tedious to contain him! I want to take it off!\Then take it off.\Take it off, and trade your power for a stronger lover's pact.\But I...\That may be what Hero wants.\Yuta?\I understand. I was the same. response:	Sophia.
context: It's tedious to contain him! I want to take it off!\Then take it off.\Take it off, and trade your power for a stronger lover's pact.\But I...\That may be what Hero wants.\Yuta?\I understand. I was the same.\Sophia. response:	Do you want to revive the Dark Flame Dragon above all else?
context: Then take it off.\Take it off, and trade your power for a stronger lover's pact.\But I...\That may be what Hero wants.\Yuta?\I understand. I was the same.\Sophia.\Do you want to revive the Dark Flame Dragon above all else? response:	Do you want to regain the power of the Wicked Lord Shingan?
context: Take it off, and trade your power for a stronger lover's pact.\But I...\That may be what Hero wants.\Yuta?\I understand. I was the same.\Sophia.\Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan? response:	I am under contract with Yuta from time immemorial.
context: But I...\That may be what Hero wants.\Yuta?\I understand. I was the same.\Sophia.\Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial. response:	I must.
context: That may be what Hero wants.\Yuta?\I understand. I was the same.\Sophia.\Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial.\I must. response:	The token.
context: Yuta?\I understand. I was the same.\Sophia.\Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial.\I must.\The token. response:	I found it in Yuta's room.
context: I understand. I was the same.\Sophia.\Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial.\I must.\The token.\I found it in Yuta's room. response:	Listen, Wicked Lord Shingan. Let me see how you truly feel.
context: Sophia.\Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial.\I must.\The token.\I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel. response:	Show me your true power!
context: Do you want to revive the Dark Flame Dragon above all else?\Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial.\I must.\The token.\I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power! response:	Then I will let you have this.
context: Do you want to regain the power of the Wicked Lord Shingan?\I am under contract with Yuta from time immemorial.\I must.\The token.\I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power!\Then I will let you have this. response:	Sophia.
context: I am under contract with Yuta from time immemorial.\I must.\The token.\I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power!\Then I will let you have this.\Sophia. response:	However, in order to revive the Dark Flame Dragon...
context: I must.\The token.\I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power!\Then I will let you have this.\Sophia.\However, in order to revive the Dark Flame Dragon... response:	No goodbyes are final, no transitions are permanent.
context: The token.\I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power!\Then I will let you have this.\Sophia.\However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent. response:	Time passes in conformance to the Samsara Corridor.
context: I found it in Yuta's room.\Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power!\Then I will let you have this.\Sophia.\However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor. response:	To accomplish this, you may be required...
context: Listen, Wicked Lord Shingan. Let me see how you truly feel.\Show me your true power!\Then I will let you have this.\Sophia.\However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required... response:	Just as I did.
context: Show me your true power!\Then I will let you have this.\Sophia.\However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required...\Just as I did. response:	Make your decision.
context: Then I will let you have this.\Sophia.\However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required...\Just as I did.\Make your decision. response:	I will be waiting tomorrow morning.
context: Sophia.\However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required...\Just as I did.\Make your decision.\I will be waiting tomorrow morning. response:	What do I want?
context: However, in order to revive the Dark Flame Dragon...\No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required...\Just as I did.\Make your decision.\I will be waiting tomorrow morning.\What do I want? response:	THE NAPPING PLACE Beach Cafe
context: No goodbyes are final, no transitions are permanent.\Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required...\Just as I did.\Make your decision.\I will be waiting tomorrow morning.\What do I want?\THE NAPPING PLACE Beach Cafe response:	Time for another day's hard work!
context: Time passes in conformance to the Samsara Corridor.\To accomplish this, you may be required...\Just as I did.\Make your decision.\I will be waiting tomorrow morning.\What do I want?\THE NAPPING PLACE Beach Cafe\Time for another day's hard work! response:	Togashi!
context: To accomplish this, you may be required...\Just as I did.\Make your decision.\I will be waiting tomorrow morning.\What do I want?\THE NAPPING PLACE Beach Cafe\Time for another day's hard work!\Togashi! response:	Buy a bikini and we'll strip off 30
context: Just as I did.\Make your decision.\I will be waiting tomorrow morning.\What do I want?\THE NAPPING PLACE Beach Cafe\Time for another day's hard work!\Togashi!\Buy a bikini and we'll strip off 30 response:	Buy a bikini and we'll strip off 30! What do you think?
context: Make your decision.\I will be waiting tomorrow morning.\What do I want?\THE NAPPING PLACE Beach Cafe\Time for another day's hard work!\Togashi!\Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think? response:	That's pretty clever, but...
context: I will be waiting tomorrow morning.\What do I want?\THE NAPPING PLACE Beach Cafe\Time for another day's hard work!\Togashi!\Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but... response:	We're gonna rake in the cash today!
context: What do I want?\THE NAPPING PLACE Beach Cafe\Time for another day's hard work!\Togashi!\Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but...\We're gonna rake in the cash today! response:	Are we making all that?
context: THE NAPPING PLACE Beach Cafe\Time for another day's hard work!\Togashi!\Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but...\We're gonna rake in the cash today!\Are we making all that? response:	They were raving about this so much yesterday, we sold out.
context: Time for another day's hard work!\Togashi!\Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but...\We're gonna rake in the cash today!\Are we making all that?\They were raving about this so much yesterday, we sold out. response:	Don't worry. I've put the word out on the street.
context: Togashi!\Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but...\We're gonna rake in the cash today!\Are we making all that?\They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street. response:	THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD
context: Buy a bikini and we'll strip off 30\Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but...\We're gonna rake in the cash today!\Are we making all that?\They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD response:	See? This is our big opportunity!
context: Buy a bikini and we'll strip off 30! What do you think?\That's pretty clever, but...\We're gonna rake in the cash today!\Are we making all that?\They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity! response:	Don't you want to become the best beach cafe on the beach?
context: That's pretty clever, but...\We're gonna rake in the cash today!\Are we making all that?\They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach? response:	Not really.
context: We're gonna rake in the cash today!\Are we making all that?\They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach?\Not really. response:	You lack greed, girl! You're just like Togashi.
context: Are we making all that?\They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach?\Not really.\You lack greed, girl! You're just like Togashi. response:	He's too easygoing. Too laid back.
context: They were raving about this so much yesterday, we sold out.\Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach?\Not really.\You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back. response:	Mori Summer is pumped up.
context: Don't worry. I've put the word out on the street.\THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach?\Not really.\You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back.\Mori Summer is pumped up. response:	Yes, and Kuzuka likes to take things in stride.
context: THE NAPPING PLACE Beach Cafe TAGS: GOURMET, LUNCH, FOOD\See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach?\Not really.\You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back.\Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride. response:	In stride?
context: See? This is our big opportunity!\Don't you want to become the best beach cafe on the beach?\Not really.\You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back.\Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride.\In stride? response:	She looks very determined to me.
context: Don't you want to become the best beach cafe on the beach?\Not really.\You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back.\Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride.\In stride?\She looks very determined to me. response:	You think?
context: Not really.\You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back.\Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride.\In stride?\She looks very determined to me.\You think? response:	Today I really will catch that deep sea monster...
context: You lack greed, girl! You're just like Togashi.\He's too easygoing. Too laid back.\Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride.\In stride?\She looks very determined to me.\You think?\Today I really will catch that deep sea monster... response:	Dekolumpy!
context: He's too easygoing. Too laid back.\Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride.\In stride?\She looks very determined to me.\You think?\Today I really will catch that deep sea monster...\Dekolumpy! response:	I am here, Dekolumpy!
context: Mori Summer is pumped up.\Yes, and Kuzuka likes to take things in stride.\In stride?\She looks very determined to me.\You think?\Today I really will catch that deep sea monster...\Dekolumpy!\I am here, Dekolumpy! response:	Today, I am your opponent. Come at me!
context: Yes, and Kuzuka likes to take things in stride.\In stride?\She looks very determined to me.\You think?\Today I really will catch that deep sea monster...\Dekolumpy!\I am here, Dekolumpy!\Today, I am your opponent. Come at me! response:	It's you, priestess's assassin!
context: In stride?\She looks very determined to me.\You think?\Today I really will catch that deep sea monster...\Dekolumpy!\I am here, Dekolumpy!\Today, I am your opponent. Come at me!\It's you, priestess's assassin! response:	I will avenge my Master!
context: She looks very determined to me.\You think?\Today I really will catch that deep sea monster...\Dekolumpy!\I am here, Dekolumpy!\Today, I am your opponent. Come at me!\It's you, priestess's assassin!\I will avenge my Master! response:	Hey.
context: You think?\Today I really will catch that deep sea monster...\Dekolumpy!\I am here, Dekolumpy!\Today, I am your opponent. Come at me!\It's you, priestess's assassin!\I will avenge my Master!\Hey. response:	Hello.
context: Today I really will catch that deep sea monster...\Dekolumpy!\I am here, Dekolumpy!\Today, I am your opponent. Come at me!\It's you, priestess's assassin!\I will avenge my Master!\Hey.\Hello. response:	Is that all there is to your love?!
context: Dekolumpy!\I am here, Dekolumpy!\Today, I am your opponent. Come at me!\It's you, priestess's assassin!\I will avenge my Master!\Hey.\Hello.\Is that all there is to your love?! response:	They're very perky first thing in the morning.
context: I am here, Dekolumpy!\Today, I am your opponent. Come at me!\It's you, priestess's assassin!\I will avenge my Master!\Hey.\Hello.\Is that all there is to your love?!\They're very perky first thing in the morning. response:	Yes.
context: Today, I am your opponent. Come at me!\It's you, priestess's assassin!\I will avenge my Master!\Hey.\Hello.\Is that all there is to your love?!\They're very perky first thing in the morning.\Yes. response:	Come on, we have customers!
context: It's you, priestess's assassin!\I will avenge my Master!\Hey.\Hello.\Is that all there is to your love?!\They're very perky first thing in the morning.\Yes.\Come on, we have customers! response:	Oh, right.
context: I will avenge my Master!\Hey.\Hello.\Is that all there is to your love?!\They're very perky first thing in the morning.\Yes.\Come on, we have customers!\Oh, right. response:	Ooh! My master may need help!
context: Hey.\Hello.\Is that all there is to your love?!\They're very perky first thing in the morning.\Yes.\Come on, we have customers!\Oh, right.\Ooh! My master may need help! response:	Master, Dekomori is on her way!
context: Hello.\Is that all there is to your love?!\They're very perky first thing in the morning.\Yes.\Come on, we have customers!\Oh, right.\Ooh! My master may need help!\Master, Dekomori is on her way! response:	Wait, you!
context: Is that all there is to your love?!\They're very perky first thing in the morning.\Yes.\Come on, we have customers!\Oh, right.\Ooh! My master may need help!\Master, Dekomori is on her way!\Wait, you! response:	What's wrong? Is that all you feel for the Wicked Lord Shingan?
context: They're very perky first thing in the morning.\Yes.\Come on, we have customers!\Oh, right.\Ooh! My master may need help!\Master, Dekomori is on her way!\Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan? response:	Is that your definition of all-powerful?!
context: Yes.\Come on, we have customers!\Oh, right.\Ooh! My master may need help!\Master, Dekomori is on her way!\Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?! response:	No.
context: Come on, we have customers!\Oh, right.\Ooh! My master may need help!\Master, Dekomori is on her way!\Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?!\No. response:	Aren't you under contract with Hero?
context: Oh, right.\Ooh! My master may need help!\Master, Dekomori is on her way!\Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?!\No.\Aren't you under contract with Hero? response:	Move it, lowly commoners!
context: Ooh! My master may need help!\Master, Dekomori is on her way!\Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?!\No.\Aren't you under contract with Hero?\Move it, lowly commoners! response:	This is not a show for your amusement!
context: Master, Dekomori is on her way!\Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?!\No.\Aren't you under contract with Hero?\Move it, lowly commoners!\This is not a show for your amusement! response:	Mjolnir Hammer!
context: Wait, you!\What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?!\No.\Aren't you under contract with Hero?\Move it, lowly commoners!\This is not a show for your amusement!\Mjolnir Hammer! response:	Master!
context: What's wrong? Is that all you feel for the Wicked Lord Shingan?\Is that your definition of all-powerful?!\No.\Aren't you under contract with Hero?\Move it, lowly commoners!\This is not a show for your amusement!\Mjolnir Hammer!\Master! response:	Good god! Perfect serenity!
context: Is that your definition of all-powerful?!\No.\Aren't you under contract with Hero?\Move it, lowly commoners!\This is not a show for your amusement!\Mjolnir Hammer!\Master!\Good god! Perfect serenity! response:	Now, are you prepared?
context: No.\Aren't you under contract with Hero?\Move it, lowly commoners!\This is not a show for your amusement!\Mjolnir Hammer!\Master!\Good god! Perfect serenity!\Now, are you prepared? response:	Are you emotionally prepared to force the Dark Flame Dragon to manifest?!
context: Aren't you under contract with Hero?\Move it, lowly commoners!\This is not a show for your amusement!\Mjolnir Hammer!\Master!\Good god! Perfect serenity!\Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?! response:	I am...
context: Move it, lowly commoners!\This is not a show for your amusement!\Mjolnir Hammer!\Master!\Good god! Perfect serenity!\Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am... response:	I am who I am now...
context: This is not a show for your amusement!\Mjolnir Hammer!\Master!\Good god! Perfect serenity!\Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am...\I am who I am now... response:	Be destroyed, real!
context: Mjolnir Hammer!\Master!\Good god! Perfect serenity!\Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am...\I am who I am now...\Be destroyed, real! response:	Cherubim aria.
context: Master!\Good god! Perfect serenity!\Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am...\I am who I am now...\Be destroyed, real!\Cherubim aria. response:	Blow up, synapses!
context: Good god! Perfect serenity!\Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am...\I am who I am now...\Be destroyed, real!\Cherubim aria.\Blow up, synapses! response:	Seraphim, descend!
context: Now, are you prepared?\Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am...\I am who I am now...\Be destroyed, real!\Cherubim aria.\Blow up, synapses!\Seraphim, descend! response:	Banishment, Zuiss World!
context: Are you emotionally prepared to force the Dark Flame Dragon to manifest?!\I am...\I am who I am now...\Be destroyed, real!\Cherubim aria.\Blow up, synapses!\Seraphim, descend!\Banishment, Zuiss World! response:	Physical Linkage!
context: I am...\I am who I am now...\Be destroyed, real!\Cherubim aria.\Blow up, synapses!\Seraphim, descend!\Banishment, Zuiss World!\Physical Linkage! response:	What is this?
context: I am who I am now...\Be destroyed, real!\Cherubim aria.\Blow up, synapses!\Seraphim, descend!\Banishment, Zuiss World!\Physical Linkage!\What is this? response:	My master's consciousness is flowing in.
context: Be destroyed, real!\Cherubim aria.\Blow up, synapses!\Seraphim, descend!\Banishment, Zuiss World!\Physical Linkage!\What is this?\My master's consciousness is flowing in. response:	Yuta once told me that our contract is unique.
context: Cherubim aria.\Blow up, synapses!\Seraphim, descend!\Banishment, Zuiss World!\Physical Linkage!\What is this?\My master's consciousness is flowing in.\Yuta once told me that our contract is unique. response:	I will hesitate no longer!
context: Blow up, synapses!\Seraphim, descend!\Banishment, Zuiss World!\Physical Linkage!\What is this?\My master's consciousness is flowing in.\Yuta once told me that our contract is unique.\I will hesitate no longer! response:	Personal engine activation confirmed. System released.
context: Seraphim, descend!\Banishment, Zuiss World!\Physical Linkage!\What is this?\My master's consciousness is flowing in.\Yuta once told me that our contract is unique.\I will hesitate no longer!\Personal engine activation confirmed. System released. response:	Pressure rising. Pressure increase, connection within acceptable levels.
context: Banishment, Zuiss World!\Physical Linkage!\What is this?\My master's consciousness is flowing in.\Yuta once told me that our contract is unique.\I will hesitate no longer!\Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels. response:	System all green.
context: Physical Linkage!\What is this?\My master's consciousness is flowing in.\Yuta once told me that our contract is unique.\I will hesitate no longer!\Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels.\System all green. response:	Commencing core energy supply.
context: What is this?\My master's consciousness is flowing in.\Yuta once told me that our contract is unique.\I will hesitate no longer!\Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels.\System all green.\Commencing core energy supply. response:	Lock bolt partitions one through three released.
context: My master's consciousness is flowing in.\Yuta once told me that our contract is unique.\I will hesitate no longer!\Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels.\System all green.\Commencing core energy supply.\Lock bolt partitions one through three released. response:	Bio energy injection. Commence EQ connection.
context: Yuta once told me that our contract is unique.\I will hesitate no longer!\Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels.\System all green.\Commencing core energy supply.\Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection. response:	Wicked Lord Shingan reinstall completion countdown.
context: I will hesitate no longer!\Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels.\System all green.\Commencing core energy supply.\Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown. response:	3, 2, 1...
context: Personal engine activation confirmed. System released.\Pressure rising. Pressure increase, connection within acceptable levels.\System all green.\Commencing core energy supply.\Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown.\3, 2, 1... response:	Rikka Takanashi, entering renewal mode.
context: Pressure rising. Pressure increase, connection within acceptable levels.\System all green.\Commencing core energy supply.\Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown.\3, 2, 1...\Rikka Takanashi, entering renewal mode. response:	Master.
context: System all green.\Commencing core energy supply.\Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown.\3, 2, 1...\Rikka Takanashi, entering renewal mode.\Master. response:	Upgrade!
context: Commencing core energy supply.\Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown.\3, 2, 1...\Rikka Takanashi, entering renewal mode.\Master.\Upgrade! response:	What?
context: Lock bolt partitions one through three released.\Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown.\3, 2, 1...\Rikka Takanashi, entering renewal mode.\Master.\Upgrade!\What? response:	Full armored Wicked Lord Shingan Schwartz Crustacea is here!
context: Bio energy injection. Commence EQ connection.\Wicked Lord Shingan reinstall completion countdown.\3, 2, 1...\Rikka Takanashi, entering renewal mode.\Master.\Upgrade!\What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here! response:	I caused you all to worry.
context: Wicked Lord Shingan reinstall completion countdown.\3, 2, 1...\Rikka Takanashi, entering renewal mode.\Master.\Upgrade!\What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry. response:	I became dependent upon the Dark Flame Master's kindness...
context: 3, 2, 1...\Rikka Takanashi, entering renewal mode.\Master.\Upgrade!\What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness... response:	I very nearly lost the precious thing...
context: Rikka Takanashi, entering renewal mode.\Master.\Upgrade!\What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing... response:	But I will never let it go again!
context: Master.\Upgrade!\What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing...\But I will never let it go again! response:	Yuta believed in me, and so I will believe in myself!
context: Upgrade!\What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing...\But I will never let it go again!\Yuta believed in me, and so I will believe in myself! response:	I release the New Wicked Lord Shingan!
context: What?\Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing...\But I will never let it go again!\Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan! response:	Super-dimensional Purgatorial Fascination!
