context: Mizuhara Chizuru is just a rental girlfriend. response:	A fake one who won't last,
context: so we decided to go on a trip together to celebrate.\Thank you so much for inviting me.\What are you doing? You're acting strange.\U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that.\O-Oh.\Haseo-tei response:	You're over there.
context: Thank you so much for inviting me.\What are you doing? You're acting strange.\U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that.\O-Oh.\Haseo-tei\You're over there. response:	I could only get one room in the luxury Haseo-tei,
context: What are you doing? You're acting strange.\U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that.\O-Oh.\Haseo-tei\You're over there.\I could only get one room in the luxury Haseo-tei, response:	so I got you one elsewhere.
context: U-Uh, well,\I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that.\O-Oh.\Haseo-tei\You're over there.\I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere. response:	What?
context: I'm just wondering if the person whose name starts with Chi is here, too.\Chi? None of our hospital buddies had a name like that.\O-Oh.\Haseo-tei\You're over there.\I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere.\What? response:	Do you want to force Ichinose-san into a regular room?
context: Chi? None of our hospital buddies had a name like that.\O-Oh.\Haseo-tei\You're over there.\I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere.\What?\Do you want to force Ichinose-san into a regular room? response:	Sorry about this, Kazuya-kun.
context: O-Oh.\Haseo-tei\You're over there.\I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere.\What?\Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun. response:	Here's your key.
context: Haseo-tei\You're over there.\I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere.\What?\Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun.\Here's your key. response:	Let's sleep together, Sayutaso!
context: You're over there.\I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere.\What?\Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun.\Here's your key.\Let's sleep together, Sayutaso! response:	Sure, Nagomin!
context: I could only get one room in the luxury Haseo-tei,\so I got you one elsewhere.\What?\Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun.\Here's your key.\Let's sleep together, Sayutaso!\Sure, Nagomin! response:	Gotcha. Never mind me. Just enjoy your discharge trip.
context: so I got you one elsewhere.\What?\Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun.\Here's your key.\Let's sleep together, Sayutaso!\Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip. response:	Wow, I have such an understanding grandson.
context: What?\Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun.\Here's your key.\Let's sleep together, Sayutaso!\Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson. response:	There he goes.
context: Do you want to force Ichinose-san into a regular room?\Sorry about this, Kazuya-kun.\Here's your key.\Let's sleep together, Sayutaso!\Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson.\There he goes. response:	There he goes, indeed.
context: Sorry about this, Kazuya-kun.\Here's your key.\Let's sleep together, Sayutaso!\Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson.\There he goes.\There he goes, indeed. response:	Why's it unlocked?
context: Here's your key.\Let's sleep together, Sayutaso!\Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson.\There he goes.\There he goes, indeed.\Why's it unlocked? response:	Nobody's here.
context: Let's sleep together, Sayutaso!\Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson.\There he goes.\There he goes, indeed.\Why's it unlocked?\Nobody's here. response:	Huh? Did the previous guest leave those?
context: Sure, Nagomin!\Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson.\There he goes.\There he goes, indeed.\Why's it unlocked?\Nobody's here.\Huh? Did the previous guest leave those? response:	Clean it up, staff!
context: Gotcha. Never mind me. Just enjoy your discharge trip.\Wow, I have such an understanding grandson.\There he goes.\There he goes, indeed.\Why's it unlocked?\Nobody's here.\Huh? Did the previous guest leave those?\Clean it up, staff! response:	Well, I guess I can chill out more by myself.
context: Wow, I have such an understanding grandson.\There he goes.\There he goes, indeed.\Why's it unlocked?\Nobody's here.\Huh? Did the previous guest leave those?\Clean it up, staff!\Well, I guess I can chill out more by myself. response:	I feel bad'cause our grandmas seem to be having fun,
context: There he goes.\There he goes, indeed.\Why's it unlocked?\Nobody's here.\Huh? Did the previous guest leave those?\Clean it up, staff!\Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun, response:	but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.
context: There he goes, indeed.\Why's it unlocked?\Nobody's here.\Huh? Did the previous guest leave those?\Clean it up, staff!\Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too. response:	Hey, Grandma!
context: Why's it unlocked?\Nobody's here.\Huh? Did the previous guest leave those?\Clean it up, staff!\Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma! response:	Can you help me do my hair?
context: Nobody's here.\Huh? Did the previous guest leave those?\Clean it up, staff!\Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma!\Can you help me do my hair? response:	Wha...
context: Huh? Did the previous guest leave those?\Clean it up, staff!\Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma!\Can you help me do my hair?\Wha... response:	Wh-What are you doing here?!
context: Clean it up, staff!\Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma!\Can you help me do my hair?\Wha...\Wh-What are you doing here?! response:	M-Mizuhara?!
context: Well, I guess I can chill out more by myself.\I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma!\Can you help me do my hair?\Wha...\Wh-What are you doing here?!\M-Mizuhara?! response:	Boing
context: I feel bad'cause our grandmas seem to be having fun,\but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma!\Can you help me do my hair?\Wha...\Wh-What are you doing here?!\M-Mizuhara?!\Boing response:	H-Hey, wait up!
context: but I have to tell them during this trip that we broke up. For Mizuhara's sake, too.\Hey, Grandma!\Can you help me do my hair?\Wha...\Wh-What are you doing here?!\M-Mizuhara?!\Boing\H-Hey, wait up! response:	Where are you going, Mizuhara?
context: Hey, Grandma!\Can you help me do my hair?\Wha...\Wh-What are you doing here?!\M-Mizuhara?!\Boing\H-Hey, wait up!\Where are you going, Mizuhara? response:	How haven't you realized? We've been set up!
context: Can you help me do my hair?\Wha...\Wh-What are you doing here?!\M-Mizuhara?!\Boing\H-Hey, wait up!\Where are you going, Mizuhara?\How haven't you realized? We've been set up! response:	The Grandma Axis is conspiring to get the grandkids to form an alliance!
context: Wha...\Wh-What are you doing here?!\M-Mizuhara?!\Boing\H-Hey, wait up!\Where are you going, Mizuhara?\How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance! response:	Conspiring? That's a bit overblown.
context: Wh-What are you doing here?!\M-Mizuhara?!\Boing\H-Hey, wait up!\Where are you going, Mizuhara?\How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown. response:	I don't mind them getting along,
context: M-Mizuhara?!\Boing\H-Hey, wait up!\Where are you going, Mizuhara?\How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown.\I don't mind them getting along, response:	but they're meddling too much in our affairs.
context: Boing\H-Hey, wait up!\Where are you going, Mizuhara?\How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown.\I don't mind them getting along,\but they're meddling too much in our affairs. response:	I'm giving them a piece of my mind!
context: H-Hey, wait up!\Where are you going, Mizuhara?\How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown.\I don't mind them getting along,\but they're meddling too much in our affairs.\I'm giving them a piece of my mind! response:	R-Right.
context: Where are you going, Mizuhara?\How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown.\I don't mind them getting along,\but they're meddling too much in our affairs.\I'm giving them a piece of my mind!\R-Right. response:	Stop right there. Take the stairs.
context: How haven't you realized? We've been set up!\The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown.\I don't mind them getting along,\but they're meddling too much in our affairs.\I'm giving them a piece of my mind!\R-Right.\Stop right there. Take the stairs. response:	Huh?
context: The Grandma Axis is conspiring to get the grandkids to form an alliance!\Conspiring? That's a bit overblown.\I don't mind them getting along,\but they're meddling too much in our affairs.\I'm giving them a piece of my mind!\R-Right.\Stop right there. Take the stairs.\Huh? response:	Oh, right, closed elevator and all.
context: Conspiring? That's a bit overblown.\I don't mind them getting along,\but they're meddling too much in our affairs.\I'm giving them a piece of my mind!\R-Right.\Stop right there. Take the stairs.\Huh?\Oh, right, closed elevator and all. response:	Haseo-tei
context: I don't mind them getting along,\but they're meddling too much in our affairs.\I'm giving them a piece of my mind!\R-Right.\Stop right there. Take the stairs.\Huh?\Oh, right, closed elevator and all.\Haseo-tei response:	Sorry about that, Chizuru-san.
context: but they're meddling too much in our affairs.\I'm giving them a piece of my mind!\R-Right.\Stop right there. Take the stairs.\Huh?\Oh, right, closed elevator and all.\Haseo-tei\Sorry about that, Chizuru-san. response:	It's okay, Chizuru. You have fun with Kazuya-kun.
context: I'm giving them a piece of my mind!\R-Right.\Stop right there. Take the stairs.\Huh?\Oh, right, closed elevator and all.\Haseo-tei\Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun. response:	Don't give me that! I was waiting for you in the room!
context: R-Right.\Stop right there. Take the stairs.\Huh?\Oh, right, closed elevator and all.\Haseo-tei\Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room! response:	Sh-She's right, Gran. This is too much.
context: Stop right there. Take the stairs.\Huh?\Oh, right, closed elevator and all.\Haseo-tei\Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much. response:	Look, we had them arrange for yukata and personalized dinners for us.
context: Huh?\Oh, right, closed elevator and all.\Haseo-tei\Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us. response:	Changing rooms now would inconvenience the hotel staff.
context: Oh, right, closed elevator and all.\Haseo-tei\Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff. response:	What's the problem, Chizuru? You two are dating.
context: Haseo-tei\Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating. response:	Sure, but sharing a room is too much.
context: Sorry about that, Chizuru-san.\It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much. response:	We haven't crossed that line yet.
context: It's okay, Chizuru. You have fun with Kazuya-kun.\Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much.\We haven't crossed that line yet. response:	That line?!
context: Don't give me that! I was waiting for you in the room!\Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much.\We haven't crossed that line yet.\That line?! response:	Mizuhara?!
context: Sh-She's right, Gran. This is too much.\Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much.\We haven't crossed that line yet.\That line?!\Mizuhara?! response:	What? You haven't done it yet?
context: Look, we had them arrange for yukata and personalized dinners for us.\Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much.\We haven't crossed that line yet.\That line?!\Mizuhara?!\What? You haven't done it yet? response:	We assumed you would have.
context: Changing rooms now would inconvenience the hotel staff.\What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much.\We haven't crossed that line yet.\That line?!\Mizuhara?!\What? You haven't done it yet?\We assumed you would have. response:	You two are so reserved.
context: What's the problem, Chizuru? You two are dating.\Sure, but sharing a room is too much.\We haven't crossed that line yet.\That line?!\Mizuhara?!\What? You haven't done it yet?\We assumed you would have.\You two are so reserved. response:	Well, no time like the present.
context: Sure, but sharing a room is too much.\We haven't crossed that line yet.\That line?!\Mizuhara?!\What? You haven't done it yet?\We assumed you would have.\You two are so reserved.\Well, no time like the present. response:	Go all in.
context: We haven't crossed that line yet.\That line?!\Mizuhara?!\What? You haven't done it yet?\We assumed you would have.\You two are so reserved.\Well, no time like the present.\Go all in. response:	Don't give me that!
context: That line?!\Mizuhara?!\What? You haven't done it yet?\We assumed you would have.\You two are so reserved.\Well, no time like the present.\Go all in.\Don't give me that! response:	Don't give me that!
context: Mizuhara?!\What? You haven't done it yet?\We assumed you would have.\You two are so reserved.\Well, no time like the present.\Go all in.\Don't give me that!\Don't give me that! response:	Run along to your room now, you two.
context: What? You haven't done it yet?\We assumed you would have.\You two are so reserved.\Well, no time like the present.\Go all in.\Don't give me that!\Don't give me that!\Run along to your room now, you two. response:	W-Wait a second!
context: We assumed you would have.\You two are so reserved.\Well, no time like the present.\Go all in.\Don't give me that!\Don't give me that!\Run along to your room now, you two.\W-Wait a second! response:	What now?
context: You two are so reserved.\Well, no time like the present.\Go all in.\Don't give me that!\Don't give me that!\Run along to your room now, you two.\W-Wait a second!\What now? response:	Telling them we broke up now would just ruin the trip.
context: Well, no time like the present.\Go all in.\Don't give me that!\Don't give me that!\Run along to your room now, you two.\W-Wait a second!\What now?\Telling them we broke up now would just ruin the trip. response:	We could ask for another room, I guess...
context: Go all in.\Don't give me that!\Don't give me that!\Run along to your room now, you two.\W-Wait a second!\What now?\Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess... response:	But I'm broke.
context: Don't give me that!\Don't give me that!\Run along to your room now, you two.\W-Wait a second!\What now?\Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess...\But I'm broke. response:	Don't go there. I'm low this month, too.
context: Don't give me that!\Run along to your room now, you two.\W-Wait a second!\What now?\Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess...\But I'm broke.\Don't go there. I'm low this month, too. response:	When you're that expensive?
context: Run along to your room now, you two.\W-Wait a second!\What now?\Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess...\But I'm broke.\Don't go there. I'm low this month, too.\When you're that expensive? response:	Something to say?
context: W-Wait a second!\What now?\Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess...\But I'm broke.\Don't go there. I'm low this month, too.\When you're that expensive?\Something to say? response:	No...
context: What now?\Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess...\But I'm broke.\Don't go there. I'm low this month, too.\When you're that expensive?\Something to say?\No... response:	When you're that expensive?
context: Telling them we broke up now would just ruin the trip.\We could ask for another room, I guess...\But I'm broke.\Don't go there. I'm low this month, too.\When you're that expensive?\Something to say?\No...\When you're that expensive? response:	God, this sucks.
context: We could ask for another room, I guess...\But I'm broke.\Don't go there. I'm low this month, too.\When you're that expensive?\Something to say?\No...\When you're that expensive?\God, this sucks. response:	Sharing a hotel room with a client is a disaster.
context: But I'm broke.\Don't go there. I'm low this month, too.\When you're that expensive?\Something to say?\No...\When you're that expensive?\God, this sucks.\Sharing a hotel room with a client is a disaster. response:	All that aside...
context: Don't go there. I'm low this month, too.\When you're that expensive?\Something to say?\No...\When you're that expensive?\God, this sucks.\Sharing a hotel room with a client is a disaster.\All that aside... response:	Yukata Mizuhara is out of this world!
context: When you're that expensive?\Something to say?\No...\When you're that expensive?\God, this sucks.\Sharing a hotel room with a client is a disaster.\All that aside...\Yukata Mizuhara is out of this world! response:	There's no way I'd last an entire night with her in the same room.
context: Something to say?\No...\When you're that expensive?\God, this sucks.\Sharing a hotel room with a client is a disaster.\All that aside...\Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room. response:	Forget it. I'm just gonna enjoy this.
context: No...\When you're that expensive?\God, this sucks.\Sharing a hotel room with a client is a disaster.\All that aside...\Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this. response:	Huh?
context: When you're that expensive?\God, this sucks.\Sharing a hotel room with a client is a disaster.\All that aside...\Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this.\Huh? response:	My grandmom paid a small fortune for this.
context: God, this sucks.\Sharing a hotel room with a client is a disaster.\All that aside...\Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this.\Huh?\My grandmom paid a small fortune for this. response:	Can't let it go to waste!
context: Sharing a hotel room with a client is a disaster.\All that aside...\Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this.\Huh?\My grandmom paid a small fortune for this.\Can't let it go to waste! response:	Such resilience!
context: All that aside...\Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this.\Huh?\My grandmom paid a small fortune for this.\Can't let it go to waste!\Such resilience! response:	I'm hitting the bath.
context: Yukata Mizuhara is out of this world!\There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this.\Huh?\My grandmom paid a small fortune for this.\Can't let it go to waste!\Such resilience!\I'm hitting the bath. response:	Wait...
context: There's no way I'd last an entire night with her in the same room.\Forget it. I'm just gonna enjoy this.\Huh?\My grandmom paid a small fortune for this.\Can't let it go to waste!\Such resilience!\I'm hitting the bath.\Wait... response:	I know it's awkward, but this can't keep going on.
context: Forget it. I'm just gonna enjoy this.\Huh?\My grandmom paid a small fortune for this.\Can't let it go to waste!\Such resilience!\I'm hitting the bath.\Wait...\I know it's awkward, but this can't keep going on. response:	I'm gonna tell them we broke up.
context: Huh?\My grandmom paid a small fortune for this.\Can't let it go to waste!\Such resilience!\I'm hitting the bath.\Wait...\I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up. response:	Got that?
context: My grandmom paid a small fortune for this.\Can't let it go to waste!\Such resilience!\I'm hitting the bath.\Wait...\I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up.\Got that? response:	Yakushi Bath
context: Can't let it go to waste!\Such resilience!\I'm hitting the bath.\Wait...\I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up.\Got that?\Yakushi Bath response:	This gacha's rates suck!
context: Such resilience!\I'm hitting the bath.\Wait...\I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up.\Got that?\Yakushi Bath\This gacha's rates suck! response:	Chizuru?
context: I'm hitting the bath.\Wait...\I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up.\Got that?\Yakushi Bath\This gacha's rates suck!\Chizuru? response:	Am I living the lucky lecher trope now?!
context: Wait...\I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up.\Got that?\Yakushi Bath\This gacha's rates suck!\Chizuru?\Am I living the lucky lecher trope now?! response:	Our relationship was a lie.
context: I know it's awkward, but this can't keep going on.\I'm gonna tell them we broke up.\Got that?\Yakushi Bath\This gacha's rates suck!\Chizuru?\Am I living the lucky lecher trope now?!\Our relationship was a lie. response:	It was all a lie I told.
context: I'm gonna tell them we broke up.\Got that?\Yakushi Bath\This gacha's rates suck!\Chizuru?\Am I living the lucky lecher trope now?!\Our relationship was a lie.\It was all a lie I told. response:	My feelings don't factor into it.
context: Got that?\Yakushi Bath\This gacha's rates suck!\Chizuru?\Am I living the lucky lecher trope now?!\Our relationship was a lie.\It was all a lie I told.\My feelings don't factor into it. response:	Ah, I see. So that trope only counts when it's the opposite sex?
context: Yakushi Bath\This gacha's rates suck!\Chizuru?\Am I living the lucky lecher trope now?!\Our relationship was a lie.\It was all a lie I told.\My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex? response:	Y-Yes.
context: This gacha's rates suck!\Chizuru?\Am I living the lucky lecher trope now?!\Our relationship was a lie.\It was all a lie I told.\My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes. response:	You learn something new every day.
context: Chizuru?\Am I living the lucky lecher trope now?!\Our relationship was a lie.\It was all a lie I told.\My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes.\You learn something new every day. response:	Um, Mrs. Kinoshita, I shouldn't be making you do this.
context: Am I living the lucky lecher trope now?!\Our relationship was a lie.\It was all a lie I told.\My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes.\You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this. response:	Don't sweat it.
context: Our relationship was a lie.\It was all a lie I told.\My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes.\You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it. response:	'Tis an honor to be washing my future granddaughter-in-law's sultry back.
context: It was all a lie I told.\My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes.\You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back. response:	Oh, please. What's sexy about a back?
context: My feelings don't factor into it.\Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes.\You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back? response:	Says the girl with this spunky bottom
context: Ah, I see. So that trope only counts when it's the opposite sex?\Y-Yes.\You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back?\Says the girl with this spunky bottom response:	and these bountiful breasts.
context: Y-Yes.\You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back?\Says the girl with this spunky bottom\and these bountiful breasts. response:	You're truly a ray of hope that shines upon us Kinoshitas.
context: You learn something new every day.\Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back?\Says the girl with this spunky bottom\and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas. response:	I'll take great care to wash you inside and out.
context: Um, Mrs. Kinoshita, I shouldn't be making you do this.\Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back?\Says the girl with this spunky bottom\and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out. response:	Wait...
context: Don't sweat it.\'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back?\Says the girl with this spunky bottom\and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out.\Wait... response:	After all, the father's genes won't be worth squat.
context: 'Tis an honor to be washing my future granddaughter-in-law's sultry back.\Oh, please. What's sexy about a back?\Says the girl with this spunky bottom\and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out.\Wait...\After all, the father's genes won't be worth squat. response:	I apologize for my grandson.
context: Oh, please. What's sexy about a back?\Says the girl with this spunky bottom\and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out.\Wait...\After all, the father's genes won't be worth squat.\I apologize for my grandson. response:	Uh, you don't have to.
context: Says the girl with this spunky bottom\and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out.\Wait...\After all, the father's genes won't be worth squat.\I apologize for my grandson.\Uh, you don't have to. response:	This is also a remembrance trip, you see.
context: and these bountiful breasts.\You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out.\Wait...\After all, the father's genes won't be worth squat.\I apologize for my grandson.\Uh, you don't have to.\This is also a remembrance trip, you see. response:	Today's the date my husband passed.
context: You're truly a ray of hope that shines upon us Kinoshitas.\I'll take great care to wash you inside and out.\Wait...\After all, the father's genes won't be worth squat.\I apologize for my grandson.\Uh, you don't have to.\This is also a remembrance trip, you see.\Today's the date my husband passed. response:	What? Then...
context: I'll take great care to wash you inside and out.\Wait...\After all, the father's genes won't be worth squat.\I apologize for my grandson.\Uh, you don't have to.\This is also a remembrance trip, you see.\Today's the date my husband passed.\What? Then... response:	Oh, don't worry about me. I'm over it now.
context: Wait...\After all, the father's genes won't be worth squat.\I apologize for my grandson.\Uh, you don't have to.\This is also a remembrance trip, you see.\Today's the date my husband passed.\What? Then...\Oh, don't worry about me. I'm over it now. response:	That said, it was always a day that made me feel a little lonely,
context: After all, the father's genes won't be worth squat.\I apologize for my grandson.\Uh, you don't have to.\This is also a remembrance trip, you see.\Today's the date my husband passed.\What? Then...\Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely, response:	but I got out of the hospital, made a new friend,
context: I apologize for my grandson.\Uh, you don't have to.\This is also a remembrance trip, you see.\Today's the date my husband passed.\What? Then...\Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend, response:	and even got to take a bath with you.
context: Uh, you don't have to.\This is also a remembrance trip, you see.\Today's the date my husband passed.\What? Then...\Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend,\and even got to take a bath with you. response:	It has become a special day for me now.
context: This is also a remembrance trip, you see.\Today's the date my husband passed.\What? Then...\Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend,\and even got to take a bath with you.\It has become a special day for me now. response:	Can I ask you something? What would you do if I were lying?
context: Today's the date my husband passed.\What? Then...\Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend,\and even got to take a bath with you.\It has become a special day for me now.\Can I ask you something? What would you do if I were lying? response:	What if I weren't the kind of person you think I am?
