context: How does Chimera look? response:	She is eating, but I still think she's under the weather.
context: There are many other higher contract categories\in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety...\Wicked Lord Shingan is all-powerful!\You can't run away now.\That's what you've always done, right?\You conquered your fear...\Met Hero... response:	Dove into his arms...
context: in Wicked Lord Shingan's selection of Lover's Contracts!\There is a diverse variety...\Wicked Lord Shingan is all-powerful!\You can't run away now.\That's what you've always done, right?\You conquered your fear...\Met Hero...\Dove into his arms... response:	And entered into a binding contract with him.
context: There is a diverse variety...\Wicked Lord Shingan is all-powerful!\You can't run away now.\That's what you've always done, right?\You conquered your fear...\Met Hero...\Dove into his arms...\And entered into a binding contract with him. response:	You did all this because Wicked Lord Shingan is all-powerful.
context: Wicked Lord Shingan is all-powerful!\You can't run away now.\That's what you've always done, right?\You conquered your fear...\Met Hero...\Dove into his arms...\And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful. response:	You made it this far because of Wicked Lord Shingan.
context: You can't run away now.\That's what you've always done, right?\You conquered your fear...\Met Hero...\Dove into his arms...\And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan. response:	So you have to believe in him.
context: That's what you've always done, right?\You conquered your fear...\Met Hero...\Dove into his arms...\And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan.\So you have to believe in him. response:	Believe in your own strength.
context: You conquered your fear...\Met Hero...\Dove into his arms...\And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan.\So you have to believe in him.\Believe in your own strength. response:	Sophia.
context: Met Hero...\Dove into his arms...\And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan.\So you have to believe in him.\Believe in your own strength.\Sophia. response:	Wicked Lord Shingan really is all-powerful.
context: Dove into his arms...\And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan.\So you have to believe in him.\Believe in your own strength.\Sophia.\Wicked Lord Shingan really is all-powerful. response:	The emotions have such power.
context: And entered into a binding contract with him.\You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan.\So you have to believe in him.\Believe in your own strength.\Sophia.\Wicked Lord Shingan really is all-powerful.\The emotions have such power. response:	I will give you all the power I've got.
context: You did all this because Wicked Lord Shingan is all-powerful.\You made it this far because of Wicked Lord Shingan.\So you have to believe in him.\Believe in your own strength.\Sophia.\Wicked Lord Shingan really is all-powerful.\The emotions have such power.\I will give you all the power I've got. response:	Deko.
context: You made it this far because of Wicked Lord Shingan.\So you have to believe in him.\Believe in your own strength.\Sophia.\Wicked Lord Shingan really is all-powerful.\The emotions have such power.\I will give you all the power I've got.\Deko. response:	Stop taking so long! Togashi will arrive soon.
context: So you have to believe in him.\Believe in your own strength.\Sophia.\Wicked Lord Shingan really is all-powerful.\The emotions have such power.\I will give you all the power I've got.\Deko.\Stop taking so long! Togashi will arrive soon. response:	I am fully aware of that without your information!
context: Believe in your own strength.\Sophia.\Wicked Lord Shingan really is all-powerful.\The emotions have such power.\I will give you all the power I've got.\Deko.\Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information! response:	Wicked Lord Shingan, it is all the natural logic of the world.
context: Sophia.\Wicked Lord Shingan really is all-powerful.\The emotions have such power.\I will give you all the power I've got.\Deko.\Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world. response:	He's here!
context: Wicked Lord Shingan really is all-powerful.\The emotions have such power.\I will give you all the power I've got.\Deko.\Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world.\He's here! response:	Quick, hide.
context: The emotions have such power.\I will give you all the power I've got.\Deko.\Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world.\He's here!\Quick, hide. response:	Hey, what's up? Did you make a new discovery?
context: I will give you all the power I've got.\Deko.\Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world.\He's here!\Quick, hide.\Hey, what's up? Did you make a new discovery? response:	Y-Yuta Togashi!
context: Deko.\Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world.\He's here!\Quick, hide.\Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi! response:	Or should I say, Dark Flame Master.
context: Stop taking so long! Togashi will arrive soon.\I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world.\He's here!\Quick, hide.\Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi!\Or should I say, Dark Flame Master. response:	Or should I say, Ghelzonianses!
context: I am fully aware of that without your information!\Wicked Lord Shingan, it is all the natural logic of the world.\He's here!\Quick, hide.\Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi!\Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses! response:	Pick one and stick with it.
context: Wicked Lord Shingan, it is all the natural logic of the world.\He's here!\Quick, hide.\Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi!\Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses!\Pick one and stick with it. response:	I command you to enter into a Superior Lover's Contract with
context: He's here!\Quick, hide.\Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi!\Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses!\Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with response:	myself and Wicked Lord Shingan.
context: Quick, hide.\Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi!\Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses!\Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan. response:	Superior Contract?
context: Hey, what's up? Did you make a new discovery?\Y-Yuta Togashi!\Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses!\Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan.\Superior Contract? response:	If you cannot determine its significance, then you are a fool!
context: Y-Yuta Togashi!\Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses!\Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan.\Superior Contract?\If you cannot determine its significance, then you are a fool! response:	Surely you don't mean... But why?
context: Or should I say, Dark Flame Master.\Or should I say, Ghelzonianses!\Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan.\Superior Contract?\If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why? response:	My demands have been stated.
context: Or should I say, Ghelzonianses!\Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan.\Superior Contract?\If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why?\My demands have been stated. response:	The hows and whys of the world mean nothing to the Wicked Lord!
context: Pick one and stick with it.\I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan.\Superior Contract?\If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why?\My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord! response:	But...
context: I command you to enter into a Superior Lover's Contract with\myself and Wicked Lord Shingan.\Superior Contract?\If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why?\My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord!\But... response:	Will you or will you not? Choose!
context: myself and Wicked Lord Shingan.\Superior Contract?\If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why?\My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord!\But...\Will you or will you not? Choose! response:	Just kidding. I didn't mean to do that!
context: Superior Contract?\If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why?\My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord!\But...\Will you or will you not? Choose!\Just kidding. I didn't mean to do that! response:	Yuta.
context: If you cannot determine its significance, then you are a fool!\Surely you don't mean... But why?\My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord!\But...\Will you or will you not? Choose!\Just kidding. I didn't mean to do that!\Yuta. response:	Perfect defense.
context: Surely you don't mean... But why?\My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord!\But...\Will you or will you not? Choose!\Just kidding. I didn't mean to do that!\Yuta.\Perfect defense. response:	Shall we go?
context: My demands have been stated.\The hows and whys of the world mean nothing to the Wicked Lord!\But...\Will you or will you not? Choose!\Just kidding. I didn't mean to do that!\Yuta.\Perfect defense.\Shall we go? response:	No!
context: The hows and whys of the world mean nothing to the Wicked Lord!\But...\Will you or will you not? Choose!\Just kidding. I didn't mean to do that!\Yuta.\Perfect defense.\Shall we go?\No! response:	Hold my shoulders so I can't escape.
context: But...\Will you or will you not? Choose!\Just kidding. I didn't mean to do that!\Yuta.\Perfect defense.\Shall we go?\No!\Hold my shoulders so I can't escape. response:	Got you!
context: Will you or will you not? Choose!\Just kidding. I didn't mean to do that!\Yuta.\Perfect defense.\Shall we go?\No!\Hold my shoulders so I can't escape.\Got you! response:	Look.
context: Just kidding. I didn't mean to do that!\Yuta.\Perfect defense.\Shall we go?\No!\Hold my shoulders so I can't escape.\Got you!\Look. response:	No! I was momentarily possessed by something dark, that's all.
context: Yuta.\Perfect defense.\Shall we go?\No!\Hold my shoulders so I can't escape.\Got you!\Look.\No! I was momentarily possessed by something dark, that's all. response:	I'm all right now.
context: Perfect defense.\Shall we go?\No!\Hold my shoulders so I can't escape.\Got you!\Look.\No! I was momentarily possessed by something dark, that's all.\I'm all right now. response:	You're sure?
context: Shall we go?\No!\Hold my shoulders so I can't escape.\Got you!\Look.\No! I was momentarily possessed by something dark, that's all.\I'm all right now.\You're sure? response:	I'm sure.
context: No!\Hold my shoulders so I can't escape.\Got you!\Look.\No! I was momentarily possessed by something dark, that's all.\I'm all right now.\You're sure?\I'm sure. response:	I don't get it.
context: Hold my shoulders so I can't escape.\Got you!\Look.\No! I was momentarily possessed by something dark, that's all.\I'm all right now.\You're sure?\I'm sure.\I don't get it. response:	I want to get closer to you.
context: Got you!\Look.\No! I was momentarily possessed by something dark, that's all.\I'm all right now.\You're sure?\I'm sure.\I don't get it.\I want to get closer to you. response:	I want to be with you, but it's so embarrassing.
context: Look.\No! I was momentarily possessed by something dark, that's all.\I'm all right now.\You're sure?\I'm sure.\I don't get it.\I want to get closer to you.\I want to be with you, but it's so embarrassing. response:	It makes me feel so scared and embarrassed.
context: No! I was momentarily possessed by something dark, that's all.\I'm all right now.\You're sure?\I'm sure.\I don't get it.\I want to get closer to you.\I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed. response:	I'm too scared. Why am I so scared?
context: I'm all right now.\You're sure?\I'm sure.\I don't get it.\I want to get closer to you.\I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared? response:	Rikka.
context: You're sure?\I'm sure.\I don't get it.\I want to get closer to you.\I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared?\Rikka. response:	We already talked about this.
context: I'm sure.\I don't get it.\I want to get closer to you.\I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared?\Rikka.\We already talked about this. response:	There's no need to force ourselves to change.
context: I don't get it.\I want to get closer to you.\I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared?\Rikka.\We already talked about this.\There's no need to force ourselves to change. response:	It's not healthy.
context: I want to get closer to you.\I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared?\Rikka.\We already talked about this.\There's no need to force ourselves to change.\It's not healthy. response:	But I am bound to you for eternity.
context: I want to be with you, but it's so embarrassing.\It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared?\Rikka.\We already talked about this.\There's no need to force ourselves to change.\It's not healthy.\But I am bound to you for eternity. response:	I am bound to you by contract.
context: It makes me feel so scared and embarrassed.\I'm too scared. Why am I so scared?\Rikka.\We already talked about this.\There's no need to force ourselves to change.\It's not healthy.\But I am bound to you for eternity.\I am bound to you by contract. response:	That is why Sophia entrusted everything to me.
context: I'm too scared. Why am I so scared?\Rikka.\We already talked about this.\There's no need to force ourselves to change.\It's not healthy.\But I am bound to you for eternity.\I am bound to you by contract.\That is why Sophia entrusted everything to me. response:	Wicked Lord Shingan.
context: Rikka.\We already talked about this.\There's no need to force ourselves to change.\It's not healthy.\But I am bound to you for eternity.\I am bound to you by contract.\That is why Sophia entrusted everything to me.\Wicked Lord Shingan. response:	I must consummate the emotion she entrusted to me!
context: We already talked about this.\There's no need to force ourselves to change.\It's not healthy.\But I am bound to you for eternity.\I am bound to you by contract.\That is why Sophia entrusted everything to me.\Wicked Lord Shingan.\I must consummate the emotion she entrusted to me! response:	That is my mission.
context: There's no need to force ourselves to change.\It's not healthy.\But I am bound to you for eternity.\I am bound to you by contract.\That is why Sophia entrusted everything to me.\Wicked Lord Shingan.\I must consummate the emotion she entrusted to me!\That is my mission. response:	I'm sorry. I thought I knew how hopeless I was...
context: It's not healthy.\But I am bound to you for eternity.\I am bound to you by contract.\That is why Sophia entrusted everything to me.\Wicked Lord Shingan.\I must consummate the emotion she entrusted to me!\That is my mission.\I'm sorry. I thought I knew how hopeless I was... response:	You really thought it through.
context: But I am bound to you for eternity.\I am bound to you by contract.\That is why Sophia entrusted everything to me.\Wicked Lord Shingan.\I must consummate the emotion she entrusted to me!\That is my mission.\I'm sorry. I thought I knew how hopeless I was...\You really thought it through. response:	Yuta.
context: I am bound to you by contract.\That is why Sophia entrusted everything to me.\Wicked Lord Shingan.\I must consummate the emotion she entrusted to me!\That is my mission.\I'm sorry. I thought I knew how hopeless I was...\You really thought it through.\Yuta. response:	Rikka, remember how you told me?
context: That is why Sophia entrusted everything to me.\Wicked Lord Shingan.\I must consummate the emotion she entrusted to me!\That is my mission.\I'm sorry. I thought I knew how hopeless I was...\You really thought it through.\Yuta.\Rikka, remember how you told me? response:	We would spend fun time together...
context: Wicked Lord Shingan.\I must consummate the emotion she entrusted to me!\That is my mission.\I'm sorry. I thought I knew how hopeless I was...\You really thought it through.\Yuta.\Rikka, remember how you told me?\We would spend fun time together... response:	You said that nothing could make you happier.
context: I must consummate the emotion she entrusted to me!\That is my mission.\I'm sorry. I thought I knew how hopeless I was...\You really thought it through.\Yuta.\Rikka, remember how you told me?\We would spend fun time together...\You said that nothing could make you happier. response:	Yeah.
context: That is my mission.\I'm sorry. I thought I knew how hopeless I was...\You really thought it through.\Yuta.\Rikka, remember how you told me?\We would spend fun time together...\You said that nothing could make you happier.\Yeah. response:	I feel the same.
context: I'm sorry. I thought I knew how hopeless I was...\You really thought it through.\Yuta.\Rikka, remember how you told me?\We would spend fun time together...\You said that nothing could make you happier.\Yeah.\I feel the same. response:	We live in the same apartment, go to school together...
context: You really thought it through.\Yuta.\Rikka, remember how you told me?\We would spend fun time together...\You said that nothing could make you happier.\Yeah.\I feel the same.\We live in the same apartment, go to school together... response:	It could feel like such a drag, and then feel like such a relief.
context: Yuta.\Rikka, remember how you told me?\We would spend fun time together...\You said that nothing could make you happier.\Yeah.\I feel the same.\We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief. response:	Every one of those things is happiness.
context: Rikka, remember how you told me?\We would spend fun time together...\You said that nothing could make you happier.\Yeah.\I feel the same.\We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness. response:	It's better than any hugs and kisses
context: We would spend fun time together...\You said that nothing could make you happier.\Yeah.\I feel the same.\We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness.\It's better than any hugs and kisses response:	or other things that lovers do.
context: You said that nothing could make you happier.\Yeah.\I feel the same.\We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness.\It's better than any hugs and kisses\or other things that lovers do. response:	It makes me happy, and it makes me feel very close to you.
context: Yeah.\I feel the same.\We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness.\It's better than any hugs and kisses\or other things that lovers do.\It makes me happy, and it makes me feel very close to you. response:	Rikka, you will always be the only one for me.
context: I feel the same.\We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness.\It's better than any hugs and kisses\or other things that lovers do.\It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me. response:	Yuta...
context: We live in the same apartment, go to school together...\It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness.\It's better than any hugs and kisses\or other things that lovers do.\It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me.\Yuta... response:	Yuta, Yuta, Yuta!
context: It could feel like such a drag, and then feel like such a relief.\Every one of those things is happiness.\It's better than any hugs and kisses\or other things that lovers do.\It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me.\Yuta...\Yuta, Yuta, Yuta! response:	Besides, it is gradually changing.
context: Every one of those things is happiness.\It's better than any hugs and kisses\or other things that lovers do.\It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me.\Yuta...\Yuta, Yuta, Yuta!\Besides, it is gradually changing. response:	We couldn't do stuff like this a year ago.
context: It's better than any hugs and kisses\or other things that lovers do.\It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me.\Yuta...\Yuta, Yuta, Yuta!\Besides, it is gradually changing.\We couldn't do stuff like this a year ago. response:	Yeah.
context: or other things that lovers do.\It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me.\Yuta...\Yuta, Yuta, Yuta!\Besides, it is gradually changing.\We couldn't do stuff like this a year ago.\Yeah. response:	In the beginning it was pinkies. Next we held hands.
context: It makes me happy, and it makes me feel very close to you.\Rikka, you will always be the only one for me.\Yuta...\Yuta, Yuta, Yuta!\Besides, it is gradually changing.\We couldn't do stuff like this a year ago.\Yeah.\In the beginning it was pinkies. Next we held hands. response:	It's happening slowly, but it is changing.
context: Rikka, you will always be the only one for me.\Yuta...\Yuta, Yuta, Yuta!\Besides, it is gradually changing.\We couldn't do stuff like this a year ago.\Yeah.\In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing. response:	HOME
context: Yuta...\Yuta, Yuta, Yuta!\Besides, it is gradually changing.\We couldn't do stuff like this a year ago.\Yeah.\In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing.\HOME response:	Oh, that's me.
context: Yuta, Yuta, Yuta!\Besides, it is gradually changing.\We couldn't do stuff like this a year ago.\Yeah.\In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing.\HOME\Oh, that's me. response:	Deko.
context: Besides, it is gradually changing.\We couldn't do stuff like this a year ago.\Yeah.\In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing.\HOME\Oh, that's me.\Deko. response:	I knew this would happen.
context: We couldn't do stuff like this a year ago.\Yeah.\In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing.\HOME\Oh, that's me.\Deko.\I knew this would happen. response:	What?! Chimera did what?
context: Yeah.\In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing.\HOME\Oh, that's me.\Deko.\I knew this would happen.\What?! Chimera did what? response:	Yeah!
context: In the beginning it was pinkies. Next we held hands.\It's happening slowly, but it is changing.\HOME\Oh, that's me.\Deko.\I knew this would happen.\What?! Chimera did what?\Yeah! response:	She had babies!
context: It's happening slowly, but it is changing.\HOME\Oh, that's me.\Deko.\I knew this would happen.\What?! Chimera did what?\Yeah!\She had babies! response:	Say what?!
context: HOME\Oh, that's me.\Deko.\I knew this would happen.\What?! Chimera did what?\Yeah!\She had babies!\Say what?! response:	Come home quick, Big Brother!
context: Oh, that's me.\Deko.\I knew this would happen.\What?! Chimera did what?\Yeah!\She had babies!\Say what?!\Come home quick, Big Brother! response:	Got it! I'll be right there!
context: Deko.\I knew this would happen.\What?! Chimera did what?\Yeah!\She had babies!\Say what?!\Come home quick, Big Brother!\Got it! I'll be right there! response:	Babies?
context: I knew this would happen.\What?! Chimera did what?\Yeah!\She had babies!\Say what?!\Come home quick, Big Brother!\Got it! I'll be right there!\Babies? response:	Yeah, our family is growing.
context: What?! Chimera did what?\Yeah!\She had babies!\Say what?!\Come home quick, Big Brother!\Got it! I'll be right there!\Babies?\Yeah, our family is growing. response:	Ooh! Chimera Two!
context: Yeah!\She had babies!\Say what?!\Come home quick, Big Brother!\Got it! I'll be right there!\Babies?\Yeah, our family is growing.\Ooh! Chimera Two! response:	Two, nothing. There are six of'em.
context: She had babies!\Say what?!\Come home quick, Big Brother!\Got it! I'll be right there!\Babies?\Yeah, our family is growing.\Ooh! Chimera Two!\Two, nothing. There are six of'em. response:	Six! A chimaeric beast army!
context: Say what?!\Come home quick, Big Brother!\Got it! I'll be right there!\Babies?\Yeah, our family is growing.\Ooh! Chimera Two!\Two, nothing. There are six of'em.\Six! A chimaeric beast army! response:	Yeah!
context: Come home quick, Big Brother!\Got it! I'll be right there!\Babies?\Yeah, our family is growing.\Ooh! Chimera Two!\Two, nothing. There are six of'em.\Six! A chimaeric beast army!\Yeah! response:	Hold it.
context: Got it! I'll be right there!\Babies?\Yeah, our family is growing.\Ooh! Chimera Two!\Two, nothing. There are six of'em.\Six! A chimaeric beast army!\Yeah!\Hold it. response:	You're not going to let it end like this, are you?!
context: Babies?\Yeah, our family is growing.\Ooh! Chimera Two!\Two, nothing. There are six of'em.\Six! A chimaeric beast army!\Yeah!\Hold it.\You're not going to let it end like this, are you?! response:	Why are you mad at me? Why are you here?
context: Yeah, our family is growing.\Ooh! Chimera Two!\Two, nothing. There are six of'em.\Six! A chimaeric beast army!\Yeah!\Hold it.\You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here? response:	Do it! I practically raised you two!
context: Ooh! Chimera Two!\Two, nothing. There are six of'em.\Six! A chimaeric beast army!\Yeah!\Hold it.\You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here?\Do it! I practically raised you two! response:	The least you could do is to let us watch you do it!
context: Two, nothing. There are six of'em.\Six! A chimaeric beast army!\Yeah!\Hold it.\You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here?\Do it! I practically raised you two!\The least you could do is to let us watch you do it! response:	Watch you do it?
context: Six! A chimaeric beast army!\Yeah!\Hold it.\You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here?\Do it! I practically raised you two!\The least you could do is to let us watch you do it!\Watch you do it? response:	Do not make it sound so vulgar!
context: Yeah!\Hold it.\You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here?\Do it! I practically raised you two!\The least you could do is to let us watch you do it!\Watch you do it?\Do not make it sound so vulgar! response:	Yuta, escape!
context: Hold it.\You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here?\Do it! I practically raised you two!\The least you could do is to let us watch you do it!\Watch you do it?\Do not make it sound so vulgar!\Yuta, escape! response:	Right!
context: You're not going to let it end like this, are you?!\Why are you mad at me? Why are you here?\Do it! I practically raised you two!\The least you could do is to let us watch you do it!\Watch you do it?\Do not make it sound so vulgar!\Yuta, escape!\Right! response:	She's getting away! Hold it right there, you!
context: Why are you mad at me? Why are you here?\Do it! I practically raised you two!\The least you could do is to let us watch you do it!\Watch you do it?\Do not make it sound so vulgar!\Yuta, escape!\Right!\She's getting away! Hold it right there, you! response:	Master!
context: Do it! I practically raised you two!\The least you could do is to let us watch you do it!\Watch you do it?\Do not make it sound so vulgar!\Yuta, escape!\Right!\She's getting away! Hold it right there, you!\Master! response:	What will happen next?
context: The least you could do is to let us watch you do it!\Watch you do it?\Do not make it sound so vulgar!\Yuta, escape!\Right!\She's getting away! Hold it right there, you!\Master!\What will happen next? response:	What will become of Rikka's chunibyo?
context: Watch you do it?\Do not make it sound so vulgar!\Yuta, escape!\Right!\She's getting away! Hold it right there, you!\Master!\What will happen next?\What will become of Rikka's chunibyo? response:	What will become of our love?
context: Do not make it sound so vulgar!\Yuta, escape!\Right!\She's getting away! Hold it right there, you!\Master!\What will happen next?\What will become of Rikka's chunibyo?\What will become of our love? response:	Who knows?
context: Yuta, escape!\Right!\She's getting away! Hold it right there, you!\Master!\What will happen next?\What will become of Rikka's chunibyo?\What will become of our love?\Who knows? response:	But Rikka and I have always held on to one thought.
context: Right!\She's getting away! Hold it right there, you!\Master!\What will happen next?\What will become of Rikka's chunibyo?\What will become of our love?\Who knows?\But Rikka and I have always held on to one thought. response:	This one thought from the very beginning.
context: She's getting away! Hold it right there, you!\Master!\What will happen next?\What will become of Rikka's chunibyo?\What will become of our love?\Who knows?\But Rikka and I have always held on to one thought.\This one thought from the very beginning. response:	This one thought we will always hold on to!
context: Master!\What will happen next?\What will become of Rikka's chunibyo?\What will become of our love?\Who knows?\But Rikka and I have always held on to one thought.\This one thought from the very beginning.\This one thought we will always hold on to! response:	EVEN THOUGH I'M IN CHUNIBYO, I STILL WANT LOVE!
context: What will happen next?\What will become of Rikka's chunibyo?\What will become of our love?\Who knows?\But Rikka and I have always held on to one thought.\This one thought from the very beginning.\This one thought we will always hold on to!\EVEN THOUGH I'M IN CHUNIBYO, I STILL WANT LOVE! response:	THE END
