context: Watanuki... response:	If you push too hard, you'll hurt yourself.
context: I guess I'll be generous.\Here you go.\You signed it!\Well, I didn't say I wouldn't.\I just gave my opinion.\You...\Come now...\You'll lose if you keep wasting time. response:	I'll remember this!
context: Here you go.\You signed it!\Well, I didn't say I wouldn't.\I just gave my opinion.\You...\Come now...\You'll lose if you keep wasting time.\I'll remember this! response:	I wonder where the other employees are.
context: You signed it!\Well, I didn't say I wouldn't.\I just gave my opinion.\You...\Come now...\You'll lose if you keep wasting time.\I'll remember this!\I wonder where the other employees are. response:	Let's go in order...
context: Well, I didn't say I wouldn't.\I just gave my opinion.\You...\Come now...\You'll lose if you keep wasting time.\I'll remember this!\I wonder where the other employees are.\Let's go in order... response:	That was close!
context: I just gave my opinion.\You...\Come now...\You'll lose if you keep wasting time.\I'll remember this!\I wonder where the other employees are.\Let's go in order...\That was close! response:	Wha
context: You...\Come now...\You'll lose if you keep wasting time.\I'll remember this!\I wonder where the other employees are.\Let's go in order...\That was close!\Wha response:	I thought I was going to get stepped on!
context: Come now...\You'll lose if you keep wasting time.\I'll remember this!\I wonder where the other employees are.\Let's go in order...\That was close!\Wha\I thought I was going to get stepped on! response:	S-So tiny...
context: You'll lose if you keep wasting time.\I'll remember this!\I wonder where the other employees are.\Let's go in order...\That was close!\Wha\I thought I was going to get stepped on!\S-So tiny... response:	I'm a koro-pok-kuru.
context: I'll remember this!\I wonder where the other employees are.\Let's go in order...\That was close!\Wha\I thought I was going to get stepped on!\S-So tiny...\I'm a koro-pok-kuru. response:	Maid 1
context: I wonder where the other employees are.\Let's go in order...\That was close!\Wha\I thought I was going to get stepped on!\S-So tiny...\I'm a koro-pok-kuru.\Maid 1 response:	It's really handy for cleaning tight spaces.
context: Let's go in order...\That was close!\Wha\I thought I was going to get stepped on!\S-So tiny...\I'm a koro-pok-kuru.\Maid 1\It's really handy for cleaning tight spaces. response:	So tiny!
context: That was close!\Wha\I thought I was going to get stepped on!\S-So tiny...\I'm a koro-pok-kuru.\Maid 1\It's really handy for cleaning tight spaces.\So tiny! response:	Ouch...
context: Wha\I thought I was going to get stepped on!\S-So tiny...\I'm a koro-pok-kuru.\Maid 1\It's really handy for cleaning tight spaces.\So tiny!\Ouch... response:	No, I wasn't talking about your chest...
context: I thought I was going to get stepped on!\S-So tiny...\I'm a koro-pok-kuru.\Maid 1\It's really handy for cleaning tight spaces.\So tiny!\Ouch...\No, I wasn't talking about your chest... response:	Maid 2
context: S-So tiny...\I'm a koro-pok-kuru.\Maid 1\It's really handy for cleaning tight spaces.\So tiny!\Ouch...\No, I wasn't talking about your chest...\Maid 2 response:	You want my signature?
context: I'm a koro-pok-kuru.\Maid 1\It's really handy for cleaning tight spaces.\So tiny!\Ouch...\No, I wasn't talking about your chest...\Maid 2\You want my signature? response:	What? Why do you want it?
context: Maid 1\It's really handy for cleaning tight spaces.\So tiny!\Ouch...\No, I wasn't talking about your chest...\Maid 2\You want my signature?\What? Why do you want it? response:	This is all very suspicious. I won't do it.
context: It's really handy for cleaning tight spaces.\So tiny!\Ouch...\No, I wasn't talking about your chest...\Maid 2\You want my signature?\What? Why do you want it?\This is all very suspicious. I won't do it. response:	You can't fool me.
context: So tiny!\Ouch...\No, I wasn't talking about your chest...\Maid 2\You want my signature?\What? Why do you want it?\This is all very suspicious. I won't do it.\You can't fool me. response:	Excuse me.
context: Ouch...\No, I wasn't talking about your chest...\Maid 2\You want my signature?\What? Why do you want it?\This is all very suspicious. I won't do it.\You can't fool me.\Excuse me. response:	I really do hate to interrupt your work for a game.
context: No, I wasn't talking about your chest...\Maid 2\You want my signature?\What? Why do you want it?\This is all very suspicious. I won't do it.\You can't fool me.\Excuse me.\I really do hate to interrupt your work for a game. response:	We certainly wouldn't abuse your trust.
context: Maid 2\You want my signature?\What? Why do you want it?\This is all very suspicious. I won't do it.\You can't fool me.\Excuse me.\I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust. response:	This I swear to you.
context: You want my signature?\What? Why do you want it?\This is all very suspicious. I won't do it.\You can't fool me.\Excuse me.\I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust.\This I swear to you. response:	So I beg you...
context: What? Why do you want it?\This is all very suspicious. I won't do it.\You can't fool me.\Excuse me.\I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust.\This I swear to you.\So I beg you... response:	Very well...
context: This is all very suspicious. I won't do it.\You can't fool me.\Excuse me.\I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust.\This I swear to you.\So I beg you...\Very well... response:	Warashibe?
context: You can't fool me.\Excuse me.\I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust.\This I swear to you.\So I beg you...\Very well...\Warashibe? response:	That's right.
context: Excuse me.\I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust.\This I swear to you.\So I beg you...\Very well...\Warashibe?\That's right. response:	I'm a zashiki-warashi.
context: I really do hate to interrupt your work for a game.\We certainly wouldn't abuse your trust.\This I swear to you.\So I beg you...\Very well...\Warashibe?\That's right.\I'm a zashiki-warashi. response:	Want to bring luck and me into your home?
context: We certainly wouldn't abuse your trust.\This I swear to you.\So I beg you...\Very well...\Warashibe?\That's right.\I'm a zashiki-warashi.\Want to bring luck and me into your home? response:	I'm already as happy as possible.
context: This I swear to you.\So I beg you...\Very well...\Warashibe?\That's right.\I'm a zashiki-warashi.\Want to bring luck and me into your home?\I'm already as happy as possible. response:	You want my signature?
context: So I beg you...\Very well...\Warashibe?\That's right.\I'm a zashiki-warashi.\Want to bring luck and me into your home?\I'm already as happy as possible.\You want my signature? response:	Maid Three
context: Very well...\Warashibe?\That's right.\I'm a zashiki-warashi.\Want to bring luck and me into your home?\I'm already as happy as possible.\You want my signature?\Maid Three response:	I feel like a star.
context: Warashibe?\That's right.\I'm a zashiki-warashi.\Want to bring luck and me into your home?\I'm already as happy as possible.\You want my signature?\Maid Three\I feel like a star. response:	This is a maid?!
context: That's right.\I'm a zashiki-warashi.\Want to bring luck and me into your home?\I'm already as happy as possible.\You want my signature?\Maid Three\I feel like a star.\This is a maid?! response:	That's right...
context: I'm a zashiki-warashi.\Want to bring luck and me into your home?\I'm already as happy as possible.\You want my signature?\Maid Three\I feel like a star.\This is a maid?!\That's right... response:	For some reason, I am a maid.
context: Want to bring luck and me into your home?\I'm already as happy as possible.\You want my signature?\Maid Three\I feel like a star.\This is a maid?!\That's right...\For some reason, I am a maid. response:	Beats me why.
context: I'm already as happy as possible.\You want my signature?\Maid Three\I feel like a star.\This is a maid?!\That's right...\For some reason, I am a maid.\Beats me why. response:	You know, I once worked for a company, but they fired me.
context: You want my signature?\Maid Three\I feel like a star.\This is a maid?!\That's right...\For some reason, I am a maid.\Beats me why.\You know, I once worked for a company, but they fired me. response:	Like, I was another victim of the bad economy.
context: Maid Three\I feel like a star.\This is a maid?!\That's right...\For some reason, I am a maid.\Beats me why.\You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy. response:	Why do I suspect the economy wasn't the only reason he was fired?
context: I feel like a star.\This is a maid?!\That's right...\For some reason, I am a maid.\Beats me why.\You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired? response:	Could you please sign here?
context: This is a maid?!\That's right...\For some reason, I am a maid.\Beats me why.\You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here? response:	You have a sharp tongue.
context: That's right...\For some reason, I am a maid.\Beats me why.\You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here?\You have a sharp tongue. response:	My wife said the same thing.
context: For some reason, I am a maid.\Beats me why.\You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here?\You have a sharp tongue.\My wife said the same thing. response:	Though we're separated right now.
context: Beats me why.\You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here?\You have a sharp tongue.\My wife said the same thing.\Though we're separated right now. response:	My signature?
context: You know, I once worked for a company, but they fired me.\Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here?\You have a sharp tongue.\My wife said the same thing.\Though we're separated right now.\My signature? response:	Is this all right?
context: Like, I was another victim of the bad economy.\Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here?\You have a sharp tongue.\My wife said the same thing.\Though we're separated right now.\My signature?\Is this all right? response:	It looks like you're having fun.
context: Why do I suspect the economy wasn't the only reason he was fired?\Could you please sign here?\You have a sharp tongue.\My wife said the same thing.\Though we're separated right now.\My signature?\Is this all right?\It looks like you're having fun. response:	Can I come, too?
context: Could you please sign here?\You have a sharp tongue.\My wife said the same thing.\Though we're separated right now.\My signature?\Is this all right?\It looks like you're having fun.\Can I come, too? response:	Psyche!
context: You have a sharp tongue.\My wife said the same thing.\Though we're separated right now.\My signature?\Is this all right?\It looks like you're having fun.\Can I come, too?\Psyche! response:	Oh, does no one say psyche anymore?
context: My wife said the same thing.\Though we're separated right now.\My signature?\Is this all right?\It looks like you're having fun.\Can I come, too?\Psyche!\Oh, does no one say psyche anymore? response:	Was that before your time?
context: Though we're separated right now.\My signature?\Is this all right?\It looks like you're having fun.\Can I come, too?\Psyche!\Oh, does no one say psyche anymore?\Was that before your time? response:	He sure is a cheerful guy...
context: My signature?\Is this all right?\It looks like you're having fun.\Can I come, too?\Psyche!\Oh, does no one say psyche anymore?\Was that before your time?\He sure is a cheerful guy... response:	This man is the concierge here.
context: Is this all right?\It looks like you're having fun.\Can I come, too?\Psyche!\Oh, does no one say psyche anymore?\Was that before your time?\He sure is a cheerful guy...\This man is the concierge here. response:	Concierge
context: It looks like you're having fun.\Can I come, too?\Psyche!\Oh, does no one say psyche anymore?\Was that before your time?\He sure is a cheerful guy...\This man is the concierge here.\Concierge response:	His name is Homare Nekozuki.
context: Can I come, too?\Psyche!\Oh, does no one say psyche anymore?\Was that before your time?\He sure is a cheerful guy...\This man is the concierge here.\Concierge\His name is Homare Nekozuki. response:	Concierge
context: Psyche!\Oh, does no one say psyche anymore?\Was that before your time?\He sure is a cheerful guy...\This man is the concierge here.\Concierge\His name is Homare Nekozuki.\Concierge response:	Bodyguard
context: Oh, does no one say psyche anymore?\Was that before your time?\He sure is a cheerful guy...\This man is the concierge here.\Concierge\His name is Homare Nekozuki.\Concierge\Bodyguard response:	Shouldn't you switch places?
context: Was that before your time?\He sure is a cheerful guy...\This man is the concierge here.\Concierge\His name is Homare Nekozuki.\Concierge\Bodyguard\Shouldn't you switch places? response:	Bodyguard
context: He sure is a cheerful guy...\This man is the concierge here.\Concierge\His name is Homare Nekozuki.\Concierge\Bodyguard\Shouldn't you switch places?\Bodyguard response:	Concierge
context: This man is the concierge here.\Concierge\His name is Homare Nekozuki.\Concierge\Bodyguard\Shouldn't you switch places?\Bodyguard\Concierge response:	He's a very introverted person.
context: Concierge\His name is Homare Nekozuki.\Concierge\Bodyguard\Shouldn't you switch places?\Bodyguard\Concierge\He's a very introverted person. response:	They say he's very shy about showing his face.
context: His name is Homare Nekozuki.\Concierge\Bodyguard\Shouldn't you switch places?\Bodyguard\Concierge\He's a very introverted person.\They say he's very shy about showing his face. response:	Um...
context: Concierge\Bodyguard\Shouldn't you switch places?\Bodyguard\Concierge\He's a very introverted person.\They say he's very shy about showing his face.\Um... response:	He's a nekomata?
context: Bodyguard\Shouldn't you switch places?\Bodyguard\Concierge\He's a very introverted person.\They say he's very shy about showing his face.\Um...\He's a nekomata? response:	They say he has cat ears when he transforms.
context: Shouldn't you switch places?\Bodyguard\Concierge\He's a very introverted person.\They say he's very shy about showing his face.\Um...\He's a nekomata?\They say he has cat ears when he transforms. response:	I guess Miss Roromiya is the last one.
context: Bodyguard\Concierge\He's a very introverted person.\They say he's very shy about showing his face.\Um...\He's a nekomata?\They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one. response:	I haven't seen her since this morning.
context: Concierge\He's a very introverted person.\They say he's very shy about showing his face.\Um...\He's a nekomata?\They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one.\I haven't seen her since this morning. response:	Why don't we try searching where we haven't been yet?
context: He's a very introverted person.\They say he's very shy about showing his face.\Um...\He's a nekomata?\They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one.\I haven't seen her since this morning.\Why don't we try searching where we haven't been yet? response:	You're right.
context: They say he's very shy about showing his face.\Um...\He's a nekomata?\They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one.\I haven't seen her since this morning.\Why don't we try searching where we haven't been yet?\You're right. response:	Not here...
context: Um...\He's a nekomata?\They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one.\I haven't seen her since this morning.\Why don't we try searching where we haven't been yet?\You're right.\Not here... response:	Not in the lounge, either.
context: He's a nekomata?\They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one.\I haven't seen her since this morning.\Why don't we try searching where we haven't been yet?\You're right.\Not here...\Not in the lounge, either. response:	Let's go up to the third floor.
context: They say he has cat ears when he transforms.\I guess Miss Roromiya is the last one.\I haven't seen her since this morning.\Why don't we try searching where we haven't been yet?\You're right.\Not here...\Not in the lounge, either.\Let's go up to the third floor. response:	I didn't know there was a bar here.
context: I guess Miss Roromiya is the last one.\I haven't seen her since this morning.\Why don't we try searching where we haven't been yet?\You're right.\Not here...\Not in the lounge, either.\Let's go up to the third floor.\I didn't know there was a bar here. response:	Weren't you downstairs before?!
context: I haven't seen her since this morning.\Why don't we try searching where we haven't been yet?\You're right.\Not here...\Not in the lounge, either.\Let's go up to the third floor.\I didn't know there was a bar here.\Weren't you downstairs before?! response:	Yeah.
context: Why don't we try searching where we haven't been yet?\You're right.\Not here...\Not in the lounge, either.\Let's go up to the third floor.\I didn't know there was a bar here.\Weren't you downstairs before?!\Yeah. response:	I told you to return when you were grown.
context: You're right.\Not here...\Not in the lounge, either.\Let's go up to the third floor.\I didn't know there was a bar here.\Weren't you downstairs before?!\Yeah.\I told you to return when you were grown. response:	You're a quick-spirited young lady.
context: Not here...\Not in the lounge, either.\Let's go up to the third floor.\I didn't know there was a bar here.\Weren't you downstairs before?!\Yeah.\I told you to return when you were grown.\You're a quick-spirited young lady. response:	And we can't seem to hold a real conversation.
context: Not in the lounge, either.\Let's go up to the third floor.\I didn't know there was a bar here.\Weren't you downstairs before?!\Yeah.\I told you to return when you were grown.\You're a quick-spirited young lady.\And we can't seem to hold a real conversation. response:	Will you wait for me here?
context: Let's go up to the third floor.\I didn't know there was a bar here.\Weren't you downstairs before?!\Yeah.\I told you to return when you were grown.\You're a quick-spirited young lady.\And we can't seem to hold a real conversation.\Will you wait for me here? response:	Yes.
context: I didn't know there was a bar here.\Weren't you downstairs before?!\Yeah.\I told you to return when you were grown.\You're a quick-spirited young lady.\And we can't seem to hold a real conversation.\Will you wait for me here?\Yes. response:	Oh, Ririchiyo!
context: Weren't you downstairs before?!\Yeah.\I told you to return when you were grown.\You're a quick-spirited young lady.\And we can't seem to hold a real conversation.\Will you wait for me here?\Yes.\Oh, Ririchiyo! response:	Oh, it's you again!
context: Yeah.\I told you to return when you were grown.\You're a quick-spirited young lady.\And we can't seem to hold a real conversation.\Will you wait for me here?\Yes.\Oh, Ririchiyo!\Oh, it's you again! response:	Are you still doing the Walk Rally?
context: I told you to return when you were grown.\You're a quick-spirited young lady.\And we can't seem to hold a real conversation.\Will you wait for me here?\Yes.\Oh, Ririchiyo!\Oh, it's you again!\Are you still doing the Walk Rally? response:	Y-Yes! I was looking for Miss Roromiya...
context: You're a quick-spirited young lady.\And we can't seem to hold a real conversation.\Will you wait for me here?\Yes.\Oh, Ririchiyo!\Oh, it's you again!\Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya... response:	I-I-I didn't mean to interrupt.
context: And we can't seem to hold a real conversation.\Will you wait for me here?\Yes.\Oh, Ririchiyo!\Oh, it's you again!\Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt. response:	You needn't get so embarrassed.
context: Will you wait for me here?\Yes.\Oh, Ririchiyo!\Oh, it's you again!\Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt.\You needn't get so embarrassed. response:	B-But...
context: Yes.\Oh, Ririchiyo!\Oh, it's you again!\Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt.\You needn't get so embarrassed.\B-But... response:	Is everything all right, Miss Ririchiyo?
context: Oh, Ririchiyo!\Oh, it's you again!\Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt.\You needn't get so embarrassed.\B-But...\Is everything all right, Miss Ririchiyo? response:	Your face is very red.
context: Oh, it's you again!\Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt.\You needn't get so embarrassed.\B-But...\Is everything all right, Miss Ririchiyo?\Your face is very red. response:	I'm fine.
context: Are you still doing the Walk Rally?\Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt.\You needn't get so embarrassed.\B-But...\Is everything all right, Miss Ririchiyo?\Your face is very red.\I'm fine. response:	There she is!
context: Y-Yes! I was looking for Miss Roromiya...\I-I-I didn't mean to interrupt.\You needn't get so embarrassed.\B-But...\Is everything all right, Miss Ririchiyo?\Your face is very red.\I'm fine.\There she is! response:	But that's...
context: I-I-I didn't mean to interrupt.\You needn't get so embarrassed.\B-But...\Is everything all right, Miss Ririchiyo?\Your face is very red.\I'm fine.\There she is!\But that's... response:	Sou, baby!
context: You needn't get so embarrassed.\B-But...\Is everything all right, Miss Ririchiyo?\Your face is very red.\I'm fine.\There she is!\But that's...\Sou, baby! response:	Nice to see you again, Natsume.
context: B-But...\Is everything all right, Miss Ririchiyo?\Your face is very red.\I'm fine.\There she is!\But that's...\Sou, baby!\Nice to see you again, Natsume. response:	Sou, you're actually quite manly.
context: Is everything all right, Miss Ririchiyo?\Your face is very red.\I'm fine.\There she is!\But that's...\Sou, baby!\Nice to see you again, Natsume.\Sou, you're actually quite manly. response:	Wh-What are you doing?
context: Your face is very red.\I'm fine.\There she is!\But that's...\Sou, baby!\Nice to see you again, Natsume.\Sou, you're actually quite manly.\Wh-What are you doing? response:	We're supposed to be doing the Walk Rally!
context: I'm fine.\There she is!\But that's...\Sou, baby!\Nice to see you again, Natsume.\Sou, you're actually quite manly.\Wh-What are you doing?\We're supposed to be doing the Walk Rally! response:	Shh!
context: There she is!\But that's...\Sou, baby!\Nice to see you again, Natsume.\Sou, you're actually quite manly.\Wh-What are you doing?\We're supposed to be doing the Walk Rally!\Shh! response:	You should keep it down.
context: But that's...\Sou, baby!\Nice to see you again, Natsume.\Sou, you're actually quite manly.\Wh-What are you doing?\We're supposed to be doing the Walk Rally!\Shh!\You should keep it down. response:	You were yelling, too.
context: Sou, baby!\Nice to see you again, Natsume.\Sou, you're actually quite manly.\Wh-What are you doing?\We're supposed to be doing the Walk Rally!\Shh!\You should keep it down.\You were yelling, too. response:	It would really embarrass him
context: Nice to see you again, Natsume.\Sou, you're actually quite manly.\Wh-What are you doing?\We're supposed to be doing the Walk Rally!\Shh!\You should keep it down.\You were yelling, too.\It would really embarrass him response:	if he knew we were spying on him.
context: Sou, you're actually quite manly.\Wh-What are you doing?\We're supposed to be doing the Walk Rally!\Shh!\You should keep it down.\You were yelling, too.\It would really embarrass him\if he knew we were spying on him. response:	Spying?
context: Wh-What are you doing?\We're supposed to be doing the Walk Rally!\Shh!\You should keep it down.\You were yelling, too.\It would really embarrass him\if he knew we were spying on him.\Spying? response:	Um...
context: We're supposed to be doing the Walk Rally!\Shh!\You should keep it down.\You were yelling, too.\It would really embarrass him\if he knew we were spying on him.\Spying?\Um... response:	Sorry to ask right after getting back,
context: Shh!\You should keep it down.\You were yelling, too.\It would really embarrass him\if he knew we were spying on him.\Spying?\Um...\Sorry to ask right after getting back, response:	but would you sign this?
context: You should keep it down.\You were yelling, too.\It would really embarrass him\if he knew we were spying on him.\Spying?\Um...\Sorry to ask right after getting back,\but would you sign this? response:	Okay.
context: You were yelling, too.\It would really embarrass him\if he knew we were spying on him.\Spying?\Um...\Sorry to ask right after getting back,\but would you sign this?\Okay. response:	I asked Karuta to wait there.
context: It would really embarrass him\if he knew we were spying on him.\Spying?\Um...\Sorry to ask right after getting back,\but would you sign this?\Okay.\I asked Karuta to wait there. response:	You asked her to wait?
context: if he knew we were spying on him.\Spying?\Um...\Sorry to ask right after getting back,\but would you sign this?\Okay.\I asked Karuta to wait there.\You asked her to wait? response:	Is this okay?
context: Spying?\Um...\Sorry to ask right after getting back,\but would you sign this?\Okay.\I asked Karuta to wait there.\You asked her to wait?\Is this okay? response:	Yeah.
context: Um...\Sorry to ask right after getting back,\but would you sign this?\Okay.\I asked Karuta to wait there.\You asked her to wait?\Is this okay?\Yeah. response:	Well, thanks...
context: Sorry to ask right after getting back,\but would you sign this?\Okay.\I asked Karuta to wait there.\You asked her to wait?\Is this okay?\Yeah.\Well, thanks... response:	Watanuki.
context: but would you sign this?\Okay.\I asked Karuta to wait there.\You asked her to wait?\Is this okay?\Yeah.\Well, thanks...\Watanuki. response:	You were gone for so long,
context: Okay.\I asked Karuta to wait there.\You asked her to wait?\Is this okay?\Yeah.\Well, thanks...\Watanuki.\You were gone for so long, response:	I was worried.
context: I asked Karuta to wait there.\You asked her to wait?\Is this okay?\Yeah.\Well, thanks...\Watanuki.\You were gone for so long,\I was worried. response:	Sorry.
context: You asked her to wait?\Is this okay?\Yeah.\Well, thanks...\Watanuki.\You were gone for so long,\I was worried.\Sorry. response:	Actually, I brought you a present.
context: Is this okay?\Yeah.\Well, thanks...\Watanuki.\You were gone for so long,\I was worried.\Sorry.\Actually, I brought you a present. response:	Maple bean cakes from Hiroshima.
context: Yeah.\Well, thanks...\Watanuki.\You were gone for so long,\I was worried.\Sorry.\Actually, I brought you a present.\Maple bean cakes from Hiroshima. response:	He felt like he had worried her, being away for so long.
context: Well, thanks...\Watanuki.\You were gone for so long,\I was worried.\Sorry.\Actually, I brought you a present.\Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long. response:	And that made it hard for him to talk to her...
context: Watanuki.\You were gone for so long,\I was worried.\Sorry.\Actually, I brought you a present.\Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her... response:	Unless he had some reason.
context: You were gone for so long,\I was worried.\Sorry.\Actually, I brought you a present.\Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her...\Unless he had some reason. response:	Are you saying
context: I was worried.\Sorry.\Actually, I brought you a present.\Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her...\Unless he had some reason.\Are you saying response:	So where do you think Watanuki was?
context: Sorry.\Actually, I brought you a present.\Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her...\Unless he had some reason.\Are you saying\So where do you think Watanuki was? response:	He was training! That's right, training!
context: Actually, I brought you a present.\Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her...\Unless he had some reason.\Are you saying\So where do you think Watanuki was?\He was training! That's right, training! response:	He told me he wants to protect the girl he loves.
context: Maple bean cakes from Hiroshima.\He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her...\Unless he had some reason.\Are you saying\So where do you think Watanuki was?\He was training! That's right, training!\He told me he wants to protect the girl he loves. response:	Not that I don't understand, but going off to train?
context: He felt like he had worried her, being away for so long.\And that made it hard for him to talk to her...\Unless he had some reason.\Are you saying\So where do you think Watanuki was?\He was training! That's right, training!\He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train? response:	And Karuta's so strong,
context: And that made it hard for him to talk to her...\Unless he had some reason.\Are you saying\So where do you think Watanuki was?\He was training! That's right, training!\He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train?\And Karuta's so strong, response:	he needn't worry about protecting her.
context: Unless he had some reason.\Are you saying\So where do you think Watanuki was?\He was training! That's right, training!\He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train?\And Karuta's so strong,\he needn't worry about protecting her. response:	You shouldn't laugh at him.
context: Are you saying\So where do you think Watanuki was?\He was training! That's right, training!\He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train?\And Karuta's so strong,\he needn't worry about protecting her.\You shouldn't laugh at him. response:	So that was the reason behind this whole match.
context: So where do you think Watanuki was?\He was training! That's right, training!\He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train?\And Karuta's so strong,\he needn't worry about protecting her.\You shouldn't laugh at him.\So that was the reason behind this whole match. response:	But that wasn't all...
context: He was training! That's right, training!\He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train?\And Karuta's so strong,\he needn't worry about protecting her.\You shouldn't laugh at him.\So that was the reason behind this whole match.\But that wasn't all... response:	I told you, I can see you.
context: He told me he wants to protect the girl he loves.\Not that I don't understand, but going off to train?\And Karuta's so strong,\he needn't worry about protecting her.\You shouldn't laugh at him.\So that was the reason behind this whole match.\But that wasn't all...\I told you, I can see you. response:	You really should interact more with others.
context: Not that I don't understand, but going off to train?\And Karuta's so strong,\he needn't worry about protecting her.\You shouldn't laugh at him.\So that was the reason behind this whole match.\But that wasn't all...\I told you, I can see you.\You really should interact more with others. response:	You say, Until I can properly interact with other people...
context: And Karuta's so strong,\he needn't worry about protecting her.\You shouldn't laugh at him.\So that was the reason behind this whole match.\But that wasn't all...\I told you, I can see you.\You really should interact more with others.\You say, Until I can properly interact with other people... response:	But that's a skill that can only be learned by
context: he needn't worry about protecting her.\You shouldn't laugh at him.\So that was the reason behind this whole match.\But that wasn't all...\I told you, I can see you.\You really should interact more with others.\You say, Until I can properly interact with other people...\But that's a skill that can only be learned by response:	hurting and being hurt by others.
context: You shouldn't laugh at him.\So that was the reason behind this whole match.\But that wasn't all...\I told you, I can see you.\You really should interact more with others.\You say, Until I can properly interact with other people...\But that's a skill that can only be learned by\hurting and being hurt by others. response:	He really can see...
context: So that was the reason behind this whole match.\But that wasn't all...\I told you, I can see you.\You really should interact more with others.\You say, Until I can properly interact with other people...\But that's a skill that can only be learned by\hurting and being hurt by others.\He really can see... response:	You...
context: But that wasn't all...\I told you, I can see you.\You really should interact more with others.\You say, Until I can properly interact with other people...\But that's a skill that can only be learned by\hurting and being hurt by others.\He really can see...\You... response:	Who, me?
context: I told you, I can see you.\You really should interact more with others.\You say, Until I can properly interact with other people...\But that's a skill that can only be learned by\hurting and being hurt by others.\He really can see...\You...\Who, me? response:	I'm everyone's big brother Zange,
context: You really should interact more with others.\You say, Until I can properly interact with other people...\But that's a skill that can only be learned by\hurting and being hurt by others.\He really can see...\You...\Who, me?\I'm everyone's big brother Zange, response:	who's just a tiny bit overbearing!
context: You say, Until I can properly interact with other people...\But that's a skill that can only be learned by\hurting and being hurt by others.\He really can see...\You...\Who, me?\I'm everyone's big brother Zange,\who's just a tiny bit overbearing! response:	My motto is Let's all get along.
context: But that's a skill that can only be learned by\hurting and being hurt by others.\He really can see...\You...\Who, me?\I'm everyone's big brother Zange,\who's just a tiny bit overbearing!\My motto is Let's all get along. response:	So come on, Sou... Let's be closer friends than ever!
context: hurting and being hurt by others.\He really can see...\You...\Who, me?\I'm everyone's big brother Zange,\who's just a tiny bit overbearing!\My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever! response:	If that's what you want, I'd be happy to.
