context: Closed today for my daughter's culture fair -Kokageya response:	It's raining.
context: Yeah.\Wow, that's fast.\For how long?\Until I'm satisfied.\Do your best!\Don't come back crying!\Of course!\Are you taking Sabure? response:	I can't.
context: Wow, that's fast.\For how long?\Until I'm satisfied.\Do your best!\Don't come back crying!\Of course!\Are you taking Sabure?\I can't. response:	A fresh wind races through the grass and leaves.
context: For how long?\Until I'm satisfied.\Do your best!\Don't come back crying!\Of course!\Are you taking Sabure?\I can't.\A fresh wind races through the grass and leaves. response:	Make sure you spend time with her now and then.
context: Until I'm satisfied.\Do your best!\Don't come back crying!\Of course!\Are you taking Sabure?\I can't.\A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then. response:	Where abroad? Mongolia?
context: Do your best!\Don't come back crying!\Of course!\Are you taking Sabure?\I can't.\A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then.\Where abroad? Mongolia? response:	The view is clear, as far as the eye can see.
context: Don't come back crying!\Of course!\Are you taking Sabure?\I can't.\A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then.\Where abroad? Mongolia?\The view is clear, as far as the eye can see. response:	And now, a graceful light is flooding,
context: Of course!\Are you taking Sabure?\I can't.\A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then.\Where abroad? Mongolia?\The view is clear, as far as the eye can see.\And now, a graceful light is flooding, response:	softly illuminating everything.
context: Are you taking Sabure?\I can't.\A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then.\Where abroad? Mongolia?\The view is clear, as far as the eye can see.\And now, a graceful light is flooding,\softly illuminating everything. response:	Even if you can't see the stars
context: I can't.\A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then.\Where abroad? Mongolia?\The view is clear, as far as the eye can see.\And now, a graceful light is flooding,\softly illuminating everything.\Even if you can't see the stars response:	because of the rain,
context: A fresh wind races through the grass and leaves.\Make sure you spend time with her now and then.\Where abroad? Mongolia?\The view is clear, as far as the eye can see.\And now, a graceful light is flooding,\softly illuminating everything.\Even if you can't see the stars\because of the rain, response:	the future you're dreaming of
context: Make sure you spend time with her now and then.\Where abroad? Mongolia?\The view is clear, as far as the eye can see.\And now, a graceful light is flooding,\softly illuminating everything.\Even if you can't see the stars\because of the rain,\the future you're dreaming of response:	is still right there.
context: Where abroad? Mongolia?\The view is clear, as far as the eye can see.\And now, a graceful light is flooding,\softly illuminating everything.\Even if you can't see the stars\because of the rain,\the future you're dreaming of\is still right there. response:	Let's sing every day
context: The view is clear, as far as the eye can see.\And now, a graceful light is flooding,\softly illuminating everything.\Even if you can't see the stars\because of the rain,\the future you're dreaming of\is still right there.\Let's sing every day response:	with all our hearts,
context: And now, a graceful light is flooding,\softly illuminating everything.\Even if you can't see the stars\because of the rain,\the future you're dreaming of\is still right there.\Let's sing every day\with all our hearts, response:	our song echoing to the skies,
context: softly illuminating everything.\Even if you can't see the stars\because of the rain,\the future you're dreaming of\is still right there.\Let's sing every day\with all our hearts,\our song echoing to the skies, response:	and beyond.
context: Even if you can't see the stars\because of the rain,\the future you're dreaming of\is still right there.\Let's sing every day\with all our hearts,\our song echoing to the skies,\and beyond. response:	And if it should ever
context: because of the rain,\the future you're dreaming of\is still right there.\Let's sing every day\with all our hearts,\our song echoing to the skies,\and beyond.\And if it should ever response:	reach you again somewhere,
context: the future you're dreaming of\is still right there.\Let's sing every day\with all our hearts,\our song echoing to the skies,\and beyond.\And if it should ever\reach you again somewhere, response:	I want you to remember
context: is still right there.\Let's sing every day\with all our hearts,\our song echoing to the skies,\and beyond.\And if it should ever\reach you again somewhere,\I want you to remember response:	the days we spent with sparkling eyes.
context: Let's sing every day\with all our hearts,\our song echoing to the skies,\and beyond.\And if it should ever\reach you again somewhere,\I want you to remember\the days we spent with sparkling eyes. response:	Sakai-san...
context: with all our hearts,\our song echoing to the skies,\and beyond.\And if it should ever\reach you again somewhere,\I want you to remember\the days we spent with sparkling eyes.\Sakai-san... response:	Melody of the Heart
context: our song echoing to the skies,\and beyond.\And if it should ever\reach you again somewhere,\I want you to remember\the days we spent with sparkling eyes.\Sakai-san...\Melody of the Heart response:	This is your sheet music, right?
context: and beyond.\And if it should ever\reach you again somewhere,\I want you to remember\the days we spent with sparkling eyes.\Sakai-san...\Melody of the Heart\This is your sheet music, right? response:	That's right.
context: And if it should ever\reach you again somewhere,\I want you to remember\the days we spent with sparkling eyes.\Sakai-san...\Melody of the Heart\This is your sheet music, right?\That's right. response:	The days we spent with beaming smiles.
context: reach you again somewhere,\I want you to remember\the days we spent with sparkling eyes.\Sakai-san...\Melody of the Heart\This is your sheet music, right?\That's right.\The days we spent with beaming smiles. response:	After the competition we signed
context: I want you to remember\the days we spent with sparkling eyes.\Sakai-san...\Melody of the Heart\This is your sheet music, right?\That's right.\The days we spent with beaming smiles.\After the competition we signed response:	each other's music and exchanged it.
context: the days we spent with sparkling eyes.\Sakai-san...\Melody of the Heart\This is your sheet music, right?\That's right.\The days we spent with beaming smiles.\After the competition we signed\each other's music and exchanged it. response:	Whenever I was with Mahiru,
context: Sakai-san...\Melody of the Heart\This is your sheet music, right?\That's right.\The days we spent with beaming smiles.\After the competition we signed\each other's music and exchanged it.\Whenever I was with Mahiru, response:	I felt like I had talent as well.
context: Melody of the Heart\This is your sheet music, right?\That's right.\The days we spent with beaming smiles.\After the competition we signed\each other's music and exchanged it.\Whenever I was with Mahiru,\I felt like I had talent as well. response:	But I wasn't able to walk the same
context: This is your sheet music, right?\That's right.\The days we spent with beaming smiles.\After the competition we signed\each other's music and exchanged it.\Whenever I was with Mahiru,\I felt like I had talent as well.\But I wasn't able to walk the same response:	musical path that she walked.
context: That's right.\The days we spent with beaming smiles.\After the competition we signed\each other's music and exchanged it.\Whenever I was with Mahiru,\I felt like I had talent as well.\But I wasn't able to walk the same\musical path that she walked. response:	I was jealous and ashamed,
context: The days we spent with beaming smiles.\After the competition we signed\each other's music and exchanged it.\Whenever I was with Mahiru,\I felt like I had talent as well.\But I wasn't able to walk the same\musical path that she walked.\I was jealous and ashamed, response:	but I still couldn't throw it away.
context: After the competition we signed\each other's music and exchanged it.\Whenever I was with Mahiru,\I felt like I had talent as well.\But I wasn't able to walk the same\musical path that she walked.\I was jealous and ashamed,\but I still couldn't throw it away. response:	I think my mother would tell you not to.
context: each other's music and exchanged it.\Whenever I was with Mahiru,\I felt like I had talent as well.\But I wasn't able to walk the same\musical path that she walked.\I was jealous and ashamed,\but I still couldn't throw it away.\I think my mother would tell you not to. response:	I found this when I was sorting through her belongings.
context: Whenever I was with Mahiru,\I felt like I had talent as well.\But I wasn't able to walk the same\musical path that she walked.\I was jealous and ashamed,\but I still couldn't throw it away.\I think my mother would tell you not to.\I found this when I was sorting through her belongings. response:	Melody of the Heart Takakura Naoko
context: I felt like I had talent as well.\But I wasn't able to walk the same\musical path that she walked.\I was jealous and ashamed,\but I still couldn't throw it away.\I think my mother would tell you not to.\I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko response:	My mother always seemed to have fun singing this song.
context: But I wasn't able to walk the same\musical path that she walked.\I was jealous and ashamed,\but I still couldn't throw it away.\I think my mother would tell you not to.\I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song. response:	Mahiru was always having fun.
context: musical path that she walked.\I was jealous and ashamed,\but I still couldn't throw it away.\I think my mother would tell you not to.\I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song.\Mahiru was always having fun. response:	There were times when that made me jealous and angry, too.
context: I was jealous and ashamed,\but I still couldn't throw it away.\I think my mother would tell you not to.\I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song.\Mahiru was always having fun.\There were times when that made me jealous and angry, too. response:	I think I understand.
context: but I still couldn't throw it away.\I think my mother would tell you not to.\I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song.\Mahiru was always having fun.\There were times when that made me jealous and angry, too.\I think I understand. response:	That feeling that things come to her so naturally.
context: I think my mother would tell you not to.\I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song.\Mahiru was always having fun.\There were times when that made me jealous and angry, too.\I think I understand.\That feeling that things come to her so naturally. response:	I want to dedicate myself to studying music.
context: I found this when I was sorting through her belongings.\Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song.\Mahiru was always having fun.\There were times when that made me jealous and angry, too.\I think I understand.\That feeling that things come to her so naturally.\I want to dedicate myself to studying music. response:	I might not be able to make it this year,
context: Melody of the Heart Takakura Naoko\My mother always seemed to have fun singing this song.\Mahiru was always having fun.\There were times when that made me jealous and angry, too.\I think I understand.\That feeling that things come to her so naturally.\I want to dedicate myself to studying music.\I might not be able to make it this year, response:	but I want to go to that kind of university.
context: My mother always seemed to have fun singing this song.\Mahiru was always having fun.\There were times when that made me jealous and angry, too.\I think I understand.\That feeling that things come to her so naturally.\I want to dedicate myself to studying music.\I might not be able to make it this year,\but I want to go to that kind of university. response:	Could I talk with you about those
context: Mahiru was always having fun.\There were times when that made me jealous and angry, too.\I think I understand.\That feeling that things come to her so naturally.\I want to dedicate myself to studying music.\I might not be able to make it this year,\but I want to go to that kind of university.\Could I talk with you about those response:	kinds of topics even after I graduate?
context: There were times when that made me jealous and angry, too.\I think I understand.\That feeling that things come to her so naturally.\I want to dedicate myself to studying music.\I might not be able to make it this year,\but I want to go to that kind of university.\Could I talk with you about those\kinds of topics even after I graduate? response:	I am a music teacher.
context: I think I understand.\That feeling that things come to her so naturally.\I want to dedicate myself to studying music.\I might not be able to make it this year,\but I want to go to that kind of university.\Could I talk with you about those\kinds of topics even after I graduate?\I am a music teacher. response:	I want to hear the voice of the white beach,
context: That feeling that things come to her so naturally.\I want to dedicate myself to studying music.\I might not be able to make it this year,\but I want to go to that kind of university.\Could I talk with you about those\kinds of topics even after I graduate?\I am a music teacher.\I want to hear the voice of the white beach, response:	so let's climb that winding slope.
context: I want to dedicate myself to studying music.\I might not be able to make it this year,\but I want to go to that kind of university.\Could I talk with you about those\kinds of topics even after I graduate?\I am a music teacher.\I want to hear the voice of the white beach,\so let's climb that winding slope. response:	2nd Shirohamazaka High School
context: I might not be able to make it this year,\but I want to go to that kind of university.\Could I talk with you about those\kinds of topics even after I graduate?\I am a music teacher.\I want to hear the voice of the white beach,\so let's climb that winding slope.\2nd Shirohamazaka High School response:	Graduation Ceremony
context: but I want to go to that kind of university.\Could I talk with you about those\kinds of topics even after I graduate?\I am a music teacher.\I want to hear the voice of the white beach,\so let's climb that winding slope.\2nd Shirohamazaka High School\Graduation Ceremony response:	The friendships we forge during these brilliant days and moments,
context: Could I talk with you about those\kinds of topics even after I graduate?\I am a music teacher.\I want to hear the voice of the white beach,\so let's climb that winding slope.\2nd Shirohamazaka High School\Graduation Ceremony\The friendships we forge during these brilliant days and moments, response:	create a harmony that stretches across eternity.
context: kinds of topics even after I graduate?\I am a music teacher.\I want to hear the voice of the white beach,\so let's climb that winding slope.\2nd Shirohamazaka High School\Graduation Ceremony\The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity. response:	Allegro.
context: I am a music teacher.\I want to hear the voice of the white beach,\so let's climb that winding slope.\2nd Shirohamazaka High School\Graduation Ceremony\The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity.\Allegro. response:	Vivace.
context: I want to hear the voice of the white beach,\so let's climb that winding slope.\2nd Shirohamazaka High School\Graduation Ceremony\The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity.\Allegro.\Vivace. response:	Hurry up!
context: so let's climb that winding slope.\2nd Shirohamazaka High School\Graduation Ceremony\The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity.\Allegro.\Vivace.\Hurry up! response:	Wait a sec.
context: 2nd Shirohamazaka High School\Graduation Ceremony\The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity.\Allegro.\Vivace.\Hurry up!\Wait a sec. response:	Okay.
context: Graduation Ceremony\The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity.\Allegro.\Vivace.\Hurry up!\Wait a sec.\Okay. response:	All right, I'm taking it.
context: The friendships we forge during these brilliant days and moments,\create a harmony that stretches across eternity.\Allegro.\Vivace.\Hurry up!\Wait a sec.\Okay.\All right, I'm taking it. response:	One plus one is?
context: create a harmony that stretches across eternity.\Allegro.\Vivace.\Hurry up!\Wait a sec.\Okay.\All right, I'm taking it.\One plus one is? response:	Two!
context: Allegro.\Vivace.\Hurry up!\Wait a sec.\Okay.\All right, I'm taking it.\One plus one is?\Two! response:	Huh? What's this two business?
context: Vivace.\Hurry up!\Wait a sec.\Okay.\All right, I'm taking it.\One plus one is?\Two!\Huh? What's this two business? response:	Tell me these things ahead of time!
context: Hurry up!\Wait a sec.\Okay.\All right, I'm taking it.\One plus one is?\Two!\Huh? What's this two business?\Tell me these things ahead of time! response:	Please take another one.
context: Wait a sec.\Okay.\All right, I'm taking it.\One plus one is?\Two!\Huh? What's this two business?\Tell me these things ahead of time!\Please take another one. response:	Don't worry, it's a great shot.
context: Okay.\All right, I'm taking it.\One plus one is?\Two!\Huh? What's this two business?\Tell me these things ahead of time!\Please take another one.\Don't worry, it's a great shot. response:	Tanaka, don't you have anything special to say?
context: All right, I'm taking it.\One plus one is?\Two!\Huh? What's this two business?\Tell me these things ahead of time!\Please take another one.\Don't worry, it's a great shot.\Tanaka, don't you have anything special to say? response:	Shut up, shrimp!
context: One plus one is?\Two!\Huh? What's this two business?\Tell me these things ahead of time!\Please take another one.\Don't worry, it's a great shot.\Tanaka, don't you have anything special to say?\Shut up, shrimp! response:	Aw, he's embarrassed.
context: Two!\Huh? What's this two business?\Tell me these things ahead of time!\Please take another one.\Don't worry, it's a great shot.\Tanaka, don't you have anything special to say?\Shut up, shrimp!\Aw, he's embarrassed. response:	Sawa, I'll come visit you sometime!
context: Huh? What's this two business?\Tell me these things ahead of time!\Please take another one.\Don't worry, it's a great shot.\Tanaka, don't you have anything special to say?\Shut up, shrimp!\Aw, he's embarrassed.\Sawa, I'll come visit you sometime! response:	Oh, me, too!
context: Tell me these things ahead of time!\Please take another one.\Don't worry, it's a great shot.\Tanaka, don't you have anything special to say?\Shut up, shrimp!\Aw, he's embarrassed.\Sawa, I'll come visit you sometime!\Oh, me, too! response:	Now, the Shirohamazaka High School's Choir
context: Please take another one.\Don't worry, it's a great shot.\Tanaka, don't you have anything special to say?\Shut up, shrimp!\Aw, he's embarrassed.\Sawa, I'll come visit you sometime!\Oh, me, too!\Now, the Shirohamazaka High School's Choir response:	and Sometimes Badminton Club will sing one last song!
context: Don't worry, it's a great shot.\Tanaka, don't you have anything special to say?\Shut up, shrimp!\Aw, he's embarrassed.\Sawa, I'll come visit you sometime!\Oh, me, too!\Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song! response:	One, two, three.
context: Tanaka, don't you have anything special to say?\Shut up, shrimp!\Aw, he's embarrassed.\Sawa, I'll come visit you sometime!\Oh, me, too!\Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song!\One, two, three. response:	A new wind blows,
context: Shut up, shrimp!\Aw, he's embarrassed.\Sawa, I'll come visit you sometime!\Oh, me, too!\Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song!\One, two, three.\A new wind blows, response:	laughing, crying, and trying to sing.
context: Aw, he's embarrassed.\Sawa, I'll come visit you sometime!\Oh, me, too!\Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song!\One, two, three.\A new wind blows,\laughing, crying, and trying to sing. response:	Open your closed heart.
context: Sawa, I'll come visit you sometime!\Oh, me, too!\Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song!\One, two, three.\A new wind blows,\laughing, crying, and trying to sing.\Open your closed heart. response:	Hum the harmony of the sea breeze.
context: Oh, me, too!\Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song!\One, two, three.\A new wind blows,\laughing, crying, and trying to sing.\Open your closed heart.\Hum the harmony of the sea breeze. response:	Jan!
context: Now, the Shirohamazaka High School's Choir\and Sometimes Badminton Club will sing one last song!\One, two, three.\A new wind blows,\laughing, crying, and trying to sing.\Open your closed heart.\Hum the harmony of the sea breeze.\Jan! response:	Matsuhiro!
context: and Sometimes Badminton Club will sing one last song!\One, two, three.\A new wind blows,\laughing, crying, and trying to sing.\Open your closed heart.\Hum the harmony of the sea breeze.\Jan!\Matsuhiro! response:	Miyamoto-san, have you picked a club yet?
context: One, two, three.\A new wind blows,\laughing, crying, and trying to sing.\Open your closed heart.\Hum the harmony of the sea breeze.\Jan!\Matsuhiro!\Miyamoto-san, have you picked a club yet? response:	Huh? No, not yet.
context: A new wind blows,\laughing, crying, and trying to sing.\Open your closed heart.\Hum the harmony of the sea breeze.\Jan!\Matsuhiro!\Miyamoto-san, have you picked a club yet?\Huh? No, not yet. response:	How about this? Join us!
context: laughing, crying, and trying to sing.\Open your closed heart.\Hum the harmony of the sea breeze.\Jan!\Matsuhiro!\Miyamoto-san, have you picked a club yet?\Huh? No, not yet.\How about this? Join us! response:	August will see quite a few nice summer days,
context: Open your closed heart.\Hum the harmony of the sea breeze.\Jan!\Matsuhiro!\Miyamoto-san, have you picked a club yet?\Huh? No, not yet.\How about this? Join us!\August will see quite a few nice summer days, response:	ushering in the summer holiday atmosphere to the whole country.
context: Hum the harmony of the sea breeze.\Jan!\Matsuhiro!\Miyamoto-san, have you picked a club yet?\Huh? No, not yet.\How about this? Join us!\August will see quite a few nice summer days,\ushering in the summer holiday atmosphere to the whole country. response:	And now, the forecast for the Kanto region.
context: Jan!\Matsuhiro!\Miyamoto-san, have you picked a club yet?\Huh? No, not yet.\How about this? Join us!\August will see quite a few nice summer days,\ushering in the summer holiday atmosphere to the whole country.\And now, the forecast for the Kanto region. response:	I'm home.
