context: Onode response:	Raku!
context: What are...\you saying?\What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry!\If... If Onodera is the girl I made that promise with...\There's still no proof, however.\But... response:	If there was a simple way to just confirm it...
context: you saying?\What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry!\If... If Onodera is the girl I made that promise with...\There's still no proof, however.\But...\If there was a simple way to just confirm it... response:	So this is Chitoge-chan's house?
context: What are you doing, Ichijou Raku! Get over here!\Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry!\If... If Onodera is the girl I made that promise with...\There's still no proof, however.\But...\If there was a simple way to just confirm it...\So this is Chitoge-chan's house? response:	It's enormous!
context: Sorry, Onodera, let's pick this up again later.\Right, we'd better hurry!\If... If Onodera is the girl I made that promise with...\There's still no proof, however.\But...\If there was a simple way to just confirm it...\So this is Chitoge-chan's house?\It's enormous! response:	I know. What do Chitoge-chan's parents do for a living?
context: Right, we'd better hurry!\If... If Onodera is the girl I made that promise with...\There's still no proof, however.\But...\If there was a simple way to just confirm it...\So this is Chitoge-chan's house?\It's enormous!\I know. What do Chitoge-chan's parents do for a living? response:	What am I gonna do? My present isn't all that great.
context: If... If Onodera is the girl I made that promise with...\There's still no proof, however.\But...\If there was a simple way to just confirm it...\So this is Chitoge-chan's house?\It's enormous!\I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great. response:	Mistress would never measure people by the price of their gifts.
context: There's still no proof, however.\But...\If there was a simple way to just confirm it...\So this is Chitoge-chan's house?\It's enormous!\I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts. response:	What's up with that smug face?
context: But...\If there was a simple way to just confirm it...\So this is Chitoge-chan's house?\It's enormous!\I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts.\What's up with that smug face? response:	By the way,
context: If there was a simple way to just confirm it...\So this is Chitoge-chan's house?\It's enormous!\I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts.\What's up with that smug face?\By the way, response:	what are you doing here?
context: So this is Chitoge-chan's house?\It's enormous!\I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts.\What's up with that smug face?\By the way,\what are you doing here? response:	Oh, please! Seishirou-chan, don't be such a stranger!
context: It's enormous!\I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts.\What's up with that smug face?\By the way,\what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger! response:	Leave.
context: I know. What do Chitoge-chan's parents do for a living?\What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts.\What's up with that smug face?\By the way,\what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger!\Leave. response:	Oh, Chitoge-chan! Happy birthday!
context: What am I gonna do? My present isn't all that great.\Mistress would never measure people by the price of their gifts.\What's up with that smug face?\By the way,\what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger!\Leave.\Oh, Chitoge-chan! Happy birthday! response:	Wh-Wh... Wh-What?
context: Mistress would never measure people by the price of their gifts.\What's up with that smug face?\By the way,\what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger!\Leave.\Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What? response:	Wh-What are you all doing here?
context: What's up with that smug face?\By the way,\what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger!\Leave.\Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What?\Wh-What are you all doing here? response:	As it is your birthday, I've taken the liberty of secretly inviting all your friends!
context: By the way,\what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger!\Leave.\Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What?\Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends! response:	C-Come here a second, darling!
context: what are you doing here?\Oh, please! Seishirou-chan, don't be such a stranger!\Leave.\Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What?\Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling! response:	What do you want?
context: Oh, please! Seishirou-chan, don't be such a stranger!\Leave.\Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What?\Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling!\What do you want? response:	What should I do? I haven't told anybody that my family is a bunch of gangsters!
context: Leave.\Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What?\Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling!\What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters! response:	Huh? You still freak out over that?
context: Oh, Chitoge-chan! Happy birthday!\Wh-Wh... Wh-What?\Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling!\What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that? response:	What do you mean, over that?
context: Wh-Wh... Wh-What?\Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling!\What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that?\What do you mean, over that? response:	Because of that, I never had any real friends, remember?
context: Wh-What are you all doing here?\As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling!\What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that?\What do you mean, over that?\Because of that, I never had any real friends, remember? response:	Of course I'm freaking out!
context: As it is your birthday, I've taken the liberty of secretly inviting all your friends!\C-Come here a second, darling!\What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that?\What do you mean, over that?\Because of that, I never had any real friends, remember?\Of course I'm freaking out! response:	Hey, you guys! Wouldn't you know, this girl's family is...
context: C-Come here a second, darling!\What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that?\What do you mean, over that?\Because of that, I never had any real friends, remember?\Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is... response:	Gangsters?
context: What do you want?\What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that?\What do you mean, over that?\Because of that, I never had any real friends, remember?\Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters? response:	Kinda like the yakuza in Japan.
context: What should I do? I haven't told anybody that my family is a bunch of gangsters!\Huh? You still freak out over that?\What do you mean, over that?\Because of that, I never had any real friends, remember?\Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters?\Kinda like the yakuza in Japan. response:	I knew it! Chitoge-chan, you're a total rich girl!
context: Huh? You still freak out over that?\What do you mean, over that?\Because of that, I never had any real friends, remember?\Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters?\Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl! response:	That's amazing.
context: What do you mean, over that?\Because of that, I never had any real friends, remember?\Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters?\Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl!\That's amazing. response:	Because that makes you the same as Ichijou-kun, right?
context: Because of that, I never had any real friends, remember?\Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters?\Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl!\That's amazing.\Because that makes you the same as Ichijou-kun, right? response:	Huh? What's the matter?
context: Of course I'm freaking out!\Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters?\Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl!\That's amazing.\Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter? response:	See? No problem!
context: Hey, you guys! Wouldn't you know, this girl's family is...\Gangsters?\Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl!\That's amazing.\Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter?\See? No problem! response:	All right, this is where we'll be holding the party.
context: Gangsters?\Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl!\That's amazing.\Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter?\See? No problem!\All right, this is where we'll be holding the party. response:	Happy birthday, Mistress!
context: Kinda like the yakuza in Japan.\I knew it! Chitoge-chan, you're a total rich girl!\That's amazing.\Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter?\See? No problem!\All right, this is where we'll be holding the party.\Happy birthday, Mistress! response:	A very happy birthday to you!
context: I knew it! Chitoge-chan, you're a total rich girl!\That's amazing.\Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter?\See? No problem!\All right, this is where we'll be holding the party.\Happy birthday, Mistress!\A very happy birthday to you! response:	Hey, so you turned sixteen today, eh, Mistress?
context: That's amazing.\Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter?\See? No problem!\All right, this is where we'll be holding the party.\Happy birthday, Mistress!\A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress? response:	This kind of surprise never gets old, does it?
context: Because that makes you the same as Ichijou-kun, right?\Huh? What's the matter?\See? No problem!\All right, this is where we'll be holding the party.\Happy birthday, Mistress!\A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it? response:	Hey! Are those your friends with you?
context: Huh? What's the matter?\See? No problem!\All right, this is where we'll be holding the party.\Happy birthday, Mistress!\A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it?\Hey! Are those your friends with you? response:	This the first time you've ever brought friends home, isn't it?
context: See? No problem!\All right, this is where we'll be holding the party.\Happy birthday, Mistress!\A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it?\Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it? response:	Hey, young ladies, nice to meet you!
context: All right, this is where we'll be holding the party.\Happy birthday, Mistress!\A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it?\Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you! response:	Oh, uh, yes, it's so nice to meet you!
context: Happy birthday, Mistress!\A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it?\Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you! response:	Huh? You don't seem like your usual self today, Mistress.
context: A very happy birthday to you!\Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it?\Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress. response:	Like you're oddly happy!
context: Hey, so you turned sixteen today, eh, Mistress?\This kind of surprise never gets old, does it?\Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy! response:	Not really.
context: This kind of surprise never gets old, does it?\Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy!\Not really. response:	Well, well, I see that your friends have come to the party as well.
context: Hey! Are those your friends with you?\This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy!\Not really.\Well, well, I see that your friends have come to the party as well. response:	Oh, yes! Thank you for having us.
context: This the first time you've ever brought friends home, isn't it?\Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy!\Not really.\Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us. response:	My, my! Is that Master Raku from the Ichijou clan?
context: Hey, young ladies, nice to meet you!\Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy!\Not really.\Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan? response:	That certainly puts me on the spot.
context: Oh, uh, yes, it's so nice to meet you!\Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy!\Not really.\Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot. response:	After all, I'm sure that you have the most splendid gift for Mistress.
context: Huh? You don't seem like your usual self today, Mistress.\Like you're oddly happy!\Not really.\Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress. response:	I'm starting to have reservations about presenting her my own gift.
context: Like you're oddly happy!\Not really.\Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift. response:	I swear he's becoming more obvious with each passing second.
context: Not really.\Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second. response:	Here you go, Chitoge-chan!
context: Well, well, I see that your friends have come to the party as well.\Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan! response:	This is for you. It's a stationery set!
context: Oh, yes! Thank you for having us.\My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan!\This is for you. It's a stationery set! response:	I got you a book.
context: My, my! Is that Master Raku from the Ichijou clan?\That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan!\This is for you. It's a stationery set!\I got you a book. response:	It's not that great, but...
context: That certainly puts me on the spot.\After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan!\This is for you. It's a stationery set!\I got you a book.\It's not that great, but... response:	That's not true! I'm so happy! Really!
context: After all, I'm sure that you have the most splendid gift for Mistress.\I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan!\This is for you. It's a stationery set!\I got you a book.\It's not that great, but...\That's not true! I'm so happy! Really! response:	Mistress! Mistress!
context: I'm starting to have reservations about presenting her my own gift.\I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan!\This is for you. It's a stationery set!\I got you a book.\It's not that great, but...\That's not true! I'm so happy! Really!\Mistress! Mistress! response:	Please take a look at our gift to you!
context: I swear he's becoming more obvious with each passing second.\Here you go, Chitoge-chan!\This is for you. It's a stationery set!\I got you a book.\It's not that great, but...\That's not true! I'm so happy! Really!\Mistress! Mistress!\Please take a look at our gift to you! response:	Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!
context: Here you go, Chitoge-chan!\This is for you. It's a stationery set!\I got you a book.\It's not that great, but...\That's not true! I'm so happy! Really!\Mistress! Mistress!\Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas! response:	We heard you like them!
context: This is for you. It's a stationery set!\I got you a book.\It's not that great, but...\That's not true! I'm so happy! Really!\Mistress! Mistress!\Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them! response:	Chitoge-chan, you like Japanese folk songs?
context: I got you a book.\It's not that great, but...\That's not true! I'm so happy! Really!\Mistress! Mistress!\Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them!\Chitoge-chan, you like Japanese folk songs? response:	Well, yeah.
context: It's not that great, but...\That's not true! I'm so happy! Really!\Mistress! Mistress!\Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them!\Chitoge-chan, you like Japanese folk songs?\Well, yeah. response:	All right, I'm next.
context: That's not true! I'm so happy! Really!\Mistress! Mistress!\Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them!\Chitoge-chan, you like Japanese folk songs?\Well, yeah.\All right, I'm next. response:	I'm sure that it will pale in comparison to yours, Young Master.
context: Mistress! Mistress!\Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them!\Chitoge-chan, you like Japanese folk songs?\Well, yeah.\All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master. response:	Please accept this, Mistress!
context: Please take a look at our gift to you!\Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them!\Chitoge-chan, you like Japanese folk songs?\Well, yeah.\All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress! response:	A super-luxury, custom-ordered, Maybach!
context: Ta-da! One thousand Japanese folk CDs and a year's supply of bananas!\We heard you like them!\Chitoge-chan, you like Japanese folk songs?\Well, yeah.\All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach! response:	Whoa! Awesome!
context: We heard you like them!\Chitoge-chan, you like Japanese folk songs?\Well, yeah.\All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach!\Whoa! Awesome! response:	Well, I don't have a license, so no thanks.
context: Chitoge-chan, you like Japanese folk songs?\Well, yeah.\All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach!\Whoa! Awesome!\Well, I don't have a license, so no thanks. response:	Come on, come on, you, too! Young Master!
context: Well, yeah.\All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach!\Whoa! Awesome!\Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master! response:	You better make a splash!
context: All right, I'm next.\I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach!\Whoa! Awesome!\Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master!\You better make a splash! response:	Go for it! Go for it! Go for it!
context: I'm sure that it will pale in comparison to yours, Young Master.\Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach!\Whoa! Awesome!\Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master!\You better make a splash!\Go for it! Go for it! Go for it! response:	Damn it, could you make it any harder to hand someone a present?
context: Please accept this, Mistress!\A super-luxury, custom-ordered, Maybach!\Whoa! Awesome!\Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master!\You better make a splash!\Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present? response:	Here you go. Happy birthday!
context: A super-luxury, custom-ordered, Maybach!\Whoa! Awesome!\Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master!\You better make a splash!\Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday! response:	Hey, little punk, is this what I think it is?
context: Whoa! Awesome!\Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master!\You better make a splash!\Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday!\Hey, little punk, is this what I think it is? response:	You wouldn't be saying that Mistress is a gorilla, would you?
context: Well, I don't have a license, so no thanks.\Come on, come on, you, too! Young Master!\You better make a splash!\Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday!\Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you? response:	Huh? No way! I was trying to be serious!
context: Come on, come on, you, too! Young Master!\You better make a splash!\Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday!\Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious! response:	When I saw it in the store, I thought it was perfect!
context: You better make a splash!\Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday!\Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect! response:	Thanks. I love it!
context: Go for it! Go for it! Go for it!\Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday!\Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect!\Thanks. I love it! response:	You okay with something like that, Mistress?
context: Damn it, could you make it any harder to hand someone a present?\Here you go. Happy birthday!\Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect!\Thanks. I love it!\You okay with something like that, Mistress? response:	Well, if Mistress is okay with it, we're okay with it.
context: Here you go. Happy birthday!\Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect!\Thanks. I love it!\You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it. response:	Mistress! Why?
context: Hey, little punk, is this what I think it is?\You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect!\Thanks. I love it!\You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it.\Mistress! Why? response:	What the hell?
context: You wouldn't be saying that Mistress is a gorilla, would you?\Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect!\Thanks. I love it!\You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it.\Mistress! Why?\What the hell? response:	You can smile like that too?
context: Huh? No way! I was trying to be serious!\When I saw it in the store, I thought it was perfect!\Thanks. I love it!\You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it.\Mistress! Why?\What the hell?\You can smile like that too? response:	What, so you were here?
context: When I saw it in the store, I thought it was perfect!\Thanks. I love it!\You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it.\Mistress! Why?\What the hell?\You can smile like that too?\What, so you were here? response:	Yeah, I'm taking a break.
context: Thanks. I love it!\You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it.\Mistress! Why?\What the hell?\You can smile like that too?\What, so you were here?\Yeah, I'm taking a break. response:	Oh? Me, too.
context: You okay with something like that, Mistress?\Well, if Mistress is okay with it, we're okay with it.\Mistress! Why?\What the hell?\You can smile like that too?\What, so you were here?\Yeah, I'm taking a break.\Oh? Me, too. response:	Still, I have to say, your taste in presents really sucks.
context: Well, if Mistress is okay with it, we're okay with it.\Mistress! Why?\What the hell?\You can smile like that too?\What, so you were here?\Yeah, I'm taking a break.\Oh? Me, too.\Still, I have to say, your taste in presents really sucks. response:	I almost burst out laughing!
context: Mistress! Why?\What the hell?\You can smile like that too?\What, so you were here?\Yeah, I'm taking a break.\Oh? Me, too.\Still, I have to say, your taste in presents really sucks.\I almost burst out laughing! response:	What the hell? So you put on an act after all.
context: What the hell?\You can smile like that too?\What, so you were here?\Yeah, I'm taking a break.\Oh? Me, too.\Still, I have to say, your taste in presents really sucks.\I almost burst out laughing!\What the hell? So you put on an act after all. response:	If you don't like it, you can just toss it, okay?
context: You can smile like that too?\What, so you were here?\Yeah, I'm taking a break.\Oh? Me, too.\Still, I have to say, your taste in presents really sucks.\I almost burst out laughing!\What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay? response:	Moron!
context: What, so you were here?\Yeah, I'm taking a break.\Oh? Me, too.\Still, I have to say, your taste in presents really sucks.\I almost burst out laughing!\What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay?\Moron! response:	We're a couple, remember?
context: Yeah, I'm taking a break.\Oh? Me, too.\Still, I have to say, your taste in presents really sucks.\I almost burst out laughing!\What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay?\Moron!\We're a couple, remember? response:	If I don't cherish it, then people will start to suspect us.
context: Oh? Me, too.\Still, I have to say, your taste in presents really sucks.\I almost burst out laughing!\What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay?\Moron!\We're a couple, remember?\If I don't cherish it, then people will start to suspect us. response:	So I'm going to cherish it. Because I have no choice, okay?
context: Still, I have to say, your taste in presents really sucks.\I almost burst out laughing!\What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay?\Moron!\We're a couple, remember?\If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay? response:	Don't tell me you actually really like it deep down!
context: I almost burst out laughing!\What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay?\Moron!\We're a couple, remember?\If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down! response:	Not a chance, you moron!
context: What the hell? So you put on an act after all.\If you don't like it, you can just toss it, okay?\Moron!\We're a couple, remember?\If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down!\Not a chance, you moron! response:	Oh, yeah?
context: If you don't like it, you can just toss it, okay?\Moron!\We're a couple, remember?\If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down!\Not a chance, you moron!\Oh, yeah? response:	You're going to cherish it, huh?
context: Moron!\We're a couple, remember?\If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down!\Not a chance, you moron!\Oh, yeah?\You're going to cherish it, huh? response:	Damn it, you had me fooled with how sweetly you said it.
context: We're a couple, remember?\If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down!\Not a chance, you moron!\Oh, yeah?\You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it. response:	My heart even skipped a beat just now.
context: If I don't cherish it, then people will start to suspect us.\So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down!\Not a chance, you moron!\Oh, yeah?\You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now. response:	Wait, why is my heart skipping a beat for her?
context: So I'm going to cherish it. Because I have no choice, okay?\Don't tell me you actually really like it deep down!\Not a chance, you moron!\Oh, yeah?\You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her? response:	I just found out Onodera could possibly be my promise girl!
