context: Too slow! response:	Onii-chan!
context: But why do all these people line up for hours in this inferno for?\Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin?\This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing!\Hot... Loud... Smelly...\What a frail human. response:	It's better than it was yesterday.
context: Do they want doujinshi that badly?\Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin?\This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing!\Hot... Loud... Smelly...\What a frail human.\It's better than it was yesterday. response:	You came here yesterday?
context: Not everyone's here for the same thing, but I'm sure you'll understand once it begins.\When does it begin?\This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing!\Hot... Loud... Smelly...\What a frail human.\It's better than it was yesterday.\You came here yesterday? response:	I was actually here two days ago too.
context: When does it begin?\This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing!\Hot... Loud... Smelly...\What a frail human.\It's better than it was yesterday.\You came here yesterday?\I was actually here two days ago too. response:	A battle is something you stick with from the start.
context: This year's Summer Comic Circle Market is now open!\Please enter calmly, and no pushing!\Hot... Loud... Smelly...\What a frail human.\It's better than it was yesterday.\You came here yesterday?\I was actually here two days ago too.\A battle is something you stick with from the start. response:	Seriously, what's so fun about this?
context: Please enter calmly, and no pushing!\Hot... Loud... Smelly...\What a frail human.\It's better than it was yesterday.\You came here yesterday?\I was actually here two days ago too.\A battle is something you stick with from the start.\Seriously, what's so fun about this? response:	The answer to that is right over there.
context: Hot... Loud... Smelly...\What a frail human.\It's better than it was yesterday.\You came here yesterday?\I was actually here two days ago too.\A battle is something you stick with from the start.\Seriously, what's so fun about this?\The answer to that is right over there. response:	Running is dangerous!
context: What a frail human.\It's better than it was yesterday.\You came here yesterday?\I was actually here two days ago too.\A battle is something you stick with from the start.\Seriously, what's so fun about this?\The answer to that is right over there.\Running is dangerous! response:	Please do not run!
context: It's better than it was yesterday.\You came here yesterday?\I was actually here two days ago too.\A battle is something you stick with from the start.\Seriously, what's so fun about this?\The answer to that is right over there.\Running is dangerous!\Please do not run! response:	The ceiling's so high!
context: You came here yesterday?\I was actually here two days ago too.\A battle is something you stick with from the start.\Seriously, what's so fun about this?\The answer to that is right over there.\Running is dangerous!\Please do not run!\The ceiling's so high! response:	Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?
context: I was actually here two days ago too.\A battle is something you stick with from the start.\Seriously, what's so fun about this?\The answer to that is right over there.\Running is dangerous!\Please do not run!\The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you? response:	Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.
context: A battle is something you stick with from the start.\Seriously, what's so fun about this?\The answer to that is right over there.\Running is dangerous!\Please do not run!\The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book. response:	And... Oh, right!
context: Seriously, what's so fun about this?\The answer to that is right over there.\Running is dangerous!\Please do not run!\The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right! response:	Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?
context: The answer to that is right over there.\Running is dangerous!\Please do not run!\The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right? response:	That was so cute!
context: Running is dangerous!\Please do not run!\The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute! response:	Total recovery!
context: Please do not run!\The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute!\Total recovery! response:	Actually, those books were all made by people I know.
context: The ceiling's so high!\Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute!\Total recovery!\Actually, those books were all made by people I know. response:	What?
context: Miss Kiririn, did you have any artists you liked from the doujinshi I sent you?\Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute!\Total recovery!\Actually, those books were all made by people I know.\What? response:	Wait, seriously?
context: Well, if I had to choose, I'd say Yamanashi Ganma's Meruru book and QQQ's Reika book.\And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute!\Total recovery!\Actually, those books were all made by people I know.\What?\Wait, seriously? response:	I was thinking of making my rounds to say hello.
context: And... Oh, right!\Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute!\Total recovery!\Actually, those books were all made by people I know.\What?\Wait, seriously?\I was thinking of making my rounds to say hello. response:	Would you like to join me?
context: Sakura G. Sakura did the artbook, right? She's doing Meruru's comic version, right?\That was so cute!\Total recovery!\Actually, those books were all made by people I know.\What?\Wait, seriously?\I was thinking of making my rounds to say hello.\Would you like to join me? response:	S-Seriousl
context: That was so cute!\Total recovery!\Actually, those books were all made by people I know.\What?\Wait, seriously?\I was thinking of making my rounds to say hello.\Would you like to join me?\S-Seriousl response:	Fine, I'll go with you.
context: Total recovery!\Actually, those books were all made by people I know.\What?\Wait, seriously?\I was thinking of making my rounds to say hello.\Would you like to join me?\S-Seriousl\Fine, I'll go with you. response:	But only if you insist.
context: Actually, those books were all made by people I know.\What?\Wait, seriously?\I was thinking of making my rounds to say hello.\Would you like to join me?\S-Seriousl\Fine, I'll go with you.\But only if you insist. response:	Please do join me.
context: What?\Wait, seriously?\I was thinking of making my rounds to say hello.\Would you like to join me?\S-Seriousl\Fine, I'll go with you.\But only if you insist.\Please do join me. response:	It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?
context: Wait, seriously?\I was thinking of making my rounds to say hello.\Would you like to join me?\S-Seriousl\Fine, I'll go with you.\But only if you insist.\Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer? response:	If it's too hot, you stuff ice packs in them.
context: I was thinking of making my rounds to say hello.\Would you like to join me?\S-Seriousl\Fine, I'll go with you.\But only if you insist.\Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them. response:	You don't have a drop of sweat on you either.
context: Would you like to join me?\S-Seriousl\Fine, I'll go with you.\But only if you insist.\Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either. response:	You do things like that?
context: S-Seriousl\Fine, I'll go with you.\But only if you insist.\Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either.\You do things like that? response:	Well...
context: Fine, I'll go with you.\But only if you insist.\Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either.\You do things like that?\Well... response:	I put up a thin curtain of dark energy which protects me from the sun and heat.
context: But only if you insist.\Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either.\You do things like that?\Well...\I put up a thin curtain of dark energy which protects me from the sun and heat. response:	What? What does that mean?
context: Please do join me.\It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either.\You do things like that?\Well...\I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean? response:	You wouldn't understand.
context: It's a bit cooler because it's cloudy, but isn't it really harsh wearing a costume like that in summer?\If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either.\You do things like that?\Well...\I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean?\You wouldn't understand. response:	Just give up.
context: If it's too hot, you stuff ice packs in them.\You don't have a drop of sweat on you either.\You do things like that?\Well...\I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean?\You wouldn't understand.\Just give up. response:	I'm afraid you don't have the eyes of the Children of the Night.
context: You don't have a drop of sweat on you either.\You do things like that?\Well...\I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean?\You wouldn't understand.\Just give up.\I'm afraid you don't have the eyes of the Children of the Night. response:	You can't possibly see dark energy.
context: You do things like that?\Well...\I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean?\You wouldn't understand.\Just give up.\I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy. response:	And now you've turned all teen complex again.
context: Well...\I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean?\You wouldn't understand.\Just give up.\I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy.\And now you've turned all teen complex again. response:	You're cosplaying again today? That Maschera character?
context: I put up a thin curtain of dark energy which protects me from the sun and heat.\What? What does that mean?\You wouldn't understand.\Just give up.\I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy.\And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character? response:	Where exactly are you looking at?
context: What? What does that mean?\You wouldn't understand.\Just give up.\I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy.\And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character?\Where exactly are you looking at? response:	You're totally wrong.
context: You wouldn't understand.\Just give up.\I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy.\And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character?\Where exactly are you looking at?\You're totally wrong. response:	These are my normal clothes.
context: Just give up.\I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy.\And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character?\Where exactly are you looking at?\You're totally wrong.\These are my normal clothes. response:	If these are your normal clothes, then you can make them a bit cooler.
context: I'm afraid you don't have the eyes of the Children of the Night.\You can't possibly see dark energy.\And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character?\Where exactly are you looking at?\You're totally wrong.\These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler. response:	W-Wait, don't
context: You can't possibly see dark energy.\And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character?\Where exactly are you looking at?\You're totally wrong.\These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't response:	Much better.
context: And now you've turned all teen complex again.\You're cosplaying again today? That Maschera character?\Where exactly are you looking at?\You're totally wrong.\These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't\Much better. response:	I said that this heat was nothing to me.
context: You're cosplaying again today? That Maschera character?\Where exactly are you looking at?\You're totally wrong.\These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't\Much better.\I said that this heat was nothing to me. response:	Sure, sure. Whatever.
context: Where exactly are you looking at?\You're totally wrong.\These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't\Much better.\I said that this heat was nothing to me.\Sure, sure. Whatever. response:	You look pretty cute when you're not wearing those thick clothes.
context: You're totally wrong.\These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't\Much better.\I said that this heat was nothing to me.\Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes. response:	Could you stop giving compliments with your I'm still better attitude?
context: These are my normal clothes.\If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't\Much better.\I said that this heat was nothing to me.\Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude? response:	Seriously? Getting embarrassed?
context: If these are your normal clothes, then you can make them a bit cooler.\W-Wait, don't\Much better.\I said that this heat was nothing to me.\Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed? response:	Hold.
context: W-Wait, don't\Much better.\I said that this heat was nothing to me.\Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed?\Hold. response:	What?
context: Much better.\I said that this heat was nothing to me.\Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed?\Hold.\What? response:	West Halls 3 and 4 are for industry booths.
context: I said that this heat was nothing to me.\Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed?\Hold.\What?\West Halls 3 and 4 are for industry booths. response:	Let's go!
context: Sure, sure. Whatever.\You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed?\Hold.\What?\West Halls 3 and 4 are for industry booths.\Let's go! response:	There's something I want at the Alice+ booth!
context: You look pretty cute when you're not wearing those thick clothes.\Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed?\Hold.\What?\West Halls 3 and 4 are for industry booths.\Let's go!\There's something I want at the Alice+ booth! response:	Alice+? I've heard that name somewhere before...
context: Could you stop giving compliments with your I'm still better attitude?\Seriously? Getting embarrassed?\Hold.\What?\West Halls 3 and 4 are for industry booths.\Let's go!\There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before... response:	They made SisCaly.
context: Seriously? Getting embarrassed?\Hold.\What?\West Halls 3 and 4 are for industry booths.\Let's go!\There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before...\They made SisCaly. response:	I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!
context: Hold.\What?\West Halls 3 and 4 are for industry booths.\Let's go!\There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before...\They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc! response:	Limited edition disc?
context: What?\West Halls 3 and 4 are for industry booths.\Let's go!\There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before...\They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc? response:	A collector's item with data for the new SisCaly.
context: West Halls 3 and 4 are for industry booths.\Let's go!\There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before...\They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc?\A collector's item with data for the new SisCaly. response:	But...
context: Let's go!\There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before...\They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc?\A collector's item with data for the new SisCaly.\But... response:	Sold Out
context: There's something I want at the Alice+ booth!\Alice+? I've heard that name somewhere before...\They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc?\A collector's item with data for the new SisCaly.\But...\Sold Out response:	You would have needed to line up as soon as it opened to buy it...
context: Alice+? I've heard that name somewhere before...\They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc?\A collector's item with data for the new SisCaly.\But...\Sold Out\You would have needed to line up as soon as it opened to buy it... response:	Don't worry about it.
context: They made SisCaly.\I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc?\A collector's item with data for the new SisCaly.\But...\Sold Out\You would have needed to line up as soon as it opened to buy it...\Don't worry about it. response:	Too bad...
context: I'll go ahead! I need to buy that Limited Edition Summer Comiket Disc!\Limited edition disc?\A collector's item with data for the new SisCaly.\But...\Sold Out\You would have needed to line up as soon as it opened to buy it...\Don't worry about it.\Too bad... response:	Well, you couldn't really help it.
context: Limited edition disc?\A collector's item with data for the new SisCaly.\But...\Sold Out\You would have needed to line up as soon as it opened to buy it...\Don't worry about it.\Too bad...\Well, you couldn't really help it. response:	Shut up. Don't touch me.
context: A collector's item with data for the new SisCaly.\But...\Sold Out\You would have needed to line up as soon as it opened to buy it...\Don't worry about it.\Too bad...\Well, you couldn't really help it.\Shut up. Don't touch me. response:	Excuse me...
context: But...\Sold Out\You would have needed to line up as soon as it opened to buy it...\Don't worry about it.\Too bad...\Well, you couldn't really help it.\Shut up. Don't touch me.\Excuse me... response:	Um... there's one disc left...
context: Sold Out\You would have needed to line up as soon as it opened to buy it...\Don't worry about it.\Too bad...\Well, you couldn't really help it.\Shut up. Don't touch me.\Excuse me...\Um... there's one disc left... response:	It looks like you can get the disc if you can beat him.
context: You would have needed to line up as soon as it opened to buy it...\Don't worry about it.\Too bad...\Well, you couldn't really help it.\Shut up. Don't touch me.\Excuse me...\Um... there's one disc left...\It looks like you can get the disc if you can beat him. response:	Sounds interesting. I'll give it a go!
context: Don't worry about it.\Too bad...\Well, you couldn't really help it.\Shut up. Don't touch me.\Excuse me...\Um... there's one disc left...\It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go! response:	That staff member's won 50 straight games these last three days.
context: Too bad...\Well, you couldn't really help it.\Shut up. Don't touch me.\Excuse me...\Um... there's one disc left...\It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days. response:	They don't plan to let anyone win.
context: Well, you couldn't really help it.\Shut up. Don't touch me.\Excuse me...\Um... there's one disc left...\It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days.\They don't plan to let anyone win. response:	He's also a high-ranking player on the PC version.
context: Shut up. Don't touch me.\Excuse me...\Um... there's one disc left...\It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days.\They don't plan to let anyone win.\He's also a high-ranking player on the PC version. response:	If you give him an unanalyzed new character...
context: Excuse me...\Um... there's one disc left...\It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days.\They don't plan to let anyone win.\He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character... response:	That was fast...
context: Um... there's one disc left...\It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days.\They don't plan to let anyone win.\He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character...\That was fast... response:	Damn this crappy game!
context: It looks like you can get the disc if you can beat him.\Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days.\They don't plan to let anyone win.\He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character...\That was fast...\Damn this crappy game! response:	Like I could win!
context: Sounds interesting. I'll give it a go!\That staff member's won 50 straight games these last three days.\They don't plan to let anyone win.\He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character...\That was fast...\Damn this crappy game!\Like I could win! response:	That's such a ripoff!
context: That staff member's won 50 straight games these last three days.\They don't plan to let anyone win.\He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character...\That was fast...\Damn this crappy game!\Like I could win!\That's such a ripoff! response:	Well... you weren't great at Siscalypse to begin with...
context: They don't plan to let anyone win.\He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character...\That was fast...\Damn this crappy game!\Like I could win!\That's such a ripoff!\Well... you weren't great at Siscalypse to begin with... response:	Saori is much bette
context: He's also a high-ranking player on the PC version.\If you give him an unanalyzed new character...\That was fast...\Damn this crappy game!\Like I could win!\That's such a ripoff!\Well... you weren't great at Siscalypse to begin with...\Saori is much bette response:	My deepest apologies.
context: If you give him an unanalyzed new character...\That was fast...\Damn this crappy game!\Like I could win!\That's such a ripoff!\Well... you weren't great at Siscalypse to begin with...\Saori is much bette\My deepest apologies. response:	I thought I had him, but...
context: That was fast...\Damn this crappy game!\Like I could win!\That's such a ripoff!\Well... you weren't great at Siscalypse to begin with...\Saori is much bette\My deepest apologies.\I thought I had him, but... response:	It's fine, no one's winning that.
context: Damn this crappy game!\Like I could win!\That's such a ripoff!\Well... you weren't great at Siscalypse to begin with...\Saori is much bette\My deepest apologies.\I thought I had him, but...\It's fine, no one's winning that. response:	Too slow!
context: Like I could win!\That's such a ripoff!\Well... you weren't great at Siscalypse to begin with...\Saori is much bette\My deepest apologies.\I thought I had him, but...\It's fine, no one's winning that.\Too slow! response:	Naive!
context: That's such a ripoff!\Well... you weren't great at Siscalypse to begin with...\Saori is much bette\My deepest apologies.\I thought I had him, but...\It's fine, no one's winning that.\Too slow!\Naive! response:	You're mine!
context: Well... you weren't great at Siscalypse to begin with...\Saori is much bette\My deepest apologies.\I thought I had him, but...\It's fine, no one's winning that.\Too slow!\Naive!\You're mine! response:	She got me!
context: Saori is much bette\My deepest apologies.\I thought I had him, but...\It's fine, no one's winning that.\Too slow!\Naive!\You're mine!\She got me! response:	It'll be over soon.
context: My deepest apologies.\I thought I had him, but...\It's fine, no one's winning that.\Too slow!\Naive!\You're mine!\She got me!\It'll be over soon. response:	Impossible!
context: I thought I had him, but...\It's fine, no one's winning that.\Too slow!\Naive!\You're mine!\She got me!\It'll be over soon.\Impossible! response:	And you call yourself a little sister? How silly!
context: It's fine, no one's winning that.\Too slow!\Naive!\You're mine!\She got me!\It'll be over soon.\Impossible!\And you call yourself a little sister? How silly! response:	Kuroneko-dono!!
context: Too slow!\Naive!\You're mine!\She got me!\It'll be over soon.\Impossible!\And you call yourself a little sister? How silly!\Kuroneko-dono!! response:	How could you!
context: Naive!\You're mine!\She got me!\It'll be over soon.\Impossible!\And you call yourself a little sister? How silly!\Kuroneko-dono!!\How could you! response:	I had no idea you were so good!
context: You're mine!\She got me!\It'll be over soon.\Impossible!\And you call yourself a little sister? How silly!\Kuroneko-dono!!\How could you!\I had no idea you were so good! response:	Stifling...
context: She got me!\It'll be over soon.\Impossible!\And you call yourself a little sister? How silly!\Kuroneko-dono!!\How could you!\I had no idea you were so good!\Stifling... response:	Could you stop that?
context: It'll be over soon.\Impossible!\And you call yourself a little sister? How silly!\Kuroneko-dono!!\How could you!\I had no idea you were so good!\Stifling...\Could you stop that? response:	Wh-What?
context: Impossible!\And you call yourself a little sister? How silly!\Kuroneko-dono!!\How could you!\I had no idea you were so good!\Stifling...\Could you stop that?\Wh-What? response:	You can have this.
context: And you call yourself a little sister? How silly!\Kuroneko-dono!!\How could you!\I had no idea you were so good!\Stifling...\Could you stop that?\Wh-What?\You can have this. response:	What? What do you mean?
context: Kuroneko-dono!!\How could you!\I had no idea you were so good!\Stifling...\Could you stop that?\Wh-What?\You can have this.\What? What do you mean? response:	Oh? You don't want it?
context: How could you!\I had no idea you were so good!\Stifling...\Could you stop that?\Wh-What?\You can have this.\What? What do you mean?\Oh? You don't want it? response:	Or maybe you don't understand what I'm saying?
context: I had no idea you were so good!\Stifling...\Could you stop that?\Wh-What?\You can have this.\What? What do you mean?\Oh? You don't want it?\Or maybe you don't understand what I'm saying? response:	If you don't want it then throw it away.
context: Stifling...\Could you stop that?\Wh-What?\You can have this.\What? What do you mean?\Oh? You don't want it?\Or maybe you don't understand what I'm saying?\If you don't want it then throw it away. response:	I-I didn't say that!
context: Could you stop that?\Wh-What?\You can have this.\What? What do you mean?\Oh? You don't want it?\Or maybe you don't understand what I'm saying?\If you don't want it then throw it away.\I-I didn't say that! response:	Why not just accept it then?
context: Wh-What?\You can have this.\What? What do you mean?\Oh? You don't want it?\Or maybe you don't understand what I'm saying?\If you don't want it then throw it away.\I-I didn't say that!\Why not just accept it then? response:	Or is my beauty overwhelming you?
context: You can have this.\What? What do you mean?\Oh? You don't want it?\Or maybe you don't understand what I'm saying?\If you don't want it then throw it away.\I-I didn't say that!\Why not just accept it then?\Or is my beauty overwhelming you? response:	What a boring human.
context: What? What do you mean?\Oh? You don't want it?\Or maybe you don't understand what I'm saying?\If you don't want it then throw it away.\I-I didn't say that!\Why not just accept it then?\Or is my beauty overwhelming you?\What a boring human. response:	Why is everything you say so annoying?
context: Oh? You don't want it?\Or maybe you don't understand what I'm saying?\If you don't want it then throw it away.\I-I didn't say that!\Why not just accept it then?\Or is my beauty overwhelming you?\What a boring human.\Why is everything you say so annoying? response:	I don't see a single speck of beauty anywhere on you!
context: Or maybe you don't understand what I'm saying?\If you don't want it then throw it away.\I-I didn't say that!\Why not just accept it then?\Or is my beauty overwhelming you?\What a boring human.\Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you! response:	She just can't be honest...
context: If you don't want it then throw it away.\I-I didn't say that!\Why not just accept it then?\Or is my beauty overwhelming you?\What a boring human.\Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you!\She just can't be honest... response:	Indeed... both of them.
context: I-I didn't say that!\Why not just accept it then?\Or is my beauty overwhelming you?\What a boring human.\Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you!\She just can't be honest...\Indeed... both of them. response:	Well if you insist, I'll take it off your hands.
context: Why not just accept it then?\Or is my beauty overwhelming you?\What a boring human.\Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you!\She just can't be honest...\Indeed... both of them.\Well if you insist, I'll take it off your hands. response:	Be grateful!
context: Or is my beauty overwhelming you?\What a boring human.\Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you!\She just can't be honest...\Indeed... both of them.\Well if you insist, I'll take it off your hands.\Be grateful! response:	Hey! What's so funny?
context: What a boring human.\Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you!\She just can't be honest...\Indeed... both of them.\Well if you insist, I'll take it off your hands.\Be grateful!\Hey! What's so funny? response:	Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.
context: Why is everything you say so annoying?\I don't see a single speck of beauty anywhere on you!\She just can't be honest...\Indeed... both of them.\Well if you insist, I'll take it off your hands.\Be grateful!\Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun. response:	That's why I figured we should come here together.
context: I don't see a single speck of beauty anywhere on you!\She just can't be honest...\Indeed... both of them.\Well if you insist, I'll take it off your hands.\Be grateful!\Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together. response:	I see...
context: She just can't be honest...\Indeed... both of them.\Well if you insist, I'll take it off your hands.\Be grateful!\Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together.\I see... response:	Well, it has nothing to do with a normal person like me, though.
context: Indeed... both of them.\Well if you insist, I'll take it off your hands.\Be grateful!\Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together.\I see...\Well, it has nothing to do with a normal person like me, though. response:	Could you give me back my coat now?
context: Well if you insist, I'll take it off your hands.\Be grateful!\Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together.\I see...\Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now? response:	Thanks a lot.
context: Be grateful!\Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together.\I see...\Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now?\Thanks a lot. response:	I'm sure she
