context: Send? response:	Yes No
context: I love that noise. A sadist!\Gimme some of that.\It's sticky. Sadist.\But it tastes good. Masochist!\This aquarium is hard. Sadist.\Masochist.\Sadist.\Masochist. response:	Sadist! Sadist!
context: Gimme some of that.\It's sticky. Sadist.\But it tastes good. Masochist!\This aquarium is hard. Sadist.\Masochist.\Sadist.\Masochist.\Sadist! Sadist! response:	Masochist!
context: It's sticky. Sadist.\But it tastes good. Masochist!\This aquarium is hard. Sadist.\Masochist.\Sadist.\Masochist.\Sadist! Sadist!\Masochist! response:	This carpet is so soft, it feels quite good to step upon.
context: But it tastes good. Masochist!\This aquarium is hard. Sadist.\Masochist.\Sadist.\Masochist.\Sadist! Sadist!\Masochist!\This carpet is so soft, it feels quite good to step upon. response:	It's a masochist.
context: This aquarium is hard. Sadist.\Masochist.\Sadist.\Masochist.\Sadist! Sadist!\Masochist!\This carpet is so soft, it feels quite good to step upon.\It's a masochist. response:	You want to be stepped on that badly?
context: Masochist.\Sadist.\Masochist.\Sadist! Sadist!\Masochist!\This carpet is so soft, it feels quite good to step upon.\It's a masochist.\You want to be stepped on that badly? response:	Then I'll step on you.
context: Sadist.\Masochist.\Sadist! Sadist!\Masochist!\This carpet is so soft, it feels quite good to step upon.\It's a masochist.\You want to be stepped on that badly?\Then I'll step on you. response:	How's that? How's that?
context: Masochist.\Sadist! Sadist!\Masochist!\This carpet is so soft, it feels quite good to step upon.\It's a masochist.\You want to be stepped on that badly?\Then I'll step on you.\How's that? How's that? response:	The rooftop is high.
context: Sadist! Sadist!\Masochist!\This carpet is so soft, it feels quite good to step upon.\It's a masochist.\You want to be stepped on that badly?\Then I'll step on you.\How's that? How's that?\The rooftop is high. response:	Sadist!
context: Masochist!\This carpet is so soft, it feels quite good to step upon.\It's a masochist.\You want to be stepped on that badly?\Then I'll step on you.\How's that? How's that?\The rooftop is high.\Sadist! response:	Enough...
context: This carpet is so soft, it feels quite good to step upon.\It's a masochist.\You want to be stepped on that badly?\Then I'll step on you.\How's that? How's that?\The rooftop is high.\Sadist!\Enough... response:	The night is dark...
context: It's a masochist.\You want to be stepped on that badly?\Then I'll step on you.\How's that? How's that?\The rooftop is high.\Sadist!\Enough...\The night is dark... response:	Sadist!
context: You want to be stepped on that badly?\Then I'll step on you.\How's that? How's that?\The rooftop is high.\Sadist!\Enough...\The night is dark...\Sadist! response:	I said enough!
context: Then I'll step on you.\How's that? How's that?\The rooftop is high.\Sadist!\Enough...\The night is dark...\Sadist!\I said enough! response:	Whoops.
context: How's that? How's that?\The rooftop is high.\Sadist!\Enough...\The night is dark...\Sadist!\I said enough!\Whoops. response:	It's time.
context: The rooftop is high.\Sadist!\Enough...\The night is dark...\Sadist!\I said enough!\Whoops.\It's time. response:	I have to get going, or I'll miss my plane.
context: Sadist!\Enough...\The night is dark...\Sadist!\I said enough!\Whoops.\It's time.\I have to get going, or I'll miss my plane. response:	Why did you even come here?
context: Enough...\The night is dark...\Sadist!\I said enough!\Whoops.\It's time.\I have to get going, or I'll miss my plane.\Why did you even come here? response:	I heard that my fiancee moved into Ayakashi Kan,
context: The night is dark...\Sadist!\I said enough!\Whoops.\It's time.\I have to get going, or I'll miss my plane.\Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan, response:	so I stopped off during my trip.
context: Sadist!\I said enough!\Whoops.\It's time.\I have to get going, or I'll miss my plane.\Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip. response:	Aren't you happy?
context: I said enough!\Whoops.\It's time.\I have to get going, or I'll miss my plane.\Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip.\Aren't you happy? response:	Also,
context: Whoops.\It's time.\I have to get going, or I'll miss my plane.\Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip.\Aren't you happy?\Also, response:	I had something important to tell you,
context: It's time.\I have to get going, or I'll miss my plane.\Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip.\Aren't you happy?\Also,\I had something important to tell you, response:	but we've run out of time.
context: I have to get going, or I'll miss my plane.\Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip.\Aren't you happy?\Also,\I had something important to tell you,\but we've run out of time. response:	I'll tell you next time.
context: Why did you even come here?\I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip.\Aren't you happy?\Also,\I had something important to tell you,\but we've run out of time.\I'll tell you next time. response:	I'm sure it's nothing that important anyway.
context: I heard that my fiancee moved into Ayakashi Kan,\so I stopped off during my trip.\Aren't you happy?\Also,\I had something important to tell you,\but we've run out of time.\I'll tell you next time.\I'm sure it's nothing that important anyway. response:	I hope you have a safe trip.
context: so I stopped off during my trip.\Aren't you happy?\Also,\I had something important to tell you,\but we've run out of time.\I'll tell you next time.\I'm sure it's nothing that important anyway.\I hope you have a safe trip. response:	Take care.
context: Aren't you happy?\Also,\I had something important to tell you,\but we've run out of time.\I'll tell you next time.\I'm sure it's nothing that important anyway.\I hope you have a safe trip.\Take care. response:	Then farewell, my sex toys!
context: Also,\I had something important to tell you,\but we've run out of time.\I'll tell you next time.\I'm sure it's nothing that important anyway.\I hope you have a safe trip.\Take care.\Then farewell, my sex toys! response:	I'll come back to discipline you.
context: I had something important to tell you,\but we've run out of time.\I'll tell you next time.\I'm sure it's nothing that important anyway.\I hope you have a safe trip.\Take care.\Then farewell, my sex toys!\I'll come back to discipline you. response:	Be sure to await it!
context: but we've run out of time.\I'll tell you next time.\I'm sure it's nothing that important anyway.\I hope you have a safe trip.\Take care.\Then farewell, my sex toys!\I'll come back to discipline you.\Be sure to await it! response:	I'm impressed you managed to exchange letters with that guy...
context: I'll tell you next time.\I'm sure it's nothing that important anyway.\I hope you have a safe trip.\Take care.\Then farewell, my sex toys!\I'll come back to discipline you.\Be sure to await it!\I'm impressed you managed to exchange letters with that guy... response:	I love him.
context: I'm sure it's nothing that important anyway.\I hope you have a safe trip.\Take care.\Then farewell, my sex toys!\I'll come back to discipline you.\Be sure to await it!\I'm impressed you managed to exchange letters with that guy...\I love him. response:	I told you. I was just practicing my handwriting.
context: I hope you have a safe trip.\Take care.\Then farewell, my sex toys!\I'll come back to discipline you.\Be sure to await it!\I'm impressed you managed to exchange letters with that guy...\I love him.\I told you. I was just practicing my handwriting. response:	Besides...
context: Take care.\Then farewell, my sex toys!\I'll come back to discipline you.\Be sure to await it!\I'm impressed you managed to exchange letters with that guy...\I love him.\I told you. I was just practicing my handwriting.\Besides... response:	Miss Ririchiyo...
context: Then farewell, my sex toys!\I'll come back to discipline you.\Be sure to await it!\I'm impressed you managed to exchange letters with that guy...\I love him.\I told you. I was just practicing my handwriting.\Besides...\Miss Ririchiyo... response:	You'll catch a chill out here.
context: I'll come back to discipline you.\Be sure to await it!\I'm impressed you managed to exchange letters with that guy...\I love him.\I told you. I was just practicing my handwriting.\Besides...\Miss Ririchiyo...\You'll catch a chill out here. response:	Let us return to your room.
context: Be sure to await it!\I'm impressed you managed to exchange letters with that guy...\I love him.\I told you. I was just practicing my handwriting.\Besides...\Miss Ririchiyo...\You'll catch a chill out here.\Let us return to your room. response:	You're right.
context: I'm impressed you managed to exchange letters with that guy...\I love him.\I told you. I was just practicing my handwriting.\Besides...\Miss Ririchiyo...\You'll catch a chill out here.\Let us return to your room.\You're right. response:	It isn't like there was anything I wanted to tell him back then.
context: I love him.\I told you. I was just practicing my handwriting.\Besides...\Miss Ririchiyo...\You'll catch a chill out here.\Let us return to your room.\You're right.\It isn't like there was anything I wanted to tell him back then. response:	It isn't like there was anything I wanted to tell him back then.
context: I told you. I was just practicing my handwriting.\Besides...\Miss Ririchiyo...\You'll catch a chill out here.\Let us return to your room.\You're right.\It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then. response:	Just...
context: Besides...\Miss Ririchiyo...\You'll catch a chill out here.\Let us return to your room.\You're right.\It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then.\Just... response:	He said that Miketsukami used to serve him.
context: Miss Ririchiyo...\You'll catch a chill out here.\Let us return to your room.\You're right.\It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then.\Just...\He said that Miketsukami used to serve him. response:	So,
context: You'll catch a chill out here.\Let us return to your room.\You're right.\It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then.\Just...\He said that Miketsukami used to serve him.\So, response:	does that mean he knew I had a fiance?
context: Let us return to your room.\You're right.\It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then.\Just...\He said that Miketsukami used to serve him.\So,\does that mean he knew I had a fiance? response:	Don't underestimate me just because I'm a tanuki.
context: You're right.\It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then.\Just...\He said that Miketsukami used to serve him.\So,\does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki. response:	I am bad!
context: It isn't like there was anything I wanted to tell him back then.\It isn't like there was anything I wanted to tell him back then.\Just...\He said that Miketsukami used to serve him.\So,\does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki.\I am bad! response:	Treat me like a pet, and you'll get hurt.
context: It isn't like there was anything I wanted to tell him back then.\Just...\He said that Miketsukami used to serve him.\So,\does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki.\I am bad!\Treat me like a pet, and you'll get hurt. response:	Watanuki's great...
context: Just...\He said that Miketsukami used to serve him.\So,\does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki.\I am bad!\Treat me like a pet, and you'll get hurt.\Watanuki's great... response:	You're so cute.
context: He said that Miketsukami used to serve him.\So,\does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki.\I am bad!\Treat me like a pet, and you'll get hurt.\Watanuki's great...\You're so cute. response:	I-I'm not cute!
context: So,\does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki.\I am bad!\Treat me like a pet, and you'll get hurt.\Watanuki's great...\You're so cute.\I-I'm not cute! response:	But I like the cute Watanuki...
context: does that mean he knew I had a fiance?\Don't underestimate me just because I'm a tanuki.\I am bad!\Treat me like a pet, and you'll get hurt.\Watanuki's great...\You're so cute.\I-I'm not cute!\But I like the cute Watanuki... response:	Is that wrong?
context: Don't underestimate me just because I'm a tanuki.\I am bad!\Treat me like a pet, and you'll get hurt.\Watanuki's great...\You're so cute.\I-I'm not cute!\But I like the cute Watanuki...\Is that wrong? response:	Don't Think.
context: I am bad!\Treat me like a pet, and you'll get hurt.\Watanuki's great...\You're so cute.\I-I'm not cute!\But I like the cute Watanuki...\Is that wrong?\Don't Think. response:	I-It's not wrong!
context: Treat me like a pet, and you'll get hurt.\Watanuki's great...\You're so cute.\I-I'm not cute!\But I like the cute Watanuki...\Is that wrong?\Don't Think.\I-It's not wrong! response:	It's fine!
context: Watanuki's great...\You're so cute.\I-I'm not cute!\But I like the cute Watanuki...\Is that wrong?\Don't Think.\I-It's not wrong!\It's fine! response:	Don't Think
context: You're so cute.\I-I'm not cute!\But I like the cute Watanuki...\Is that wrong?\Don't Think.\I-It's not wrong!\It's fine!\Don't Think response:	For watching until the end, without changing the channel, you're a masochist!
context: I-I'm not cute!\But I like the cute Watanuki...\Is that wrong?\Don't Think.\I-It's not wrong!\It's fine!\Don't Think\For watching until the end, without changing the channel, you're a masochist! response:	For reading text this small, you're a sadist!!
