context: Kimi ni Todoke response:	Episode 12 TL
context: I'm sure you would have.\Anything else?\No.\I just wanted to tell you.\Sawako.\I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him. response:	Even though I was rejected in the end.
context: Anything else?\No.\I just wanted to tell you.\Sawako.\I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end. response:	I'm happy to have been rivals with you.
context: No.\I just wanted to tell you.\Sawako.\I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end.\I'm happy to have been rivals with you. response:	I overheard what you were saying earlier.
context: I just wanted to tell you.\Sawako.\I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end.\I'm happy to have been rivals with you.\I overheard what you were saying earlier. response:	To Sadako, I mean.
context: Sawako.\I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end.\I'm happy to have been rivals with you.\I overheard what you were saying earlier.\To Sadako, I mean. response:	And?
context: I told you that I clearly told Kazehaya how I felt about him.\I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end.\I'm happy to have been rivals with you.\I overheard what you were saying earlier.\To Sadako, I mean.\And? response:	Nothing, just thought it was unexpected.
context: I was only able to do that because of you.\If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end.\I'm happy to have been rivals with you.\I overheard what you were saying earlier.\To Sadako, I mean.\And?\Nothing, just thought it was unexpected. response:	Yeah. She came to me expecting that I'd yell at her, and I was planning to.
context: If you weren't there, there's no way I would've ever been able to tell him.\Even though I was rejected in the end.\I'm happy to have been rivals with you.\I overheard what you were saying earlier.\To Sadako, I mean.\And?\Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to. response:	Oh.
context: Even though I was rejected in the end.\I'm happy to have been rivals with you.\I overheard what you were saying earlier.\To Sadako, I mean.\And?\Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh. response:	But she didn't say anything.
context: I'm happy to have been rivals with you.\I overheard what you were saying earlier.\To Sadako, I mean.\And?\Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh.\But she didn't say anything. response:	If she had said thank you or I'm sorry, I would've punched her.
context: I overheard what you were saying earlier.\To Sadako, I mean.\And?\Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh.\But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her. response:	Did you ever hope that maybe I would get with Sadako?
context: To Sadako, I mean.\And?\Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh.\But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako? response:	No, that's impossible.
context: And?\Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh.\But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako?\No, that's impossible. response:	That hurts.
context: Nothing, just thought it was unexpected.\Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh.\But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako?\No, that's impossible.\That hurts. response:	It's impossible.
context: Yeah. She came to me expecting that I'd yell at her, and I was planning to.\Oh.\But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako?\No, that's impossible.\That hurts.\It's impossible. response:	If Kazehaya was going to fall for me, he would've already done it long ago.
context: Oh.\But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako?\No, that's impossible.\That hurts.\It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago. response:	I tried my best, but it wasn't possible.
context: But she didn't say anything.\If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako?\No, that's impossible.\That hurts.\It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible. response:	If I had looked more closely, I would've seen it.
context: If she had said thank you or I'm sorry, I would've punched her.\Did you ever hope that maybe I would get with Sadako?\No, that's impossible.\That hurts.\It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it. response:	Kazehaya's a different person when he's with her compared to how he is with other girls.
context: Did you ever hope that maybe I would get with Sadako?\No, that's impossible.\That hurts.\It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls. response:	I've never seen him with that sort of expression before.
context: No, that's impossible.\That hurts.\It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before. response:	I've never knew that side of him.
context: That hurts.\It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before.\I've never knew that side of him. response:	Even if I hate it, I understand it now.
context: It's impossible.\If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before.\I've never knew that side of him.\Even if I hate it, I understand it now. response:	Kazehaya will never like me now.
context: If Kazehaya was going to fall for me, he would've already done it long ago.\I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before.\I've never knew that side of him.\Even if I hate it, I understand it now.\Kazehaya will never like me now. response:	I did something he hates more than anything else, after all.
context: I tried my best, but it wasn't possible.\If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before.\I've never knew that side of him.\Even if I hate it, I understand it now.\Kazehaya will never like me now.\I did something he hates more than anything else, after all. response:	It's impossible for you to be with him.
context: If I had looked more closely, I would've seen it.\Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before.\I've never knew that side of him.\Even if I hate it, I understand it now.\Kazehaya will never like me now.\I did something he hates more than anything else, after all.\It's impossible for you to be with him. response:	I bet you're thinking now, that it would have been better if you were a guy.
context: Kazehaya's a different person when he's with her compared to how he is with other girls.\I've never seen him with that sort of expression before.\I've never knew that side of him.\Even if I hate it, I understand it now.\Kazehaya will never like me now.\I did something he hates more than anything else, after all.\It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy. response:	And that even if he knew about what you did, it'd be okay.
context: I've never seen him with that sort of expression before.\I've never knew that side of him.\Even if I hate it, I understand it now.\Kazehaya will never like me now.\I did something he hates more than anything else, after all.\It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay. response:	I don't need to hear that from you.
context: I've never knew that side of him.\Even if I hate it, I understand it now.\Kazehaya will never like me now.\I did something he hates more than anything else, after all.\It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you. response:	When I think that this can finally end now,
context: Even if I hate it, I understand it now.\Kazehaya will never like me now.\I did something he hates more than anything else, after all.\It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you.\When I think that this can finally end now, response:	I actually feel somewhat relieved.
context: Kazehaya will never like me now.\I did something he hates more than anything else, after all.\It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you.\When I think that this can finally end now,\I actually feel somewhat relieved. response:	So many unexpected things.
context: I did something he hates more than anything else, after all.\It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you.\When I think that this can finally end now,\I actually feel somewhat relieved.\So many unexpected things. response:	Kazehaya actually really likes Sadako,
context: It's impossible for you to be with him.\I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you.\When I think that this can finally end now,\I actually feel somewhat relieved.\So many unexpected things.\Kazehaya actually really likes Sadako, response:	and even Kurumi can't handle everything perfectly.
context: I bet you're thinking now, that it would have been better if you were a guy.\And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you.\When I think that this can finally end now,\I actually feel somewhat relieved.\So many unexpected things.\Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly. response:	And Sadako is much cuter than I thought she'd be.
context: And that even if he knew about what you did, it'd be okay.\I don't need to hear that from you.\When I think that this can finally end now,\I actually feel somewhat relieved.\So many unexpected things.\Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be. response:	I guess I'm glad all of this happened before I started to like her.
context: I don't need to hear that from you.\When I think that this can finally end now,\I actually feel somewhat relieved.\So many unexpected things.\Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her. response:	I think the fact that I think that is the most unexpected of them all.
context: When I think that this can finally end now,\I actually feel somewhat relieved.\So many unexpected things.\Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all. response:	Are you serious?
context: I actually feel somewhat relieved.\So many unexpected things.\Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all.\Are you serious? response:	Serious.
context: So many unexpected things.\Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all.\Are you serious?\Serious. response:	Stop hitting on her already!
context: Kazehaya actually really likes Sadako,\and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all.\Are you serious?\Serious.\Stop hitting on her already! response:	I'm not!
context: and even Kurumi can't handle everything perfectly.\And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all.\Are you serious?\Serious.\Stop hitting on her already!\I'm not! response:	Oh, and you're nicer than I thought.
context: And Sadako is much cuter than I thought she'd be.\I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all.\Are you serious?\Serious.\Stop hitting on her already!\I'm not!\Oh, and you're nicer than I thought. response:	I wasn't able to say anything.
context: I guess I'm glad all of this happened before I started to like her.\I think the fact that I think that is the most unexpected of them all.\Are you serious?\Serious.\Stop hitting on her already!\I'm not!\Oh, and you're nicer than I thought.\I wasn't able to say anything. response:	I felt that there was nothing I could say.
context: I think the fact that I think that is the most unexpected of them all.\Are you serious?\Serious.\Stop hitting on her already!\I'm not!\Oh, and you're nicer than I thought.\I wasn't able to say anything.\I felt that there was nothing I could say. response:	If I were you, I think I would've done it the exact same way.
context: Are you serious?\Serious.\Stop hitting on her already!\I'm not!\Oh, and you're nicer than I thought.\I wasn't able to say anything.\I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way. response:	There's nothing you could've sad.
context: Serious.\Stop hitting on her already!\I'm not!\Oh, and you're nicer than I thought.\I wasn't able to say anything.\I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way.\There's nothing you could've sad. response:	It was because Kurumi was there.
context: Stop hitting on her already!\I'm not!\Oh, and you're nicer than I thought.\I wasn't able to say anything.\I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way.\There's nothing you could've sad.\It was because Kurumi was there. response:	If she weren't there...
context: I'm not!\Oh, and you're nicer than I thought.\I wasn't able to say anything.\I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way.\There's nothing you could've sad.\It was because Kurumi was there.\If she weren't there... response:	I'm so glad we were rivals.
context: Oh, and you're nicer than I thought.\I wasn't able to say anything.\I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way.\There's nothing you could've sad.\It was because Kurumi was there.\If she weren't there...\I'm so glad we were rivals. response:	Both of those thoughts are true, but neither of them are things I can say to her.
context: I wasn't able to say anything.\I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way.\There's nothing you could've sad.\It was because Kurumi was there.\If she weren't there...\I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her. response:	Ryu!
context: I felt that there was nothing I could say.\If I were you, I think I would've done it the exact same way.\There's nothing you could've sad.\It was because Kurumi was there.\If she weren't there...\I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her.\Ryu! response:	See you, Sawa!
context: If I were you, I think I would've done it the exact same way.\There's nothing you could've sad.\It was because Kurumi was there.\If she weren't there...\I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her.\Ryu!\See you, Sawa! response:	What?
context: There's nothing you could've sad.\It was because Kurumi was there.\If she weren't there...\I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her.\Ryu!\See you, Sawa!\What? response:	Whatever!
context: It was because Kurumi was there.\If she weren't there...\I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her.\Ryu!\See you, Sawa!\What?\Whatever! response:	See you, Shota.
context: If she weren't there...\I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her.\Ryu!\See you, Sawa!\What?\Whatever!\See you, Shota. response:	Bye!
context: I'm so glad we were rivals.\Both of those thoughts are true, but neither of them are things I can say to her.\Ryu!\See you, Sawa!\What?\Whatever!\See you, Shota.\Bye! response:	Oh, I see.
context: Both of those thoughts are true, but neither of them are things I can say to her.\Ryu!\See you, Sawa!\What?\Whatever!\See you, Shota.\Bye!\Oh, I see. response:	Yay!
context: Ryu!\See you, Sawa!\What?\Whatever!\See you, Shota.\Bye!\Oh, I see.\Yay! response:	Oh right, Chizuru.
context: See you, Sawa!\What?\Whatever!\See you, Shota.\Bye!\Oh, I see.\Yay!\Oh right, Chizuru. response:	Hm?
context: What?\Whatever!\See you, Shota.\Bye!\Oh, I see.\Yay!\Oh right, Chizuru.\Hm? response:	I like you.
context: Whatever!\See you, Shota.\Bye!\Oh, I see.\Yay!\Oh right, Chizuru.\Hm?\I like you. response:	What!
context: See you, Shota.\Bye!\Oh, I see.\Yay!\Oh right, Chizuru.\Hm?\I like you.\What! response:	Y-You surprised me!
context: Bye!\Oh, I see.\Yay!\Oh right, Chizuru.\Hm?\I like you.\What!\Y-You surprised me! response:	Just saying.
context: Oh, I see.\Yay!\Oh right, Chizuru.\Hm?\I like you.\What!\Y-You surprised me!\Just saying. response:	I knew that already!
context: Yay!\Oh right, Chizuru.\Hm?\I like you.\What!\Y-You surprised me!\Just saying.\I knew that already! response:	Different people in different positions with different feelings...
context: Oh right, Chizuru.\Hm?\I like you.\What!\Y-You surprised me!\Just saying.\I knew that already!\Different people in different positions with different feelings... response:	See you tomorrow!
context: Hm?\I like you.\What!\Y-You surprised me!\Just saying.\I knew that already!\Different people in different positions with different feelings...\See you tomorrow! response:	See you!
context: I like you.\What!\Y-You surprised me!\Just saying.\I knew that already!\Different people in different positions with different feelings...\See you tomorrow!\See you! response:	Kazehaya!
context: What!\Y-You surprised me!\Just saying.\I knew that already!\Different people in different positions with different feelings...\See you tomorrow!\See you!\Kazehaya! response:	Hm?
context: Y-You surprised me!\Just saying.\I knew that already!\Different people in different positions with different feelings...\See you tomorrow!\See you!\Kazehaya!\Hm? response:	No, nothing.
context: Just saying.\I knew that already!\Different people in different positions with different feelings...\See you tomorrow!\See you!\Kazehaya!\Hm?\No, nothing. response:	I'm happy to have been rivals with you.
context: I knew that already!\Different people in different positions with different feelings...\See you tomorrow!\See you!\Kazehaya!\Hm?\No, nothing.\I'm happy to have been rivals with you. response:	I'll treasure him.
context: Different people in different positions with different feelings...\See you tomorrow!\See you!\Kazehaya!\Hm?\No, nothing.\I'm happy to have been rivals with you.\I'll treasure him. response:	I'll treasure this.
context: See you tomorrow!\See you!\Kazehaya!\Hm?\No, nothing.\I'm happy to have been rivals with you.\I'll treasure him.\I'll treasure this. response:	I'll always
context: See you!\Kazehaya!\Hm?\No, nothing.\I'm happy to have been rivals with you.\I'll treasure him.\I'll treasure this.\I'll always response:	treasure this.
context: Kazehaya!\Hm?\No, nothing.\I'm happy to have been rivals with you.\I'll treasure him.\I'll treasure this.\I'll always\treasure this. response:	I've gained another precious memory today.
context: Hm?\No, nothing.\I'm happy to have been rivals with you.\I'll treasure him.\I'll treasure this.\I'll always\treasure this.\I've gained another precious memory today. response:	I made you wait again!
context: No, nothing.\I'm happy to have been rivals with you.\I'll treasure him.\I'll treasure this.\I'll always\treasure this.\I've gained another precious memory today.\I made you wait again! response:	I've been waiting for you for so long
context: I'm happy to have been rivals with you.\I'll treasure him.\I'll treasure this.\I'll always\treasure this.\I've gained another precious memory today.\I made you wait again!\I've been waiting for you for so long response:	I'm sorry!
context: I'll treasure him.\I'll treasure this.\I'll always\treasure this.\I've gained another precious memory today.\I made you wait again!\I've been waiting for you for so long\I'm sorry! response:	D-Don't worry, I just came early.
context: I'll treasure this.\I'll always\treasure this.\I've gained another precious memory today.\I made you wait again!\I've been waiting for you for so long\I'm sorry!\D-Don't worry, I just came early. response:	I was so nervous that I woke up ahead of schedule.
context: I'll always\treasure this.\I've gained another precious memory today.\I made you wait again!\I've been waiting for you for so long\I'm sorry!\D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule. response:	I did too!
context: treasure this.\I've gained another precious memory today.\I made you wait again!\I've been waiting for you for so long\I'm sorry!\D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule.\I did too! response:	that even your sighs and hesitation have become precious.
context: I've gained another precious memory today.\I made you wait again!\I've been waiting for you for so long\I'm sorry!\D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule.\I did too!\that even your sighs and hesitation have become precious. response:	How's right here?
context: I made you wait again!\I've been waiting for you for so long\I'm sorry!\D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule.\I did too!\that even your sighs and hesitation have become precious.\How's right here? response:	Wow, they recline!
context: I've been waiting for you for so long\I'm sorry!\D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule.\I did too!\that even your sighs and hesitation have become precious.\How's right here?\Wow, they recline! response:	I want to reach you.
context: I'm sorry!\D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule.\I did too!\that even your sighs and hesitation have become precious.\How's right here?\Wow, they recline!\I want to reach you. response:	It's different from a movie theater, isn't it?
context: D-Don't worry, I just came early.\I was so nervous that I woke up ahead of schedule.\I did too!\that even your sighs and hesitation have become precious.\How's right here?\Wow, they recline!\I want to reach you.\It's different from a movie theater, isn't it? response:	I want to reach you.
context: I was so nervous that I woke up ahead of schedule.\I did too!\that even your sighs and hesitation have become precious.\How's right here?\Wow, they recline!\I want to reach you.\It's different from a movie theater, isn't it?\I want to reach you. response:	I don't mind if this emotion is what they call love,
context: I did too!\that even your sighs and hesitation have become precious.\How's right here?\Wow, they recline!\I want to reach you.\It's different from a movie theater, isn't it?\I want to reach you.\I don't mind if this emotion is what they call love, response:	and I don't care if I get hurt by it.
context: that even your sighs and hesitation have become precious.\How's right here?\Wow, they recline!\I want to reach you.\It's different from a movie theater, isn't it?\I want to reach you.\I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it. response:	I just want to tell you, over and over again.
context: How's right here?\Wow, they recline!\I want to reach you.\It's different from a movie theater, isn't it?\I want to reach you.\I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it.\I just want to tell you, over and over again. response:	This was your Christmas gift.
context: Wow, they recline!\I want to reach you.\It's different from a movie theater, isn't it?\I want to reach you.\I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it.\I just want to tell you, over and over again.\This was your Christmas gift. response:	I want to reach you.
context: I want to reach you.\It's different from a movie theater, isn't it?\I want to reach you.\I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it.\I just want to tell you, over and over again.\This was your Christmas gift.\I want to reach you. response:	And this was your Valentine's Day gift.
context: It's different from a movie theater, isn't it?\I want to reach you.\I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it.\I just want to tell you, over and over again.\This was your Christmas gift.\I want to reach you.\And this was your Valentine's Day gift. response:	I've wanted to give them to you, but I couldn't bring myself to do it until now.
context: I want to reach you.\I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it.\I just want to tell you, over and over again.\This was your Christmas gift.\I want to reach you.\And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now. response:	They're delicious.
context: I don't mind if this emotion is what they call love,\and I don't care if I get hurt by it.\I just want to tell you, over and over again.\This was your Christmas gift.\I want to reach you.\And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious. response:	I'm so happy.
context: and I don't care if I get hurt by it.\I just want to tell you, over and over again.\This was your Christmas gift.\I want to reach you.\And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious.\I'm so happy. response:	I don't know the first thing about being a good girlfriend, but
context: I just want to tell you, over and over again.\This was your Christmas gift.\I want to reach you.\And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious.\I'm so happy.\I don't know the first thing about being a good girlfriend, but response:	Kuronuma, it's not a job.
context: This was your Christmas gift.\I want to reach you.\And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious.\I'm so happy.\I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job. response:	It's not a job.
context: I want to reach you.\And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious.\I'm so happy.\I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job.\It's not a job. response:	Just be yourself.
context: And this was your Valentine's Day gift.\I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious.\I'm so happy.\I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job.\It's not a job.\Just be yourself. response:	I'm so happy, almost too happy, that sometimes I wish time would pass even faster.
context: I've wanted to give them to you, but I couldn't bring myself to do it until now.\They're delicious.\I'm so happy.\I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job.\It's not a job.\Just be yourself.\I'm so happy, almost too happy, that sometimes I wish time would pass even faster. response:	Faster, so that being with you would become something normal.
context: They're delicious.\I'm so happy.\I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job.\It's not a job.\Just be yourself.\I'm so happy, almost too happy, that sometimes I wish time would pass even faster.\Faster, so that being with you would become something normal. response:	Don't wish for something so wasteful.
context: I'm so happy.\I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job.\It's not a job.\Just be yourself.\I'm so happy, almost too happy, that sometimes I wish time would pass even faster.\Faster, so that being with you would become something normal.\Don't wish for something so wasteful. response:	I'm sorry.
context: I don't know the first thing about being a good girlfriend, but\Kuronuma, it's not a job.\It's not a job.\Just be yourself.\I'm so happy, almost too happy, that sometimes I wish time would pass even faster.\Faster, so that being with you would become something normal.\Don't wish for something so wasteful.\I'm sorry. response:	I always thought that only I had feelings for you and not the other way around,
context: Kuronuma, it's not a job.\It's not a job.\Just be yourself.\I'm so happy, almost too happy, that sometimes I wish time would pass even faster.\Faster, so that being with you would become something normal.\Don't wish for something so wasteful.\I'm sorry.\I always thought that only I had feelings for you and not the other way around, response:	and that I was the only one who felt such happiness.
context: It's not a job.\Just be yourself.\I'm so happy, almost too happy, that sometimes I wish time would pass even faster.\Faster, so that being with you would become something normal.\Don't wish for something so wasteful.\I'm sorry.\I always thought that only I had feelings for you and not the other way around,\and that I was the only one who felt such happiness. response:	Kazehaya feels the exact same way I do.
