context: Caviar and foie gras, truffles, lobster and shark fin spring rolls, response:	fried sea urchin and filet mignon...
context: Grow a spine, will you?\Didn't you just decide to go for it?\But...\Seriously, what was her problem this afternoon?\I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something. response:	At this rate, it'll be annihilated by the time I find the promise girl.
context: Didn't you just decide to go for it?\But...\Seriously, what was her problem this afternoon?\I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl. response:	I wonder what she's doing these days.
context: But...\Seriously, what was her problem this afternoon?\I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days. response:	It's been ten years since we made that promise.
context: Seriously, what was her problem this afternoon?\I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days.\It's been ten years since we made that promise. response:	I wouldn't be surprised if she doesn't even remember it anymore.
context: I don't understand women at all.\Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days.\It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore. response:	Oh!
context: Like seriously, is there any way to get her not to deck people at the drop of a hat?\My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days.\It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore.\Oh! response:	Ah, sorry!
context: My pendant's getting thrashed thanks to her.\Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days.\It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore.\Oh!\Ah, sorry! response:	No, I'm sorry.
context: Maybe I should put a new chain on it or something.\At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days.\It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore.\Oh!\Ah, sorry!\No, I'm sorry. response:	Hey, sorry about that!
context: At this rate, it'll be annihilated by the time I find the promise girl.\I wonder what she's doing these days.\It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore.\Oh!\Ah, sorry!\No, I'm sorry.\Hey, sorry about that! response:	Watch where you're going!
context: I wonder what she's doing these days.\It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore.\Oh!\Ah, sorry!\No, I'm sorry.\Hey, sorry about that!\Watch where you're going! response:	Wow, finally. You're late, you know?
context: It's been ten years since we made that promise.\I wouldn't be surprised if she doesn't even remember it anymore.\Oh!\Ah, sorry!\No, I'm sorry.\Hey, sorry about that!\Watch where you're going!\Wow, finally. You're late, you know? response:	You've got some nerve, showing up late, you perverted bean sprout.
context: I wouldn't be surprised if she doesn't even remember it anymore.\Oh!\Ah, sorry!\No, I'm sorry.\Hey, sorry about that!\Watch where you're going!\Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout. response:	Would you mind getting to work?
context: Oh!\Ah, sorry!\No, I'm sorry.\Hey, sorry about that!\Watch where you're going!\Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work? response:	Huh? What?
context: Ah, sorry!\No, I'm sorry.\Hey, sorry about that!\Watch where you're going!\Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work?\Huh? What? response:	Hey, that stuff earlier, was that you trying to thank me?
context: No, I'm sorry.\Hey, sorry about that!\Watch where you're going!\Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work?\Huh? What?\Hey, that stuff earlier, was that you trying to thank me? response:	Have you got a brain in your head?
context: Hey, sorry about that!\Watch where you're going!\Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work?\Huh? What?\Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head? response:	I-I'd never do such a thing!
context: Watch where you're going!\Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work?\Huh? What?\Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head?\I-I'd never do such a thing! response:	Why should I have to thank you?
context: Wow, finally. You're late, you know?\You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work?\Huh? What?\Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head?\I-I'd never do such a thing!\Why should I have to thank you? response:	I guess not, huh?
context: You've got some nerve, showing up late, you perverted bean sprout.\Would you mind getting to work?\Huh? What?\Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head?\I-I'd never do such a thing!\Why should I have to thank you?\I guess not, huh? response:	You're not the type to do that anyway.
context: Would you mind getting to work?\Huh? What?\Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head?\I-I'd never do such a thing!\Why should I have to thank you?\I guess not, huh?\You're not the type to do that anyway. response:	Why, you...
context: Huh? What?\Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head?\I-I'd never do such a thing!\Why should I have to thank you?\I guess not, huh?\You're not the type to do that anyway.\Why, you... response:	Well then, why did you rescue me?
context: Hey, that stuff earlier, was that you trying to thank me?\Have you got a brain in your head?\I-I'd never do such a thing!\Why should I have to thank you?\I guess not, huh?\You're not the type to do that anyway.\Why, you...\Well then, why did you rescue me? response:	I thought you didn't like me.
context: Have you got a brain in your head?\I-I'd never do such a thing!\Why should I have to thank you?\I guess not, huh?\You're not the type to do that anyway.\Why, you...\Well then, why did you rescue me?\I thought you didn't like me. response:	Don't be stupid! Of course I'd still rescue you!
context: I-I'd never do such a thing!\Why should I have to thank you?\I guess not, huh?\You're not the type to do that anyway.\Why, you...\Well then, why did you rescue me?\I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you! response:	You're saying you'd let someone drown if you didn't like them?
context: Why should I have to thank you?\I guess not, huh?\You're not the type to do that anyway.\Why, you...\Well then, why did you rescue me?\I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them? response:	Well, sorry, but I didn't have time to even consider something so absurd!
context: I guess not, huh?\You're not the type to do that anyway.\Why, you...\Well then, why did you rescue me?\I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd! response:	I was running in before I knew it. Even I was surprised...
context: You're not the type to do that anyway.\Why, you...\Well then, why did you rescue me?\I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised... response:	Well, I guess it's pretty clear why.
context: Why, you...\Well then, why did you rescue me?\I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why. response:	Even if we're faking it, we're still boyfriend and girlfriend.
context: Well then, why did you rescue me?\I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend. response:	There's probably some unknown power at work, right?
context: I thought you didn't like me.\Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right? response:	Just saying!
context: Don't be stupid! Of course I'd still rescue you!\You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right?\Just saying! response:	Huh? What's with that reaction? Are you kidding me?
context: You're saying you'd let someone drown if you didn't like them?\Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right?\Just saying!\Huh? What's with that reaction? Are you kidding me? response:	Hey, hey, aren't you gonna rip into me?
context: Well, sorry, but I didn't have time to even consider something so absurd!\I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right?\Just saying!\Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me? response:	Don't leave me hanging!
context: I was running in before I knew it. Even I was surprised...\Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right?\Just saying!\Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me?\Don't leave me hanging! response:	Huh? Oh...
context: Well, I guess it's pretty clear why.\Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right?\Just saying!\Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me?\Don't leave me hanging!\Huh? Oh... response:	Then...
context: Even if we're faking it, we're still boyfriend and girlfriend.\There's probably some unknown power at work, right?\Just saying!\Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me?\Don't leave me hanging!\Huh? Oh...\Then... response:	Thank you for saving me. I'm sorry.
context: There's probably some unknown power at work, right?\Just saying!\Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me?\Don't leave me hanging!\Huh? Oh...\Then...\Thank you for saving me. I'm sorry. response:	Huh?
context: Just saying!\Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me?\Don't leave me hanging!\Huh? Oh...\Then...\Thank you for saving me. I'm sorry.\Huh? response:	All right, I'm going home. I'll leave the rest to you!
context: Huh? What's with that reaction? Are you kidding me?\Hey, hey, aren't you gonna rip into me?\Don't leave me hanging!\Huh? Oh...\Then...\Thank you for saving me. I'm sorry.\Huh?\All right, I'm going home. I'll leave the rest to you! response:	Huh? Hey...
context: Hey, hey, aren't you gonna rip into me?\Don't leave me hanging!\Huh? Oh...\Then...\Thank you for saving me. I'm sorry.\Huh?\All right, I'm going home. I'll leave the rest to you!\Huh? Hey... response:	What did you just say?
context: Don't leave me hanging!\Huh? Oh...\Then...\Thank you for saving me. I'm sorry.\Huh?\All right, I'm going home. I'll leave the rest to you!\Huh? Hey...\What did you just say? response:	Just shut up. It was nothing.
context: Huh? Oh...\Then...\Thank you for saving me. I'm sorry.\Huh?\All right, I'm going home. I'll leave the rest to you!\Huh? Hey...\What did you just say?\Just shut up. It was nothing. response:	It wasn't nothing!
context: Then...\Thank you for saving me. I'm sorry.\Huh?\All right, I'm going home. I'll leave the rest to you!\Huh? Hey...\What did you just say?\Just shut up. It was nothing.\It wasn't nothing! response:	Come on, what did you say?
context: Thank you for saving me. I'm sorry.\Huh?\All right, I'm going home. I'll leave the rest to you!\Huh? Hey...\What did you just say?\Just shut up. It was nothing.\It wasn't nothing!\Come on, what did you say? response:	Don't just run off like that!
context: Huh?\All right, I'm going home. I'll leave the rest to you!\Huh? Hey...\What did you just say?\Just shut up. It was nothing.\It wasn't nothing!\Come on, what did you say?\Don't just run off like that! response:	Oh, back off, already!
context: All right, I'm going home. I'll leave the rest to you!\Huh? Hey...\What did you just say?\Just shut up. It was nothing.\It wasn't nothing!\Come on, what did you say?\Don't just run off like that!\Oh, back off, already! response:	I didn't understand a word of what she said.
context: Huh? Hey...\What did you just say?\Just shut up. It was nothing.\It wasn't nothing!\Come on, what did you say?\Don't just run off like that!\Oh, back off, already!\I didn't understand a word of what she said. response:	But it did sound like she was thanking me. I can tell that much.
context: What did you just say?\Just shut up. It was nothing.\It wasn't nothing!\Come on, what did you say?\Don't just run off like that!\Oh, back off, already!\I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much. response:	Damn, could she be any more stubborn?
context: Just shut up. It was nothing.\It wasn't nothing!\Come on, what did you say?\Don't just run off like that!\Oh, back off, already!\I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn? response:	Huh?
context: It wasn't nothing!\Come on, what did you say?\Don't just run off like that!\Oh, back off, already!\I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn?\Huh? response:	Wait, isn't this...
context: Come on, what did you say?\Don't just run off like that!\Oh, back off, already!\I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn?\Huh?\Wait, isn't this... response:	Hey, Kosaki, what is it that you like about Ichijou-kun?
context: Don't just run off like that!\Oh, back off, already!\I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn?\Huh?\Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun? response:	Huh?
context: Oh, back off, already!\I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn?\Huh?\Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh? response:	I've been watching you two for years, and I still can't figure it out.
context: I didn't understand a word of what she said.\But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn?\Huh?\Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh?\I've been watching you two for years, and I still can't figure it out. response:	I mean, I know that he's not a bad guy, but...
context: But it did sound like she was thanking me. I can tell that much.\Damn, could she be any more stubborn?\Huh?\Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh?\I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but... response:	That's, um...
context: Damn, could she be any more stubborn?\Huh?\Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh?\I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but...\That's, um... response:	Well, the way he can be really kind, or just a really good person...
context: Huh?\Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh?\I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but...\That's, um...\Well, the way he can be really kind, or just a really good person... response:	I mean, I know why I like him, but it's really hard to put into words.
context: Wait, isn't this...\Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh?\I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but...\That's, um...\Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words. response:	How do you think I should describe it?
context: Hey, Kosaki, what is it that you like about Ichijou-kun?\Huh?\I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but...\That's, um...\Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it? response:	How would I know?
context: Huh?\I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but...\That's, um...\Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it?\How would I know? response:	Huh?
context: I've been watching you two for years, and I still can't figure it out.\I mean, I know that he's not a bad guy, but...\That's, um...\Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it?\How would I know?\Huh? response:	Onodera, Miyamoto, are you guys leaving now?
context: I mean, I know that he's not a bad guy, but...\That's, um...\Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it?\How would I know?\Huh?\Onodera, Miyamoto, are you guys leaving now? response:	Ichijou-kun...
context: That's, um...\Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it?\How would I know?\Huh?\Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun... response:	Poof!
context: Well, the way he can be really kind, or just a really good person...\I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it?\How would I know?\Huh?\Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun...\Poof! response:	Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!
context: I mean, I know why I like him, but it's really hard to put into words.\How do you think I should describe it?\How would I know?\Huh?\Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun...\Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye! response:	R-Ruri-chan!
context: How do you think I should describe it?\How would I know?\Huh?\Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun...\Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan! response:	How could you?!
context: How would I know?\Huh?\Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun...\Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan!\How could you?! response:	Miyamoto took off like a rocket, huh?
context: Huh?\Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun...\Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan!\How could you?!\Miyamoto took off like a rocket, huh? response:	Must be something really important.
context: Onodera, Miyamoto, are you guys leaving now?\Ichijou-kun...\Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan!\How could you?!\Miyamoto took off like a rocket, huh?\Must be something really important. response:	Ruri-chan, you dummy!
context: Ichijou-kun...\Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan!\How could you?!\Miyamoto took off like a rocket, huh?\Must be something really important.\Ruri-chan, you dummy! response:	I know I decided to tell him, but things are moving too fast!
context: Poof!\Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan!\How could you?!\Miyamoto took off like a rocket, huh?\Must be something really important.\Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast! response:	Huh?
context: Later, Kosaki! I have to be somewhere now, so I gotta split. Bye!\R-Ruri-chan!\How could you?!\Miyamoto took off like a rocket, huh?\Must be something really important.\Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast!\Huh? response:	Don't you dare run away.
context: R-Ruri-chan!\How could you?!\Miyamoto took off like a rocket, huh?\Must be something really important.\Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast!\Huh?\Don't you dare run away. response:	R-Ruri-chan... No way...
context: How could you?!\Miyamoto took off like a rocket, huh?\Must be something really important.\Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast!\Huh?\Don't you dare run away.\R-Ruri-chan... No way... response:	What did she just come back for?
context: Miyamoto took off like a rocket, huh?\Must be something really important.\Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast!\Huh?\Don't you dare run away.\R-Ruri-chan... No way...\What did she just come back for? response:	Now what? I never thought I'd be doing this so soon.
context: Must be something really important.\Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast!\Huh?\Don't you dare run away.\R-Ruri-chan... No way...\What did she just come back for?\Now what? I never thought I'd be doing this so soon. response:	What do I do? How can I act normally now?
context: Ruri-chan, you dummy!\I know I decided to tell him, but things are moving too fast!\Huh?\Don't you dare run away.\R-Ruri-chan... No way...\What did she just come back for?\Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now? response:	My heart's about to burst!
context: I know I decided to tell him, but things are moving too fast!\Huh?\Don't you dare run away.\R-Ruri-chan... No way...\What did she just come back for?\Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now?\My heart's about to burst! response:	Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!
context: Huh?\Don't you dare run away.\R-Ruri-chan... No way...\What did she just come back for?\Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now?\My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now! response:	Huh? Onodera... Your face is getting pretty red.
context: Don't you dare run away.\R-Ruri-chan... No way...\What did she just come back for?\Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now?\My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red. response:	What?
context: R-Ruri-chan... No way...\What did she just come back for?\Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now?\My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red.\What? response:	What's wrong? Your face is bright red!
context: What did she just come back for?\Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now?\My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red.\What?\What's wrong? Your face is bright red! response:	Is it a cold? Do you feel okay?
context: Now what? I never thought I'd be doing this so soon.\What do I do? How can I act normally now?\My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red.\What?\What's wrong? Your face is bright red!\Is it a cold? Do you feel okay? response:	Whoa, your temperature's sky-high! What's up with that?
context: What do I do? How can I act normally now?\My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red.\What?\What's wrong? Your face is bright red!\Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that? response:	Wh-What are you going to do? Should I walk you home?
context: My heart's about to burst!\Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red.\What?\What's wrong? Your face is bright red!\Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home? response:	Or to the hospital?
context: Ah, I'm sorry, Ruri-chan! There's no way I can just blurt it out now!\Huh? Onodera... Your face is getting pretty red.\What?\What's wrong? Your face is bright red!\Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home?\Or to the hospital? response:	No, I need to call for an ambulance.
context: Huh? Onodera... Your face is getting pretty red.\What?\What's wrong? Your face is bright red!\Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home?\Or to the hospital?\No, I need to call for an ambulance. response:	Calm down, Ichijou-kun!
context: What?\What's wrong? Your face is bright red!\Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home?\Or to the hospital?\No, I need to call for an ambulance.\Calm down, Ichijou-kun! response:	You want me to calm down?
context: What's wrong? Your face is bright red!\Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home?\Or to the hospital?\No, I need to call for an ambulance.\Calm down, Ichijou-kun!\You want me to calm down? response:	You're so hot, you must have a temperature of almost 40 degrees!
context: Is it a cold? Do you feel okay?\Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home?\Or to the hospital?\No, I need to call for an ambulance.\Calm down, Ichijou-kun!\You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees! response:	If that's the case, we need to hurry.
context: Whoa, your temperature's sky-high! What's up with that?\Wh-What are you going to do? Should I walk you home?\Or to the hospital?\No, I need to call for an ambulance.\Calm down, Ichijou-kun!\You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry. response:	Ruri-chan...
context: Wh-What are you going to do? Should I walk you home?\Or to the hospital?\No, I need to call for an ambulance.\Calm down, Ichijou-kun!\You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry.\Ruri-chan... response:	This is what I like about him.
context: Or to the hospital?\No, I need to call for an ambulance.\Calm down, Ichijou-kun!\You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry.\Ruri-chan...\This is what I like about him. response:	All right, just sit tight for a second! I'll get you some cold medicine
context: No, I need to call for an ambulance.\Calm down, Ichijou-kun!\You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry.\Ruri-chan...\This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine response:	Whoa! Wait a minute, Ichijou-kun!
context: Calm down, Ichijou-kun!\You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry.\Ruri-chan...\This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun! response:	Huh?
context: You want me to calm down?\You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry.\Ruri-chan...\This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun!\Huh? response:	Onodera?
context: You're so hot, you must have a temperature of almost 40 degrees!\If that's the case, we need to hurry.\Ruri-chan...\This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun!\Huh?\Onodera? response:	This is my chance.
context: If that's the case, we need to hurry.\Ruri-chan...\This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun!\Huh?\Onodera?\This is my chance. response:	Ichijou-kun, the truth is... I...
context: Ruri-chan...\This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun!\Huh?\Onodera?\This is my chance.\Ichijou-kun, the truth is... I... response:	I've never, ever had the courage to tell you this,
context: This is what I like about him.\All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun!\Huh?\Onodera?\This is my chance.\Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this, response:	but I... I'm...
context: All right, just sit tight for a second! I'll get you some cold medicine\Whoa! Wait a minute, Ichijou-kun!\Huh?\Onodera?\This is my chance.\Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this,\but I... I'm... response:	Ichijou-kun, I'm...
context: Whoa! Wait a minute, Ichijou-kun!\Huh?\Onodera?\This is my chance.\Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this,\but I... I'm...\Ichijou-kun, I'm... response:	Onodera?
context: Huh?\Onodera?\This is my chance.\Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this,\but I... I'm...\Ichijou-kun, I'm...\Onodera? response:	In?
context: Onodera?\This is my chance.\Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this,\but I... I'm...\Ichijou-kun, I'm...\Onodera?\In? response:	Sorry about that! Did anyone get hurt up there?
context: This is my chance.\Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this,\but I... I'm...\Ichijou-kun, I'm...\Onodera?\In?\Sorry about that! Did anyone get hurt up there? response:	For god's sake, would you guys watch it? You could've hurt someone!
context: Ichijou-kun, the truth is... I...\I've never, ever had the courage to tell you this,\but I... I'm...\Ichijou-kun, I'm...\Onodera?\In?\Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone! response:	Oh, crap, someone's up there!
context: I've never, ever had the courage to tell you this,\but I... I'm...\Ichijou-kun, I'm...\Onodera?\In?\Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there! response:	Jeez!
