context: Understood. response:	I'll investigate here, too.
context: Thank you.\Here, have some strawberries, Akatsuki.\We got lots to make Christmas cakes, but we had some leftover.\Thank you.\I can become strong with everyone.\You are small...\But that's actually an advantage.\He's huge, right? response:	He won't be able to keep up if you dance all around him.
context: Here, have some strawberries, Akatsuki.\We got lots to make Christmas cakes, but we had some leftover.\Thank you.\I can become strong with everyone.\You are small...\But that's actually an advantage.\He's huge, right?\He won't be able to keep up if you dance all around him. response:	It makes it easy to get in his blind spots.
context: We got lots to make Christmas cakes, but we had some leftover.\Thank you.\I can become strong with everyone.\You are small...\But that's actually an advantage.\He's huge, right?\He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots. response:	Let's try.
context: Thank you.\I can become strong with everyone.\You are small...\But that's actually an advantage.\He's huge, right?\He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots.\Let's try. response:	I've always been ashamed of my height.
context: I can become strong with everyone.\You are small...\But that's actually an advantage.\He's huge, right?\He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots.\Let's try.\I've always been ashamed of my height. response:	But I never thought that weakness could also be a strength.
context: You are small...\But that's actually an advantage.\He's huge, right?\He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots.\Let's try.\I've always been ashamed of my height.\But I never thought that weakness could also be a strength. response:	Know exactly what they can and can't do!
context: But that's actually an advantage.\He's huge, right?\He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots.\Let's try.\I've always been ashamed of my height.\But I never thought that weakness could also be a strength.\Know exactly what they can and can't do! response:	This is it!
context: He's huge, right?\He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots.\Let's try.\I've always been ashamed of my height.\But I never thought that weakness could also be a strength.\Know exactly what they can and can't do!\This is it! response:	You're training to defeat the murderer, right?
context: He won't be able to keep up if you dance all around him.\It makes it easy to get in his blind spots.\Let's try.\I've always been ashamed of my height.\But I never thought that weakness could also be a strength.\Know exactly what they can and can't do!\This is it!\You're training to defeat the murderer, right? response:	I heard about it from Michitaka,
context: It makes it easy to get in his blind spots.\Let's try.\I've always been ashamed of my height.\But I never thought that weakness could also be a strength.\Know exactly what they can and can't do!\This is it!\You're training to defeat the murderer, right?\I heard about it from Michitaka, response:	Seine/ Adventurer
context: Let's try.\I've always been ashamed of my height.\But I never thought that weakness could also be a strength.\Know exactly what they can and can't do!\This is it!\You're training to defeat the murderer, right?\I heard about it from Michitaka,\Seine/ Adventurer response:	Shironiji/ Adventurer
context: I've always been ashamed of my height.\But I never thought that weakness could also be a strength.\Know exactly what they can and can't do!\This is it!\You're training to defeat the murderer, right?\I heard about it from Michitaka,\Seine/ Adventurer\Shironiji/ Adventurer response:	and decided I wanted to help.
context: But I never thought that weakness could also be a strength.\Know exactly what they can and can't do!\This is it!\You're training to defeat the murderer, right?\I heard about it from Michitaka,\Seine/ Adventurer\Shironiji/ Adventurer\and decided I wanted to help. response:	Are you still recruiting?
context: Know exactly what they can and can't do!\This is it!\You're training to defeat the murderer, right?\I heard about it from Michitaka,\Seine/ Adventurer\Shironiji/ Adventurer\and decided I wanted to help.\Are you still recruiting? response:	Of course.
context: This is it!\You're training to defeat the murderer, right?\I heard about it from Michitaka,\Seine/ Adventurer\Shironiji/ Adventurer\and decided I wanted to help.\Are you still recruiting?\Of course. response:	What about you, Seine?
context: You're training to defeat the murderer, right?\I heard about it from Michitaka,\Seine/ Adventurer\Shironiji/ Adventurer\and decided I wanted to help.\Are you still recruiting?\Of course.\What about you, Seine? response:	Y-Yeah.
context: I heard about it from Michitaka,\Seine/ Adventurer\Shironiji/ Adventurer\and decided I wanted to help.\Are you still recruiting?\Of course.\What about you, Seine?\Y-Yeah. response:	Nah, it's nothing...
context: Seine/ Adventurer\Shironiji/ Adventurer\and decided I wanted to help.\Are you still recruiting?\Of course.\What about you, Seine?\Y-Yeah.\Nah, it's nothing... response:	This gives us twenty-four members.
context: Shironiji/ Adventurer\and decided I wanted to help.\Are you still recruiting?\Of course.\What about you, Seine?\Y-Yeah.\Nah, it's nothing...\This gives us twenty-four members. response:	I'll ask you to take care of that other matter.
context: and decided I wanted to help.\Are you still recruiting?\Of course.\What about you, Seine?\Y-Yeah.\Nah, it's nothing...\This gives us twenty-four members.\I'll ask you to take care of that other matter. response:	As a twenty-fifth member.
context: Are you still recruiting?\Of course.\What about you, Seine?\Y-Yeah.\Nah, it's nothing...\This gives us twenty-four members.\I'll ask you to take care of that other matter.\As a twenty-fifth member. response:	Understood.
context: Of course.\What about you, Seine?\Y-Yeah.\Nah, it's nothing...\This gives us twenty-four members.\I'll ask you to take care of that other matter.\As a twenty-fifth member.\Understood. response:	I'm so happy you came, Princess Lenessia!
context: What about you, Seine?\Y-Yeah.\Nah, it's nothing...\This gives us twenty-four members.\I'll ask you to take care of that other matter.\As a twenty-fifth member.\Understood.\I'm so happy you came, Princess Lenessia! response:	Mikakage, are the rice balls ready?
context: Y-Yeah.\Nah, it's nothing...\This gives us twenty-four members.\I'll ask you to take care of that other matter.\As a twenty-fifth member.\Understood.\I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready? response:	Oh, right. It's lunchtime already, huh?
context: Nah, it's nothing...\This gives us twenty-four members.\I'll ask you to take care of that other matter.\As a twenty-fifth member.\Understood.\I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh? response:	It's hardly already...
context: This gives us twenty-four members.\I'll ask you to take care of that other matter.\As a twenty-fifth member.\Understood.\I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh?\It's hardly already... response:	If you don't hurry, you won't make it in time.
context: I'll ask you to take care of that other matter.\As a twenty-fifth member.\Understood.\I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh?\It's hardly already...\If you don't hurry, you won't make it in time. response:	Sorry!
context: As a twenty-fifth member.\Understood.\I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh?\It's hardly already...\If you don't hurry, you won't make it in time.\Sorry! response:	U-Um...
context: Understood.\I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh?\It's hardly already...\If you don't hurry, you won't make it in time.\Sorry!\U-Um... response:	Please let me help with something.
context: I'm so happy you came, Princess Lenessia!\Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh?\It's hardly already...\If you don't hurry, you won't make it in time.\Sorry!\U-Um...\Please let me help with something. response:	Huh? You, Princess?
context: Mikakage, are the rice balls ready?\Oh, right. It's lunchtime already, huh?\It's hardly already...\If you don't hurry, you won't make it in time.\Sorry!\U-Um...\Please let me help with something.\Huh? You, Princess? response:	Do you have the cooking skill?
context: Oh, right. It's lunchtime already, huh?\It's hardly already...\If you don't hurry, you won't make it in time.\Sorry!\U-Um...\Please let me help with something.\Huh? You, Princess?\Do you have the cooking skill? response:	Eh? Um, I don't know...
context: It's hardly already...\If you don't hurry, you won't make it in time.\Sorry!\U-Um...\Please let me help with something.\Huh? You, Princess?\Do you have the cooking skill?\Eh? Um, I don't know... response:	Want to try?
context: If you don't hurry, you won't make it in time.\Sorry!\U-Um...\Please let me help with something.\Huh? You, Princess?\Do you have the cooking skill?\Eh? Um, I don't know...\Want to try? response:	I'm starved.
context: Sorry!\U-Um...\Please let me help with something.\Huh? You, Princess?\Do you have the cooking skill?\Eh? Um, I don't know...\Want to try?\I'm starved. response:	Let's dig in.
context: U-Um...\Please let me help with something.\Huh? You, Princess?\Do you have the cooking skill?\Eh? Um, I don't know...\Want to try?\I'm starved.\Let's dig in. response:	Let's eat!
context: Please let me help with something.\Huh? You, Princess?\Do you have the cooking skill?\Eh? Um, I don't know...\Want to try?\I'm starved.\Let's dig in.\Let's eat! response:	May I sit here?
context: Huh? You, Princess?\Do you have the cooking skill?\Eh? Um, I don't know...\Want to try?\I'm starved.\Let's dig in.\Let's eat!\May I sit here? response:	Y-Yeah.
context: Do you have the cooking skill?\Eh? Um, I don't know...\Want to try?\I'm starved.\Let's dig in.\Let's eat!\May I sit here?\Y-Yeah. response:	I made that.
context: Eh? Um, I don't know...\Want to try?\I'm starved.\Let's dig in.\Let's eat!\May I sit here?\Y-Yeah.\I made that. response:	It doesn't look like much, but it's good.
context: Want to try?\I'm starved.\Let's dig in.\Let's eat!\May I sit here?\Y-Yeah.\I made that.\It doesn't look like much, but it's good. response:	I'm glad.
context: I'm starved.\Let's dig in.\Let's eat!\May I sit here?\Y-Yeah.\I made that.\It doesn't look like much, but it's good.\I'm glad. response:	I'm sorry.
context: Let's dig in.\Let's eat!\May I sit here?\Y-Yeah.\I made that.\It doesn't look like much, but it's good.\I'm glad.\I'm sorry. response:	I thought it was convenient for me.
context: Let's eat!\May I sit here?\Y-Yeah.\I made that.\It doesn't look like much, but it's good.\I'm glad.\I'm sorry.\I thought it was convenient for me. response:	What was?
context: May I sit here?\Y-Yeah.\I made that.\It doesn't look like much, but it's good.\I'm glad.\I'm sorry.\I thought it was convenient for me.\What was? response:	When you tried to defeat the murderer that day.
context: Y-Yeah.\I made that.\It doesn't look like much, but it's good.\I'm glad.\I'm sorry.\I thought it was convenient for me.\What was?\When you tried to defeat the murderer that day. response:	It was only for a second,
context: I made that.\It doesn't look like much, but it's good.\I'm glad.\I'm sorry.\I thought it was convenient for me.\What was?\When you tried to defeat the murderer that day.\It was only for a second, response:	but I thought that if you defeated the murderer,
context: It doesn't look like much, but it's good.\I'm glad.\I'm sorry.\I thought it was convenient for me.\What was?\When you tried to defeat the murderer that day.\It was only for a second,\but I thought that if you defeated the murderer, response:	I could avoid a conflict between adventurers and People of the Land.
context: I'm glad.\I'm sorry.\I thought it was convenient for me.\What was?\When you tried to defeat the murderer that day.\It was only for a second,\but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land. response:	I thought of crying to my grandfather or to Crusty.
context: I'm sorry.\I thought it was convenient for me.\What was?\When you tried to defeat the murderer that day.\It was only for a second,\but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty. response:	But that would be no different from before.
context: I thought it was convenient for me.\What was?\When you tried to defeat the murderer that day.\It was only for a second,\but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty.\But that would be no different from before. response:	I'd just be avoiding responsibility, like the man from the Kunie
context: What was?\When you tried to defeat the murderer that day.\It was only for a second,\but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty.\But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie response:	who told me about this.
context: When you tried to defeat the murderer that day.\It was only for a second,\but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty.\But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie\who told me about this. response:	But I'm still uneasy.
context: It was only for a second,\but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty.\But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie\who told me about this.\But I'm still uneasy. response:	I can't make a decision.
context: but I thought that if you defeated the murderer,\I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty.\But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie\who told me about this.\But I'm still uneasy.\I can't make a decision. response:	When you said I was your friend,
context: I could avoid a conflict between adventurers and People of the Land.\I thought of crying to my grandfather or to Crusty.\But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie\who told me about this.\But I'm still uneasy.\I can't make a decision.\When you said I was your friend, response:	it made me happy.
context: I thought of crying to my grandfather or to Crusty.\But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie\who told me about this.\But I'm still uneasy.\I can't make a decision.\When you said I was your friend,\it made me happy. response:	I don't know why you're uneasy,
context: But that would be no different from before.\I'd just be avoiding responsibility, like the man from the Kunie\who told me about this.\But I'm still uneasy.\I can't make a decision.\When you said I was your friend,\it made me happy.\I don't know why you're uneasy, response:	but everyone is here.
context: I'd just be avoiding responsibility, like the man from the Kunie\who told me about this.\But I'm still uneasy.\I can't make a decision.\When you said I was your friend,\it made me happy.\I don't know why you're uneasy,\but everyone is here. response:	I'm here.
context: who told me about this.\But I'm still uneasy.\I can't make a decision.\When you said I was your friend,\it made me happy.\I don't know why you're uneasy,\but everyone is here.\I'm here. response:	I'm your friend.
context: But I'm still uneasy.\I can't make a decision.\When you said I was your friend,\it made me happy.\I don't know why you're uneasy,\but everyone is here.\I'm here.\I'm your friend. response:	Akatsuki...
context: I can't make a decision.\When you said I was your friend,\it made me happy.\I don't know why you're uneasy,\but everyone is here.\I'm here.\I'm your friend.\Akatsuki... response:	Hey, we're going to get started!
context: When you said I was your friend,\it made me happy.\I don't know why you're uneasy,\but everyone is here.\I'm here.\I'm your friend.\Akatsuki...\Hey, we're going to get started! response:	Okay!
context: it made me happy.\I don't know why you're uneasy,\but everyone is here.\I'm here.\I'm your friend.\Akatsuki...\Hey, we're going to get started!\Okay! response:	Friends...
context: I don't know why you're uneasy,\but everyone is here.\I'm here.\I'm your friend.\Akatsuki...\Hey, we're going to get started!\Okay!\Friends... response:	Well?
context: but everyone is here.\I'm here.\I'm your friend.\Akatsuki...\Hey, we're going to get started!\Okay!\Friends...\Well? response:	Getting close to figuring something out?
context: I'm here.\I'm your friend.\Akatsuki...\Hey, we're going to get started!\Okay!\Friends...\Well?\Getting close to figuring something out? response:	The real Teaching is being able to say that Teachings are stupid.
context: I'm your friend.\Akatsuki...\Hey, we're going to get started!\Okay!\Friends...\Well?\Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid. response:	Tatara?
context: Akatsuki...\Hey, we're going to get started!\Okay!\Friends...\Well?\Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid.\Tatara? response:	If I'd known...
context: Hey, we're going to get started!\Okay!\Friends...\Well?\Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid.\Tatara?\If I'd known... response:	I never would have sold it to him.
context: Okay!\Friends...\Well?\Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid.\Tatara?\If I'd known...\I never would have sold it to him. response:	Of course not. I know that.
context: Friends...\Well?\Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid.\Tatara?\If I'd known...\I never would have sold it to him.\Of course not. I know that. response:	Everyone does.
context: Well?\Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid.\Tatara?\If I'd known...\I never would have sold it to him.\Of course not. I know that.\Everyone does. response:	I can't run away.
context: Getting close to figuring something out?\The real Teaching is being able to say that Teachings are stupid.\Tatara?\If I'd known...\I never would have sold it to him.\Of course not. I know that.\Everyone does.\I can't run away. response:	If I turn this over to someone else because I'm weak,
context: The real Teaching is being able to say that Teachings are stupid.\Tatara?\If I'd known...\I never would have sold it to him.\Of course not. I know that.\Everyone does.\I can't run away.\If I turn this over to someone else because I'm weak, response:	I'll be admitting that I'm not only weak, but also inferior.
context: Tatara?\If I'd known...\I never would have sold it to him.\Of course not. I know that.\Everyone does.\I can't run away.\If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior. response:	I couldn't be their friend.
context: If I'd known...\I never would have sold it to him.\Of course not. I know that.\Everyone does.\I can't run away.\If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend. response:	Princess Lenessia...
context: I never would have sold it to him.\Of course not. I know that.\Everyone does.\I can't run away.\If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend.\Princess Lenessia... response:	Please let me participate, too!
context: Of course not. I know that.\Everyone does.\I can't run away.\If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend.\Princess Lenessia...\Please let me participate, too! response:	You'll be the twenty-sixth maiden of Watermaple.
context: Everyone does.\I can't run away.\If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend.\Princess Lenessia...\Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple. response:	Ringing Blade Haganemushi
context: I can't run away.\If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend.\Princess Lenessia...\Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi response:	Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.
context: If I turn this over to someone else because I'm weak,\I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend.\Princess Lenessia...\Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow. response:	In the end, I didn't learn a single Teaching.
context: I'll be admitting that I'm not only weak, but also inferior.\I couldn't be their friend.\Princess Lenessia...\Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching. response:	But...
context: I couldn't be their friend.\Princess Lenessia...\Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching.\But... response:	Now I have everyone with me!
context: Princess Lenessia...\Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching.\But...\Now I have everyone with me! response:	Off you go.
context: Please let me participate, too!\You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching.\But...\Now I have everyone with me!\Off you go. response:	Let's do this!
context: You'll be the twenty-sixth maiden of Watermaple.\Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching.\But...\Now I have everyone with me!\Off you go.\Let's do this! response:	Yeah!
context: Ringing Blade Haganemushi\Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching.\But...\Now I have everyone with me!\Off you go.\Let's do this!\Yeah! response:	It's finally time.
context: Legend/ Ringing Blade Haganemushi A legendary short sword that causes any armor it strikes to instantly rust away, earning it the name Haganemushi, or metal-eating bug. Any blade it clashes against grows duller with each blow.\In the end, I didn't learn a single Teaching.\But...\Now I have everyone with me!\Off you go.\Let's do this!\Yeah!\It's finally time. response:	Time to smash faces.
context: In the end, I didn't learn a single Teaching.\But...\Now I have everyone with me!\Off you go.\Let's do this!\Yeah!\It's finally time.\Time to smash faces. response:	Just two?
context: But...\Now I have everyone with me!\Off you go.\Let's do this!\Yeah!\It's finally time.\Time to smash faces.\Just two? response:	I've been underestimated...
context: Now I have everyone with me!\Off you go.\Let's do this!\Yeah!\It's finally time.\Time to smash faces.\Just two?\I've been underestimated... response:	It's not enough.
context: Off you go.\Let's do this!\Yeah!\It's finally time.\Time to smash faces.\Just two?\I've been underestimated...\It's not enough. response:	Gather many subjects,
context: Let's do this!\Yeah!\It's finally time.\Time to smash faces.\Just two?\I've been underestimated...\It's not enough.\Gather many subjects, response:	make them kneel,
context: Yeah!\It's finally time.\Time to smash faces.\Just two?\I've been underestimated...\It's not enough.\Gather many subjects,\make them kneel, response:	and take their lives.
context: It's finally time.\Time to smash faces.\Just two?\I've been underestimated...\It's not enough.\Gather many subjects,\make them kneel,\and take their lives. response:	The Daughter of Elm...
context: Time to smash faces.\Just two?\I've been underestimated...\It's not enough.\Gather many subjects,\make them kneel,\and take their lives.\The Daughter of Elm... response:	The humans who betrayed me...
context: Just two?\I've been underestimated...\It's not enough.\Gather many subjects,\make them kneel,\and take their lives.\The Daughter of Elm...\The humans who betrayed me... response:	I'll destroy them all!
context: I've been underestimated...\It's not enough.\Gather many subjects,\make them kneel,\and take their lives.\The Daughter of Elm...\The humans who betrayed me...\I'll destroy them all! response:	Let's go!
context: It's not enough.\Gather many subjects,\make them kneel,\and take their lives.\The Daughter of Elm...\The humans who betrayed me...\I'll destroy them all!\Let's go! response:	At last, the raid begins.
context: Gather many subjects,\make them kneel,\and take their lives.\The Daughter of Elm...\The humans who betrayed me...\I'll destroy them all!\Let's go!\At last, the raid begins. response:	The murderer's blade shines within the blizzard.
context: make them kneel,\and take their lives.\The Daughter of Elm...\The humans who betrayed me...\I'll destroy them all!\Let's go!\At last, the raid begins.\The murderer's blade shines within the blizzard. response:	Akatsuki fights, thinking of the twenty-sixth maiden.
context: and take their lives.\The Daughter of Elm...\The humans who betrayed me...\I'll destroy them all!\Let's go!\At last, the raid begins.\The murderer's blade shines within the blizzard.\Akatsuki fights, thinking of the twenty-sixth maiden. response:	But her blade shatters, and her fate is about to be sealed.
context: The Daughter of Elm...\The humans who betrayed me...\I'll destroy them all!\Let's go!\At last, the raid begins.\The murderer's blade shines within the blizzard.\Akatsuki fights, thinking of the twenty-sixth maiden.\But her blade shatters, and her fate is about to be sealed. response:	When despair rules the town, the twenty-seventh maiden appears.
context: The humans who betrayed me...\I'll destroy them all!\Let's go!\At last, the raid begins.\The murderer's blade shines within the blizzard.\Akatsuki fights, thinking of the twenty-sixth maiden.\But her blade shatters, and her fate is about to be sealed.\When despair rules the town, the twenty-seventh maiden appears. response:	Akatsuki's Teaching is about to be unleashed.
context: I'll destroy them all!\Let's go!\At last, the raid begins.\The murderer's blade shines within the blizzard.\Akatsuki fights, thinking of the twenty-sixth maiden.\But her blade shatters, and her fate is about to be sealed.\When despair rules the town, the twenty-seventh maiden appears.\Akatsuki's Teaching is about to be unleashed. response:	Next time: Akihabara Raid.
context: Let's go!\At last, the raid begins.\The murderer's blade shines within the blizzard.\Akatsuki fights, thinking of the twenty-sixth maiden.\But her blade shatters, and her fate is about to be sealed.\When despair rules the town, the twenty-seventh maiden appears.\Akatsuki's Teaching is about to be unleashed.\Next time: Akihabara Raid. response:	Akihabara Raid
context: At last, the raid begins.\The murderer's blade shines within the blizzard.\Akatsuki fights, thinking of the twenty-sixth maiden.\But her blade shatters, and her fate is about to be sealed.\When despair rules the town, the twenty-seventh maiden appears.\Akatsuki's Teaching is about to be unleashed.\Next time: Akihabara Raid.\Akihabara Raid response:	Rise up once more.
