context: Where are they taking us? response:	Sorry, Vivian.
context: Ange, have you calmed down now?\I'm filthy now...\I guess he doesn't care\if it's a lizard or whatever when he's pent up.\Stupid Tusk.\You appear to be fine now.\Lamia, it's her.\We've confirmed it by genetic testing. response:	She is your daughter.
context: I'm filthy now...\I guess he doesn't care\if it's a lizard or whatever when he's pent up.\Stupid Tusk.\You appear to be fine now.\Lamia, it's her.\We've confirmed it by genetic testing.\She is your daughter. response:	What?
context: I guess he doesn't care\if it's a lizard or whatever when he's pent up.\Stupid Tusk.\You appear to be fine now.\Lamia, it's her.\We've confirmed it by genetic testing.\She is your daughter.\What? response:	She's the missing daughter of Sylphis.
context: if it's a lizard or whatever when he's pent up.\Stupid Tusk.\You appear to be fine now.\Lamia, it's her.\We've confirmed it by genetic testing.\She is your daughter.\What?\She's the missing daughter of Sylphis. response:	Your daughter, Mii.
context: Stupid Tusk.\You appear to be fine now.\Lamia, it's her.\We've confirmed it by genetic testing.\She is your daughter.\What?\She's the missing daughter of Sylphis.\Your daughter, Mii. response:	Mii. Is it really you?
context: You appear to be fine now.\Lamia, it's her.\We've confirmed it by genetic testing.\She is your daughter.\What?\She's the missing daughter of Sylphis.\Your daughter, Mii.\Mii. Is it really you? response:	Mii.
context: Lamia, it's her.\We've confirmed it by genetic testing.\She is your daughter.\What?\She's the missing daughter of Sylphis.\Your daughter, Mii.\Mii. Is it really you?\Mii. response:	No, I'm Vivian.
context: We've confirmed it by genetic testing.\She is your daughter.\What?\She's the missing daughter of Sylphis.\Your daughter, Mii.\Mii. Is it really you?\Mii.\No, I'm Vivian. response:	I know this smell.
context: She is your daughter.\What?\She's the missing daughter of Sylphis.\Your daughter, Mii.\Mii. Is it really you?\Mii.\No, I'm Vivian.\I know this smell. response:	You smell like Ersha.
context: What?\She's the missing daughter of Sylphis.\Your daughter, Mii.\Mii. Is it really you?\Mii.\No, I'm Vivian.\I know this smell.\You smell like Ersha. response:	Who are you?
context: She's the missing daughter of Sylphis.\Your daughter, Mii.\Mii. Is it really you?\Mii.\No, I'm Vivian.\I know this smell.\You smell like Ersha.\Who are you? response:	I'm your mom.
context: Your daughter, Mii.\Mii. Is it really you?\Mii.\No, I'm Vivian.\I know this smell.\You smell like Ersha.\Who are you?\I'm your mom. response:	Mom? What's that?
context: Mii. Is it really you?\Mii.\No, I'm Vivian.\I know this smell.\You smell like Ersha.\Who are you?\I'm your mom.\Mom? What's that? response:	She's the person that gave birth to you.
context: Mii.\No, I'm Vivian.\I know this smell.\You smell like Ersha.\Who are you?\I'm your mom.\Mom? What's that?\She's the person that gave birth to you. response:	Vivian's mother?
context: No, I'm Vivian.\I know this smell.\You smell like Ersha.\Who are you?\I'm your mom.\Mom? What's that?\She's the person that gave birth to you.\Vivian's mother? response:	Yes.
context: I know this smell.\You smell like Ersha.\Who are you?\I'm your mom.\Mom? What's that?\She's the person that gave birth to you.\Vivian's mother?\Yes. response:	Vivian must have wandered into the other world while chasing after her mother.
context: You smell like Ersha.\Who are you?\I'm your mom.\Mom? What's that?\She's the person that gave birth to you.\Vivian's mother?\Yes.\Vivian must have wandered into the other world while chasing after her mother. response:	Everyone, prepare a festival.
context: Who are you?\I'm your mom.\Mom? What's that?\She's the person that gave birth to you.\Vivian's mother?\Yes.\Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival. response:	Let us celebrate.
context: I'm your mom.\Mom? What's that?\She's the person that gave birth to you.\Vivian's mother?\Yes.\Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival.\Let us celebrate. response:	One of ours has come back for the first time in ten years.
context: Mom? What's that?\She's the person that gave birth to you.\Vivian's mother?\Yes.\Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival.\Let us celebrate.\One of ours has come back for the first time in ten years. response:	Princess! It's the princess!
context: She's the person that gave birth to you.\Vivian's mother?\Yes.\Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival.\Let us celebrate.\One of ours has come back for the first time in ten years.\Princess! It's the princess! response:	Salamandinay-sama!
context: Vivian's mother?\Yes.\Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival.\Let us celebrate.\One of ours has come back for the first time in ten years.\Princess! It's the princess!\Salamandinay-sama! response:	What are we doing now?
context: Yes.\Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival.\Let us celebrate.\One of ours has come back for the first time in ten years.\Princess! It's the princess!\Salamandinay-sama!\What are we doing now? response:	Just do as Salamandinay-sama does.
context: Vivian must have wandered into the other world while chasing after her mother.\Everyone, prepare a festival.\Let us celebrate.\One of ours has come back for the first time in ten years.\Princess! It's the princess!\Salamandinay-sama!\What are we doing now?\Just do as Salamandinay-sama does. response:	We thank you for delivering this daughter
context: Everyone, prepare a festival.\Let us celebrate.\One of ours has come back for the first time in ten years.\Princess! It's the princess!\Salamandinay-sama!\What are we doing now?\Just do as Salamandinay-sama does.\We thank you for delivering this daughter response:	back to us, despite massacre and other tribulations.
context: Let us celebrate.\One of ours has come back for the first time in ten years.\Princess! It's the princess!\Salamandinay-sama!\What are we doing now?\Just do as Salamandinay-sama does.\We thank you for delivering this daughter\back to us, despite massacre and other tribulations. response:	Oh, Aura.
context: One of ours has come back for the first time in ten years.\Princess! It's the princess!\Salamandinay-sama!\What are we doing now?\Just do as Salamandinay-sama does.\We thank you for delivering this daughter\back to us, despite massacre and other tribulations.\Oh, Aura. response:	Oh, Aura!
context: Princess! It's the princess!\Salamandinay-sama!\What are we doing now?\Just do as Salamandinay-sama does.\We thank you for delivering this daughter\back to us, despite massacre and other tribulations.\Oh, Aura.\Oh, Aura! response:	It's a strange scene.
context: Salamandinay-sama!\What are we doing now?\Just do as Salamandinay-sama does.\We thank you for delivering this daughter\back to us, despite massacre and other tribulations.\Oh, Aura.\Oh, Aura!\It's a strange scene. response:	Please, stop being angry.
context: What are we doing now?\Just do as Salamandinay-sama does.\We thank you for delivering this daughter\back to us, despite massacre and other tribulations.\Oh, Aura.\Oh, Aura!\It's a strange scene.\Please, stop being angry. response:	I really didn't do anything.
context: Just do as Salamandinay-sama does.\We thank you for delivering this daughter\back to us, despite massacre and other tribulations.\Oh, Aura.\Oh, Aura!\It's a strange scene.\Please, stop being angry.\I really didn't do anything. response:	My heart belongs to you.
context: We thank you for delivering this daughter\back to us, despite massacre and other tribulations.\Oh, Aura.\Oh, Aura!\It's a strange scene.\Please, stop being angry.\I really didn't do anything.\My heart belongs to you. response:	But not your body.
context: back to us, despite massacre and other tribulations.\Oh, Aura.\Oh, Aura!\It's a strange scene.\Please, stop being angry.\I really didn't do anything.\My heart belongs to you.\But not your body. response:	But...
context: Oh, Aura.\Oh, Aura!\It's a strange scene.\Please, stop being angry.\I really didn't do anything.\My heart belongs to you.\But not your body.\But... response:	Stupid.
context: Oh, Aura!\It's a strange scene.\Please, stop being angry.\I really didn't do anything.\My heart belongs to you.\But not your body.\But...\Stupid. response:	The moon's the same.
context: It's a strange scene.\Please, stop being angry.\I really didn't do anything.\My heart belongs to you.\But not your body.\But...\Stupid.\The moon's the same. response:	Huh?
context: Please, stop being angry.\I really didn't do anything.\My heart belongs to you.\But not your body.\But...\Stupid.\The moon's the same.\Huh? response:	Another Earth, huh.
context: I really didn't do anything.\My heart belongs to you.\But not your body.\But...\Stupid.\The moon's the same.\Huh?\Another Earth, huh. response:	I don't know if this is a dream or if it's reality.
context: My heart belongs to you.\But not your body.\But...\Stupid.\The moon's the same.\Huh?\Another Earth, huh.\I don't know if this is a dream or if it's reality. response:	But I'm glad...
context: But not your body.\But...\Stupid.\The moon's the same.\Huh?\Another Earth, huh.\I don't know if this is a dream or if it's reality.\But I'm glad... response:	Yeah.
context: But...\Stupid.\The moon's the same.\Huh?\Another Earth, huh.\I don't know if this is a dream or if it's reality.\But I'm glad...\Yeah. response:	What's going to happen to us now?
context: Stupid.\The moon's the same.\Huh?\Another Earth, huh.\I don't know if this is a dream or if it's reality.\But I'm glad...\Yeah.\What's going to happen to us now? response:	Why did she want us to see this?
context: The moon's the same.\Huh?\Another Earth, huh.\I don't know if this is a dream or if it's reality.\But I'm glad...\Yeah.\What's going to happen to us now?\Why did she want us to see this? response:	She wanted you to learn about us.
context: Huh?\Another Earth, huh.\I don't know if this is a dream or if it's reality.\But I'm glad...\Yeah.\What's going to happen to us now?\Why did she want us to see this?\She wanted you to learn about us. response:	And, in turn, to learn about you.
context: Another Earth, huh.\I don't know if this is a dream or if it's reality.\But I'm glad...\Yeah.\What's going to happen to us now?\Why did she want us to see this?\She wanted you to learn about us.\And, in turn, to learn about you. response:	That is Salamandinay-sama's wish.
context: I don't know if this is a dream or if it's reality.\But I'm glad...\Yeah.\What's going to happen to us now?\Why did she want us to see this?\She wanted you to learn about us.\And, in turn, to learn about you.\That is Salamandinay-sama's wish. response:	Learn, and then what?
context: But I'm glad...\Yeah.\What's going to happen to us now?\Why did she want us to see this?\She wanted you to learn about us.\And, in turn, to learn about you.\That is Salamandinay-sama's wish.\Learn, and then what? response:	We killed your people.
context: Yeah.\What's going to happen to us now?\Why did she want us to see this?\She wanted you to learn about us.\And, in turn, to learn about you.\That is Salamandinay-sama's wish.\Learn, and then what?\We killed your people. response:	You killed our people.
context: What's going to happen to us now?\Why did she want us to see this?\She wanted you to learn about us.\And, in turn, to learn about you.\That is Salamandinay-sama's wish.\Learn, and then what?\We killed your people.\You killed our people. response:	That's all there is, isn't there?
context: Why did she want us to see this?\She wanted you to learn about us.\And, in turn, to learn about you.\That is Salamandinay-sama's wish.\Learn, and then what?\We killed your people.\You killed our people.\That's all there is, isn't there? response:	Anger, sadness, revenge...
context: She wanted you to learn about us.\And, in turn, to learn about you.\That is Salamandinay-sama's wish.\Learn, and then what?\We killed your people.\You killed our people.\That's all there is, isn't there?\Anger, sadness, revenge... response:	All that comes from them is destruction.
context: And, in turn, to learn about you.\That is Salamandinay-sama's wish.\Learn, and then what?\We killed your people.\You killed our people.\That's all there is, isn't there?\Anger, sadness, revenge...\All that comes from them is destruction. response:	But humans are able to accept and forgive.
context: That is Salamandinay-sama's wish.\Learn, and then what?\We killed your people.\You killed our people.\That's all there is, isn't there?\Anger, sadness, revenge...\All that comes from them is destruction.\But humans are able to accept and forgive. response:	And so, move beyond that.
context: Learn, and then what?\We killed your people.\You killed our people.\That's all there is, isn't there?\Anger, sadness, revenge...\All that comes from them is destruction.\But humans are able to accept and forgive.\And so, move beyond that. response:	These are all the princess's words, though.
context: We killed your people.\You killed our people.\That's all there is, isn't there?\Anger, sadness, revenge...\All that comes from them is destruction.\But humans are able to accept and forgive.\And so, move beyond that.\These are all the princess's words, though. response:	Please enjoy your stay here.
context: You killed our people.\That's all there is, isn't there?\Anger, sadness, revenge...\All that comes from them is destruction.\But humans are able to accept and forgive.\And so, move beyond that.\These are all the princess's words, though.\Please enjoy your stay here. response:	That is the princess's message.
context: That's all there is, isn't there?\Anger, sadness, revenge...\All that comes from them is destruction.\But humans are able to accept and forgive.\And so, move beyond that.\These are all the princess's words, though.\Please enjoy your stay here.\That is the princess's message. response:	What are we to do about the princess's friendliness?
context: Anger, sadness, revenge...\All that comes from them is destruction.\But humans are able to accept and forgive.\And so, move beyond that.\These are all the princess's words, though.\Please enjoy your stay here.\That is the princess's message.\What are we to do about the princess's friendliness? response:	She'd kill you if she heard that...
context: All that comes from them is destruction.\But humans are able to accept and forgive.\And so, move beyond that.\These are all the princess's words, though.\Please enjoy your stay here.\That is the princess's message.\What are we to do about the princess's friendliness?\She'd kill you if she heard that... response:	Enjoy our stay, she said.
context: But humans are able to accept and forgive.\And so, move beyond that.\These are all the princess's words, though.\Please enjoy your stay here.\That is the princess's message.\What are we to do about the princess's friendliness?\She'd kill you if she heard that...\Enjoy our stay, she said. response:	Do you trust them?
context: And so, move beyond that.\These are all the princess's words, though.\Please enjoy your stay here.\That is the princess's message.\What are we to do about the princess's friendliness?\She'd kill you if she heard that...\Enjoy our stay, she said.\Do you trust them? response:	I don't know.
context: These are all the princess's words, though.\Please enjoy your stay here.\That is the princess's message.\What are we to do about the princess's friendliness?\She'd kill you if she heard that...\Enjoy our stay, she said.\Do you trust them?\I don't know. response:	But Vivian seems to be happy.
context: Please enjoy your stay here.\That is the princess's message.\What are we to do about the princess's friendliness?\She'd kill you if she heard that...\Enjoy our stay, she said.\Do you trust them?\I don't know.\But Vivian seems to be happy. response:	Should we go back?
context: That is the princess's message.\What are we to do about the princess's friendliness?\She'd kill you if she heard that...\Enjoy our stay, she said.\Do you trust them?\I don't know.\But Vivian seems to be happy.\Should we go back? response:	Huh?
context: What are we to do about the princess's friendliness?\She'd kill you if she heard that...\Enjoy our stay, she said.\Do you trust them?\I don't know.\But Vivian seems to be happy.\Should we go back?\Huh? response:	Arzenal. Libertus. Embryo.
context: She'd kill you if she heard that...\Enjoy our stay, she said.\Do you trust them?\I don't know.\But Vivian seems to be happy.\Should we go back?\Huh?\Arzenal. Libertus. Embryo. response:	If we really don't have to fight anymore...
context: Enjoy our stay, she said.\Do you trust them?\I don't know.\But Vivian seems to be happy.\Should we go back?\Huh?\Arzenal. Libertus. Embryo.\If we really don't have to fight anymore... response:	Preview
context: Do you trust them?\I don't know.\But Vivian seems to be happy.\Should we go back?\Huh?\Arzenal. Libertus. Embryo.\If we really don't have to fight anymore...\Preview response:	Ange, we're facing off next week!
context: I don't know.\But Vivian seems to be happy.\Should we go back?\Huh?\Arzenal. Libertus. Embryo.\If we really don't have to fight anymore...\Preview\Ange, we're facing off next week! response:	I'm done.
context: But Vivian seems to be happy.\Should we go back?\Huh?\Arzenal. Libertus. Embryo.\If we really don't have to fight anymore...\Preview\Ange, we're facing off next week!\I'm done. response:	I'm sick of doing previews with you.
context: Should we go back?\Huh?\Arzenal. Libertus. Embryo.\If we really don't have to fight anymore...\Preview\Ange, we're facing off next week!\I'm done.\I'm sick of doing previews with you. response:	We're running out of ideas.
context: Huh?\Arzenal. Libertus. Embryo.\If we really don't have to fight anymore...\Preview\Ange, we're facing off next week!\I'm done.\I'm sick of doing previews with you.\We're running out of ideas. response:	It's not even much of a preview.
context: Arzenal. Libertus. Embryo.\If we really don't have to fight anymore...\Preview\Ange, we're facing off next week!\I'm done.\I'm sick of doing previews with you.\We're running out of ideas.\It's not even much of a preview. response:	You say that now?
context: If we really don't have to fight anymore...\Preview\Ange, we're facing off next week!\I'm done.\I'm sick of doing previews with you.\We're running out of ideas.\It's not even much of a preview.\You say that now? response:	I'm leaving.
context: Preview\Ange, we're facing off next week!\I'm done.\I'm sick of doing previews with you.\We're running out of ideas.\It's not even much of a preview.\You say that now?\I'm leaving. response:	Wait, Ange, come back!
context: Ange, we're facing off next week!\I'm done.\I'm sick of doing previews with you.\We're running out of ideas.\It's not even much of a preview.\You say that now?\I'm leaving.\Wait, Ange, come back! response:	Resonant Battlefront
