context: The strawberry glasses were still being sold at the 100 yen store. response:	But when I thought about how importantly Hachi treated them
context: She might've opened up and talked to you about her true feelings.\But when I went back this morning,\Hachiko wouldn't say a word to me either!\She had Takumi do all the talking.\What did he say?\It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married.\You ARE shocked! Of course you are! response:	It makes no sense, right?!
context: But when I went back this morning,\Hachiko wouldn't say a word to me either!\She had Takumi do all the talking.\What did he say?\It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married.\You ARE shocked! Of course you are!\It makes no sense, right?! response:	I'm sorry, Nobu. Are you all right?
context: Hachiko wouldn't say a word to me either!\She had Takumi do all the talking.\What did he say?\It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married.\You ARE shocked! Of course you are!\It makes no sense, right?!\I'm sorry, Nobu. Are you all right? response:	Well, ah... yeah.
context: She had Takumi do all the talking.\What did he say?\It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married.\You ARE shocked! Of course you are!\It makes no sense, right?!\I'm sorry, Nobu. Are you all right?\Well, ah... yeah. response:	I sorta knew it was over from the way Nana was acting yesterday.
context: What did he say?\It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married.\You ARE shocked! Of course you are!\It makes no sense, right?!\I'm sorry, Nobu. Are you all right?\Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday. response:	Nana?
context: It's okay. Tell me. Nothing will shock me anymore.\He said they're getting married.\You ARE shocked! Of course you are!\It makes no sense, right?!\I'm sorry, Nobu. Are you all right?\Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday.\Nana? response:	After all, it's Takumi she loves. I knew that from the beginning.
context: He said they're getting married.\You ARE shocked! Of course you are!\It makes no sense, right?!\I'm sorry, Nobu. Are you all right?\Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday.\Nana?\After all, it's Takumi she loves. I knew that from the beginning. response:	But you called her Hachi in front of everyone.
context: You ARE shocked! Of course you are!\It makes no sense, right?!\I'm sorry, Nobu. Are you all right?\Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday.\Nana?\After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone. response:	But I'm part of this, so why am I on the outside of the fence?
context: It makes no sense, right?!\I'm sorry, Nobu. Are you all right?\Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday.\Nana?\After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence? response:	Am I that unreliable to her?
context: I'm sorry, Nobu. Are you all right?\Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday.\Nana?\After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her? response:	It's okay to cry, Nobuo!
context: Well, ah... yeah.\I sorta knew it was over from the way Nana was acting yesterday.\Nana?\After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her?\It's okay to cry, Nobuo! response:	Cry on my shoulder!
context: I sorta knew it was over from the way Nana was acting yesterday.\Nana?\After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her?\It's okay to cry, Nobuo!\Cry on my shoulder! response:	What are you doing?!
context: Nana?\After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her?\It's okay to cry, Nobuo!\Cry on my shoulder!\What are you doing?! response:	This is no time to be embarrassed! It's just between us.
context: After all, it's Takumi she loves. I knew that from the beginning.\But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her?\It's okay to cry, Nobuo!\Cry on my shoulder!\What are you doing?!\This is no time to be embarrassed! It's just between us. response:	But people are staring...
context: But you called her Hachi in front of everyone.\But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her?\It's okay to cry, Nobuo!\Cry on my shoulder!\What are you doing?!\This is no time to be embarrassed! It's just between us.\But people are staring... response:	So what?! You're too short to be acting cool anyway!
context: But I'm part of this, so why am I on the outside of the fence?\Am I that unreliable to her?\It's okay to cry, Nobuo!\Cry on my shoulder!\What are you doing?!\This is no time to be embarrassed! It's just between us.\But people are staring...\So what?! You're too short to be acting cool anyway! response:	Don't call me short! At least I'm taller than you!
context: Am I that unreliable to her?\It's okay to cry, Nobuo!\Cry on my shoulder!\What are you doing?!\This is no time to be embarrassed! It's just between us.\But people are staring...\So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you! response:	I know that!
context: It's okay to cry, Nobuo!\Cry on my shoulder!\What are you doing?!\This is no time to be embarrassed! It's just between us.\But people are staring...\So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you!\I know that! response:	I also know that you've got a heart way bigger than mine!
context: Cry on my shoulder!\What are you doing?!\This is no time to be embarrassed! It's just between us.\But people are staring...\So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you!\I know that!\I also know that you've got a heart way bigger than mine! response:	Before I met you, I hated everyone!
context: What are you doing?!\This is no time to be embarrassed! It's just between us.\But people are staring...\So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you!\I know that!\I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone! response:	I couldn't trust anybody!
context: This is no time to be embarrassed! It's just between us.\But people are staring...\So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you!\I know that!\I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone!\I couldn't trust anybody! response:	But then when I met you,
context: But people are staring...\So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you!\I know that!\I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone!\I couldn't trust anybody!\But then when I met you, response:	I felt for the first time that this world isn't all that bad after all!
context: So what?! You're too short to be acting cool anyway!\Don't call me short! At least I'm taller than you!\I know that!\I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone!\I couldn't trust anybody!\But then when I met you,\I felt for the first time that this world isn't all that bad after all! response:	Terashima. Thanks for these.
context: Don't call me short! At least I'm taller than you!\I know that!\I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone!\I couldn't trust anybody!\But then when I met you,\I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these. response:	You are not unreliable, Nobu.
context: I know that!\I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone!\I couldn't trust anybody!\But then when I met you,\I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these.\You are not unreliable, Nobu. response:	Don't get down on yourself just because some girl dumped you.
context: I also know that you've got a heart way bigger than mine!\Before I met you, I hated everyone!\I couldn't trust anybody!\But then when I met you,\I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these.\You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you. response:	Your spikes are digging into my neck.
context: Before I met you, I hated everyone!\I couldn't trust anybody!\But then when I met you,\I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these.\You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck. response:	Nobu's shoulders are way scrawnier than Ren's,
context: I couldn't trust anybody!\But then when I met you,\I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these.\You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's, response:	but they weren't shaking.
context: But then when I met you,\I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these.\You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking. response:	I was offering him my shoulder,
context: I felt for the first time that this world isn't all that bad after all!\Terashima. Thanks for these.\You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking.\I was offering him my shoulder, response:	but ended up borrowing his instead.
context: Terashima. Thanks for these.\You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking.\I was offering him my shoulder,\but ended up borrowing his instead. response:	I owe Nobu so much.
context: You are not unreliable, Nobu.\Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking.\I was offering him my shoulder,\but ended up borrowing his instead.\I owe Nobu so much. response:	So I really can't make up with Hachi.
context: Don't get down on yourself just because some girl dumped you.\Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking.\I was offering him my shoulder,\but ended up borrowing his instead.\I owe Nobu so much.\So I really can't make up with Hachi. response:	I'll take the strawberry glass to Ren's place.
context: Your spikes are digging into my neck.\Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking.\I was offering him my shoulder,\but ended up borrowing his instead.\I owe Nobu so much.\So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place. response:	WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!
context: Nobu's shoulders are way scrawnier than Ren's,\but they weren't shaking.\I was offering him my shoulder,\but ended up borrowing his instead.\I owe Nobu so much.\So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this! response:	How could you stick with them for a full month
context: but they weren't shaking.\I was offering him my shoulder,\but ended up borrowing his instead.\I owe Nobu so much.\So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month response:	and not get a shot of them together?!
context: I was offering him my shoulder,\but ended up borrowing his instead.\I owe Nobu so much.\So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month\and not get a shot of them together?! response:	Because they're on completely different schedules,
context: but ended up borrowing his instead.\I owe Nobu so much.\So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month\and not get a shot of them together?!\Because they're on completely different schedules, response:	and never leave the place together, you see!
context: I owe Nobu so much.\So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month\and not get a shot of them together?!\Because they're on completely different schedules,\and never leave the place together, you see! response:	Don't you see me!
context: So I really can't make up with Hachi.\I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month\and not get a shot of them together?!\Because they're on completely different schedules,\and never leave the place together, you see!\Don't you see me! response:	You probably did something to make them cautious.
context: I'll take the strawberry glass to Ren's place.\WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month\and not get a shot of them together?!\Because they're on completely different schedules,\and never leave the place together, you see!\Don't you see me!\You probably did something to make them cautious. response:	All of you!
context: WEEKLY SEARCH MAGAZINE EDITING DEPT. I can't use this!\How could you stick with them for a full month\and not get a shot of them together?!\Because they're on completely different schedules,\and never leave the place together, you see!\Don't you see me!\You probably did something to make them cautious.\All of you! response:	Idiots!
context: How could you stick with them for a full month\and not get a shot of them together?!\Because they're on completely different schedules,\and never leave the place together, you see!\Don't you see me!\You probably did something to make them cautious.\All of you!\Idiots! response:	Let's just give up on that idea
context: and not get a shot of them together?!\Because they're on completely different schedules,\and never leave the place together, you see!\Don't you see me!\You probably did something to make them cautious.\All of you!\Idiots!\Let's just give up on that idea response:	and write an article using two different shots.
context: Because they're on completely different schedules,\and never leave the place together, you see!\Don't you see me!\You probably did something to make them cautious.\All of you!\Idiots!\Let's just give up on that idea\and write an article using two different shots. response:	I'm not compromising.
context: and never leave the place together, you see!\Don't you see me!\You probably did something to make them cautious.\All of you!\Idiots!\Let's just give up on that idea\and write an article using two different shots.\I'm not compromising. response:	You want someone else beating us to the story?
context: Don't you see me!\You probably did something to make them cautious.\All of you!\Idiots!\Let's just give up on that idea\and write an article using two different shots.\I'm not compromising.\You want someone else beating us to the story? response:	Kurata. Fly to their hometown immediately.
context: You probably did something to make them cautious.\All of you!\Idiots!\Let's just give up on that idea\and write an article using two different shots.\I'm not compromising.\You want someone else beating us to the story?\Kurata. Fly to their hometown immediately. response:	Huh?
context: All of you!\Idiots!\Let's just give up on that idea\and write an article using two different shots.\I'm not compromising.\You want someone else beating us to the story?\Kurata. Fly to their hometown immediately.\Huh? response:	Trapnest is recording in the studio every day this week.
context: Idiots!\Let's just give up on that idea\and write an article using two different shots.\I'm not compromising.\You want someone else beating us to the story?\Kurata. Fly to their hometown immediately.\Huh?\Trapnest is recording in the studio every day this week. response:	Following them won't do us any good.
context: Let's just give up on that idea\and write an article using two different shots.\I'm not compromising.\You want someone else beating us to the story?\Kurata. Fly to their hometown immediately.\Huh?\Trapnest is recording in the studio every day this week.\Following them won't do us any good. response:	CONFIDENTIAL In the meantime,
context: and write an article using two different shots.\I'm not compromising.\You want someone else beating us to the story?\Kurata. Fly to their hometown immediately.\Huh?\Trapnest is recording in the studio every day this week.\Following them won't do us any good.\CONFIDENTIAL In the meantime, response:	gather everything you can on Ren Honjo and Nana Osaki's backgrounds.
context: I'm not compromising.\You want someone else beating us to the story?\Kurata. Fly to their hometown immediately.\Huh?\Trapnest is recording in the studio every day this week.\Following them won't do us any good.\CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds. response:	What a drag.
context: You want someone else beating us to the story?\Kurata. Fly to their hometown immediately.\Huh?\Trapnest is recording in the studio every day this week.\Following them won't do us any good.\CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag. response:	Gaia seems to be reluctant about giving BLAST their debut,
context: Kurata. Fly to their hometown immediately.\Huh?\Trapnest is recording in the studio every day this week.\Following them won't do us any good.\CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag.\Gaia seems to be reluctant about giving BLAST their debut, response:	but this'll make the greatest Battle of the Bands.
context: Huh?\Trapnest is recording in the studio every day this week.\Following them won't do us any good.\CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag.\Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands. response:	I'll create a huge festival for you
context: Trapnest is recording in the studio every day this week.\Following them won't do us any good.\CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag.\Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you response:	and bring you onto the same stage as Trapnest in a heartbeat.
context: Following them won't do us any good.\CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag.\Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat. response:	You should thank me, Nana Osaki.
context: CONFIDENTIAL In the meantime,\gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag.\Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki. response:	The curtains are about to rise on your fateful game.
context: gather everything you can on Ren Honjo and Nana Osaki's backgrounds.\What a drag.\Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game. response:	Miss Komatsu. Registered mail for you!
context: What a drag.\Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you! response:	MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK
context: Gaia seems to be reluctant about giving BLAST their debut,\but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK response:	MONTHLY RENT 1,000,000 YEN
context: but this'll make the greatest Battle of the Bands.\I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN response:	You know, Hachi... I was hostile towards Trapnest
context: I'll create a huge festival for you\and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest response:	because I was envious of Reira for stealing Ren's heart,
context: and bring you onto the same stage as Trapnest in a heartbeat.\You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart, response:	not as a woman but as a singer.
context: You should thank me, Nana Osaki.\The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer. response:	I only wanted Ren to notice me more.
context: The curtains are about to rise on your fateful game.\Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer.\I only wanted Ren to notice me more. response:	I never wanted to make them my enemy.
context: Miss Komatsu. Registered mail for you!\MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer.\I only wanted Ren to notice me more.\I never wanted to make them my enemy. response:	It's so moving, isn't it?
context: MISS NANA KOMATSU, THANK YOU FOR CONSULTING WITH OUR FIRM. WE'VE GATHERED SOME LISTINGS OF PROPERTIES THAT FIT THE CONDITIONS YOU NOTED THE OTHER DAY. PLEASE REVIEW THE MATERIAL. IF YOU WOULD LIKE TO VIEW ANY OF THE PROPERTIES, PLEASE CONTACT ME AT THE NUMBER BELOW. I LOOK\MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer.\I only wanted Ren to notice me more.\I never wanted to make them my enemy.\It's so moving, isn't it? response:	This'll sell way more than a million.
context: MONTHLY RENT 1,000,000 YEN\You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer.\I only wanted Ren to notice me more.\I never wanted to make them my enemy.\It's so moving, isn't it?\This'll sell way more than a million. response:	How much harder are you gonna push her until you're satisfied?
context: You know, Hachi... I was hostile towards Trapnest\because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer.\I only wanted Ren to notice me more.\I never wanted to make them my enemy.\It's so moving, isn't it?\This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied? response:	I have no idea what you're talking about.
context: because I was envious of Reira for stealing Ren's heart,\not as a woman but as a singer.\I only wanted Ren to notice me more.\I never wanted to make them my enemy.\It's so moving, isn't it?\This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about. response:	At least let me accompany her with my guitar.
context: not as a woman but as a singer.\I only wanted Ren to notice me more.\I never wanted to make them my enemy.\It's so moving, isn't it?\This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about.\At least let me accompany her with my guitar. response:	Since I can't hug her.
context: I only wanted Ren to notice me more.\I never wanted to make them my enemy.\It's so moving, isn't it?\This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about.\At least let me accompany her with my guitar.\Since I can't hug her. response:	But ever since that day when you were taken away from me,
context: I never wanted to make them my enemy.\It's so moving, isn't it?\This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about.\At least let me accompany her with my guitar.\Since I can't hug her.\But ever since that day when you were taken away from me, response:	I couldn't help but feel the need to defeat them.
context: It's so moving, isn't it?\This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about.\At least let me accompany her with my guitar.\Since I can't hug her.\But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them. response:	I wanted you back... no matter what.
context: This'll sell way more than a million.\How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about.\At least let me accompany her with my guitar.\Since I can't hug her.\But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them.\I wanted you back... no matter what. response:	I can't count how many nights
context: How much harder are you gonna push her until you're satisfied?\I have no idea what you're talking about.\At least let me accompany her with my guitar.\Since I can't hug her.\But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them.\I wanted you back... no matter what.\I can't count how many nights response:	I wished tomorrow would never come
context: I have no idea what you're talking about.\At least let me accompany her with my guitar.\Since I can't hug her.\But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them.\I wanted you back... no matter what.\I can't count how many nights\I wished tomorrow would never come response:	To live as I am without being fake
context: At least let me accompany her with my guitar.\Since I can't hug her.\But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them.\I wanted you back... no matter what.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake response:	What do I need
context: Since I can't hug her.\But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them.\I wanted you back... no matter what.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need response:	If I don't believe in myself, what can I believe in
context: But ever since that day when you were taken away from me,\I couldn't help but feel the need to defeat them.\I wanted you back... no matter what.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in response:	The answer is too close to see
context: I couldn't help but feel the need to defeat them.\I wanted you back... no matter what.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see response:	Black tears are falling down
context: I wanted you back... no matter what.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down response:	I have nothing, only sadness
context: I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness response:	I can't put it into words
context: I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words response:	My whole body starts to ache
context: To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache response:	I can't stand it anymore on my own
