context: Man, don't come to show off every time you buy a new slave. response:	That's not it.
context: There were even some tall tales, like him joining another country's resistance,\but none of them were credible.\That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other.\Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course. response:	What would you like?
context: but none of them were credible.\That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other.\Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course.\What would you like? response:	I want the gemstone used to make magic threads.
context: That seller certainly did provide us with ample knowledge and connections.\But one thing he offered helped me more than any other.\Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course.\What would you like?\I want the gemstone used to make magic threads. response:	I'm amazed you learned where to find that gemstone so quickly.
context: But one thing he offered helped me more than any other.\Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course.\What would you like?\I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly. response:	It's not all good news.
context: Yes, this deed is genuine.\I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course.\What would you like?\I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly.\It's not all good news. response:	It seems to be in a rather dicey location.
context: I'm amazed that grumpy money-grubber actually gave this to you.\Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course.\What would you like?\I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly.\It's not all good news.\It seems to be in a rather dicey location. response:	Naofumi-sama...
context: Anyway, if there's a gemstone you want, I can arrange getting it for you.\At a discount, of course.\What would you like?\I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly.\It's not all good news.\It seems to be in a rather dicey location.\Naofumi-sama... response:	This temple was once a notoriously evil alchemist's base of operations.
context: At a discount, of course.\What would you like?\I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly.\It's not all good news.\It seems to be in a rather dicey location.\Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations. response:	I never knew there was a tunnel here.
context: What would you like?\I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly.\It's not all good news.\It seems to be in a rather dicey location.\Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here. response:	According to the mining chief,
context: I want the gemstone used to make magic threads.\I'm amazed you learned where to find that gemstone so quickly.\It's not all good news.\It seems to be in a rather dicey location.\Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here.\According to the mining chief, response:	nobody's dared approach this place since some monsters nested here.
context: I'm amazed you learned where to find that gemstone so quickly.\It's not all good news.\It seems to be in a rather dicey location.\Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here.\According to the mining chief,\nobody's dared approach this place since some monsters nested here. response:	Stay on your toes.
context: It's not all good news.\It seems to be in a rather dicey location.\Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here.\According to the mining chief,\nobody's dared approach this place since some monsters nested here.\Stay on your toes. response:	It's empty.
context: It seems to be in a rather dicey location.\Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here.\According to the mining chief,\nobody's dared approach this place since some monsters nested here.\Stay on your toes.\It's empty. response:	That's ancient writing.
context: Naofumi-sama...\This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here.\According to the mining chief,\nobody's dared approach this place since some monsters nested here.\Stay on your toes.\It's empty.\That's ancient writing. response:	We pray this seed never makes it out of here.
context: This temple was once a notoriously evil alchemist's base of operations.\I never knew there was a tunnel here.\According to the mining chief,\nobody's dared approach this place since some monsters nested here.\Stay on your toes.\It's empty.\That's ancient writing.\We pray this seed never makes it out of here. response:	It is a horribly twisted manifestation of our wish
context: I never knew there was a tunnel here.\According to the mining chief,\nobody's dared approach this place since some monsters nested here.\Stay on your toes.\It's empty.\That's ancient writing.\We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish response:	for nobody to starve.
context: According to the mining chief,\nobody's dared approach this place since some monsters nested here.\Stay on your toes.\It's empty.\That's ancient writing.\We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish\for nobody to starve. response:	Looks like some bandits already released it into the world, though.
context: nobody's dared approach this place since some monsters nested here.\Stay on your toes.\It's empty.\That's ancient writing.\We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish\for nobody to starve.\Looks like some bandits already released it into the world, though. response:	Master, there's a path down this way.
context: Stay on your toes.\It's empty.\That's ancient writing.\We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish\for nobody to starve.\Looks like some bandits already released it into the world, though.\Master, there's a path down this way. response:	Let's go.
context: It's empty.\That's ancient writing.\We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish\for nobody to starve.\Looks like some bandits already released it into the world, though.\Master, there's a path down this way.\Let's go. response:	Hey, Filo! What are you doing?
context: That's ancient writing.\We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish\for nobody to starve.\Looks like some bandits already released it into the world, though.\Master, there's a path down this way.\Let's go.\Hey, Filo! What are you doing? response:	Hurry up!
context: We pray this seed never makes it out of here.\It is a horribly twisted manifestation of our wish\for nobody to starve.\Looks like some bandits already released it into the world, though.\Master, there's a path down this way.\Let's go.\Hey, Filo! What are you doing?\Hurry up! response:	Oh, Master!
context: It is a horribly twisted manifestation of our wish\for nobody to starve.\Looks like some bandits already released it into the world, though.\Master, there's a path down this way.\Let's go.\Hey, Filo! What are you doing?\Hurry up!\Oh, Master! response:	You see...
context: for nobody to starve.\Looks like some bandits already released it into the world, though.\Master, there's a path down this way.\Let's go.\Hey, Filo! What are you doing?\Hurry up!\Oh, Master!\You see... response:	For crying out loud.
context: Looks like some bandits already released it into the world, though.\Master, there's a path down this way.\Let's go.\Hey, Filo! What are you doing?\Hurry up!\Oh, Master!\You see...\For crying out loud. response:	If you won't listen to me, then I don't need you anymore.
context: Master, there's a path down this way.\Let's go.\Hey, Filo! What are you doing?\Hurry up!\Oh, Master!\You see...\For crying out loud.\If you won't listen to me, then I don't need you anymore. response:	Stop.
context: Let's go.\Hey, Filo! What are you doing?\Hurry up!\Oh, Master!\You see...\For crying out loud.\If you won't listen to me, then I don't need you anymore.\Stop. response:	What is that?
context: Hey, Filo! What are you doing?\Hurry up!\Oh, Master!\You see...\For crying out loud.\If you won't listen to me, then I don't need you anymore.\Stop.\What is that? response:	A monster footprint.
context: Hurry up!\Oh, Master!\You see...\For crying out loud.\If you won't listen to me, then I don't need you anymore.\Stop.\What is that?\A monster footprint. response:	It must be a rather large one.
context: Oh, Master!\You see...\For crying out loud.\If you won't listen to me, then I don't need you anymore.\Stop.\What is that?\A monster footprint.\It must be a rather large one. response:	But we have to keep going until we get what we're here for.
context: You see...\For crying out loud.\If you won't listen to me, then I don't need you anymore.\Stop.\What is that?\A monster footprint.\It must be a rather large one.\But we have to keep going until we get what we're here for. response:	Just be care
context: For crying out loud.\If you won't listen to me, then I don't need you anymore.\Stop.\What is that?\A monster footprint.\It must be a rather large one.\But we have to keep going until we get what we're here for.\Just be care response:	Naofumi-sama?!
context: If you won't listen to me, then I don't need you anymore.\Stop.\What is that?\A monster footprint.\It must be a rather large one.\But we have to keep going until we get what we're here for.\Just be care\Naofumi-sama?! response:	Stay calm!
context: Stop.\What is that?\A monster footprint.\It must be a rather large one.\But we have to keep going until we get what we're here for.\Just be care\Naofumi-sama?!\Stay calm! response:	Hey, witch! What's going on?
context: What is that?\A monster footprint.\It must be a rather large one.\But we have to keep going until we get what we're here for.\Just be care\Naofumi-sama?!\Stay calm!\Hey, witch! What's going on? response:	I'm sick and tired of being Naofumi-sama's slave.
context: A monster footprint.\It must be a rather large one.\But we have to keep going until we get what we're here for.\Just be care\Naofumi-sama?!\Stay calm!\Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave. response:	I only pretended to become his slave again so I could kill him with my own hands.
context: It must be a rather large one.\But we have to keep going until we get what we're here for.\Just be care\Naofumi-sama?!\Stay calm!\Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands. response:	I can stab him clean through from behind now.
context: But we have to keep going until we get what we're here for.\Just be care\Naofumi-sama?!\Stay calm!\Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now. response:	Don't let the voices mislead you!
context: Just be care\Naofumi-sama?!\Stay calm!\Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now.\Don't let the voices mislead you! response:	The witch?
context: Naofumi-sama?!\Stay calm!\Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now.\Don't let the voices mislead you!\The witch? response:	The monsters here provoke you by saying the last things you want to hear,
context: Stay calm!\Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now.\Don't let the voices mislead you!\The witch?\The monsters here provoke you by saying the last things you want to hear, response:	in the last voices you want saying them!
context: Hey, witch! What's going on?\I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now.\Don't let the voices mislead you!\The witch?\The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them! response:	How nasty is that?
context: I'm sick and tired of being Naofumi-sama's slave.\I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now.\Don't let the voices mislead you!\The witch?\The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them!\How nasty is that? response:	Master is my food!
context: I only pretended to become his slave again so I could kill him with my own hands.\I can stab him clean through from behind now.\Don't let the voices mislead you!\The witch?\The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them!\How nasty is that?\Master is my food! response:	Hey, something cut me!
context: I can stab him clean through from behind now.\Don't let the voices mislead you!\The witch?\The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them!\How nasty is that?\Master is my food!\Hey, something cut me! response:	Do something about this!
context: Don't let the voices mislead you!\The witch?\The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them!\How nasty is that?\Master is my food!\Hey, something cut me!\Do something about this! response:	As source of thy power, I order thee.
context: The witch?\The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them!\How nasty is that?\Master is my food!\Hey, something cut me!\Do something about this!\As source of thy power, I order thee. response:	Decipher the laws of nature and restore our sight!
context: The monsters here provoke you by saying the last things you want to hear,\in the last voices you want saying them!\How nasty is that?\Master is my food!\Hey, something cut me!\Do something about this!\As source of thy power, I order thee.\Decipher the laws of nature and restore our sight! response:	Fast Anti-Bind!
context: in the last voices you want saying them!\How nasty is that?\Master is my food!\Hey, something cut me!\Do something about this!\As source of thy power, I order thee.\Decipher the laws of nature and restore our sight!\Fast Anti-Bind! response:	If we can see them...
context: How nasty is that?\Master is my food!\Hey, something cut me!\Do something about this!\As source of thy power, I order thee.\Decipher the laws of nature and restore our sight!\Fast Anti-Bind!\If we can see them... response:	Filo!
context: Master is my food!\Hey, something cut me!\Do something about this!\As source of thy power, I order thee.\Decipher the laws of nature and restore our sight!\Fast Anti-Bind!\If we can see them...\Filo! response:	I'm gonna blow you away!
context: Hey, something cut me!\Do something about this!\As source of thy power, I order thee.\Decipher the laws of nature and restore our sight!\Fast Anti-Bind!\If we can see them...\Filo!\I'm gonna blow you away! response:	Are you all okay?
context: Do something about this!\As source of thy power, I order thee.\Decipher the laws of nature and restore our sight!\Fast Anti-Bind!\If we can see them...\Filo!\I'm gonna blow you away!\Are you all okay? response:	Yes, I'm fine.
context: As source of thy power, I order thee.\Decipher the laws of nature and restore our sight!\Fast Anti-Bind!\If we can see them...\Filo!\I'm gonna blow you away!\Are you all okay?\Yes, I'm fine. response:	I don't think this will come in handy.
context: Decipher the laws of nature and restore our sight!\Fast Anti-Bind!\If we can see them...\Filo!\I'm gonna blow you away!\Are you all okay?\Yes, I'm fine.\I don't think this will come in handy. response:	Voice Gengar Shield (Bat Form)
context: Fast Anti-Bind!\If we can see them...\Filo!\I'm gonna blow you away!\Are you all okay?\Yes, I'm fine.\I don't think this will come in handy.\Voice Gengar Shield (Bat Form) response:	Let's keep going.
context: If we can see them...\Filo!\I'm gonna blow you away!\Are you all okay?\Yes, I'm fine.\I don't think this will come in handy.\Voice Gengar Shield (Bat Form)\Let's keep going. response:	You won't abandon me, right, Master?
context: Filo!\I'm gonna blow you away!\Are you all okay?\Yes, I'm fine.\I don't think this will come in handy.\Voice Gengar Shield (Bat Form)\Let's keep going.\You won't abandon me, right, Master? response:	I've got money riding on you.
context: I'm gonna blow you away!\Are you all okay?\Yes, I'm fine.\I don't think this will come in handy.\Voice Gengar Shield (Bat Form)\Let's keep going.\You won't abandon me, right, Master?\I've got money riding on you. response:	I won't get rid of you easily.
context: Are you all okay?\Yes, I'm fine.\I don't think this will come in handy.\Voice Gengar Shield (Bat Form)\Let's keep going.\You won't abandon me, right, Master?\I've got money riding on you.\I won't get rid of you easily. response:	Naofumi-sama...
context: Yes, I'm fine.\I don't think this will come in handy.\Voice Gengar Shield (Bat Form)\Let's keep going.\You won't abandon me, right, Master?\I've got money riding on you.\I won't get rid of you easily.\Naofumi-sama... response:	Don't worry.
context: I don't think this will come in handy.\Voice Gengar Shield (Bat Form)\Let's keep going.\You won't abandon me, right, Master?\I've got money riding on you.\I won't get rid of you easily.\Naofumi-sama...\Don't worry. response:	Naofumi-sama would never say mean things like those hallucinations you heard.
context: Voice Gengar Shield (Bat Form)\Let's keep going.\You won't abandon me, right, Master?\I've got money riding on you.\I won't get rid of you easily.\Naofumi-sama...\Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard. response:	Okay, I'll believe in him.
context: Let's keep going.\You won't abandon me, right, Master?\I've got money riding on you.\I won't get rid of you easily.\Naofumi-sama...\Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him. response:	It's nothing. Never mind.
context: You won't abandon me, right, Master?\I've got money riding on you.\I won't get rid of you easily.\Naofumi-sama...\Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him.\It's nothing. Never mind. response:	Something's in there.
context: I've got money riding on you.\I won't get rid of you easily.\Naofumi-sama...\Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him.\It's nothing. Never mind.\Something's in there. response:	That's the gemstone.
context: I won't get rid of you easily.\Naofumi-sama...\Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him.\It's nothing. Never mind.\Something's in there.\That's the gemstone. response:	Yeah, but...
context: Naofumi-sama...\Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him.\It's nothing. Never mind.\Something's in there.\That's the gemstone.\Yeah, but... response:	That's a nue.
context: Don't worry.\Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him.\It's nothing. Never mind.\Something's in there.\That's the gemstone.\Yeah, but...\That's a nue. response:	It's on the small side, but still dangerous.
context: Naofumi-sama would never say mean things like those hallucinations you heard.\Okay, I'll believe in him.\It's nothing. Never mind.\Something's in there.\That's the gemstone.\Yeah, but...\That's a nue.\It's on the small side, but still dangerous. response:	This'll be rough.
context: Okay, I'll believe in him.\It's nothing. Never mind.\Something's in there.\That's the gemstone.\Yeah, but...\That's a nue.\It's on the small side, but still dangerous.\This'll be rough. response:	The gemstone's right there, but we can't get it.
context: It's nothing. Never mind.\Something's in there.\That's the gemstone.\Yeah, but...\That's a nue.\It's on the small side, but still dangerous.\This'll be rough.\The gemstone's right there, but we can't get it. response:	We're going!
context: Something's in there.\That's the gemstone.\Yeah, but...\That's a nue.\It's on the small side, but still dangerous.\This'll be rough.\The gemstone's right there, but we can't get it.\We're going! response:	Those two!
context: That's the gemstone.\Yeah, but...\That's a nue.\It's on the small side, but still dangerous.\This'll be rough.\The gemstone's right there, but we can't get it.\We're going!\Those two! response:	Cover us, please!
context: Yeah, but...\That's a nue.\It's on the small side, but still dangerous.\This'll be rough.\The gemstone's right there, but we can't get it.\We're going!\Those two!\Cover us, please! response:	Zweit Fire Blast!
context: That's a nue.\It's on the small side, but still dangerous.\This'll be rough.\The gemstone's right there, but we can't get it.\We're going!\Those two!\Cover us, please!\Zweit Fire Blast! response:	Naofumi-sama!
context: It's on the small side, but still dangerous.\This'll be rough.\The gemstone's right there, but we can't get it.\We're going!\Those two!\Cover us, please!\Zweit Fire Blast!\Naofumi-sama! response:	Can I hold it off?
context: This'll be rough.\The gemstone's right there, but we can't get it.\We're going!\Those two!\Cover us, please!\Zweit Fire Blast!\Naofumi-sama!\Can I hold it off? response:	Don't!
context: The gemstone's right there, but we can't get it.\We're going!\Those two!\Cover us, please!\Zweit Fire Blast!\Naofumi-sama!\Can I hold it off?\Don't! response:	Hey!
context: We're going!\Those two!\Cover us, please!\Zweit Fire Blast!\Naofumi-sama!\Can I hold it off?\Don't!\Hey! response:	That was close...
context: Those two!\Cover us, please!\Zweit Fire Blast!\Naofumi-sama!\Can I hold it off?\Don't!\Hey!\That was close... response:	We need to avoid that at all costs.
context: Cover us, please!\Zweit Fire Blast!\Naofumi-sama!\Can I hold it off?\Don't!\Hey!\That was close...\We need to avoid that at all costs. response:	But then how do we attack it?
context: Zweit Fire Blast!\Naofumi-sama!\Can I hold it off?\Don't!\Hey!\That was close...\We need to avoid that at all costs.\But then how do we attack it? response:	Watch out, Raphtalia!
context: Naofumi-sama!\Can I hold it off?\Don't!\Hey!\That was close...\We need to avoid that at all costs.\But then how do we attack it?\Watch out, Raphtalia! response:	It can see her?
context: Can I hold it off?\Don't!\Hey!\That was close...\We need to avoid that at all costs.\But then how do we attack it?\Watch out, Raphtalia!\It can see her? response:	No. It hears her.
context: Don't!\Hey!\That was close...\We need to avoid that at all costs.\But then how do we attack it?\Watch out, Raphtalia!\It can see her?\No. It hears her. response:	It's really sensitive to sound.
context: Hey!\That was close...\We need to avoid that at all costs.\But then how do we attack it?\Watch out, Raphtalia!\It can see her?\No. It hears her.\It's really sensitive to sound. response:	Sound?
context: That was close...\We need to avoid that at all costs.\But then how do we attack it?\Watch out, Raphtalia!\It can see her?\No. It hears her.\It's really sensitive to sound.\Sound? response:	Filo! Yell in here as loud as you can!
context: We need to avoid that at all costs.\But then how do we attack it?\Watch out, Raphtalia!\It can see her?\No. It hears her.\It's really sensitive to sound.\Sound?\Filo! Yell in here as loud as you can! response:	Okay!
context: But then how do we attack it?\Watch out, Raphtalia!\It can see her?\No. It hears her.\It's really sensitive to sound.\Sound?\Filo! Yell in here as loud as you can!\Okay! response:	Everyone, cover your ears!
context: Watch out, Raphtalia!\It can see her?\No. It hears her.\It's really sensitive to sound.\Sound?\Filo! Yell in here as loud as you can!\Okay!\Everyone, cover your ears! response:	Now!
context: It can see her?\No. It hears her.\It's really sensitive to sound.\Sound?\Filo! Yell in here as loud as you can!\Okay!\Everyone, cover your ears!\Now! response:	Zweit Fire Blast!
context: No. It hears her.\It's really sensitive to sound.\Sound?\Filo! Yell in here as loud as you can!\Okay!\Everyone, cover your ears!\Now!\Zweit Fire Blast! response:	We won!
context: It's really sensitive to sound.\Sound?\Filo! Yell in here as loud as you can!\Okay!\Everyone, cover your ears!\Now!\Zweit Fire Blast!\We won! response:	Are you unhurt?
context: Sound?\Filo! Yell in here as loud as you can!\Okay!\Everyone, cover your ears!\Now!\Zweit Fire Blast!\We won!\Are you unhurt? response:	Yeah!
context: Filo! Yell in here as loud as you can!\Okay!\Everyone, cover your ears!\Now!\Zweit Fire Blast!\We won!\Are you unhurt?\Yeah! response:	You?
context: Okay!\Everyone, cover your ears!\Now!\Zweit Fire Blast!\We won!\Are you unhurt?\Yeah!\You? response:	I'm fine.
context: Everyone, cover your ears!\Now!\Zweit Fire Blast!\We won!\Are you unhurt?\Yeah!\You?\I'm fine. response:	Don't charge in so recklessly.
context: Now!\Zweit Fire Blast!\We won!\Are you unhurt?\Yeah!\You?\I'm fine.\Don't charge in so recklessly. response:	But...
context: Zweit Fire Blast!\We won!\Are you unhurt?\Yeah!\You?\I'm fine.\Don't charge in so recklessly.\But... response:	What if you got a scar that never faded?
context: We won!\Are you unhurt?\Yeah!\You?\I'm fine.\Don't charge in so recklessly.\But...\What if you got a scar that never faded? response:	You're worried about my...
context: Are you unhurt?\Yeah!\You?\I'm fine.\Don't charge in so recklessly.\But...\What if you got a scar that never faded?\You're worried about my... response:	Are we clear?
context: Yeah!\You?\I'm fine.\Don't charge in so recklessly.\But...\What if you got a scar that never faded?\You're worried about my...\Are we clear? response:	Y-Yes.
context: You?\I'm fine.\Don't charge in so recklessly.\But...\What if you got a scar that never faded?\You're worried about my...\Are we clear?\Y-Yes. response:	Wow, so pretty!
context: I'm fine.\Don't charge in so recklessly.\But...\What if you got a scar that never faded?\You're worried about my...\Are we clear?\Y-Yes.\Wow, so pretty! response:	It really is beautiful!
context: Don't charge in so recklessly.\But...\What if you got a scar that never faded?\You're worried about my...\Are we clear?\Y-Yes.\Wow, so pretty!\It really is beautiful! response:	This is making me tired...
context: But...\What if you got a scar that never faded?\You're worried about my...\Are we clear?\Y-Yes.\Wow, so pretty!\It really is beautiful!\This is making me tired... response:	It's because you're converting your mana into thread.
context: What if you got a scar that never faded?\You're worried about my...\Are we clear?\Y-Yes.\Wow, so pretty!\It really is beautiful!\This is making me tired...\It's because you're converting your mana into thread. response:	Endure it for just a while longer.
context: You're worried about my...\Are we clear?\Y-Yes.\Wow, so pretty!\It really is beautiful!\This is making me tired...\It's because you're converting your mana into thread.\Endure it for just a while longer. response:	I'll give you a snack once you finish.
context: Are we clear?\Y-Yes.\Wow, so pretty!\It really is beautiful!\This is making me tired...\It's because you're converting your mana into thread.\Endure it for just a while longer.\I'll give you a snack once you finish. response:	A yummy one? Then I'll keep going!
context: Y-Yes.\Wow, so pretty!\It really is beautiful!\This is making me tired...\It's because you're converting your mana into thread.\Endure it for just a while longer.\I'll give you a snack once you finish.\A yummy one? Then I'll keep going! response:	How do I look, Master?
context: Wow, so pretty!\It really is beautiful!\This is making me tired...\It's because you're converting your mana into thread.\Endure it for just a while longer.\I'll give you a snack once you finish.\A yummy one? Then I'll keep going!\How do I look, Master? response:	Very nice.
context: It really is beautiful!\This is making me tired...\It's because you're converting your mana into thread.\Endure it for just a while longer.\I'll give you a snack once you finish.\A yummy one? Then I'll keep going!\How do I look, Master?\Very nice. response:	Yay! Thank you, Master!
context: This is making me tired...\It's because you're converting your mana into thread.\Endure it for just a while longer.\I'll give you a snack once you finish.\A yummy one? Then I'll keep going!\How do I look, Master?\Very nice.\Yay! Thank you, Master! response:	I mean, sure, she looks cute...
context: It's because you're converting your mana into thread.\Endure it for just a while longer.\I'll give you a snack once you finish.\A yummy one? Then I'll keep going!\How do I look, Master?\Very nice.\Yay! Thank you, Master!\I mean, sure, she looks cute... response:	Doesn't she?!
context: Endure it for just a while longer.\I'll give you a snack once you finish.\A yummy one? Then I'll keep going!\How do I look, Master?\Very nice.\Yay! Thank you, Master!\I mean, sure, she looks cute...\Doesn't she?! response:	I did my very best to bring out every last bit of Filo-chan's angelic charm!
context: I'll give you a snack once you finish.\A yummy one? Then I'll keep going!\How do I look, Master?\Very nice.\Yay! Thank you, Master!\I mean, sure, she looks cute...\Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm! response:	I used white as the base color, to go with her wings.
context: A yummy one? Then I'll keep going!\How do I look, Master?\Very nice.\Yay! Thank you, Master!\I mean, sure, she looks cute...\Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings. response:	I added in plenty of frills as a nod to her feathers, too.
context: How do I look, Master?\Very nice.\Yay! Thank you, Master!\I mean, sure, she looks cute...\Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too. response:	And since it'd contrast best with her blonde hair,
context: Very nice.\Yay! Thank you, Master!\I mean, sure, she looks cute...\Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair, response:	I went with blue for the ribbon!
context: Yay! Thank you, Master!\I mean, sure, she looks cute...\Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair,\I went with blue for the ribbon! response:	R-Right...
context: I mean, sure, she looks cute...\Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair,\I went with blue for the ribbon!\R-Right... response:	The monster crest and magic outfit add up to 340 silvers in total.
context: Doesn't she?!\I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair,\I went with blue for the ribbon!\R-Right...\The monster crest and magic outfit add up to 340 silvers in total. response:	You'd better work hard to pay it off.
context: I did my very best to bring out every last bit of Filo-chan's angelic charm!\I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair,\I went with blue for the ribbon!\R-Right...\The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off. response:	Yeah! I'll do my best!
context: I used white as the base color, to go with her wings.\I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair,\I went with blue for the ribbon!\R-Right...\The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off.\Yeah! I'll do my best! response:	Don't suddenly transform indoors!
context: I added in plenty of frills as a nod to her feathers, too.\And since it'd contrast best with her blonde hair,\I went with blue for the ribbon!\R-Right...\The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off.\Yeah! I'll do my best!\Don't suddenly transform indoors! response:	The ribbon looks oh-so-cute even in her monster form!
context: And since it'd contrast best with her blonde hair,\I went with blue for the ribbon!\R-Right...\The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off.\Yeah! I'll do my best!\Don't suddenly transform indoors!\The ribbon looks oh-so-cute even in her monster form! response:	Don't you agree?
context: I went with blue for the ribbon!\R-Right...\The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off.\Yeah! I'll do my best!\Don't suddenly transform indoors!\The ribbon looks oh-so-cute even in her monster form!\Don't you agree? response:	You agree, don't you, Father?
context: R-Right...\The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off.\Yeah! I'll do my best!\Don't suddenly transform indoors!\The ribbon looks oh-so-cute even in her monster form!\Don't you agree?\You agree, don't you, Father? response:	Don't ask me!
context: The monster crest and magic outfit add up to 340 silvers in total.\You'd better work hard to pay it off.\Yeah! I'll do my best!\Don't suddenly transform indoors!\The ribbon looks oh-so-cute even in her monster form!\Don't you agree?\You agree, don't you, Father?\Don't ask me! response:	The Savior of the Heavenly Fowl
