context: The Fallen Giant response:	Next Time
context: Roger!\We've still got to do something about that Dimension Gate!\My power to isolate!\I'll use it!\You traitor!\Akbarjin Batbayar, you're...\Wrong!\My name is Jin Muso! response:	What are you gonna do, spy?
context: We've still got to do something about that Dimension Gate!\My power to isolate!\I'll use it!\You traitor!\Akbarjin Batbayar, you're...\Wrong!\My name is Jin Muso!\What are you gonna do, spy? response:	You have to trust him!
context: My power to isolate!\I'll use it!\You traitor!\Akbarjin Batbayar, you're...\Wrong!\My name is Jin Muso!\What are you gonna do, spy?\You have to trust him! response:	Jin is one of us now!
context: I'll use it!\You traitor!\Akbarjin Batbayar, you're...\Wrong!\My name is Jin Muso!\What are you gonna do, spy?\You have to trust him!\Jin is one of us now! response:	He's playing with you, Yunoha!
context: You traitor!\Akbarjin Batbayar, you're...\Wrong!\My name is Jin Muso!\What are you gonna do, spy?\You have to trust him!\Jin is one of us now!\He's playing with you, Yunoha! response:	You don't have to trust me. I don't care.
context: Akbarjin Batbayar, you're...\Wrong!\My name is Jin Muso!\What are you gonna do, spy?\You have to trust him!\Jin is one of us now!\He's playing with you, Yunoha!\You don't have to trust me. I don't care. response:	This power to isolate is something I found by coming here.
context: Wrong!\My name is Jin Muso!\What are you gonna do, spy?\You have to trust him!\Jin is one of us now!\He's playing with you, Yunoha!\You don't have to trust me. I don't care.\This power to isolate is something I found by coming here. response:	And without it, you won't be able to seal Altair's Dimension Gate!
context: My name is Jin Muso!\What are you gonna do, spy?\You have to trust him!\Jin is one of us now!\He's playing with you, Yunoha!\You don't have to trust me. I don't care.\This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate! response:	But...
context: What are you gonna do, spy?\You have to trust him!\Jin is one of us now!\He's playing with you, Yunoha!\You don't have to trust me. I don't care.\This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate!\But... response:	Union with me!
context: You have to trust him!\Jin is one of us now!\He's playing with you, Yunoha!\You don't have to trust me. I don't care.\This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate!\But...\Union with me! response:	A love that crosses worlds...
context: Jin is one of us now!\He's playing with you, Yunoha!\You don't have to trust me. I don't care.\This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate!\But...\Union with me!\A love that crosses worlds... response:	Mikage!
context: He's playing with you, Yunoha!\You don't have to trust me. I don't care.\This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate!\But...\Union with me!\A love that crosses worlds...\Mikage! response:	The price of treacherous love is steep.
context: You don't have to trust me. I don't care.\This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate!\But...\Union with me!\A love that crosses worlds...\Mikage!\The price of treacherous love is steep. response:	Stop!
context: This power to isolate is something I found by coming here.\And without it, you won't be able to seal Altair's Dimension Gate!\But...\Union with me!\A love that crosses worlds...\Mikage!\The price of treacherous love is steep.\Stop! response:	Yunoha!
context: And without it, you won't be able to seal Altair's Dimension Gate!\But...\Union with me!\A love that crosses worlds...\Mikage!\The price of treacherous love is steep.\Stop!\Yunoha! response:	Jin!
context: But...\Union with me!\A love that crosses worlds...\Mikage!\The price of treacherous love is steep.\Stop!\Yunoha!\Jin! response:	Jin!
context: Union with me!\A love that crosses worlds...\Mikage!\The price of treacherous love is steep.\Stop!\Yunoha!\Jin!\Jin! response:	I'm fine.
context: A love that crosses worlds...\Mikage!\The price of treacherous love is steep.\Stop!\Yunoha!\Jin!\Jin!\I'm fine. response:	It's just a psychic projection. It's not going to kill me.
context: Mikage!\The price of treacherous love is steep.\Stop!\Yunoha!\Jin!\Jin!\I'm fine.\It's just a psychic projection. It's not going to kill me. response:	Jin!
context: The price of treacherous love is steep.\Stop!\Yunoha!\Jin!\Jin!\I'm fine.\It's just a psychic projection. It's not going to kill me.\Jin! response:	Hurry up and Union!
context: Stop!\Yunoha!\Jin!\Jin!\I'm fine.\It's just a psychic projection. It's not going to kill me.\Jin!\Hurry up and Union! response:	Have it your way, Jin! Let's Union!
context: Yunoha!\Jin!\Jin!\I'm fine.\It's just a psychic projection. It's not going to kill me.\Jin!\Hurry up and Union!\Have it your way, Jin! Let's Union! response:	Amata, Mikono! Piano Four Hands Union!
context: Jin!\Jin!\I'm fine.\It's just a psychic projection. It's not going to kill me.\Jin!\Hurry up and Union!\Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union! response:	Go!
context: Jin!\I'm fine.\It's just a psychic projection. It's not going to kill me.\Jin!\Hurry up and Union!\Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union!\Go! response:	Aquarion!
context: I'm fine.\It's just a psychic projection. It's not going to kill me.\Jin!\Hurry up and Union!\Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union!\Go!\Aquarion! response:	Artillery Union!
context: It's just a psychic projection. It's not going to kill me.\Jin!\Hurry up and Union!\Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union!\Go!\Aquarion!\Artillery Union! response:	Go!
context: Jin!\Hurry up and Union!\Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union!\Go!\Aquarion!\Artillery Union!\Go! response:	Aquarion!
context: Hurry up and Union!\Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union!\Go!\Aquarion!\Artillery Union!\Go!\Aquarion! response:	We can really understand each other!
context: Have it your way, Jin! Let's Union!\Amata, Mikono! Piano Four Hands Union!\Go!\Aquarion!\Artillery Union!\Go!\Aquarion!\We can really understand each other! response:	This is... two sounds in harmony!
context: Amata, Mikono! Piano Four Hands Union!\Go!\Aquarion!\Artillery Union!\Go!\Aquarion!\We can really understand each other!\This is... two sounds in harmony! response:	This power rising up from inside me...
context: Go!\Aquarion!\Artillery Union!\Go!\Aquarion!\We can really understand each other!\This is... two sounds in harmony!\This power rising up from inside me... response:	across the border between worlds!
context: Aquarion!\Artillery Union!\Go!\Aquarion!\We can really understand each other!\This is... two sounds in harmony!\This power rising up from inside me...\across the border between worlds! response:	This is...
context: Artillery Union!\Go!\Aquarion!\We can really understand each other!\This is... two sounds in harmony!\This power rising up from inside me...\across the border between worlds!\This is... response:	our...
context: Go!\Aquarion!\We can really understand each other!\This is... two sounds in harmony!\This power rising up from inside me...\across the border between worlds!\This is...\our... response:	our...
context: Aquarion!\We can really understand each other!\This is... two sounds in harmony!\This power rising up from inside me...\across the border between worlds!\This is...\our...\our... response:	Union!
context: We can really understand each other!\This is... two sounds in harmony!\This power rising up from inside me...\across the border between worlds!\This is...\our...\our...\Union! response:	Aquarion Gepard!
context: This is... two sounds in harmony!\This power rising up from inside me...\across the border between worlds!\This is...\our...\our...\Union!\Aquarion Gepard! response:	Aquarion Spada!
context: This power rising up from inside me...\across the border between worlds!\This is...\our...\our...\Union!\Aquarion Gepard!\Aquarion Spada! response:	Wow!
context: across the border between worlds!\This is...\our...\our...\Union!\Aquarion Gepard!\Aquarion Spada!\Wow! response:	That was a beautiful sound, my friend!
context: This is...\our...\our...\Union!\Aquarion Gepard!\Aquarion Spada!\Wow!\That was a beautiful sound, my friend! response:	Playtime's over!
context: our...\our...\Union!\Aquarion Gepard!\Aquarion Spada!\Wow!\That was a beautiful sound, my friend!\Playtime's over! response:	What a powerful tone!
context: our...\Union!\Aquarion Gepard!\Aquarion Spada!\Wow!\That was a beautiful sound, my friend!\Playtime's over!\What a powerful tone! response:	We can't take this much longer!
context: Union!\Aquarion Gepard!\Aquarion Spada!\Wow!\That was a beautiful sound, my friend!\Playtime's over!\What a powerful tone!\We can't take this much longer! response:	Yunoha!
context: Aquarion Gepard!\Aquarion Spada!\Wow!\That was a beautiful sound, my friend!\Playtime's over!\What a powerful tone!\We can't take this much longer!\Yunoha! response:	The Elements' aura levels are falling!
context: Aquarion Spada!\Wow!\That was a beautiful sound, my friend!\Playtime's over!\What a powerful tone!\We can't take this much longer!\Yunoha!\The Elements' aura levels are falling! response:	Vital signs unstable!
context: Wow!\That was a beautiful sound, my friend!\Playtime's over!\What a powerful tone!\We can't take this much longer!\Yunoha!\The Elements' aura levels are falling!\Vital signs unstable! response:	Their lives are in danger!
context: That was a beautiful sound, my friend!\Playtime's over!\What a powerful tone!\We can't take this much longer!\Yunoha!\The Elements' aura levels are falling!\Vital signs unstable!\Their lives are in danger! response:	Kagura!
context: Playtime's over!\What a powerful tone!\We can't take this much longer!\Yunoha!\The Elements' aura levels are falling!\Vital signs unstable!\Their lives are in danger!\Kagura! response:	Jin, you're still bleeding!
context: What a powerful tone!\We can't take this much longer!\Yunoha!\The Elements' aura levels are falling!\Vital signs unstable!\Their lives are in danger!\Kagura!\Jin, you're still bleeding! response:	I don't care!
context: We can't take this much longer!\Yunoha!\The Elements' aura levels are falling!\Vital signs unstable!\Their lives are in danger!\Kagura!\Jin, you're still bleeding!\I don't care! response:	I never want to see them again!
context: Yunoha!\The Elements' aura levels are falling!\Vital signs unstable!\Their lives are in danger!\Kagura!\Jin, you're still bleeding!\I don't care!\I never want to see them again! response:	Your tears, that is.
context: The Elements' aura levels are falling!\Vital signs unstable!\Their lives are in danger!\Kagura!\Jin, you're still bleeding!\I don't care!\I never want to see them again!\Your tears, that is. response:	Jin!
context: Vital signs unstable!\Their lives are in danger!\Kagura!\Jin, you're still bleeding!\I don't care!\I never want to see them again!\Your tears, that is.\Jin! response:	Yunoha!
context: Their lives are in danger!\Kagura!\Jin, you're still bleeding!\I don't care!\I never want to see them again!\Your tears, that is.\Jin!\Yunoha! response:	We'll do it together.
context: Kagura!\Jin, you're still bleeding!\I don't care!\I never want to see them again!\Your tears, that is.\Jin!\Yunoha!\We'll do it together. response:	Jin.
context: Jin, you're still bleeding!\I don't care!\I never want to see them again!\Your tears, that is.\Jin!\Yunoha!\We'll do it together.\Jin. response:	Jin...
context: I don't care!\I never want to see them again!\Your tears, that is.\Jin!\Yunoha!\We'll do it together.\Jin.\Jin... response:	Jin!
context: I never want to see them again!\Your tears, that is.\Jin!\Yunoha!\We'll do it together.\Jin.\Jin...\Jin! response:	Thanks, you guys!
context: Your tears, that is.\Jin!\Yunoha!\We'll do it together.\Jin.\Jin...\Jin!\Thanks, you guys! response:	We're connected!
context: Jin!\Yunoha!\We'll do it together.\Jin.\Jin...\Jin!\Thanks, you guys!\We're connected! response:	What?
context: Yunoha!\We'll do it together.\Jin.\Jin...\Jin!\Thanks, you guys!\We're connected!\What? response:	What is that light?
context: We'll do it together.\Jin.\Jin...\Jin!\Thanks, you guys!\We're connected!\What?\What is that light? response:	Infinite energy that crosses the boundary between worlds!
context: Jin.\Jin...\Jin!\Thanks, you guys!\We're connected!\What?\What is that light?\Infinite energy that crosses the boundary between worlds! response:	Incredible! Gepard is creating new weaponry!
context: Jin...\Jin!\Thanks, you guys!\We're connected!\What?\What is that light?\Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry! response:	Gepard is evolving!
context: Jin!\Thanks, you guys!\We're connected!\What?\What is that light?\Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry!\Gepard is evolving! response:	This is Jin's...
context: Thanks, you guys!\We're connected!\What?\What is that light?\Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry!\Gepard is evolving!\This is Jin's... response:	We'll pin him down with Spada! Come, my friend!
context: We're connected!\What?\What is that light?\Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry!\Gepard is evolving!\This is Jin's...\We'll pin him down with Spada! Come, my friend! response:	Roger!
context: What?\What is that light?\Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry!\Gepard is evolving!\This is Jin's...\We'll pin him down with Spada! Come, my friend!\Roger! response:	Right now...
context: What is that light?\Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry!\Gepard is evolving!\This is Jin's...\We'll pin him down with Spada! Come, my friend!\Roger!\Right now... response:	We'll seal away...
context: Infinite energy that crosses the boundary between worlds!\Incredible! Gepard is creating new weaponry!\Gepard is evolving!\This is Jin's...\We'll pin him down with Spada! Come, my friend!\Roger!\Right now...\We'll seal away... response:	that dark power...
context: Incredible! Gepard is creating new weaponry!\Gepard is evolving!\This is Jin's...\We'll pin him down with Spada! Come, my friend!\Roger!\Right now...\We'll seal away...\that dark power... response:	FIRE!
context: Gepard is evolving!\This is Jin's...\We'll pin him down with Spada! Come, my friend!\Roger!\Right now...\We'll seal away...\that dark power...\FIRE! response:	It formed an isolation field!
context: This is Jin's...\We'll pin him down with Spada! Come, my friend!\Roger!\Right now...\We'll seal away...\that dark power...\FIRE!\It formed an isolation field! response:	Now, Amata, Mikono!
context: We'll pin him down with Spada! Come, my friend!\Roger!\Right now...\We'll seal away...\that dark power...\FIRE!\It formed an isolation field!\Now, Amata, Mikono! response:	Got it!
context: Roger!\Right now...\We'll seal away...\that dark power...\FIRE!\It formed an isolation field!\Now, Amata, Mikono!\Got it! response:	Play with me!
context: Right now...\We'll seal away...\that dark power...\FIRE!\It formed an isolation field!\Now, Amata, Mikono!\Got it!\Play with me! response:	The interruzione in his song!
context: We'll seal away...\that dark power...\FIRE!\It formed an isolation field!\Now, Amata, Mikono!\Got it!\Play with me!\The interruzione in his song! response:	Reverse!
context: that dark power...\FIRE!\It formed an isolation field!\Now, Amata, Mikono!\Got it!\Play with me!\The interruzione in his song!\Reverse! response:	Mikono!
context: FIRE!\It formed an isolation field!\Now, Amata, Mikono!\Got it!\Play with me!\The interruzione in his song!\Reverse!\Mikono! response:	Now! The final refrain!
context: It formed an isolation field!\Now, Amata, Mikono!\Got it!\Play with me!\The interruzione in his song!\Reverse!\Mikono!\Now! The final refrain! response:	What?
context: Now, Amata, Mikono!\Got it!\Play with me!\The interruzione in his song!\Reverse!\Mikono!\Now! The final refrain!\What? response:	The Dimension Gate is shut!
context: Got it!\Play with me!\The interruzione in his song!\Reverse!\Mikono!\Now! The final refrain!\What?\The Dimension Gate is shut! response:	Both Spada and Gepard are fine!
context: Play with me!\The interruzione in his song!\Reverse!\Mikono!\Now! The final refrain!\What?\The Dimension Gate is shut!\Both Spada and Gepard are fine! response:	We did it, Jin!
context: The interruzione in his song!\Reverse!\Mikono!\Now! The final refrain!\What?\The Dimension Gate is shut!\Both Spada and Gepard are fine!\We did it, Jin! response:	Jin?
context: Reverse!\Mikono!\Now! The final refrain!\What?\The Dimension Gate is shut!\Both Spada and Gepard are fine!\We did it, Jin!\Jin? response:	Yunoha.
context: Mikono!\Now! The final refrain!\What?\The Dimension Gate is shut!\Both Spada and Gepard are fine!\We did it, Jin!\Jin?\Yunoha. response:	When I met you, I felt like it was a miracle,
context: Now! The final refrain!\What?\The Dimension Gate is shut!\Both Spada and Gepard are fine!\We did it, Jin!\Jin?\Yunoha.\When I met you, I felt like it was a miracle, response:	and it took my breath away.
context: What?\The Dimension Gate is shut!\Both Spada and Gepard are fine!\We did it, Jin!\Jin?\Yunoha.\When I met you, I felt like it was a miracle,\and it took my breath away. response:	When I take your hand, it makes me feel a little bit stronger.
context: The Dimension Gate is shut!\Both Spada and Gepard are fine!\We did it, Jin!\Jin?\Yunoha.\When I met you, I felt like it was a miracle,\and it took my breath away.\When I take your hand, it makes me feel a little bit stronger. response:	So please...
context: Both Spada and Gepard are fine!\We did it, Jin!\Jin?\Yunoha.\When I met you, I felt like it was a miracle,\and it took my breath away.\When I take your hand, it makes me feel a little bit stronger.\So please... response:	I want to blow away on the spring breeze
context: We did it, Jin!\Jin?\Yunoha.\When I met you, I felt like it was a miracle,\and it took my breath away.\When I take your hand, it makes me feel a little bit stronger.\So please...\I want to blow away on the spring breeze response:	and scatter away into the summer night.
context: Jin?\Yunoha.\When I met you, I felt like it was a miracle,\and it took my breath away.\When I take your hand, it makes me feel a little bit stronger.\So please...\I want to blow away on the spring breeze\and scatter away into the summer night. response:	I see your face in the autumn moon,
context: Yunoha.\When I met you, I felt like it was a miracle,\and it took my breath away.\When I take your hand, it makes me feel a little bit stronger.\So please...\I want to blow away on the spring breeze\and scatter away into the summer night.\I see your face in the autumn moon, response:	but then it's hidden by the winter snow.
context: When I met you, I felt like it was a miracle,\and it took my breath away.\When I take your hand, it makes me feel a little bit stronger.\So please...\I want to blow away on the spring breeze\and scatter away into the summer night.\I see your face in the autumn moon,\but then it's hidden by the winter snow. response:	The seasons without you...
