context: Over here! Over here! response:	Hurry, you wimp!
context: It doesn't belong to this museum, so it'll be sent back to its old museum,\or travel the world in the same way that it was brought here.\The world, huh?\Places I don't know, that I've never been...\I've seen many things over these past few days.\If I can see more, then I am very lucky.\The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers. response:	But I was forgotten, and my power was lost.
context: or travel the world in the same way that it was brought here.\The world, huh?\Places I don't know, that I've never been...\I've seen many things over these past few days.\If I can see more, then I am very lucky.\The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost. response:	Without you, I would've done nothing but wait for death.
context: The world, huh?\Places I don't know, that I've never been...\I've seen many things over these past few days.\If I can see more, then I am very lucky.\The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death. response:	But you turned your heart to me, and saved me.
context: Places I don't know, that I've never been...\I've seen many things over these past few days.\If I can see more, then I am very lucky.\The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me. response:	It's fine, Volos-san. That's my job.
context: I've seen many things over these past few days.\If I can see more, then I am very lucky.\The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job. response:	A wonderful job, one you can be proud of.
context: If I can see more, then I am very lucky.\The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of. response:	Thank you for everything!
context: The gods need human emotions to survive.\Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of.\Thank you for everything! response:	I still never got your name.
context: Faith, fear, gratitude, wishes, and prayers.\But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of.\Thank you for everything!\I still never got your name. response:	Tell me.
context: But I was forgotten, and my power was lost.\Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of.\Thank you for everything!\I still never got your name.\Tell me. response:	Arata.
context: Without you, I would've done nothing but wait for death.\But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of.\Thank you for everything!\I still never got your name.\Tell me.\Arata. response:	Miyako Arata.
context: But you turned your heart to me, and saved me.\It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of.\Thank you for everything!\I still never got your name.\Tell me.\Arata.\Miyako Arata. response:	A good name.
context: It's fine, Volos-san. That's my job.\A wonderful job, one you can be proud of.\Thank you for everything!\I still never got your name.\Tell me.\Arata.\Miyako Arata.\A good name. response:	I am Volos, God of the Rus!
context: A wonderful job, one you can be proud of.\Thank you for everything!\I still never got your name.\Tell me.\Arata.\Miyako Arata.\A good name.\I am Volos, God of the Rus! response:	I, my name, and my power
context: Thank you for everything!\I still never got your name.\Tell me.\Arata.\Miyako Arata.\A good name.\I am Volos, God of the Rus!\I, my name, and my power response:	have returned here!
context: I still never got your name.\Tell me.\Arata.\Miyako Arata.\A good name.\I am Volos, God of the Rus!\I, my name, and my power\have returned here! response:	Thank you, Miyako Arata!
context: Tell me.\Arata.\Miyako Arata.\A good name.\I am Volos, God of the Rus!\I, my name, and my power\have returned here!\Thank you, Miyako Arata! response:	Arata!
context: Arata.\Miyako Arata.\A good name.\I am Volos, God of the Rus!\I, my name, and my power\have returned here!\Thank you, Miyako Arata!\Arata! response:	I'm back!
context: Miyako Arata.\A good name.\I am Volos, God of the Rus!\I, my name, and my power\have returned here!\Thank you, Miyako Arata!\Arata!\I'm back! response:	Yuki!
context: A good name.\I am Volos, God of the Rus!\I, my name, and my power\have returned here!\Thank you, Miyako Arata!\Arata!\I'm back!\Yuki! response:	You're back, huh?
context: I am Volos, God of the Rus!\I, my name, and my power\have returned here!\Thank you, Miyako Arata!\Arata!\I'm back!\Yuki!\You're back, huh? response:	The bear guy finally left, huh?
context: I, my name, and my power\have returned here!\Thank you, Miyako Arata!\Arata!\I'm back!\Yuki!\You're back, huh?\The bear guy finally left, huh? response:	You're back too, huh?
context: have returned here!\Thank you, Miyako Arata!\Arata!\I'm back!\Yuki!\You're back, huh?\The bear guy finally left, huh?\You're back too, huh? response:	Huh? You seem kind of weak.
context: Thank you, Miyako Arata!\Arata!\I'm back!\Yuki!\You're back, huh?\The bear guy finally left, huh?\You're back too, huh?\Huh? You seem kind of weak. response:	It's because you tried to help a guy like that.
context: Arata!\I'm back!\Yuki!\You're back, huh?\The bear guy finally left, huh?\You're back too, huh?\Huh? You seem kind of weak.\It's because you tried to help a guy like that. response:	You okay, Arata?
context: I'm back!\Yuki!\You're back, huh?\The bear guy finally left, huh?\You're back too, huh?\Huh? You seem kind of weak.\It's because you tried to help a guy like that.\You okay, Arata? response:	I'm fine.
context: Yuki!\You're back, huh?\The bear guy finally left, huh?\You're back too, huh?\Huh? You seem kind of weak.\It's because you tried to help a guy like that.\You okay, Arata?\I'm fine. response:	This is my job.
context: You're back, huh?\The bear guy finally left, huh?\You're back too, huh?\Huh? You seem kind of weak.\It's because you tried to help a guy like that.\You okay, Arata?\I'm fine.\This is my job. response:	Hey, want to go have some fun?
context: The bear guy finally left, huh?\You're back too, huh?\Huh? You seem kind of weak.\It's because you tried to help a guy like that.\You okay, Arata?\I'm fine.\This is my job.\Hey, want to go have some fun? response:	I found some pretty cherry blossoms.
context: You're back too, huh?\Huh? You seem kind of weak.\It's because you tried to help a guy like that.\You okay, Arata?\I'm fine.\This is my job.\Hey, want to go have some fun?\I found some pretty cherry blossoms. response:	I'm going back to the ward office.
context: Huh? You seem kind of weak.\It's because you tried to help a guy like that.\You okay, Arata?\I'm fine.\This is my job.\Hey, want to go have some fun?\I found some pretty cherry blossoms.\I'm going back to the ward office. response:	I'll be waiting at home, then!
context: It's because you tried to help a guy like that.\You okay, Arata?\I'm fine.\This is my job.\Hey, want to go have some fun?\I found some pretty cherry blossoms.\I'm going back to the ward office.\I'll be waiting at home, then! response:	Let's go!
context: You okay, Arata?\I'm fine.\This is my job.\Hey, want to go have some fun?\I found some pretty cherry blossoms.\I'm going back to the ward office.\I'll be waiting at home, then!\Let's go! response:	No way!
context: I'm fine.\This is my job.\Hey, want to go have some fun?\I found some pretty cherry blossoms.\I'm going back to the ward office.\I'll be waiting at home, then!\Let's go!\No way! response:	Hey, if we can't go see cherry blossoms, how about fishing?
context: This is my job.\Hey, want to go have some fun?\I found some pretty cherry blossoms.\I'm going back to the ward office.\I'll be waiting at home, then!\Let's go!\No way!\Hey, if we can't go see cherry blossoms, how about fishing? response:	Some other time.
context: Hey, want to go have some fun?\I found some pretty cherry blossoms.\I'm going back to the ward office.\I'll be waiting at home, then!\Let's go!\No way!\Hey, if we can't go see cherry blossoms, how about fishing?\Some other time. response:	You're no fun.
context: I found some pretty cherry blossoms.\I'm going back to the ward office.\I'll be waiting at home, then!\Let's go!\No way!\Hey, if we can't go see cherry blossoms, how about fishing?\Some other time.\You're no fun. response:	Fine, then. I'll go with you to work.
context: I'm going back to the ward office.\I'll be waiting at home, then!\Let's go!\No way!\Hey, if we can't go see cherry blossoms, how about fishing?\Some other time.\You're no fun.\Fine, then. I'll go with you to work. response:	Huh? What are you talking about?
context: I'll be waiting at home, then!\Let's go!\No way!\Hey, if we can't go see cherry blossoms, how about fishing?\Some other time.\You're no fun.\Fine, then. I'll go with you to work.\Huh? What are you talking about? response:	Yokai, angels, devils...
context: Let's go!\No way!\Hey, if we can't go see cherry blossoms, how about fishing?\Some other time.\You're no fun.\Fine, then. I'll go with you to work.\Huh? What are you talking about?\Yokai, angels, devils... response:	Most of the occult creatures you see in fiction.
context: No way!\Hey, if we can't go see cherry blossoms, how about fishing?\Some other time.\You're no fun.\Fine, then. I'll go with you to work.\Huh? What are you talking about?\Yokai, angels, devils...\Most of the occult creatures you see in fiction. response:	We have a name for all these non-human creatures we use in our work.
context: Hey, if we can't go see cherry blossoms, how about fishing?\Some other time.\You're no fun.\Fine, then. I'll go with you to work.\Huh? What are you talking about?\Yokai, angels, devils...\Most of the occult creatures you see in fiction.\We have a name for all these non-human creatures we use in our work. response:	Anothers.
context: Some other time.\You're no fun.\Fine, then. I'll go with you to work.\Huh? What are you talking about?\Yokai, angels, devils...\Most of the occult creatures you see in fiction.\We have a name for all these non-human creatures we use in our work.\Anothers. response:	Maintaining relations with the Anothers,
context: You're no fun.\Fine, then. I'll go with you to work.\Huh? What are you talking about?\Yokai, angels, devils...\Most of the occult creatures you see in fiction.\We have a name for all these non-human creatures we use in our work.\Anothers.\Maintaining relations with the Anothers, response:	and if they get into any problems with civilians, taking care of it.
context: Fine, then. I'll go with you to work.\Huh? What are you talking about?\Yokai, angels, devils...\Most of the occult creatures you see in fiction.\We have a name for all these non-human creatures we use in our work.\Anothers.\Maintaining relations with the Anothers,\and if they get into any problems with civilians, taking care of it. response:	That's the job of the Nocturnal Community Relations Division,
context: Huh? What are you talking about?\Yokai, angels, devils...\Most of the occult creatures you see in fiction.\We have a name for all these non-human creatures we use in our work.\Anothers.\Maintaining relations with the Anothers,\and if they get into any problems with civilians, taking care of it.\That's the job of the Nocturnal Community Relations Division, response:	and our job at the Shinjuku Ward Office.
context: Yokai, angels, devils...\Most of the occult creatures you see in fiction.\We have a name for all these non-human creatures we use in our work.\Anothers.\Maintaining relations with the Anothers,\and if they get into any problems with civilians, taking care of it.\That's the job of the Nocturnal Community Relations Division,\and our job at the Shinjuku Ward Office. response:	Good morning!
