context: Love. response:	Iizuka was holding Manaka-san's things for her...
context: That's amazing...\This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time.\Heyo.\Hey, are you\Hey! Hikari, you really still are a kid!\Damn, talk about a surprise!\Egawa-kun?! response:	I brought my wife!
context: This many people already showed up.\Everyone's been wanting to do the Ofunehiki again all this time.\Heyo.\Hey, are you\Hey! Hikari, you really still are a kid!\Damn, talk about a surprise!\Egawa-kun?!\I brought my wife! response:	Hello.
context: Everyone's been wanting to do the Ofunehiki again all this time.\Heyo.\Hey, are you\Hey! Hikari, you really still are a kid!\Damn, talk about a surprise!\Egawa-kun?!\I brought my wife!\Hello. response:	Thanks for taking good care of him.
context: Heyo.\Hey, are you\Hey! Hikari, you really still are a kid!\Damn, talk about a surprise!\Egawa-kun?!\I brought my wife!\Hello.\Thanks for taking good care of him. response:	I contacted everyone that left as well.
context: Hey, are you\Hey! Hikari, you really still are a kid!\Damn, talk about a surprise!\Egawa-kun?!\I brought my wife!\Hello.\Thanks for taking good care of him.\I contacted everyone that left as well. response:	I'm here!
context: Hey! Hikari, you really still are a kid!\Damn, talk about a surprise!\Egawa-kun?!\I brought my wife!\Hello.\Thanks for taking good care of him.\I contacted everyone that left as well.\I'm here! response:	It's been a while!
context: Damn, talk about a surprise!\Egawa-kun?!\I brought my wife!\Hello.\Thanks for taking good care of him.\I contacted everyone that left as well.\I'm here!\It's been a while! response:	Everyone!
context: Egawa-kun?!\I brought my wife!\Hello.\Thanks for taking good care of him.\I contacted everyone that left as well.\I'm here!\It's been a while!\Everyone! response:	Hey, Sayama, hold that side!
context: I brought my wife!\Hello.\Thanks for taking good care of him.\I contacted everyone that left as well.\I'm here!\It's been a while!\Everyone!\Hey, Sayama, hold that side! response:	Brash with people as ever, I see.
context: Hello.\Thanks for taking good care of him.\I contacted everyone that left as well.\I'm here!\It's been a while!\Everyone!\Hey, Sayama, hold that side!\Brash with people as ever, I see. response:	This is all...
context: Thanks for taking good care of him.\I contacted everyone that left as well.\I'm here!\It's been a while!\Everyone!\Hey, Sayama, hold that side!\Brash with people as ever, I see.\This is all... response:	sort of nostalgic.
context: I contacted everyone that left as well.\I'm here!\It's been a while!\Everyone!\Hey, Sayama, hold that side!\Brash with people as ever, I see.\This is all...\sort of nostalgic. response:	Isn't it fun, Hii-kun?
context: I'm here!\It's been a while!\Everyone!\Hey, Sayama, hold that side!\Brash with people as ever, I see.\This is all...\sort of nostalgic.\Isn't it fun, Hii-kun? response:	Is the wardrobe moving along?
context: It's been a while!\Everyone!\Hey, Sayama, hold that side!\Brash with people as ever, I see.\This is all...\sort of nostalgic.\Isn't it fun, Hii-kun?\Is the wardrobe moving along? response:	I wonder if this will really work in the place of the Ojoshi-sama.
context: Everyone!\Hey, Sayama, hold that side!\Brash with people as ever, I see.\This is all...\sort of nostalgic.\Isn't it fun, Hii-kun?\Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama. response:	We won't know if we don't try.
context: Hey, Sayama, hold that side!\Brash with people as ever, I see.\This is all...\sort of nostalgic.\Isn't it fun, Hii-kun?\Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try. response:	Yeah...
context: Brash with people as ever, I see.\This is all...\sort of nostalgic.\Isn't it fun, Hii-kun?\Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try.\Yeah... response:	Manaka took the place of Ojoshi-sama for five years
context: This is all...\sort of nostalgic.\Isn't it fun, Hii-kun?\Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try.\Yeah...\Manaka took the place of Ojoshi-sama for five years response:	while I was on the surface, right?
context: sort of nostalgic.\Isn't it fun, Hii-kun?\Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try.\Yeah...\Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right? response:	Then this time, I'll
context: Isn't it fun, Hii-kun?\Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try.\Yeah...\Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right?\Then this time, I'll response:	Chisaki!
context: Is the wardrobe moving along?\I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try.\Yeah...\Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right?\Then this time, I'll\Chisaki! response:	Slacker.
context: I wonder if this will really work in the place of the Ojoshi-sama.\We won't know if we don't try.\Yeah...\Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right?\Then this time, I'll\Chisaki!\Slacker. response:	So...
context: We won't know if we don't try.\Yeah...\Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right?\Then this time, I'll\Chisaki!\Slacker.\So... response:	You like Chisaki-san.
context: Yeah...\Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right?\Then this time, I'll\Chisaki!\Slacker.\So...\You like Chisaki-san. response:	You found me out?
context: Manaka took the place of Ojoshi-sama for five years\while I was on the surface, right?\Then this time, I'll\Chisaki!\Slacker.\So...\You like Chisaki-san.\You found me out? response:	Stupid!
context: while I was on the surface, right?\Then this time, I'll\Chisaki!\Slacker.\So...\You like Chisaki-san.\You found me out?\Stupid! response:	Huh?
context: Then this time, I'll\Chisaki!\Slacker.\So...\You like Chisaki-san.\You found me out?\Stupid!\Huh? response:	You totally tried to act cool and pretend it was nothing
context: Chisaki!\Slacker.\So...\You like Chisaki-san.\You found me out?\Stupid!\Huh?\You totally tried to act cool and pretend it was nothing response:	when you asked out Chisaki-san, didn't you?
context: Slacker.\So...\You like Chisaki-san.\You found me out?\Stupid!\Huh?\You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you? response:	And apparently you heard about that, too...
context: So...\You like Chisaki-san.\You found me out?\Stupid!\Huh?\You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too... response:	Yeah, I did!
context: You like Chisaki-san.\You found me out?\Stupid!\Huh?\You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too...\Yeah, I did! response:	I don't know if she rejected you or what,
context: You found me out?\Stupid!\Huh?\You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too...\Yeah, I did!\I don't know if she rejected you or what, response:	but why not attack this more head-on?
context: Stupid!\Huh?\You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too...\Yeah, I did!\I don't know if she rejected you or what,\but why not attack this more head-on? response:	You know...
context: Huh?\You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too...\Yeah, I did!\I don't know if she rejected you or what,\but why not attack this more head-on?\You know... response:	actually show her your pained face like the one you just had.
context: You totally tried to act cool and pretend it was nothing\when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too...\Yeah, I did!\I don't know if she rejected you or what,\but why not attack this more head-on?\You know...\actually show her your pained face like the one you just had. response:	What good would that do?
context: when you asked out Chisaki-san, didn't you?\And apparently you heard about that, too...\Yeah, I did!\I don't know if she rejected you or what,\but why not attack this more head-on?\You know...\actually show her your pained face like the one you just had.\What good would that do? response:	If she pities me,
context: And apparently you heard about that, too...\Yeah, I did!\I don't know if she rejected you or what,\but why not attack this more head-on?\You know...\actually show her your pained face like the one you just had.\What good would that do?\If she pities me, response:	with how Chisaki and I are right now,
context: Yeah, I did!\I don't know if she rejected you or what,\but why not attack this more head-on?\You know...\actually show her your pained face like the one you just had.\What good would that do?\If she pities me,\with how Chisaki and I are right now, response:	it'd be like Akari-san comforting Hikari.
context: I don't know if she rejected you or what,\but why not attack this more head-on?\You know...\actually show her your pained face like the one you just had.\What good would that do?\If she pities me,\with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari. response:	That'd be way too damaging to me.
context: but why not attack this more head-on?\You know...\actually show her your pained face like the one you just had.\What good would that do?\If she pities me,\with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me. response:	I did actually think about what would have happened
context: You know...\actually show her your pained face like the one you just had.\What good would that do?\If she pities me,\with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me.\I did actually think about what would have happened response:	if I hadn't hibernated.
context: actually show her your pained face like the one you just had.\What good would that do?\If she pities me,\with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me.\I did actually think about what would have happened\if I hadn't hibernated. response:	But I don't think it would have mattered.
context: What good would that do?\If she pities me,\with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me.\I did actually think about what would have happened\if I hadn't hibernated.\But I don't think it would have mattered. response:	Chisaki had some feelings for Tsumugu five years ago...
context: If she pities me,\with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me.\I did actually think about what would have happened\if I hadn't hibernated.\But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago... response:	and I've always been the outsider.
context: with how Chisaki and I are right now,\it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me.\I did actually think about what would have happened\if I hadn't hibernated.\But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider. response:	Chisaki's eyes are always looking at someone other than me.
context: it'd be like Akari-san comforting Hikari.\That'd be way too damaging to me.\I did actually think about what would have happened\if I hadn't hibernated.\But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me. response:	They aren't
context: That'd be way too damaging to me.\I did actually think about what would have happened\if I hadn't hibernated.\But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me.\They aren't response:	Stop acting like the tragic heroine!
context: I did actually think about what would have happened\if I hadn't hibernated.\But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me.\They aren't\Stop acting like the tragic heroine! response:	Heroine?
context: if I hadn't hibernated.\But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me.\They aren't\Stop acting like the tragic heroine!\Heroine? response:	Wait, not the hero?
context: But I don't think it would have mattered.\Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me.\They aren't\Stop acting like the tragic heroine!\Heroine?\Wait, not the hero? response:	You're the same as Chisaki, aren't you?
context: Chisaki had some feelings for Tsumugu five years ago...\and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me.\They aren't\Stop acting like the tragic heroine!\Heroine?\Wait, not the hero?\You're the same as Chisaki, aren't you? response:	Huh?
context: and I've always been the outsider.\Chisaki's eyes are always looking at someone other than me.\They aren't\Stop acting like the tragic heroine!\Heroine?\Wait, not the hero?\You're the same as Chisaki, aren't you?\Huh? response:	I've always...
context: Chisaki's eyes are always looking at someone other than me.\They aren't\Stop acting like the tragic heroine!\Heroine?\Wait, not the hero?\You're the same as Chisaki, aren't you?\Huh?\I've always... response:	always been watching you...
context: They aren't\Stop acting like the tragic heroine!\Heroine?\Wait, not the hero?\You're the same as Chisaki, aren't you?\Huh?\I've always...\always been watching you... response:	I've always...
context: Stop acting like the tragic heroine!\Heroine?\Wait, not the hero?\You're the same as Chisaki, aren't you?\Huh?\I've always...\always been watching you...\I've always... response:	been watching you!
context: Heroine?\Wait, not the hero?\You're the same as Chisaki, aren't you?\Huh?\I've always...\always been watching you...\I've always...\been watching you! response:	This whole time...
context: Wait, not the hero?\You're the same as Chisaki, aren't you?\Huh?\I've always...\always been watching you...\I've always...\been watching you!\This whole time... response:	Because you were there...
context: You're the same as Chisaki, aren't you?\Huh?\I've always...\always been watching you...\I've always...\been watching you!\This whole time...\Because you were there... response:	That's why I was able to try hard.
context: Huh?\I've always...\always been watching you...\I've always...\been watching you!\This whole time...\Because you were there...\That's why I was able to try hard. response:	So you could have some balance!
context: I've always...\always been watching you...\I've always...\been watching you!\This whole time...\Because you were there...\That's why I was able to try hard.\So you could have some balance! response:	So you wouldn't treat me like a kid!
context: always been watching you...\I've always...\been watching you!\This whole time...\Because you were there...\That's why I was able to try hard.\So you could have some balance!\So you wouldn't treat me like a kid! response:	So you would see me as an actual girl!
context: I've always...\been watching you!\This whole time...\Because you were there...\That's why I was able to try hard.\So you could have some balance!\So you wouldn't treat me like a kid!\So you would see me as an actual girl! response:	Even while you were gone...
context: been watching you!\This whole time...\Because you were there...\That's why I was able to try hard.\So you could have some balance!\So you wouldn't treat me like a kid!\So you would see me as an actual girl!\Even while you were gone... response:	You were right here!
context: This whole time...\Because you were there...\That's why I was able to try hard.\So you could have some balance!\So you wouldn't treat me like a kid!\So you would see me as an actual girl!\Even while you were gone...\You were right here! response:	You were right here in my heart!
context: Because you were there...\That's why I was able to try hard.\So you could have some balance!\So you wouldn't treat me like a kid!\So you would see me as an actual girl!\Even while you were gone...\You were right here!\You were right here in my heart! response:	I see.
context: That's why I was able to try hard.\So you could have some balance!\So you wouldn't treat me like a kid!\So you would see me as an actual girl!\Even while you were gone...\You were right here!\You were right here in my heart!\I see. response:	Huh?
context: So you could have some balance!\So you wouldn't treat me like a kid!\So you would see me as an actual girl!\Even while you were gone...\You were right here!\You were right here in my heart!\I see.\Huh? response:	I was in your heart.
context: So you wouldn't treat me like a kid!\So you would see me as an actual girl!\Even while you were gone...\You were right here!\You were right here in my heart!\I see.\Huh?\I was in your heart. response:	In reality... I was lonely.
context: So you would see me as an actual girl!\Even while you were gone...\You were right here!\You were right here in my heart!\I see.\Huh?\I was in your heart.\In reality... I was lonely. response:	When I came back to the surface,
context: Even while you were gone...\You were right here!\You were right here in my heart!\I see.\Huh?\I was in your heart.\In reality... I was lonely.\When I came back to the surface, response:	Hikari had Akari-san's family,
context: You were right here!\You were right here in my heart!\I see.\Huh?\I was in your heart.\In reality... I was lonely.\When I came back to the surface,\Hikari had Akari-san's family, response:	and Chisaki had Tsumugu's family.
context: You were right here in my heart!\I see.\Huh?\I was in your heart.\In reality... I was lonely.\When I came back to the surface,\Hikari had Akari-san's family,\and Chisaki had Tsumugu's family. response:	I thought...
context: I see.\Huh?\I was in your heart.\In reality... I was lonely.\When I came back to the surface,\Hikari had Akari-san's family,\and Chisaki had Tsumugu's family.\I thought... response:	that no one was actually waiting for me.
context: Huh?\I was in your heart.\In reality... I was lonely.\When I came back to the surface,\Hikari had Akari-san's family,\and Chisaki had Tsumugu's family.\I thought...\that no one was actually waiting for me. response:	What the heck...
context: I was in your heart.\In reality... I was lonely.\When I came back to the surface,\Hikari had Akari-san's family,\and Chisaki had Tsumugu's family.\I thought...\that no one was actually waiting for me.\What the heck... response:	You are a kid after all.
context: In reality... I was lonely.\When I came back to the surface,\Hikari had Akari-san's family,\and Chisaki had Tsumugu's family.\I thought...\that no one was actually waiting for me.\What the heck...\You are a kid after all. response:	I am.
context: When I came back to the surface,\Hikari had Akari-san's family,\and Chisaki had Tsumugu's family.\I thought...\that no one was actually waiting for me.\What the heck...\You are a kid after all.\I am. response:	Are you disappointed
context: Hikari had Akari-san's family,\and Chisaki had Tsumugu's family.\I thought...\that no one was actually waiting for me.\What the heck...\You are a kid after all.\I am.\Are you disappointed response:	that the big brother you admired is actually like this?
context: and Chisaki had Tsumugu's family.\I thought...\that no one was actually waiting for me.\What the heck...\You are a kid after all.\I am.\Are you disappointed\that the big brother you admired is actually like this? response:	Don't be so full of yourself.
context: I thought...\that no one was actually waiting for me.\What the heck...\You are a kid after all.\I am.\Are you disappointed\that the big brother you admired is actually like this?\Don't be so full of yourself. response:	Should I give you a reply?
context: that no one was actually waiting for me.\What the heck...\You are a kid after all.\I am.\Are you disappointed\that the big brother you admired is actually like this?\Don't be so full of yourself.\Should I give you a reply? response:	I know there's no chance, right?
context: What the heck...\You are a kid after all.\I am.\Are you disappointed\that the big brother you admired is actually like this?\Don't be so full of yourself.\Should I give you a reply?\I know there's no chance, right? response:	I had always been looking at Chisaki.
context: You are a kid after all.\I am.\Are you disappointed\that the big brother you admired is actually like this?\Don't be so full of yourself.\Should I give you a reply?\I know there's no chance, right?\I had always been looking at Chisaki. response:	I know that. That's enough already!
context: I am.\Are you disappointed\that the big brother you admired is actually like this?\Don't be so full of yourself.\Should I give you a reply?\I know there's no chance, right?\I had always been looking at Chisaki.\I know that. That's enough already! response:	I'll actually
context: Are you disappointed\that the big brother you admired is actually like this?\Don't be so full of yourself.\Should I give you a reply?\I know there's no chance, right?\I had always been looking at Chisaki.\I know that. That's enough already!\I'll actually response:	start looking at you properly.
context: that the big brother you admired is actually like this?\Don't be so full of yourself.\Should I give you a reply?\I know there's no chance, right?\I had always been looking at Chisaki.\I know that. That's enough already!\I'll actually\start looking at you properly. response:	Not as a little girl,
context: Don't be so full of yourself.\Should I give you a reply?\I know there's no chance, right?\I had always been looking at Chisaki.\I know that. That's enough already!\I'll actually\start looking at you properly.\Not as a little girl, response:	but as a girl who's my age.
context: Should I give you a reply?\I know there's no chance, right?\I had always been looking at Chisaki.\I know that. That's enough already!\I'll actually\start looking at you properly.\Not as a little girl,\but as a girl who's my age. response:	Would it be okay if I started there?
context: I know there's no chance, right?\I had always been looking at Chisaki.\I know that. That's enough already!\I'll actually\start looking at you properly.\Not as a little girl,\but as a girl who's my age.\Would it be okay if I started there? response:	About my future with you?
context: I had always been looking at Chisaki.\I know that. That's enough already!\I'll actually\start looking at you properly.\Not as a little girl,\but as a girl who's my age.\Would it be okay if I started there?\About my future with you? response:	You're so condescending.
context: I know that. That's enough already!\I'll actually\start looking at you properly.\Not as a little girl,\but as a girl who's my age.\Would it be okay if I started there?\About my future with you?\You're so condescending. response:	Hey...
context: I'll actually\start looking at you properly.\Not as a little girl,\but as a girl who's my age.\Would it be okay if I started there?\About my future with you?\You're so condescending.\Hey... response:	What?
context: start looking at you properly.\Not as a little girl,\but as a girl who's my age.\Would it be okay if I started there?\About my future with you?\You're so condescending.\Hey...\What? response:	Thanks.
context: Not as a little girl,\but as a girl who's my age.\Would it be okay if I started there?\About my future with you?\You're so condescending.\Hey...\What?\Thanks. response:	Hikari!
context: but as a girl who's my age.\Would it be okay if I started there?\About my future with you?\You're so condescending.\Hey...\What?\Thanks.\Hikari! response:	I'm gonna head home soon.
context: Would it be okay if I started there?\About my future with you?\You're so condescending.\Hey...\What?\Thanks.\Hikari!\I'm gonna head home soon. response:	All right.
context: About my future with you?\You're so condescending.\Hey...\What?\Thanks.\Hikari!\I'm gonna head home soon.\All right. response:	Could you take Miuna home on your way back?
context: You're so condescending.\Hey...\What?\Thanks.\Hikari!\I'm gonna head home soon.\All right.\Could you take Miuna home on your way back? response:	Sure. Hop on.
context: Hey...\What?\Thanks.\Hikari!\I'm gonna head home soon.\All right.\Could you take Miuna home on your way back?\Sure. Hop on. response:	But...
context: What?\Thanks.\Hikari!\I'm gonna head home soon.\All right.\Could you take Miuna home on your way back?\Sure. Hop on.\But... response:	I'll be counting on you again tomorrow...
context: Thanks.\Hikari!\I'm gonna head home soon.\All right.\Could you take Miuna home on your way back?\Sure. Hop on.\But...\I'll be counting on you again tomorrow... response:	actually, today.
context: Hikari!\I'm gonna head home soon.\All right.\Could you take Miuna home on your way back?\Sure. Hop on.\But...\I'll be counting on you again tomorrow...\actually, today. response:	Okay...
context: I'm gonna head home soon.\All right.\Could you take Miuna home on your way back?\Sure. Hop on.\But...\I'll be counting on you again tomorrow...\actually, today.\Okay... response:	Thank you.
context: All right.\Could you take Miuna home on your way back?\Sure. Hop on.\But...\I'll be counting on you again tomorrow...\actually, today.\Okay...\Thank you. response:	Sure thing!
context: Could you take Miuna home on your way back?\Sure. Hop on.\But...\I'll be counting on you again tomorrow...\actually, today.\Okay...\Thank you.\Sure thing! response:	You still haven't gone home?
context: Sure. Hop on.\But...\I'll be counting on you again tomorrow...\actually, today.\Okay...\Thank you.\Sure thing!\You still haven't gone home? response:	Yeah.
context: But...\I'll be counting on you again tomorrow...\actually, today.\Okay...\Thank you.\Sure thing!\You still haven't gone home?\Yeah. response:	The dawn is so pretty.
context: I'll be counting on you again tomorrow...\actually, today.\Okay...\Thank you.\Sure thing!\You still haven't gone home?\Yeah.\The dawn is so pretty. response:	I see...
context: actually, today.\Okay...\Thank you.\Sure thing!\You still haven't gone home?\Yeah.\The dawn is so pretty.\I see... response:	You seem down, Hii-kun.
context: Okay...\Thank you.\Sure thing!\You still haven't gone home?\Yeah.\The dawn is so pretty.\I see...\You seem down, Hii-kun. response:	Yeah...
context: Thank you.\Sure thing!\You still haven't gone home?\Yeah.\The dawn is so pretty.\I see...\You seem down, Hii-kun.\Yeah... response:	Since that day, you know,
context: Sure thing!\You still haven't gone home?\Yeah.\The dawn is so pretty.\I see...\You seem down, Hii-kun.\Yeah...\Since that day, you know, response:	a lot has changed.
context: You still haven't gone home?\Yeah.\The dawn is so pretty.\I see...\You seem down, Hii-kun.\Yeah...\Since that day, you know,\a lot has changed. response:	I'm scared that it might happen again...
context: Yeah.\The dawn is so pretty.\I see...\You seem down, Hii-kun.\Yeah...\Since that day, you know,\a lot has changed.\I'm scared that it might happen again... response:	I'm looking forward to it.
context: The dawn is so pretty.\I see...\You seem down, Hii-kun.\Yeah...\Since that day, you know,\a lot has changed.\I'm scared that it might happen again...\I'm looking forward to it. response:	Manaka...
context: I see...\You seem down, Hii-kun.\Yeah...\Since that day, you know,\a lot has changed.\I'm scared that it might happen again...\I'm looking forward to it.\Manaka... response:	I don't know what will happen,
context: You seem down, Hii-kun.\Yeah...\Since that day, you know,\a lot has changed.\I'm scared that it might happen again...\I'm looking forward to it.\Manaka...\I don't know what will happen, response:	but right now, I'm with everyone...
context: Yeah...\Since that day, you know,\a lot has changed.\I'm scared that it might happen again...\I'm looking forward to it.\Manaka...\I don't know what will happen,\but right now, I'm with everyone... response:	And being with everyone is fun.
context: Since that day, you know,\a lot has changed.\I'm scared that it might happen again...\I'm looking forward to it.\Manaka...\I don't know what will happen,\but right now, I'm with everyone...\And being with everyone is fun. response:	I see...
context: a lot has changed.\I'm scared that it might happen again...\I'm looking forward to it.\Manaka...\I don't know what will happen,\but right now, I'm with everyone...\And being with everyone is fun.\I see... response:	You know,
context: I'm scared that it might happen again...\I'm looking forward to it.\Manaka...\I don't know what will happen,\but right now, I'm with everyone...\And being with everyone is fun.\I see...\You know, response:	I have someone that I'm in love with.
context: I'm looking forward to it.\Manaka...\I don't know what will happen,\but right now, I'm with everyone...\And being with everyone is fun.\I see...\You know,\I have someone that I'm in love with. response:	Really?!
context: Manaka...\I don't know what will happen,\but right now, I'm with everyone...\And being with everyone is fun.\I see...\You know,\I have someone that I'm in love with.\Really?! response:	Yeah.
context: I don't know what will happen,\but right now, I'm with everyone...\And being with everyone is fun.\I see...\You know,\I have someone that I'm in love with.\Really?!\Yeah. response:	That's amazing!
context: but right now, I'm with everyone...\And being with everyone is fun.\I see...\You know,\I have someone that I'm in love with.\Really?!\Yeah.\That's amazing! response:	Tell me!
context: And being with everyone is fun.\I see...\You know,\I have someone that I'm in love with.\Really?!\Yeah.\That's amazing!\Tell me! response:	I don't really get that feeling...
context: I see...\You know,\I have someone that I'm in love with.\Really?!\Yeah.\That's amazing!\Tell me!\I don't really get that feeling... response:	Oh, hey!
context: You know,\I have someone that I'm in love with.\Really?!\Yeah.\That's amazing!\Tell me!\I don't really get that feeling...\Oh, hey! response:	Who is it that you love, Hii-kun?
context: I have someone that I'm in love with.\Really?!\Yeah.\That's amazing!\Tell me!\I don't really get that feeling...\Oh, hey!\Who is it that you love, Hii-kun? response:	Saying who you love isn't that easy.
context: Really?!\Yeah.\That's amazing!\Tell me!\I don't really get that feeling...\Oh, hey!\Who is it that you love, Hii-kun?\Saying who you love isn't that easy. response:	I-I see...
context: Yeah.\That's amazing!\Tell me!\I don't really get that feeling...\Oh, hey!\Who is it that you love, Hii-kun?\Saying who you love isn't that easy.\I-I see... response:	I'm no good, am I?
context: That's amazing!\Tell me!\I don't really get that feeling...\Oh, hey!\Who is it that you love, Hii-kun?\Saying who you love isn't that easy.\I-I see...\I'm no good, am I? response:	You'll understand soon enough...
context: Tell me!\I don't really get that feeling...\Oh, hey!\Who is it that you love, Hii-kun?\Saying who you love isn't that easy.\I-I see...\I'm no good, am I?\You'll understand soon enough... response:	Yeah.
context: I don't really get that feeling...\Oh, hey!\Who is it that you love, Hii-kun?\Saying who you love isn't that easy.\I-I see...\I'm no good, am I?\You'll understand soon enough...\Yeah. response:	As soon as the Ofunehiki is over.
context: Oh, hey!\Who is it that you love, Hii-kun?\Saying who you love isn't that easy.\I-I see...\I'm no good, am I?\You'll understand soon enough...\Yeah.\As soon as the Ofunehiki is over. response:	When the Ofunehiki is over?
context: Who is it that you love, Hii-kun?\Saying who you love isn't that easy.\I-I see...\I'm no good, am I?\You'll understand soon enough...\Yeah.\As soon as the Ofunehiki is over.\When the Ofunehiki is over? response:	Let's make the Ofunehiki a success.
context: Saying who you love isn't that easy.\I-I see...\I'm no good, am I?\You'll understand soon enough...\Yeah.\As soon as the Ofunehiki is over.\When the Ofunehiki is over?\Let's make the Ofunehiki a success. response:	I'll wave that flag as hard as I can.
context: I-I see...\I'm no good, am I?\You'll understand soon enough...\Yeah.\As soon as the Ofunehiki is over.\When the Ofunehiki is over?\Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can. response:	Flag?
context: I'm no good, am I?\You'll understand soon enough...\Yeah.\As soon as the Ofunehiki is over.\When the Ofunehiki is over?\Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can.\Flag? response:	Okay!
context: You'll understand soon enough...\Yeah.\As soon as the Ofunehiki is over.\When the Ofunehiki is over?\Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can.\Flag?\Okay! response:	I love Namaka...
context: Yeah.\As soon as the Ofunehiki is over.\When the Ofunehiki is over?\Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can.\Flag?\Okay!\I love Namaka... response:	I love Manaka-san.
context: As soon as the Ofunehiki is over.\When the Ofunehiki is over?\Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can.\Flag?\Okay!\I love Namaka...\I love Manaka-san. response:	The sound of waves...
context: When the Ofunehiki is over?\Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can.\Flag?\Okay!\I love Namaka...\I love Manaka-san.\The sound of waves... response:	It hurts...
context: Let's make the Ofunehiki a success.\I'll wave that flag as hard as I can.\Flag?\Okay!\I love Namaka...\I love Manaka-san.\The sound of waves...\It hurts... response:	I love you, Manaka...
context: I'll wave that flag as hard as I can.\Flag?\Okay!\I love Namaka...\I love Manaka-san.\The sound of waves...\It hurts...\I love you, Manaka... response:	Love is...
context: Flag?\Okay!\I love Namaka...\I love Manaka-san.\The sound of waves...\It hurts...\I love you, Manaka...\Love is... response:	Episode Twenty-Five: Love is Like the Sea
context: Okay!\I love Namaka...\I love Manaka-san.\The sound of waves...\It hurts...\I love you, Manaka...\Love is...\Episode Twenty-Five: Love is Like the Sea response:	Love is like the sea.
