context: Aw, damn it. response:	If we had won yesterday, we'd be in a match right now.
context: Don't mind, don't mind! Let's do this!\Yamaguchi...\Yes!\Nice receive!\Shimizu-senpai's calling you.\All right!\Karasuno Wakunan\Tanaka, nice kill! response:	Huh?
context: Yamaguchi...\Yes!\Nice receive!\Shimizu-senpai's calling you.\All right!\Karasuno Wakunan\Tanaka, nice kill!\Huh? response:	When Tsukishima's up to serve,
context: Yes!\Nice receive!\Shimizu-senpai's calling you.\All right!\Karasuno Wakunan\Tanaka, nice kill!\Huh?\When Tsukishima's up to serve, response:	we'll have Yamaguchi come in as a pinch server.
context: Nice receive!\Shimizu-senpai's calling you.\All right!\Karasuno Wakunan\Tanaka, nice kill!\Huh?\When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server. response:	In this situation, we just want to avoid them coming back and taking this set.
context: Shimizu-senpai's calling you.\All right!\Karasuno Wakunan\Tanaka, nice kill!\Huh?\When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set. response:	We're gonna make a run for it.
context: All right!\Karasuno Wakunan\Tanaka, nice kill!\Huh?\When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it. response:	All right.
context: Karasuno Wakunan\Tanaka, nice kill!\Huh?\When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it.\All right. response:	You're too tense.
context: Tanaka, nice kill!\Huh?\When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it.\All right.\You're too tense. response:	This isn't like last time when the other side had the lead.
context: Huh?\When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it.\All right.\You're too tense.\This isn't like last time when the other side had the lead. response:	Right now, everyone's just thinking we're lucky if we get the point.
context: When Tsukishima's up to serve,\we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it.\All right.\You're too tense.\This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point. response:	Thanks, Tsukki!
context: we'll have Yamaguchi come in as a pinch server.\In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it.\All right.\You're too tense.\This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki! response:	Was that him trying to make someone feel better?
context: In this situation, we just want to avoid them coming back and taking this set.\We're gonna make a run for it.\All right.\You're too tense.\This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki!\Was that him trying to make someone feel better? response:	Tsukishima's such a smartass.
context: We're gonna make a run for it.\All right.\You're too tense.\This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki!\Was that him trying to make someone feel better?\Tsukishima's such a smartass. response:	Yamaguchi, do you feel like throwing up?
context: All right.\You're too tense.\This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki!\Was that him trying to make someone feel better?\Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up? response:	Huh? Not just yet.
context: You're too tense.\This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki!\Was that him trying to make someone feel better?\Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up?\Huh? Not just yet. response:	Then you'll be fine.
context: This isn't like last time when the other side had the lead.\Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki!\Was that him trying to make someone feel better?\Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up?\Huh? Not just yet.\Then you'll be fine. response:	Because I feel like I will.
context: Right now, everyone's just thinking we're lucky if we get the point.\Thanks, Tsukki!\Was that him trying to make someone feel better?\Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up?\Huh? Not just yet.\Then you'll be fine.\Because I feel like I will. response:	A-Are you all right?
context: Thanks, Tsukki!\Was that him trying to make someone feel better?\Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up?\Huh? Not just yet.\Then you'll be fine.\Because I feel like I will.\A-Are you all right? response:	I can barely stand.
context: Was that him trying to make someone feel better?\Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up?\Huh? Not just yet.\Then you'll be fine.\Because I feel like I will.\A-Are you all right?\I can barely stand. response:	Well done, Ennoshita...
context: Tsukishima's such a smartass.\Yamaguchi, do you feel like throwing up?\Huh? Not just yet.\Then you'll be fine.\Because I feel like I will.\A-Are you all right?\I can barely stand.\Well done, Ennoshita... response:	What?!
context: Yamaguchi, do you feel like throwing up?\Huh? Not just yet.\Then you'll be fine.\Because I feel like I will.\A-Are you all right?\I can barely stand.\Well done, Ennoshita...\What?! response:	He knows how to get people to calm down
context: Huh? Not just yet.\Then you'll be fine.\Because I feel like I will.\A-Are you all right?\I can barely stand.\Well done, Ennoshita...\What?!\He knows how to get people to calm down response:	when they're nervous.
context: Then you'll be fine.\Because I feel like I will.\A-Are you all right?\I can barely stand.\Well done, Ennoshita...\What?!\He knows how to get people to calm down\when they're nervous. response:	I feel sick...
context: Because I feel like I will.\A-Are you all right?\I can barely stand.\Well done, Ennoshita...\What?!\He knows how to get people to calm down\when they're nervous.\I feel sick... response:	It'll be okay. It'll be okay.
context: A-Are you all right?\I can barely stand.\Well done, Ennoshita...\What?!\He knows how to get people to calm down\when they're nervous.\I feel sick...\It'll be okay. It'll be okay. response:	Just like Tsukki said, we're in the lead.
context: I can barely stand.\Well done, Ennoshita...\What?!\He knows how to get people to calm down\when they're nervous.\I feel sick...\It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead. response:	And I practiced...
context: Well done, Ennoshita...\What?!\He knows how to get people to calm down\when they're nervous.\I feel sick...\It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead.\And I practiced... response:	Crap! The serve toss was a bit low!
context: What?!\He knows how to get people to calm down\when they're nervous.\I feel sick...\It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead.\And I practiced...\Crap! The serve toss was a bit low! response:	Nice serve!
context: He knows how to get people to calm down\when they're nervous.\I feel sick...\It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead.\And I practiced...\Crap! The serve toss was a bit low!\Nice serve! response:	It's over the net!
context: when they're nervous.\I feel sick...\It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead.\And I practiced...\Crap! The serve toss was a bit low!\Nice serve!\It's over the net! response:	Karasuno Wakunan
context: I feel sick...\It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead.\And I practiced...\Crap! The serve toss was a bit low!\Nice serve!\It's over the net!\Karasuno Wakunan response:	Just one more point!
context: It'll be okay. It'll be okay.\Just like Tsukki said, we're in the lead.\And I practiced...\Crap! The serve toss was a bit low!\Nice serve!\It's over the net!\Karasuno Wakunan\Just one more point! response:	Yamaguchi, nice serve!
context: Just like Tsukki said, we're in the lead.\And I practiced...\Crap! The serve toss was a bit low!\Nice serve!\It's over the net!\Karasuno Wakunan\Just one more point!\Yamaguchi, nice serve! response:	One more!
context: And I practiced...\Crap! The serve toss was a bit low!\Nice serve!\It's over the net!\Karasuno Wakunan\Just one more point!\Yamaguchi, nice serve!\One more! response:	R-Right...
context: Crap! The serve toss was a bit low!\Nice serve!\It's over the net!\Karasuno Wakunan\Just one more point!\Yamaguchi, nice serve!\One more!\R-Right... response:	You've got this, Yamaguchi!
context: Nice serve!\It's over the net!\Karasuno Wakunan\Just one more point!\Yamaguchi, nice serve!\One more!\R-Right...\You've got this, Yamaguchi! response:	I was lucky that made it over.
context: It's over the net!\Karasuno Wakunan\Just one more point!\Yamaguchi, nice serve!\One more!\R-Right...\You've got this, Yamaguchi!\I was lucky that made it over. response:	But if I miss the next one, the plus and minus will zero each other out.
context: Karasuno Wakunan\Just one more point!\Yamaguchi, nice serve!\One more!\R-Right...\You've got this, Yamaguchi!\I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out. response:	Then, I have to...
context: Just one more point!\Yamaguchi, nice serve!\One more!\R-Right...\You've got this, Yamaguchi!\I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out.\Then, I have to... response:	It's got to be better...
context: Yamaguchi, nice serve!\One more!\R-Right...\You've got this, Yamaguchi!\I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out.\Then, I have to...\It's got to be better... response:	to make sure to get it over.
context: One more!\R-Right...\You've got this, Yamaguchi!\I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out.\Then, I have to...\It's got to be better...\to make sure to get it over. response:	Huh? I guess he's not doing a jump serve this time?
context: R-Right...\You've got this, Yamaguchi!\I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out.\Then, I have to...\It's got to be better...\to make sure to get it over.\Huh? I guess he's not doing a jump serve this time? response:	Got it!
context: You've got this, Yamaguchi!\I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out.\Then, I have to...\It's got to be better...\to make sure to get it over.\Huh? I guess he's not doing a jump serve this time?\Got it! response:	Nice!
context: I was lucky that made it over.\But if I miss the next one, the plus and minus will zero each other out.\Then, I have to...\It's got to be better...\to make sure to get it over.\Huh? I guess he's not doing a jump serve this time?\Got it!\Nice! response:	He gave up on a jump floating serve?
context: But if I miss the next one, the plus and minus will zero each other out.\Then, I have to...\It's got to be better...\to make sure to get it over.\Huh? I guess he's not doing a jump serve this time?\Got it!\Nice!\He gave up on a jump floating serve? response:	Is this some kind of plan?
context: Then, I have to...\It's got to be better...\to make sure to get it over.\Huh? I guess he's not doing a jump serve this time?\Got it!\Nice!\He gave up on a jump floating serve?\Is this some kind of plan? response:	I think I remember that guy
context: It's got to be better...\to make sure to get it over.\Huh? I guess he's not doing a jump serve this time?\Got it!\Nice!\He gave up on a jump floating serve?\Is this some kind of plan?\I think I remember that guy response:	missing a serve when he was the pinch server during the Seijoh match, too.
context: to make sure to get it over.\Huh? I guess he's not doing a jump serve this time?\Got it!\Nice!\He gave up on a jump floating serve?\Is this some kind of plan?\I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too. response:	Not to mention, that last serve was dangerous, too.
context: Huh? I guess he's not doing a jump serve this time?\Got it!\Nice!\He gave up on a jump floating serve?\Is this some kind of plan?\I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too. response:	I think he's just scared.
context: Got it!\Nice!\He gave up on a jump floating serve?\Is this some kind of plan?\I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too.\I think he's just scared. response:	Crap! An attack is coming.
context: Nice!\He gave up on a jump floating serve?\Is this some kind of plan?\I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too.\I think he's just scared.\Crap! An attack is coming. response:	Move, legs!
context: He gave up on a jump floating serve?\Is this some kind of plan?\I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too.\I think he's just scared.\Crap! An attack is coming.\Move, legs! response:	It's falling! Front, front, front!
context: Is this some kind of plan?\I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too.\I think he's just scared.\Crap! An attack is coming.\Move, legs!\It's falling! Front, front, front! response:	Move, legs!
context: I think I remember that guy\missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too.\I think he's just scared.\Crap! An attack is coming.\Move, legs!\It's falling! Front, front, front!\Move, legs! response:	It's up!
context: missing a serve when he was the pinch server during the Seijoh match, too.\Not to mention, that last serve was dangerous, too.\I think he's just scared.\Crap! An attack is coming.\Move, legs!\It's falling! Front, front, front!\Move, legs!\It's up! response:	Cover! Cover!
context: Not to mention, that last serve was dangerous, too.\I think he's just scared.\Crap! An attack is coming.\Move, legs!\It's falling! Front, front, front!\Move, legs!\It's up!\Cover! Cover! response:	Nice, Chikara!
context: I think he's just scared.\Crap! An attack is coming.\Move, legs!\It's falling! Front, front, front!\Move, legs!\It's up!\Cover! Cover!\Nice, Chikara! response:	Azumane-san!
context: Crap! An attack is coming.\Move, legs!\It's falling! Front, front, front!\Move, legs!\It's up!\Cover! Cover!\Nice, Chikara!\Azumane-san! response:	Right!
context: Move, legs!\It's falling! Front, front, front!\Move, legs!\It's up!\Cover! Cover!\Nice, Chikara!\Azumane-san!\Right! response:	All right!
context: It's falling! Front, front, front!\Move, legs!\It's up!\Cover! Cover!\Nice, Chikara!\Azumane-san!\Right!\All right! response:	Karasuno Wakunan
context: Move, legs!\It's up!\Cover! Cover!\Nice, Chikara!\Azumane-san!\Right!\All right!\Karasuno Wakunan response:	All right!
context: It's up!\Cover! Cover!\Nice, Chikara!\Azumane-san!\Right!\All right!\Karasuno Wakunan\All right! response:	Asahi-san, that last back attack was awesome!
context: Cover! Cover!\Nice, Chikara!\Azumane-san!\Right!\All right!\Karasuno Wakunan\All right!\Asahi-san, that last back attack was awesome! response:	Thanks.
context: Nice, Chikara!\Azumane-san!\Right!\All right!\Karasuno Wakunan\All right!\Asahi-san, that last back attack was awesome!\Thanks. response:	Hey, Ukai-san's back.
context: Azumane-san!\Right!\All right!\Karasuno Wakunan\All right!\Asahi-san, that last back attack was awesome!\Thanks.\Hey, Ukai-san's back. response:	Doesn't he seem really pissed off?
context: Right!\All right!\Karasuno Wakunan\All right!\Asahi-san, that last back attack was awesome!\Thanks.\Hey, Ukai-san's back.\Doesn't he seem really pissed off? response:	Yamaguchi!
context: All right!\Karasuno Wakunan\All right!\Asahi-san, that last back attack was awesome!\Thanks.\Hey, Ukai-san's back.\Doesn't he seem really pissed off?\Yamaguchi! response:	U-Um...
context: Karasuno Wakunan\All right!\Asahi-san, that last back attack was awesome!\Thanks.\Hey, Ukai-san's back.\Doesn't he seem really pissed off?\Yamaguchi!\U-Um... response:	H-He knows.
context: All right!\Asahi-san, that last back attack was awesome!\Thanks.\Hey, Ukai-san's back.\Doesn't he seem really pissed off?\Yamaguchi!\U-Um...\H-He knows. response:	I think he knows more than anyone else.
context: Asahi-san, that last back attack was awesome!\Thanks.\Hey, Ukai-san's back.\Doesn't he seem really pissed off?\Yamaguchi!\U-Um...\H-He knows.\I think he knows more than anyone else. response:	What? Was there a problem?
context: Thanks.\Hey, Ukai-san's back.\Doesn't he seem really pissed off?\Yamaguchi!\U-Um...\H-He knows.\I think he knows more than anyone else.\What? Was there a problem? response:	Even if you don't jump,
context: Hey, Ukai-san's back.\Doesn't he seem really pissed off?\Yamaguchi!\U-Um...\H-He knows.\I think he knows more than anyone else.\What? Was there a problem?\Even if you don't jump, response:	you can make serves that don't spin and are hard to receive.
context: Doesn't he seem really pissed off?\Yamaguchi!\U-Um...\H-He knows.\I think he knows more than anyone else.\What? Was there a problem?\Even if you don't jump,\you can make serves that don't spin and are hard to receive. response:	But if you jump and hit it from a higher point,
context: Yamaguchi!\U-Um...\H-He knows.\I think he knows more than anyone else.\What? Was there a problem?\Even if you don't jump,\you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point, response:	the ball will travel faster and with more force.
context: U-Um...\H-He knows.\I think he knows more than anyone else.\What? Was there a problem?\Even if you don't jump,\you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point,\the ball will travel faster and with more force. response:	Huh...
context: H-He knows.\I think he knows more than anyone else.\What? Was there a problem?\Even if you don't jump,\you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point,\the ball will travel faster and with more force.\Huh... response:	I don't think it's bad to be cautious right now.
context: I think he knows more than anyone else.\What? Was there a problem?\Even if you don't jump,\you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point,\the ball will travel faster and with more force.\Huh...\I don't think it's bad to be cautious right now. response:	Wakunan Karasuno
context: What? Was there a problem?\Even if you don't jump,\you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point,\the ball will travel faster and with more force.\Huh...\I don't think it's bad to be cautious right now.\Wakunan Karasuno response:	In the end, Karasuno scored the point.
context: Even if you don't jump,\you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point,\the ball will travel faster and with more force.\Huh...\I don't think it's bad to be cautious right now.\Wakunan Karasuno\In the end, Karasuno scored the point. response:	But...
context: you can make serves that don't spin and are hard to receive.\But if you jump and hit it from a higher point,\the ball will travel faster and with more force.\Huh...\I don't think it's bad to be cautious right now.\Wakunan Karasuno\In the end, Karasuno scored the point.\But... response:	For Tadashi to be able to fight as hard as everyone else around him right now,
context: But if you jump and hit it from a higher point,\the ball will travel faster and with more force.\Huh...\I don't think it's bad to be cautious right now.\Wakunan Karasuno\In the end, Karasuno scored the point.\But...\For Tadashi to be able to fight as hard as everyone else around him right now, response:	the serve is all he's got.
context: the ball will travel faster and with more force.\Huh...\I don't think it's bad to be cautious right now.\Wakunan Karasuno\In the end, Karasuno scored the point.\But...\For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got. response:	If he runs away from that, there's nothing left.
context: Huh...\I don't think it's bad to be cautious right now.\Wakunan Karasuno\In the end, Karasuno scored the point.\But...\For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got.\If he runs away from that, there's nothing left. response:	What else do we need besides pride?
context: I don't think it's bad to be cautious right now.\Wakunan Karasuno\In the end, Karasuno scored the point.\But...\For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got.\If he runs away from that, there's nothing left.\What else do we need besides pride? response:	Hey, Tsukishima.
context: Wakunan Karasuno\In the end, Karasuno scored the point.\But...\For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got.\If he runs away from that, there's nothing left.\What else do we need besides pride?\Hey, Tsukishima. response:	I acted all tough with Tsukki,
context: In the end, Karasuno scored the point.\But...\For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got.\If he runs away from that, there's nothing left.\What else do we need besides pride?\Hey, Tsukishima.\I acted all tough with Tsukki, response:	Don't you have something to say to Yamaguchi?
context: But...\For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got.\If he runs away from that, there's nothing left.\What else do we need besides pride?\Hey, Tsukishima.\I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi? response:	but I'm just a coward.
context: For Tadashi to be able to fight as hard as everyone else around him right now,\the serve is all he's got.\If he runs away from that, there's nothing left.\What else do we need besides pride?\Hey, Tsukishima.\I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi?\but I'm just a coward. response:	Why don't you go say something?
context: the serve is all he's got.\If he runs away from that, there's nothing left.\What else do we need besides pride?\Hey, Tsukishima.\I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi?\but I'm just a coward.\Why don't you go say something? response:	I'm so lame...
context: If he runs away from that, there's nothing left.\What else do we need besides pride?\Hey, Tsukishima.\I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi?\but I'm just a coward.\Why don't you go say something?\I'm so lame... response:	Ukai-san, how's Daichi-san?
context: What else do we need besides pride?\Hey, Tsukishima.\I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi?\but I'm just a coward.\Why don't you go say something?\I'm so lame...\Ukai-san, how's Daichi-san? response:	He's fine. There's no worry of a concussion.
context: Hey, Tsukishima.\I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi?\but I'm just a coward.\Why don't you go say something?\I'm so lame...\Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion. response:	But his mouth is bleeding pretty badly, and he's in a lot of pain.
context: I acted all tough with Tsukki,\Don't you have something to say to Yamaguchi?\but I'm just a coward.\Why don't you go say something?\I'm so lame...\Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain. response:	I'm having him rest for a while, just in case.
context: Don't you have something to say to Yamaguchi?\but I'm just a coward.\Why don't you go say something?\I'm so lame...\Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case. response:	I know.
context: but I'm just a coward.\Why don't you go say something?\I'm so lame...\Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case.\I know. response:	We're gonna win, and ready the next stage for Sawamura.
context: Why don't you go say something?\I'm so lame...\Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case.\I know.\We're gonna win, and ready the next stage for Sawamura. response:	There's nothing else to think about right now!
context: I'm so lame...\Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case.\I know.\We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now! response:	Right!
context: Ukai-san, how's Daichi-san?\He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case.\I know.\We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now!\Right! response:	Right!
context: He's fine. There's no worry of a concussion.\But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case.\I know.\We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now!\Right!\Right! response:	All right, let's go!
context: But his mouth is bleeding pretty badly, and he's in a lot of pain.\I'm having him rest for a while, just in case.\I know.\We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now!\Right!\Right!\All right, let's go! response:	Karasuno, fight!
context: I'm having him rest for a while, just in case.\I know.\We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now!\Right!\Right!\All right, let's go!\Karasuno, fight! response:	Yeah!
context: I know.\We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now!\Right!\Right!\All right, let's go!\Karasuno, fight!\Yeah! response:	Furiously Vigorous
context: We're gonna win, and ready the next stage for Sawamura.\There's nothing else to think about right now!\Right!\Right!\All right, let's go!\Karasuno, fight!\Yeah!\Furiously Vigorous response:	Nice kill, Ushijima!
context: There's nothing else to think about right now!\Right!\Right!\All right, let's go!\Karasuno, fight!\Yeah!\Furiously Vigorous\Nice kill, Ushijima! response:	Ushijima!
context: Right!\Right!\All right, let's go!\Karasuno, fight!\Yeah!\Furiously Vigorous\Nice kill, Ushijima!\Ushijima! response:	Ushijima!
context: Right!\All right, let's go!\Karasuno, fight!\Yeah!\Furiously Vigorous\Nice kill, Ushijima!\Ushijima!\Ushijima! response:	Shiratorizawa Hakusuikan
context: All right, let's go!\Karasuno, fight!\Yeah!\Furiously Vigorous\Nice kill, Ushijima!\Ushijima!\Ushijima!\Shiratorizawa Hakusuikan response:	Shiratorizawa's just got five more points to go.
context: Karasuno, fight!\Yeah!\Furiously Vigorous\Nice kill, Ushijima!\Ushijima!\Ushijima!\Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go. response:	Let's go.
context: Yeah!\Furiously Vigorous\Nice kill, Ushijima!\Ushijima!\Ushijima!\Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go.\Let's go. response:	Yup.
context: Furiously Vigorous\Nice kill, Ushijima!\Ushijima!\Ushijima!\Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go.\Let's go.\Yup. response:	Also, the match between Karasuno and Wakunan
context: Nice kill, Ushijima!\Ushijima!\Ushijima!\Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go.\Let's go.\Yup.\Also, the match between Karasuno and Wakunan response:	seems like it's going to go on for a while.
context: Ushijima!\Ushijima!\Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go.\Let's go.\Yup.\Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while. response:	I wonder how Karasuno's doing without their captain.
context: Ushijima!\Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go.\Let's go.\Yup.\Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain. response:	Just because a super receive is flashy,
context: Shiratorizawa Hakusuikan\Shiratorizawa's just got five more points to go.\Let's go.\Yup.\Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy, response:	doesn't mean it's good.
context: Shiratorizawa's just got five more points to go.\Let's go.\Yup.\Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy,\doesn't mean it's good. response:	If a ball that had always gone up for them
context: Let's go.\Yup.\Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy,\doesn't mean it's good.\If a ball that had always gone up for them response:	suddenly doesn't go up anymore,
context: Yup.\Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy,\doesn't mean it's good.\If a ball that had always gone up for them\suddenly doesn't go up anymore, response:	Wakunan Karasuno
context: Also, the match between Karasuno and Wakunan\seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy,\doesn't mean it's good.\If a ball that had always gone up for them\suddenly doesn't go up anymore,\Wakunan Karasuno response:	that will slowly but surely get to them.
context: seems like it's going to go on for a while.\I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy,\doesn't mean it's good.\If a ball that had always gone up for them\suddenly doesn't go up anymore,\Wakunan Karasuno\that will slowly but surely get to them. response:	I think...
context: I wonder how Karasuno's doing without their captain.\Just because a super receive is flashy,\doesn't mean it's good.\If a ball that had always gone up for them\suddenly doesn't go up anymore,\Wakunan Karasuno\that will slowly but surely get to them.\I think... response:	They're feeling that right about now.
context: Just because a super receive is flashy,\doesn't mean it's good.\If a ball that had always gone up for them\suddenly doesn't go up anymore,\Wakunan Karasuno\that will slowly but surely get to them.\I think...\They're feeling that right about now. response:	Nothing less from Ennoshita-san.
context: doesn't mean it's good.\If a ball that had always gone up for them\suddenly doesn't go up anymore,\Wakunan Karasuno\that will slowly but surely get to them.\I think...\They're feeling that right about now.\Nothing less from Ennoshita-san. response:	You'd probably make a good captain.
context: If a ball that had always gone up for them\suddenly doesn't go up anymore,\Wakunan Karasuno\that will slowly but surely get to them.\I think...\They're feeling that right about now.\Nothing less from Ennoshita-san.\You'd probably make a good captain. response:	I wonder who'd be fitting for vice captain...
context: suddenly doesn't go up anymore,\Wakunan Karasuno\that will slowly but surely get to them.\I think...\They're feeling that right about now.\Nothing less from Ennoshita-san.\You'd probably make a good captain.\I wonder who'd be fitting for vice captain... response:	Tanaka-san and Noya-san definitely aren't it.
context: Wakunan Karasuno\that will slowly but surely get to them.\I think...\They're feeling that right about now.\Nothing less from Ennoshita-san.\You'd probably make a good captain.\I wonder who'd be fitting for vice captain...\Tanaka-san and Noya-san definitely aren't it. response:	Why?
context: that will slowly but surely get to them.\I think...\They're feeling that right about now.\Nothing less from Ennoshita-san.\You'd probably make a good captain.\I wonder who'd be fitting for vice captain...\Tanaka-san and Noya-san definitely aren't it.\Why? response:	Because they're both kids.
context: I think...\They're feeling that right about now.\Nothing less from Ennoshita-san.\You'd probably make a good captain.\I wonder who'd be fitting for vice captain...\Tanaka-san and Noya-san definitely aren't it.\Why?\Because they're both kids. response:	Did that really just come out of your mouth?
context: They're feeling that right about now.\Nothing less from Ennoshita-san.\You'd probably make a good captain.\I wonder who'd be fitting for vice captain...\Tanaka-san and Noya-san definitely aren't it.\Why?\Because they're both kids.\Did that really just come out of your mouth? response:	Episode 18: The Losers
