context: Once upon a time, there was a man who died. response:	The story was interrupted and along with his heart,
context: Where did Mytho go?\I don't know.\Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he?\He doesn't belong to you, either.\Mytho mentioned'feeling'.\What did you say?\Where is Mytho? response:	He went to get some water and hasn't come back yet.
context: I don't know.\Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he?\He doesn't belong to you, either.\Mytho mentioned'feeling'.\What did you say?\Where is Mytho?\He went to get some water and hasn't come back yet. response:	By himself?
context: Don't take Mytho out without letting me know.\Mytho doesn't belong to you, now does he?\He doesn't belong to you, either.\Mytho mentioned'feeling'.\What did you say?\Where is Mytho?\He went to get some water and hasn't come back yet.\By himself? response:	Who else would he be going with?
context: Mytho doesn't belong to you, now does he?\He doesn't belong to you, either.\Mytho mentioned'feeling'.\What did you say?\Where is Mytho?\He went to get some water and hasn't come back yet.\By himself?\Who else would he be going with? response:	This isn't like you at all. What are you so frantic about?
context: He doesn't belong to you, either.\Mytho mentioned'feeling'.\What did you say?\Where is Mytho?\He went to get some water and hasn't come back yet.\By himself?\Who else would he be going with?\This isn't like you at all. What are you so frantic about? response:	Wait a minute!
context: Mytho mentioned'feeling'.\What did you say?\Where is Mytho?\He went to get some water and hasn't come back yet.\By himself?\Who else would he be going with?\This isn't like you at all. What are you so frantic about?\Wait a minute! response:	You're going to look for Mytho, aren't you? I'm coming too.
context: What did you say?\Where is Mytho?\He went to get some water and hasn't come back yet.\By himself?\Who else would he be going with?\This isn't like you at all. What are you so frantic about?\Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too. response:	Now, please help yourselves!
context: Where is Mytho?\He went to get some water and hasn't come back yet.\By himself?\Who else would he be going with?\This isn't like you at all. What are you so frantic about?\Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves! response:	Um, but we...
context: He went to get some water and hasn't come back yet.\By himself?\Who else would he be going with?\This isn't like you at all. What are you so frantic about?\Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves!\Um, but we... response:	You're right, this is far from enough, isn't it?
context: By himself?\Who else would he be going with?\This isn't like you at all. What are you so frantic about?\Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves!\Um, but we...\You're right, this is far from enough, isn't it? response:	Oh, that's not what I meant.
context: Who else would he be going with?\This isn't like you at all. What are you so frantic about?\Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves!\Um, but we...\You're right, this is far from enough, isn't it?\Oh, that's not what I meant. response:	I have to check to see if she has a heart shard or not.
context: This isn't like you at all. What are you so frantic about?\Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves!\Um, but we...\You're right, this is far from enough, isn't it?\Oh, that's not what I meant.\I have to check to see if she has a heart shard or not. response:	It's cold.
context: Wait a minute!\You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves!\Um, but we...\You're right, this is far from enough, isn't it?\Oh, that's not what I meant.\I have to check to see if she has a heart shard or not.\It's cold. response:	So is this! And this! And this!
context: You're going to look for Mytho, aren't you? I'm coming too.\Now, please help yourselves!\Um, but we...\You're right, this is far from enough, isn't it?\Oh, that's not what I meant.\I have to check to see if she has a heart shard or not.\It's cold.\So is this! And this! And this! response:	Why are they all cold? And there's not much taste to them either.
context: Now, please help yourselves!\Um, but we...\You're right, this is far from enough, isn't it?\Oh, that's not what I meant.\I have to check to see if she has a heart shard or not.\It's cold.\So is this! And this! And this!\Why are they all cold? And there's not much taste to them either. response:	And they LOOK so good.
context: Um, but we...\You're right, this is far from enough, isn't it?\Oh, that's not what I meant.\I have to check to see if she has a heart shard or not.\It's cold.\So is this! And this! And this!\Why are they all cold? And there's not much taste to them either.\And they LOOK so good. response:	Here's rainbow trout meuniere!
context: You're right, this is far from enough, isn't it?\Oh, that's not what I meant.\I have to check to see if she has a heart shard or not.\It's cold.\So is this! And this! And this!\Why are they all cold? And there's not much taste to them either.\And they LOOK so good.\Here's rainbow trout meuniere! response:	This one looks warm!
context: Oh, that's not what I meant.\I have to check to see if she has a heart shard or not.\It's cold.\So is this! And this! And this!\Why are they all cold? And there's not much taste to them either.\And they LOOK so good.\Here's rainbow trout meuniere!\This one looks warm! response:	Cold!
context: I have to check to see if she has a heart shard or not.\It's cold.\So is this! And this! And this!\Why are they all cold? And there's not much taste to them either.\And they LOOK so good.\Here's rainbow trout meuniere!\This one looks warm!\Cold! response:	And now, rabbit cream stew!
context: It's cold.\So is this! And this! And this!\Why are they all cold? And there's not much taste to them either.\And they LOOK so good.\Here's rainbow trout meuniere!\This one looks warm!\Cold!\And now, rabbit cream stew! response:	Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!
context: So is this! And this! And this!\Why are they all cold? And there's not much taste to them either.\And they LOOK so good.\Here's rainbow trout meuniere!\This one looks warm!\Cold!\And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks! response:	They're all cold! Why?!
context: Why are they all cold? And there's not much taste to them either.\And they LOOK so good.\Here's rainbow trout meuniere!\This one looks warm!\Cold!\And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?! response:	Um, don't you think something's strange here?
context: And they LOOK so good.\Here's rainbow trout meuniere!\This one looks warm!\Cold!\And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?!\Um, don't you think something's strange here? response:	Is it?
context: Here's rainbow trout meuniere!\This one looks warm!\Cold!\And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?!\Um, don't you think something's strange here?\Is it? response:	Like why are all the dishes cold?
context: This one looks warm!\Cold!\And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?!\Um, don't you think something's strange here?\Is it?\Like why are all the dishes cold? response:	Or like why is she feeding us for free?
context: Cold!\And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?!\Um, don't you think something's strange here?\Is it?\Like why are all the dishes cold?\Or like why is she feeding us for free? response:	Who knows?
context: And now, rabbit cream stew!\Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?!\Um, don't you think something's strange here?\Is it?\Like why are all the dishes cold?\Or like why is she feeding us for free?\Who knows? response:	I see, Mytho doesn't even understand how it feels when something's strange.
context: Next up is piping hot dumpling salad! Furthermore, grilled pork shanks!\They're all cold! Why?!\Um, don't you think something's strange here?\Is it?\Like why are all the dishes cold?\Or like why is she feeding us for free?\Who knows?\I see, Mytho doesn't even understand how it feels when something's strange. response:	Here's dessert!
context: They're all cold! Why?!\Um, don't you think something's strange here?\Is it?\Like why are all the dishes cold?\Or like why is she feeding us for free?\Who knows?\I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert! response:	That concludes Course A!
context: Um, don't you think something's strange here?\Is it?\Like why are all the dishes cold?\Or like why is she feeding us for free?\Who knows?\I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert!\That concludes Course A! response:	Next up is Course B!
context: Is it?\Like why are all the dishes cold?\Or like why is she feeding us for free?\Who knows?\I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert!\That concludes Course A!\Next up is Course B! response:	What?!
context: Like why are all the dishes cold?\Or like why is she feeding us for free?\Who knows?\I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert!\That concludes Course A!\Next up is Course B!\What?! response:	Um, hey, I'm going to the restroom for a bit.
context: Or like why is she feeding us for free?\Who knows?\I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert!\That concludes Course A!\Next up is Course B!\What?!\Um, hey, I'm going to the restroom for a bit. response:	Go ahead.
context: Who knows?\I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert!\That concludes Course A!\Next up is Course B!\What?!\Um, hey, I'm going to the restroom for a bit.\Go ahead. response:	Now, then, I better hurry up and check!
context: I see, Mytho doesn't even understand how it feels when something's strange.\Here's dessert!\That concludes Course A!\Next up is Course B!\What?!\Um, hey, I'm going to the restroom for a bit.\Go ahead.\Now, then, I better hurry up and check! response:	Yes, that's right.
context: Here's dessert!\That concludes Course A!\Next up is Course B!\What?!\Um, hey, I'm going to the restroom for a bit.\Go ahead.\Now, then, I better hurry up and check!\Yes, that's right. response:	Our first customers in a long time. They're eating so much.
context: That concludes Course A!\Next up is Course B!\What?!\Um, hey, I'm going to the restroom for a bit.\Go ahead.\Now, then, I better hurry up and check!\Yes, that's right.\Our first customers in a long time. They're eating so much. response:	But I have to have them eat even more.
context: Next up is Course B!\What?!\Um, hey, I'm going to the restroom for a bit.\Go ahead.\Now, then, I better hurry up and check!\Yes, that's right.\Our first customers in a long time. They're eating so much.\But I have to have them eat even more. response:	I wonder which will taste better compared to you?
context: What?!\Um, hey, I'm going to the restroom for a bit.\Go ahead.\Now, then, I better hurry up and check!\Yes, that's right.\Our first customers in a long time. They're eating so much.\But I have to have them eat even more.\I wonder which will taste better compared to you? response:	Which will taste better?
context: Um, hey, I'm going to the restroom for a bit.\Go ahead.\Now, then, I better hurry up and check!\Yes, that's right.\Our first customers in a long time. They're eating so much.\But I have to have them eat even more.\I wonder which will taste better compared to you?\Which will taste better? response:	What should I do? At this rate...
context: Go ahead.\Now, then, I better hurry up and check!\Yes, that's right.\Our first customers in a long time. They're eating so much.\But I have to have them eat even more.\I wonder which will taste better compared to you?\Which will taste better?\What should I do? At this rate... response:	I know a story that goes like this.
context: Now, then, I better hurry up and check!\Yes, that's right.\Our first customers in a long time. They're eating so much.\But I have to have them eat even more.\I wonder which will taste better compared to you?\Which will taste better?\What should I do? At this rate...\I know a story that goes like this. response:	A brother and sister wandering in the forest come across a gingerbread house.
context: Yes, that's right.\Our first customers in a long time. They're eating so much.\But I have to have them eat even more.\I wonder which will taste better compared to you?\Which will taste better?\What should I do? At this rate...\I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house. response:	Then, a kind old woman appears and serves them some food,
context: Our first customers in a long time. They're eating so much.\But I have to have them eat even more.\I wonder which will taste better compared to you?\Which will taste better?\What should I do? At this rate...\I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food, response:	but she was really planning to fatten up the brother and sister, and to eat them afterwards!
context: But I have to have them eat even more.\I wonder which will taste better compared to you?\Which will taste better?\What should I do? At this rate...\I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards! response:	Really.
context: I wonder which will taste better compared to you?\Which will taste better?\What should I do? At this rate...\I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really. response:	It's no good! Mytho doesn't understand that he's in danger!
context: Which will taste better?\What should I do? At this rate...\I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really.\It's no good! Mytho doesn't understand that he's in danger! response:	We have to get out of here while we...
context: What should I do? At this rate...\I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really.\It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we... response:	Owow...
context: I know a story that goes like this.\A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really.\It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we...\Owow... response:	Recipes? And a photograph?
context: A brother and sister wandering in the forest come across a gingerbread house.\Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really.\It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we...\Owow...\Recipes? And a photograph? response:	What are these?
context: Then, a kind old woman appears and serves them some food,\but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really.\It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we...\Owow...\Recipes? And a photograph?\What are these? response:	What are you doing?
context: but she was really planning to fatten up the brother and sister, and to eat them afterwards!\Really.\It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we...\Owow...\Recipes? And a photograph?\What are these?\What are you doing? response:	Oh!
context: Really.\It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we...\Owow...\Recipes? And a photograph?\What are these?\What are you doing?\Oh! response:	Uh, uh, uh, um, I was thinking of going soon.
context: It's no good! Mytho doesn't understand that he's in danger!\We have to get out of here while we...\Owow...\Recipes? And a photograph?\What are these?\What are you doing?\Oh!\Uh, uh, uh, um, I was thinking of going soon. response:	No, you can't!
context: We have to get out of here while we...\Owow...\Recipes? And a photograph?\What are these?\What are you doing?\Oh!\Uh, uh, uh, um, I was thinking of going soon.\No, you can't! response:	The food hasn't been eaten yet!
context: Owow...\Recipes? And a photograph?\What are these?\What are you doing?\Oh!\Uh, uh, uh, um, I was thinking of going soon.\No, you can't!\The food hasn't been eaten yet! response:	Who hasn't eaten what?!
context: Recipes? And a photograph?\What are these?\What are you doing?\Oh!\Uh, uh, uh, um, I was thinking of going soon.\No, you can't!\The food hasn't been eaten yet!\Who hasn't eaten what?! response:	More must be eaten! More!
context: What are these?\What are you doing?\Oh!\Uh, uh, uh, um, I was thinking of going soon.\No, you can't!\The food hasn't been eaten yet!\Who hasn't eaten what?!\More must be eaten! More! response:	So, who hasn't eaten what?!
context: What are you doing?\Oh!\Uh, uh, uh, um, I was thinking of going soon.\No, you can't!\The food hasn't been eaten yet!\Who hasn't eaten what?!\More must be eaten! More!\So, who hasn't eaten what?! response:	I won't let you go back until the food's been eaten!
context: Oh!\Uh, uh, uh, um, I was thinking of going soon.\No, you can't!\The food hasn't been eaten yet!\Who hasn't eaten what?!\More must be eaten! More!\So, who hasn't eaten what?!\I won't let you go back until the food's been eaten! response:	I'm already full!
context: Uh, uh, uh, um, I was thinking of going soon.\No, you can't!\The food hasn't been eaten yet!\Who hasn't eaten what?!\More must be eaten! More!\So, who hasn't eaten what?!\I won't let you go back until the food's been eaten!\I'm already full! response:	I see.
context: No, you can't!\The food hasn't been eaten yet!\Who hasn't eaten what?!\More must be eaten! More!\So, who hasn't eaten what?!\I won't let you go back until the food's been eaten!\I'm already full!\I see. response:	Then how about you?
context: The food hasn't been eaten yet!\Who hasn't eaten what?!\More must be eaten! More!\So, who hasn't eaten what?!\I won't let you go back until the food's been eaten!\I'm already full!\I see.\Then how about you? response:	He's already...
context: Who hasn't eaten what?!\More must be eaten! More!\So, who hasn't eaten what?!\I won't let you go back until the food's been eaten!\I'm already full!\I see.\Then how about you?\He's already... response:	You'll still eat more, won't you?
context: More must be eaten! More!\So, who hasn't eaten what?!\I won't let you go back until the food's been eaten!\I'm already full!\I see.\Then how about you?\He's already...\You'll still eat more, won't you? response:	Probably.
context: So, who hasn't eaten what?!\I won't let you go back until the food's been eaten!\I'm already full!\I see.\Then how about you?\He's already...\You'll still eat more, won't you?\Probably. response:	Open this door! Please open this door!
context: I won't let you go back until the food's been eaten!\I'm already full!\I see.\Then how about you?\He's already...\You'll still eat more, won't you?\Probably.\Open this door! Please open this door! response:	If you're not going to eat, you can go home!
context: I'm already full!\I see.\Then how about you?\He's already...\You'll still eat more, won't you?\Probably.\Open this door! Please open this door!\If you're not going to eat, you can go home! response:	Oh, she locked it!
context: I see.\Then how about you?\He's already...\You'll still eat more, won't you?\Probably.\Open this door! Please open this door!\If you're not going to eat, you can go home!\Oh, she locked it! response:	Mytho...
context: Then how about you?\He's already...\You'll still eat more, won't you?\Probably.\Open this door! Please open this door!\If you're not going to eat, you can go home!\Oh, she locked it!\Mytho... response:	Come now, it's going awry. The story's going awry.
context: He's already...\You'll still eat more, won't you?\Probably.\Open this door! Please open this door!\If you're not going to eat, you can go home!\Oh, she locked it!\Mytho...\Come now, it's going awry. The story's going awry. response:	Heart shards make their way into the void in people's hearts
context: You'll still eat more, won't you?\Probably.\Open this door! Please open this door!\If you're not going to eat, you can go home!\Oh, she locked it!\Mytho...\Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts response:	and make their stories go awry.
context: Probably.\Open this door! Please open this door!\If you're not going to eat, you can go home!\Oh, she locked it!\Mytho...\Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts\and make their stories go awry. response:	It appears a heart that is too pure is a heavy burden.
context: Open this door! Please open this door!\If you're not going to eat, you can go home!\Oh, she locked it!\Mytho...\Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts\and make their stories go awry.\It appears a heart that is too pure is a heavy burden. response:	Now, how will you handle this story, Princess Tutu?
context: If you're not going to eat, you can go home!\Oh, she locked it!\Mytho...\Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts\and make their stories go awry.\It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu? response:	The little nuisance is gone now.
context: Oh, she locked it!\Mytho...\Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts\and make their stories go awry.\It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now. response:	You have to keep eating more and...
context: Mytho...\Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts\and make their stories go awry.\It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now.\You have to keep eating more and... response:	What could that be?
context: Come now, it's going awry. The story's going awry.\Heart shards make their way into the void in people's hearts\and make their stories go awry.\It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now.\You have to keep eating more and...\What could that be? response:	Who's there?
context: Heart shards make their way into the void in people's hearts\and make their stories go awry.\It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now.\You have to keep eating more and...\What could that be?\Who's there? response:	Mealtime is over.
context: and make their stories go awry.\It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now.\You have to keep eating more and...\What could that be?\Who's there?\Mealtime is over. response:	Rest a while, my prince.
context: It appears a heart that is too pure is a heavy burden.\Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now.\You have to keep eating more and...\What could that be?\Who's there?\Mealtime is over.\Rest a while, my prince. response:	Give back my customer!
context: Now, how will you handle this story, Princess Tutu?\The little nuisance is gone now.\You have to keep eating more and...\What could that be?\Who's there?\Mealtime is over.\Rest a while, my prince.\Give back my customer! response:	My customer!
context: The little nuisance is gone now.\You have to keep eating more and...\What could that be?\Who's there?\Mealtime is over.\Rest a while, my prince.\Give back my customer!\My customer! response:	Dance with me, Ebine-san.
context: You have to keep eating more and...\What could that be?\Who's there?\Mealtime is over.\Rest a while, my prince.\Give back my customer!\My customer!\Dance with me, Ebine-san. response:	Dancing isn't for me... my job is to cook!
context: What could that be?\Who's there?\Mealtime is over.\Rest a while, my prince.\Give back my customer!\My customer!\Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook! response:	And to have my customers eat my cooking!
context: Who's there?\Mealtime is over.\Rest a while, my prince.\Give back my customer!\My customer!\Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking! response:	What are you going to do by having him keep eating?
context: Mealtime is over.\Rest a while, my prince.\Give back my customer!\My customer!\Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking!\What are you going to do by having him keep eating? response:	I'm going to have him eat more and more!
context: Rest a while, my prince.\Give back my customer!\My customer!\Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking!\What are you going to do by having him keep eating?\I'm going to have him eat more and more! response:	Why?
context: Give back my customer!\My customer!\Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking!\What are you going to do by having him keep eating?\I'm going to have him eat more and more!\Why? response:	Why? I just want him to eat lots and lots.
context: My customer!\Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking!\What are you going to do by having him keep eating?\I'm going to have him eat more and more!\Why?\Why? I just want him to eat lots and lots. response:	I want my precious customer to eat.
context: Dance with me, Ebine-san.\Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking!\What are you going to do by having him keep eating?\I'm going to have him eat more and more!\Why?\Why? I just want him to eat lots and lots.\I want my precious customer to eat. response:	Because having your fill of delicious food is happiness!
context: Dancing isn't for me... my job is to cook!\And to have my customers eat my cooking!\What are you going to do by having him keep eating?\I'm going to have him eat more and more!\Why?\Why? I just want him to eat lots and lots.\I want my precious customer to eat.\Because having your fill of delicious food is happiness! response:	I knew I'd find you.
context: And to have my customers eat my cooking!\What are you going to do by having him keep eating?\I'm going to have him eat more and more!\Why?\Why? I just want him to eat lots and lots.\I want my precious customer to eat.\Because having your fill of delicious food is happiness!\I knew I'd find you. response:	This person's heart isn't where you belong.
context: What are you going to do by having him keep eating?\I'm going to have him eat more and more!\Why?\Why? I just want him to eat lots and lots.\I want my precious customer to eat.\Because having your fill of delicious food is happiness!\I knew I'd find you.\This person's heart isn't where you belong. response:	Let's go back.
context: I'm going to have him eat more and more!\Why?\Why? I just want him to eat lots and lots.\I want my precious customer to eat.\Because having your fill of delicious food is happiness!\I knew I'd find you.\This person's heart isn't where you belong.\Let's go back. response:	No! I won't let him go anywhere!
context: Why?\Why? I just want him to eat lots and lots.\I want my precious customer to eat.\Because having your fill of delicious food is happiness!\I knew I'd find you.\This person's heart isn't where you belong.\Let's go back.\No! I won't let him go anywhere! response:	Ebine-san!
context: Why? I just want him to eat lots and lots.\I want my precious customer to eat.\Because having your fill of delicious food is happiness!\I knew I'd find you.\This person's heart isn't where you belong.\Let's go back.\No! I won't let him go anywhere!\Ebine-san! response:	Stay away!
context: I want my precious customer to eat.\Because having your fill of delicious food is happiness!\I knew I'd find you.\This person's heart isn't where you belong.\Let's go back.\No! I won't let him go anywhere!\Ebine-san!\Stay away! response:	What feeling is that shard?
context: Because having your fill of delicious food is happiness!\I knew I'd find you.\This person's heart isn't where you belong.\Let's go back.\No! I won't let him go anywhere!\Ebine-san!\Stay away!\What feeling is that shard? response:	I just want him to enjoy my cooking!
context: I knew I'd find you.\This person's heart isn't where you belong.\Let's go back.\No! I won't let him go anywhere!\Ebine-san!\Stay away!\What feeling is that shard?\I just want him to enjoy my cooking! response:	That's what a restaurant is for!
context: This person's heart isn't where you belong.\Let's go back.\No! I won't let him go anywhere!\Ebine-san!\Stay away!\What feeling is that shard?\I just want him to enjoy my cooking!\That's what a restaurant is for! response:	Then why is your cooking so cold?
context: Let's go back.\No! I won't let him go anywhere!\Ebine-san!\Stay away!\What feeling is that shard?\I just want him to enjoy my cooking!\That's what a restaurant is for!\Then why is your cooking so cold? response:	Why do you force him to eat it?
context: No! I won't let him go anywhere!\Ebine-san!\Stay away!\What feeling is that shard?\I just want him to enjoy my cooking!\That's what a restaurant is for!\Then why is your cooking so cold?\Why do you force him to eat it? response:	Why do you imprison him?
context: Ebine-san!\Stay away!\What feeling is that shard?\I just want him to enjoy my cooking!\That's what a restaurant is for!\Then why is your cooking so cold?\Why do you force him to eat it?\Why do you imprison him? response:	I want to know what it is that you're feeling.
context: Stay away!\What feeling is that shard?\I just want him to enjoy my cooking!\That's what a restaurant is for!\Then why is your cooking so cold?\Why do you force him to eat it?\Why do you imprison him?\I want to know what it is that you're feeling. response:	Feeling...
context: What feeling is that shard?\I just want him to enjoy my cooking!\That's what a restaurant is for!\Then why is your cooking so cold?\Why do you force him to eat it?\Why do you imprison him?\I want to know what it is that you're feeling.\Feeling... response:	Dance with me, Ebine-san.
context: I just want him to enjoy my cooking!\That's what a restaurant is for!\Then why is your cooking so cold?\Why do you force him to eat it?\Why do you imprison him?\I want to know what it is that you're feeling.\Feeling...\Dance with me, Ebine-san. response:	Yes, back then...
context: That's what a restaurant is for!\Then why is your cooking so cold?\Why do you force him to eat it?\Why do you imprison him?\I want to know what it is that you're feeling.\Feeling...\Dance with me, Ebine-san.\Yes, back then... response:	I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.
context: Then why is your cooking so cold?\Why do you force him to eat it?\Why do you imprison him?\I want to know what it is that you're feeling.\Feeling...\Dance with me, Ebine-san.\Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness. response:	A nice atmosphere. I had happy conversations. Delicious food.
context: Why do you force him to eat it?\Why do you imprison him?\I want to know what it is that you're feeling.\Feeling...\Dance with me, Ebine-san.\Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food. response:	What a wonderful restaurant. A wonderful couple.
context: Why do you imprison him?\I want to know what it is that you're feeling.\Feeling...\Dance with me, Ebine-san.\Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple. response:	I would cook and ask,'I wonder which will taste better compared to you?'
context: I want to know what it is that you're feeling.\Feeling...\Dance with me, Ebine-san.\Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?' response:	He would always tease me and say,'Yours still has a long way to go.'
context: Feeling...\Dance with me, Ebine-san.\Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.' response:	But that was happiness for me.
context: Dance with me, Ebine-san.\Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me. response:	Oh...
context: Yes, back then...\I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me.\Oh... response:	I wonder which will taste better compared to you?
context: I felt just a little uncertainty, but the rest of it was all bliss and I could have burst with happiness.\A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me.\Oh...\I wonder which will taste better compared to you? response:	That's what those words meant.
context: A nice atmosphere. I had happy conversations. Delicious food.\What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me.\Oh...\I wonder which will taste better compared to you?\That's what those words meant. response:	But...
context: What a wonderful restaurant. A wonderful couple.\I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me.\Oh...\I wonder which will taste better compared to you?\That's what those words meant.\But... response:	There's no one left to tease me when I ask about it.
context: I would cook and ask,'I wonder which will taste better compared to you?'\He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me.\Oh...\I wonder which will taste better compared to you?\That's what those words meant.\But...\There's no one left to tease me when I ask about it. response:	I have the recipes that he wrote down, but the person who cooked them is no longer here.
