context: High Commander Fudo is gone? response:	He left a note.
context: Him?\I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle.\Perhaps what you say is true.\But when necessary, women can be even stronger than men.\Perhaps.\We require the most powerful Rare Igura among you. response:	The most powerful Rare Igura?
context: I am Crea Dolosera, the commander of Neo-Deava.\Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle.\Perhaps what you say is true.\But when necessary, women can be even stronger than men.\Perhaps.\We require the most powerful Rare Igura among you.\The most powerful Rare Igura? response:	I have no desire to wage war on this world.
context: Even your commander is an Igura, a female.\I was under the impression that women were not disposed to battle.\Perhaps what you say is true.\But when necessary, women can be even stronger than men.\Perhaps.\We require the most powerful Rare Igura among you.\The most powerful Rare Igura?\I have no desire to wage war on this world. response:	All I ask is that you send a Rare Igura to our planet.
context: I was under the impression that women were not disposed to battle.\Perhaps what you say is true.\But when necessary, women can be even stronger than men.\Perhaps.\We require the most powerful Rare Igura among you.\The most powerful Rare Igura?\I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet. response:	No way in hell!
context: Perhaps what you say is true.\But when necessary, women can be even stronger than men.\Perhaps.\We require the most powerful Rare Igura among you.\The most powerful Rare Igura?\I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet.\No way in hell! response:	Wait.
context: But when necessary, women can be even stronger than men.\Perhaps.\We require the most powerful Rare Igura among you.\The most powerful Rare Igura?\I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet.\No way in hell!\Wait. response:	Miss Chairman?
context: Perhaps.\We require the most powerful Rare Igura among you.\The most powerful Rare Igura?\I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet.\No way in hell!\Wait.\Miss Chairman? response:	If we have a chance to settle this diplomatically...
context: We require the most powerful Rare Igura among you.\The most powerful Rare Igura?\I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet.\No way in hell!\Wait.\Miss Chairman?\If we have a chance to settle this diplomatically... response:	What would Fudo do?
context: The most powerful Rare Igura?\I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet.\No way in hell!\Wait.\Miss Chairman?\If we have a chance to settle this diplomatically...\What would Fudo do? response:	Zessica's Vector is heading towards the Abductor!
context: I have no desire to wage war on this world.\All I ask is that you send a Rare Igura to our planet.\No way in hell!\Wait.\Miss Chairman?\If we have a chance to settle this diplomatically...\What would Fudo do?\Zessica's Vector is heading towards the Abductor! response:	You want a woman? Take me!
context: All I ask is that you send a Rare Igura to our planet.\No way in hell!\Wait.\Miss Chairman?\If we have a chance to settle this diplomatically...\What would Fudo do?\Zessica's Vector is heading towards the Abductor!\You want a woman? Take me! response:	Maybe that'll change things!
context: No way in hell!\Wait.\Miss Chairman?\If we have a chance to settle this diplomatically...\What would Fudo do?\Zessica's Vector is heading towards the Abductor!\You want a woman? Take me!\Maybe that'll change things! response:	That machine...
context: Wait.\Miss Chairman?\If we have a chance to settle this diplomatically...\What would Fudo do?\Zessica's Vector is heading towards the Abductor!\You want a woman? Take me!\Maybe that'll change things!\That machine... response:	So it is a Rare Igura!
context: Miss Chairman?\If we have a chance to settle this diplomatically...\What would Fudo do?\Zessica's Vector is heading towards the Abductor!\You want a woman? Take me!\Maybe that'll change things!\That machine...\So it is a Rare Igura! response:	Cut it out, Zessica!
context: If we have a chance to settle this diplomatically...\What would Fudo do?\Zessica's Vector is heading towards the Abductor!\You want a woman? Take me!\Maybe that'll change things!\That machine...\So it is a Rare Igura!\Cut it out, Zessica! response:	Don't throw yourself away! You're not thinking straight!
context: What would Fudo do?\Zessica's Vector is heading towards the Abductor!\You want a woman? Take me!\Maybe that'll change things!\That machine...\So it is a Rare Igura!\Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight! response:	Yes, I am! I...
context: Zessica's Vector is heading towards the Abductor!\You want a woman? Take me!\Maybe that'll change things!\That machine...\So it is a Rare Igura!\Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight!\Yes, I am! I... response:	I see that Rare Igura has a strong will.
context: You want a woman? Take me!\Maybe that'll change things!\That machine...\So it is a Rare Igura!\Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight!\Yes, I am! I...\I see that Rare Igura has a strong will. response:	I'll take her.
context: Maybe that'll change things!\That machine...\So it is a Rare Igura!\Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight!\Yes, I am! I...\I see that Rare Igura has a strong will.\I'll take her. response:	Pursuit Union!
context: That machine...\So it is a Rare Igura!\Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight!\Yes, I am! I...\I see that Rare Igura has a strong will.\I'll take her.\Pursuit Union! response:	Go Aquarion!
context: So it is a Rare Igura!\Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight!\Yes, I am! I...\I see that Rare Igura has a strong will.\I'll take her.\Pursuit Union!\Go Aquarion! response:	Aquarion Evol!
context: Cut it out, Zessica!\Don't throw yourself away! You're not thinking straight!\Yes, I am! I...\I see that Rare Igura has a strong will.\I'll take her.\Pursuit Union!\Go Aquarion!\Aquarion Evol! response:	The flying Machine Angel!
context: Don't throw yourself away! You're not thinking straight!\Yes, I am! I...\I see that Rare Igura has a strong will.\I'll take her.\Pursuit Union!\Go Aquarion!\Aquarion Evol!\The flying Machine Angel! response:	I sense... him inside the machine...
context: Yes, I am! I...\I see that Rare Igura has a strong will.\I'll take her.\Pursuit Union!\Go Aquarion!\Aquarion Evol!\The flying Machine Angel!\I sense... him inside the machine... response:	Let's make sure, Izumo.
context: I see that Rare Igura has a strong will.\I'll take her.\Pursuit Union!\Go Aquarion!\Aquarion Evol!\The flying Machine Angel!\I sense... him inside the machine...\Let's make sure, Izumo. response:	With your very own eyes.
context: I'll take her.\Pursuit Union!\Go Aquarion!\Aquarion Evol!\The flying Machine Angel!\I sense... him inside the machine...\Let's make sure, Izumo.\With your very own eyes. response:	Mom?
context: Pursuit Union!\Go Aquarion!\Aquarion Evol!\The flying Machine Angel!\I sense... him inside the machine...\Let's make sure, Izumo.\With your very own eyes.\Mom? response:	Why is that image there?
context: Go Aquarion!\Aquarion Evol!\The flying Machine Angel!\I sense... him inside the machine...\Let's make sure, Izumo.\With your very own eyes.\Mom?\Why is that image there? response:	Something is manipulating Amata's heart.
context: Aquarion Evol!\The flying Machine Angel!\I sense... him inside the machine...\Let's make sure, Izumo.\With your very own eyes.\Mom?\Why is that image there?\Something is manipulating Amata's heart. response:	Clear, sweet, yet bitter.
context: The flying Machine Angel!\I sense... him inside the machine...\Let's make sure, Izumo.\With your very own eyes.\Mom?\Why is that image there?\Something is manipulating Amata's heart.\Clear, sweet, yet bitter. response:	Mikage, you snake! This is your doing!
context: I sense... him inside the machine...\Let's make sure, Izumo.\With your very own eyes.\Mom?\Why is that image there?\Something is manipulating Amata's heart.\Clear, sweet, yet bitter.\Mikage, you snake! This is your doing! response:	But it stopped the Machine Angel.
context: Let's make sure, Izumo.\With your very own eyes.\Mom?\Why is that image there?\Something is manipulating Amata's heart.\Clear, sweet, yet bitter.\Mikage, you snake! This is your doing!\But it stopped the Machine Angel. response:	It really is him...
context: With your very own eyes.\Mom?\Why is that image there?\Something is manipulating Amata's heart.\Clear, sweet, yet bitter.\Mikage, you snake! This is your doing!\But it stopped the Machine Angel.\It really is him... response:	What's happening?
context: Mom?\Why is that image there?\Something is manipulating Amata's heart.\Clear, sweet, yet bitter.\Mikage, you snake! This is your doing!\But it stopped the Machine Angel.\It really is him...\What's happening? response:	Amata! Stay focused on your enemy!
context: Why is that image there?\Something is manipulating Amata's heart.\Clear, sweet, yet bitter.\Mikage, you snake! This is your doing!\But it stopped the Machine Angel.\It really is him...\What's happening?\Amata! Stay focused on your enemy! response:	Zessica!
context: Something is manipulating Amata's heart.\Clear, sweet, yet bitter.\Mikage, you snake! This is your doing!\But it stopped the Machine Angel.\It really is him...\What's happening?\Amata! Stay focused on your enemy!\Zessica! response:	I won't let you take Zessica!
context: Clear, sweet, yet bitter.\Mikage, you snake! This is your doing!\But it stopped the Machine Angel.\It really is him...\What's happening?\Amata! Stay focused on your enemy!\Zessica!\I won't let you take Zessica! response:	Don't regret this, Zessica!
context: Mikage, you snake! This is your doing!\But it stopped the Machine Angel.\It really is him...\What's happening?\Amata! Stay focused on your enemy!\Zessica!\I won't let you take Zessica!\Don't regret this, Zessica! response:	Mix!
context: But it stopped the Machine Angel.\It really is him...\What's happening?\Amata! Stay focused on your enemy!\Zessica!\I won't let you take Zessica!\Don't regret this, Zessica!\Mix! response:	Mix!
context: It really is him...\What's happening?\Amata! Stay focused on your enemy!\Zessica!\I won't let you take Zessica!\Don't regret this, Zessica!\Mix!\Mix! response:	Mix!
context: What's happening?\Amata! Stay focused on your enemy!\Zessica!\I won't let you take Zessica!\Don't regret this, Zessica!\Mix!\Mix!\Mix! response:	I won't let you! Infinity Punch!
context: Amata! Stay focused on your enemy!\Zessica!\I won't let you take Zessica!\Don't regret this, Zessica!\Mix!\Mix!\Mix!\I won't let you! Infinity Punch! response:	Let us meet again, winged boy.
context: Zessica!\I won't let you take Zessica!\Don't regret this, Zessica!\Mix!\Mix!\Mix!\I won't let you! Infinity Punch!\Let us meet again, winged boy. response:	She sacrificed herself for me...
context: I won't let you take Zessica!\Don't regret this, Zessica!\Mix!\Mix!\Mix!\I won't let you! Infinity Punch!\Let us meet again, winged boy.\She sacrificed herself for me... response:	Mix...
context: Don't regret this, Zessica!\Mix!\Mix!\Mix!\I won't let you! Infinity Punch!\Let us meet again, winged boy.\She sacrificed herself for me...\Mix... response:	Mix!
context: Mix!\Mix!\Mix!\I won't let you! Infinity Punch!\Let us meet again, winged boy.\She sacrificed herself for me...\Mix...\Mix! response:	MIX!
context: Mix!\Mix!\I won't let you! Infinity Punch!\Let us meet again, winged boy.\She sacrificed herself for me...\Mix...\Mix!\MIX! response:	I hated myself for being afraid.
context: Mix!\I won't let you! Infinity Punch!\Let us meet again, winged boy.\She sacrificed herself for me...\Mix...\Mix!\MIX!\I hated myself for being afraid. response:	But maybe fear is what gives us the power to move forward.
context: I won't let you! Infinity Punch!\Let us meet again, winged boy.\She sacrificed herself for me...\Mix...\Mix!\MIX!\I hated myself for being afraid.\But maybe fear is what gives us the power to move forward. response:	I have to take my own step forward.
context: Let us meet again, winged boy.\She sacrificed herself for me...\Mix...\Mix!\MIX!\I hated myself for being afraid.\But maybe fear is what gives us the power to move forward.\I have to take my own step forward. response:	Next time: First Reunion.
context: She sacrificed herself for me...\Mix...\Mix!\MIX!\I hated myself for being afraid.\But maybe fear is what gives us the power to move forward.\I have to take my own step forward.\Next time: First Reunion. response:	Rare Igura
context: Mix...\Mix!\MIX!\I hated myself for being afraid.\But maybe fear is what gives us the power to move forward.\I have to take my own step forward.\Next time: First Reunion.\Rare Igura response:	Next Time
context: Mix!\MIX!\I hated myself for being afraid.\But maybe fear is what gives us the power to move forward.\I have to take my own step forward.\Next time: First Reunion.\Rare Igura\Next Time response:	First Reunion
context: MIX!\I hated myself for being afraid.\But maybe fear is what gives us the power to move forward.\I have to take my own step forward.\Next time: First Reunion.\Rare Igura\Next Time\First Reunion response:	zetsubouteki ni kimi wa kirei sa
context: I hated myself for being afraid.\But maybe fear is what gives us the power to move forward.\I have to take my own step forward.\Next time: First Reunion.\Rare Igura\Next Time\First Reunion\zetsubouteki ni kimi wa kirei sa response:	hanten suru sekai no kattou ni aishiaou
context: But maybe fear is what gives us the power to move forward.\I have to take my own step forward.\Next time: First Reunion.\Rare Igura\Next Time\First Reunion\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou response:	bokura ga miteru sekai wa itsudemo sakasama de
context: I have to take my own step forward.\Next time: First Reunion.\Rare Igura\Next Time\First Reunion\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de response:	doushiyou mo nai koto de taigai kimatteku
context: Next time: First Reunion.\Rare Igura\Next Time\First Reunion\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku response:	namida suru hodo kizu tsuku hitomi
context: Rare Igura\Next Time\First Reunion\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi response:	kokoro de sakebi nagara
context: Next Time\First Reunion\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara response:	tada atteitai saigo no futari masarenai mama
context: First Reunion\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama response:	byouyomi ga kikoetekuru
context: zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru response:	zetsubouteki ni kimi wa kirei sa
context: hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa response:	sutareyuku doubutsu mitai ni aishiaou
context: bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou response:	nakitai kurai kimi wa kirei sa
context: doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa response:	hanten suru sekai no kattou ni kanjitai yo
context: namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo response:	You're so beautiful it's depressing
context: kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing response:	Let's love one another amidst the chaos in this backwards world
context: tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world response:	This world of ours moves in reverse
context: byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse response:	controlled by forces we can't even touch
context: zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch response:	There is pain in your eyes so deep I want to cry
context: sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry response:	Screaming from my heart
context: nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart response:	The last couple who desire each other cannot be together
context: hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together response:	And time is running out
context: You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out response:	You're so beautiful it's depressing
context: Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing response:	Let's love one another like abandoned animals
context: This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals response:	You're so beautiful I want to cry
context: controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry response:	Let's love one another amidst the chaos in this backwards world
context: There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world response:	kimi he tsuzuku sakamichi ni
context: Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni response:	shiroi hana ga saiteta
context: The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta response:	yume kara sameta ato mo kanashii sora miteta
context: And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta response:	kono kimochi happa no ue ni susunderu
context: You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu response:	asatsuyu wo ochiru oto ni mimi wo sumaseteru no
context: Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no response:	kamisama anata ga tsukutta sekai wa kanpeki ja nai
context: You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai response:	koko de wa mainichi koi ga boroboro shindeku
context: Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku response:	hajimete suki ni natta no wo anata wa shiranai deshou
context: kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou response:	chikyuu no uragawa de ii kara soba ni ite hoshikatta
context: shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta response:	watashi wo wasuretemo ii kara soba ni ite hoshikatta
context: yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta response:	There were white flowers growing
context: kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing response:	on the road on the hill that leads to you
context: asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you response:	When I woke from the dream, the sky still looked sad
context: kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad response:	My feelings drift on a leaf in the wind
context: koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind response:	I'm straining my ears for the sound of the dew falling
context: hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling response:	God in Heaven, this world You made is far from perfect
context: chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect response:	Down here, love is shattered day by day
context: watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day response:	You don't know what it's like to fall in love for the first time
context: There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time response:	Let it be on the other end of the world, but I wanted to be with him
context: on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him response:	Even if You were to forget me, I wanted to be with him
context: When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him response:	kimi he tsuzuku sakamichi ni
context: My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni response:	shiroi hana ga saiteta
context: I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta response:	yume kara sameta ato mo kanashii sora miteta
context: God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta response:	kono kimochi happa no ue ni susunderu
context: Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu response:	asatsuyu wo ochiru oto ni mimi wo sumaseteru no
context: You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no response:	kamisama anata ga tsukutta sekai wa kanpeki ja nai
context: Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai response:	koko de wa mainichi koi ga boroboro shindeku
context: Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku response:	hajimete suki ni natta no wo anata wa shiranai deshou
