context: HALF response:	TS
context: That's why I have to go and do it!\Ao!\Dispatch authorized.\Chief?!\But you must come back.\You aren't Eureka.\Yessir!\Dammit... The manipulator won't last much longer. response:	Something's closing in?
context: Ao!\Dispatch authorized.\Chief?!\But you must come back.\You aren't Eureka.\Yessir!\Dammit... The manipulator won't last much longer.\Something's closing in? response:	Fleur, I'll do it!
context: Dispatch authorized.\Chief?!\But you must come back.\You aren't Eureka.\Yessir!\Dammit... The manipulator won't last much longer.\Something's closing in?\Fleur, I'll do it! response:	Ao? But...
context: Chief?!\But you must come back.\You aren't Eureka.\Yessir!\Dammit... The manipulator won't last much longer.\Something's closing in?\Fleur, I'll do it!\Ao? But... response:	Pick up Elena and return to the Triton!
context: But you must come back.\You aren't Eureka.\Yessir!\Dammit... The manipulator won't last much longer.\Something's closing in?\Fleur, I'll do it!\Ao? But...\Pick up Elena and return to the Triton! response:	Alleluia's damaged and I've got the advantage!
context: You aren't Eureka.\Yessir!\Dammit... The manipulator won't last much longer.\Something's closing in?\Fleur, I'll do it!\Ao? But...\Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage! response:	Okay.
context: Yessir!\Dammit... The manipulator won't last much longer.\Something's closing in?\Fleur, I'll do it!\Ao? But...\Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage!\Okay. response:	You must come back!
context: Dammit... The manipulator won't last much longer.\Something's closing in?\Fleur, I'll do it!\Ao? But...\Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage!\Okay.\You must come back! response:	Okay... We're going, Nirvash!
context: Something's closing in?\Fleur, I'll do it!\Ao? But...\Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage!\Okay.\You must come back!\Okay... We're going, Nirvash! response:	Alleluia left the capsule and Nirvash started accelerating.
context: Fleur, I'll do it!\Ao? But...\Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage!\Okay.\You must come back!\Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating. response:	Ao, be careful! The Secrets are catching up!
context: Ao? But...\Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage!\Okay.\You must come back!\Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up! response:	You're closing in on the VesterAlen Plant!
context: Pick up Elena and return to the Triton!\Alleluia's damaged and I've got the advantage!\Okay.\You must come back!\Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant! response:	I know!
context: Alleluia's damaged and I've got the advantage!\Okay.\You must come back!\Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant!\I know! response:	Retrieve Kyrie and Alleluia.
context: Okay.\You must come back!\Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant!\I know!\Retrieve Kyrie and Alleluia. response:	We're going provide cover for Nirvash.
context: You must come back!\Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant!\I know!\Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash. response:	We are now off-shore.
context: Okay... We're going, Nirvash!\Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant!\I know!\Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash.\We are now off-shore. response:	However, we cannot gain distance on the Secrets.
context: Alleluia left the capsule and Nirvash started accelerating.\Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant!\I know!\Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash.\We are now off-shore.\However, we cannot gain distance on the Secrets. response:	The chances of you escaping the confluence explosion alive is 3 at this point.
context: Ao, be careful! The Secrets are catching up!\You're closing in on the VesterAlen Plant!\I know!\Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash.\We are now off-shore.\However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point. response:	Ten years ago, Mom disappeared somewhere with the Quartz.
context: You're closing in on the VesterAlen Plant!\I know!\Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash.\We are now off-shore.\However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz. response:	I don't know where Mom came from.
context: I know!\Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash.\We are now off-shore.\However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from. response:	But if her blood is in my veins...
context: Retrieve Kyrie and Alleluia.\We're going provide cover for Nirvash.\We are now off-shore.\However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from.\But if her blood is in my veins... response:	If we share the same blood...
context: We're going provide cover for Nirvash.\We are now off-shore.\However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from.\But if her blood is in my veins...\If we share the same blood... response:	Then I must be able to fly too.
context: We are now off-shore.\However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from.\But if her blood is in my veins...\If we share the same blood...\Then I must be able to fly too. response:	Fly with me, Quartz!
context: However, we cannot gain distance on the Secrets.\The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from.\But if her blood is in my veins...\If we share the same blood...\Then I must be able to fly too.\Fly with me, Quartz! response:	This light...
context: The chances of you escaping the confluence explosion alive is 3 at this point.\Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from.\But if her blood is in my veins...\If we share the same blood...\Then I must be able to fly too.\Fly with me, Quartz!\This light... response:	What's this?!
context: Ten years ago, Mom disappeared somewhere with the Quartz.\I don't know where Mom came from.\But if her blood is in my veins...\If we share the same blood...\Then I must be able to fly too.\Fly with me, Quartz!\This light...\What's this?! response:	Ao, what's going on?!
context: I don't know where Mom came from.\But if her blood is in my veins...\If we share the same blood...\Then I must be able to fly too.\Fly with me, Quartz!\This light...\What's this?!\Ao, what's going on?! response:	What's this?
context: But if her blood is in my veins...\If we share the same blood...\Then I must be able to fly too.\Fly with me, Quartz!\This light...\What's this?!\Ao, what's going on?!\What's this? response:	What's going on?!
context: If we share the same blood...\Then I must be able to fly too.\Fly with me, Quartz!\This light...\What's this?!\Ao, what's going on?!\What's this?\What's going on?! response:	Answer me, Nirvash!
context: Then I must be able to fly too.\Fly with me, Quartz!\This light...\What's this?!\Ao, what's going on?!\What's this?\What's going on?!\Answer me, Nirvash! response:	A weapon? Is this a weapon?
context: Fly with me, Quartz!\This light...\What's this?!\Ao, what's going on?!\What's this?\What's going on?!\Answer me, Nirvash!\A weapon? Is this a weapon? response:	If it's a weapon, then save the world with it!
context: This light...\What's this?!\Ao, what's going on?!\What's this?\What's going on?!\Answer me, Nirvash!\A weapon? Is this a weapon?\If it's a weapon, then save the world with it! response:	We cannot confirm any remaining Secrets.
context: What's this?!\Ao, what's going on?!\What's this?\What's going on?!\Answer me, Nirvash!\A weapon? Is this a weapon?\If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets. response:	Good job, Ao, despite it not being a part of the plan.
context: Ao, what's going on?!\What's this?\What's going on?!\Answer me, Nirvash!\A weapon? Is this a weapon?\If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan. response:	Can you explain to us about that weapon?
context: What's this?\What's going on?!\Answer me, Nirvash!\A weapon? Is this a weapon?\If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon? response:	I can't.
context: What's going on?!\Answer me, Nirvash!\A weapon? Is this a weapon?\If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon?\I can't. response:	What's that?
context: Answer me, Nirvash!\A weapon? Is this a weapon?\If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon?\I can't.\What's that? response:	A North Pole light.
context: A weapon? Is this a weapon?\If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon?\I can't.\What's that?\A North Pole light. response:	It's a mysterious light phenomenon often seen around here.
context: If it's a weapon, then save the world with it!\We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon?\I can't.\What's that?\A North Pole light.\It's a mysterious light phenomenon often seen around here. response:	No, that light is...
context: We cannot confirm any remaining Secrets.\Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon?\I can't.\What's that?\A North Pole light.\It's a mysterious light phenomenon often seen around here.\No, that light is... response:	It's the Vester Shuttle's supply point.
context: Good job, Ao, despite it not being a part of the plan.\Can you explain to us about that weapon?\I can't.\What's that?\A North Pole light.\It's a mysterious light phenomenon often seen around here.\No, that light is...\It's the Vester Shuttle's supply point. response:	Vester? The Plant?
context: Can you explain to us about that weapon?\I can't.\What's that?\A North Pole light.\It's a mysterious light phenomenon often seen around here.\No, that light is...\It's the Vester Shuttle's supply point.\Vester? The Plant? response:	And the Coral Plant?
context: I can't.\What's that?\A North Pole light.\It's a mysterious light phenomenon often seen around here.\No, that light is...\It's the Vester Shuttle's supply point.\Vester? The Plant?\And the Coral Plant? response:	There's never been one here.
context: What's that?\A North Pole light.\It's a mysterious light phenomenon often seen around here.\No, that light is...\It's the Vester Shuttle's supply point.\Vester? The Plant?\And the Coral Plant?\There's never been one here. response:	Well...
context: A North Pole light.\It's a mysterious light phenomenon often seen around here.\No, that light is...\It's the Vester Shuttle's supply point.\Vester? The Plant?\And the Coral Plant?\There's never been one here.\Well... response:	What about team Goldilocks?
context: It's a mysterious light phenomenon often seen around here.\No, that light is...\It's the Vester Shuttle's supply point.\Vester? The Plant?\And the Coral Plant?\There's never been one here.\Well...\What about team Goldilocks? response:	Are Chloe and the other two all right?
context: No, that light is...\It's the Vester Shuttle's supply point.\Vester? The Plant?\And the Coral Plant?\There's never been one here.\Well...\What about team Goldilocks?\Are Chloe and the other two all right? response:	Chloe?
context: It's the Vester Shuttle's supply point.\Vester? The Plant?\And the Coral Plant?\There's never been one here.\Well...\What about team Goldilocks?\Are Chloe and the other two all right?\Chloe? response:	I'll ask you again, Ao.
context: Vester? The Plant?\And the Coral Plant?\There's never been one here.\Well...\What about team Goldilocks?\Are Chloe and the other two all right?\Chloe?\I'll ask you again, Ao. response:	What is this team Goldilocks you're talking about?
context: And the Coral Plant?\There's never been one here.\Well...\What about team Goldilocks?\Are Chloe and the other two all right?\Chloe?\I'll ask you again, Ao.\What is this team Goldilocks you're talking about? response:	They are an IFO team just like us.
context: There's never been one here.\Well...\What about team Goldilocks?\Are Chloe and the other two all right?\Chloe?\I'll ask you again, Ao.\What is this team Goldilocks you're talking about?\They are an IFO team just like us. response:	Generation Bleu has only two IFO teams: Pied Piper and Harlequin.
context: Well...\What about team Goldilocks?\Are Chloe and the other two all right?\Chloe?\I'll ask you again, Ao.\What is this team Goldilocks you're talking about?\They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin. response:	Pied Piper handles terrestrial affairs while Harlequin is stationed in space.
context: What about team Goldilocks?\Are Chloe and the other two all right?\Chloe?\I'll ask you again, Ao.\What is this team Goldilocks you're talking about?\They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space. response:	But...
context: Are Chloe and the other two all right?\Chloe?\I'll ask you again, Ao.\What is this team Goldilocks you're talking about?\They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But... response:	But they were here!
context: Chloe?\I'll ask you again, Ao.\What is this team Goldilocks you're talking about?\They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But...\But they were here! response:	Why won't you remember them?
context: I'll ask you again, Ao.\What is this team Goldilocks you're talking about?\They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But...\But they were here!\Why won't you remember them? response:	Why doesn't anyone...
context: What is this team Goldilocks you're talking about?\They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But...\But they were here!\Why won't you remember them?\Why doesn't anyone... response:	No matter how hard you look, there's nothing.
context: They are an IFO team just like us.\Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But...\But they were here!\Why won't you remember them?\Why doesn't anyone...\No matter how hard you look, there's nothing. response:	No one's lived here for centuries.
context: Generation Bleu has only two IFO teams: Pied Piper and Harlequin.\Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But...\But they were here!\Why won't you remember them?\Why doesn't anyone...\No matter how hard you look, there's nothing.\No one's lived here for centuries. response:	No. Chloe said she was...
context: Pied Piper handles terrestrial affairs while Harlequin is stationed in space.\But...\But they were here!\Why won't you remember them?\Why doesn't anyone...\No matter how hard you look, there's nothing.\No one's lived here for centuries.\No. Chloe said she was... response:	I went through the medical checkup data.
context: But...\But they were here!\Why won't you remember them?\Why doesn't anyone...\No matter how hard you look, there's nothing.\No one's lived here for centuries.\No. Chloe said she was...\I went through the medical checkup data. response:	Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.
context: But they were here!\Why won't you remember them?\Why doesn't anyone...\No matter how hard you look, there's nothing.\No one's lived here for centuries.\No. Chloe said she was...\I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan. response:	There's no such personnel.
context: Why won't you remember them?\Why doesn't anyone...\No matter how hard you look, there's nothing.\No one's lived here for centuries.\No. Chloe said she was...\I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel. response:	There never have been.
context: Why doesn't anyone...\No matter how hard you look, there's nothing.\No one's lived here for centuries.\No. Chloe said she was...\I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel.\There never have been. response:	Anyway, just take a rest.
context: No matter how hard you look, there's nothing.\No one's lived here for centuries.\No. Chloe said she was...\I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel.\There never have been.\Anyway, just take a rest. response:	You must be tired.
context: No one's lived here for centuries.\No. Chloe said she was...\I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel.\There never have been.\Anyway, just take a rest.\You must be tired. response:	What have I done, Mom?
context: No. Chloe said she was...\I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel.\There never have been.\Anyway, just take a rest.\You must be tired.\What have I done, Mom? response:	To be continued.
context: I went through the medical checkup data.\Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel.\There never have been.\Anyway, just take a rest.\You must be tired.\What have I done, Mom?\To be continued. response:	Next time on Eureka Seven AO.
context: Chloe McCaffrey, Maeve McCaffrey, and Maggie Kwan.\There's no such personnel.\There never have been.\Anyway, just take a rest.\You must be tired.\What have I done, Mom?\To be continued.\Next time on Eureka Seven AO. response:	The world should have been saved by the light Nirvash unleashed.
context: There's no such personnel.\There never have been.\Anyway, just take a rest.\You must be tired.\What have I done, Mom?\To be continued.\Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed. response:	But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.
context: There never have been.\Anyway, just take a rest.\You must be tired.\What have I done, Mom?\To be continued.\Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone. response:	The boy's salvation moves the gears in the machine.
context: Anyway, just take a rest.\You must be tired.\What have I done, Mom?\To be continued.\Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine. response:	Eureka Seven AO, episode 17: La Vie en Rose.
context: You must be tired.\What have I done, Mom?\To be continued.\Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose. response:	Listen to the voices of the children of the stars.
context: What have I done, Mom?\To be continued.\Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars. response:	Guardian's Hammer
context: To be continued.\Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars.\Guardian's Hammer response:	Preview
context: Next time on Eureka Seven AO.\The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars.\Guardian's Hammer\Preview response:	Sign: Iwato Trapar Industries
context: The world should have been saved by the light Nirvash unleashed.\But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars.\Guardian's Hammer\Preview\Sign: Iwato Trapar Industries response:	hikaru suiheisen
context: But as Ao is the only one who knows the truth, he must shoulder the heavy price all alone.\The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars.\Guardian's Hammer\Preview\Sign: Iwato Trapar Industries\hikaru suiheisen response:	Just over the bright horizon,
context: The boy's salvation moves the gears in the machine.\Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars.\Guardian's Hammer\Preview\Sign: Iwato Trapar Industries\hikaru suiheisen\Just over the bright horizon, response:	hajimari to owari no
context: Eureka Seven AO, episode 17: La Vie en Rose.\Listen to the voices of the children of the stars.\Guardian's Hammer\Preview\Sign: Iwato Trapar Industries\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no response:	where the beginning and the end
context: Listen to the voices of the children of the stars.\Guardian's Hammer\Preview\Sign: Iwato Trapar Industries\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end response:	tokeau soko wa
context: Guardian's Hammer\Preview\Sign: Iwato Trapar Industries\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa response:	melt into one,
context: Preview\Sign: Iwato Trapar Industries\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one, response:	namida no furusato na no
context: Sign: Iwato Trapar Industries\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no response:	lies the homeland of tears
context: hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears response:	furueteru te de
context: Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de response:	I've already pocketed
context: hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed response:	shinjirareru mono
context: where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono response:	my trembling hand
context: tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand response:	poketto ni tsumekonda
context: melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda response:	which holds my beliefs
context: namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs response:	kanata de yurameiteru shinkirou
context: lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou response:	A mirage shimmers in the distance
context: furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance response:	sora miagereba
context: I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba response:	I look to the sky
context: shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky response:	michibiitekureru you na
context: my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na response:	hoping it will show me the way
context: poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way response:	natsukashikute atsui hikari wo kureru
context: which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru response:	And it gives off a familiar, warm light
context: kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light response:	anata wa chiisaku te wo furu yo
context: A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo response:	You wave at me faintly
context: sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly response:	ikanakucha
context: I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha response:	I must go
context: michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go response:	mou nakanai yo shangurira
context: hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira response:	Don't cry anymore because Shangri-La,
context: natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La, response:	aratana sekai he to daibu shiyou
context: And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou response:	a new world, is waiting for us
context: anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us response:	aoiro ni dakareta boku wa
context: You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa response:	As I'm embraced by its blue...
context: ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue... response:	kono mune no takanari to tomo ni
context: I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni response:	My heart beats loudly
context: mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly response:	futashikana*
context: Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana* response:	*T/L Note: I'm so uncertain
context: aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain response:	*T/L Note: I'm so uncertain
context: a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain response:	boku no sekai ga ima*
context: aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima* response:	*T/L Note: In the blink of an eye,
context: As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye, response:	*T/L Note: In the blink of an eye,
context: kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye, response:	mabataku ma ni kawari- hajimete hirogaru*
context: My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru* response:	*T/L Note: my whole world started changing and opening up.
context: futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up. response:	*T/L Note: my whole world started changing and opening up.
context: *T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up. response:	ano hi mitsuketa yume no tsuzuki wa doko*
