context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: I'm the only one who's this reliable and cute!!\Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee..\Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!!\You're pretty nimble huh.. response:	What the hell are you guys doing???!
context: Besides..if you aim for a spot like that..\(Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee..\Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!!\You're pretty nimble huh..\What the hell are you guys doing???! response:	Why are you guys aiming for my crotch?!
context: (Ahh!! Not so hard!!)\Th..That's n..not...love...Hee.heee..\Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!!\You're pretty nimble huh..\What the hell are you guys doing???!\Why are you guys aiming for my crotch?! response:	SO close!! I nearly got him!
context: Th..That's n..not...love...Hee.heee..\Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!!\You're pretty nimble huh..\What the hell are you guys doing???!\Why are you guys aiming for my crotch?!\SO close!! I nearly got him! response:	We're gonna follow him!!
context: Geez, That Futaba...\Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!!\You're pretty nimble huh..\What the hell are you guys doing???!\Why are you guys aiming for my crotch?!\SO close!! I nearly got him!\We're gonna follow him!! response:	Wait up, Yabe-cchi!
context: Ahh!! Even Hitoha-chan..What are you doing?!!\Be quiet!!\You're pretty nimble huh..\What the hell are you guys doing???!\Why are you guys aiming for my crotch?!\SO close!! I nearly got him!\We're gonna follow him!!\Wait up, Yabe-cchi! response:	What..What in the world..
context: Be quiet!!\You're pretty nimble huh..\What the hell are you guys doing???!\Why are you guys aiming for my crotch?!\SO close!! I nearly got him!\We're gonna follow him!!\Wait up, Yabe-cchi!\What..What in the world.. response:	Why's my crotch being targeted?!
context: You're pretty nimble huh..\What the hell are you guys doing???!\Why are you guys aiming for my crotch?!\SO close!! I nearly got him!\We're gonna follow him!!\Wait up, Yabe-cchi!\What..What in the world..\Why's my crotch being targeted?! response:	Just give it up, Yabe-cchi!!
context: What the hell are you guys doing???!\Why are you guys aiming for my crotch?!\SO close!! I nearly got him!\We're gonna follow him!!\Wait up, Yabe-cchi!\What..What in the world..\Why's my crotch being targeted?!\Just give it up, Yabe-cchi!! response:	That's what you get for being an insolent dog!!
context: Why are you guys aiming for my crotch?!\SO close!! I nearly got him!\We're gonna follow him!!\Wait up, Yabe-cchi!\What..What in the world..\Why's my crotch being targeted?!\Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!! response:	Nuuu!
context: SO close!! I nearly got him!\We're gonna follow him!!\Wait up, Yabe-cchi!\What..What in the world..\Why's my crotch being targeted?!\Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!!\Nuuu! response:	It's all for your romance!
context: We're gonna follow him!!\Wait up, Yabe-cchi!\What..What in the world..\Why's my crotch being targeted?!\Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!!\Nuuu!\It's all for your romance! response:	Yabe-cchi!!
context: Wait up, Yabe-cchi!\What..What in the world..\Why's my crotch being targeted?!\Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!!\Nuuu!\It's all for your romance!\Yabe-cchi!! response:	Well..It turned out alright!
context: What..What in the world..\Why's my crotch being targeted?!\Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!!\Nuuu!\It's all for your romance!\Yabe-cchi!!\Well..It turned out alright! response:	Tch..That's so boring!! I had something planned too..
context: Why's my crotch being targeted?!\Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!!\Nuuu!\It's all for your romance!\Yabe-cchi!!\Well..It turned out alright!\Tch..That's so boring!! I had something planned too.. response:	Come on, Kuriyama-cchi!
context: Just give it up, Yabe-cchi!!\That's what you get for being an insolent dog!!\Nuuu!\It's all for your romance!\Yabe-cchi!!\Well..It turned out alright!\Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi! response:	Eh?
context: That's what you get for being an insolent dog!!\Nuuu!\It's all for your romance!\Yabe-cchi!!\Well..It turned out alright!\Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi!\Eh? response:	This needs urgent treatment!!
context: Nuuu!\It's all for your romance!\Yabe-cchi!!\Well..It turned out alright!\Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi!\Eh?\This needs urgent treatment!! response:	Hurry up and take it off...
context: It's all for your romance!\Yabe-cchi!!\Well..It turned out alright!\Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi!\Eh?\This needs urgent treatment!!\Hurry up and take it off... response:	Eh?..well...
context: Yabe-cchi!!\Well..It turned out alright!\Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi!\Eh?\This needs urgent treatment!!\Hurry up and take it off...\Eh?..well... response:	Sorry!!
context: Well..It turned out alright!\Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi!\Eh?\This needs urgent treatment!!\Hurry up and take it off...\Eh?..well...\Sorry!! response:	So..What grade are you in?
context: Tch..That's so boring!! I had something planned too..\Come on, Kuriyama-cchi!\Eh?\This needs urgent treatment!!\Hurry up and take it off...\Eh?..well...\Sorry!!\So..What grade are you in? response:	Ahh!! She can't see properly!
context: Come on, Kuriyama-cchi!\Eh?\This needs urgent treatment!!\Hurry up and take it off...\Eh?..well...\Sorry!!\So..What grade are you in?\Ahh!! She can't see properly! response:	Where are her glasses?!
context: Eh?\This needs urgent treatment!!\Hurry up and take it off...\Eh?..well...\Sorry!!\So..What grade are you in?\Ahh!! She can't see properly!\Where are her glasses?! response:	Hmm..about 4th grade?
context: This needs urgent treatment!!\Hurry up and take it off...\Eh?..well...\Sorry!!\So..What grade are you in?\Ahh!! She can't see properly!\Where are her glasses?!\Hmm..about 4th grade? response:	Waa...It's so cute!!
context: Hurry up and take it off...\Eh?..well...\Sorry!!\So..What grade are you in?\Ahh!! She can't see properly!\Where are her glasses?!\Hmm..about 4th grade?\Waa...It's so cute!! response:	Let me touch it too!!
context: Eh?..well...\Sorry!!\So..What grade are you in?\Ahh!! She can't see properly!\Where are her glasses?!\Hmm..about 4th grade?\Waa...It's so cute!!\Let me touch it too!! response:	Ah! It's eating a seed.
context: Sorry!!\So..What grade are you in?\Ahh!! She can't see properly!\Where are her glasses?!\Hmm..about 4th grade?\Waa...It's so cute!!\Let me touch it too!!\Ah! It's eating a seed. response:	Ahhh! His cheeks look so squishy!!
context: So..What grade are you in?\Ahh!! She can't see properly!\Where are her glasses?!\Hmm..about 4th grade?\Waa...It's so cute!!\Let me touch it too!!\Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!! response:	Class 6-3 decided to look after a hamster.
context: Ahh!! She can't see properly!\Where are her glasses?!\Hmm..about 4th grade?\Waa...It's so cute!!\Let me touch it too!!\Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster. response:	Well actually I was the one who bought it for them.
context: Where are her glasses?!\Hmm..about 4th grade?\Waa...It's so cute!!\Let me touch it too!!\Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them. response:	It would be nice if the children could learn the value of life and the joy of looking after something.
context: Hmm..about 4th grade?\Waa...It's so cute!!\Let me touch it too!!\Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something. response:	It's so cutee!!!
context: Waa...It's so cute!!\Let me touch it too!!\Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!! response:	I wanna SQUISH him and SQUASH him into goo!!
context: Let me touch it too!!\Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!! response:	Hitoha-chan, You seem to like him alot.
context: Ah! It's eating a seed.\Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot. response:	Well then, maybe Hitoha-chan can be in charge of taking care of him.
context: Ahhh! His cheeks look so squishy!!\Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him. response:	Sensei, what's his name?
context: Class 6-3 decided to look after a hamster.\Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name? response:	He doesn't have one yet.
context: Well actually I was the one who bought it for them.\It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name?\He doesn't have one yet. response:	Hai!! Let's call him Boobies!
context: It would be nice if the children could learn the value of life and the joy of looking after something.\It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name?\He doesn't have one yet.\Hai!! Let's call him Boobies! response:	W-Why?!
context: It's so cutee!!!\I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name?\He doesn't have one yet.\Hai!! Let's call him Boobies!\W-Why?! response:	If you close your eyes and touch him around his tail, it kinda feels like a nipple!
context: I wanna SQUISH him and SQUASH him into goo!!\Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name?\He doesn't have one yet.\Hai!! Let's call him Boobies!\W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple! response:	You're imagination is abit too good!!
context: Hitoha-chan, You seem to like him alot.\Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name?\He doesn't have one yet.\Hai!! Let's call him Boobies!\W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!! response:	Here Hitoha, try!
context: Well then, maybe Hitoha-chan can be in charge of taking care of him.\Sensei, what's his name?\He doesn't have one yet.\Hai!! Let's call him Boobies!\W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!!\Here Hitoha, try! response:	Nipples..
context: Sensei, what's his name?\He doesn't have one yet.\Hai!! Let's call him Boobies!\W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!!\Here Hitoha, try!\Nipples.. response:	I think she likes that name.
context: He doesn't have one yet.\Hai!! Let's call him Boobies!\W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!!\Here Hitoha, try!\Nipples..\I think she likes that name. response:	Arghhh!! Perverted sisters!!
context: Hai!! Let's call him Boobies!\W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!!\Here Hitoha, try!\Nipples..\I think she likes that name.\Arghhh!! Perverted sisters!! response:	From that moment on, Hitoha-chan thoroughly cared for the hamster.
context: W-Why?!\If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!!\Here Hitoha, try!\Nipples..\I think she likes that name.\Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster. response:	It feels as thought her gloomy aura has dissolved a little.
context: If you close your eyes and touch him around his tail, it kinda feels like a nipple!\You're imagination is abit too good!!\Here Hitoha, try!\Nipples..\I think she likes that name.\Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little. response:	(A few days Later)
context: You're imagination is abit too good!!\Here Hitoha, try!\Nipples..\I think she likes that name.\Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little.\(A few days Later) response:	Yabe-cchi...umm...
context: Here Hitoha, try!\Nipples..\I think she likes that name.\Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little.\(A few days Later)\Yabe-cchi...umm... response:	(My) Nipples is feeling strange...
context: Nipples..\I think she likes that name.\Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little.\(A few days Later)\Yabe-cchi...umm...\(My) Nipples is feeling strange... response:	HUH?!
context: I think she likes that name.\Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little.\(A few days Later)\Yabe-cchi...umm...\(My) Nipples is feeling strange...\HUH?! response:	That kind of thing...I..I'm..
context: Arghhh!! Perverted sisters!!\From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little.\(A few days Later)\Yabe-cchi...umm...\(My) Nipples is feeling strange...\HUH?!\That kind of thing...I..I'm.. response:	Ah...you mean that nipples...
context: From that moment on, Hitoha-chan thoroughly cared for the hamster.\It feels as thought her gloomy aura has dissolved a little.\(A few days Later)\Yabe-cchi...umm...\(My) Nipples is feeling strange...\HUH?!\That kind of thing...I..I'm..\Ah...you mean that nipples... response:	He isn't feeling well..
context: It feels as thought her gloomy aura has dissolved a little.\(A few days Later)\Yabe-cchi...umm...\(My) Nipples is feeling strange...\HUH?!\That kind of thing...I..I'm..\Ah...you mean that nipples...\He isn't feeling well.. response:	He's not eating much and stays in his house all the time...
context: (A few days Later)\Yabe-cchi...umm...\(My) Nipples is feeling strange...\HUH?!\That kind of thing...I..I'm..\Ah...you mean that nipples...\He isn't feeling well..\He's not eating much and stays in his house all the time... response:	Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.
context: Yabe-cchi...umm...\(My) Nipples is feeling strange...\HUH?!\That kind of thing...I..I'm..\Ah...you mean that nipples...\He isn't feeling well..\He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much. response:	Well, Don't worry about it too much, he'll get bette...
context: (My) Nipples is feeling strange...\HUH?!\That kind of thing...I..I'm..\Ah...you mean that nipples...\He isn't feeling well..\He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette... response:	Ahh! It's not like it's your fault Hitoha-chan..
context: HUH?!\That kind of thing...I..I'm..\Ah...you mean that nipples...\He isn't feeling well..\He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan.. response:	That's right! It's Mit-chan that has been stressing him out!
context: That kind of thing...I..I'm..\Ah...you mean that nipples...\He isn't feeling well..\He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out! response:	That's just a joke!!
context: Ah...you mean that nipples...\He isn't feeling well..\He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out!\That's just a joke!! response:	It's alright, he'll get better soon!
context: He isn't feeling well..\He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out!\That's just a joke!!\It's alright, he'll get better soon! response:	Hey Nipples!
context: He's not eating much and stays in his house all the time...\Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out!\That's just a joke!!\It's alright, he'll get better soon!\Hey Nipples! response:	Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)
context: Hmm..maybe it's the change of surroundings and perhaps you guys are petting him too much.\Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out!\That's just a joke!!\It's alright, he'll get better soon!\Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD) response:	What's your problem?!
context: Well, Don't worry about it too much, he'll get bette...\Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out!\That's just a joke!!\It's alright, he'll get better soon!\Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?! response:	We're just checking on him!
context: Ahh! It's not like it's your fault Hitoha-chan..\That's right! It's Mit-chan that has been stressing him out!\That's just a joke!!\It's alright, he'll get better soon!\Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?!\We're just checking on him! response:	No way! Futaba actually lost?!
context: That's right! It's Mit-chan that has been stressing him out!\That's just a joke!!\It's alright, he'll get better soon!\Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?!\We're just checking on him!\No way! Futaba actually lost?! response:	I dunno..I guess the third daughter is actually the strongest..
context: That's just a joke!!\It's alright, he'll get better soon!\Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?!\We're just checking on him!\No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest.. response:	Hauuu..I can't wait!!
context: It's alright, he'll get better soon!\Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?!\We're just checking on him!\No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!! response:	Hurry up and turn the page, Hitoha!!
context: Hey Nipples!\Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?!\We're just checking on him!\No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!! response:	Hehh..your class is taking care of a hamster..
context: Are you feeling good? (Maybe put well , but'good' is like kinda a joke? XD)\What's your problem?!\We're just checking on him!\No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster.. response:	Well, I bought it for them...
context: What's your problem?!\We're just checking on him!\No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster..\Well, I bought it for them... response:	Oh?!...
context: We're just checking on him!\No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster..\Well, I bought it for them...\Oh?!... response:	Wh..What are you guys doing?!
context: No way! Futaba actually lost?!\I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster..\Well, I bought it for them...\Oh?!...\Wh..What are you guys doing?! response:	Yo..You pervert-teacher!!
context: I dunno..I guess the third daughter is actually the strongest..\Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster..\Well, I bought it for them...\Oh?!...\Wh..What are you guys doing?!\Yo..You pervert-teacher!! response:	Well..what's wrong, anything you want to tell me?
context: Hauuu..I can't wait!!\Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster..\Well, I bought it for them...\Oh?!...\Wh..What are you guys doing?!\Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me? response:	(Board: I'll look after Nipples at my house)
context: Hurry up and turn the page, Hitoha!!\Hehh..your class is taking care of a hamster..\Well, I bought it for them...\Oh?!...\Wh..What are you guys doing?!\Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house) response:	That was just a mis-understanding right..I have to apologise to Yabe-sensei..
context: Hehh..your class is taking care of a hamster..\Well, I bought it for them...\Oh?!...\Wh..What are you guys doing?!\Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei.. response:	I want to touch (your) nipples more!
context: Well, I bought it for them...\Oh?!...\Wh..What are you guys doing?!\Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more! response:	Eh..N..Nipples?!
context: Oh?!...\Wh..What are you guys doing?!\Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more!\Eh..N..Nipples?! response:	You're kidding, don't just hog him!
context: Wh..What are you guys doing?!\Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more!\Eh..N..Nipples?!\You're kidding, don't just hog him! response:	We all want to touch nipples!
context: Yo..You pervert-teacher!!\Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more!\Eh..N..Nipples?!\You're kidding, don't just hog him!\We all want to touch nipples! response:	Yeah! I wanna see more nipples too!!
context: Well..what's wrong, anything you want to tell me?\(Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more!\Eh..N..Nipples?!\You're kidding, don't just hog him!\We all want to touch nipples!\Yeah! I wanna see more nipples too!! response:	Well, (your) nipples aren't feeling too well recently..
context: (Board: I'll look after Nipples at my house)\That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more!\Eh..N..Nipples?!\You're kidding, don't just hog him!\We all want to touch nipples!\Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently.. response:	It's because everyone keeps stroking it and pinching it too hard!
context: That was just a mis-understanding right..I have to apologise to Yabe-sensei..\I want to touch (your) nipples more!\Eh..N..Nipples?!\You're kidding, don't just hog him!\We all want to touch nipples!\Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard! response:	It's gotten too sensitive!!
context: I want to touch (your) nipples more!\Eh..N..Nipples?!\You're kidding, don't just hog him!\We all want to touch nipples!\Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!! response:	It's all because you guys have been toying with my Nipples as you wish!
context: Eh..N..Nipples?!\You're kidding, don't just hog him!\We all want to touch nipples!\Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish! response:	What do you mean yours?! It's everyone's!!
context: You're kidding, don't just hog him!\We all want to touch nipples!\Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!! response:	I've always been gentle!!
context: We all want to touch nipples!\Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!!\I've always been gentle!! response:	I want to see it grow bigger!!
context: Yeah! I wanna see more nipples too!!\Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!!\I've always been gentle!!\I want to see it grow bigger!! response:	But everytime you gently stroke Nipples, it seems to feel so comfortable!
context: Well, (your) nipples aren't feeling too well recently..\It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!!\I've always been gentle!!\I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable! response:	Yabe-cchi.. Why don't you let everyone take turns looking after nipples?
context: It's because everyone keeps stroking it and pinching it too hard!\It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!!\I've always been gentle!!\I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples? response:	That sounds good.
context: It's gotten too sensitive!!\It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!!\I've always been gentle!!\I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good. response:	Hitoha-chan, try have a little more faith in everyone!
context: It's all because you guys have been toying with my Nipples as you wish!\What do you mean yours?! It's everyone's!!\I've always been gentle!!\I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good.\Hitoha-chan, try have a little more faith in everyone! response:	That's right, let me have a turn at your nipples!
context: What do you mean yours?! It's everyone's!!\I've always been gentle!!\I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good.\Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples! response:	Trust me with your Nipples!
context: I've always been gentle!!\I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good.\Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples!\Trust me with your Nipples! response:	Me too!
context: I want to see it grow bigger!!\But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good.\Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples!\Trust me with your Nipples!\Me too! response:	Everyone's going to protect your Nipples!!
context: But everytime you gently stroke Nipples, it seems to feel so comfortable!\Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good.\Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples!\Trust me with your Nipples!\Me too!\Everyone's going to protect your Nipples!! response:	Nipples!! Nipples!! Nipples!!
context: Yabe-cchi.. Why don't you let everyone take turns looking after nipples?\That sounds good.\Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples!\Trust me with your Nipples!\Me too!\Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!! response:	Everyone likes Nipples as much as you do. Of course, I like them too!
