context: Are you really okay with making such a discussion just like that? response:	Are you really okay with deciding this so easily?
context: This choice of hers must have come after thorough deliberation.\I think so too, but...\Plus, her stubbornness won't allow her to go back on her word.\Isn't there only one reasonable option? You have to respect her feelings.\That's not it!\Everything you said was right.\But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking? response:	Maybe it is...
context: I think so too, but...\Plus, her stubbornness won't allow her to go back on her word.\Isn't there only one reasonable option? You have to respect her feelings.\That's not it!\Everything you said was right.\But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking?\Maybe it is... response:	But I can tell that Diana doesn't want to quit school.
context: Plus, her stubbornness won't allow her to go back on her word.\Isn't there only one reasonable option? You have to respect her feelings.\That's not it!\Everything you said was right.\But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking?\Maybe it is...\But I can tell that Diana doesn't want to quit school. response:	Even if she won't talk to anyone about it...
context: Isn't there only one reasonable option? You have to respect her feelings.\That's not it!\Everything you said was right.\But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking?\Maybe it is...\But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it... response:	How can you tell?
context: That's not it!\Everything you said was right.\But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking?\Maybe it is...\But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it...\How can you tell? response:	Didn't you say it yourself? Diana would never abandon something halfway through.
context: Everything you said was right.\But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking?\Maybe it is...\But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it...\How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through. response:	There's no way she came to Luna Nova without wanting to graduate.
context: But I still can't accept it! Something's wrong with Diana just quitting school!\Isn't that just your own selfish desires speaking?\Maybe it is...\But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it...\How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate. response:	So why would she just go and drop out?
context: Isn't that just your own selfish desires speaking?\Maybe it is...\But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it...\How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out? response:	That's...
context: Maybe it is...\But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it...\How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out?\That's... response:	Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.
context: But I can tell that Diana doesn't want to quit school.\Even if she won't talk to anyone about it...\How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out?\That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn. response:	But Diana wouldn't have come to Luna Nova if she didn't have a reason!
context: Even if she won't talk to anyone about it...\How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out?\That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason! response:	She was researching the Words and Grand Triskelion...
context: How can you tell?\Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out?\That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion... response:	There must be at least one thing she wanted to accomplish!
context: Didn't you say it yourself? Diana would never abandon something halfway through.\There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out?\That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish! response:	Something important to her!
context: There's no way she came to Luna Nova without wanting to graduate.\So why would she just go and drop out?\That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish!\Something important to her! response:	You said she could do everything from the start?
context: So why would she just go and drop out?\That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish!\Something important to her!\You said she could do everything from the start? response:	I'm not surprised you would think that.
context: That's...\Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish!\Something important to her!\You said she could do everything from the start?\I'm not surprised you would think that. response:	There was a time when Diana became completely unable to use magic.
context: Sure, Diana could do everything from the start, and maybe there wasn't anything left for her to learn.\But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish!\Something important to her!\You said she could do everything from the start?\I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic. response:	Huh?
context: But Diana wouldn't have come to Luna Nova if she didn't have a reason!\She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish!\Something important to her!\You said she could do everything from the start?\I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic.\Huh? response:	It was back when we were children. I'm not so sure of the details myself.
context: She was researching the Words and Grand Triskelion...\There must be at least one thing she wanted to accomplish!\Something important to her!\You said she could do everything from the start?\I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic.\Huh?\It was back when we were children. I'm not so sure of the details myself. response:	All the adults were talking about how Diana might never use magic again.
context: There must be at least one thing she wanted to accomplish!\Something important to her!\You said she could do everything from the start?\I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic.\Huh?\It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again. response:	But now...
context: Something important to her!\You said she could do everything from the start?\I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic.\Huh?\It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again.\But now... response:	Right, she never gave up.
context: You said she could do everything from the start?\I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic.\Huh?\It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again.\But now...\Right, she never gave up. response:	She forewent playing with the children her age.
context: I'm not surprised you would think that.\There was a time when Diana became completely unable to use magic.\Huh?\It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again.\But now...\Right, she never gave up.\She forewent playing with the children her age. response:	All her time was wholeheartedly devoted to the practice of magic.
context: There was a time when Diana became completely unable to use magic.\Huh?\It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again.\But now...\Right, she never gave up.\She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic. response:	Not even I know what lit such a passion in her.
context: Huh?\It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again.\But now...\Right, she never gave up.\She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her. response:	I never would've guessed...
context: It was back when we were children. I'm not so sure of the details myself.\All the adults were talking about how Diana might never use magic again.\But now...\Right, she never gave up.\She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her.\I never would've guessed... response:	You were right about one thing.
context: All the adults were talking about how Diana might never use magic again.\But now...\Right, she never gave up.\She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her.\I never would've guessed...\You were right about one thing. response:	There must've been something she wanted to accomplish.
context: But now...\Right, she never gave up.\She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her.\I never would've guessed...\You were right about one thing.\There must've been something she wanted to accomplish. response:	Though once she completes the ritual, she'll be the Cavendish family head.
context: Right, she never gave up.\She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her.\I never would've guessed...\You were right about one thing.\There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head. response:	It's a road she alone can take, and she's elected to do so.
context: She forewent playing with the children her age.\All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her.\I never would've guessed...\You were right about one thing.\There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so. response:	That doesn't mean...
context: All her time was wholeheartedly devoted to the practice of magic.\Not even I know what lit such a passion in her.\I never would've guessed...\You were right about one thing.\There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so.\That doesn't mean... response:	Wait, Meryl! Come back!
context: Not even I know what lit such a passion in her.\I never would've guessed...\You were right about one thing.\There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so.\That doesn't mean...\Wait, Meryl! Come back! response:	Are you sure about this? Mama told us to wait in our room.
context: I never would've guessed...\You were right about one thing.\There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so.\That doesn't mean...\Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room. response:	But she's going up against Diana, Maryl.
context: You were right about one thing.\There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so.\That doesn't mean...\Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl. response:	Damn!
context: There must've been something she wanted to accomplish.\Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so.\That doesn't mean...\Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl.\Damn! response:	I'm worried about her being alone.
context: Though once she completes the ritual, she'll be the Cavendish family head.\It's a road she alone can take, and she's elected to do so.\That doesn't mean...\Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl.\Damn!\I'm worried about her being alone. response:	Well, so am I...
context: It's a road she alone can take, and she's elected to do so.\That doesn't mean...\Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl.\Damn!\I'm worried about her being alone.\Well, so am I... response:	I hate that girl.
context: That doesn't mean...\Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl.\Damn!\I'm worried about her being alone.\Well, so am I...\I hate that girl. response:	She's not the slightest bit lovable.
context: Wait, Meryl! Come back!\Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl.\Damn!\I'm worried about her being alone.\Well, so am I...\I hate that girl.\She's not the slightest bit lovable. response:	If someone had to do it, I would've.
context: Are you sure about this? Mama told us to wait in our room.\But she's going up against Diana, Maryl.\Damn!\I'm worried about her being alone.\Well, so am I...\I hate that girl.\She's not the slightest bit lovable.\If someone had to do it, I would've. response:	There's no way you could beat Diana, Meryl.
context: But she's going up against Diana, Maryl.\Damn!\I'm worried about her being alone.\Well, so am I...\I hate that girl.\She's not the slightest bit lovable.\If someone had to do it, I would've.\There's no way you could beat Diana, Meryl. response:	I know that!
context: Damn!\I'm worried about her being alone.\Well, so am I...\I hate that girl.\She's not the slightest bit lovable.\If someone had to do it, I would've.\There's no way you could beat Diana, Meryl.\I know that! response:	Mama!
context: I'm worried about her being alone.\Well, so am I...\I hate that girl.\She's not the slightest bit lovable.\If someone had to do it, I would've.\There's no way you could beat Diana, Meryl.\I know that!\Mama! response:	Goodness, didn't I tell you two to wait in your room?
context: Well, so am I...\I hate that girl.\She's not the slightest bit lovable.\If someone had to do it, I would've.\There's no way you could beat Diana, Meryl.\I know that!\Mama!\Goodness, didn't I tell you two to wait in your room? response:	I couldn't stand being cooped up in there!
context: I hate that girl.\She's not the slightest bit lovable.\If someone had to do it, I would've.\There's no way you could beat Diana, Meryl.\I know that!\Mama!\Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there! response:	So, how did it go?
context: She's not the slightest bit lovable.\If someone had to do it, I would've.\There's no way you could beat Diana, Meryl.\I know that!\Mama!\Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there!\So, how did it go? response:	It took me hardly any effort, of course.
context: If someone had to do it, I would've.\There's no way you could beat Diana, Meryl.\I know that!\Mama!\Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there!\So, how did it go?\It took me hardly any effort, of course. response:	Wow, Mama!
context: There's no way you could beat Diana, Meryl.\I know that!\Mama!\Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there!\So, how did it go?\It took me hardly any effort, of course.\Wow, Mama! response:	But Mama, don't forget what Diana's like.
context: I know that!\Mama!\Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there!\So, how did it go?\It took me hardly any effort, of course.\Wow, Mama!\But Mama, don't forget what Diana's like. response:	Yeah, she should still be able to break through lesser magic.
context: Mama!\Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there!\So, how did it go?\It took me hardly any effort, of course.\Wow, Mama!\But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic. response:	Don't you worry. Nobody can escape the grip of my snakes.
context: Goodness, didn't I tell you two to wait in your room?\I couldn't stand being cooped up in there!\So, how did it go?\It took me hardly any effort, of course.\Wow, Mama!\But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes. response:	Forget about performing the ritualDiana will run out of time before she even reaches the shrine.
context: I couldn't stand being cooped up in there!\So, how did it go?\It took me hardly any effort, of course.\Wow, Mama!\But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine. response:	I'm already anxious to see the look on her arrogant little face come tomorrow morning.
context: So, how did it go?\It took me hardly any effort, of course.\Wow, Mama!\But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning. response:	Wh-Why did you return this late at night?
context: It took me hardly any effort, of course.\Wow, Mama!\But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night? response:	Please, Diana's in trouble! You need to let me in!
context: Wow, Mama!\But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in! response:	What? What ridiculous
context: But Mama, don't forget what Diana's like.\Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in!\What? What ridiculous response:	It's the truth.
context: Yeah, she should still be able to break through lesser magic.\Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in!\What? What ridiculous\It's the truth. response:	L-Lord Andrew?
context: Don't you worry. Nobody can escape the grip of my snakes.\Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in!\What? What ridiculous\It's the truth.\L-Lord Andrew? response:	We overheard Daryl speaking with her daughters.
context: Forget about performing the ritualDiana will run out of time before she even reaches the shrine.\I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in!\What? What ridiculous\It's the truth.\L-Lord Andrew?\We overheard Daryl speaking with her daughters. response:	She did something to prevent Diana from performing the ritual.
context: I'm already anxious to see the look on her arrogant little face come tomorrow morning.\Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in!\What? What ridiculous\It's the truth.\L-Lord Andrew?\We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual. response:	Madam Daryl did?
context: Wh-Why did you return this late at night?\Please, Diana's in trouble! You need to let me in!\What? What ridiculous\It's the truth.\L-Lord Andrew?\We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual.\Madam Daryl did? response:	She said Diana wouldn't even be able to reach the shrine.
context: Please, Diana's in trouble! You need to let me in!\What? What ridiculous\It's the truth.\L-Lord Andrew?\We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual.\Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine. response:	It's just past this door, isn't it?
context: What? What ridiculous\It's the truth.\L-Lord Andrew?\We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual.\Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it? response:	You have to let me through!
context: It's the truth.\L-Lord Andrew?\We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual.\Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it?\You have to let me through! response:	I cannot. It is our custom that only members of the House of Cavendish may pass.
context: L-Lord Andrew?\We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual.\Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it?\You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass. response:	This isn't the time for that stuff! Something bad might be happening to Diana as we speak!
context: We overheard Daryl speaking with her daughters.\She did something to prevent Diana from performing the ritual.\Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it?\You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak! response:	This is an emergency. If they really stopped Diana, it'll soon be too late!
context: She did something to prevent Diana from performing the ritual.\Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it?\You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late! response:	H-However, it is said that a horrific calamity will befall those who disturb the ritual!
context: Madam Daryl did?\She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it?\You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual! response:	Open...!
context: She said Diana wouldn't even be able to reach the shrine.\It's just past this door, isn't it?\You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...! response:	I'll help!
context: It's just past this door, isn't it?\You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...!\I'll help! response:	You wait here, Andrew.
context: You have to let me through!\I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...!\I'll help!\You wait here, Andrew. response:	But
context: I cannot. It is our custom that only members of the House of Cavendish may pass.\This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...!\I'll help!\You wait here, Andrew.\But response:	I'm a witch too, you know. I'm strong against calamities.
context: This isn't the time for that stuff! Something bad might be happening to Diana as we speak!\This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...!\I'll help!\You wait here, Andrew.\But\I'm a witch too, you know. I'm strong against calamities. response:	I promise to bring Diana back.
context: This is an emergency. If they really stopped Diana, it'll soon be too late!\H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...!\I'll help!\You wait here, Andrew.\But\I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back. response:	Got it.
context: H-However, it is said that a horrific calamity will befall those who disturb the ritual!\Open...!\I'll help!\You wait here, Andrew.\But\I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back.\Got it. response:	I've changed my mind! The customs
context: Open...!\I'll help!\You wait here, Andrew.\But\I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back.\Got it.\I've changed my mind! The customs response:	Customs are made to be broken!
context: I'll help!\You wait here, Andrew.\But\I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back.\Got it.\I've changed my mind! The customs\Customs are made to be broken! response:	Metamorphie Faciesse!
context: You wait here, Andrew.\But\I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back.\Got it.\I've changed my mind! The customs\Customs are made to be broken!\Metamorphie Faciesse! response:	Over there...
context: But\I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back.\Got it.\I've changed my mind! The customs\Customs are made to be broken!\Metamorphie Faciesse!\Over there... response:	Diana!
context: I'm a witch too, you know. I'm strong against calamities.\I promise to bring Diana back.\Got it.\I've changed my mind! The customs\Customs are made to be broken!\Metamorphie Faciesse!\Over there...\Diana! response:	Metamorphie Faciesse!
context: I promise to bring Diana back.\Got it.\I've changed my mind! The customs\Customs are made to be broken!\Metamorphie Faciesse!\Over there...\Diana!\Metamorphie Faciesse! response:	How's that?!
context: Got it.\I've changed my mind! The customs\Customs are made to be broken!\Metamorphie Faciesse!\Over there...\Diana!\Metamorphie Faciesse!\How's that?! response:	Diana!
context: I've changed my mind! The customs\Customs are made to be broken!\Metamorphie Faciesse!\Over there...\Diana!\Metamorphie Faciesse!\How's that?!\Diana! response:	Are you okay?!
context: Customs are made to be broken!\Metamorphie Faciesse!\Over there...\Diana!\Metamorphie Faciesse!\How's that?!\Diana!\Are you okay?! response:	Ow ow ow!
context: Metamorphie Faciesse!\Over there...\Diana!\Metamorphie Faciesse!\How's that?!\Diana!\Are you okay?!\Ow ow ow! response:	You call that poison?
context: Over there...\Diana!\Metamorphie Faciesse!\How's that?!\Diana!\Are you okay?!\Ow ow ow!\You call that poison? response:	It's got nothing on Sucy's!
context: Diana!\Metamorphie Faciesse!\How's that?!\Diana!\Are you okay?!\Ow ow ow!\You call that poison?\It's got nothing on Sucy's! response:	Metamorphie Faciesse!
context: Metamorphie Faciesse!\How's that?!\Diana!\Are you okay?!\Ow ow ow!\You call that poison?\It's got nothing on Sucy's!\Metamorphie Faciesse! response:	Akko!
context: How's that?!\Diana!\Are you okay?!\Ow ow ow!\You call that poison?\It's got nothing on Sucy's!\Metamorphie Faciesse!\Akko! response:	Akko... Akko!
context: Diana!\Are you okay?!\Ow ow ow!\You call that poison?\It's got nothing on Sucy's!\Metamorphie Faciesse!\Akko!\Akko... Akko! response:	Have you awakened?
context: Are you okay?!\Ow ow ow!\You call that poison?\It's got nothing on Sucy's!\Metamorphie Faciesse!\Akko!\Akko... Akko!\Have you awakened? response:	Little Witch Academia
context: Ow ow ow!\You call that poison?\It's got nothing on Sucy's!\Metamorphie Faciesse!\Akko!\Akko... Akko!\Have you awakened?\Little Witch Academia response:	Little Witch Academia
context: You call that poison?\It's got nothing on Sucy's!\Metamorphie Faciesse!\Akko!\Akko... Akko!\Have you awakened?\Little Witch Academia\Little Witch Academia response:	Diana...
context: It's got nothing on Sucy's!\Metamorphie Faciesse!\Akko!\Akko... Akko!\Have you awakened?\Little Witch Academia\Little Witch Academia\Diana... response:	I see there are simply no limits to your absurdity.
context: Metamorphie Faciesse!\Akko!\Akko... Akko!\Have you awakened?\Little Witch Academia\Little Witch Academia\Diana...\I see there are simply no limits to your absurdity. response:	I was trying to save you...
context: Akko!\Akko... Akko!\Have you awakened?\Little Witch Academia\Little Witch Academia\Diana...\I see there are simply no limits to your absurdity.\I was trying to save you... response:	I understand.
context: Akko... Akko!\Have you awakened?\Little Witch Academia\Little Witch Academia\Diana...\I see there are simply no limits to your absurdity.\I was trying to save you...\I understand. response:	Honestly, every time I feel as though I've grown accustomed to you...
context: Have you awakened?\Little Witch Academia\Little Witch Academia\Diana...\I see there are simply no limits to your absurdity.\I was trying to save you...\I understand.\Honestly, every time I feel as though I've grown accustomed to you... response:	You continue to astonish me in unexpected ways.
context: Little Witch Academia\Little Witch Academia\Diana...\I see there are simply no limits to your absurdity.\I was trying to save you...\I understand.\Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways. response:	Diana, what about the ritual?!
context: Little Witch Academia\Diana...\I see there are simply no limits to your absurdity.\I was trying to save you...\I understand.\Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways.\Diana, what about the ritual?! response:	Even if I left for the shrine now, the Venusian eclipse would be long over.
context: Diana...\I see there are simply no limits to your absurdity.\I was trying to save you...\I understand.\Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways.\Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over. response:	What? No, it can't be...
context: I see there are simply no limits to your absurdity.\I was trying to save you...\I understand.\Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways.\Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be... response:	Why didn't you leave me behind?
context: I was trying to save you...\I understand.\Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways.\Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be...\Why didn't you leave me behind? response:	Isn't this the whole reason you're here? So why?!
context: I understand.\Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways.\Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be...\Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?! response:	I couldn't possibly leave you to deal with your injuries.
context: Honestly, every time I feel as though I've grown accustomed to you...\You continue to astonish me in unexpected ways.\Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be...\Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries. response:	Besides, weren't you attempting to persuade me to not perform the ritual?
context: You continue to astonish me in unexpected ways.\Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be...\Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual? response:	I mean, I was...
