context: How'd your date go? response:	Uh...
context: I'm sorry.\Yoshida-kun.\Yo, class rep.\Are you okay? You're all banged up.\Sure.\I heard that your class got put in building two.\Yeah, looks like it.\Sasayan and some other guys went to file a protest. response:	I have to pull weeds until the festival starts.
context: Yoshida-kun.\Yo, class rep.\Are you okay? You're all banged up.\Sure.\I heard that your class got put in building two.\Yeah, looks like it.\Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts. response:	Nagoya
context: Yo, class rep.\Are you okay? You're all banged up.\Sure.\I heard that your class got put in building two.\Yeah, looks like it.\Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts.\Nagoya response:	I was wondering... What is that?
context: Are you okay? You're all banged up.\Sure.\I heard that your class got put in building two.\Yeah, looks like it.\Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts.\Nagoya\I was wondering... What is that? response:	A barricade.
context: Sure.\I heard that your class got put in building two.\Yeah, looks like it.\Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts.\Nagoya\I was wondering... What is that?\A barricade. response:	I named it Mizutani Shizuku.
context: I heard that your class got put in building two.\Yeah, looks like it.\Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts.\Nagoya\I was wondering... What is that?\A barricade.\I named it Mizutani Shizuku. response:	Mizutani-san won't like that...
context: Yeah, looks like it.\Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts.\Nagoya\I was wondering... What is that?\A barricade.\I named it Mizutani Shizuku.\Mizutani-san won't like that... response:	Shizuku was mad at me.
context: Sasayan and some other guys went to file a protest.\I have to pull weeds until the festival starts.\Nagoya\I was wondering... What is that?\A barricade.\I named it Mizutani Shizuku.\Mizutani-san won't like that...\Shizuku was mad at me. response:	She told me not to fight before we went in.
context: I have to pull weeds until the festival starts.\Nagoya\I was wondering... What is that?\A barricade.\I named it Mizutani Shizuku.\Mizutani-san won't like that...\Shizuku was mad at me.\She told me not to fight before we went in. response:	Th-That's not right, Yoshida-kun.
context: Nagoya\I was wondering... What is that?\A barricade.\I named it Mizutani Shizuku.\Mizutani-san won't like that...\Shizuku was mad at me.\She told me not to fight before we went in.\Th-That's not right, Yoshida-kun. response:	You should be sorry about making trouble
context: I was wondering... What is that?\A barricade.\I named it Mizutani Shizuku.\Mizutani-san won't like that...\Shizuku was mad at me.\She told me not to fight before we went in.\Th-That's not right, Yoshida-kun.\You should be sorry about making trouble response:	for your classmates.
context: A barricade.\I named it Mizutani Shizuku.\Mizutani-san won't like that...\Shizuku was mad at me.\She told me not to fight before we went in.\Th-That's not right, Yoshida-kun.\You should be sorry about making trouble\for your classmates. response:	And, if you care about Mizutani-san,
context: I named it Mizutani Shizuku.\Mizutani-san won't like that...\Shizuku was mad at me.\She told me not to fight before we went in.\Th-That's not right, Yoshida-kun.\You should be sorry about making trouble\for your classmates.\And, if you care about Mizutani-san, response:	you should learn to solve things without violence.
context: Mizutani-san won't like that...\Shizuku was mad at me.\She told me not to fight before we went in.\Th-That's not right, Yoshida-kun.\You should be sorry about making trouble\for your classmates.\And, if you care about Mizutani-san,\you should learn to solve things without violence. response:	Huh?
context: Shizuku was mad at me.\She told me not to fight before we went in.\Th-That's not right, Yoshida-kun.\You should be sorry about making trouble\for your classmates.\And, if you care about Mizutani-san,\you should learn to solve things without violence.\Huh? response:	Mizutani-san was mad
context: She told me not to fight before we went in.\Th-That's not right, Yoshida-kun.\You should be sorry about making trouble\for your classmates.\And, if you care about Mizutani-san,\you should learn to solve things without violence.\Huh?\Mizutani-san was mad response:	because she was worried about you
context: Th-That's not right, Yoshida-kun.\You should be sorry about making trouble\for your classmates.\And, if you care about Mizutani-san,\you should learn to solve things without violence.\Huh?\Mizutani-san was mad\because she was worried about you response:	doing dangerous things for her sake.
context: You should be sorry about making trouble\for your classmates.\And, if you care about Mizutani-san,\you should learn to solve things without violence.\Huh?\Mizutani-san was mad\because she was worried about you\doing dangerous things for her sake. response:	R-Really?!
context: for your classmates.\And, if you care about Mizutani-san,\you should learn to solve things without violence.\Huh?\Mizutani-san was mad\because she was worried about you\doing dangerous things for her sake.\R-Really?! response:	I could have sworn she was mad because I ruined her plans!
context: And, if you care about Mizutani-san,\you should learn to solve things without violence.\Huh?\Mizutani-san was mad\because she was worried about you\doing dangerous things for her sake.\R-Really?!\I could have sworn she was mad because I ruined her plans! response:	B-Bye.
context: you should learn to solve things without violence.\Huh?\Mizutani-san was mad\because she was worried about you\doing dangerous things for her sake.\R-Really?!\I could have sworn she was mad because I ruined her plans!\B-Bye. response:	I'll be going then.
context: Huh?\Mizutani-san was mad\because she was worried about you\doing dangerous things for her sake.\R-Really?!\I could have sworn she was mad because I ruined her plans!\B-Bye.\I'll be going then. response:	I fell in love with the wrong person...
context: Mizutani-san was mad\because she was worried about you\doing dangerous things for her sake.\R-Really?!\I could have sworn she was mad because I ruined her plans!\B-Bye.\I'll be going then.\I fell in love with the wrong person... response:	Oh. Wait, class rep.
context: because she was worried about you\doing dangerous things for her sake.\R-Really?!\I could have sworn she was mad because I ruined her plans!\B-Bye.\I'll be going then.\I fell in love with the wrong person...\Oh. Wait, class rep. response:	You said that you didn't like yourself, right?
context: doing dangerous things for her sake.\R-Really?!\I could have sworn she was mad because I ruined her plans!\B-Bye.\I'll be going then.\I fell in love with the wrong person...\Oh. Wait, class rep.\You said that you didn't like yourself, right? response:	I don't get that.
context: R-Really?!\I could have sworn she was mad because I ruined her plans!\B-Bye.\I'll be going then.\I fell in love with the wrong person...\Oh. Wait, class rep.\You said that you didn't like yourself, right?\I don't get that. response:	I don't see what's not to like.
context: I could have sworn she was mad because I ruined her plans!\B-Bye.\I'll be going then.\I fell in love with the wrong person...\Oh. Wait, class rep.\You said that you didn't like yourself, right?\I don't get that.\I don't see what's not to like. response:	Yo
context: B-Bye.\I'll be going then.\I fell in love with the wrong person...\Oh. Wait, class rep.\You said that you didn't like yourself, right?\I don't get that.\I don't see what's not to like.\Yo response:	Yoshida-kun.
context: I'll be going then.\I fell in love with the wrong person...\Oh. Wait, class rep.\You said that you didn't like yourself, right?\I don't get that.\I don't see what's not to like.\Yo\Yoshida-kun. response:	My name isn't class rep.
context: I fell in love with the wrong person...\Oh. Wait, class rep.\You said that you didn't like yourself, right?\I don't get that.\I don't see what's not to like.\Yo\Yoshida-kun.\My name isn't class rep. response:	It's not class rep...
context: Oh. Wait, class rep.\You said that you didn't like yourself, right?\I don't get that.\I don't see what's not to like.\Yo\Yoshida-kun.\My name isn't class rep.\It's not class rep... response:	It's Oshima.
context: You said that you didn't like yourself, right?\I don't get that.\I don't see what's not to like.\Yo\Yoshida-kun.\My name isn't class rep.\It's not class rep...\It's Oshima. response:	Yeah, Oshima.
context: I don't get that.\I don't see what's not to like.\Yo\Yoshida-kun.\My name isn't class rep.\It's not class rep...\It's Oshima.\Yeah, Oshima. response:	Yoshida-kun, the other day,
context: I don't see what's not to like.\Yo\Yoshida-kun.\My name isn't class rep.\It's not class rep...\It's Oshima.\Yeah, Oshima.\Yoshida-kun, the other day, response:	you said that you didn't want to make a mistake,
context: Yo\Yoshida-kun.\My name isn't class rep.\It's not class rep...\It's Oshima.\Yeah, Oshima.\Yoshida-kun, the other day,\you said that you didn't want to make a mistake, response:	but I think I'm willing to take that risk,
context: Yoshida-kun.\My name isn't class rep.\It's not class rep...\It's Oshima.\Yeah, Oshima.\Yoshida-kun, the other day,\you said that you didn't want to make a mistake,\but I think I'm willing to take that risk, response:	because I'm not ready to give up yet.
context: My name isn't class rep.\It's not class rep...\It's Oshima.\Yeah, Oshima.\Yoshida-kun, the other day,\you said that you didn't want to make a mistake,\but I think I'm willing to take that risk,\because I'm not ready to give up yet. response:	When did I say that?
context: It's not class rep...\It's Oshima.\Yeah, Oshima.\Yoshida-kun, the other day,\you said that you didn't want to make a mistake,\but I think I'm willing to take that risk,\because I'm not ready to give up yet.\When did I say that? response:	Am I really that forgettable?!
context: It's Oshima.\Yeah, Oshima.\Yoshida-kun, the other day,\you said that you didn't want to make a mistake,\but I think I'm willing to take that risk,\because I'm not ready to give up yet.\When did I say that?\Am I really that forgettable?! response:	Well, I'm not sure I get it, but good luck anyway.
context: Yeah, Oshima.\Yoshida-kun, the other day,\you said that you didn't want to make a mistake,\but I think I'm willing to take that risk,\because I'm not ready to give up yet.\When did I say that?\Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway. response:	Why am I hiding?
context: Yoshida-kun, the other day,\you said that you didn't want to make a mistake,\but I think I'm willing to take that risk,\because I'm not ready to give up yet.\When did I say that?\Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway.\Why am I hiding? response:	Poster Color Set Paint Nails Don't forget anything
context: you said that you didn't want to make a mistake,\but I think I'm willing to take that risk,\because I'm not ready to give up yet.\When did I say that?\Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway.\Why am I hiding?\Poster Color Set Paint Nails Don't forget anything response:	Do we really need
context: but I think I'm willing to take that risk,\because I'm not ready to give up yet.\When did I say that?\Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway.\Why am I hiding?\Poster Color Set Paint Nails Don't forget anything\Do we really need response:	That's a relief.
context: because I'm not ready to give up yet.\When did I say that?\Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway.\Why am I hiding?\Poster Color Set Paint Nails Don't forget anything\Do we really need\That's a relief. response:	We couldn't get a spot in building one,
context: When did I say that?\Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway.\Why am I hiding?\Poster Color Set Paint Nails Don't forget anything\Do we really need\That's a relief.\We couldn't get a spot in building one, response:	three people to buy this stuff?
context: Am I really that forgettable?!\Well, I'm not sure I get it, but good luck anyway.\Why am I hiding?\Poster Color Set Paint Nails Don't forget anything\Do we really need\That's a relief.\We couldn't get a spot in building one,\three people to buy this stuff? response:	but at least they moved us to the first floor of building two.
context: Well, I'm not sure I get it, but good luck anyway.\Why am I hiding?\Poster Color Set Paint Nails Don't forget anything\Do we really need\That's a relief.\We couldn't get a spot in building one,\three people to buy this stuff?\but at least they moved us to the first floor of building two. response:	Sorry, can I stop by my cram school?
context: Why am I hiding?\Poster Color Set Paint Nails Don't forget anything\Do we really need\That's a relief.\We couldn't get a spot in building one,\three people to buy this stuff?\but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school? response:	What? We'll come with you.
context: Poster Color Set Paint Nails Don't forget anything\Do we really need\That's a relief.\We couldn't get a spot in building one,\three people to buy this stuff?\but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school?\What? We'll come with you. response:	Fine with me.
context: Do we really need\That's a relief.\We couldn't get a spot in building one,\three people to buy this stuff?\but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school?\What? We'll come with you.\Fine with me. response:	Why do they like moving around in groups?
context: That's a relief.\We couldn't get a spot in building one,\three people to buy this stuff?\but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school?\What? We'll come with you.\Fine with me.\Why do they like moving around in groups? response:	I bet Haru-kun's feeling lonely right now.
context: We couldn't get a spot in building one,\three people to buy this stuff?\but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school?\What? We'll come with you.\Fine with me.\Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now. response:	There! Learned your lesson now?
context: three people to buy this stuff?\but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school?\What? We'll come with you.\Fine with me.\Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now? response:	Hey! It's you guys!
context: but at least they moved us to the first floor of building two.\Sorry, can I stop by my cram school?\What? We'll come with you.\Fine with me.\Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now?\Hey! It's you guys! response:	Hey, Sasayan!
context: Sorry, can I stop by my cram school?\What? We'll come with you.\Fine with me.\Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now?\Hey! It's you guys!\Hey, Sasayan! response:	Long time no see!
context: What? We'll come with you.\Fine with me.\Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now?\Hey! It's you guys!\Hey, Sasayan!\Long time no see! response:	Wait, you guys actually go to school?
context: Fine with me.\Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now?\Hey! It's you guys!\Hey, Sasayan!\Long time no see!\Wait, you guys actually go to school? response:	Natsume-chan is here too!
context: Why do they like moving around in groups?\I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now?\Hey! It's you guys!\Hey, Sasayan!\Long time no see!\Wait, you guys actually go to school?\Natsume-chan is here too! response:	What were they doing?
context: I bet Haru-kun's feeling lonely right now.\There! Learned your lesson now?\Hey! It's you guys!\Hey, Sasayan!\Long time no see!\Wait, you guys actually go to school?\Natsume-chan is here too!\What were they doing? response:	Yo, Mizutani-san.
context: There! Learned your lesson now?\Hey! It's you guys!\Hey, Sasayan!\Long time no see!\Wait, you guys actually go to school?\Natsume-chan is here too!\What were they doing?\Yo, Mizutani-san. response:	You wanted to check your scores?
context: Hey! It's you guys!\Hey, Sasayan!\Long time no see!\Wait, you guys actually go to school?\Natsume-chan is here too!\What were they doing?\Yo, Mizutani-san.\You wanted to check your scores? response:	Sasaki Seminar
context: Hey, Sasayan!\Long time no see!\Wait, you guys actually go to school?\Natsume-chan is here too!\What were they doing?\Yo, Mizutani-san.\You wanted to check your scores?\Sasaki Seminar response:	Pass Before Graduation
context: Long time no see!\Wait, you guys actually go to school?\Natsume-chan is here too!\What were they doing?\Yo, Mizutani-san.\You wanted to check your scores?\Sasaki Seminar\Pass Before Graduation response:	What? You're not Haru's girlfriend?
context: Wait, you guys actually go to school?\Natsume-chan is here too!\What were they doing?\Yo, Mizutani-san.\You wanted to check your scores?\Sasaki Seminar\Pass Before Graduation\What? You're not Haru's girlfriend? response:	Why not?
context: Natsume-chan is here too!\What were they doing?\Yo, Mizutani-san.\You wanted to check your scores?\Sasaki Seminar\Pass Before Graduation\What? You're not Haru's girlfriend?\Why not? response:	How am I supposed to answer that?
context: What were they doing?\Yo, Mizutani-san.\You wanted to check your scores?\Sasaki Seminar\Pass Before Graduation\What? You're not Haru's girlfriend?\Why not?\How am I supposed to answer that? response:	The only reason I can give is that I need to study.
context: Yo, Mizutani-san.\You wanted to check your scores?\Sasaki Seminar\Pass Before Graduation\What? You're not Haru's girlfriend?\Why not?\How am I supposed to answer that?\The only reason I can give is that I need to study. response:	That's a boring way to live.
context: You wanted to check your scores?\Sasaki Seminar\Pass Before Graduation\What? You're not Haru's girlfriend?\Why not?\How am I supposed to answer that?\The only reason I can give is that I need to study.\That's a boring way to live. response:	I don't need you people lecturing me.
context: Sasaki Seminar\Pass Before Graduation\What? You're not Haru's girlfriend?\Why not?\How am I supposed to answer that?\The only reason I can give is that I need to study.\That's a boring way to live.\I don't need you people lecturing me. response:	Don't lump me in with those fools.
context: Pass Before Graduation\What? You're not Haru's girlfriend?\Why not?\How am I supposed to answer that?\The only reason I can give is that I need to study.\That's a boring way to live.\I don't need you people lecturing me.\Don't lump me in with those fools. response:	They're no more than idiots.
context: What? You're not Haru's girlfriend?\Why not?\How am I supposed to answer that?\The only reason I can give is that I need to study.\That's a boring way to live.\I don't need you people lecturing me.\Don't lump me in with those fools.\They're no more than idiots. response:	Don't you enjoy watching people who aren't as smart as you?
context: Why not?\How am I supposed to answer that?\The only reason I can give is that I need to study.\That's a boring way to live.\I don't need you people lecturing me.\Don't lump me in with those fools.\They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you? response:	Really?
context: How am I supposed to answer that?\The only reason I can give is that I need to study.\That's a boring way to live.\I don't need you people lecturing me.\Don't lump me in with those fools.\They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you?\Really? response:	When I watch them, I feel like I'm falling behind.
context: The only reason I can give is that I need to study.\That's a boring way to live.\I don't need you people lecturing me.\Don't lump me in with those fools.\They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you?\Really?\When I watch them, I feel like I'm falling behind. response:	It worries me.
context: That's a boring way to live.\I don't need you people lecturing me.\Don't lump me in with those fools.\They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you?\Really?\When I watch them, I feel like I'm falling behind.\It worries me. response:	1st Mizutani Shizuku 3rd Yamaguchi Kenji
context: I don't need you people lecturing me.\Don't lump me in with those fools.\They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you?\Really?\When I watch them, I feel like I'm falling behind.\It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji response:	Well, it certainly feels good to look down on other people.
context: Don't lump me in with those fools.\They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you?\Really?\When I watch them, I feel like I'm falling behind.\It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people. response:	That's a boring way to live.
context: They're no more than idiots.\Don't you enjoy watching people who aren't as smart as you?\Really?\When I watch them, I feel like I'm falling behind.\It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people.\That's a boring way to live. response:	It's okay.
context: Don't you enjoy watching people who aren't as smart as you?\Really?\When I watch them, I feel like I'm falling behind.\It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people.\That's a boring way to live.\It's okay. response:	I'm doing the right thing.
context: Really?\When I watch them, I feel like I'm falling behind.\It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people.\That's a boring way to live.\It's okay.\I'm doing the right thing. response:	We're begging you!
context: When I watch them, I feel like I'm falling behind.\It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people.\That's a boring way to live.\It's okay.\I'm doing the right thing.\We're begging you! response:	One! Just one!
context: It worries me.\1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people.\That's a boring way to live.\It's okay.\I'm doing the right thing.\We're begging you!\One! Just one! response:	Please give us a ticket to the cultural festival!
context: 1st Mizutani Shizuku 3rd Yamaguchi Kenji\Well, it certainly feels good to look down on other people.\That's a boring way to live.\It's okay.\I'm doing the right thing.\We're begging you!\One! Just one!\Please give us a ticket to the cultural festival! response:	N-No way!
context: Well, it certainly feels good to look down on other people.\That's a boring way to live.\It's okay.\I'm doing the right thing.\We're begging you!\One! Just one!\Please give us a ticket to the cultural festival!\N-No way! response:	I'm saving these for the new friends I make
context: That's a boring way to live.\It's okay.\I'm doing the right thing.\We're begging you!\One! Just one!\Please give us a ticket to the cultural festival!\N-No way!\I'm saving these for the new friends I make response:	at my Nobody Visits My Site offline event!
context: It's okay.\I'm doing the right thing.\We're begging you!\One! Just one!\Please give us a ticket to the cultural festival!\N-No way!\I'm saving these for the new friends I make\at my Nobody Visits My Site offline event! response:	Sorry, I gave all mine to my middle school buddies.
context: I'm doing the right thing.\We're begging you!\One! Just one!\Please give us a ticket to the cultural festival!\N-No way!\I'm saving these for the new friends I make\at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies. response:	Co-ed schools can die!
context: We're begging you!\One! Just one!\Please give us a ticket to the cultural festival!\N-No way!\I'm saving these for the new friends I make\at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die! response:	See?
context: One! Just one!\Please give us a ticket to the cultural festival!\N-No way!\I'm saving these for the new friends I make\at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die!\See? response:	Isn't it amusing to watch stupid people?
context: Please give us a ticket to the cultural festival!\N-No way!\I'm saving these for the new friends I make\at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die!\See?\Isn't it amusing to watch stupid people? response:	They're pitiful.
context: N-No way!\I'm saving these for the new friends I make\at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die!\See?\Isn't it amusing to watch stupid people?\They're pitiful. response:	Yamaken!
context: I'm saving these for the new friends I make\at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die!\See?\Isn't it amusing to watch stupid people?\They're pitiful.\Yamaken! response:	Acting all snobby again?
context: at my Nobody Visits My Site offline event!\Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die!\See?\Isn't it amusing to watch stupid people?\They're pitiful.\Yamaken!\Acting all snobby again? response:	You people make too much noise.
context: Sorry, I gave all mine to my middle school buddies.\Co-ed schools can die!\See?\Isn't it amusing to watch stupid people?\They're pitiful.\Yamaken!\Acting all snobby again?\You people make too much noise. response:	You can have these.
context: Co-ed schools can die!\See?\Isn't it amusing to watch stupid people?\They're pitiful.\Yamaken!\Acting all snobby again?\You people make too much noise.\You can have these. response:	I don't need them.
context: See?\Isn't it amusing to watch stupid people?\They're pitiful.\Yamaken!\Acting all snobby again?\You people make too much noise.\You can have these.\I don't need them. response:	If Haru were here,
context: Isn't it amusing to watch stupid people?\They're pitiful.\Yamaken!\Acting all snobby again?\You people make too much noise.\You can have these.\I don't need them.\If Haru were here, response:	he would have done the same thing.
context: They're pitiful.\Yamaken!\Acting all snobby again?\You people make too much noise.\You can have these.\I don't need them.\If Haru were here,\he would have done the same thing. response:	You're a goddess, studybug!
context: Yamaken!\Acting all snobby again?\You people make too much noise.\You can have these.\I don't need them.\If Haru were here,\he would have done the same thing.\You're a goddess, studybug! response:	Studybug! Studybug! Studybug!
context: Acting all snobby again?\You people make too much noise.\You can have these.\I don't need them.\If Haru were here,\he would have done the same thing.\You're a goddess, studybug!\Studybug! Studybug! Studybug! response:	Sorry, but she gave them to me.
context: You people make too much noise.\You can have these.\I don't need them.\If Haru were here,\he would have done the same thing.\You're a goddess, studybug!\Studybug! Studybug! Studybug!\Sorry, but she gave them to me. response:	She never said to share them with you.
context: You can have these.\I don't need them.\If Haru were here,\he would have done the same thing.\You're a goddess, studybug!\Studybug! Studybug! Studybug!\Sorry, but she gave them to me.\She never said to share them with you. response:	Are you a devil, Yamaken?!
context: I don't need them.\If Haru were here,\he would have done the same thing.\You're a goddess, studybug!\Studybug! Studybug! Studybug!\Sorry, but she gave them to me.\She never said to share them with you.\Are you a devil, Yamaken?! response:	Haru.
context: If Haru were here,\he would have done the same thing.\You're a goddess, studybug!\Studybug! Studybug! Studybug!\Sorry, but she gave them to me.\She never said to share them with you.\Are you a devil, Yamaken?!\Haru. response:	Yo, Shizuku.
context: he would have done the same thing.\You're a goddess, studybug!\Studybug! Studybug! Studybug!\Sorry, but she gave them to me.\She never said to share them with you.\Are you a devil, Yamaken?!\Haru.\Yo, Shizuku. response:	Fancy meeting you here.
context: You're a goddess, studybug!\Studybug! Studybug! Studybug!\Sorry, but she gave them to me.\She never said to share them with you.\Are you a devil, Yamaken?!\Haru.\Yo, Shizuku.\Fancy meeting you here. response:	Did you enjoy shopping with lots of people?
context: Studybug! Studybug! Studybug!\Sorry, but she gave them to me.\She never said to share them with you.\Are you a devil, Yamaken?!\Haru.\Yo, Shizuku.\Fancy meeting you here.\Did you enjoy shopping with lots of people? response:	I stopped by the batting center,
context: Sorry, but she gave them to me.\She never said to share them with you.\Are you a devil, Yamaken?!\Haru.\Yo, Shizuku.\Fancy meeting you here.\Did you enjoy shopping with lots of people?\I stopped by the batting center, response:	and Mi-chan-san said that you went to buy dinner.
context: She never said to share them with you.\Are you a devil, Yamaken?!\Haru.\Yo, Shizuku.\Fancy meeting you here.\Did you enjoy shopping with lots of people?\I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner. response:	Here, this is from Natsume-san.
context: Are you a devil, Yamaken?!\Haru.\Yo, Shizuku.\Fancy meeting you here.\Did you enjoy shopping with lots of people?\I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san. response:	Shizuku.
context: Haru.\Yo, Shizuku.\Fancy meeting you here.\Did you enjoy shopping with lots of people?\I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san.\Shizuku. response:	Why were you looking for me?
context: Yo, Shizuku.\Fancy meeting you here.\Did you enjoy shopping with lots of people?\I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san.\Shizuku.\Why were you looking for me? response:	To give you that.
context: Fancy meeting you here.\Did you enjoy shopping with lots of people?\I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san.\Shizuku.\Why were you looking for me?\To give you that. response:	Oh, I see...
context: Did you enjoy shopping with lots of people?\I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san.\Shizuku.\Why were you looking for me?\To give you that.\Oh, I see... response:	I'm not going to fall in love with you.
context: I stopped by the batting center,\and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san.\Shizuku.\Why were you looking for me?\To give you that.\Oh, I see...\I'm not going to fall in love with you. response:	What's this about?
context: and Mi-chan-san said that you went to buy dinner.\Here, this is from Natsume-san.\Shizuku.\Why were you looking for me?\To give you that.\Oh, I see...\I'm not going to fall in love with you.\What's this about? response:	Are you trying to pick a fight with me?
context: Here, this is from Natsume-san.\Shizuku.\Why were you looking for me?\To give you that.\Oh, I see...\I'm not going to fall in love with you.\What's this about?\Are you trying to pick a fight with me? response:	It would be cruelest to keep your hopes up
context: Shizuku.\Why were you looking for me?\To give you that.\Oh, I see...\I'm not going to fall in love with you.\What's this about?\Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up response:	when I already know the answer.
context: Why were you looking for me?\To give you that.\Oh, I see...\I'm not going to fall in love with you.\What's this about?\Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up\when I already know the answer. response:	Fine.
context: To give you that.\Oh, I see...\I'm not going to fall in love with you.\What's this about?\Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up\when I already know the answer.\Fine. response:	I just have to change your mind.
context: Oh, I see...\I'm not going to fall in love with you.\What's this about?\Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up\when I already know the answer.\Fine.\I just have to change your mind. response:	Give me the bag.
context: I'm not going to fall in love with you.\What's this about?\Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up\when I already know the answer.\Fine.\I just have to change your mind.\Give me the bag. response:	There's nothing more repulsive than being touched
context: What's this about?\Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up\when I already know the answer.\Fine.\I just have to change your mind.\Give me the bag.\There's nothing more repulsive than being touched response:	by a guy you don't like.
context: Are you trying to pick a fight with me?\It would be cruelest to keep your hopes up\when I already know the answer.\Fine.\I just have to change your mind.\Give me the bag.\There's nothing more repulsive than being touched\by a guy you don't like. response:	That was close...
context: It would be cruelest to keep your hopes up\when I already know the answer.\Fine.\I just have to change your mind.\Give me the bag.\There's nothing more repulsive than being touched\by a guy you don't like.\That was close... response:	I'm going home!
context: when I already know the answer.\Fine.\I just have to change your mind.\Give me the bag.\There's nothing more repulsive than being touched\by a guy you don't like.\That was close...\I'm going home! response:	I didn't make a mistake.
context: Fine.\I just have to change your mind.\Give me the bag.\There's nothing more repulsive than being touched\by a guy you don't like.\That was close...\I'm going home!\I didn't make a mistake. response:	I'm doing the right thing.
context: I just have to change your mind.\Give me the bag.\There's nothing more repulsive than being touched\by a guy you don't like.\That was close...\I'm going home!\I didn't make a mistake.\I'm doing the right thing. response:	I'm doing the right thing...
context: Give me the bag.\There's nothing more repulsive than being touched\by a guy you don't like.\That was close...\I'm going home!\I didn't make a mistake.\I'm doing the right thing.\I'm doing the right thing... response:	So...
context: There's nothing more repulsive than being touched\by a guy you don't like.\That was close...\I'm going home!\I didn't make a mistake.\I'm doing the right thing.\I'm doing the right thing...\So... response:	Why...
context: by a guy you don't like.\That was close...\I'm going home!\I didn't make a mistake.\I'm doing the right thing.\I'm doing the right thing...\So...\Why... response:	Why is this happening again?
