context: I was having a dream... response:	There! Look!
context: There you are.\We went looking all over for you.\Let's go, now that the five of us are all here.\Itsuki, I'm going to do it!\And you're going down with me!\Hold on!\Five years ago...\In Kyoto... response:	It has to be a coincidence, right?
context: We went looking all over for you.\Let's go, now that the five of us are all here.\Itsuki, I'm going to do it!\And you're going down with me!\Hold on!\Five years ago...\In Kyoto...\It has to be a coincidence, right? response:	You just got out of the hospital. What do you want?
context: Let's go, now that the five of us are all here.\Itsuki, I'm going to do it!\And you're going down with me!\Hold on!\Five years ago...\In Kyoto...\It has to be a coincidence, right?\You just got out of the hospital. What do you want? response:	What's up?
context: Itsuki, I'm going to do it!\And you're going down with me!\Hold on!\Five years ago...\In Kyoto...\It has to be a coincidence, right?\You just got out of the hospital. What do you want?\What's up? response:	Why did you want us all to wear our hair the same way?
context: And you're going down with me!\Hold on!\Five years ago...\In Kyoto...\It has to be a coincidence, right?\You just got out of the hospital. What do you want?\What's up?\Why did you want us all to wear our hair the same way? response:	Itsuki! Miku! Yotsuba! Nino! Ichika!
context: Hold on!\Five years ago...\In Kyoto...\It has to be a coincidence, right?\You just got out of the hospital. What do you want?\What's up?\Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika! response:	Nino! Miku! Itsuki! Yotsuba! Ichika!
context: Five years ago...\In Kyoto...\It has to be a coincidence, right?\You just got out of the hospital. What do you want?\What's up?\Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika! response:	You aren't tutoring us today?
context: In Kyoto...\It has to be a coincidence, right?\You just got out of the hospital. What do you want?\What's up?\Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today? response:	What? You seem pretty enthusiastic, Nino.
context: It has to be a coincidence, right?\You just got out of the hospital. What do you want?\What's up?\Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino. response:	I'm Nino.
context: You just got out of the hospital. What do you want?\What's up?\Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino.\I'm Nino. response:	So there you have it.
context: What's up?\Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino.\I'm Nino.\So there you have it. response:	Without any hints, I don't know who's who.
context: Why did you want us all to wear our hair the same way?\Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino.\I'm Nino.\So there you have it.\Without any hints, I don't know who's who. response:	You're like one of those recent idol groups!
context: Itsuki! Miku! Yotsuba! Nino! Ichika!\Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino.\I'm Nino.\So there you have it.\Without any hints, I don't know who's who.\You're like one of those recent idol groups! response:	I think that's just because you're disinterested.
context: Nino! Miku! Itsuki! Yotsuba! Ichika!\You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino.\I'm Nino.\So there you have it.\Without any hints, I don't know who's who.\You're like one of those recent idol groups!\I think that's just because you're disinterested. response:	In any case!
context: You aren't tutoring us today?\What? You seem pretty enthusiastic, Nino.\I'm Nino.\So there you have it.\Without any hints, I don't know who's who.\You're like one of those recent idol groups!\I think that's just because you're disinterested.\In any case! response:	This happened just ten minutes ago.
context: What? You seem pretty enthusiastic, Nino.\I'm Nino.\So there you have it.\Without any hints, I don't know who's who.\You're like one of those recent idol groups!\I think that's just because you're disinterested.\In any case!\This happened just ten minutes ago. response:	Thanks for having me.
context: I'm Nino.\So there you have it.\Without any hints, I don't know who's who.\You're like one of those recent idol groups!\I think that's just because you're disinterested.\In any case!\This happened just ten minutes ago.\Thanks for having me. response:	Not again...
context: So there you have it.\Without any hints, I don't know who's who.\You're like one of those recent idol groups!\I think that's just because you're disinterested.\In any case!\This happened just ten minutes ago.\Thanks for having me.\Not again... response:	Pervert!
context: Without any hints, I don't know who's who.\You're like one of those recent idol groups!\I think that's just because you're disinterested.\In any case!\This happened just ten minutes ago.\Thanks for having me.\Not again...\Pervert! response:	But I pushed the doorbell!
context: You're like one of those recent idol groups!\I think that's just because you're disinterested.\In any case!\This happened just ten minutes ago.\Thanks for having me.\Not again...\Pervert!\But I pushed the doorbell! response:	I-Isn't this...
context: I think that's just because you're disinterested.\In any case!\This happened just ten minutes ago.\Thanks for having me.\Not again...\Pervert!\But I pushed the doorbell!\I-Isn't this... response:	A zero in every subject.
context: In any case!\This happened just ten minutes ago.\Thanks for having me.\Not again...\Pervert!\But I pushed the doorbell!\I-Isn't this...\A zero in every subject. response:	And she went to the trouble of tearing her name off every sheet.
context: This happened just ten minutes ago.\Thanks for having me.\Not again...\Pervert!\But I pushed the doorbell!\I-Isn't this...\A zero in every subject.\And she went to the trouble of tearing her name off every sheet. response:	I couldn't tell who it was because she was in a bath towel,
context: Thanks for having me.\Not again...\Pervert!\But I pushed the doorbell!\I-Isn't this...\A zero in every subject.\And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel, response:	but the culprit is among us.
context: Not again...\Pervert!\But I pushed the doorbell!\I-Isn't this...\A zero in every subject.\And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel,\but the culprit is among us. response:	Yotsuba, fess up.
context: Pervert!\But I pushed the doorbell!\I-Isn't this...\A zero in every subject.\And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel,\but the culprit is among us.\Yotsuba, fess up. response:	You're just going to assume it was me?!
context: But I pushed the doorbell!\I-Isn't this...\A zero in every subject.\And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel,\but the culprit is among us.\Yotsuba, fess up.\You're just going to assume it was me?! response:	So that's why you had us all do our hair the same way.
context: I-Isn't this...\A zero in every subject.\And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel,\but the culprit is among us.\Yotsuba, fess up.\You're just going to assume it was me?!\So that's why you had us all do our hair the same way. response:	How do you tell each other apart just by your faces?
context: A zero in every subject.\And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel,\but the culprit is among us.\Yotsuba, fess up.\You're just going to assume it was me?!\So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces? response:	Huh?
context: And she went to the trouble of tearing her name off every sheet.\I couldn't tell who it was because she was in a bath towel,\but the culprit is among us.\Yotsuba, fess up.\You're just going to assume it was me?!\So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces?\Huh? response:	How?
context: I couldn't tell who it was because she was in a bath towel,\but the culprit is among us.\Yotsuba, fess up.\You're just going to assume it was me?!\So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces?\Huh?\How? response:	Who else but Miku has such a bland face?
context: but the culprit is among us.\Yotsuba, fess up.\You're just going to assume it was me?!\So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces?\Huh?\How?\Who else but Miku has such a bland face? response:	No one else but Nino has such an annoying face.
context: Yotsuba, fess up.\You're just going to assume it was me?!\So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces?\Huh?\How?\Who else but Miku has such a bland face?\No one else but Nino has such an annoying face. response:	What do you mean, bland?
context: You're just going to assume it was me?!\So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces?\Huh?\How?\Who else but Miku has such a bland face?\No one else but Nino has such an annoying face.\What do you mean, bland? response:	And what do you mean by annoying?
context: So that's why you had us all do our hair the same way.\How do you tell each other apart just by your faces?\Huh?\How?\Who else but Miku has such a bland face?\No one else but Nino has such an annoying face.\What do you mean, bland?\And what do you mean by annoying? response:	By annoying, I mean annoying.
context: How do you tell each other apart just by your faces?\Huh?\How?\Who else but Miku has such a bland face?\No one else but Nino has such an annoying face.\What do you mean, bland?\And what do you mean by annoying?\By annoying, I mean annoying. response:	Uesugi-san, let me tell you something useful.
context: Huh?\How?\Who else but Miku has such a bland face?\No one else but Nino has such an annoying face.\What do you mean, bland?\And what do you mean by annoying?\By annoying, I mean annoying.\Uesugi-san, let me tell you something useful. response:	You're bland because you're bland!
context: How?\Who else but Miku has such a bland face?\No one else but Nino has such an annoying face.\What do you mean, bland?\And what do you mean by annoying?\By annoying, I mean annoying.\Uesugi-san, let me tell you something useful.\You're bland because you're bland! response:	Our mother taught us how to tell each other apart a long time ago.
context: Who else but Miku has such a bland face?\No one else but Nino has such an annoying face.\What do you mean, bland?\And what do you mean by annoying?\By annoying, I mean annoying.\Uesugi-san, let me tell you something useful.\You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago. response:	Love will show you the way!
context: No one else but Nino has such an annoying face.\What do you mean, bland?\And what do you mean by annoying?\By annoying, I mean annoying.\Uesugi-san, let me tell you something useful.\You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago.\Love will show you the way! response:	No wonder I couldn't tell.
context: What do you mean, bland?\And what do you mean by annoying?\By annoying, I mean annoying.\Uesugi-san, let me tell you something useful.\You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago.\Love will show you the way!\No wonder I couldn't tell. response:	Can we let our hair down now?
context: And what do you mean by annoying?\By annoying, I mean annoying.\Uesugi-san, let me tell you something useful.\You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago.\Love will show you the way!\No wonder I couldn't tell.\Can we let our hair down now? response:	Why are you so serious today?
context: By annoying, I mean annoying.\Uesugi-san, let me tell you something useful.\You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago.\Love will show you the way!\No wonder I couldn't tell.\Can we let our hair down now?\Why are you so serious today? response:	I smell shampoo...
context: Uesugi-san, let me tell you something useful.\You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago.\Love will show you the way!\No wonder I couldn't tell.\Can we let our hair down now?\Why are you so serious today?\I smell shampoo... response:	That's kind of creepy.
context: You're bland because you're bland!\Our mother taught us how to tell each other apart a long time ago.\Love will show you the way!\No wonder I couldn't tell.\Can we let our hair down now?\Why are you so serious today?\I smell shampoo...\That's kind of creepy. response:	Pervert!
context: Our mother taught us how to tell each other apart a long time ago.\Love will show you the way!\No wonder I couldn't tell.\Can we let our hair down now?\Why are you so serious today?\I smell shampoo...\That's kind of creepy.\Pervert! response:	That's it!
context: Love will show you the way!\No wonder I couldn't tell.\Can we let our hair down now?\Why are you so serious today?\I smell shampoo...\That's kind of creepy.\Pervert!\That's it! response:	I need you to do something for me.
context: No wonder I couldn't tell.\Can we let our hair down now?\Why are you so serious today?\I smell shampoo...\That's kind of creepy.\Pervert!\That's it!\I need you to do something for me. response:	Call me a pervert.
context: Can we let our hair down now?\Why are you so serious today?\I smell shampoo...\That's kind of creepy.\Pervert!\That's it!\I need you to do something for me.\Call me a pervert. response:	You're a hopeless pervert.
context: Why are you so serious today?\I smell shampoo...\That's kind of creepy.\Pervert!\That's it!\I need you to do something for me.\Call me a pervert.\You're a hopeless pervert. response:	That's not it. It didn't sound so hurtful.
context: I smell shampoo...\That's kind of creepy.\Pervert!\That's it!\I need you to do something for me.\Call me a pervert.\You're a hopeless pervert.\That's not it. It didn't sound so hurtful. response:	You can tell us apart by our moles.
context: That's kind of creepy.\Pervert!\That's it!\I need you to do something for me.\Call me a pervert.\You're a hopeless pervert.\That's not it. It didn't sound so hurtful.\You can tell us apart by our moles. response:	Perfect!
context: Pervert!\That's it!\I need you to do something for me.\Call me a pervert.\You're a hopeless pervert.\That's not it. It didn't sound so hurtful.\You can tell us apart by our moles.\Perfect! response:	Where is it?
context: That's it!\I need you to do something for me.\Call me a pervert.\You're a hopeless pervert.\That's not it. It didn't sound so hurtful.\You can tell us apart by our moles.\Perfect!\Where is it? response:	Show me!
context: I need you to do something for me.\Call me a pervert.\You're a hopeless pervert.\That's not it. It didn't sound so hurtful.\You can tell us apart by our moles.\Perfect!\Where is it?\Show me! response:	Um...
context: Call me a pervert.\You're a hopeless pervert.\That's not it. It didn't sound so hurtful.\You can tell us apart by our moles.\Perfect!\Where is it?\Show me!\Um... response:	I wouldn't mind showing you, Futaro.
context: You're a hopeless pervert.\That's not it. It didn't sound so hurtful.\You can tell us apart by our moles.\Perfect!\Where is it?\Show me!\Um...\I wouldn't mind showing you, Futaro. response:	No!
context: That's not it. It didn't sound so hurtful.\You can tell us apart by our moles.\Perfect!\Where is it?\Show me!\Um...\I wouldn't mind showing you, Futaro.\No! response:	It's not going to help if you haven't seen the culprit's mole, is it?
context: You can tell us apart by our moles.\Perfect!\Where is it?\Show me!\Um...\I wouldn't mind showing you, Futaro.\No!\It's not going to help if you haven't seen the culprit's mole, is it? response:	That's true.
context: Perfect!\Where is it?\Show me!\Um...\I wouldn't mind showing you, Futaro.\No!\It's not going to help if you haven't seen the culprit's mole, is it?\That's true. response:	Futaro-kun, it could be that the culprit isn't among us.
context: Where is it?\Show me!\Um...\I wouldn't mind showing you, Futaro.\No!\It's not going to help if you haven't seen the culprit's mole, is it?\That's true.\Futaro-kun, it could be that the culprit isn't among us. response:	Explain.
context: Show me!\Um...\I wouldn't mind showing you, Futaro.\No!\It's not going to help if you haven't seen the culprit's mole, is it?\That's true.\Futaro-kun, it could be that the culprit isn't among us.\Explain. response:	Don't be shocked, okay?
context: Um...\I wouldn't mind showing you, Futaro.\No!\It's not going to help if you haven't seen the culprit's mole, is it?\That's true.\Futaro-kun, it could be that the culprit isn't among us.\Explain.\Don't be shocked, okay? response:	We are sextuplets and have a secret sixth sister, Mutsumi!
context: I wouldn't mind showing you, Futaro.\No!\It's not going to help if you haven't seen the culprit's mole, is it?\That's true.\Futaro-kun, it could be that the culprit isn't among us.\Explain.\Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi! response:	What?!
context: No!\It's not going to help if you haven't seen the culprit's mole, is it?\That's true.\Futaro-kun, it could be that the culprit isn't among us.\Explain.\Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi!\What?! response:	Wh-Where is Mutsumi right now?!
context: It's not going to help if you haven't seen the culprit's mole, is it?\That's true.\Futaro-kun, it could be that the culprit isn't among us.\Explain.\Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi!\What?!\Wh-Where is Mutsumi right now?! response:	She's in a secret room, unknown to any of us.
context: That's true.\Futaro-kun, it could be that the culprit isn't among us.\Explain.\Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi!\What?!\Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us. response:	Forget this.
context: Futaro-kun, it could be that the culprit isn't among us.\Explain.\Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi!\What?!\Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us.\Forget this. response:	Whatever. Screw your confusing faces.
context: Explain.\Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi!\What?!\Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us.\Forget this.\Whatever. Screw your confusing faces. response:	General exam
context: Don't be shocked, okay?\We are sextuplets and have a secret sixth sister, Mutsumi!\What?!\Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us.\Forget this.\Whatever. Screw your confusing faces.\General exam response:	Time for the last resort!
context: We are sextuplets and have a secret sixth sister, Mutsumi!\What?!\Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us.\Forget this.\Whatever. Screw your confusing faces.\General exam\Time for the last resort! response:	This problem set has questions from the earlier exams.
context: What?!\Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us.\Forget this.\Whatever. Screw your confusing faces.\General exam\Time for the last resort!\This problem set has questions from the earlier exams. response:	The one who does the worst is the culprit.
context: Wh-Where is Mutsumi right now?!\She's in a secret room, unknown to any of us.\Forget this.\Whatever. Screw your confusing faces.\General exam\Time for the last resort!\This problem set has questions from the earlier exams.\The one who does the worst is the culprit. response:	Why do we have to do this?
context: She's in a secret room, unknown to any of us.\Forget this.\Whatever. Screw your confusing faces.\General exam\Time for the last resort!\This problem set has questions from the earlier exams.\The one who does the worst is the culprit.\Why do we have to do this? response:	This is outrageous.
context: Forget this.\Whatever. Screw your confusing faces.\General exam\Time for the last resort!\This problem set has questions from the earlier exams.\The one who does the worst is the culprit.\Why do we have to do this?\This is outrageous. response:	Futaro's kind of pushy today.
context: Whatever. Screw your confusing faces.\General exam\Time for the last resort!\This problem set has questions from the earlier exams.\The one who does the worst is the culprit.\Why do we have to do this?\This is outrageous.\Futaro's kind of pushy today. response:	You're stuck now, Futaro-kun.
context: General exam\Time for the last resort!\This problem set has questions from the earlier exams.\The one who does the worst is the culprit.\Why do we have to do this?\This is outrageous.\Futaro's kind of pushy today.\You're stuck now, Futaro-kun. response:	I panicked and kicked you out in a hurry,
context: Time for the last resort!\This problem set has questions from the earlier exams.\The one who does the worst is the culprit.\Why do we have to do this?\This is outrageous.\Futaro's kind of pushy today.\You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry, response:	but that seems to have worked to my advantage.
context: This problem set has questions from the earlier exams.\The one who does the worst is the culprit.\Why do we have to do this?\This is outrageous.\Futaro's kind of pushy today.\You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage. response:	I'd let my guard down on the quiz, but I can do well if I try.
context: The one who does the worst is the culprit.\Why do we have to do this?\This is outrageous.\Futaro's kind of pushy today.\You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try. response:	Sorry, everyone, let's get this over with.
context: Why do we have to do this?\This is outrageous.\Futaro's kind of pushy today.\You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with. response:	Wait...
context: This is outrageous.\Futaro's kind of pushy today.\You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with.\Wait... response:	My handwriting!
context: Futaro's kind of pushy today.\You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with.\Wait...\My handwriting! response:	He's casually going to compare our handwriting.
context: You're stuck now, Futaro-kun.\I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with.\Wait...\My handwriting!\He's casually going to compare our handwriting. response:	Not bad, Futaro-kun.
context: I panicked and kicked you out in a hurry,\but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with.\Wait...\My handwriting!\He's casually going to compare our handwriting.\Not bad, Futaro-kun. response:	Close call.
context: but that seems to have worked to my advantage.\I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with.\Wait...\My handwriting!\He's casually going to compare our handwriting.\Not bad, Futaro-kun.\Close call. response:	I'm the only one who can dry my hair so quickly.
context: I'd let my guard down on the quiz, but I can do well if I try.\Sorry, everyone, let's get this over with.\Wait...\My handwriting!\He's casually going to compare our handwriting.\Not bad, Futaro-kun.\Close call.\I'm the only one who can dry my hair so quickly. response:	I wish I'd had some more time to get dressed, but...
context: Sorry, everyone, let's get this over with.\Wait...\My handwriting!\He's casually going to compare our handwriting.\Not bad, Futaro-kun.\Close call.\I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but... response:	There.
context: Wait...\My handwriting!\He's casually going to compare our handwriting.\Not bad, Futaro-kun.\Close call.\I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but...\There. response:	I'm done first.
context: My handwriting!\He's casually going to compare our handwriting.\Not bad, Futaro-kun.\Close call.\I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but...\There.\I'm done first. response:	You'll fail because you don't pay enough attention to girls.
context: He's casually going to compare our handwriting.\Not bad, Futaro-kun.\Close call.\I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but...\There.\I'm done first.\You'll fail because you don't pay enough attention to girls. response:	So you're the culprit.
context: Not bad, Futaro-kun.\Close call.\I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but...\There.\I'm done first.\You'll fail because you don't pay enough attention to girls.\So you're the culprit. response:	Huh?!
context: Close call.\I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but...\There.\I'm done first.\You'll fail because you don't pay enough attention to girls.\So you're the culprit.\Huh?! response:	How?
context: I'm the only one who can dry my hair so quickly.\I wish I'd had some more time to get dressed, but...\There.\I'm done first.\You'll fail because you don't pay enough attention to girls.\So you're the culprit.\Huh?!\How? response:	I even changed my handwriting!
context: I wish I'd had some more time to get dressed, but...\There.\I'm done first.\You'll fail because you don't pay enough attention to girls.\So you're the culprit.\Huh?!\How?\I even changed my handwriting! response:	Here.
context: There.\I'm done first.\You'll fail because you don't pay enough attention to girls.\So you're the culprit.\Huh?!\How?\I even changed my handwriting!\Here. response:	The way you write the letter b.
context: I'm done first.\You'll fail because you don't pay enough attention to girls.\So you're the culprit.\Huh?!\How?\I even changed my handwriting!\Here.\The way you write the letter b. response:	I remembered you were the only one who writes it cursive.
context: You'll fail because you don't pay enough attention to girls.\So you're the culprit.\Huh?!\How?\I even changed my handwriting!\Here.\The way you write the letter b.\I remembered you were the only one who writes it cursive. response:	I don't know you well enough to tell apart your faces,
context: So you're the culprit.\Huh?!\How?\I even changed my handwriting!\Here.\The way you write the letter b.\I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces, response:	but I've seen your handwriting more often than I'd like.
context: Huh?!\How?\I even changed my handwriting!\Here.\The way you write the letter b.\I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like. response:	You got me!
context: How?\I even changed my handwriting!\Here.\The way you write the letter b.\I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like.\You got me! response:	So...
context: I even changed my handwriting!\Here.\The way you write the letter b.\I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like.\You got me!\So... response:	The rest of us finished, too.
context: Here.\The way you write the letter b.\I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like.\You got me!\So...\The rest of us finished, too. response:	Very well. Let me grade you.
context: The way you write the letter b.\I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like.\You got me!\So...\The rest of us finished, too.\Very well. Let me grade you. response:	Itsuki's so is the same as the culprit.
context: I remembered you were the only one who writes it cursive.\I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like.\You got me!\So...\The rest of us finished, too.\Very well. Let me grade you.\Itsuki's so is the same as the culprit. response:	And Nino's mon radical...
context: I don't know you well enough to tell apart your faces,\but I've seen your handwriting more often than I'd like.\You got me!\So...\The rest of us finished, too.\Very well. Let me grade you.\Itsuki's so is the same as the culprit.\And Nino's mon radical... response:	Miku's four.
context: but I've seen your handwriting more often than I'd like.\You got me!\So...\The rest of us finished, too.\Very well. Let me grade you.\Itsuki's so is the same as the culprit.\And Nino's mon radical...\Miku's four. response:	Yotsuba's kanji suffix.
context: You got me!\So...\The rest of us finished, too.\Very well. Let me grade you.\Itsuki's so is the same as the culprit.\And Nino's mon radical...\Miku's four.\Yotsuba's kanji suffix. response:	They're all the same as the culprit's!
context: So...\The rest of us finished, too.\Very well. Let me grade you.\Itsuki's so is the same as the culprit.\And Nino's mon radical...\Miku's four.\Yotsuba's kanji suffix.\They're all the same as the culprit's! response:	Each one of you failed a quiz!
context: The rest of us finished, too.\Very well. Let me grade you.\Itsuki's so is the same as the culprit.\And Nino's mon radical...\Miku's four.\Yotsuba's kanji suffix.\They're all the same as the culprit's!\Each one of you failed a quiz! response:	Busted.
context: Very well. Let me grade you.\Itsuki's so is the same as the culprit.\And Nino's mon radical...\Miku's four.\Yotsuba's kanji suffix.\They're all the same as the culprit's!\Each one of you failed a quiz!\Busted. response:	What have you done, Ichika?!
context: Itsuki's so is the same as the culprit.\And Nino's mon radical...\Miku's four.\Yotsuba's kanji suffix.\They're all the same as the culprit's!\Each one of you failed a quiz!\Busted.\What have you done, Ichika?! response:	You were supposed to hide them before he got here!
context: And Nino's mon radical...\Miku's four.\Yotsuba's kanji suffix.\They're all the same as the culprit's!\Each one of you failed a quiz!\Busted.\What have you done, Ichika?!\You were supposed to hide them before he got here! response:	Sorry.
context: Miku's four.\Yotsuba's kanji suffix.\They're all the same as the culprit's!\Each one of you failed a quiz!\Busted.\What have you done, Ichika?!\You were supposed to hide them before he got here!\Sorry. response:	I'm in the hospital for a while, and this is what happens?
context: Yotsuba's kanji suffix.\They're all the same as the culprit's!\Each one of you failed a quiz!\Busted.\What have you done, Ichika?!\You were supposed to hide them before he got here!\Sorry.\I'm in the hospital for a while, and this is what happens? response:	I don't know if you're all...
context: They're all the same as the culprit's!\Each one of you failed a quiz!\Busted.\What have you done, Ichika?!\You were supposed to hide them before he got here!\Sorry.\I'm in the hospital for a while, and this is what happens?\I don't know if you're all... response:	Uesugi-kun.
context: Each one of you failed a quiz!\Busted.\What have you done, Ichika?!\You were supposed to hide them before he got here!\Sorry.\I'm in the hospital for a while, and this is what happens?\I don't know if you're all...\Uesugi-kun. response:	The reason you were trying so hard to tell us apart...
context: Busted.\What have you done, Ichika?!\You were supposed to hide them before he got here!\Sorry.\I'm in the hospital for a while, and this is what happens?\I don't know if you're all...\Uesugi-kun.\The reason you were trying so hard to tell us apart... response:	It has something to do with that girl from five years ago you mentioned, right?
context: What have you done, Ichika?!\You were supposed to hide them before he got here!\Sorry.\I'm in the hospital for a while, and this is what happens?\I don't know if you're all...\Uesugi-kun.\The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right? response:	You think it's one of us, don't you?
context: You were supposed to hide them before he got here!\Sorry.\I'm in the hospital for a while, and this is what happens?\I don't know if you're all...\Uesugi-kun.\The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you? response:	Yeah.
context: Sorry.\I'm in the hospital for a while, and this is what happens?\I don't know if you're all...\Uesugi-kun.\The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you?\Yeah. response:	What's the point in buying all of those?
context: I'm in the hospital for a while, and this is what happens?\I don't know if you're all...\Uesugi-kun.\The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you?\Yeah.\What's the point in buying all of those? response:	This is to make me try five times harder.
context: I don't know if you're all...\Uesugi-kun.\The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you?\Yeah.\What's the point in buying all of those?\This is to make me try five times harder. response:	I'm going to become an example for the others.
context: Uesugi-kun.\The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you?\Yeah.\What's the point in buying all of those?\This is to make me try five times harder.\I'm going to become an example for the others. response:	Raise your hand if you met me a long time ago.
