context: Painful Countdown response:	Here.
context: Mister Indian loses!\Mister?\One more time and you'll be punished.\Shut up, alien.\Who knew you were so stupid, Indian?\Right, Misaki-san?\Enoshima!\Specialties! response:	Punishment! Punishment!
context: Mister?\One more time and you'll be punished.\Shut up, alien.\Who knew you were so stupid, Indian?\Right, Misaki-san?\Enoshima!\Specialties!\Punishment! Punishment! response:	Hey, Yuki-san.
context: One more time and you'll be punished.\Shut up, alien.\Who knew you were so stupid, Indian?\Right, Misaki-san?\Enoshima!\Specialties!\Punishment! Punishment!\Hey, Yuki-san. response:	When should I give these to everyone?
context: Shut up, alien.\Who knew you were so stupid, Indian?\Right, Misaki-san?\Enoshima!\Specialties!\Punishment! Punishment!\Hey, Yuki-san.\When should I give these to everyone? response:	Just wait.
context: Who knew you were so stupid, Indian?\Right, Misaki-san?\Enoshima!\Specialties!\Punishment! Punishment!\Hey, Yuki-san.\When should I give these to everyone?\Just wait. response:	I'll tell you when.
context: Right, Misaki-san?\Enoshima!\Specialties!\Punishment! Punishment!\Hey, Yuki-san.\When should I give these to everyone?\Just wait.\I'll tell you when. response:	Natsuki, Tamocchan.
context: Enoshima!\Specialties!\Punishment! Punishment!\Hey, Yuki-san.\When should I give these to everyone?\Just wait.\I'll tell you when.\Natsuki, Tamocchan. response:	Let's take a picture.
context: Specialties!\Punishment! Punishment!\Hey, Yuki-san.\When should I give these to everyone?\Just wait.\I'll tell you when.\Natsuki, Tamocchan.\Let's take a picture. response:	Come on, come on.
context: Punishment! Punishment!\Hey, Yuki-san.\When should I give these to everyone?\Just wait.\I'll tell you when.\Natsuki, Tamocchan.\Let's take a picture.\Come on, come on. response:	Good job, Haru.
context: Hey, Yuki-san.\When should I give these to everyone?\Just wait.\I'll tell you when.\Natsuki, Tamocchan.\Let's take a picture.\Come on, come on.\Good job, Haru. response:	Smile, Onii-chan.
context: When should I give these to everyone?\Just wait.\I'll tell you when.\Natsuki, Tamocchan.\Let's take a picture.\Come on, come on.\Good job, Haru.\Smile, Onii-chan. response:	Um, okay.
context: Just wait.\I'll tell you when.\Natsuki, Tamocchan.\Let's take a picture.\Come on, come on.\Good job, Haru.\Smile, Onii-chan.\Um, okay. response:	You're making a weird face.
context: I'll tell you when.\Natsuki, Tamocchan.\Let's take a picture.\Come on, come on.\Good job, Haru.\Smile, Onii-chan.\Um, okay.\You're making a weird face. response:	Natsuki, how is that a smile?
context: Natsuki, Tamocchan.\Let's take a picture.\Come on, come on.\Good job, Haru.\Smile, Onii-chan.\Um, okay.\You're making a weird face.\Natsuki, how is that a smile? response:	I'm smiling.
context: Let's take a picture.\Come on, come on.\Good job, Haru.\Smile, Onii-chan.\Um, okay.\You're making a weird face.\Natsuki, how is that a smile?\I'm smiling. response:	I know.
context: Come on, come on.\Good job, Haru.\Smile, Onii-chan.\Um, okay.\You're making a weird face.\Natsuki, how is that a smile?\I'm smiling.\I know. response:	I bet you're grumpy because you're the
context: Good job, Haru.\Smile, Onii-chan.\Um, okay.\You're making a weird face.\Natsuki, how is that a smile?\I'm smiling.\I know.\I bet you're grumpy because you're the response:	only one who hasn't caught anything.
context: Smile, Onii-chan.\Um, okay.\You're making a weird face.\Natsuki, how is that a smile?\I'm smiling.\I know.\I bet you're grumpy because you're the\only one who hasn't caught anything. response:	You haven't changed a bit since you were a kid.
context: Um, okay.\You're making a weird face.\Natsuki, how is that a smile?\I'm smiling.\I know.\I bet you're grumpy because you're the\only one who hasn't caught anything.\You haven't changed a bit since you were a kid. response:	It's all right. Natsuki will catch something.
context: You're making a weird face.\Natsuki, how is that a smile?\I'm smiling.\I know.\I bet you're grumpy because you're the\only one who hasn't caught anything.\You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something. response:	They don't call him the Fishing Prince for nothing.
context: Natsuki, how is that a smile?\I'm smiling.\I know.\I bet you're grumpy because you're the\only one who hasn't caught anything.\You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing. response:	That's right.
context: I'm smiling.\I know.\I bet you're grumpy because you're the\only one who hasn't caught anything.\You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing.\That's right. response:	My son's gonna be a bass fishing pro.
context: I know.\I bet you're grumpy because you're the\only one who hasn't caught anything.\You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing.\That's right.\My son's gonna be a bass fishing pro. response:	Thanks to my instruction, of course.
context: I bet you're grumpy because you're the\only one who hasn't caught anything.\You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing.\That's right.\My son's gonna be a bass fishing pro.\Thanks to my instruction, of course. response:	Now.
context: only one who hasn't caught anything.\You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing.\That's right.\My son's gonna be a bass fishing pro.\Thanks to my instruction, of course.\Now. response:	I'll never be a bass pro.
context: You haven't changed a bit since you were a kid.\It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing.\That's right.\My son's gonna be a bass fishing pro.\Thanks to my instruction, of course.\Now.\I'll never be a bass pro. response:	You know I can't catch black bass on Enoshima.
context: It's all right. Natsuki will catch something.\They don't call him the Fishing Prince for nothing.\That's right.\My son's gonna be a bass fishing pro.\Thanks to my instruction, of course.\Now.\I'll never be a bass pro.\You know I can't catch black bass on Enoshima. response:	I can't become a professional here!
context: They don't call him the Fishing Prince for nothing.\That's right.\My son's gonna be a bass fishing pro.\Thanks to my instruction, of course.\Now.\I'll never be a bass pro.\You know I can't catch black bass on Enoshima.\I can't become a professional here! response:	Let's just take a picture.
context: That's right.\My son's gonna be a bass fishing pro.\Thanks to my instruction, of course.\Now.\I'll never be a bass pro.\You know I can't catch black bass on Enoshima.\I can't become a professional here!\Let's just take a picture. response:	Then leave Enoshima!
context: My son's gonna be a bass fishing pro.\Thanks to my instruction, of course.\Now.\I'll never be a bass pro.\You know I can't catch black bass on Enoshima.\I can't become a professional here!\Let's just take a picture.\Then leave Enoshima! response:	I can't do that.
context: Thanks to my instruction, of course.\Now.\I'll never be a bass pro.\You know I can't catch black bass on Enoshima.\I can't become a professional here!\Let's just take a picture.\Then leave Enoshima!\I can't do that. response:	Why not?
context: Now.\I'll never be a bass pro.\You know I can't catch black bass on Enoshima.\I can't become a professional here!\Let's just take a picture.\Then leave Enoshima!\I can't do that.\Why not? response:	If you really want to be a pro, you'll do it!
context: I'll never be a bass pro.\You know I can't catch black bass on Enoshima.\I can't become a professional here!\Let's just take a picture.\Then leave Enoshima!\I can't do that.\Why not?\If you really want to be a pro, you'll do it! response:	What about the store?
context: You know I can't catch black bass on Enoshima.\I can't become a professional here!\Let's just take a picture.\Then leave Enoshima!\I can't do that.\Why not?\If you really want to be a pro, you'll do it!\What about the store? response:	You don't have to take over.
context: I can't become a professional here!\Let's just take a picture.\Then leave Enoshima!\I can't do that.\Why not?\If you really want to be a pro, you'll do it!\What about the store?\You don't have to take over. response:	I've been thinking about converting it into a whitebait carpet place.
context: Let's just take a picture.\Then leave Enoshima!\I can't do that.\Why not?\If you really want to be a pro, you'll do it!\What about the store?\You don't have to take over.\I've been thinking about converting it into a whitebait carpet place. response:	We've all been coming up with ideas and getting ready for it.
context: Then leave Enoshima!\I can't do that.\Why not?\If you really want to be a pro, you'll do it!\What about the store?\You don't have to take over.\I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it. response:	I have my own dream.
context: I can't do that.\Why not?\If you really want to be a pro, you'll do it!\What about the store?\You don't have to take over.\I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it.\I have my own dream. response:	You have your own.
context: Why not?\If you really want to be a pro, you'll do it!\What about the store?\You don't have to take over.\I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it.\I have my own dream.\You have your own. response:	Why wouldn't you tell me something that important?
context: If you really want to be a pro, you'll do it!\What about the store?\You don't have to take over.\I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it.\I have my own dream.\You have your own.\Why wouldn't you tell me something that important? response:	Why didn't you tell me?
context: What about the store?\You don't have to take over.\I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it.\I have my own dream.\You have your own.\Why wouldn't you tell me something that important?\Why didn't you tell me? response:	That store is mine.
context: You don't have to take over.\I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it.\I have my own dream.\You have your own.\Why wouldn't you tell me something that important?\Why didn't you tell me?\That store is mine. response:	You don't have to force yourself to do anything.
context: I've been thinking about converting it into a whitebait carpet place.\We've all been coming up with ideas and getting ready for it.\I have my own dream.\You have your own.\Why wouldn't you tell me something that important?\Why didn't you tell me?\That store is mine.\You don't have to force yourself to do anything. response:	You've got your own life to live.
context: We've all been coming up with ideas and getting ready for it.\I have my own dream.\You have your own.\Why wouldn't you tell me something that important?\Why didn't you tell me?\That store is mine.\You don't have to force yourself to do anything.\You've got your own life to live. response:	But we're family!
context: I have my own dream.\You have your own.\Why wouldn't you tell me something that important?\Why didn't you tell me?\That store is mine.\You don't have to force yourself to do anything.\You've got your own life to live.\But we're family! response:	You're cold!
context: You have your own.\Why wouldn't you tell me something that important?\Why didn't you tell me?\That store is mine.\You don't have to force yourself to do anything.\You've got your own life to live.\But we're family!\You're cold! response:	I really hate that about you.
context: Why wouldn't you tell me something that important?\Why didn't you tell me?\That store is mine.\You don't have to force yourself to do anything.\You've got your own life to live.\But we're family!\You're cold!\I really hate that about you. response:	Hey, come on. No one likes this sort of atmosphere.
context: Why didn't you tell me?\That store is mine.\You don't have to force yourself to do anything.\You've got your own life to live.\But we're family!\You're cold!\I really hate that about you.\Hey, come on. No one likes this sort of atmosphere. response:	Shall we head back?
context: That store is mine.\You don't have to force yourself to do anything.\You've got your own life to live.\But we're family!\You're cold!\I really hate that about you.\Hey, come on. No one likes this sort of atmosphere.\Shall we head back? response:	Watch out! A boat's coming!
context: You don't have to force yourself to do anything.\You've got your own life to live.\But we're family!\You're cold!\I really hate that about you.\Hey, come on. No one likes this sort of atmosphere.\Shall we head back?\Watch out! A boat's coming! response:	Hang on, everyone!
context: You've got your own life to live.\But we're family!\You're cold!\I really hate that about you.\Hey, come on. No one likes this sort of atmosphere.\Shall we head back?\Watch out! A boat's coming!\Hang on, everyone! response:	Nii-chan, is that him?
context: But we're family!\You're cold!\I really hate that about you.\Hey, come on. No one likes this sort of atmosphere.\Shall we head back?\Watch out! A boat's coming!\Hang on, everyone!\Nii-chan, is that him? response:	Sakura!
context: You're cold!\I really hate that about you.\Hey, come on. No one likes this sort of atmosphere.\Shall we head back?\Watch out! A boat's coming!\Hang on, everyone!\Nii-chan, is that him?\Sakura! response:	Grab on, quickly!
context: I really hate that about you.\Hey, come on. No one likes this sort of atmosphere.\Shall we head back?\Watch out! A boat's coming!\Hang on, everyone!\Nii-chan, is that him?\Sakura!\Grab on, quickly! response:	Don't let me down, Seishunmaru.
context: Hey, come on. No one likes this sort of atmosphere.\Shall we head back?\Watch out! A boat's coming!\Hang on, everyone!\Nii-chan, is that him?\Sakura!\Grab on, quickly!\Don't let me down, Seishunmaru. response:	Hard to port!
context: Shall we head back?\Watch out! A boat's coming!\Hang on, everyone!\Nii-chan, is that him?\Sakura!\Grab on, quickly!\Don't let me down, Seishunmaru.\Hard to port! response:	Mom!
context: Watch out! A boat's coming!\Hang on, everyone!\Nii-chan, is that him?\Sakura!\Grab on, quickly!\Don't let me down, Seishunmaru.\Hard to port!\Mom! response:	Sakura!
context: Hang on, everyone!\Nii-chan, is that him?\Sakura!\Grab on, quickly!\Don't let me down, Seishunmaru.\Hard to port!\Mom!\Sakura! response:	Akira.
context: Nii-chan, is that him?\Sakura!\Grab on, quickly!\Don't let me down, Seishunmaru.\Hard to port!\Mom!\Sakura!\Akira. response:	Thanks, Haru.
context: Sakura!\Grab on, quickly!\Don't let me down, Seishunmaru.\Hard to port!\Mom!\Sakura!\Akira.\Thanks, Haru. response:	Are you okay, Sakura?
context: Grab on, quickly!\Don't let me down, Seishunmaru.\Hard to port!\Mom!\Sakura!\Akira.\Thanks, Haru.\Are you okay, Sakura? response:	I'm relieved.
context: Don't let me down, Seishunmaru.\Hard to port!\Mom!\Sakura!\Akira.\Thanks, Haru.\Are you okay, Sakura?\I'm relieved. response:	What's wrong?
context: Hard to port!\Mom!\Sakura!\Akira.\Thanks, Haru.\Are you okay, Sakura?\I'm relieved.\What's wrong? response:	I dropped it.
context: Mom!\Sakura!\Akira.\Thanks, Haru.\Are you okay, Sakura?\I'm relieved.\What's wrong?\I dropped it. response:	I dropped the orange one.
context: Sakura!\Akira.\Thanks, Haru.\Are you okay, Sakura?\I'm relieved.\What's wrong?\I dropped it.\I dropped the orange one. response:	Mom's favorite color.
context: Akira.\Thanks, Haru.\Are you okay, Sakura?\I'm relieved.\What's wrong?\I dropped it.\I dropped the orange one.\Mom's favorite color. response:	It's your fault, Onii-chan!
context: Thanks, Haru.\Are you okay, Sakura?\I'm relieved.\What's wrong?\I dropped it.\I dropped the orange one.\Mom's favorite color.\It's your fault, Onii-chan! response:	It's all your fault!
context: Are you okay, Sakura?\I'm relieved.\What's wrong?\I dropped it.\I dropped the orange one.\Mom's favorite color.\It's your fault, Onii-chan!\It's all your fault! response:	I tried to give you your present,
context: I'm relieved.\What's wrong?\I dropped it.\I dropped the orange one.\Mom's favorite color.\It's your fault, Onii-chan!\It's all your fault!\I tried to give you your present, response:	but you had to fight!
context: What's wrong?\I dropped it.\I dropped the orange one.\Mom's favorite color.\It's your fault, Onii-chan!\It's all your fault!\I tried to give you your present,\but you had to fight! response:	Mom... Mom's gone!
context: I dropped it.\I dropped the orange one.\Mom's favorite color.\It's your fault, Onii-chan!\It's all your fault!\I tried to give you your present,\but you had to fight!\Mom... Mom's gone! response:	Okay. I'll make you a new one.
context: I dropped the orange one.\Mom's favorite color.\It's your fault, Onii-chan!\It's all your fault!\I tried to give you your present,\but you had to fight!\Mom... Mom's gone!\Okay. I'll make you a new one. response:	No! I don't want you to make one!
context: Mom's favorite color.\It's your fault, Onii-chan!\It's all your fault!\I tried to give you your present,\but you had to fight!\Mom... Mom's gone!\Okay. I'll make you a new one.\No! I don't want you to make one! response:	Why can't you get along with Dad?
context: It's your fault, Onii-chan!\It's all your fault!\I tried to give you your present,\but you had to fight!\Mom... Mom's gone!\Okay. I'll make you a new one.\No! I don't want you to make one!\Why can't you get along with Dad? response:	Why won't you smile even though everyone's having fun?
context: It's all your fault!\I tried to give you your present,\but you had to fight!\Mom... Mom's gone!\Okay. I'll make you a new one.\No! I don't want you to make one!\Why can't you get along with Dad?\Why won't you smile even though everyone's having fun? response:	Onii-chan, you're a jerk!
context: I tried to give you your present,\but you had to fight!\Mom... Mom's gone!\Okay. I'll make you a new one.\No! I don't want you to make one!\Why can't you get along with Dad?\Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk! response:	Enough!
context: but you had to fight!\Mom... Mom's gone!\Okay. I'll make you a new one.\No! I don't want you to make one!\Why can't you get along with Dad?\Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk!\Enough! response:	You're a jerk!
context: Mom... Mom's gone!\Okay. I'll make you a new one.\No! I don't want you to make one!\Why can't you get along with Dad?\Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk!\Enough!\You're a jerk! response:	I hate you!
context: Okay. I'll make you a new one.\No! I don't want you to make one!\Why can't you get along with Dad?\Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk!\Enough!\You're a jerk!\I hate you! response:	Do what you want!
context: No! I don't want you to make one!\Why can't you get along with Dad?\Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk!\Enough!\You're a jerk!\I hate you!\Do what you want! response:	What?
context: Why can't you get along with Dad?\Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk!\Enough!\You're a jerk!\I hate you!\Do what you want!\What? response:	Get out of the way!
context: Why won't you smile even though everyone's having fun?\Onii-chan, you're a jerk!\Enough!\You're a jerk!\I hate you!\Do what you want!\What?\Get out of the way! response:	Apologize!
context: Onii-chan, you're a jerk!\Enough!\You're a jerk!\I hate you!\Do what you want!\What?\Get out of the way!\Apologize! response:	Apologize to Sakura-chan!
context: Enough!\You're a jerk!\I hate you!\Do what you want!\What?\Get out of the way!\Apologize!\Apologize to Sakura-chan! response:	Sakura-chan worked really hard to make those for everyone!
context: You're a jerk!\I hate you!\Do what you want!\What?\Get out of the way!\Apologize!\Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone! response:	What would you know?
context: I hate you!\Do what you want!\What?\Get out of the way!\Apologize!\Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone!\What would you know? response:	You don't understand!
context: Do what you want!\What?\Get out of the way!\Apologize!\Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone!\What would you know?\You don't understand! response:	Leave me alone.
context: What?\Get out of the way!\Apologize!\Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone!\What would you know?\You don't understand!\Leave me alone. response:	You've got your own life to live.
context: Get out of the way!\Apologize!\Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone!\What would you know?\You don't understand!\Leave me alone.\You've got your own life to live. response:	But we're family!
context: Apologize!\Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone!\What would you know?\You don't understand!\Leave me alone.\You've got your own life to live.\But we're family! response:	What would you know?
context: Apologize to Sakura-chan!\Sakura-chan worked really hard to make those for everyone!\What would you know?\You don't understand!\Leave me alone.\You've got your own life to live.\But we're family!\What would you know? response:	That day, I fought with my friends for the first time.
context: Sakura-chan worked really hard to make those for everyone!\What would you know?\You don't understand!\Leave me alone.\You've got your own life to live.\But we're family!\What would you know?\That day, I fought with my friends for the first time. response:	Natsuki was right.
context: What would you know?\You don't understand!\Leave me alone.\You've got your own life to live.\But we're family!\What would you know?\That day, I fought with my friends for the first time.\Natsuki was right. response:	I didn't understand.
context: You don't understand!\Leave me alone.\You've got your own life to live.\But we're family!\What would you know?\That day, I fought with my friends for the first time.\Natsuki was right.\I didn't understand. response:	I don't know anything about parents or siblings.
context: Leave me alone.\You've got your own life to live.\But we're family!\What would you know?\That day, I fought with my friends for the first time.\Natsuki was right.\I didn't understand.\I don't know anything about parents or siblings. response:	Where's Sakura?
context: You've got your own life to live.\But we're family!\What would you know?\That day, I fought with my friends for the first time.\Natsuki was right.\I didn't understand.\I don't know anything about parents or siblings.\Where's Sakura? response:	She's not with you?
context: But we're family!\What would you know?\That day, I fought with my friends for the first time.\Natsuki was right.\I didn't understand.\I don't know anything about parents or siblings.\Where's Sakura?\She's not with you? response:	I was so frustrated, I couldn't stand it.
context: What would you know?\That day, I fought with my friends for the first time.\Natsuki was right.\I didn't understand.\I don't know anything about parents or siblings.\Where's Sakura?\She's not with you?\I was so frustrated, I couldn't stand it. response:	He... He... Hel...
context: That day, I fought with my friends for the first time.\Natsuki was right.\I didn't understand.\I don't know anything about parents or siblings.\Where's Sakura?\She's not with you?\I was so frustrated, I couldn't stand it.\He... He... Hel... response:	Misaki-san?
context: Natsuki was right.\I didn't understand.\I don't know anything about parents or siblings.\Where's Sakura?\She's not with you?\I was so frustrated, I couldn't stand it.\He... He... Hel...\Misaki-san? response:	It was...
context: I didn't understand.\I don't know anything about parents or siblings.\Where's Sakura?\She's not with you?\I was so frustrated, I couldn't stand it.\He... He... Hel...\Misaki-san?\It was... response:	Sakura-chan isn't with you, is she?
context: I don't know anything about parents or siblings.\Where's Sakura?\She's not with you?\I was so frustrated, I couldn't stand it.\He... He... Hel...\Misaki-san?\It was...\Sakura-chan isn't with you, is she? response:	We can't find her anywhere!
context: Where's Sakura?\She's not with you?\I was so frustrated, I couldn't stand it.\He... He... Hel...\Misaki-san?\It was...\Sakura-chan isn't with you, is she?\We can't find her anywhere! response:	Sakura-chan's missing?
context: She's not with you?\I was so frustrated, I couldn't stand it.\He... He... Hel...\Misaki-san?\It was...\Sakura-chan isn't with you, is she?\We can't find her anywhere!\Sakura-chan's missing? response:	a long, long night.
context: I was so frustrated, I couldn't stand it.\He... He... Hel...\Misaki-san?\It was...\Sakura-chan isn't with you, is she?\We can't find her anywhere!\Sakura-chan's missing?\a long, long night. response:	And I still didn't know...
context: He... He... Hel...\Misaki-san?\It was...\Sakura-chan isn't with you, is she?\We can't find her anywhere!\Sakura-chan's missing?\a long, long night.\And I still didn't know... response:	what was happening on Enoshima.
context: Misaki-san?\It was...\Sakura-chan isn't with you, is she?\We can't find her anywhere!\Sakura-chan's missing?\a long, long night.\And I still didn't know...\what was happening on Enoshima. response:	Not yet.
context: It was...\Sakura-chan isn't with you, is she?\We can't find her anywhere!\Sakura-chan's missing?\a long, long night.\And I still didn't know...\what was happening on Enoshima.\Not yet. response:	Continued in 8
