context: Sis, please pass the soy sauce. response:	Stand up, then reach out and get it yourself.
context: All right, let's go!\Just for a while. Got that?\Actually... I want some advice about a dog friend of mine.\Dog?\Not me!\And? What of this dog friend of yours?\Well... This dog...\likes this cat. response:	But, a wolf appeared!
context: Just for a while. Got that?\Actually... I want some advice about a dog friend of mine.\Dog?\Not me!\And? What of this dog friend of yours?\Well... This dog...\likes this cat.\But, a wolf appeared! response:	And fell in love at first sight with the cat.
context: Actually... I want some advice about a dog friend of mine.\Dog?\Not me!\And? What of this dog friend of yours?\Well... This dog...\likes this cat.\But, a wolf appeared!\And fell in love at first sight with the cat. response:	Naturally, the dog and wolf fought each time they met.
context: Dog?\Not me!\And? What of this dog friend of yours?\Well... This dog...\likes this cat.\But, a wolf appeared!\And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met. response:	One day, the wolf stole the cat from under the dog.
context: Not me!\And? What of this dog friend of yours?\Well... This dog...\likes this cat.\But, a wolf appeared!\And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog. response:	However...
context: And? What of this dog friend of yours?\Well... This dog...\likes this cat.\But, a wolf appeared!\And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog.\However... response:	demons who hated the wolf appeared.
context: Well... This dog...\likes this cat.\But, a wolf appeared!\And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog.\However...\demons who hated the wolf appeared. response:	And the wolf was hurt badly.
context: likes this cat.\But, a wolf appeared!\And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog.\However...\demons who hated the wolf appeared.\And the wolf was hurt badly. response:	The dog who came to rescue the cat...
context: But, a wolf appeared!\And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog.\However...\demons who hated the wolf appeared.\And the wolf was hurt badly.\The dog who came to rescue the cat... response:	also defeated all the demons...
context: And fell in love at first sight with the cat.\Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog.\However...\demons who hated the wolf appeared.\And the wolf was hurt badly.\The dog who came to rescue the cat...\also defeated all the demons... response:	The dog wanted to punish the injured wolf, too...
context: Naturally, the dog and wolf fought each time they met.\One day, the wolf stole the cat from under the dog.\However...\demons who hated the wolf appeared.\And the wolf was hurt badly.\The dog who came to rescue the cat...\also defeated all the demons...\The dog wanted to punish the injured wolf, too... response:	but the cat protected the wolf and let it escape!
context: One day, the wolf stole the cat from under the dog.\However...\demons who hated the wolf appeared.\And the wolf was hurt badly.\The dog who came to rescue the cat...\also defeated all the demons...\The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape! response:	The cat was only trying to help the injured wolf...
context: However...\demons who hated the wolf appeared.\And the wolf was hurt badly.\The dog who came to rescue the cat...\also defeated all the demons...\The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf... response:	but the dog suspected that the cat had feelings for the wolf!
context: demons who hated the wolf appeared.\And the wolf was hurt badly.\The dog who came to rescue the cat...\also defeated all the demons...\The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf! response:	So the cat got very angry and went back to her homeland.
context: And the wolf was hurt badly.\The dog who came to rescue the cat...\also defeated all the demons...\The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland. response:	So that's the story.
context: The dog who came to rescue the cat...\also defeated all the demons...\The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland.\So that's the story. response:	How can we get the cat and dog to be friends again?
context: also defeated all the demons...\The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland.\So that's the story.\How can we get the cat and dog to be friends again? response:	Hmm... First, the dog must acknowledge his mistake.
context: The dog wanted to punish the injured wolf, too...\but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland.\So that's the story.\How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake. response:	Why?!
context: but the cat protected the wolf and let it escape!\The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland.\So that's the story.\How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake.\Why?! response:	Why are you so upset?
context: The cat was only trying to help the injured wolf...\but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland.\So that's the story.\How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake.\Why?!\Why are you so upset? response:	Isn't this about Shippo's dog friend?
context: but the dog suspected that the cat had feelings for the wolf!\So the cat got very angry and went back to her homeland.\So that's the story.\How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake.\Why?!\Why are you so upset?\Isn't this about Shippo's dog friend? response:	Err... well... continue.
context: So the cat got very angry and went back to her homeland.\So that's the story.\How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake.\Why?!\Why are you so upset?\Isn't this about Shippo's dog friend?\Err... well... continue. response:	Probably, the cat is longing for the dog to come get her.
context: So that's the story.\How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake.\Why?!\Why are you so upset?\Isn't this about Shippo's dog friend?\Err... well... continue.\Probably, the cat is longing for the dog to come get her. response:	The dog and cat have misunderstood each other.
context: How can we get the cat and dog to be friends again?\Hmm... First, the dog must acknowledge his mistake.\Why?!\Why are you so upset?\Isn't this about Shippo's dog friend?\Err... well... continue.\Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other. response:	That's why nothing can be resolved.
context: Hmm... First, the dog must acknowledge his mistake.\Why?!\Why are you so upset?\Isn't this about Shippo's dog friend?\Err... well... continue.\Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other.\That's why nothing can be resolved. response:	First, they have to see each other.
context: Why?!\Why are you so upset?\Isn't this about Shippo's dog friend?\Err... well... continue.\Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other.\That's why nothing can be resolved.\First, they have to see each other. response:	Then they must talk it over well.
context: Why are you so upset?\Isn't this about Shippo's dog friend?\Err... well... continue.\Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other.\That's why nothing can be resolved.\First, they have to see each other.\Then they must talk it over well. response:	That's the fastest solution.
context: Isn't this about Shippo's dog friend?\Err... well... continue.\Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other.\That's why nothing can be resolved.\First, they have to see each other.\Then they must talk it over well.\That's the fastest solution. response:	Sis, how long are you going to stay?
context: Err... well... continue.\Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other.\That's why nothing can be resolved.\First, they have to see each other.\Then they must talk it over well.\That's the fastest solution.\Sis, how long are you going to stay? response:	Why? Can't I stay?
context: Probably, the cat is longing for the dog to come get her.\The dog and cat have misunderstood each other.\That's why nothing can be resolved.\First, they have to see each other.\Then they must talk it over well.\That's the fastest solution.\Sis, how long are you going to stay?\Why? Can't I stay? response:	I'm busy with my studies!
context: The dog and cat have misunderstood each other.\That's why nothing can be resolved.\First, they have to see each other.\Then they must talk it over well.\That's the fastest solution.\Sis, how long are you going to stay?\Why? Can't I stay?\I'm busy with my studies! response:	I can't always be going to the Feudal Era.
context: That's why nothing can be resolved.\First, they have to see each other.\Then they must talk it over well.\That's the fastest solution.\Sis, how long are you going to stay?\Why? Can't I stay?\I'm busy with my studies!\I can't always be going to the Feudal Era. response:	But you always do.
context: First, they have to see each other.\Then they must talk it over well.\That's the fastest solution.\Sis, how long are you going to stay?\Why? Can't I stay?\I'm busy with my studies!\I can't always be going to the Feudal Era.\But you always do. response:	That's because Inuyasha comes to get me.
context: Then they must talk it over well.\That's the fastest solution.\Sis, how long are you going to stay?\Why? Can't I stay?\I'm busy with my studies!\I can't always be going to the Feudal Era.\But you always do.\That's because Inuyasha comes to get me. response:	Maybe he won't come anymore.
context: That's the fastest solution.\Sis, how long are you going to stay?\Why? Can't I stay?\I'm busy with my studies!\I can't always be going to the Feudal Era.\But you always do.\That's because Inuyasha comes to get me.\Maybe he won't come anymore. response:	How can you say that?! Get out of here!
context: Sis, how long are you going to stay?\Why? Can't I stay?\I'm busy with my studies!\I can't always be going to the Feudal Era.\But you always do.\That's because Inuyasha comes to get me.\Maybe he won't come anymore.\How can you say that?! Get out of here! response:	You're always so angry, that's why he won't come!
context: Why? Can't I stay?\I'm busy with my studies!\I can't always be going to the Feudal Era.\But you always do.\That's because Inuyasha comes to get me.\Maybe he won't come anymore.\How can you say that?! Get out of here!\You're always so angry, that's why he won't come! response:	Because I'm always angry...
context: I'm busy with my studies!\I can't always be going to the Feudal Era.\But you always do.\That's because Inuyasha comes to get me.\Maybe he won't come anymore.\How can you say that?! Get out of here!\You're always so angry, that's why he won't come!\Because I'm always angry... response:	I'll just get up early and study. I can't concentrate.
context: I can't always be going to the Feudal Era.\But you always do.\That's because Inuyasha comes to get me.\Maybe he won't come anymore.\How can you say that?! Get out of here!\You're always so angry, that's why he won't come!\Because I'm always angry...\I'll just get up early and study. I can't concentrate. response:	The bedding feels so good!
context: But you always do.\That's because Inuyasha comes to get me.\Maybe he won't come anymore.\How can you say that?! Get out of here!\You're always so angry, that's why he won't come!\Because I'm always angry...\I'll just get up early and study. I can't concentrate.\The bedding feels so good! response:	I can't sleep like this over there.
context: That's because Inuyasha comes to get me.\Maybe he won't come anymore.\How can you say that?! Get out of here!\You're always so angry, that's why he won't come!\Because I'm always angry...\I'll just get up early and study. I can't concentrate.\The bedding feels so good!\I can't sleep like this over there. response:	I sort of can...
context: Maybe he won't come anymore.\How can you say that?! Get out of here!\You're always so angry, that's why he won't come!\Because I'm always angry...\I'll just get up early and study. I can't concentrate.\The bedding feels so good!\I can't sleep like this over there.\I sort of can... response:	Inuyasha watches over me.
context: How can you say that?! Get out of here!\You're always so angry, that's why he won't come!\Because I'm always angry...\I'll just get up early and study. I can't concentrate.\The bedding feels so good!\I can't sleep like this over there.\I sort of can...\Inuyasha watches over me. response:	I wonder what he's doing now.
context: You're always so angry, that's why he won't come!\Because I'm always angry...\I'll just get up early and study. I can't concentrate.\The bedding feels so good!\I can't sleep like this over there.\I sort of can...\Inuyasha watches over me.\I wonder what he's doing now. response:	Shucks! She's asleep.
context: Because I'm always angry...\I'll just get up early and study. I can't concentrate.\The bedding feels so good!\I can't sleep like this over there.\I sort of can...\Inuyasha watches over me.\I wonder what he's doing now.\Shucks! She's asleep. response:	Inuyasha...
context: I'll just get up early and study. I can't concentrate.\The bedding feels so good!\I can't sleep like this over there.\I sort of can...\Inuyasha watches over me.\I wonder what he's doing now.\Shucks! She's asleep.\Inuyasha... response:	She's talking in her sleep. Is she dreaming about me?
context: The bedding feels so good!\I can't sleep like this over there.\I sort of can...\Inuyasha watches over me.\I wonder what he's doing now.\Shucks! She's asleep.\Inuyasha...\She's talking in her sleep. Is she dreaming about me? response:	Sit!
context: I can't sleep like this over there.\I sort of can...\Inuyasha watches over me.\I wonder what he's doing now.\Shucks! She's asleep.\Inuyasha...\She's talking in her sleep. Is she dreaming about me?\Sit! response:	This woman! What is she dreaming?!
context: I sort of can...\Inuyasha watches over me.\I wonder what he's doing now.\Shucks! She's asleep.\Inuyasha...\She's talking in her sleep. Is she dreaming about me?\Sit!\This woman! What is she dreaming?! response:	Just remember this!
context: Inuyasha watches over me.\I wonder what he's doing now.\Shucks! She's asleep.\Inuyasha...\She's talking in her sleep. Is she dreaming about me?\Sit!\This woman! What is she dreaming?!\Just remember this! response:	My alarm clock is gone.
context: I wonder what he's doing now.\Shucks! She's asleep.\Inuyasha...\She's talking in her sleep. Is she dreaming about me?\Sit!\This woman! What is she dreaming?!\Just remember this!\My alarm clock is gone. response:	Could it have been Inuyasha...?
context: Shucks! She's asleep.\Inuyasha...\She's talking in her sleep. Is she dreaming about me?\Sit!\This woman! What is she dreaming?!\Just remember this!\My alarm clock is gone.\Could it have been Inuyasha...? response:	He was here.
context: Inuyasha...\She's talking in her sleep. Is she dreaming about me?\Sit!\This woman! What is she dreaming?!\Just remember this!\My alarm clock is gone.\Could it have been Inuyasha...?\He was here. response:	Something urgent came up?
context: She's talking in her sleep. Is she dreaming about me?\Sit!\This woman! What is she dreaming?!\Just remember this!\My alarm clock is gone.\Could it have been Inuyasha...?\He was here.\Something urgent came up? response:	Err... so I won't be able to go to the movies on Saturday.
context: Sit!\This woman! What is she dreaming?!\Just remember this!\My alarm clock is gone.\Could it have been Inuyasha...?\He was here.\Something urgent came up?\Err... so I won't be able to go to the movies on Saturday. response:	I'm sorry.
context: This woman! What is she dreaming?!\Just remember this!\My alarm clock is gone.\Could it have been Inuyasha...?\He was here.\Something urgent came up?\Err... so I won't be able to go to the movies on Saturday.\I'm sorry. response:	I see...
context: Just remember this!\My alarm clock is gone.\Could it have been Inuyasha...?\He was here.\Something urgent came up?\Err... so I won't be able to go to the movies on Saturday.\I'm sorry.\I see... response:	But really... don't mind me.
context: My alarm clock is gone.\Could it have been Inuyasha...?\He was here.\Something urgent came up?\Err... so I won't be able to go to the movies on Saturday.\I'm sorry.\I see...\But really... don't mind me. response:	You can take that seventh grader.
context: Could it have been Inuyasha...?\He was here.\Something urgent came up?\Err... so I won't be able to go to the movies on Saturday.\I'm sorry.\I see...\But really... don't mind me.\You can take that seventh grader. response:	That girl... I think she likes you.
context: He was here.\Something urgent came up?\Err... so I won't be able to go to the movies on Saturday.\I'm sorry.\I see...\But really... don't mind me.\You can take that seventh grader.\That girl... I think she likes you. response:	Higurashi!
context: Something urgent came up?\Err... so I won't be able to go to the movies on Saturday.\I'm sorry.\I see...\But really... don't mind me.\You can take that seventh grader.\That girl... I think she likes you.\Higurashi! response:	So silly! Is that what you're worried about?
context: Err... so I won't be able to go to the movies on Saturday.\I'm sorry.\I see...\But really... don't mind me.\You can take that seventh grader.\That girl... I think she likes you.\Higurashi!\So silly! Is that what you're worried about? response:	I don't intend to see anyone else.
context: I'm sorry.\I see...\But really... don't mind me.\You can take that seventh grader.\That girl... I think she likes you.\Higurashi!\So silly! Is that what you're worried about?\I don't intend to see anyone else. response:	I see... but I'm kinda happy.
context: I see...\But really... don't mind me.\You can take that seventh grader.\That girl... I think she likes you.\Higurashi!\So silly! Is that what you're worried about?\I don't intend to see anyone else.\I see... but I'm kinda happy. response:	Higurashi, you were jealous, huh?
context: But really... don't mind me.\You can take that seventh grader.\That girl... I think she likes you.\Higurashi!\So silly! Is that what you're worried about?\I don't intend to see anyone else.\I see... but I'm kinda happy.\Higurashi, you were jealous, huh? response:	Err... no...
context: You can take that seventh grader.\That girl... I think she likes you.\Higurashi!\So silly! Is that what you're worried about?\I don't intend to see anyone else.\I see... but I'm kinda happy.\Higurashi, you were jealous, huh?\Err... no... response:	I'll ask you again!'Bye!
context: That girl... I think she likes you.\Higurashi!\So silly! Is that what you're worried about?\I don't intend to see anyone else.\I see... but I'm kinda happy.\Higurashi, you were jealous, huh?\Err... no...\I'll ask you again!'Bye! response:	Hojo, you're so resilient!
context: Higurashi!\So silly! Is that what you're worried about?\I don't intend to see anyone else.\I see... but I'm kinda happy.\Higurashi, you were jealous, huh?\Err... no...\I'll ask you again!'Bye!\Hojo, you're so resilient! response:	I wish Inuyasha had your confidence.
context: So silly! Is that what you're worried about?\I don't intend to see anyone else.\I see... but I'm kinda happy.\Higurashi, you were jealous, huh?\Err... no...\I'll ask you again!'Bye!\Hojo, you're so resilient!\I wish Inuyasha had your confidence. response:	K-Kagome...
context: I don't intend to see anyone else.\I see... but I'm kinda happy.\Higurashi, you were jealous, huh?\Err... no...\I'll ask you again!'Bye!\Hojo, you're so resilient!\I wish Inuyasha had your confidence.\K-Kagome... response:	I came back.
context: I see... but I'm kinda happy.\Higurashi, you were jealous, huh?\Err... no...\I'll ask you again!'Bye!\Hojo, you're so resilient!\I wish Inuyasha had your confidence.\K-Kagome...\I came back. response:	Inuyasha won't apologize.
context: Higurashi, you were jealous, huh?\Err... no...\I'll ask you again!'Bye!\Hojo, you're so resilient!\I wish Inuyasha had your confidence.\K-Kagome...\I came back.\Inuyasha won't apologize. response:	If I say it first, then everything will be all right.
context: Err... no...\I'll ask you again!'Bye!\Hojo, you're so resilient!\I wish Inuyasha had your confidence.\K-Kagome...\I came back.\Inuyasha won't apologize.\If I say it first, then everything will be all right. response:	Say, Inuyasha.
context: I'll ask you again!'Bye!\Hojo, you're so resilient!\I wish Inuyasha had your confidence.\K-Kagome...\I came back.\Inuyasha won't apologize.\If I say it first, then everything will be all right.\Say, Inuyasha. response:	Sorry.
context: Hojo, you're so resilient!\I wish Inuyasha had your confidence.\K-Kagome...\I came back.\Inuyasha won't apologize.\If I say it first, then everything will be all right.\Say, Inuyasha.\Sorry. response:	Why're you looking like that?
context: I wish Inuyasha had your confidence.\K-Kagome...\I came back.\Inuyasha won't apologize.\If I say it first, then everything will be all right.\Say, Inuyasha.\Sorry.\Why're you looking like that? response:	You're still angry, right?
context: K-Kagome...\I came back.\Inuyasha won't apologize.\If I say it first, then everything will be all right.\Say, Inuyasha.\Sorry.\Why're you looking like that?\You're still angry, right? response:	Uh... no... not anymore.
context: I came back.\Inuyasha won't apologize.\If I say it first, then everything will be all right.\Say, Inuyasha.\Sorry.\Why're you looking like that?\You're still angry, right?\Uh... no... not anymore. response:	I'm sorta glad that you apologized so graciously.
context: Inuyasha won't apologize.\If I say it first, then everything will be all right.\Say, Inuyasha.\Sorry.\Why're you looking like that?\You're still angry, right?\Uh... no... not anymore.\I'm sorta glad that you apologized so graciously. response:	Oh... you sure?
context: If I say it first, then everything will be all right.\Say, Inuyasha.\Sorry.\Why're you looking like that?\You're still angry, right?\Uh... no... not anymore.\I'm sorta glad that you apologized so graciously.\Oh... you sure? response:	You apologized about breaking this clock?
context: Say, Inuyasha.\Sorry.\Why're you looking like that?\You're still angry, right?\Uh... no... not anymore.\I'm sorta glad that you apologized so graciously.\Oh... you sure?\You apologized about breaking this clock? response:	What else is there to apologize for?
context: Sorry.\Why're you looking like that?\You're still angry, right?\Uh... no... not anymore.\I'm sorta glad that you apologized so graciously.\Oh... you sure?\You apologized about breaking this clock?\What else is there to apologize for? response:	You are soo!
context: Why're you looking like that?\You're still angry, right?\Uh... no... not anymore.\I'm sorta glad that you apologized so graciously.\Oh... you sure?\You apologized about breaking this clock?\What else is there to apologize for?\You are soo! response:	- Kagome! - Kagome!
context: You're still angry, right?\Uh... no... not anymore.\I'm sorta glad that you apologized so graciously.\Oh... you sure?\You apologized about breaking this clock?\What else is there to apologize for?\You are soo!\- Kagome! - Kagome! response:	Please calm down.
context: Uh... no... not anymore.\I'm sorta glad that you apologized so graciously.\Oh... you sure?\You apologized about breaking this clock?\What else is there to apologize for?\You are soo!\- Kagome! - Kagome!\Please calm down. response:	W-what're you doing?!
context: I'm sorta glad that you apologized so graciously.\Oh... you sure?\You apologized about breaking this clock?\What else is there to apologize for?\You are soo!\- Kagome! - Kagome!\Please calm down.\W-what're you doing?! response:	Inuyasha is truly repentant!
context: Oh... you sure?\You apologized about breaking this clock?\What else is there to apologize for?\You are soo!\- Kagome! - Kagome!\Please calm down.\W-what're you doing?!\Inuyasha is truly repentant! response:	He went to get you twice.
context: You apologized about breaking this clock?\What else is there to apologize for?\You are soo!\- Kagome! - Kagome!\Please calm down.\W-what're you doing?!\Inuyasha is truly repentant!\He went to get you twice. response:	And since you left, all he's done is sigh.
context: What else is there to apologize for?\You are soo!\- Kagome! - Kagome!\Please calm down.\W-what're you doing?!\Inuyasha is truly repentant!\He went to get you twice.\And since you left, all he's done is sigh. response:	Two times?
context: You are soo!\- Kagome! - Kagome!\Please calm down.\W-what're you doing?!\Inuyasha is truly repentant!\He went to get you twice.\And since you left, all he's done is sigh.\Two times? response:	'Nuff already!
context: - Kagome! - Kagome!\Please calm down.\W-what're you doing?!\Inuyasha is truly repentant!\He went to get you twice.\And since you left, all he's done is sigh.\Two times?\'Nuff already! response:	And you guys!
context: Please calm down.\W-what're you doing?!\Inuyasha is truly repentant!\He went to get you twice.\And since you left, all he's done is sigh.\Two times?\'Nuff already!\And you guys! response:	How do you know I went over there?!
context: W-what're you doing?!\Inuyasha is truly repentant!\He went to get you twice.\And since you left, all he's done is sigh.\Two times?\'Nuff already!\And you guys!\How do you know I went over there?! response:	Well...
context: Inuyasha is truly repentant!\He went to get you twice.\And since you left, all he's done is sigh.\Two times?\'Nuff already!\And you guys!\How do you know I went over there?!\Well... response:	Look, she came back. Just apologize nicely.
context: He went to get you twice.\And since you left, all he's done is sigh.\Two times?\'Nuff already!\And you guys!\How do you know I went over there?!\Well...\Look, she came back. Just apologize nicely. response:	Shaddup!
context: And since you left, all he's done is sigh.\Two times?\'Nuff already!\And you guys!\How do you know I went over there?!\Well...\Look, she came back. Just apologize nicely.\Shaddup! response:	Stop!
context: Two times?\'Nuff already!\And you guys!\How do you know I went over there?!\Well...\Look, she came back. Just apologize nicely.\Shaddup!\Stop! response:	Forgive us, Inuyasha!
context: 'Nuff already!\And you guys!\How do you know I went over there?!\Well...\Look, she came back. Just apologize nicely.\Shaddup!\Stop!\Forgive us, Inuyasha! response:	No way!
context: And you guys!\How do you know I went over there?!\Well...\Look, she came back. Just apologize nicely.\Shaddup!\Stop!\Forgive us, Inuyasha!\No way! response:	We were just worried about you!
context: How do you know I went over there?!\Well...\Look, she came back. Just apologize nicely.\Shaddup!\Stop!\Forgive us, Inuyasha!\No way!\We were just worried about you! response:	None of your business, stupid!
context: Well...\Look, she came back. Just apologize nicely.\Shaddup!\Stop!\Forgive us, Inuyasha!\No way!\We were just worried about you!\None of your business, stupid! response:	We were worried!
context: Look, she came back. Just apologize nicely.\Shaddup!\Stop!\Forgive us, Inuyasha!\No way!\We were just worried about you!\None of your business, stupid!\We were worried! response:	Forgive him.
context: Shaddup!\Stop!\Forgive us, Inuyasha!\No way!\We were just worried about you!\None of your business, stupid!\We were worried!\Forgive him. response:	He's so excited. He's happy that you've returned, Kagome.
context: Stop!\Forgive us, Inuyasha!\No way!\We were just worried about you!\None of your business, stupid!\We were worried!\Forgive him.\He's so excited. He's happy that you've returned, Kagome. response:	- I'm not wrong! - This calls for Wind Tunnel!
context: Forgive us, Inuyasha!\No way!\We were just worried about you!\None of your business, stupid!\We were worried!\Forgive him.\He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel! response:	Try to suck me in!
context: No way!\We were just worried about you!\None of your business, stupid!\We were worried!\Forgive him.\He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in! response:	I feel the wind... A ghostly wind.
context: We were just worried about you!\None of your business, stupid!\We were worried!\Forgive him.\He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in!\I feel the wind... A ghostly wind. response:	The wind suddenly turns into fangs...
context: None of your business, stupid!\We were worried!\Forgive him.\He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in!\I feel the wind... A ghostly wind.\The wind suddenly turns into fangs... response:	slicing through anything and everything.
context: We were worried!\Forgive him.\He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in!\I feel the wind... A ghostly wind.\The wind suddenly turns into fangs...\slicing through anything and everything. response:	At Naraku's castle, we come upon...
context: Forgive him.\He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in!\I feel the wind... A ghostly wind.\The wind suddenly turns into fangs...\slicing through anything and everything.\At Naraku's castle, we come upon... response:	a mountain of corpses of Koga's Wolf-Demon Tribe.
context: He's so excited. He's happy that you've returned, Kagome.\- I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in!\I feel the wind... A ghostly wind.\The wind suddenly turns into fangs...\slicing through anything and everything.\At Naraku's castle, we come upon...\a mountain of corpses of Koga's Wolf-Demon Tribe. response:	The wolf pack rise up and attack Inuyasha!
context: - I'm not wrong! - This calls for Wind Tunnel!\Try to suck me in!\I feel the wind... A ghostly wind.\The wind suddenly turns into fangs...\slicing through anything and everything.\At Naraku's castle, we come upon...\a mountain of corpses of Koga's Wolf-Demon Tribe.\The wolf pack rise up and attack Inuyasha! response:	Stop, Koga!
context: Try to suck me in!\I feel the wind... A ghostly wind.\The wind suddenly turns into fangs...\slicing through anything and everything.\At Naraku's castle, we come upon...\a mountain of corpses of Koga's Wolf-Demon Tribe.\The wolf pack rise up and attack Inuyasha!\Stop, Koga! response:	It's a trap!
context: I feel the wind... A ghostly wind.\The wind suddenly turns into fangs...\slicing through anything and everything.\At Naraku's castle, we come upon...\a mountain of corpses of Koga's Wolf-Demon Tribe.\The wolf pack rise up and attack Inuyasha!\Stop, Koga!\It's a trap! response:	It wasn't Inuyasha who killed your friends!
context: The wind suddenly turns into fangs...\slicing through anything and everything.\At Naraku's castle, we come upon...\a mountain of corpses of Koga's Wolf-Demon Tribe.\The wolf pack rise up and attack Inuyasha!\Stop, Koga!\It's a trap!\It wasn't Inuyasha who killed your friends! response:	Next on Inuyasha: Trapped In A Duel To The Death!
context: slicing through anything and everything.\At Naraku's castle, we come upon...\a mountain of corpses of Koga's Wolf-Demon Tribe.\The wolf pack rise up and attack Inuyasha!\Stop, Koga!\It's a trap!\It wasn't Inuyasha who killed your friends!\Next on Inuyasha: Trapped In A Duel To The Death! response:	Don't miss it!
