context: You like him... response:	And it's perfect.
context: But I wasn't able to make up my mind.\But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore.\And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by.\Let's put an end to all the crying and worrying. response:	When two people are together, aren't you supposed to have more fun than when you're alone?
context: But about one month ago, one of my old friends gave me a call.\I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore.\And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by.\Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone? response:	Are we moving to Tokyo?
context: I think you remember her. You know, that lady who used to be my hair stylist?\I can't leave you like this anymore.\And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by.\Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo? response:	I want to protect you, Takahashi!
context: I can't leave you like this anymore.\And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by.\Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo?\I want to protect you, Takahashi! response:	Every night before falling asleep, I wish for my dream to come true.
context: And she asked if I could come help her with her work.\Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by.\Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo?\I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true. response:	And each morning manages to be different.
context: Finding employment at my age was one of my big worries, so I thought this might be my chance.\And I don't want to let it pass me by.\Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo?\I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different. response:	And I still can't see the future.
context: And I don't want to let it pass me by.\Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo?\I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different.\And I still can't see the future. response:	Shizuka na ame ga furu
context: Let's put an end to all the crying and worrying.\When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo?\I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different.\And I still can't see the future.\Shizuka na ame ga furu response:	Sukoshi tsumetai ame
context: When two people are together, aren't you supposed to have more fun than when you're alone?\Are we moving to Tokyo?\I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different.\And I still can't see the future.\Shizuka na ame ga furu\Sukoshi tsumetai ame response:	Atattaneai tsudzuketeru
context: Are we moving to Tokyo?\I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different.\And I still can't see the future.\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru response:	Kono kokoro wo hiyasu you ni
context: I want to protect you, Takahashi!\Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different.\And I still can't see the future.\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni response:	Itsumo kimi wo mitsuketeita
context: Every night before falling asleep, I wish for my dream to come true.\And each morning manages to be different.\And I still can't see the future.\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita response:	Yasashiii ushirosugata mawari iku kono omoi
context: And each morning manages to be different.\And I still can't see the future.\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi response:	Doko he mukau no
context: And I still can't see the future.\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no response:	Kimi ga mitsumeru saki ni wa
context: Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa response:	Nani ga aru darou
context: Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou response:	Bokura wa hitahashiru
context: Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru response:	Todokisou de todokanai
context: Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai response:	Sono kyori de
context: Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de response:	Shizuka ni ame ga furu
context: Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu response:	Sukoshi tsumetai ame
context: Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame response:	Hirogaritsudzuketeru
context: Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru response:	Kono kokoro wo nademeru you ni
context: Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni response:	Itsumo kimi wo mitsumeteiru
context: Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru response:	Kawaii ushirosugata mawari iku kono omoi
context: Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi response:	Doko ni mukau no
context: Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no response:	Boku ga motomeru saki ni wa
context: Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomeru saki ni wa response:	Nani ga matsu darou
context: Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomeru saki ni wa\Nani ga matsu darou response:	Bokura wa hitahashiru
context: Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomeru saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru response:	Oitsukesou de oitsukanai
context: Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomeru saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai response:	Sono kyori de
context: Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomeru saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de response:	Bokura wa hitahashiru
context: Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomeru saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru response:	Todokisou de todokanai
context: Doko ni mukau no\Boku ga motomeru saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai response:	Sono kyori de
context: Boku ga motomeru saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de response:	Sono kyori de
context: Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de response:	Sono kyori de
context: Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de response:	Sono kyori de
context: Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Sono kyori de response:	A silent rain falls.
context: Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Sono kyori de\A silent rain falls. response:	A slightly chilly rain.
context: Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Sono kyori de\A silent rain falls.\A slightly chilly rain. response:	But it continues to fall, without actually hitting me
context: Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Sono kyori de\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me response:	as if it's trying to freeze my heart instead.
context: Sono kyori de\Sono kyori de\Sono kyori de\Sono kyori de\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead. response:	I've always found your gentle back
context: Sono kyori de\Sono kyori de\Sono kyori de\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back response:	on any day, but where do my
context: Sono kyori de\Sono kyori de\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my response:	winding feelings point?
context: Sono kyori de\A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point? response:	I wonder what you see
context: A silent rain falls.\A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see response:	before you?
context: A slightly chilly rain.\But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you? response:	We keep on running
context: But it continues to fall, without actually hitting me\as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running response:	and we seem like we're going to reach, but don't.
context: as if it's trying to freeze my heart instead.\I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't. response:	At that distance away from you.
context: I've always found your gentle back\on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you. response:	Rain will fall again someday.
context: on any day, but where do my\winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday. response:	A slightly lonely rain
context: winding feelings point?\I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain response:	will pour all around and spread
context: I wonder what you see\before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread response:	as if it's meant to soothe my heart.
context: before you?\We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart. response:	I'm always looking at your cute back
context: We keep on running\and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back response:	but these winding feelings
context: and we seem like we're going to reach, but don't.\At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings response:	point me in the other direction.
context: At that distance away from you.\Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction. response:	What am I waiting for
context: Rain will fall again someday.\A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for response:	at the end of my search?
context: A slightly lonely rain\will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search? response:	We keep on running
context: will pour all around and spread\as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running response:	and we seem like we're going to catch up, but don't.
context: as if it's meant to soothe my heart.\I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to catch up, but don't. response:	At that distance away from you.
context: I'm always looking at your cute back\but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you. response:	We keep on running
context: but these winding feelings\point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\We keep on running response:	and we seem like we're going to catch up, but don't.
context: point me in the other direction.\What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to catch up, but don't. response:	At that distance away from you.
context: What am I waiting for\at the end of my search?\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you. response:	At that distance away from you.
context: at the end of my search?\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\At that distance away from you. response:	At that distance away from you.
context: We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you. response:	At that distance away from you.
context: and we seem like we're going to catch up, but don't.\At that distance away from you.\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\At that distance away from you. response:	Episode 23 Preview...
context: At that distance away from you.\We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 23 Preview... response:	I might not be the right girl for Yano after all...
context: We keep on running\and we seem like we're going to catch up, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 23 Preview...\I might not be the right girl for Yano after all... response:	I can't understand his feelings at all.
context: and we seem like we're going to catch up, but don't.\At that distance away from you.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 23 Preview...\I might not be the right girl for Yano after all...\I can't understand his feelings at all. response:	Why can't we do something so easy...?
context: At that distance away from you.\At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 23 Preview...\I might not be the right girl for Yano after all...\I can't understand his feelings at all.\Why can't we do something so easy...? response:	I'm sorry. I take back the words I said two years ago...
context: At that distance away from you.\At that distance away from you.\At that distance away from you.\Episode 23 Preview...\I might not be the right girl for Yano after all...\I can't understand his feelings at all.\Why can't we do something so easy...?\I'm sorry. I take back the words I said two years ago... response:	That was still the worst thing you could've done.
