context: So you've brought her. response:	K-Kagome...
context: And didn't we come here because of that?\Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier.\But...\No way can Inuyasha kill the half-demon.\She's just a little girl. response:	Mommy...
context: Kill a half-demon who guards a strong barrier...\and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier.\But...\No way can Inuyasha kill the half-demon.\She's just a little girl.\Mommy... response:	I want to see you.
context: and let Tetsusaiga absorb his blood.\Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier.\But...\No way can Inuyasha kill the half-demon.\She's just a little girl.\Mommy...\I want to see you. response:	If only Father were alive...
context: Then Tetsusaiga would grow in power\and be able to break through Naraku's barrier.\But...\No way can Inuyasha kill the half-demon.\She's just a little girl.\Mommy...\I want to see you.\If only Father were alive... response:	Why did he have to die?
context: and be able to break through Naraku's barrier.\But...\No way can Inuyasha kill the half-demon.\She's just a little girl.\Mommy...\I want to see you.\If only Father were alive...\Why did he have to die? response:	I guess she misses her mother.
context: But...\No way can Inuyasha kill the half-demon.\She's just a little girl.\Mommy...\I want to see you.\If only Father were alive...\Why did he have to die?\I guess she misses her mother. response:	If this keeps up, there's no telling when she'll ask to go back to the village.
context: No way can Inuyasha kill the half-demon.\She's just a little girl.\Mommy...\I want to see you.\If only Father were alive...\Why did he have to die?\I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village. response:	Then... I will make them disappear...
context: She's just a little girl.\Mommy...\I want to see you.\If only Father were alive...\Why did he have to die?\I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear... response:	Your village and your mother!
context: Mommy...\I want to see you.\If only Father were alive...\Why did he have to die?\I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear...\Your village and your mother! response:	Huh?
context: I want to see you.\If only Father were alive...\Why did he have to die?\I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear...\Your village and your mother!\Huh? response:	Half-demon?
context: If only Father were alive...\Why did he have to die?\I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear...\Your village and your mother!\Huh?\Half-demon? response:	Mother... What is a half-demon?
context: Why did he have to die?\I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear...\Your village and your mother!\Huh?\Half-demon?\Mother... What is a half-demon? response:	Inuyasha...
context: I guess she misses her mother.\If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear...\Your village and your mother!\Huh?\Half-demon?\Mother... What is a half-demon?\Inuyasha... response:	Huh?!
context: If this keeps up, there's no telling when she'll ask to go back to the village.\Then... I will make them disappear...\Your village and your mother!\Huh?\Half-demon?\Mother... What is a half-demon?\Inuyasha...\Huh?! response:	It's you, Kagome.
context: Then... I will make them disappear...\Your village and your mother!\Huh?\Half-demon?\Mother... What is a half-demon?\Inuyasha...\Huh?!\It's you, Kagome. response:	Thinking about Shiori?
context: Your village and your mother!\Huh?\Half-demon?\Mother... What is a half-demon?\Inuyasha...\Huh?!\It's you, Kagome.\Thinking about Shiori? response:	Not only that.
context: Huh?\Half-demon?\Mother... What is a half-demon?\Inuyasha...\Huh?!\It's you, Kagome.\Thinking about Shiori?\Not only that. response:	You're so kind, Inuyasha.
context: Half-demon?\Mother... What is a half-demon?\Inuyasha...\Huh?!\It's you, Kagome.\Thinking about Shiori?\Not only that.\You're so kind, Inuyasha. response:	Stupid! I'm not!
context: Mother... What is a half-demon?\Inuyasha...\Huh?!\It's you, Kagome.\Thinking about Shiori?\Not only that.\You're so kind, Inuyasha.\Stupid! I'm not! response:	It must've been hard for you...
context: Inuyasha...\Huh?!\It's you, Kagome.\Thinking about Shiori?\Not only that.\You're so kind, Inuyasha.\Stupid! I'm not!\It must've been hard for you... response:	I probably couldn't imagine the hardship...
context: Huh?!\It's you, Kagome.\Thinking about Shiori?\Not only that.\You're so kind, Inuyasha.\Stupid! I'm not!\It must've been hard for you...\I probably couldn't imagine the hardship... response:	But you know, Inuyasha?
context: It's you, Kagome.\Thinking about Shiori?\Not only that.\You're so kind, Inuyasha.\Stupid! I'm not!\It must've been hard for you...\I probably couldn't imagine the hardship...\But you know, Inuyasha? response:	No, not only me...
context: Thinking about Shiori?\Not only that.\You're so kind, Inuyasha.\Stupid! I'm not!\It must've been hard for you...\I probably couldn't imagine the hardship...\But you know, Inuyasha?\No, not only me... response:	But even Miroku, Sango, Shippo and Myoga...
context: Not only that.\You're so kind, Inuyasha.\Stupid! I'm not!\It must've been hard for you...\I probably couldn't imagine the hardship...\But you know, Inuyasha?\No, not only me...\But even Miroku, Sango, Shippo and Myoga... response:	I know.
context: You're so kind, Inuyasha.\Stupid! I'm not!\It must've been hard for you...\I probably couldn't imagine the hardship...\But you know, Inuyasha?\No, not only me...\But even Miroku, Sango, Shippo and Myoga...\I know. response:	Good boy!
context: Stupid! I'm not!\It must've been hard for you...\I probably couldn't imagine the hardship...\But you know, Inuyasha?\No, not only me...\But even Miroku, Sango, Shippo and Myoga...\I know.\Good boy! response:	Oww! Don't treat me like a dog!
context: It must've been hard for you...\I probably couldn't imagine the hardship...\But you know, Inuyasha?\No, not only me...\But even Miroku, Sango, Shippo and Myoga...\I know.\Good boy!\Oww! Don't treat me like a dog! response:	Huh?!
context: I probably couldn't imagine the hardship...\But you know, Inuyasha?\No, not only me...\But even Miroku, Sango, Shippo and Myoga...\I know.\Good boy!\Oww! Don't treat me like a dog!\Huh?! response:	What's the matter?
context: But you know, Inuyasha?\No, not only me...\But even Miroku, Sango, Shippo and Myoga...\I know.\Good boy!\Oww! Don't treat me like a dog!\Huh?!\What's the matter? response:	Huh? That's!
context: No, not only me...\But even Miroku, Sango, Shippo and Myoga...\I know.\Good boy!\Oww! Don't treat me like a dog!\Huh?!\What's the matter?\Huh? That's! response:	A whole colony of Demon Bats!
context: But even Miroku, Sango, Shippo and Myoga...\I know.\Good boy!\Oww! Don't treat me like a dog!\Huh?!\What's the matter?\Huh? That's!\A whole colony of Demon Bats! response:	I'll work hard as the guardian of the barrier,
context: I know.\Good boy!\Oww! Don't treat me like a dog!\Huh?!\What's the matter?\Huh? That's!\A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier, response:	so please spare Mommy and the villagers.
context: Good boy!\Oww! Don't treat me like a dog!\Huh?!\What's the matter?\Huh? That's!\A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers. response:	Little Shiori- So young, yet so diligent!
context: Oww! Don't treat me like a dog!\Huh?!\What's the matter?\Huh? That's!\A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent! response:	But unless Inuyasha kills this innocent child,
context: Huh?!\What's the matter?\Huh? That's!\A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent!\But unless Inuyasha kills this innocent child, response:	Tetsusaiga can't increase its power!
context: What's the matter?\Huh? That's!\A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent!\But unless Inuyasha kills this innocent child,\Tetsusaiga can't increase its power! response:	How can Inuyasha do such a thing?
context: Huh? That's!\A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent!\But unless Inuyasha kills this innocent child,\Tetsusaiga can't increase its power!\How can Inuyasha do such a thing? response:	Wait!
context: A whole colony of Demon Bats!\I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent!\But unless Inuyasha kills this innocent child,\Tetsusaiga can't increase its power!\How can Inuyasha do such a thing?\Wait! response:	There's just one way!
context: I'll work hard as the guardian of the barrier,\so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent!\But unless Inuyasha kills this innocent child,\Tetsusaiga can't increase its power!\How can Inuyasha do such a thing?\Wait!\There's just one way! response:	Next on Inuyasha: The Red Tetsusaiga Breaks the Barrier!
context: so please spare Mommy and the villagers.\Little Shiori- So young, yet so diligent!\But unless Inuyasha kills this innocent child,\Tetsusaiga can't increase its power!\How can Inuyasha do such a thing?\Wait!\There's just one way!\Next on Inuyasha: The Red Tetsusaiga Breaks the Barrier! response:	Inuyasha's concern transforms Tetsusaiga!
