context: Man, I'm hungry. response:	After we visit Big Bro's grave, let's get something to eat, Josuke.
context: Something's definitely wrong here!\There's definitely something strange about his cooking!\Morioh Landmark 3 Italian Restaurant Trendy How to get there: 1 minute on foot after getting off the bus headed towardMorioh's Kunimi Mountain Pass Cemetery An unusual restaurant with no set menu. The chef will decide the menu based on how the customer is feeling that day. Because seating is limited, it is recommended that you make a reservation.\Now, let's continue with the meal, shall we?\Next is the primo piatto.\This will be your pasta course.\I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot) response:	Apparently the name of this dish came from
context: There's definitely something strange about his cooking!\Morioh Landmark 3 Italian Restaurant Trendy How to get there: 1 minute on foot after getting off the bus headed towardMorioh's Kunimi Mountain Pass Cemetery An unusual restaurant with no set menu. The chef will decide the menu based on how the customer is feeling that day. Because seating is limited, it is recommended that you make a reservation.\Now, let's continue with the meal, shall we?\Next is the primo piatto.\This will be your pasta course.\I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from response:	hard-working ladies of the night making something random
context: Morioh Landmark 3 Italian Restaurant Trendy How to get there: 1 minute on foot after getting off the bus headed towardMorioh's Kunimi Mountain Pass Cemetery An unusual restaurant with no set menu. The chef will decide the menu based on how the customer is feeling that day. Because seating is limited, it is recommended that you make a reservation.\Now, let's continue with the meal, shall we?\Next is the primo piatto.\This will be your pasta course.\I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from\hard-working ladies of the night making something random response:	that happened to be good.
context: Now, let's continue with the meal, shall we?\Next is the primo piatto.\This will be your pasta course.\I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from\hard-working ladies of the night making something random\that happened to be good. response:	Usually, you don't put cheese on pasta with garlic,
context: Next is the primo piatto.\This will be your pasta course.\I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from\hard-working ladies of the night making something random\that happened to be good.\Usually, you don't put cheese on pasta with garlic, response:	but this pasta is an exception.
context: This will be your pasta course.\I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from\hard-working ladies of the night making something random\that happened to be good.\Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception. response:	Are there red peppers in this spaghetti?
context: I call it... harlot spaghetti!\Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from\hard-working ladies of the night making something random\that happened to be good.\Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception.\Are there red peppers in this spaghetti? response:	Yes, there are.
context: Ingredients Spaghetti Pitted black olives Olive oil Anchovies Garlic Red peppers Cherry tomatoes Misc: Parsley, salt, pepper, etc Parmesan cheese (Best eaten while still hot)\Apparently the name of this dish came from\hard-working ladies of the night making something random\that happened to be good.\Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception.\Are there red peppers in this spaghetti?\Yes, there are. response:	Rome
context: Apparently the name of this dish came from\hard-working ladies of the night making something random\that happened to be good.\Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception.\Are there red peppers in this spaghetti?\Yes, there are.\Rome response:	Naples
context: hard-working ladies of the night making something random\that happened to be good.\Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception.\Are there red peppers in this spaghetti?\Yes, there are.\Rome\Naples response:	The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.
context: that happened to be good.\Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception.\Are there red peppers in this spaghetti?\Yes, there are.\Rome\Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine. response:	Spaghetti
context: Usually, you don't put cheese on pasta with garlic,\but this pasta is an exception.\Are there red peppers in this spaghetti?\Yes, there are.\Rome\Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti response:	Tagliatelle
context: but this pasta is an exception.\Are there red peppers in this spaghetti?\Yes, there are.\Rome\Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti\Tagliatelle response:	Linguine
context: Are there red peppers in this spaghetti?\Yes, there are.\Rome\Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti\Tagliatelle\Linguine response:	Fusilli
context: Yes, there are.\Rome\Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti\Tagliatelle\Linguine\Fusilli response:	Penne
context: Rome\Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti\Tagliatelle\Linguine\Fusilli\Penne response:	Farfalle
context: Naples\The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti\Tagliatelle\Linguine\Fusilli\Penne\Farfalle response:	It was born in my hometown of Naples.
context: The harlot's spaghetti uses a pasta sauce that is one of the oldest in Italian cuisine.\Spaghetti\Tagliatelle\Linguine\Fusilli\Penne\Farfalle\It was born in my hometown of Naples. response:	Lasagna
context: Spaghetti\Tagliatelle\Linguine\Fusilli\Penne\Farfalle\It was born in my hometown of Naples.\Lasagna response:	Conchiglie
context: Tagliatelle\Linguine\Fusilli\Penne\Farfalle\It was born in my hometown of Naples.\Lasagna\Conchiglie response:	Tubetti
context: Linguine\Fusilli\Penne\Farfalle\It was born in my hometown of Naples.\Lasagna\Conchiglie\Tubetti response:	That is why I recommend this dish.
context: Fusilli\Penne\Farfalle\It was born in my hometown of Naples.\Lasagna\Conchiglie\Tubetti\That is why I recommend this dish. response:	Oh, well... I can't eat spicy things.
context: Penne\Farfalle\It was born in my hometown of Naples.\Lasagna\Conchiglie\Tubetti\That is why I recommend this dish.\Oh, well... I can't eat spicy things. response:	I can't even eat curry rice unless it's
context: Farfalle\It was born in my hometown of Naples.\Lasagna\Conchiglie\Tubetti\That is why I recommend this dish.\Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's response:	Vermont Curry's mild flavor with the apples and honey.
context: It was born in my hometown of Naples.\Lasagna\Conchiglie\Tubetti\That is why I recommend this dish.\Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey. response:	I can't eat sushi with wasabi in it, either.
context: Lasagna\Conchiglie\Tubetti\That is why I recommend this dish.\Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either. response:	I can't! It's super spicy!
context: Conchiglie\Tubetti\That is why I recommend this dish.\Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either.\I can't! It's super spicy! response:	This is way too spicy!
context: Tubetti\That is why I recommend this dish.\Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either.\I can't! It's super spicy!\This is way too spicy! response:	If you can't eat spicy food, Okuyasu,
context: That is why I recommend this dish.\Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either.\I can't! It's super spicy!\This is way too spicy!\If you can't eat spicy food, Okuyasu, response:	then don't eat it.
context: Oh, well... I can't eat spicy things.\I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either.\I can't! It's super spicy!\This is way too spicy!\If you can't eat spicy food, Okuyasu,\then don't eat it. response:	If you can't eat it, don't worry.
context: I can't even eat curry rice unless it's\Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either.\I can't! It's super spicy!\This is way too spicy!\If you can't eat spicy food, Okuyasu,\then don't eat it.\If you can't eat it, don't worry. response:	I'm perfectly fine with not charging for that pasta.
context: Vermont Curry's mild flavor with the apples and honey.\I can't eat sushi with wasabi in it, either.\I can't! It's super spicy!\This is way too spicy!\If you can't eat spicy food, Okuyasu,\then don't eat it.\If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta. response:	I will go make the secondo piatto, the main dish.
context: I can't eat sushi with wasabi in it, either.\I can't! It's super spicy!\This is way too spicy!\If you can't eat spicy food, Okuyasu,\then don't eat it.\If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish. response:	However, my spaghetti is made such that even people who
context: I can't! It's super spicy!\This is way too spicy!\If you can't eat spicy food, Okuyasu,\then don't eat it.\If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who response:	do not like spicy things can eat it.
context: This is way too spicy!\If you can't eat spicy food, Okuyasu,\then don't eat it.\If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who\do not like spicy things can eat it. response:	Even if I don't like spicy things?
context: If you can't eat spicy food, Okuyasu,\then don't eat it.\If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who\do not like spicy things can eat it.\Even if I don't like spicy things? response:	Hot!
context: then don't eat it.\If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who\do not like spicy things can eat it.\Even if I don't like spicy things?\Hot! response:	I totally admit that you're a talented chef, Tonio!
context: If you can't eat it, don't worry.\I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who\do not like spicy things can eat it.\Even if I don't like spicy things?\Hot!\I totally admit that you're a talented chef, Tonio! response:	That guy's definitely a genius!
context: I'm perfectly fine with not charging for that pasta.\I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who\do not like spicy things can eat it.\Even if I don't like spicy things?\Hot!\I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius! response:	But this was a miss.
context: I will go make the secondo piatto, the main dish.\However, my spaghetti is made such that even people who\do not like spicy things can eat it.\Even if I don't like spicy things?\Hot!\I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius!\But this was a miss. response:	No, maybe you were lucky that you couldn't eat it.
context: However, my spaghetti is made such that even people who\do not like spicy things can eat it.\Even if I don't like spicy things?\Hot!\I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius!\But this was a miss.\No, maybe you were lucky that you couldn't eat it. response:	Don't you think this food and that water are way too weird?
context: do not like spicy things can eat it.\Even if I don't like spicy things?\Hot!\I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius!\But this was a miss.\No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird? response:	It's too suspicious!
context: Even if I don't like spicy things?\Hot!\I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius!\But this was a miss.\No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird?\It's too suspicious! response:	Suspicious? What is?
context: Hot!\I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius!\But this was a miss.\No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird?\It's too suspicious!\Suspicious? What is? response:	So hot!
context: I totally admit that you're a talented chef, Tonio!\That guy's definitely a genius!\But this was a miss.\No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird?\It's too suspicious!\Suspicious? What is?\So hot! response:	You lost a softball's worth of dead skin, and you cried your eyes out!
context: That guy's definitely a genius!\But this was a miss.\No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird?\It's too suspicious!\Suspicious? What is?\So hot!\You lost a softball's worth of dead skin, and you cried your eyes out! response:	You think so?
context: But this was a miss.\No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird?\It's too suspicious!\Suspicious? What is?\So hot!\You lost a softball's worth of dead skin, and you cried your eyes out!\You think so? response:	When I went to Shirabu Hot Springs in Yamagata,
context: No, maybe you were lucky that you couldn't eat it.\Don't you think this food and that water are way too weird?\It's too suspicious!\Suspicious? What is?\So hot!\You lost a softball's worth of dead skin, and you cried your eyes out!\You think so?\When I went to Shirabu Hot Springs in Yamagata, response:	I lost even more dead skin, and my back pain went away!
context: Don't you think this food and that water are way too weird?\It's too suspicious!\Suspicious? What is?\So hot!\You lost a softball's worth of dead skin, and you cried your eyes out!\You think so?\When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away! response:	That much is totally normal.
context: It's too suspicious!\Suspicious? What is?\So hot!\You lost a softball's worth of dead skin, and you cried your eyes out!\You think so?\When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away!\That much is totally normal. response:	Hot!
context: Suspicious? What is?\So hot!\You lost a softball's worth of dead skin, and you cried your eyes out!\You think so?\When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away!\That much is totally normal.\Hot! response:	Listen! I just remembered what that Toshikazu Hazamada said.
context: So hot!\You lost a softball's worth of dead skin, and you cried your eyes out!\You think so?\When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away!\That much is totally normal.\Hot!\Listen! I just remembered what that Toshikazu Hazamada said. response:	Stand users, for some reason, seem to be unknowingly...
context: You lost a softball's worth of dead skin, and you cried your eyes out!\You think so?\When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away!\That much is totally normal.\Hot!\Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly... response:	Stand users are drawn to each other!
context: You think so?\When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away!\That much is totally normal.\Hot!\Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other! response:	Josuke!
context: When I went to Shirabu Hot Springs in Yamagata,\I lost even more dead skin, and my back pain went away!\That much is totally normal.\Hot!\Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other!\Josuke! response:	Are you saying that Tonio is a Stand user, too?
context: I lost even more dead skin, and my back pain went away!\That much is totally normal.\Hot!\Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other!\Josuke!\Are you saying that Tonio is a Stand user, too? response:	Shh! We don't know yet! That's why I'm saying he's suspicious!
context: That much is totally normal.\Hot!\Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other!\Josuke!\Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious! response:	Suspicious, eh?
context: Hot!\Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other!\Josuke!\Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh? response:	Hot! I can't eat this!
context: Listen! I just remembered what that Toshikazu Hazamada said.\Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other!\Josuke!\Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh?\Hot! I can't eat this! response:	If you can't eat spicy food, stop licking it!
context: Stand users, for some reason, seem to be unknowingly...\Stand users are drawn to each other!\Josuke!\Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh?\Hot! I can't eat this!\If you can't eat spicy food, stop licking it! response:	Th-That's right. I can't eat spicy food, but you know...
context: Stand users are drawn to each other!\Josuke!\Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh?\Hot! I can't eat this!\If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know... response:	I just want to keep licking this spaghetti sauce.
context: Josuke!\Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh?\Hot! I can't eat this!\If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce. response:	Why are you eating it?!
context: Are you saying that Tonio is a Stand user, too?\Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh?\Hot! I can't eat this!\If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce.\Why are you eating it?! response:	I-I know! I shouldn't be able to eat something this spicy...
context: Shh! We don't know yet! That's why I'm saying he's suspicious!\Suspicious, eh?\Hot! I can't eat this!\If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce.\Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy... response:	But...
context: Suspicious, eh?\Hot! I can't eat this!\If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce.\Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy...\But... response:	I can't help myself. Once I tasted it, I was sucked in by the spiciness.
context: Hot! I can't eat this!\If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce.\Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy...\But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness. response:	It's like when you eat your age in beans at the Setsubun Festival,
context: If you can't eat spicy food, stop licking it!\Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce.\Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy...\But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival, response:	and you don't even really like them, but before you know it,
context: Th-That's right. I can't eat spicy food, but you know...\I just want to keep licking this spaghetti sauce.\Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy...\But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it, response:	you've eaten a whole bag!
context: I just want to keep licking this spaghetti sauce.\Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy...\But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it,\you've eaten a whole bag! response:	Hey, I told you to stop eating that!
context: Why are you eating it?!\I-I know! I shouldn't be able to eat something this spicy...\But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it,\you've eaten a whole bag!\Hey, I told you to stop eating that! response:	M-My stomach's opening up!
context: I-I know! I shouldn't be able to eat something this spicy...\But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it,\you've eaten a whole bag!\Hey, I told you to stop eating that!\M-My stomach's opening up! response:	The more I eat, the more I want to eat!
context: But...\I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it,\you've eaten a whole bag!\Hey, I told you to stop eating that!\M-My stomach's opening up!\The more I eat, the more I want to eat! response:	It's so good!
context: I can't help myself. Once I tasted it, I was sucked in by the spiciness.\It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it,\you've eaten a whole bag!\Hey, I told you to stop eating that!\M-My stomach's opening up!\The more I eat, the more I want to eat!\It's so good! response:	Okuyasu, you idiot!
context: It's like when you eat your age in beans at the Setsubun Festival,\and you don't even really like them, but before you know it,\you've eaten a whole bag!\Hey, I told you to stop eating that!\M-My stomach's opening up!\The more I eat, the more I want to eat!\It's so good!\Okuyasu, you idiot! response:	Your tooth! Your tooth just flew out!
context: and you don't even really like them, but before you know it,\you've eaten a whole bag!\Hey, I told you to stop eating that!\M-My stomach's opening up!\The more I eat, the more I want to eat!\It's so good!\Okuyasu, you idiot!\Your tooth! Your tooth just flew out! response:	That's my cavity! My rotten tooth fell out!
context: you've eaten a whole bag!\Hey, I told you to stop eating that!\M-My stomach's opening up!\The more I eat, the more I want to eat!\It's so good!\Okuyasu, you idiot!\Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out! response:	C-Come to think of it, I had a cavity on my lower jaw, too...
context: Hey, I told you to stop eating that!\M-My stomach's opening up!\The more I eat, the more I want to eat!\It's so good!\Okuyasu, you idiot!\Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too... response:	That's a cavity, too!
context: M-My stomach's opening up!\The more I eat, the more I want to eat!\It's so good!\Okuyasu, you idiot!\Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too! response:	Your tooth! A molar is growing in at that speed?!
context: The more I eat, the more I want to eat!\It's so good!\Okuyasu, you idiot!\Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too!\Your tooth! A molar is growing in at that speed?! response:	This settles it. I don't know what he's plotting, but...
context: It's so good!\Okuyasu, you idiot!\Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too!\Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but... response:	Shining Diamond!
context: Okuyasu, you idiot!\Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too!\Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but...\Shining Diamond! response:	But I wanted to eat more...
context: Your tooth! Your tooth just flew out!\That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too!\Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but...\Shining Diamond!\But I wanted to eat more... response:	I'm going to revert that spaghetti back to its original ingredients!
context: That's my cavity! My rotten tooth fell out!\C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too!\Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but...\Shining Diamond!\But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients! response:	What were those little things just now?
context: C-Come to think of it, I had a cavity on my lower jaw, too...\That's a cavity, too!\Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but...\Shining Diamond!\But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now? response:	A Stand!
context: That's a cavity, too!\Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but...\Shining Diamond!\But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now?\A Stand! response:	Tonio Trendy was a Stand user after all!
context: Your tooth! A molar is growing in at that speed?!\This settles it. I don't know what he's plotting, but...\Shining Diamond!\But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now?\A Stand!\Tonio Trendy was a Stand user after all! response:	Are you all right, Okuyasu?
context: This settles it. I don't know what he's plotting, but...\Shining Diamond!\But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now?\A Stand!\Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu? response:	My sleepiness is gone.
context: Shining Diamond!\But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now?\A Stand!\Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu?\My sleepiness is gone. response:	My shoulder stiffness disappeared, and new teeth replaced my cavities, but...
context: But I wanted to eat more...\I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now?\A Stand!\Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu?\My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but... response:	M-My stomach hurts! My stomach's hurting so bad!
context: I'm going to revert that spaghetti back to its original ingredients!\What were those little things just now?\A Stand!\Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu?\My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad! response:	Wait there!
context: What were those little things just now?\A Stand!\Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu?\My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad!\Wait there! response:	Tonio! Just what are you plotting?!
context: A Stand!\Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu?\My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad!\Wait there!\Tonio! Just what are you plotting?! response:	Where is he?
context: Tonio Trendy was a Stand user after all!\Are you all right, Okuyasu?\My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad!\Wait there!\Tonio! Just what are you plotting?!\Where is he? response:	So the main course is finished...
context: Are you all right, Okuyasu?\My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad!\Wait there!\Tonio! Just what are you plotting?!\Where is he?\So the main course is finished... response:	Good, good... You're eating that right up.
context: My sleepiness is gone.\My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad!\Wait there!\Tonio! Just what are you plotting?!\Where is he?\So the main course is finished...\Good, good... You're eating that right up. response:	Looks like the main dish, lamb in apple sauce, is a success.
context: My shoulder stiffness disappeared, and new teeth replaced my cavities, but...\M-My stomach hurts! My stomach's hurting so bad!\Wait there!\Tonio! Just what are you plotting?!\Where is he?\So the main course is finished...\Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success. response:	What?!
context: M-My stomach hurts! My stomach's hurting so bad!\Wait there!\Tonio! Just what are you plotting?!\Where is he?\So the main course is finished...\Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success.\What?! response:	What are you doing there?
context: Wait there!\Tonio! Just what are you plotting?!\Where is he?\So the main course is finished...\Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success.\What?!\What are you doing there? response:	You saw, didn't you?!
context: Tonio! Just what are you plotting?!\Where is he?\So the main course is finished...\Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success.\What?!\What are you doing there?\You saw, didn't you?! response:	So you came in here to spy on me?!
context: Where is he?\So the main course is finished...\Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success.\What?!\What are you doing there?\You saw, didn't you?!\So you came in here to spy on me?! response:	You will pay for this! Prepare yourself!
context: So the main course is finished...\Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success.\What?!\What are you doing there?\You saw, didn't you?!\So you came in here to spy on me?!\You will pay for this! Prepare yourself! response:	Why do I have to listen to you threatening to make me pay?
