context: Captain! response:	Homecoming
context: Listen, Shinku...\Yes?\What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told\Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it?\I kind of remember, maybe? response:	When she was young,
context: Yes?\What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told\Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it?\I kind of remember, maybe?\When she was young, response:	every time there was a long vacation, she would be so happy to see you,
context: What Nanami-san and Rebecca-san said to Aria-san...\You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told\Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it?\I kind of remember, maybe?\When she was young,\every time there was a long vacation, she would be so happy to see you, response:	but she was worried you might
context: You don't need a reason to want to see someone, or to want to be with them.\Do you remember? That that's what you told\Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it?\I kind of remember, maybe?\When she was young,\every time there was a long vacation, she would be so happy to see you,\but she was worried you might response:	want to play with somebody else,
context: Do you remember? That that's what you told\Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it?\I kind of remember, maybe?\When she was young,\every time there was a long vacation, she would be so happy to see you,\but she was worried you might\want to play with somebody else, response:	or that you were bored when you were with her
context: Rebecca-san a long time ago.\Um... It was a long time ago, wasn't it?\I kind of remember, maybe?\When she was young,\every time there was a long vacation, she would be so happy to see you,\but she was worried you might\want to play with somebody else,\or that you were bored when you were with her response:	because she wasn't good at sports.
context: Um... It was a long time ago, wasn't it?\I kind of remember, maybe?\When she was young,\every time there was a long vacation, she would be so happy to see you,\but she was worried you might\want to play with somebody else,\or that you were bored when you were with her\because she wasn't good at sports. response:	A lot of stuff like that.
context: I kind of remember, maybe?\When she was young,\every time there was a long vacation, she would be so happy to see you,\but she was worried you might\want to play with somebody else,\or that you were bored when you were with her\because she wasn't good at sports.\A lot of stuff like that. response:	So she didn't say what she was thinking.
context: When she was young,\every time there was a long vacation, she would be so happy to see you,\but she was worried you might\want to play with somebody else,\or that you were bored when you were with her\because she wasn't good at sports.\A lot of stuff like that.\So she didn't say what she was thinking. response:	Becky was so quiet when she was little.
context: every time there was a long vacation, she would be so happy to see you,\but she was worried you might\want to play with somebody else,\or that you were bored when you were with her\because she wasn't good at sports.\A lot of stuff like that.\So she didn't say what she was thinking.\Becky was so quiet when she was little. response:	But she says
context: but she was worried you might\want to play with somebody else,\or that you were bored when you were with her\because she wasn't good at sports.\A lot of stuff like that.\So she didn't say what she was thinking.\Becky was so quiet when she was little.\But she says response:	you told her that.
context: want to play with somebody else,\or that you were bored when you were with her\because she wasn't good at sports.\A lot of stuff like that.\So she didn't say what she was thinking.\Becky was so quiet when she was little.\But she says\you told her that. response:	You can come see me just because you want to.
context: or that you were bored when you were with her\because she wasn't good at sports.\A lot of stuff like that.\So she didn't say what she was thinking.\Becky was so quiet when she was little.\But she says\you told her that.\You can come see me just because you want to. response:	I'm happy and having fun when
context: because she wasn't good at sports.\A lot of stuff like that.\So she didn't say what she was thinking.\Becky was so quiet when she was little.\But she says\you told her that.\You can come see me just because you want to.\I'm happy and having fun when response:	I'm with you, Becky.
context: A lot of stuff like that.\So she didn't say what she was thinking.\Becky was so quiet when she was little.\But she says\you told her that.\You can come see me just because you want to.\I'm happy and having fun when\I'm with you, Becky. response:	It made her very happy, she said.
context: So she didn't say what she was thinking.\Becky was so quiet when she was little.\But she says\you told her that.\You can come see me just because you want to.\I'm happy and having fun when\I'm with you, Becky.\It made her very happy, she said. response:	I think I remember.
context: Becky was so quiet when she was little.\But she says\you told her that.\You can come see me just because you want to.\I'm happy and having fun when\I'm with you, Becky.\It made her very happy, she said.\I think I remember. response:	I still haven't spent a lot of
context: But she says\you told her that.\You can come see me just because you want to.\I'm happy and having fun when\I'm with you, Becky.\It made her very happy, she said.\I think I remember.\I still haven't spent a lot of response:	time with you, Shinku.
context: you told her that.\You can come see me just because you want to.\I'm happy and having fun when\I'm with you, Becky.\It made her very happy, she said.\I think I remember.\I still haven't spent a lot of\time with you, Shinku. response:	But even so...
context: You can come see me just because you want to.\I'm happy and having fun when\I'm with you, Becky.\It made her very happy, she said.\I think I remember.\I still haven't spent a lot of\time with you, Shinku.\But even so... response:	I want to see you again soon.
context: I'm happy and having fun when\I'm with you, Becky.\It made her very happy, she said.\I think I remember.\I still haven't spent a lot of\time with you, Shinku.\But even so...\I want to see you again soon. response:	And I want to keep playing with you forever.
context: I'm with you, Becky.\It made her very happy, she said.\I think I remember.\I still haven't spent a lot of\time with you, Shinku.\But even so...\I want to see you again soon.\And I want to keep playing with you forever. response:	Me, too.
context: It made her very happy, she said.\I think I remember.\I still haven't spent a lot of\time with you, Shinku.\But even so...\I want to see you again soon.\And I want to keep playing with you forever.\Me, too. response:	So I'll be back soon.
context: I think I remember.\I still haven't spent a lot of\time with you, Shinku.\But even so...\I want to see you again soon.\And I want to keep playing with you forever.\Me, too.\So I'll be back soon. response:	I promise.
context: I still haven't spent a lot of\time with you, Shinku.\But even so...\I want to see you again soon.\And I want to keep playing with you forever.\Me, too.\So I'll be back soon.\I promise. response:	Okay!
context: time with you, Shinku.\But even so...\I want to see you again soon.\And I want to keep playing with you forever.\Me, too.\So I'll be back soon.\I promise.\Okay! response:	Are we home safe?
context: But even so...\I want to see you again soon.\And I want to keep playing with you forever.\Me, too.\So I'll be back soon.\I promise.\Okay!\Are we home safe? response:	Yeah.
context: I want to see you again soon.\And I want to keep playing with you forever.\Me, too.\So I'll be back soon.\I promise.\Okay!\Are we home safe?\Yeah. response:	What about Becky?
context: And I want to keep playing with you forever.\Me, too.\So I'll be back soon.\I promise.\Okay!\Are we home safe?\Yeah.\What about Becky? response:	I'll call her.
context: Me, too.\So I'll be back soon.\I promise.\Okay!\Are we home safe?\Yeah.\What about Becky?\I'll call her. response:	Hello? Shinku?
context: So I'll be back soon.\I promise.\Okay!\Are we home safe?\Yeah.\What about Becky?\I'll call her.\Hello? Shinku? response:	I'm just fine!
context: I promise.\Okay!\Are we home safe?\Yeah.\What about Becky?\I'll call her.\Hello? Shinku?\I'm just fine! response:	I'm back safe!
context: Okay!\Are we home safe?\Yeah.\What about Becky?\I'll call her.\Hello? Shinku?\I'm just fine!\I'm back safe! response:	Yeah! I'm glad!
context: Are we home safe?\Yeah.\What about Becky?\I'll call her.\Hello? Shinku?\I'm just fine!\I'm back safe!\Yeah! I'm glad! response:	Talk to you later!
context: Yeah.\What about Becky?\I'll call her.\Hello? Shinku?\I'm just fine!\I'm back safe!\Yeah! I'm glad!\Talk to you later! response:	Okay, let's do our jobs here on Earth,
context: What about Becky?\I'll call her.\Hello? Shinku?\I'm just fine!\I'm back safe!\Yeah! I'm glad!\Talk to you later!\Okay, let's do our jobs here on Earth, response:	and get ready to go back to Flognarde!
context: I'll call her.\Hello? Shinku?\I'm just fine!\I'm back safe!\Yeah! I'm glad!\Talk to you later!\Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde! response:	Yeah!
context: Hello? Shinku?\I'm just fine!\I'm back safe!\Yeah! I'm glad!\Talk to you later!\Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde!\Yeah! response:	I'll give my studies and sports everything I've got!
context: I'm just fine!\I'm back safe!\Yeah! I'm glad!\Talk to you later!\Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde!\Yeah!\I'll give my studies and sports everything I've got! response:	And your love life, too.
context: I'm back safe!\Yeah! I'm glad!\Talk to you later!\Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde!\Yeah!\I'll give my studies and sports everything I've got!\And your love life, too. response:	That's a different matter.
context: Yeah! I'm glad!\Talk to you later!\Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde!\Yeah!\I'll give my studies and sports everything I've got!\And your love life, too.\That's a different matter. response:	This is the end of our fall adventure.
context: Talk to you later!\Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde!\Yeah!\I'll give my studies and sports everything I've got!\And your love life, too.\That's a different matter.\This is the end of our fall adventure. response:	But at the end of the year, and New Year's,
context: Okay, let's do our jobs here on Earth,\and get ready to go back to Flognarde!\Yeah!\I'll give my studies and sports everything I've got!\And your love life, too.\That's a different matter.\This is the end of our fall adventure.\But at the end of the year, and New Year's, response:	and then next spring...
context: and get ready to go back to Flognarde!\Yeah!\I'll give my studies and sports everything I've got!\And your love life, too.\That's a different matter.\This is the end of our fall adventure.\But at the end of the year, and New Year's,\and then next spring... response:	I'm sure we'll be going back
context: Yeah!\I'll give my studies and sports everything I've got!\And your love life, too.\That's a different matter.\This is the end of our fall adventure.\But at the end of the year, and New Year's,\and then next spring...\I'm sure we'll be going back response:	to our other home, where the people we love live.
context: I'll give my studies and sports everything I've got!\And your love life, too.\That's a different matter.\This is the end of our fall adventure.\But at the end of the year, and New Year's,\and then next spring...\I'm sure we'll be going back\to our other home, where the people we love live. response:	To Flognarde, the place we love!
context: And your love life, too.\That's a different matter.\This is the end of our fall adventure.\But at the end of the year, and New Year's,\and then next spring...\I'm sure we'll be going back\to our other home, where the people we love live.\To Flognarde, the place we love! response:	Okay, everybody!
context: That's a different matter.\This is the end of our fall adventure.\But at the end of the year, and New Year's,\and then next spring...\I'm sure we'll be going back\to our other home, where the people we love live.\To Flognarde, the place we love!\Okay, everybody! response:	See you again!
context: This is the end of our fall adventure.\But at the end of the year, and New Year's,\and then next spring...\I'm sure we'll be going back\to our other home, where the people we love live.\To Flognarde, the place we love!\Okay, everybody!\See you again! response:	See You Again
context: But at the end of the year, and New Year's,\and then next spring...\I'm sure we'll be going back\to our other home, where the people we love live.\To Flognarde, the place we love!\Okay, everybody!\See you again!\See You Again response:	Yeah!
