context: Naniwa Bay, now the flower blooms, but for winter. response:	Here comes spring, now the flower blooms.
context: I help out from time to time when I'm asked.\He must be poor.\Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper!\Okay, quiet down.\Everybody should try their best to memorize all one hundred poems.\Wataya-kun! response:	Bye, Mashima-kun.
context: He must be poor.\Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper!\Okay, quiet down.\Everybody should try their best to memorize all one hundred poems.\Wataya-kun!\Bye, Mashima-kun. response:	Yeah!
context: Doesn't he wear the same pants every day?\Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper!\Okay, quiet down.\Everybody should try their best to memorize all one hundred poems.\Wataya-kun!\Bye, Mashima-kun.\Yeah! response:	Um...
context: Hey, Taichi. Isn't Wataya-kun amazing?\He's delivering the newspaper!\Okay, quiet down.\Everybody should try their best to memorize all one hundred poems.\Wataya-kun!\Bye, Mashima-kun.\Yeah!\Um... response:	Well, I...
context: He's delivering the newspaper!\Okay, quiet down.\Everybody should try their best to memorize all one hundred poems.\Wataya-kun!\Bye, Mashima-kun.\Yeah!\Um...\Well, I... response:	Oh, oops! Sorry about ruining your only pair of pants!
context: Okay, quiet down.\Everybody should try their best to memorize all one hundred poems.\Wataya-kun!\Bye, Mashima-kun.\Yeah!\Um...\Well, I...\Oh, oops! Sorry about ruining your only pair of pants! response:	Taichi!
context: Everybody should try their best to memorize all one hundred poems.\Wataya-kun!\Bye, Mashima-kun.\Yeah!\Um...\Well, I...\Oh, oops! Sorry about ruining your only pair of pants!\Taichi! response:	Don't have anything to wear tomorrow?
context: Wataya-kun!\Bye, Mashima-kun.\Yeah!\Um...\Well, I...\Oh, oops! Sorry about ruining your only pair of pants!\Taichi!\Don't have anything to wear tomorrow? response:	You can borrow your mom's skirt...
context: Bye, Mashima-kun.\Yeah!\Um...\Well, I...\Oh, oops! Sorry about ruining your only pair of pants!\Taichi!\Don't have anything to wear tomorrow?\You can borrow your mom's skirt... response:	I didn't think you were such a mean person!
context: Yeah!\Um...\Well, I...\Oh, oops! Sorry about ruining your only pair of pants!\Taichi!\Don't have anything to wear tomorrow?\You can borrow your mom's skirt...\I didn't think you were such a mean person! response:	Well, why do you keep taking his side?!
context: Um...\Well, I...\Oh, oops! Sorry about ruining your only pair of pants!\Taichi!\Don't have anything to wear tomorrow?\You can borrow your mom's skirt...\I didn't think you were such a mean person!\Well, why do you keep taking his side?! response:	Everyone's gonna start ignoring you tomorrow!
context: Well, I...\Oh, oops! Sorry about ruining your only pair of pants!\Taichi!\Don't have anything to wear tomorrow?\You can borrow your mom's skirt...\I didn't think you were such a mean person!\Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow! response:	I don't care!
context: Oh, oops! Sorry about ruining your only pair of pants!\Taichi!\Don't have anything to wear tomorrow?\You can borrow your mom's skirt...\I didn't think you were such a mean person!\Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow!\I don't care! response:	I'm gonna ignore you, too!
context: Taichi!\Don't have anything to wear tomorrow?\You can borrow your mom's skirt...\I didn't think you were such a mean person!\Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow!\I don't care!\I'm gonna ignore you, too! response:	I mean it!
context: Don't have anything to wear tomorrow?\You can borrow your mom's skirt...\I didn't think you were such a mean person!\Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow!\I don't care!\I'm gonna ignore you, too!\I mean it! response:	I said that I don't care!
context: You can borrow your mom's skirt...\I didn't think you were such a mean person!\Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow!\I don't care!\I'm gonna ignore you, too!\I mean it!\I said that I don't care! response:	Don't come crying to me later!
context: I didn't think you were such a mean person!\Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow!\I don't care!\I'm gonna ignore you, too!\I mean it!\I said that I don't care!\Don't come crying to me later! response:	You'll pay for this!
context: Well, why do you keep taking his side?!\Everyone's gonna start ignoring you tomorrow!\I don't care!\I'm gonna ignore you, too!\I mean it!\I said that I don't care!\Don't come crying to me later!\You'll pay for this! response:	Wow, this place is falling apart.
context: Everyone's gonna start ignoring you tomorrow!\I don't care!\I'm gonna ignore you, too!\I mean it!\I said that I don't care!\Don't come crying to me later!\You'll pay for this!\Wow, this place is falling apart. response:	Oh!
context: I don't care!\I'm gonna ignore you, too!\I mean it!\I said that I don't care!\Don't come crying to me later!\You'll pay for this!\Wow, this place is falling apart.\Oh! response:	Umm, sorry!
context: I'm gonna ignore you, too!\I mean it!\I said that I don't care!\Don't come crying to me later!\You'll pay for this!\Wow, this place is falling apart.\Oh!\Umm, sorry! response:	I always say the first thing that comes into my head!
context: I mean it!\I said that I don't care!\Don't come crying to me later!\You'll pay for this!\Wow, this place is falling apart.\Oh!\Umm, sorry!\I always say the first thing that comes into my head! response:	That's why my sister kicked me this morning...
context: I said that I don't care!\Don't come crying to me later!\You'll pay for this!\Wow, this place is falling apart.\Oh!\Umm, sorry!\I always say the first thing that comes into my head!\That's why my sister kicked me this morning... response:	U-Um...
context: Don't come crying to me later!\You'll pay for this!\Wow, this place is falling apart.\Oh!\Umm, sorry!\I always say the first thing that comes into my head!\That's why my sister kicked me this morning...\U-Um... response:	You know, you can talk.
context: You'll pay for this!\Wow, this place is falling apart.\Oh!\Umm, sorry!\I always say the first thing that comes into my head!\That's why my sister kicked me this morning...\U-Um...\You know, you can talk. response:	I'm not taking notes.
context: Wow, this place is falling apart.\Oh!\Umm, sorry!\I always say the first thing that comes into my head!\That's why my sister kicked me this morning...\U-Um...\You know, you can talk.\I'm not taking notes. response:	It's freezing.
context: Oh!\Umm, sorry!\I always say the first thing that comes into my head!\That's why my sister kicked me this morning...\U-Um...\You know, you can talk.\I'm not taking notes.\It's freezing. response:	Wh-Why...
context: Umm, sorry!\I always say the first thing that comes into my head!\That's why my sister kicked me this morning...\U-Um...\You know, you can talk.\I'm not taking notes.\It's freezing.\Wh-Why... response:	Why were you waiting for the newspaper this morning?
context: I always say the first thing that comes into my head!\That's why my sister kicked me this morning...\U-Um...\You know, you can talk.\I'm not taking notes.\It's freezing.\Wh-Why...\Why were you waiting for the newspaper this morning? response:	He spoke!
context: That's why my sister kicked me this morning...\U-Um...\You know, you can talk.\I'm not taking notes.\It's freezing.\Wh-Why...\Why were you waiting for the newspaper this morning?\He spoke! response:	My sister was in a beauty pageant,
context: U-Um...\You know, you can talk.\I'm not taking notes.\It's freezing.\Wh-Why...\Why were you waiting for the newspaper this morning?\He spoke!\My sister was in a beauty pageant, response:	and I couldn't wait to see the article!
context: You know, you can talk.\I'm not taking notes.\It's freezing.\Wh-Why...\Why were you waiting for the newspaper this morning?\He spoke!\My sister was in a beauty pageant,\and I couldn't wait to see the article! response:	Look, right here!
context: I'm not taking notes.\It's freezing.\Wh-Why...\Why were you waiting for the newspaper this morning?\He spoke!\My sister was in a beauty pageant,\and I couldn't wait to see the article!\Look, right here! response:	My sister's in the back!
context: It's freezing.\Wh-Why...\Why were you waiting for the newspaper this morning?\He spoke!\My sister was in a beauty pageant,\and I couldn't wait to see the article!\Look, right here!\My sister's in the back! response:	Wow, that's really something.
context: Wh-Why...\Why were you waiting for the newspaper this morning?\He spoke!\My sister was in a beauty pageant,\and I couldn't wait to see the article!\Look, right here!\My sister's in the back!\Wow, that's really something. response:	Isn't she pretty? Isn't she awesome?
context: Why were you waiting for the newspaper this morning?\He spoke!\My sister was in a beauty pageant,\and I couldn't wait to see the article!\Look, right here!\My sister's in the back!\Wow, that's really something.\Isn't she pretty? Isn't she awesome? response:	My dream is to see my sister become the top model in Japan!
context: He spoke!\My sister was in a beauty pageant,\and I couldn't wait to see the article!\Look, right here!\My sister's in the back!\Wow, that's really something.\Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan! response:	You can't call that a dream.
context: My sister was in a beauty pageant,\and I couldn't wait to see the article!\Look, right here!\My sister's in the back!\Wow, that's really something.\Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan!\You can't call that a dream. response:	Your dream should be about yourself.
context: and I couldn't wait to see the article!\Look, right here!\My sister's in the back!\Wow, that's really something.\Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan!\You can't call that a dream.\Your dream should be about yourself. response:	Don't take someone else's.
context: Look, right here!\My sister's in the back!\Wow, that's really something.\Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan!\You can't call that a dream.\Your dream should be about yourself.\Don't take someone else's. response:	That wouldn't be fair to your sister.
context: My sister's in the back!\Wow, that's really something.\Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan!\You can't call that a dream.\Your dream should be about yourself.\Don't take someone else's.\That wouldn't be fair to your sister. response:	Wh-What?!
context: Wow, that's really something.\Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan!\You can't call that a dream.\Your dream should be about yourself.\Don't take someone else's.\That wouldn't be fair to your sister.\Wh-What?! response:	Do you have a dream, Wataya-kun?!
context: Isn't she pretty? Isn't she awesome?\My dream is to see my sister become the top model in Japan!\You can't call that a dream.\Your dream should be about yourself.\Don't take someone else's.\That wouldn't be fair to your sister.\Wh-What?!\Do you have a dream, Wataya-kun?! response:	Your own dream?!
context: My dream is to see my sister become the top model in Japan!\You can't call that a dream.\Your dream should be about yourself.\Don't take someone else's.\That wouldn't be fair to your sister.\Wh-What?!\Do you have a dream, Wataya-kun?!\Your own dream?! response:	Huh?
context: You can't call that a dream.\Your dream should be about yourself.\Don't take someone else's.\That wouldn't be fair to your sister.\Wh-What?!\Do you have a dream, Wataya-kun?!\Your own dream?!\Huh? response:	Isn't this Hundred Poets?
context: Your dream should be about yourself.\Don't take someone else's.\That wouldn't be fair to your sister.\Wh-What?!\Do you have a dream, Wataya-kun?!\Your own dream?!\Huh?\Isn't this Hundred Poets? response:	Do you know how to play?
context: Don't take someone else's.\That wouldn't be fair to your sister.\Wh-What?!\Do you have a dream, Wataya-kun?!\Your own dream?!\Huh?\Isn't this Hundred Poets?\Do you know how to play? response:	Well, we have a karuta tournament at our school every year.
context: That wouldn't be fair to your sister.\Wh-What?!\Do you have a dream, Wataya-kun?!\Your own dream?!\Huh?\Isn't this Hundred Poets?\Do you know how to play?\Well, we have a karuta tournament at our school every year. response:	You know, the one the teacher mentioned.
context: Wh-What?!\Do you have a dream, Wataya-kun?!\Your own dream?!\Huh?\Isn't this Hundred Poets?\Do you know how to play?\Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned. response:	L-Lez play!
context: Do you have a dream, Wataya-kun?!\Your own dream?!\Huh?\Isn't this Hundred Poets?\Do you know how to play?\Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned.\L-Lez play! response:	Huh?
context: Your own dream?!\Huh?\Isn't this Hundred Poets?\Do you know how to play?\Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned.\L-Lez play!\Huh? response:	What?
context: Huh?\Isn't this Hundred Poets?\Do you know how to play?\Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned.\L-Lez play!\Huh?\What? response:	Wait!
context: Isn't this Hundred Poets?\Do you know how to play?\Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned.\L-Lez play!\Huh?\What?\Wait! response:	I'll play, but we need someone to do the reading.
context: Do you know how to play?\Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned.\L-Lez play!\Huh?\What?\Wait!\I'll play, but we need someone to do the reading. response:	I have a tape for that!
context: Well, we have a karuta tournament at our school every year.\You know, the one the teacher mentioned.\L-Lez play!\Huh?\What?\Wait!\I'll play, but we need someone to do the reading.\I have a tape for that! response:	What?
context: You know, the one the teacher mentioned.\L-Lez play!\Huh?\What?\Wait!\I'll play, but we need someone to do the reading.\I have a tape for that!\What? response:	Why is he so excited?
context: L-Lez play!\Huh?\What?\Wait!\I'll play, but we need someone to do the reading.\I have a tape for that!\What?\Why is he so excited? response:	Um... How does this work?
context: Huh?\What?\Wait!\I'll play, but we need someone to do the reading.\I have a tape for that!\What?\Why is he so excited?\Um... How does this work? response:	Line up 25 cards in 3 rows.
context: What?\Wait!\I'll play, but we need someone to do the reading.\I have a tape for that!\What?\Why is he so excited?\Um... How does this work?\Line up 25 cards in 3 rows. response:	When the first verse of a poem is read,
context: Wait!\I'll play, but we need someone to do the reading.\I have a tape for that!\What?\Why is he so excited?\Um... How does this work?\Line up 25 cards in 3 rows.\When the first verse of a poem is read, response:	you grab the card with the second verse.
context: I'll play, but we need someone to do the reading.\I have a tape for that!\What?\Why is he so excited?\Um... How does this work?\Line up 25 cards in 3 rows.\When the first verse of a poem is read,\you grab the card with the second verse. response:	I've only memorized around 50 poems...
context: I have a tape for that!\What?\Why is he so excited?\Um... How does this work?\Line up 25 cards in 3 rows.\When the first verse of a poem is read,\you grab the card with the second verse.\I've only memorized around 50 poems... response:	Well, it's just a game.
context: What?\Why is he so excited?\Um... How does this work?\Line up 25 cards in 3 rows.\When the first verse of a poem is read,\you grab the card with the second verse.\I've only memorized around 50 poems...\Well, it's just a game. response:	What was that look?
context: Why is he so excited?\Um... How does this work?\Line up 25 cards in 3 rows.\When the first verse of a poem is read,\you grab the card with the second verse.\I've only memorized around 50 poems...\Well, it's just a game.\What was that look? response:	Shall we begin?
context: Um... How does this work?\Line up 25 cards in 3 rows.\When the first verse of a poem is read,\you grab the card with the second verse.\I've only memorized around 50 poems...\Well, it's just a game.\What was that look?\Shall we begin? response:	Huh?
context: Line up 25 cards in 3 rows.\When the first verse of a poem is read,\you grab the card with the second verse.\I've only memorized around 50 poems...\Well, it's just a game.\What was that look?\Shall we begin?\Huh? response:	S-Sure.
context: When the first verse of a poem is read,\you grab the card with the second verse.\I've only memorized around 50 poems...\Well, it's just a game.\What was that look?\Shall we begin?\Huh?\S-Sure. response:	The storm...
context: you grab the card with the second verse.\I've only memorized around 50 poems...\Well, it's just a game.\What was that look?\Shall we begin?\Huh?\S-Sure.\The storm... response:	Huh?
context: I've only memorized around 50 poems...\Well, it's just a game.\What was that look?\Shall we begin?\Huh?\S-Sure.\The storm...\Huh? response:	Oh, oops.
context: Well, it's just a game.\What was that look?\Shall we begin?\Huh?\S-Sure.\The storm...\Huh?\Oh, oops. response:	to set the Tatsuta River ablaze
context: What was that look?\Shall we begin?\Huh?\S-Sure.\The storm...\Huh?\Oh, oops.\to set the Tatsuta River ablaze response:	to set the Tatsuta River ablaze
context: Shall we begin?\Huh?\S-Sure.\The storm...\Huh?\Oh, oops.\to set the Tatsuta River ablaze\to set the Tatsuta River ablaze response:	Another card got stuck.
context: Huh?\S-Sure.\The storm...\Huh?\Oh, oops.\to set the Tatsuta River ablaze\to set the Tatsuta River ablaze\Another card got stuck. response:	May I live to see the day when
context: S-Sure.\The storm...\Huh?\Oh, oops.\to set the Tatsuta River ablaze\to set the Tatsuta River ablaze\Another card got stuck.\May I live to see the day when response:	when the fisherman who casts his nets can seem dear
context: The storm...\Huh?\Oh, oops.\to set the Tatsuta River ablaze\to set the Tatsuta River ablaze\Another card got stuck.\May I live to see the day when\when the fisherman who casts his nets can seem dear response:	The world offers no change, I pray,
context: Huh?\Oh, oops.\to set the Tatsuta River ablaze\to set the Tatsuta River ablaze\Another card got stuck.\May I live to see the day when\when the fisherman who casts his nets can seem dear\The world offers no change, I pray, response:	H-Huh?!
context: Oh, oops.\to set the Tatsuta River ablaze\to set the Tatsuta River ablaze\Another card got stuck.\May I live to see the day when\when the fisherman who casts his nets can seem dear\The world offers no change, I pray,\H-Huh?! response:	What's going on?!
context: to set the Tatsuta River ablaze\to set the Tatsuta River ablaze\Another card got stuck.\May I live to see the day when\when the fisherman who casts his nets can seem dear\The world offers no change, I pray,\H-Huh?!\What's going on?! response:	Is this how you play karuta?
context: to set the Tatsuta River ablaze\Another card got stuck.\May I live to see the day when\when the fisherman who casts his nets can seem dear\The world offers no change, I pray,\H-Huh?!\What's going on?!\Is this how you play karuta? response:	He's fast!
context: Another card got stuck.\May I live to see the day when\when the fisherman who casts his nets can seem dear\The world offers no change, I pray,\H-Huh?!\What's going on?!\Is this how you play karuta?\He's fast! response:	Fast!
context: May I live to see the day when\when the fisherman who casts his nets can seem dear\The world offers no change, I pray,\H-Huh?!\What's going on?!\Is this how you play karuta?\He's fast!\Fast! response:	So fast!
context: when the fisherman who casts his nets can seem dear\The world offers no change, I pray,\H-Huh?!\What's going on?!\Is this how you play karuta?\He's fast!\Fast!\So fast! response:	I'm mad.
context: The world offers no change, I pray,\H-Huh?!\What's going on?!\Is this how you play karuta?\He's fast!\Fast!\So fast!\I'm mad. response:	I'm really mad.
context: H-Huh?!\What's going on?!\Is this how you play karuta?\He's fast!\Fast!\So fast!\I'm mad.\I'm really mad. response:	I should at least be able to take one card...
context: What's going on?!\Is this how you play karuta?\He's fast!\Fast!\So fast!\I'm mad.\I'm really mad.\I should at least be able to take one card... response:	Oh.
context: Is this how you play karuta?\He's fast!\Fast!\So fast!\I'm mad.\I'm really mad.\I should at least be able to take one card...\Oh. response:	are joined at river's end
context: He's fast!\Fast!\So fast!\I'm mad.\I'm really mad.\I should at least be able to take one card...\Oh.\are joined at river's end response:	I know the first verse for that card.
context: Fast!\So fast!\I'm mad.\I'm really mad.\I should at least be able to take one card...\Oh.\are joined at river's end\I know the first verse for that card. response:	Swift waters parted by the jagged rocks
context: So fast!\I'm mad.\I'm really mad.\I should at least be able to take one card...\Oh.\are joined at river's end\I know the first verse for that card.\Swift waters parted by the jagged rocks response:	One card.
context: I'm mad.\I'm really mad.\I should at least be able to take one card...\Oh.\are joined at river's end\I know the first verse for that card.\Swift waters parted by the jagged rocks\One card. response:	It's just one card.
context: I'm really mad.\I should at least be able to take one card...\Oh.\are joined at river's end\I know the first verse for that card.\Swift waters parted by the jagged rocks\One card.\It's just one card. response:	I have to get it!
context: I should at least be able to take one card...\Oh.\are joined at river's end\I know the first verse for that card.\Swift waters parted by the jagged rocks\One card.\It's just one card.\I have to get it! response:	Swift...
context: Oh.\are joined at river's end\I know the first verse for that card.\Swift waters parted by the jagged rocks\One card.\It's just one card.\I have to get it!\Swift... response:	are joined at river's end
context: are joined at river's end\I know the first verse for that card.\Swift waters parted by the jagged rocks\One card.\It's just one card.\I have to get it!\Swift...\are joined at river's end response:	I beat Wataya-kun to a card!
context: I know the first verse for that card.\Swift waters parted by the jagged rocks\One card.\It's just one card.\I have to get it!\Swift...\are joined at river's end\I beat Wataya-kun to a card! response:	Thank you very much.
context: Swift waters parted by the jagged rocks\One card.\It's just one card.\I have to get it!\Swift...\are joined at river's end\I beat Wataya-kun to a card!\Thank you very much. response:	What happened?!
context: One card.\It's just one card.\I have to get it!\Swift...\are joined at river's end\I beat Wataya-kun to a card!\Thank you very much.\What happened?! response:	You're too good!
context: It's just one card.\I have to get it!\Swift...\are joined at river's end\I beat Wataya-kun to a card!\Thank you very much.\What happened?!\You're too good! response:	But you were able to take a card.
context: I have to get it!\Swift...\are joined at river's end\I beat Wataya-kun to a card!\Thank you very much.\What happened?!\You're too good!\But you were able to take a card. response:	Only one card!
context: Swift...\are joined at river's end\I beat Wataya-kun to a card!\Thank you very much.\What happened?!\You're too good!\But you were able to take a card.\Only one card! response:	B-But, I had fun!
context: are joined at river's end\I beat Wataya-kun to a card!\Thank you very much.\What happened?!\You're too good!\But you were able to take a card.\Only one card!\B-But, I had fun! response:	In Fukui, everyone played karuta.
context: I beat Wataya-kun to a card!\Thank you very much.\What happened?!\You're too good!\But you were able to take a card.\Only one card!\B-But, I had fun!\In Fukui, everyone played karuta. response:	That's not the case in Tokyo.
context: Thank you very much.\What happened?!\You're too good!\But you were able to take a card.\Only one card!\B-But, I had fun!\In Fukui, everyone played karuta.\That's not the case in Tokyo. response:	I usually play by myself.
context: What happened?!\You're too good!\But you were able to take a card.\Only one card!\B-But, I had fun!\In Fukui, everyone played karuta.\That's not the case in Tokyo.\I usually play by myself. response:	By yourself?! While listening to the tape?!
context: You're too good!\But you were able to take a card.\Only one card!\B-But, I had fun!\In Fukui, everyone played karuta.\That's not the case in Tokyo.\I usually play by myself.\By yourself?! While listening to the tape?! response:	the red that is the Tatsuta River
context: But you were able to take a card.\Only one card!\B-But, I had fun!\In Fukui, everyone played karuta.\That's not the case in Tokyo.\I usually play by myself.\By yourself?! While listening to the tape?!\the red that is the Tatsuta River response:	Karuta isn't very popular in other countries.
context: Only one card!\B-But, I had fun!\In Fukui, everyone played karuta.\That's not the case in Tokyo.\I usually play by myself.\By yourself?! While listening to the tape?!\the red that is the Tatsuta River\Karuta isn't very popular in other countries. response:	Well, it's not an easy game.
context: B-But, I had fun!\In Fukui, everyone played karuta.\That's not the case in Tokyo.\I usually play by myself.\By yourself?! While listening to the tape?!\the red that is the Tatsuta River\Karuta isn't very popular in other countries.\Well, it's not an easy game. response:	But that means...
context: In Fukui, everyone played karuta.\That's not the case in Tokyo.\I usually play by myself.\By yourself?! While listening to the tape?!\the red that is the Tatsuta River\Karuta isn't very popular in other countries.\Well, it's not an easy game.\But that means... response:	If you become the best player in Japan,
context: That's not the case in Tokyo.\I usually play by myself.\By yourself?! While listening to the tape?!\the red that is the Tatsuta River\Karuta isn't very popular in other countries.\Well, it's not an easy game.\But that means...\If you become the best player in Japan, response:	you'll be the best in the world.
context: I usually play by myself.\By yourself?! While listening to the tape?!\the red that is the Tatsuta River\Karuta isn't very popular in other countries.\Well, it's not an easy game.\But that means...\If you become the best player in Japan,\you'll be the best in the world. response:	The best in the world?
context: By yourself?! While listening to the tape?!\the red that is the Tatsuta River\Karuta isn't very popular in other countries.\Well, it's not an easy game.\But that means...\If you become the best player in Japan,\you'll be the best in the world.\The best in the world? response:	My dream is to become
context: the red that is the Tatsuta River\Karuta isn't very popular in other countries.\Well, it's not an easy game.\But that means...\If you become the best player in Japan,\you'll be the best in the world.\The best in the world?\My dream is to become response:	a karuta master.
context: Karuta isn't very popular in other countries.\Well, it's not an easy game.\But that means...\If you become the best player in Japan,\you'll be the best in the world.\The best in the world?\My dream is to become\a karuta master. response:	are joined at river's end
context: Well, it's not an easy game.\But that means...\If you become the best player in Japan,\you'll be the best in the world.\The best in the world?\My dream is to become\a karuta master.\are joined at river's end response:	Master...
context: But that means...\If you become the best player in Japan,\you'll be the best in the world.\The best in the world?\My dream is to become\a karuta master.\are joined at river's end\Master... response:	Dream...
context: If you become the best player in Japan,\you'll be the best in the world.\The best in the world?\My dream is to become\a karuta master.\are joined at river's end\Master...\Dream... response:	the red that is the Tatsuta River
context: you'll be the best in the world.\The best in the world?\My dream is to become\a karuta master.\are joined at river's end\Master...\Dream...\the red that is the Tatsuta River response:	Chihaya is a good name.
context: The best in the world?\My dream is to become\a karuta master.\are joined at river's end\Master...\Dream...\the red that is the Tatsuta River\Chihaya is a good name. response:	Huh?
context: My dream is to become\a karuta master.\are joined at river's end\Master...\Dream...\the red that is the Tatsuta River\Chihaya is a good name.\Huh? response:	Look, this is your card.
context: a karuta master.\are joined at river's end\Master...\Dream...\the red that is the Tatsuta River\Chihaya is a good name.\Huh?\Look, this is your card. response:	the red that is the Tatsuta River
context: are joined at river's end\Master...\Dream...\the red that is the Tatsuta River\Chihaya is a good name.\Huh?\Look, this is your card.\the red that is the Tatsuta River response:	The first verse for this card begins with Chihaya Furu (Impassionate).
context: Master...\Dream...\the red that is the Tatsuta River\Chihaya is a good name.\Huh?\Look, this is your card.\the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate). response:	This is the card you pick up when you hear Chihaya,
context: Dream...\the red that is the Tatsuta River\Chihaya is a good name.\Huh?\Look, this is your card.\the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya, response:	so in my mind, it's the Chihaya card.
context: the red that is the Tatsuta River\Chihaya is a good name.\Huh?\Look, this is your card.\the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card. response:	That's how I see it.
context: Chihaya is a good name.\Huh?\Look, this is your card.\the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card.\That's how I see it. response:	I'm home!
context: Huh?\Look, this is your card.\the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card.\That's how I see it.\I'm home! response:	Oh?
context: Look, this is your card.\the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card.\That's how I see it.\I'm home!\Oh? response:	Arata, is this a friend?
context: the red that is the Tatsuta River\The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card.\That's how I see it.\I'm home!\Oh?\Arata, is this a friend? response:	Oh, a girlfriend?!
context: The first verse for this card begins with Chihaya Furu (Impassionate).\This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card.\That's how I see it.\I'm home!\Oh?\Arata, is this a friend?\Oh, a girlfriend?! response:	Mom...
context: This is the card you pick up when you hear Chihaya,\so in my mind, it's the Chihaya card.\That's how I see it.\I'm home!\Oh?\Arata, is this a friend?\Oh, a girlfriend?!\Mom... response:	the red that is the Tatsuta River
context: so in my mind, it's the Chihaya card.\That's how I see it.\I'm home!\Oh?\Arata, is this a friend?\Oh, a girlfriend?!\Mom...\the red that is the Tatsuta River response:	Arata's girlfriend, would you like some yams?!
context: That's how I see it.\I'm home!\Oh?\Arata, is this a friend?\Oh, a girlfriend?!\Mom...\the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?! response:	No, thank you.
context: I'm home!\Oh?\Arata, is this a friend?\Oh, a girlfriend?!\Mom...\the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?!\No, thank you. response:	Impassionate gods have never seen
context: Oh?\Arata, is this a friend?\Oh, a girlfriend?!\Mom...\the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?!\No, thank you.\Impassionate gods have never seen response:	He was so fast.
context: Arata, is this a friend?\Oh, a girlfriend?!\Mom...\the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?!\No, thank you.\Impassionate gods have never seen\He was so fast. response:	His dream...
context: Oh, a girlfriend?!\Mom...\the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?!\No, thank you.\Impassionate gods have never seen\He was so fast.\His dream... response:	the red that is the Tatsuta River
context: Mom...\the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?!\No, thank you.\Impassionate gods have never seen\He was so fast.\His dream...\the red that is the Tatsuta River response:	On the day I first played karuta with Arata,
context: the red that is the Tatsuta River\Arata's girlfriend, would you like some yams?!\No, thank you.\Impassionate gods have never seen\He was so fast.\His dream...\the red that is the Tatsuta River\On the day I first played karuta with Arata, response:	the red that is the Tatsuta River
context: Arata's girlfriend, would you like some yams?!\No, thank you.\Impassionate gods have never seen\He was so fast.\His dream...\the red that is the Tatsuta River\On the day I first played karuta with Arata,\the red that is the Tatsuta River response:	I learned about more than just karuta.
context: No, thank you.\Impassionate gods have never seen\He was so fast.\His dream...\the red that is the Tatsuta River\On the day I first played karuta with Arata,\the red that is the Tatsuta River\I learned about more than just karuta. response:	I discovered Arata's passion!
