context: Manaka-san... response:	There you go, making that depressing face again.
context: I'll have to take notes for three people today.\For three people?\Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why.\I'll help with taking notes.\Eh?\I'll help, too.\Miuna. response:	Hikari's sleeping pretty well,
context: For three people?\Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why.\I'll help with taking notes.\Eh?\I'll help, too.\Miuna.\Hikari's sleeping pretty well, response:	so I'm going to take Akira and go shopping.
context: Miuna's been taking notes for Manaka-san for when she wakes up.\Oh, that's why.\I'll help with taking notes.\Eh?\I'll help, too.\Miuna.\Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping. response:	Okay.
context: Oh, that's why.\I'll help with taking notes.\Eh?\I'll help, too.\Miuna.\Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping.\Okay. response:	Keep an eye on the house.
context: I'll help with taking notes.\Eh?\I'll help, too.\Miuna.\Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping.\Okay.\Keep an eye on the house. response:	And you told Hikari not to rest...
context: Eh?\I'll help, too.\Miuna.\Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping.\Okay.\Keep an eye on the house.\And you told Hikari not to rest... response:	Do I really not want Manaka-san to wake up?
context: I'll help, too.\Miuna.\Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping.\Okay.\Keep an eye on the house.\And you told Hikari not to rest...\Do I really not want Manaka-san to wake up? response:	This is...
context: Miuna.\Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping.\Okay.\Keep an eye on the house.\And you told Hikari not to rest...\Do I really not want Manaka-san to wake up?\This is... response:	Ow! Hey, Akira!
context: Hikari's sleeping pretty well,\so I'm going to take Akira and go shopping.\Okay.\Keep an eye on the house.\And you told Hikari not to rest...\Do I really not want Manaka-san to wake up?\This is...\Ow! Hey, Akira! response:	Hikari, hot.
context: so I'm going to take Akira and go shopping.\Okay.\Keep an eye on the house.\And you told Hikari not to rest...\Do I really not want Manaka-san to wake up?\This is...\Ow! Hey, Akira!\Hikari, hot. response:	Get off me.
context: Okay.\Keep an eye on the house.\And you told Hikari not to rest...\Do I really not want Manaka-san to wake up?\This is...\Ow! Hey, Akira!\Hikari, hot.\Get off me. response:	Hikari, fever.
context: Keep an eye on the house.\And you told Hikari not to rest...\Do I really not want Manaka-san to wake up?\This is...\Ow! Hey, Akira!\Hikari, hot.\Get off me.\Hikari, fever. response:	The Ofunehiki Song
context: And you told Hikari not to rest...\Do I really not want Manaka-san to wake up?\This is...\Ow! Hey, Akira!\Hikari, hot.\Get off me.\Hikari, fever.\The Ofunehiki Song response:	I have to go find Uroko-sama...
context: Do I really not want Manaka-san to wake up?\This is...\Ow! Hey, Akira!\Hikari, hot.\Get off me.\Hikari, fever.\The Ofunehiki Song\I have to go find Uroko-sama... response:	I'm gonna be the one who wakes her up...
context: This is...\Ow! Hey, Akira!\Hikari, hot.\Get off me.\Hikari, fever.\The Ofunehiki Song\I have to go find Uroko-sama...\I'm gonna be the one who wakes her up... response:	It's gonna be me...
context: Ow! Hey, Akira!\Hikari, hot.\Get off me.\Hikari, fever.\The Ofunehiki Song\I have to go find Uroko-sama...\I'm gonna be the one who wakes her up...\It's gonna be me... response:	Hikari is always so straight and narrow and bright.
context: Hikari, hot.\Get off me.\Hikari, fever.\The Ofunehiki Song\I have to go find Uroko-sama...\I'm gonna be the one who wakes her up...\It's gonna be me...\Hikari is always so straight and narrow and bright. response:	The Ofunehiki Song
context: Get off me.\Hikari, fever.\The Ofunehiki Song\I have to go find Uroko-sama...\I'm gonna be the one who wakes her up...\It's gonna be me...\Hikari is always so straight and narrow and bright.\The Ofunehiki Song response:	I'm pretty sure that
context: Hikari, fever.\The Ofunehiki Song\I have to go find Uroko-sama...\I'm gonna be the one who wakes her up...\It's gonna be me...\Hikari is always so straight and narrow and bright.\The Ofunehiki Song\I'm pretty sure that response:	his feelings for Manaka-san make him like that.
context: The Ofunehiki Song\I have to go find Uroko-sama...\I'm gonna be the one who wakes her up...\It's gonna be me...\Hikari is always so straight and narrow and bright.\The Ofunehiki Song\I'm pretty sure that\his feelings for Manaka-san make him like that. response:	And yet I...
context: I have to go find Uroko-sama...\I'm gonna be the one who wakes her up...\It's gonna be me...\Hikari is always so straight and narrow and bright.\The Ofunehiki Song\I'm pretty sure that\his feelings for Manaka-san make him like that.\And yet I... response:	It's been reported that just like in mountain climbing and free diving,
context: I'm gonna be the one who wakes her up...\It's gonna be me...\Hikari is always so straight and narrow and bright.\The Ofunehiki Song\I'm pretty sure that\his feelings for Manaka-san make him like that.\And yet I...\It's been reported that just like in mountain climbing and free diving, response:	when you put yourself into dangerous situations,
context: It's gonna be me...\Hikari is always so straight and narrow and bright.\The Ofunehiki Song\I'm pretty sure that\his feelings for Manaka-san make him like that.\And yet I...\It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations, response:	Water
context: Hikari is always so straight and narrow and bright.\The Ofunehiki Song\I'm pretty sure that\his feelings for Manaka-san make him like that.\And yet I...\It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations,\Water response:	there's a rarely seen phenomenon,
context: The Ofunehiki Song\I'm pretty sure that\his feelings for Manaka-san make him like that.\And yet I...\It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations,\Water\there's a rarely seen phenomenon, response:	that in order to stay alive,
context: I'm pretty sure that\his feelings for Manaka-san make him like that.\And yet I...\It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations,\Water\there's a rarely seen phenomenon,\that in order to stay alive, response:	To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...
context: his feelings for Manaka-san make him like that.\And yet I...\It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations,\Water\there's a rarely seen phenomenon,\that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena... response:	your dormant survival instincts
context: And yet I...\It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations,\Water\there's a rarely seen phenomenon,\that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts response:	bring changes upon your body.
context: It's been reported that just like in mountain climbing and free diving,\when you put yourself into dangerous situations,\Water\there's a rarely seen phenomenon,\that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts\bring changes upon your body. response:	We believe that your Ena is also a result
context: when you put yourself into dangerous situations,\Water\there's a rarely seen phenomenon,\that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts\bring changes upon your body.\We believe that your Ena is also a result response:	of your dormant sea-person powers awakening because you were pushed to the limit.
context: Water\there's a rarely seen phenomenon,\that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts\bring changes upon your body.\We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit. response:	The professor would like to talk to you again.
context: there's a rarely seen phenomenon,\that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts\bring changes upon your body.\We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again. response:	Is there a day that works best for you?
context: that in order to stay alive,\To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts\bring changes upon your body.\We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again.\Is there a day that works best for you? response:	Well, Tsumugu?
context: To solve why Mukaido-san is still sleeping and why Shiodome-san has Ena...\your dormant survival instincts\bring changes upon your body.\We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again.\Is there a day that works best for you?\Well, Tsumugu? response:	When do you think we can see her?
context: your dormant survival instincts\bring changes upon your body.\We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again.\Is there a day that works best for you?\Well, Tsumugu?\When do you think we can see her? response:	One moment.
context: bring changes upon your body.\We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again.\Is there a day that works best for you?\Well, Tsumugu?\When do you think we can see her?\One moment. response:	Miuna.
context: We believe that your Ena is also a result\of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again.\Is there a day that works best for you?\Well, Tsumugu?\When do you think we can see her?\One moment.\Miuna. response:	Can you come out right now?
context: of your dormant sea-person powers awakening because you were pushed to the limit.\The professor would like to talk to you again.\Is there a day that works best for you?\Well, Tsumugu?\When do you think we can see her?\One moment.\Miuna.\Can you come out right now? response:	You awake?
context: The professor would like to talk to you again.\Is there a day that works best for you?\Well, Tsumugu?\When do you think we can see her?\One moment.\Miuna.\Can you come out right now?\You awake? response:	You had quite a fever,
context: Is there a day that works best for you?\Well, Tsumugu?\When do you think we can see her?\One moment.\Miuna.\Can you come out right now?\You awake?\You had quite a fever, response:	but it's gone down now.
context: Well, Tsumugu?\When do you think we can see her?\One moment.\Miuna.\Can you come out right now?\You awake?\You had quite a fever,\but it's gone down now. response:	Make sure you thank Miuna.
context: When do you think we can see her?\One moment.\Miuna.\Can you come out right now?\You awake?\You had quite a fever,\but it's gone down now.\Make sure you thank Miuna. response:	She's been watching over you up until now.
context: One moment.\Miuna.\Can you come out right now?\You awake?\You had quite a fever,\but it's gone down now.\Make sure you thank Miuna.\She's been watching over you up until now. response:	What about Manaka?
context: Miuna.\Can you come out right now?\You awake?\You had quite a fever,\but it's gone down now.\Make sure you thank Miuna.\She's been watching over you up until now.\What about Manaka? response:	There haven't been any changes.
context: Can you come out right now?\You awake?\You had quite a fever,\but it's gone down now.\Make sure you thank Miuna.\She's been watching over you up until now.\What about Manaka?\There haven't been any changes. response:	Hikari, I understand how you feel, but...
context: You awake?\You had quite a fever,\but it's gone down now.\Make sure you thank Miuna.\She's been watching over you up until now.\What about Manaka?\There haven't been any changes.\Hikari, I understand how you feel, but... response:	you should rely on those around you a bit more.
context: You had quite a fever,\but it's gone down now.\Make sure you thank Miuna.\She's been watching over you up until now.\What about Manaka?\There haven't been any changes.\Hikari, I understand how you feel, but...\you should rely on those around you a bit more. response:	What the heck?
context: but it's gone down now.\Make sure you thank Miuna.\She's been watching over you up until now.\What about Manaka?\There haven't been any changes.\Hikari, I understand how you feel, but...\you should rely on those around you a bit more.\What the heck? response:	You're lecturing a sick person?
context: Make sure you thank Miuna.\She's been watching over you up until now.\What about Manaka?\There haven't been any changes.\Hikari, I understand how you feel, but...\you should rely on those around you a bit more.\What the heck?\You're lecturing a sick person? response:	You're not the only one who cares about Manaka-chan.
context: She's been watching over you up until now.\What about Manaka?\There haven't been any changes.\Hikari, I understand how you feel, but...\you should rely on those around you a bit more.\What the heck?\You're lecturing a sick person?\You're not the only one who cares about Manaka-chan. response:	I know that.
context: What about Manaka?\There haven't been any changes.\Hikari, I understand how you feel, but...\you should rely on those around you a bit more.\What the heck?\You're lecturing a sick person?\You're not the only one who cares about Manaka-chan.\I know that. response:	You sure about that?
context: There haven't been any changes.\Hikari, I understand how you feel, but...\you should rely on those around you a bit more.\What the heck?\You're lecturing a sick person?\You're not the only one who cares about Manaka-chan.\I know that.\You sure about that? response:	Oh, those...
context: Hikari, I understand how you feel, but...\you should rely on those around you a bit more.\What the heck?\You're lecturing a sick person?\You're not the only one who cares about Manaka-chan.\I know that.\You sure about that?\Oh, those... response:	Kaname-kun and Sayu-chan brought them by.
context: you should rely on those around you a bit more.\What the heck?\You're lecturing a sick person?\You're not the only one who cares about Manaka-chan.\I know that.\You sure about that?\Oh, those...\Kaname-kun and Sayu-chan brought them by. response:	So you guys won't be behind in your studies.
context: What the heck?\You're lecturing a sick person?\You're not the only one who cares about Manaka-chan.\I know that.\You sure about that?\Oh, those...\Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies. response:	Corn Soup
context: You're lecturing a sick person?\You're not the only one who cares about Manaka-chan.\I know that.\You sure about that?\Oh, those...\Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies.\Corn Soup response:	Here.
context: You're not the only one who cares about Manaka-chan.\I know that.\You sure about that?\Oh, those...\Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies.\Corn Soup\Here. response:	Thanks.
context: I know that.\You sure about that?\Oh, those...\Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies.\Corn Soup\Here.\Thanks. response:	You sure you're okay with that?
context: You sure about that?\Oh, those...\Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies.\Corn Soup\Here.\Thanks.\You sure you're okay with that? response:	Tangerine Juice
context: Oh, those...\Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies.\Corn Soup\Here.\Thanks.\You sure you're okay with that?\Tangerine Juice response:	Yeah.
context: Kaname-kun and Sayu-chan brought them by.\So you guys won't be behind in your studies.\Corn Soup\Here.\Thanks.\You sure you're okay with that?\Tangerine Juice\Yeah. response:	I like this.
context: So you guys won't be behind in your studies.\Corn Soup\Here.\Thanks.\You sure you're okay with that?\Tangerine Juice\Yeah.\I like this. response:	I guess I really am hard to understand.
context: Corn Soup\Here.\Thanks.\You sure you're okay with that?\Tangerine Juice\Yeah.\I like this.\I guess I really am hard to understand. response:	Huh? Why?
context: Here.\Thanks.\You sure you're okay with that?\Tangerine Juice\Yeah.\I like this.\I guess I really am hard to understand.\Huh? Why? response:	I mean...
context: Thanks.\You sure you're okay with that?\Tangerine Juice\Yeah.\I like this.\I guess I really am hard to understand.\Huh? Why?\I mean... response:	The guys from Shishio are overflowing with emotions.
context: You sure you're okay with that?\Tangerine Juice\Yeah.\I like this.\I guess I really am hard to understand.\Huh? Why?\I mean...\The guys from Shishio are overflowing with emotions. response:	I've always been a little envious of that.
context: Tangerine Juice\Yeah.\I like this.\I guess I really am hard to understand.\Huh? Why?\I mean...\The guys from Shishio are overflowing with emotions.\I've always been a little envious of that. response:	You, too.
context: Yeah.\I like this.\I guess I really am hard to understand.\Huh? Why?\I mean...\The guys from Shishio are overflowing with emotions.\I've always been a little envious of that.\You, too. response:	I don't know about me.
context: I like this.\I guess I really am hard to understand.\Huh? Why?\I mean...\The guys from Shishio are overflowing with emotions.\I've always been a little envious of that.\You, too.\I don't know about me. response:	It's probably not a good thing.
context: I guess I really am hard to understand.\Huh? Why?\I mean...\The guys from Shishio are overflowing with emotions.\I've always been a little envious of that.\You, too.\I don't know about me.\It's probably not a good thing. response:	Because I'm not like Hikari and the others.
context: Huh? Why?\I mean...\The guys from Shishio are overflowing with emotions.\I've always been a little envious of that.\You, too.\I don't know about me.\It's probably not a good thing.\Because I'm not like Hikari and the others. response:	Before when Hikari saw my Ena,
context: I mean...\The guys from Shishio are overflowing with emotions.\I've always been a little envious of that.\You, too.\I don't know about me.\It's probably not a good thing.\Because I'm not like Hikari and the others.\Before when Hikari saw my Ena, response:	he said I was just like them.
context: The guys from Shishio are overflowing with emotions.\I've always been a little envious of that.\You, too.\I don't know about me.\It's probably not a good thing.\Because I'm not like Hikari and the others.\Before when Hikari saw my Ena,\he said I was just like them. response:	But... I wonder why...
context: I've always been a little envious of that.\You, too.\I don't know about me.\It's probably not a good thing.\Because I'm not like Hikari and the others.\Before when Hikari saw my Ena,\he said I was just like them.\But... I wonder why... response:	Why is Manaka-san losing her Ena
context: You, too.\I don't know about me.\It's probably not a good thing.\Because I'm not like Hikari and the others.\Before when Hikari saw my Ena,\he said I was just like them.\But... I wonder why...\Why is Manaka-san losing her Ena response:	and why did I gain Ena?
context: I don't know about me.\It's probably not a good thing.\Because I'm not like Hikari and the others.\Before when Hikari saw my Ena,\he said I was just like them.\But... I wonder why...\Why is Manaka-san losing her Ena\and why did I gain Ena? response:	I'm the only one with different feelings toward Manaka-san.
context: It's probably not a good thing.\Because I'm not like Hikari and the others.\Before when Hikari saw my Ena,\he said I was just like them.\But... I wonder why...\Why is Manaka-san losing her Ena\and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san. response:	I said something weird to Hikari and upset him.
context: Because I'm not like Hikari and the others.\Before when Hikari saw my Ena,\he said I was just like them.\But... I wonder why...\Why is Manaka-san losing her Ena\and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him. response:	If she doesn't ever wake up...
context: Before when Hikari saw my Ena,\he said I was just like them.\But... I wonder why...\Why is Manaka-san losing her Ena\and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him.\If she doesn't ever wake up... response:	I thought of the worst thing.
context: he said I was just like them.\But... I wonder why...\Why is Manaka-san losing her Ena\and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him.\If she doesn't ever wake up...\I thought of the worst thing. response:	Do I really not want Manaka-san to wake up?
context: But... I wonder why...\Why is Manaka-san losing her Ena\and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him.\If she doesn't ever wake up...\I thought of the worst thing.\Do I really not want Manaka-san to wake up? response:	Even I...
context: Why is Manaka-san losing her Ena\and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him.\If she doesn't ever wake up...\I thought of the worst thing.\Do I really not want Manaka-san to wake up?\Even I... response:	seriously thought it'd be better
context: and why did I gain Ena?\I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him.\If she doesn't ever wake up...\I thought of the worst thing.\Do I really not want Manaka-san to wake up?\Even I...\seriously thought it'd be better response:	if they didn't wake up.
context: I'm the only one with different feelings toward Manaka-san.\I said something weird to Hikari and upset him.\If she doesn't ever wake up...\I thought of the worst thing.\Do I really not want Manaka-san to wake up?\Even I...\seriously thought it'd be better\if they didn't wake up. response:	Huh?
context: I said something weird to Hikari and upset him.\If she doesn't ever wake up...\I thought of the worst thing.\Do I really not want Manaka-san to wake up?\Even I...\seriously thought it'd be better\if they didn't wake up.\Huh? response:	I felt like Chisaki would disappear from me,
context: If she doesn't ever wake up...\I thought of the worst thing.\Do I really not want Manaka-san to wake up?\Even I...\seriously thought it'd be better\if they didn't wake up.\Huh?\I felt like Chisaki would disappear from me, response:	and I was scared.
context: I thought of the worst thing.\Do I really not want Manaka-san to wake up?\Even I...\seriously thought it'd be better\if they didn't wake up.\Huh?\I felt like Chisaki would disappear from me,\and I was scared. response:	But in the end,
context: Do I really not want Manaka-san to wake up?\Even I...\seriously thought it'd be better\if they didn't wake up.\Huh?\I felt like Chisaki would disappear from me,\and I was scared.\But in the end, response:	once they woke up, I was really happy.
context: Even I...\seriously thought it'd be better\if they didn't wake up.\Huh?\I felt like Chisaki would disappear from me,\and I was scared.\But in the end,\once they woke up, I was really happy. response:	Happy?
context: seriously thought it'd be better\if they didn't wake up.\Huh?\I felt like Chisaki would disappear from me,\and I was scared.\But in the end,\once they woke up, I was really happy.\Happy? response:	It's weird, isn't it?
context: if they didn't wake up.\Huh?\I felt like Chisaki would disappear from me,\and I was scared.\But in the end,\once they woke up, I was really happy.\Happy?\It's weird, isn't it? response:	But I was happy.
context: Huh?\I felt like Chisaki would disappear from me,\and I was scared.\But in the end,\once they woke up, I was really happy.\Happy?\It's weird, isn't it?\But I was happy. response:	You were scared but happy?
context: I felt like Chisaki would disappear from me,\and I was scared.\But in the end,\once they woke up, I was really happy.\Happy?\It's weird, isn't it?\But I was happy.\You were scared but happy? response:	Yeah.
context: and I was scared.\But in the end,\once they woke up, I was really happy.\Happy?\It's weird, isn't it?\But I was happy.\You were scared but happy?\Yeah. response:	I wonder...
context: But in the end,\once they woke up, I was really happy.\Happy?\It's weird, isn't it?\But I was happy.\You were scared but happy?\Yeah.\I wonder... response:	if I'll be able to be happy, too.
context: once they woke up, I was really happy.\Happy?\It's weird, isn't it?\But I was happy.\You were scared but happy?\Yeah.\I wonder...\if I'll be able to be happy, too. response:	It's hard for you because they're both precious to you.
context: Happy?\It's weird, isn't it?\But I was happy.\You were scared but happy?\Yeah.\I wonder...\if I'll be able to be happy, too.\It's hard for you because they're both precious to you. response:	Both Hikari and Mukaido.
context: It's weird, isn't it?\But I was happy.\You were scared but happy?\Yeah.\I wonder...\if I'll be able to be happy, too.\It's hard for you because they're both precious to you.\Both Hikari and Mukaido. response:	I want to be able to be happy.
context: But I was happy.\You were scared but happy?\Yeah.\I wonder...\if I'll be able to be happy, too.\It's hard for you because they're both precious to you.\Both Hikari and Mukaido.\I want to be able to be happy. response:	I want to be able to say I'm glad
context: You were scared but happy?\Yeah.\I wonder...\if I'll be able to be happy, too.\It's hard for you because they're both precious to you.\Both Hikari and Mukaido.\I want to be able to be happy.\I want to be able to say I'm glad response:	from the bottom of my heart.
context: Yeah.\I wonder...\if I'll be able to be happy, too.\It's hard for you because they're both precious to you.\Both Hikari and Mukaido.\I want to be able to be happy.\I want to be able to say I'm glad\from the bottom of my heart. response:	You'll be able to.
context: I wonder...\if I'll be able to be happy, too.\It's hard for you because they're both precious to you.\Both Hikari and Mukaido.\I want to be able to be happy.\I want to be able to say I'm glad\from the bottom of my heart.\You'll be able to. response:	Apparently they've taken notes for you while you were out.
context: if I'll be able to be happy, too.\It's hard for you because they're both precious to you.\Both Hikari and Mukaido.\I want to be able to be happy.\I want to be able to say I'm glad\from the bottom of my heart.\You'll be able to.\Apparently they've taken notes for you while you were out. response:	Miuna and the others took them for you.
context: It's hard for you because they're both precious to you.\Both Hikari and Mukaido.\I want to be able to be happy.\I want to be able to say I'm glad\from the bottom of my heart.\You'll be able to.\Apparently they've taken notes for you while you were out.\Miuna and the others took them for you. response:	Hikari.
context: Both Hikari and Mukaido.\I want to be able to be happy.\I want to be able to say I'm glad\from the bottom of my heart.\You'll be able to.\Apparently they've taken notes for you while you were out.\Miuna and the others took them for you.\Hikari. response:	She's going to wake up, right?
context: I want to be able to be happy.\I want to be able to say I'm glad\from the bottom of my heart.\You'll be able to.\Apparently they've taken notes for you while you were out.\Miuna and the others took them for you.\Hikari.\She's going to wake up, right? response:	Yeah.
context: I want to be able to say I'm glad\from the bottom of my heart.\You'll be able to.\Apparently they've taken notes for you while you were out.\Miuna and the others took them for you.\Hikari.\She's going to wake up, right?\Yeah. response:	She will. No matter what.
context: from the bottom of my heart.\You'll be able to.\Apparently they've taken notes for you while you were out.\Miuna and the others took them for you.\Hikari.\She's going to wake up, right?\Yeah.\She will. No matter what. response:	Yeah.
context: You'll be able to.\Apparently they've taken notes for you while you were out.\Miuna and the others took them for you.\Hikari.\She's going to wake up, right?\Yeah.\She will. No matter what.\Yeah. response:	Hey, Hikari.
context: Apparently they've taken notes for you while you were out.\Miuna and the others took them for you.\Hikari.\She's going to wake up, right?\Yeah.\She will. No matter what.\Yeah.\Hey, Hikari. response:	There's something Sayu was telling me.
context: Miuna and the others took them for you.\Hikari.\She's going to wake up, right?\Yeah.\She will. No matter what.\Yeah.\Hey, Hikari.\There's something Sayu was telling me. response:	Sayu did?
context: Hikari.\She's going to wake up, right?\Yeah.\She will. No matter what.\Yeah.\Hey, Hikari.\There's something Sayu was telling me.\Sayu did? response:	Yeah.
context: She's going to wake up, right?\Yeah.\She will. No matter what.\Yeah.\Hey, Hikari.\There's something Sayu was telling me.\Sayu did?\Yeah. response:	Strong feelings for someone have the ability to change something drastically.
context: Yeah.\She will. No matter what.\Yeah.\Hey, Hikari.\There's something Sayu was telling me.\Sayu did?\Yeah.\Strong feelings for someone have the ability to change something drastically. response:	She's pretty sure that you have
context: She will. No matter what.\Yeah.\Hey, Hikari.\There's something Sayu was telling me.\Sayu did?\Yeah.\Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have response:	powers like that, Hikari.
context: Yeah.\Hey, Hikari.\There's something Sayu was telling me.\Sayu did?\Yeah.\Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have\powers like that, Hikari. response:	So...
context: Hey, Hikari.\There's something Sayu was telling me.\Sayu did?\Yeah.\Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have\powers like that, Hikari.\So... response:	A-Anyway...
context: There's something Sayu was telling me.\Sayu did?\Yeah.\Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have\powers like that, Hikari.\So...\A-Anyway... response:	Kiss!
context: Sayu did?\Yeah.\Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have\powers like that, Hikari.\So...\A-Anyway...\Kiss! response:	Huh?
context: Yeah.\Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have\powers like that, Hikari.\So...\A-Anyway...\Kiss!\Huh? response:	Kiss!
context: Strong feelings for someone have the ability to change something drastically.\She's pretty sure that you have\powers like that, Hikari.\So...\A-Anyway...\Kiss!\Huh?\Kiss! response:	Wha...
context: She's pretty sure that you have\powers like that, Hikari.\So...\A-Anyway...\Kiss!\Huh?\Kiss!\Wha... response:	Wh-What are you saying?!
context: powers like that, Hikari.\So...\A-Anyway...\Kiss!\Huh?\Kiss!\Wha...\Wh-What are you saying?! response:	What am I saying?
context: So...\A-Anyway...\Kiss!\Huh?\Kiss!\Wha...\Wh-What are you saying?!\What am I saying? response:	Oh!
context: A-Anyway...\Kiss!\Huh?\Kiss!\Wha...\Wh-What are you saying?!\What am I saying?\Oh! response:	N-No, that's not it!
context: Kiss!\Huh?\Kiss!\Wha...\Wh-What are you saying?!\What am I saying?\Oh!\N-No, that's not it! response:	I'm saying that you should kiss Manaka-san!
context: Huh?\Kiss!\Wha...\Wh-What are you saying?!\What am I saying?\Oh!\N-No, that's not it!\I'm saying that you should kiss Manaka-san! response:	Wha?! Either way, why would I do that?!
context: Kiss!\Wha...\Wh-What are you saying?!\What am I saying?\Oh!\N-No, that's not it!\I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?! response:	Because it's needed for her to wake up!
context: Wha...\Wh-What are you saying?!\What am I saying?\Oh!\N-No, that's not it!\I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?!\Because it's needed for her to wake up! response:	That makes no sense!
context: Wh-What are you saying?!\What am I saying?\Oh!\N-No, that's not it!\I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?!\Because it's needed for her to wake up!\That makes no sense! response:	And why would that need a k-kiss?!
context: What am I saying?\Oh!\N-No, that's not it!\I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?!\Because it's needed for her to wake up!\That makes no sense!\And why would that need a k-kiss?! response:	I already told you!
context: Oh!\N-No, that's not it!\I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?!\Because it's needed for her to wake up!\That makes no sense!\And why would that need a k-kiss?!\I already told you! response:	That's not a reason!
context: N-No, that's not it!\I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?!\Because it's needed for her to wake up!\That makes no sense!\And why would that need a k-kiss?!\I already told you!\That's not a reason! response:	Hii-kun!
context: I'm saying that you should kiss Manaka-san!\Wha?! Either way, why would I do that?!\Because it's needed for her to wake up!\That makes no sense!\And why would that need a k-kiss?!\I already told you!\That's not a reason!\Hii-kun! response:	You're not supposed to get that mad at girls!
context: Wha?! Either way, why would I do that?!\Because it's needed for her to wake up!\That makes no sense!\And why would that need a k-kiss?!\I already told you!\That's not a reason!\Hii-kun!\You're not supposed to get that mad at girls! response:	Shut up! It's because she
context: Because it's needed for her to wake up!\That makes no sense!\And why would that need a k-kiss?!\I already told you!\That's not a reason!\Hii-kun!\You're not supposed to get that mad at girls!\Shut up! It's because she response:	Huh?
context: That makes no sense!\And why would that need a k-kiss?!\I already told you!\That's not a reason!\Hii-kun!\You're not supposed to get that mad at girls!\Shut up! It's because she\Huh? response:	How was she? How was Mukaido?
context: And why would that need a k-kiss?!\I already told you!\That's not a reason!\Hii-kun!\You're not supposed to get that mad at girls!\Shut up! It's because she\Huh?\How was she? How was Mukaido? response:	She was so energetic, it startled me.
