context: This is LAN Xi. response:	The big city where I grew up.
context: You really have to follow the calendar.\Ah!\You said that you would only say two words.\Can't I?\Say professor,\how about helping her with her lessons?\Ok, ok.\Come back early. response:	When you come back, we'll go over everything again.
context: Ah!\You said that you would only say two words.\Can't I?\Say professor,\how about helping her with her lessons?\Ok, ok.\Come back early.\When you come back, we'll go over everything again. response:	Go.
context: You said that you would only say two words.\Can't I?\Say professor,\how about helping her with her lessons?\Ok, ok.\Come back early.\When you come back, we'll go over everything again.\Go. response:	Oh, wait.
context: Can't I?\Say professor,\how about helping her with her lessons?\Ok, ok.\Come back early.\When you come back, we'll go over everything again.\Go.\Oh, wait. response:	All right.
context: Say professor,\how about helping her with her lessons?\Ok, ok.\Come back early.\When you come back, we'll go over everything again.\Go.\Oh, wait.\All right. response:	I'm here.
context: how about helping her with her lessons?\Ok, ok.\Come back early.\When you come back, we'll go over everything again.\Go.\Oh, wait.\All right.\I'm here. response:	Hey, aren't you cold?
context: Ok, ok.\Come back early.\When you come back, we'll go over everything again.\Go.\Oh, wait.\All right.\I'm here.\Hey, aren't you cold? response:	I'll give you my gloves.
context: Come back early.\When you come back, we'll go over everything again.\Go.\Oh, wait.\All right.\I'm here.\Hey, aren't you cold?\I'll give you my gloves. response:	What about you?
context: When you come back, we'll go over everything again.\Go.\Oh, wait.\All right.\I'm here.\Hey, aren't you cold?\I'll give you my gloves.\What about you? response:	Oh, it doesn't matter.
context: Go.\Oh, wait.\All right.\I'm here.\Hey, aren't you cold?\I'll give you my gloves.\What about you?\Oh, it doesn't matter. response:	I still have my pockets.
context: Oh, wait.\All right.\I'm here.\Hey, aren't you cold?\I'll give you my gloves.\What about you?\Oh, it doesn't matter.\I still have my pockets. response:	Qi Jin Xuan.
context: All right.\I'm here.\Hey, aren't you cold?\I'll give you my gloves.\What about you?\Oh, it doesn't matter.\I still have my pockets.\Qi Jin Xuan. response:	Aren't you cold?
context: I'm here.\Hey, aren't you cold?\I'll give you my gloves.\What about you?\Oh, it doesn't matter.\I still have my pockets.\Qi Jin Xuan.\Aren't you cold? response:	How about I give you my gloves?
context: Hey, aren't you cold?\I'll give you my gloves.\What about you?\Oh, it doesn't matter.\I still have my pockets.\Qi Jin Xuan.\Aren't you cold?\How about I give you my gloves? response:	Shut up.
context: I'll give you my gloves.\What about you?\Oh, it doesn't matter.\I still have my pockets.\Qi Jin Xuan.\Aren't you cold?\How about I give you my gloves?\Shut up. response:	I can also put my hands in my pockets.
context: What about you?\Oh, it doesn't matter.\I still have my pockets.\Qi Jin Xuan.\Aren't you cold?\How about I give you my gloves?\Shut up.\I can also put my hands in my pockets. response:	I'm fine.
context: Oh, it doesn't matter.\I still have my pockets.\Qi Jin Xuan.\Aren't you cold?\How about I give you my gloves?\Shut up.\I can also put my hands in my pockets.\I'm fine. response:	Let's move on.
context: I still have my pockets.\Qi Jin Xuan.\Aren't you cold?\How about I give you my gloves?\Shut up.\I can also put my hands in my pockets.\I'm fine.\Let's move on. response:	Hua Sheng.
context: Qi Jin Xuan.\Aren't you cold?\How about I give you my gloves?\Shut up.\I can also put my hands in my pockets.\I'm fine.\Let's move on.\Hua Sheng. response:	Let's go.
context: Aren't you cold?\How about I give you my gloves?\Shut up.\I can also put my hands in my pockets.\I'm fine.\Let's move on.\Hua Sheng.\Let's go. response:	You really don't want my gloves?
context: How about I give you my gloves?\Shut up.\I can also put my hands in my pockets.\I'm fine.\Let's move on.\Hua Sheng.\Let's go.\You really don't want my gloves? response:	Shut up, let's go.
context: Shut up.\I can also put my hands in my pockets.\I'm fine.\Let's move on.\Hua Sheng.\Let's go.\You really don't want my gloves?\Shut up, let's go. response:	Ok, I'm going.
context: I can also put my hands in my pockets.\I'm fine.\Let's move on.\Hua Sheng.\Let's go.\You really don't want my gloves?\Shut up, let's go.\Ok, I'm going. response:	Tu Xiao Yi, Qi Jin Xuan handles it better than you.
context: I'm fine.\Let's move on.\Hua Sheng.\Let's go.\You really don't want my gloves?\Shut up, let's go.\Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you. response:	Then you better get off and run.
context: Let's move on.\Hua Sheng.\Let's go.\You really don't want my gloves?\Shut up, let's go.\Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run. response:	Hey, I'm complimenting you.
context: Hua Sheng.\Let's go.\You really don't want my gloves?\Shut up, let's go.\Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run.\Hey, I'm complimenting you. response:	Insolent!
context: Let's go.\You really don't want my gloves?\Shut up, let's go.\Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run.\Hey, I'm complimenting you.\Insolent! response:	How much farther is it?
context: You really don't want my gloves?\Shut up, let's go.\Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run.\Hey, I'm complimenting you.\Insolent!\How much farther is it? response:	What are you hurrying for?
context: Shut up, let's go.\Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run.\Hey, I'm complimenting you.\Insolent!\How much farther is it?\What are you hurrying for? response:	I fear that Tu Xiao Yi can't follow us anymore.
context: Ok, I'm going.\Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run.\Hey, I'm complimenting you.\Insolent!\How much farther is it?\What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore. response:	Who can't follow anymore?
context: Tu Xiao Yi, Qi Jin Xuan handles it better than you.\Then you better get off and run.\Hey, I'm complimenting you.\Insolent!\How much farther is it?\What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore? response:	I'm always ahead of you!
context: Then you better get off and run.\Hey, I'm complimenting you.\Insolent!\How much farther is it?\What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore?\I'm always ahead of you! response:	Be careful, don't wet your shoes.
context: Hey, I'm complimenting you.\Insolent!\How much farther is it?\What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore?\I'm always ahead of you!\Be careful, don't wet your shoes. response:	Don't worry.
context: Insolent!\How much farther is it?\What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore?\I'm always ahead of you!\Be careful, don't wet your shoes.\Don't worry. response:	Wow, how beautiful it is over here.
context: How much farther is it?\What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore?\I'm always ahead of you!\Be careful, don't wet your shoes.\Don't worry.\Wow, how beautiful it is over here. response:	Hey, Qi Jin Xuan, it's snowing.
context: What are you hurrying for?\I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore?\I'm always ahead of you!\Be careful, don't wet your shoes.\Don't worry.\Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing. response:	Hua Sheng.
context: I fear that Tu Xiao Yi can't follow us anymore.\Who can't follow anymore?\I'm always ahead of you!\Be careful, don't wet your shoes.\Don't worry.\Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing.\Hua Sheng. response:	Be careful, Yao Zhe Tian, I'm going to help you.
context: Who can't follow anymore?\I'm always ahead of you!\Be careful, don't wet your shoes.\Don't worry.\Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing.\Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you. response:	An avalanche!
context: I'm always ahead of you!\Be careful, don't wet your shoes.\Don't worry.\Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing.\Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche! response:	Where are you?
context: Be careful, don't wet your shoes.\Don't worry.\Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing.\Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche!\Where are you? response:	I can't see anything.
context: Don't worry.\Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing.\Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche!\Where are you?\I can't see anything. response:	You two...
context: Wow, how beautiful it is over here.\Hey, Qi Jin Xuan, it's snowing.\Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche!\Where are you?\I can't see anything.\You two... response:	Hey, the water's frozen.
context: Hey, Qi Jin Xuan, it's snowing.\Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche!\Where are you?\I can't see anything.\You two...\Hey, the water's frozen. response:	Hua Sheng, what are you doing?
context: Hua Sheng.\Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche!\Where are you?\I can't see anything.\You two...\Hey, the water's frozen.\Hua Sheng, what are you doing? response:	Careful, careful!
context: Be careful, Yao Zhe Tian, I'm going to help you.\An avalanche!\Where are you?\I can't see anything.\You two...\Hey, the water's frozen.\Hua Sheng, what are you doing?\Careful, careful! response:	Pull me up carefully.
context: An avalanche!\Where are you?\I can't see anything.\You two...\Hey, the water's frozen.\Hua Sheng, what are you doing?\Careful, careful!\Pull me up carefully. response:	It's good.
context: Where are you?\I can't see anything.\You two...\Hey, the water's frozen.\Hua Sheng, what are you doing?\Careful, careful!\Pull me up carefully.\It's good. response:	I'm fine.
context: I can't see anything.\You two...\Hey, the water's frozen.\Hua Sheng, what are you doing?\Careful, careful!\Pull me up carefully.\It's good.\I'm fine. response:	Hua Sheng.
context: You two...\Hey, the water's frozen.\Hua Sheng, what are you doing?\Careful, careful!\Pull me up carefully.\It's good.\I'm fine.\Hua Sheng. response:	What an idiot.
context: Hey, the water's frozen.\Hua Sheng, what are you doing?\Careful, careful!\Pull me up carefully.\It's good.\I'm fine.\Hua Sheng.\What an idiot. response:	I told you not to step on it.
context: Hua Sheng, what are you doing?\Careful, careful!\Pull me up carefully.\It's good.\I'm fine.\Hua Sheng.\What an idiot.\I told you not to step on it. response:	We're here.
context: Careful, careful!\Pull me up carefully.\It's good.\I'm fine.\Hua Sheng.\What an idiot.\I told you not to step on it.\We're here. response:	Waa.. we finally arrived.
context: Pull me up carefully.\It's good.\I'm fine.\Hua Sheng.\What an idiot.\I told you not to step on it.\We're here.\Waa.. we finally arrived. response:	Mother.
context: It's good.\I'm fine.\Hua Sheng.\What an idiot.\I told you not to step on it.\We're here.\Waa.. we finally arrived.\Mother. response:	Look closely, be careful what you step on.
context: I'm fine.\Hua Sheng.\What an idiot.\I told you not to step on it.\We're here.\Waa.. we finally arrived.\Mother.\Look closely, be careful what you step on. response:	Jin Xuan.
context: Hua Sheng.\What an idiot.\I told you not to step on it.\We're here.\Waa.. we finally arrived.\Mother.\Look closely, be careful what you step on.\Jin Xuan. response:	You're back.
context: What an idiot.\I told you not to step on it.\We're here.\Waa.. we finally arrived.\Mother.\Look closely, be careful what you step on.\Jin Xuan.\You're back. response:	Hi miss.
context: I told you not to step on it.\We're here.\Waa.. we finally arrived.\Mother.\Look closely, be careful what you step on.\Jin Xuan.\You're back.\Hi miss. response:	Hello Hello.
context: We're here.\Waa.. we finally arrived.\Mother.\Look closely, be careful what you step on.\Jin Xuan.\You're back.\Hi miss.\Hello Hello. response:	Look at you.
context: Waa.. we finally arrived.\Mother.\Look closely, be careful what you step on.\Jin Xuan.\You're back.\Hi miss.\Hello Hello.\Look at you. response:	You didn't tell me you would bring friends.
context: Mother.\Look closely, be careful what you step on.\Jin Xuan.\You're back.\Hi miss.\Hello Hello.\Look at you.\You didn't tell me you would bring friends. response:	I didn't prepare anything.
context: Look closely, be careful what you step on.\Jin Xuan.\You're back.\Hi miss.\Hello Hello.\Look at you.\You didn't tell me you would bring friends.\I didn't prepare anything. response:	I will go prepare something.
context: Jin Xuan.\You're back.\Hi miss.\Hello Hello.\Look at you.\You didn't tell me you would bring friends.\I didn't prepare anything.\I will go prepare something. response:	Come come, enter.
context: You're back.\Hi miss.\Hello Hello.\Look at you.\You didn't tell me you would bring friends.\I didn't prepare anything.\I will go prepare something.\Come come, enter. response:	It's a long way, isn't it?
context: Hi miss.\Hello Hello.\Look at you.\You didn't tell me you would bring friends.\I didn't prepare anything.\I will go prepare something.\Come come, enter.\It's a long way, isn't it? response:	No no.
context: Hello Hello.\Look at you.\You didn't tell me you would bring friends.\I didn't prepare anything.\I will go prepare something.\Come come, enter.\It's a long way, isn't it?\No no. response:	Come come, you don't need to be so polite.
context: Look at you.\You didn't tell me you would bring friends.\I didn't prepare anything.\I will go prepare something.\Come come, enter.\It's a long way, isn't it?\No no.\Come come, you don't need to be so polite. response:	Consider it as your own home.
context: You didn't tell me you would bring friends.\I didn't prepare anything.\I will go prepare something.\Come come, enter.\It's a long way, isn't it?\No no.\Come come, you don't need to be so polite.\Consider it as your own home. response:	Come look, I've never seen these things before.
context: I didn't prepare anything.\I will go prepare something.\Come come, enter.\It's a long way, isn't it?\No no.\Come come, you don't need to be so polite.\Consider it as your own home.\Come look, I've never seen these things before. response:	How come? They are on TV all the time.
context: I will go prepare something.\Come come, enter.\It's a long way, isn't it?\No no.\Come come, you don't need to be so polite.\Consider it as your own home.\Come look, I've never seen these things before.\How come? They are on TV all the time. response:	Let me try, let me try.
context: Come come, enter.\It's a long way, isn't it?\No no.\Come come, you don't need to be so polite.\Consider it as your own home.\Come look, I've never seen these things before.\How come? They are on TV all the time.\Let me try, let me try. response:	Hua Sheng, don't break it.
context: It's a long way, isn't it?\No no.\Come come, you don't need to be so polite.\Consider it as your own home.\Come look, I've never seen these things before.\How come? They are on TV all the time.\Let me try, let me try.\Hua Sheng, don't break it. response:	Don't worry.
context: No no.\Come come, you don't need to be so polite.\Consider it as your own home.\Come look, I've never seen these things before.\How come? They are on TV all the time.\Let me try, let me try.\Hua Sheng, don't break it.\Don't worry. response:	Hey, that's it.
context: Come come, you don't need to be so polite.\Consider it as your own home.\Come look, I've never seen these things before.\How come? They are on TV all the time.\Let me try, let me try.\Hua Sheng, don't break it.\Don't worry.\Hey, that's it. response:	Wow.
context: Consider it as your own home.\Come look, I've never seen these things before.\How come? They are on TV all the time.\Let me try, let me try.\Hua Sheng, don't break it.\Don't worry.\Hey, that's it.\Wow. response:	I was wrong, don't follow me!
context: Come look, I've never seen these things before.\How come? They are on TV all the time.\Let me try, let me try.\Hua Sheng, don't break it.\Don't worry.\Hey, that's it.\Wow.\I was wrong, don't follow me! response:	Here, take one.
context: How come? They are on TV all the time.\Let me try, let me try.\Hua Sheng, don't break it.\Don't worry.\Hey, that's it.\Wow.\I was wrong, don't follow me!\Here, take one. response:	Jin Xuan, come pick up the food.
context: Let me try, let me try.\Hua Sheng, don't break it.\Don't worry.\Hey, that's it.\Wow.\I was wrong, don't follow me!\Here, take one.\Jin Xuan, come pick up the food. response:	Here I am.
context: Hua Sheng, don't break it.\Don't worry.\Hey, that's it.\Wow.\I was wrong, don't follow me!\Here, take one.\Jin Xuan, come pick up the food.\Here I am. response:	Don't move.
context: Don't worry.\Hey, that's it.\Wow.\I was wrong, don't follow me!\Here, take one.\Jin Xuan, come pick up the food.\Here I am.\Don't move. response:	It's delicious.
context: Hey, that's it.\Wow.\I was wrong, don't follow me!\Here, take one.\Jin Xuan, come pick up the food.\Here I am.\Don't move.\It's delicious. response:	Eating again.
context: Wow.\I was wrong, don't follow me!\Here, take one.\Jin Xuan, come pick up the food.\Here I am.\Don't move.\It's delicious.\Eating again. response:	You're hungry now, aren't you? Over here, it's fine.
context: I was wrong, don't follow me!\Here, take one.\Jin Xuan, come pick up the food.\Here I am.\Don't move.\It's delicious.\Eating again.\You're hungry now, aren't you? Over here, it's fine. response:	Sit down, sit down.
context: Here, take one.\Jin Xuan, come pick up the food.\Here I am.\Don't move.\It's delicious.\Eating again.\You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down. response:	It's just normal food.
context: Jin Xuan, come pick up the food.\Here I am.\Don't move.\It's delicious.\Eating again.\You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down.\It's just normal food. response:	Don't be so polite, eat.
context: Here I am.\Don't move.\It's delicious.\Eating again.\You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down.\It's just normal food.\Don't be so polite, eat. response:	Miss, you should also eat.
context: Don't move.\It's delicious.\Eating again.\You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down.\It's just normal food.\Don't be so polite, eat.\Miss, you should also eat. response:	Ok
context: It's delicious.\Eating again.\You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down.\It's just normal food.\Don't be so polite, eat.\Miss, you should also eat.\Ok response:	Qi Jin Xuan, I didn't know that you knew how to cook.
context: Eating again.\You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down.\It's just normal food.\Don't be so polite, eat.\Miss, you should also eat.\Ok\Qi Jin Xuan, I didn't know that you knew how to cook. response:	There are many things that you still don't know.
context: You're hungry now, aren't you? Over here, it's fine.\Sit down, sit down.\It's just normal food.\Don't be so polite, eat.\Miss, you should also eat.\Ok\Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know. response:	This is good, this too...
context: Sit down, sit down.\It's just normal food.\Don't be so polite, eat.\Miss, you should also eat.\Ok\Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know.\This is good, this too... response:	Qi Jin Xuan.
context: It's just normal food.\Don't be so polite, eat.\Miss, you should also eat.\Ok\Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know.\This is good, this too...\Qi Jin Xuan. response:	Why does your mother live all the way here?
context: Don't be so polite, eat.\Miss, you should also eat.\Ok\Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know.\This is good, this too...\Qi Jin Xuan.\Why does your mother live all the way here? response:	Do you need to ask?
context: Miss, you should also eat.\Ok\Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know.\This is good, this too...\Qi Jin Xuan.\Why does your mother live all the way here?\Do you need to ask? response:	Surely they are divorced.
context: Ok\Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know.\This is good, this too...\Qi Jin Xuan.\Why does your mother live all the way here?\Do you need to ask?\Surely they are divorced. response:	That's ok.
context: Qi Jin Xuan, I didn't know that you knew how to cook.\There are many things that you still don't know.\This is good, this too...\Qi Jin Xuan.\Why does your mother live all the way here?\Do you need to ask?\Surely they are divorced.\That's ok. response:	You're not mistaken.
context: There are many things that you still don't know.\This is good, this too...\Qi Jin Xuan.\Why does your mother live all the way here?\Do you need to ask?\Surely they are divorced.\That's ok.\You're not mistaken. response:	When I was little,
context: This is good, this too...\Qi Jin Xuan.\Why does your mother live all the way here?\Do you need to ask?\Surely they are divorced.\That's ok.\You're not mistaken.\When I was little, response:	My father abandoned the both of us.
context: Qi Jin Xuan.\Why does your mother live all the way here?\Do you need to ask?\Surely they are divorced.\That's ok.\You're not mistaken.\When I was little,\My father abandoned the both of us. response:	Then when I grew up a little,
context: Why does your mother live all the way here?\Do you need to ask?\Surely they are divorced.\That's ok.\You're not mistaken.\When I was little,\My father abandoned the both of us.\Then when I grew up a little, response:	he came back for the divorce process
context: Do you need to ask?\Surely they are divorced.\That's ok.\You're not mistaken.\When I was little,\My father abandoned the both of us.\Then when I grew up a little,\he came back for the divorce process response:	and he took me into custody.
context: Surely they are divorced.\That's ok.\You're not mistaken.\When I was little,\My father abandoned the both of us.\Then when I grew up a little,\he came back for the divorce process\and he took me into custody. response:	Saying it was for my sake.
context: That's ok.\You're not mistaken.\When I was little,\My father abandoned the both of us.\Then when I grew up a little,\he came back for the divorce process\and he took me into custody.\Saying it was for my sake. response:	But I wanted to continue to be with my mother.
context: You're not mistaken.\When I was little,\My father abandoned the both of us.\Then when I grew up a little,\he came back for the divorce process\and he took me into custody.\Saying it was for my sake.\But I wanted to continue to be with my mother. response:	Be a peasant for life.
context: When I was little,\My father abandoned the both of us.\Then when I grew up a little,\he came back for the divorce process\and he took me into custody.\Saying it was for my sake.\But I wanted to continue to be with my mother.\Be a peasant for life. response:	I feel it's good to live in the countryside.
context: My father abandoned the both of us.\Then when I grew up a little,\he came back for the divorce process\and he took me into custody.\Saying it was for my sake.\But I wanted to continue to be with my mother.\Be a peasant for life.\I feel it's good to live in the countryside. response:	Did you notice?
context: Then when I grew up a little,\he came back for the divorce process\and he took me into custody.\Saying it was for my sake.\But I wanted to continue to be with my mother.\Be a peasant for life.\I feel it's good to live in the countryside.\Did you notice? response:	All your toys are planes.
context: he came back for the divorce process\and he took me into custody.\Saying it was for my sake.\But I wanted to continue to be with my mother.\Be a peasant for life.\I feel it's good to live in the countryside.\Did you notice?\All your toys are planes. response:	They are things from my past.
context: and he took me into custody.\Saying it was for my sake.\But I wanted to continue to be with my mother.\Be a peasant for life.\I feel it's good to live in the countryside.\Did you notice?\All your toys are planes.\They are things from my past. response:	My mother told me that when I was a kid, I always wanted to be a pilot.
context: Saying it was for my sake.\But I wanted to continue to be with my mother.\Be a peasant for life.\I feel it's good to live in the countryside.\Did you notice?\All your toys are planes.\They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot. response:	Definitely.
context: But I wanted to continue to be with my mother.\Be a peasant for life.\I feel it's good to live in the countryside.\Did you notice?\All your toys are planes.\They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely. response:	Look at this picture.
context: Be a peasant for life.\I feel it's good to live in the countryside.\Did you notice?\All your toys are planes.\They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely.\Look at this picture. response:	Such a big hat.
context: I feel it's good to live in the countryside.\Did you notice?\All your toys are planes.\They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely.\Look at this picture.\Such a big hat. response:	Do you still think about being a pilot?
context: Did you notice?\All your toys are planes.\They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely.\Look at this picture.\Such a big hat.\Do you still think about being a pilot? response:	That's a childhood thing.
context: All your toys are planes.\They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely.\Look at this picture.\Such a big hat.\Do you still think about being a pilot?\That's a childhood thing. response:	Now I just want to become independent
context: They are things from my past.\My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely.\Look at this picture.\Such a big hat.\Do you still think about being a pilot?\That's a childhood thing.\Now I just want to become independent response:	and help my mother.
context: My mother told me that when I was a kid, I always wanted to be a pilot.\Definitely.\Look at this picture.\Such a big hat.\Do you still think about being a pilot?\That's a childhood thing.\Now I just want to become independent\and help my mother. response:	I heard my father say
context: Definitely.\Look at this picture.\Such a big hat.\Do you still think about being a pilot?\That's a childhood thing.\Now I just want to become independent\and help my mother.\I heard my father say response:	that pilots go to a secondary schools every year to do a special training.
context: Look at this picture.\Such a big hat.\Do you still think about being a pilot?\That's a childhood thing.\Now I just want to become independent\and help my mother.\I heard my father say\that pilots go to a secondary schools every year to do a special training. response:	You just have to pass the physical.
context: Such a big hat.\Do you still think about being a pilot?\That's a childhood thing.\Now I just want to become independent\and help my mother.\I heard my father say\that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical. response:	Really? So it's not hard?
context: Do you still think about being a pilot?\That's a childhood thing.\Now I just want to become independent\and help my mother.\I heard my father say\that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical.\Really? So it's not hard? response:	You can get approved!
context: That's a childhood thing.\Now I just want to become independent\and help my mother.\I heard my father say\that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical.\Really? So it's not hard?\You can get approved! response:	Hey, look at this Qi Jin Xuan, he looks like a fool, look!
context: Now I just want to become independent\and help my mother.\I heard my father say\that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical.\Really? So it's not hard?\You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look! response:	Let me see.
context: and help my mother.\I heard my father say\that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical.\Really? So it's not hard?\You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see. response:	Let me see.
context: I heard my father say\that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical.\Really? So it's not hard?\You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see.\Let me see. response:	What a fool, look!
context: that pilots go to a secondary schools every year to do a special training.\You just have to pass the physical.\Really? So it's not hard?\You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see.\Let me see.\What a fool, look! response:	What a fool!
context: You just have to pass the physical.\Really? So it's not hard?\You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see.\Let me see.\What a fool, look!\What a fool! response:	Give it back!
context: Really? So it's not hard?\You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see.\Let me see.\What a fool, look!\What a fool!\Give it back! response:	Tu Xiao Yi, catch it!
context: You can get approved!\Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see.\Let me see.\What a fool, look!\What a fool!\Give it back!\Tu Xiao Yi, catch it! response:	Goodbye miss.
context: Hey, look at this Qi Jin Xuan, he looks like a fool, look!\Let me see.\Let me see.\What a fool, look!\What a fool!\Give it back!\Tu Xiao Yi, catch it!\Goodbye miss. response:	Miss, we're leaving.
context: Let me see.\Let me see.\What a fool, look!\What a fool!\Give it back!\Tu Xiao Yi, catch it!\Goodbye miss.\Miss, we're leaving. response:	Goodbye, wait...
context: Let me see.\What a fool, look!\What a fool!\Give it back!\Tu Xiao Yi, catch it!\Goodbye miss.\Miss, we're leaving.\Goodbye, wait... response:	Remember to eat breakfast before going to school.
context: What a fool, look!\What a fool!\Give it back!\Tu Xiao Yi, catch it!\Goodbye miss.\Miss, we're leaving.\Goodbye, wait...\Remember to eat breakfast before going to school. response:	Don't worry about me.
context: What a fool!\Give it back!\Tu Xiao Yi, catch it!\Goodbye miss.\Miss, we're leaving.\Goodbye, wait...\Remember to eat breakfast before going to school.\Don't worry about me. response:	Ok
context: Give it back!\Tu Xiao Yi, catch it!\Goodbye miss.\Miss, we're leaving.\Goodbye, wait...\Remember to eat breakfast before going to school.\Don't worry about me.\Ok response:	Be careful.
context: Tu Xiao Yi, catch it!\Goodbye miss.\Miss, we're leaving.\Goodbye, wait...\Remember to eat breakfast before going to school.\Don't worry about me.\Ok\Be careful. response:	Miss, it's not necessary to accompany us.
context: Goodbye miss.\Miss, we're leaving.\Goodbye, wait...\Remember to eat breakfast before going to school.\Don't worry about me.\Ok\Be careful.\Miss, it's not necessary to accompany us. response:	It's the first time Jin Xuen brings some friends home.
context: Miss, we're leaving.\Goodbye, wait...\Remember to eat breakfast before going to school.\Don't worry about me.\Ok\Be careful.\Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home. response:	This boy, ever since he was a kid, is so sensible.
context: Goodbye, wait...\Remember to eat breakfast before going to school.\Don't worry about me.\Ok\Be careful.\Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible. response:	But being that sensible makes me worry more.
context: Remember to eat breakfast before going to school.\Don't worry about me.\Ok\Be careful.\Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more. response:	It means that I was not that good at raising him.
context: Don't worry about me.\Ok\Be careful.\Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more.\It means that I was not that good at raising him. response:	I hope it won't matter where he's going.
context: Ok\Be careful.\Miss, it's not necessary to accompany us.\It's the first time Jin Xuen brings some friends home.\This boy, ever since he was a kid, is so sensible.\But being that sensible makes me worry more.\It means that I was not that good at raising him.\I hope it won't matter where he's going. response:	He can have friends like you accompanying him.
