context: 7 hours ago response:	7 hours ago
context: Not many.\Probably enough to give out two to each person here.\You'll form teams of three.\Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake.\I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together. response:	But you never wanted to turn back.
context: Probably enough to give out two to each person here.\You'll form teams of three.\Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake.\I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back. response:	Well, don't you think it's strange?
context: You'll form teams of three.\Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake.\I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back.\Well, don't you think it's strange? response:	The Sibyl System.
context: Each team is to take an area and suppress the riots there one by one.\It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake.\I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back.\Well, don't you think it's strange?\The Sibyl System. response:	All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.
context: It'll be time-consuming and dangerous, but we don't have any other choice.\The whole town's future is at stake.\I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back.\Well, don't you think it's strange?\The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy. response:	I'm a foreigner, you know. I appreciate simply being able to live in this country.
context: The whole town's future is at stake.\I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back.\Well, don't you think it's strange?\The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country. response:	Well, that's what I'd like to say,
context: I'm counting on all of you.\I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back.\Well, don't you think it's strange?\The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say, response:	but in the end it's just like you said, Makishima.
context: I always knew you and I would be traveling down a dangerous road together.\But you never wanted to turn back.\Well, don't you think it's strange?\The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say,\but in the end it's just like you said, Makishima. response:	I also desire a world where we can just do everyday things in an everyday way.
context: But you never wanted to turn back.\Well, don't you think it's strange?\The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say,\but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way. response:	This is my hometown. It's where I was born and raised.
context: Well, don't you think it's strange?\The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say,\but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised. response:	I want to put things right as soon as possible.
context: The Sibyl System.\All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say,\but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible. response:	These guys want to see what lies beyond the destruction you'll cause.
context: All those people who are happy entrusting everything in their lives to some nonsense like that? They're the ones who are crazy.\I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say,\but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause. response:	Beyond the destruction, huh?
context: I'm a foreigner, you know. I appreciate simply being able to live in this country.\Well, that's what I'd like to say,\but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh? response:	Well, if that happens, more the better.
context: Well, that's what I'd like to say,\but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh?\Well, if that happens, more the better. response:	But I don't mind if this is the end.
context: but in the end it's just like you said, Makishima.\I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh?\Well, if that happens, more the better.\But I don't mind if this is the end. response:	How are you going with manipulating information on the'net?
context: I also desire a world where we can just do everyday things in an everyday way.\This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh?\Well, if that happens, more the better.\But I don't mind if this is the end.\How are you going with manipulating information on the'net? response:	The AI I set up beforehand is already at work.
context: This is my hometown. It's where I was born and raised.\I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh?\Well, if that happens, more the better.\But I don't mind if this is the end.\How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work. response:	Makishima Shougo... He's really done it this time.
context: I want to put things right as soon as possible.\These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh?\Well, if that happens, more the better.\But I don't mind if this is the end.\How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time. response:	Hold on a sec, though.
context: These guys want to see what lies beyond the destruction you'll cause.\Beyond the destruction, huh?\Well, if that happens, more the better.\But I don't mind if this is the end.\How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time.\Hold on a sec, though. response:	We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.
context: Beyond the destruction, huh?\Well, if that happens, more the better.\But I don't mind if this is the end.\How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time.\Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents. response:	Think about it.
context: Well, if that happens, more the better.\But I don't mind if this is the end.\How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time.\Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it. response:	The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.
context: But I don't mind if this is the end.\How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time.\Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue. response:	But whoever was behind the helmet designed it, mass produced it, and distributed it.
context: How are you going with manipulating information on the'net?\The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time.\Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it. response:	The whole process probably took a few months at least.
context: The AI I set up beforehand is already at work.\Makishima Shougo... He's really done it this time.\Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least. response:	He'd have to order parts, arrange distribution and so on.
context: Makishima Shougo... He's really done it this time.\Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on. response:	There's no way he'd be able to do that while avoiding all the scanners around town.
context: Hold on a sec, though.\We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town. response:	The only person who could make that helmet
context: We still haven't found conclusive evidence that Makishima has anything to do with these helmet incidents.\Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet response:	is someone who could defeat the Sibyl System without needing one himself.
context: Think about it.\The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself. response:	So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?
context: The moment an ordinary person even thinks of making something that'd undermine the Sibyl System, it shows in their Hue.\But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard? response:	That was Makishima's goal?
context: But whoever was behind the helmet designed it, mass produced it, and distributed it.\The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal? response:	No.
context: The whole process probably took a few months at least.\He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal?\No. response:	What?
context: He'd have to order parts, arrange distribution and so on.\There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal?\No.\What? response:	Makishima's crimes always had a purpose behind them. He was always looking for answers.
context: There's no way he'd be able to do that while avoiding all the scanners around town.\The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal?\No.\What?\Makishima's crimes always had a purpose behind them. He was always looking for answers. response:	This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.
context: The only person who could make that helmet\is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal?\No.\What?\Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal. response:	I agree with you, Inspector.
context: is someone who could defeat the Sibyl System without needing one himself.\So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal?\No.\What?\Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector. response:	If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.
context: So he took advantage of a blind spot in the Sibyl System to engineer a mass Psycho-Hazard?\That was Makishima's goal?\No.\What?\Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend. response:	Ouch. Things are looking bad online too.
context: That was Makishima's goal?\No.\What?\Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too. response:	There's a mishmash of false rumors and real information flying back and forth.
context: No.\What?\Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth. response:	I thought we were keeping a lid on media coverage?
context: What?\Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage? response:	Made-up rumors attract more attention anyway.
context: Makishima's crimes always had a purpose behind them. He was always looking for answers.\This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway. response:	What the hell?
context: This is a truly fearsome riot, but I can't believe that this chaos could be his only goal.\I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway.\What the hell? response:	The Bureau's killing all the townspeople?!
context: I agree with you, Inspector.\If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway.\What the hell?\The Bureau's killing all the townspeople?! response:	We have to stop them!
context: If all he wanted to do was watch the city burn, he'd be a lot easier for us to apprehend.\Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway.\What the hell?\The Bureau's killing all the townspeople?!\We have to stop them! response:	Why don't you just run them over with the car?
context: Ouch. Things are looking bad online too.\There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway.\What the hell?\The Bureau's killing all the townspeople?!\We have to stop them!\Why don't you just run them over with the car? response:	No way!
context: There's a mishmash of false rumors and real information flying back and forth.\I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway.\What the hell?\The Bureau's killing all the townspeople?!\We have to stop them!\Why don't you just run them over with the car?\No way! response:	Well, I thought it was a good idea.
context: I thought we were keeping a lid on media coverage?\Made-up rumors attract more attention anyway.\What the hell?\The Bureau's killing all the townspeople?!\We have to stop them!\Why don't you just run them over with the car?\No way!\Well, I thought it was a good idea. response:	In what way?!
context: Made-up rumors attract more attention anyway.\What the hell?\The Bureau's killing all the townspeople?!\We have to stop them!\Why don't you just run them over with the car?\No way!\Well, I thought it was a good idea.\In what way?! response:	This is the Public Safety Bureau!
context: What the hell?\The Bureau's killing all the townspeople?!\We have to stop them!\Why don't you just run them over with the car?\No way!\Well, I thought it was a good idea.\In what way?!\This is the Public Safety Bureau! response:	Stop this violence immediately and lay down with your hands behind your head!
context: The Bureau's killing all the townspeople?!\We have to stop them!\Why don't you just run them over with the car?\No way!\Well, I thought it was a good idea.\In what way?!\This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head! response:	We have no choice but to resort to force.
context: We have to stop them!\Why don't you just run them over with the car?\No way!\Well, I thought it was a good idea.\In what way?!\This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force. response:	Give them another warning!
context: Why don't you just run them over with the car?\No way!\Well, I thought it was a good idea.\In what way?!\This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force.\Give them another warning! response:	This is the Public Safety Bureau!
context: No way!\Well, I thought it was a good idea.\In what way?!\This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force.\Give them another warning!\This is the Public Safety Bureau! response:	Cease this violence immediately or we'll be forced to use Dominators!
context: Well, I thought it was a good idea.\In what way?!\This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force.\Give them another warning!\This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators! response:	We will not hesitate to use lethal force on those of you with high Crime Coefficients!
context: In what way?!\This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force.\Give them another warning!\This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients! response:	I repeat! Lay down with your hands behind your head!
context: This is the Public Safety Bureau!\Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force.\Give them another warning!\This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head! response:	Why are you doing this?!
context: Stop this violence immediately and lay down with your hands behind your head!\We have no choice but to resort to force.\Give them another warning!\This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head!\Why are you doing this?! response:	The guys in helmets are the real criminals!
context: We have no choice but to resort to force.\Give them another warning!\This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head!\Why are you doing this?!\The guys in helmets are the real criminals! response:	What's the Bureau going to do about all the helmets that are already out there?
context: Give them another warning!\This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head!\Why are you doing this?!\The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there? response:	We're the victims, aren't we?!
context: This is the Public Safety Bureau!\Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head!\Why are you doing this?!\The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?! response:	Shut up! You're breaking the law too!
context: Cease this violence immediately or we'll be forced to use Dominators!\We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head!\Why are you doing this?!\The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?!\Shut up! You're breaking the law too! response:	What's the matter?
context: We will not hesitate to use lethal force on those of you with high Crime Coefficients!\I repeat! Lay down with your hands behind your head!\Why are you doing this?!\The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?!\Shut up! You're breaking the law too!\What's the matter? response:	These guys are victims as well.
context: I repeat! Lay down with your hands behind your head!\Why are you doing this?!\The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?!\Shut up! You're breaking the law too!\What's the matter?\These guys are victims as well. response:	Yeah.
context: Why are you doing this?!\The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?!\Shut up! You're breaking the law too!\What's the matter?\These guys are victims as well.\Yeah. response:	If the citizens hadn't been dragged into this, they wouldn't have become so violent.
context: The guys in helmets are the real criminals!\What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?!\Shut up! You're breaking the law too!\What's the matter?\These guys are victims as well.\Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent. response:	No. I mean the helmet-wearers.
context: What's the Bureau going to do about all the helmets that are already out there?\We're the victims, aren't we?!\Shut up! You're breaking the law too!\What's the matter?\These guys are victims as well.\Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers. response:	It might take time, but eventually they'll all be hunted down and killed, just like this lot.
context: We're the victims, aren't we?!\Shut up! You're breaking the law too!\What's the matter?\These guys are victims as well.\Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot. response:	And the ones we don't catch will be killed by gangs of citizens.
context: Shut up! You're breaking the law too!\What's the matter?\These guys are victims as well.\Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens. response:	Something's been bothering me.
context: What's the matter?\These guys are victims as well.\Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me. response:	The false rumors on the'net are getting worse and worse.
context: These guys are victims as well.\Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me.\The false rumors on the'net are getting worse and worse. response:	What if this is another case of Makishima manipulating information for his own purposes?
context: Yeah.\If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me.\The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes? response:	We already know that either he or one of his accomplices is an accomplished hacker.
context: If the citizens hadn't been dragged into this, they wouldn't have become so violent.\No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me.\The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker. response:	Otherwise, all those crimes wouldn't have been possible.
context: No. I mean the helmet-wearers.\It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me.\The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible. response:	Look at all those people who surrendered and took off their helmets.
context: It might take time, but eventually they'll all be hunted down and killed, just like this lot.\And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me.\The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets. response:	They're scum who'd never be able to commit crimes otherwise.
context: And the ones we don't catch will be killed by gangs of citizens.\Something's been bothering me.\The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise. response:	In a sense, they're all just Makishima's pawns.
context: Something's been bothering me.\The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns. response:	Hold on a sec.
context: The false rumors on the'net are getting worse and worse.\What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns.\Hold on a sec. response:	If that's the case, then what is Makishima's goal?
context: What if this is another case of Makishima manipulating information for his own purposes?\We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns.\Hold on a sec.\If that's the case, then what is Makishima's goal? response:	Let's suppose that everything is going according to his plan.
context: We already know that either he or one of his accomplices is an accomplished hacker.\Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns.\Hold on a sec.\If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan. response:	Maybe he even anticipated what we'd do at this very moment.
context: Otherwise, all those crimes wouldn't have been possible.\Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns.\Hold on a sec.\If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment. response:	Inspector, which riot locations were we asked to suppress first?
context: Look at all those people who surrendered and took off their helmets.\They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns.\Hold on a sec.\If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first? response:	Let's see...
context: They're scum who'd never be able to commit crimes otherwise.\In a sense, they're all just Makishima's pawns.\Hold on a sec.\If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first?\Let's see... response:	Here they are.
context: In a sense, they're all just Makishima's pawns.\Hold on a sec.\If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first?\Let's see...\Here they are. response:	I think he's been playing us from the start.
context: Hold on a sec.\If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first?\Let's see...\Here they are.\I think he's been playing us from the start. response:	What if the whole thing was set up so that the riots would flare up
context: If that's the case, then what is Makishima's goal?\Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first?\Let's see...\Here they are.\I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up response:	in such a way that all the CID's detectives would be lured out?
context: Let's suppose that everything is going according to his plan.\Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first?\Let's see...\Here they are.\I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out? response:	You don't mean... No way!
context: Maybe he even anticipated what we'd do at this very moment.\Inspector, which riot locations were we asked to suppress first?\Let's see...\Here they are.\I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out?\You don't mean... No way! response:	I've spent these last five years desperately trying to figure out the Sibyl System.
