context: The sports festival is coming up soon. response:	Sports Festival
context: Do your best, Little Miss!\Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah!\Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three...\Ah!\Class 3's tripped on their rope! response:	forty-four, forty-five, forty-six, forty-seven, forty-eight...
context: Twenty-two, twenty-three...\twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah!\Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three...\Ah!\Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight... response:	Class 2's amazing, they're still going!
context: twenty-four, twenty-five, twenty-six, twenty-seven, twenty-eight...\Ah!\Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three...\Ah!\Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going! response:	Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...
context: Ah!\Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three...\Ah!\Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine... response:	Keep at it!
context: Classes 1 and 4 tripped on their ropes!\Forty-two, forty-three...\Ah!\Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it! response:	sixty, sixty-one...
context: Forty-two, forty-three...\Ah!\Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it!\sixty, sixty-one... response:	Keep it up!
context: Ah!\Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it!\sixty, sixty-one...\Keep it up! response:	Done!
context: Class 3's tripped on their rope!\forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it!\sixty, sixty-one...\Keep it up!\Done! response:	Class 3-2 wins!
context: forty-four, forty-five, forty-six, forty-seven, forty-eight...\Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it!\sixty, sixty-one...\Keep it up!\Done!\Class 3-2 wins! response:	They even jumped 60 times!
context: Class 2's amazing, they're still going!\Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it!\sixty, sixty-one...\Keep it up!\Done!\Class 3-2 wins!\They even jumped 60 times! response:	Miss Kobayashi, we won!
context: Fifty-five, fifty-six, fifty-seven, fifty-eight, fifty-nine...\Keep at it!\sixty, sixty-one...\Keep it up!\Done!\Class 3-2 wins!\They even jumped 60 times!\Miss Kobayashi, we won! response:	Yeah, that was impressive.
context: Keep at it!\sixty, sixty-one...\Keep it up!\Done!\Class 3-2 wins!\They even jumped 60 times!\Miss Kobayashi, we won!\Yeah, that was impressive. response:	19th on our program, the fifth grade boys' cavalry battle.
context: sixty, sixty-one...\Keep it up!\Done!\Class 3-2 wins!\They even jumped 60 times!\Miss Kobayashi, we won!\Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle. response:	Shouta, do your best!
context: Keep it up!\Done!\Class 3-2 wins!\They even jumped 60 times!\Miss Kobayashi, we won!\Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best! response:	Fight on!
context: Done!\Class 3-2 wins!\They even jumped 60 times!\Miss Kobayashi, we won!\Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best!\Fight on! response:	Begin!
context: Class 3-2 wins!\They even jumped 60 times!\Miss Kobayashi, we won!\Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best!\Fight on!\Begin! response:	Do it!
context: They even jumped 60 times!\Miss Kobayashi, we won!\Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best!\Fight on!\Begin!\Do it! response:	Go, Shouta!
context: Miss Kobayashi, we won!\Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best!\Fight on!\Begin!\Do it!\Go, Shouta! response:	Now!
context: Yeah, that was impressive.\19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best!\Fight on!\Begin!\Do it!\Go, Shouta!\Now! response:	Get them!
context: 19th on our program, the fifth grade boys' cavalry battle.\Shouta, do your best!\Fight on!\Begin!\Do it!\Go, Shouta!\Now!\Get them! response:	Finished!
context: Shouta, do your best!\Fight on!\Begin!\Do it!\Go, Shouta!\Now!\Get them!\Finished! response:	Class 3 with an overwhelming victory in the cavalry battle!
context: Fight on!\Begin!\Do it!\Go, Shouta!\Now!\Get them!\Finished!\Class 3 with an overwhelming victory in the cavalry battle! response:	Shouta-kun, your older sister's really incredible!
context: Begin!\Do it!\Go, Shouta!\Now!\Get them!\Finished!\Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible! response:	Y-Yeah.
context: Do it!\Go, Shouta!\Now!\Get them!\Finished!\Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible!\Y-Yeah. response:	20th in our program, the third graders' tug-o-war!
context: Go, Shouta!\Now!\Get them!\Finished!\Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible!\Y-Yeah.\20th in our program, the third graders' tug-o-war! response:	Class 1 and 2, ready!
context: Now!\Get them!\Finished!\Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible!\Y-Yeah.\20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready! response:	Begin!
context: Get them!\Finished!\Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible!\Y-Yeah.\20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready!\Begin! response:	Kanna-chan!
context: Finished!\Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible!\Y-Yeah.\20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready!\Begin!\Kanna-chan! response:	Fight on!
context: Class 3 with an overwhelming victory in the cavalry battle!\Shouta-kun, your older sister's really incredible!\Y-Yeah.\20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready!\Begin!\Kanna-chan!\Fight on! response:	Don't lose!
context: Shouta-kun, your older sister's really incredible!\Y-Yeah.\20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready!\Begin!\Kanna-chan!\Fight on!\Don't lose! response:	Little Miss!
context: Y-Yeah.\20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready!\Begin!\Kanna-chan!\Fight on!\Don't lose!\Little Miss! response:	That's enough! Class 2 wins!
context: 20th in our program, the third graders' tug-o-war!\Class 1 and 2, ready!\Begin!\Kanna-chan!\Fight on!\Don't lose!\Little Miss!\That's enough! Class 2 wins! response:	Saikawa, we did it. We won.
context: Class 1 and 2, ready!\Begin!\Kanna-chan!\Fight on!\Don't lose!\Little Miss!\That's enough! Class 2 wins!\Saikawa, we did it. We won. response:	Hooray!
context: Begin!\Kanna-chan!\Fight on!\Don't lose!\Little Miss!\That's enough! Class 2 wins!\Saikawa, we did it. We won.\Hooray! response:	Yeah, you did well out there.
context: Kanna-chan!\Fight on!\Don't lose!\Little Miss!\That's enough! Class 2 wins!\Saikawa, we did it. We won.\Hooray!\Yeah, you did well out there. response:	Keep this pace up!
context: Fight on!\Don't lose!\Little Miss!\That's enough! Class 2 wins!\Saikawa, we did it. We won.\Hooray!\Yeah, you did well out there.\Keep this pace up! response:	Kanna's class is in second place now.
context: Don't lose!\Little Miss!\That's enough! Class 2 wins!\Saikawa, we did it. We won.\Hooray!\Yeah, you did well out there.\Keep this pace up!\Kanna's class is in second place now. response:	Yeah, they'll be in first after this next one.
context: Little Miss!\That's enough! Class 2 wins!\Saikawa, we did it. We won.\Hooray!\Yeah, you did well out there.\Keep this pace up!\Kanna's class is in second place now.\Yeah, they'll be in first after this next one. response:	Oh, it's starting.
context: That's enough! Class 2 wins!\Saikawa, we did it. We won.\Hooray!\Yeah, you did well out there.\Keep this pace up!\Kanna's class is in second place now.\Yeah, they'll be in first after this next one.\Oh, it's starting. response:	32nd in the program, the third graders' relay!
context: Saikawa, we did it. We won.\Hooray!\Yeah, you did well out there.\Keep this pace up!\Kanna's class is in second place now.\Yeah, they'll be in first after this next one.\Oh, it's starting.\32nd in the program, the third graders' relay! response:	Kanna-san, let's take first place and win!
context: Hooray!\Yeah, you did well out there.\Keep this pace up!\Kanna's class is in second place now.\Yeah, they'll be in first after this next one.\Oh, it's starting.\32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win! response:	This will be the last event for the third graders.
context: Yeah, you did well out there.\Keep this pace up!\Kanna's class is in second place now.\Yeah, they'll be in first after this next one.\Oh, it's starting.\32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win!\This will be the last event for the third graders. response:	Everyone, please give them more support than ever!
context: Keep this pace up!\Kanna's class is in second place now.\Yeah, they'll be in first after this next one.\Oh, it's starting.\32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win!\This will be the last event for the third graders.\Everyone, please give them more support than ever! response:	First female runners, take your positions.
context: Kanna's class is in second place now.\Yeah, they'll be in first after this next one.\Oh, it's starting.\32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win!\This will be the last event for the third graders.\Everyone, please give them more support than ever!\First female runners, take your positions. response:	Ready!
context: Yeah, they'll be in first after this next one.\Oh, it's starting.\32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win!\This will be the last event for the third graders.\Everyone, please give them more support than ever!\First female runners, take your positions.\Ready! response:	Iida-san, do you best!
context: Oh, it's starting.\32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win!\This will be the last event for the third graders.\Everyone, please give them more support than ever!\First female runners, take your positions.\Ready!\Iida-san, do you best! response:	Iida, fight on!
context: 32nd in the program, the third graders' relay!\Kanna-san, let's take first place and win!\This will be the last event for the third graders.\Everyone, please give them more support than ever!\First female runners, take your positions.\Ready!\Iida-san, do you best!\Iida, fight on! response:	All the classes have started off.
context: Kanna-san, let's take first place and win!\This will be the last event for the third graders.\Everyone, please give them more support than ever!\First female runners, take your positions.\Ready!\Iida-san, do you best!\Iida, fight on!\All the classes have started off. response:	Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.
context: This will be the last event for the third graders.\Everyone, please give them more support than ever!\First female runners, take your positions.\Ready!\Iida-san, do you best!\Iida, fight on!\All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3. response:	The baton's passed to the second runner.
context: Everyone, please give them more support than ever!\First female runners, take your positions.\Ready!\Iida-san, do you best!\Iida, fight on!\All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner. response:	Class 1 still remains in the lead.
context: First female runners, take your positions.\Ready!\Iida-san, do you best!\Iida, fight on!\All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner.\Class 1 still remains in the lead. response:	Makishima, keep it up!
context: Ready!\Iida-san, do you best!\Iida, fight on!\All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner.\Class 1 still remains in the lead.\Makishima, keep it up! response:	Saikawa, do your best!
context: Iida-san, do you best!\Iida, fight on!\All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner.\Class 1 still remains in the lead.\Makishima, keep it up!\Saikawa, do your best! response:	Of course.
context: Iida, fight on!\All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner.\Class 1 still remains in the lead.\Makishima, keep it up!\Saikawa, do your best!\Of course. response:	I'll pass you the baton from first place!
context: All the classes have started off.\Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner.\Class 1 still remains in the lead.\Makishima, keep it up!\Saikawa, do your best!\Of course.\I'll pass you the baton from first place! response:	Class 1 and 2 are neck and neck!
context: Right now Class 1 holds the lead. Behind them are Class 2, Class 4, and Class 3.\The baton's passed to the second runner.\Class 1 still remains in the lead.\Makishima, keep it up!\Saikawa, do your best!\Of course.\I'll pass you the baton from first place!\Class 1 and 2 are neck and neck! response:	Everyone, give it your best!
context: The baton's passed to the second runner.\Class 1 still remains in the lead.\Makishima, keep it up!\Saikawa, do your best!\Of course.\I'll pass you the baton from first place!\Class 1 and 2 are neck and neck!\Everyone, give it your best! response:	Here I go!
context: Class 1 still remains in the lead.\Makishima, keep it up!\Saikawa, do your best!\Of course.\I'll pass you the baton from first place!\Class 1 and 2 are neck and neck!\Everyone, give it your best!\Here I go! response:	Wow, Class 2's really fast!
context: Makishima, keep it up!\Saikawa, do your best!\Of course.\I'll pass you the baton from first place!\Class 1 and 2 are neck and neck!\Everyone, give it your best!\Here I go!\Wow, Class 2's really fast! response:	They've passed Class 1!
context: Saikawa, do your best!\Of course.\I'll pass you the baton from first place!\Class 1 and 2 are neck and neck!\Everyone, give it your best!\Here I go!\Wow, Class 2's really fast!\They've passed Class 1! response:	Ah! Class 2's dropped the baton!
context: Of course.\I'll pass you the baton from first place!\Class 1 and 2 are neck and neck!\Everyone, give it your best!\Here I go!\Wow, Class 2's really fast!\They've passed Class 1!\Ah! Class 2's dropped the baton! response:	Class 1 is currently running in the lead.
context: I'll pass you the baton from first place!\Class 1 and 2 are neck and neck!\Everyone, give it your best!\Here I go!\Wow, Class 2's really fast!\They've passed Class 1!\Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead. response:	Behind them are Class 4, Class 3, and Class 2!
context: Class 1 and 2 are neck and neck!\Everyone, give it your best!\Here I go!\Wow, Class 2's really fast!\They've passed Class 1!\Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2! response:	I'm sorry!
context: Everyone, give it your best!\Here I go!\Wow, Class 2's really fast!\They've passed Class 1!\Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2!\I'm sorry! response:	Leave it to me.
context: Here I go!\Wow, Class 2's really fast!\They've passed Class 1!\Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2!\I'm sorry!\Leave it to me. response:	Their anchor's taking off!
context: Wow, Class 2's really fast!\They've passed Class 1!\Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2!\I'm sorry!\Leave it to me.\Their anchor's taking off! response:	Class 2's really fast!
context: They've passed Class 1!\Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2!\I'm sorry!\Leave it to me.\Their anchor's taking off!\Class 2's really fast! response:	She's passing the others one after another!
context: Ah! Class 2's dropped the baton!\Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2!\I'm sorry!\Leave it to me.\Their anchor's taking off!\Class 2's really fast!\She's passing the others one after another! response:	Kanna-san.
context: Class 1 is currently running in the lead.\Behind them are Class 4, Class 3, and Class 2!\I'm sorry!\Leave it to me.\Their anchor's taking off!\Class 2's really fast!\She's passing the others one after another!\Kanna-san. response:	Just one more!
context: Behind them are Class 4, Class 3, and Class 2!\I'm sorry!\Leave it to me.\Their anchor's taking off!\Class 2's really fast!\She's passing the others one after another!\Kanna-san.\Just one more! response:	Do your best!
context: I'm sorry!\Leave it to me.\Their anchor's taking off!\Class 2's really fast!\She's passing the others one after another!\Kanna-san.\Just one more!\Do your best! response:	Go!
context: Leave it to me.\Their anchor's taking off!\Class 2's really fast!\She's passing the others one after another!\Kanna-san.\Just one more!\Do your best!\Go! response:	Goal!
context: Their anchor's taking off!\Class 2's really fast!\She's passing the others one after another!\Kanna-san.\Just one more!\Do your best!\Go!\Goal! response:	Class 2 wins!
context: Class 2's really fast!\She's passing the others one after another!\Kanna-san.\Just one more!\Do your best!\Go!\Goal!\Class 2 wins! response:	We did it!
context: She's passing the others one after another!\Kanna-san.\Just one more!\Do your best!\Go!\Goal!\Class 2 wins!\We did it! response:	Kanna-chan!
context: Kanna-san.\Just one more!\Do your best!\Go!\Goal!\Class 2 wins!\We did it!\Kanna-chan! response:	That was incredible, Kanna-chan!
context: Just one more!\Do your best!\Go!\Goal!\Class 2 wins!\We did it!\Kanna-chan!\That was incredible, Kanna-chan! response:	You were so cool!
context: Do your best!\Go!\Goal!\Class 2 wins!\We did it!\Kanna-chan!\That was incredible, Kanna-chan!\You were so cool! response:	K-Kanna-san.
context: Go!\Goal!\Class 2 wins!\We did it!\Kanna-chan!\That was incredible, Kanna-chan!\You were so cool!\K-Kanna-san. response:	Umm, I'm sorry. I messed up...
context: Goal!\Class 2 wins!\We did it!\Kanna-chan!\That was incredible, Kanna-chan!\You were so cool!\K-Kanna-san.\Umm, I'm sorry. I messed up... response:	We won because you closed the gap as much as you did.
context: Class 2 wins!\We did it!\Kanna-chan!\That was incredible, Kanna-chan!\You were so cool!\K-Kanna-san.\Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did. response:	Thanks, Saikawa.
context: We did it!\Kanna-chan!\That was incredible, Kanna-chan!\You were so cool!\K-Kanna-san.\Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did.\Thanks, Saikawa. response:	Kanna-san!
context: Kanna-chan!\That was incredible, Kanna-chan!\You were so cool!\K-Kanna-san.\Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did.\Thanks, Saikawa.\Kanna-san! response:	Class 2
context: That was incredible, Kanna-chan!\You were so cool!\K-Kanna-san.\Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did.\Thanks, Saikawa.\Kanna-san!\Class 2 response:	Entrance 43rd Oborozuka Elementary
context: You were so cool!\K-Kanna-san.\Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did.\Thanks, Saikawa.\Kanna-san!\Class 2\Entrance 43rd Oborozuka Elementary response:	Nice work out there, Kanna-chan.
context: K-Kanna-san.\Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did.\Thanks, Saikawa.\Kanna-san!\Class 2\Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan. response:	Thanks, Kobayashi.
context: Umm, I'm sorry. I messed up...\We won because you closed the gap as much as you did.\Thanks, Saikawa.\Kanna-san!\Class 2\Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan.\Thanks, Kobayashi. response:	You worked hard out there.
context: We won because you closed the gap as much as you did.\Thanks, Saikawa.\Kanna-san!\Class 2\Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan.\Thanks, Kobayashi.\You worked hard out there. response:	Yeah. We won because everyone in our class worked hard.
context: Thanks, Saikawa.\Kanna-san!\Class 2\Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan.\Thanks, Kobayashi.\You worked hard out there.\Yeah. We won because everyone in our class worked hard. response:	But you must feel unsatisfied, not being able to go all out.
context: Kanna-san!\Class 2\Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan.\Thanks, Kobayashi.\You worked hard out there.\Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out. response:	Congratulations Gold
context: Class 2\Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan.\Thanks, Kobayashi.\You worked hard out there.\Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out.\Congratulations Gold response:	That's fine. It's better being with everyone else.
context: Entrance 43rd Oborozuka Elementary\Nice work out there, Kanna-chan.\Thanks, Kobayashi.\You worked hard out there.\Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out.\Congratulations Gold\That's fine. It's better being with everyone else. response:	Kobayashi.
context: Nice work out there, Kanna-chan.\Thanks, Kobayashi.\You worked hard out there.\Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out.\Congratulations Gold\That's fine. It's better being with everyone else.\Kobayashi. response:	Hmm?
context: Thanks, Kobayashi.\You worked hard out there.\Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out.\Congratulations Gold\That's fine. It's better being with everyone else.\Kobayashi.\Hmm? response:	Thank you for coming today.
context: You worked hard out there.\Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out.\Congratulations Gold\That's fine. It's better being with everyone else.\Kobayashi.\Hmm?\Thank you for coming today. response:	Thank you for lunch too, Lady Tohru.
context: Yeah. We won because everyone in our class worked hard.\But you must feel unsatisfied, not being able to go all out.\Congratulations Gold\That's fine. It's better being with everyone else.\Kobayashi.\Hmm?\Thank you for coming today.\Thank you for lunch too, Lady Tohru. response:	It was hardly anything at all.
context: But you must feel unsatisfied, not being able to go all out.\Congratulations Gold\That's fine. It's better being with everyone else.\Kobayashi.\Hmm?\Thank you for coming today.\Thank you for lunch too, Lady Tohru.\It was hardly anything at all. response:	Participating in a sports festival as a guardian, huh?
context: Congratulations Gold\That's fine. It's better being with everyone else.\Kobayashi.\Hmm?\Thank you for coming today.\Thank you for lunch too, Lady Tohru.\It was hardly anything at all.\Participating in a sports festival as a guardian, huh? response:	My life's really changed.
context: That's fine. It's better being with everyone else.\Kobayashi.\Hmm?\Thank you for coming today.\Thank you for lunch too, Lady Tohru.\It was hardly anything at all.\Participating in a sports festival as a guardian, huh?\My life's really changed. response:	When did I change this much?
context: Kobayashi.\Hmm?\Thank you for coming today.\Thank you for lunch too, Lady Tohru.\It was hardly anything at all.\Participating in a sports festival as a guardian, huh?\My life's really changed.\When did I change this much? response:	Still, it would be nice to let loose a little bit more today.
context: Hmm?\Thank you for coming today.\Thank you for lunch too, Lady Tohru.\It was hardly anything at all.\Participating in a sports festival as a guardian, huh?\My life's really changed.\When did I change this much?\Still, it would be nice to let loose a little bit more today. response:	Congratulations Gold
context: Thank you for coming today.\Thank you for lunch too, Lady Tohru.\It was hardly anything at all.\Participating in a sports festival as a guardian, huh?\My life's really changed.\When did I change this much?\Still, it would be nice to let loose a little bit more today.\Congratulations Gold response:	Right?
context: Thank you for lunch too, Lady Tohru.\It was hardly anything at all.\Participating in a sports festival as a guardian, huh?\My life's really changed.\When did I change this much?\Still, it would be nice to let loose a little bit more today.\Congratulations Gold\Right? response:	How about it, Kanna? It's been a while.
context: It was hardly anything at all.\Participating in a sports festival as a guardian, huh?\My life's really changed.\When did I change this much?\Still, it would be nice to let loose a little bit more today.\Congratulations Gold\Right?\How about it, Kanna? It's been a while. response:	You're on.
context: Participating in a sports festival as a guardian, huh?\My life's really changed.\When did I change this much?\Still, it would be nice to let loose a little bit more today.\Congratulations Gold\Right?\How about it, Kanna? It's been a while.\You're on. response:	Let me in, too!
context: My life's really changed.\When did I change this much?\Still, it would be nice to let loose a little bit more today.\Congratulations Gold\Right?\How about it, Kanna? It's been a while.\You're on.\Let me in, too! response:	Great! Shall all three of us, then?
context: When did I change this much?\Still, it would be nice to let loose a little bit more today.\Congratulations Gold\Right?\How about it, Kanna? It's been a while.\You're on.\Let me in, too!\Great! Shall all three of us, then? response:	Mhmm.
context: Still, it would be nice to let loose a little bit more today.\Congratulations Gold\Right?\How about it, Kanna? It's been a while.\You're on.\Let me in, too!\Great! Shall all three of us, then?\Mhmm. response:	Is that all right, Miss Kobayashi?
context: Congratulations Gold\Right?\How about it, Kanna? It's been a while.\You're on.\Let me in, too!\Great! Shall all three of us, then?\Mhmm.\Is that all right, Miss Kobayashi? response:	Well, as long as you do it somewhere where you won't bother anyone.
context: Right?\How about it, Kanna? It's been a while.\You're on.\Let me in, too!\Great! Shall all three of us, then?\Mhmm.\Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone. response:	Lady Tohru, where should we do it?
context: How about it, Kanna? It's been a while.\You're on.\Let me in, too!\Great! Shall all three of us, then?\Mhmm.\Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it? response:	Let's use the same place we did last time.
context: You're on.\Let me in, too!\Great! Shall all three of us, then?\Mhmm.\Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it?\Let's use the same place we did last time. response:	Good grief.
context: Let me in, too!\Great! Shall all three of us, then?\Mhmm.\Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it?\Let's use the same place we did last time.\Good grief. response:	I'm itching to go!
context: Great! Shall all three of us, then?\Mhmm.\Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it?\Let's use the same place we did last time.\Good grief.\I'm itching to go! response:	Which should I choose?
context: Mhmm.\Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it?\Let's use the same place we did last time.\Good grief.\I'm itching to go!\Which should I choose? response:	Which should I choose?
context: Is that all right, Miss Kobayashi?\Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it?\Let's use the same place we did last time.\Good grief.\I'm itching to go!\Which should I choose?\Which should I choose? response:	Which should I...?
context: Well, as long as you do it somewhere where you won't bother anyone.\Lady Tohru, where should we do it?\Let's use the same place we did last time.\Good grief.\I'm itching to go!\Which should I choose?\Which should I choose?\Which should I...? response:	Which?
context: Lady Tohru, where should we do it?\Let's use the same place we did last time.\Good grief.\I'm itching to go!\Which should I choose?\Which should I choose?\Which should I...?\Which? response:	Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor
context: Let's use the same place we did last time.\Good grief.\I'm itching to go!\Which should I choose?\Which should I choose?\Which should I...?\Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor response:	Why must the products of man trouble me so?
context: Good grief.\I'm itching to go!\Which should I choose?\Which should I choose?\Which should I...?\Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so? response:	Humans are frightening!
context: I'm itching to go!\Which should I choose?\Which should I choose?\Which should I...?\Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so?\Humans are frightening! response:	Next Episode
context: Which should I choose?\Which should I choose?\Which should I...?\Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so?\Humans are frightening!\Next Episode response:	I'm the maid Josie, servant of the Saikawa family.
context: Which should I choose?\Which should I...?\Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so?\Humans are frightening!\Next Episode\I'm the maid Josie, servant of the Saikawa family. response:	I'm Shouta's familiar, Lucoa.
context: Which should I...?\Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so?\Humans are frightening!\Next Episode\I'm the maid Josie, servant of the Saikawa family.\I'm Shouta's familiar, Lucoa. response:	Familiar?
context: Which?\Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so?\Humans are frightening!\Next Episode\I'm the maid Josie, servant of the Saikawa family.\I'm Shouta's familiar, Lucoa.\Familiar? response:	Yeah.
context: Melon Flavor Kids' Toothpaste Grape Flavor Strawberry Flavor\Why must the products of man trouble me so?\Humans are frightening!\Next Episode\I'm the maid Josie, servant of the Saikawa family.\I'm Shouta's familiar, Lucoa.\Familiar?\Yeah. response:	It seems we both have rather unique hobbies.
