context: We can't do this. response:	Sorry. Imanity's finished.
context: Jeez...\I'm counting on you, Shiro.\We weren't able to finish this during the start,\so now we'll have to wing it.\Wing it?\We're trying to play a fair game against cheaters\who know the game inside and out?\That means... response:	Your luck just ran out, Sora!
context: I'm counting on you, Shiro.\We weren't able to finish this during the start,\so now we'll have to wing it.\Wing it?\We're trying to play a fair game against cheaters\who know the game inside and out?\That means...\Your luck just ran out, Sora! response:	I'm getting you back for all you've done to me, and for Izuna-sama!
context: We weren't able to finish this during the start,\so now we'll have to wing it.\Wing it?\We're trying to play a fair game against cheaters\who know the game inside and out?\That means...\Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama! response:	You're so mean, Jibril-sama!
context: so now we'll have to wing it.\Wing it?\We're trying to play a fair game against cheaters\who know the game inside and out?\That means...\Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama! response:	Where did you go? You left me!
context: Wing it?\We're trying to play a fair game against cheaters\who know the game inside and out?\That means...\Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama!\Where did you go? You left me! response:	Bringing her was a mistake.
context: We're trying to play a fair game against cheaters\who know the game inside and out?\That means...\Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama!\Where did you go? You left me!\Bringing her was a mistake. response:	I won't let you go anymore!
context: who know the game inside and out?\That means...\Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama!\Where did you go? You left me!\Bringing her was a mistake.\I won't let you go anymore! response:	I'm smiling?
context: That means...\Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama!\Where did you go? You left me!\Bringing her was a mistake.\I won't let you go anymore!\I'm smiling? response:	And my heart is pounding so loud.
context: Your luck just ran out, Sora!\I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama!\Where did you go? You left me!\Bringing her was a mistake.\I won't let you go anymore!\I'm smiling?\And my heart is pounding so loud. response:	When's the last time you thought a game was fun?
context: I'm getting you back for all you've done to me, and for Izuna-sama!\You're so mean, Jibril-sama!\Where did you go? You left me!\Bringing her was a mistake.\I won't let you go anymore!\I'm smiling?\And my heart is pounding so loud.\When's the last time you thought a game was fun? response:	Shut up!
context: You're so mean, Jibril-sama!\Where did you go? You left me!\Bringing her was a mistake.\I won't let you go anymore!\I'm smiling?\And my heart is pounding so loud.\When's the last time you thought a game was fun?\Shut up! response:	Shiro-sama, what's our next strategy?
context: Where did you go? You left me!\Bringing her was a mistake.\I won't let you go anymore!\I'm smiling?\And my heart is pounding so loud.\When's the last time you thought a game was fun?\Shut up!\Shiro-sama, what's our next strategy? response:	Jibril, shut up!
context: Bringing her was a mistake.\I won't let you go anymore!\I'm smiling?\And my heart is pounding so loud.\When's the last time you thought a game was fun?\Shut up!\Shiro-sama, what's our next strategy?\Jibril, shut up! response:	Master, maybe this really is impossible.
context: I won't let you go anymore!\I'm smiling?\And my heart is pounding so loud.\When's the last time you thought a game was fun?\Shut up!\Shiro-sama, what's our next strategy?\Jibril, shut up!\Master, maybe this really is impossible. response:	Even for Shiro-sama...
context: I'm smiling?\And my heart is pounding so loud.\When's the last time you thought a game was fun?\Shut up!\Shiro-sama, what's our next strategy?\Jibril, shut up!\Master, maybe this really is impossible.\Even for Shiro-sama... response:	No, she can do it.
context: And my heart is pounding so loud.\When's the last time you thought a game was fun?\Shut up!\Shiro-sama, what's our next strategy?\Jibril, shut up!\Master, maybe this really is impossible.\Even for Shiro-sama...\No, she can do it. response:	If there's something I can't do in a game, Shiro can do it.
context: When's the last time you thought a game was fun?\Shut up!\Shiro-sama, what's our next strategy?\Jibril, shut up!\Master, maybe this really is impossible.\Even for Shiro-sama...\No, she can do it.\If there's something I can't do in a game, Shiro can do it. response:	That's always been true, and it always will be.
context: Shut up!\Shiro-sama, what's our next strategy?\Jibril, shut up!\Master, maybe this really is impossible.\Even for Shiro-sama...\No, she can do it.\If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be. response:	Brother...
context: Shiro-sama, what's our next strategy?\Jibril, shut up!\Master, maybe this really is impossible.\Even for Shiro-sama...\No, she can do it.\If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be.\Brother... response:	Do you believe in me?
context: Jibril, shut up!\Master, maybe this really is impossible.\Even for Shiro-sama...\No, she can do it.\If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be.\Brother...\Do you believe in me? response:	Has your brother ever doubted you?
context: Master, maybe this really is impossible.\Even for Shiro-sama...\No, she can do it.\If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be.\Brother...\Do you believe in me?\Has your brother ever doubted you? response:	Then, Brother...
context: Even for Shiro-sama...\No, she can do it.\If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be.\Brother...\Do you believe in me?\Has your brother ever doubted you?\Then, Brother... response:	It's
context: No, she can do it.\If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be.\Brother...\Do you believe in me?\Has your brother ever doubted you?\Then, Brother...\It's response:	your turn now, okay?
context: If there's something I can't do in a game, Shiro can do it.\That's always been true, and it always will be.\Brother...\Do you believe in me?\Has your brother ever doubted you?\Then, Brother...\It's\your turn now, okay? response:	What?
context: That's always been true, and it always will be.\Brother...\Do you believe in me?\Has your brother ever doubted you?\Then, Brother...\It's\your turn now, okay?\What? response:	No
context: Brother...\Do you believe in me?\Has your brother ever doubted you?\Then, Brother...\It's\your turn now, okay?\What?\No response:	Shiro!
context: Do you believe in me?\Has your brother ever doubted you?\Then, Brother...\It's\your turn now, okay?\What?\No\Shiro! response:	Shiro?
context: Has your brother ever doubted you?\Then, Brother...\It's\your turn now, okay?\What?\No\Shiro!\Shiro? response:	It's over, isn't it?
context: Then, Brother...\It's\your turn now, okay?\What?\No\Shiro!\Shiro?\It's over, isn't it? response:	I don't understand why Shiro-sama protected you, Master.
context: It's\your turn now, okay?\What?\No\Shiro!\Shiro?\It's over, isn't it?\I don't understand why Shiro-sama protected you, Master. response:	Yeah.
context: your turn now, okay?\What?\No\Shiro!\Shiro?\It's over, isn't it?\I don't understand why Shiro-sama protected you, Master.\Yeah. response:	I do, so don't worry.
context: What?\No\Shiro!\Shiro?\It's over, isn't it?\I don't understand why Shiro-sama protected you, Master.\Yeah.\I do, so don't worry. response:	It's not that Shiro couldn't find the answer.
context: No\Shiro!\Shiro?\It's over, isn't it?\I don't understand why Shiro-sama protected you, Master.\Yeah.\I do, so don't worry.\It's not that Shiro couldn't find the answer. response:	That was the answer.
context: Shiro!\Shiro?\It's over, isn't it?\I don't understand why Shiro-sama protected you, Master.\Yeah.\I do, so don't worry.\It's not that Shiro couldn't find the answer.\That was the answer. response:	It was blank.
context: Shiro?\It's over, isn't it?\I don't understand why Shiro-sama protected you, Master.\Yeah.\I do, so don't worry.\It's not that Shiro couldn't find the answer.\That was the answer.\It was blank. response:	In other words, us.
context: It's over, isn't it?\I don't understand why Shiro-sama protected you, Master.\Yeah.\I do, so don't worry.\It's not that Shiro couldn't find the answer.\That was the answer.\It was blank.\In other words, us. response:	Everything, including Shiro joining the enemy's side, is Blank's power.
context: I don't understand why Shiro-sama protected you, Master.\Yeah.\I do, so don't worry.\It's not that Shiro couldn't find the answer.\That was the answer.\It was blank.\In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power. response:	In other words, it's up to me to
context: Yeah.\I do, so don't worry.\It's not that Shiro couldn't find the answer.\That was the answer.\It was blank.\In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to response:	complete the magic formula that will lead us to the promised victory.
context: I do, so don't worry.\It's not that Shiro couldn't find the answer.\That was the answer.\It was blank.\In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to\complete the magic formula that will lead us to the promised victory. response:	That's right, isn't it, Shiro?
context: It's not that Shiro couldn't find the answer.\That was the answer.\It was blank.\In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to\complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro? response:	Jibril.
context: That was the answer.\It was blank.\In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to\complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro?\Jibril. response:	Fight Izuna to buy me time.
context: It was blank.\In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to\complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro?\Jibril.\Fight Izuna to buy me time. response:	Th-That's fine, but...
context: In other words, us.\Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to\complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro?\Jibril.\Fight Izuna to buy me time.\Th-That's fine, but... response:	You don't mind if I defeat her,
context: Everything, including Shiro joining the enemy's side, is Blank's power.\In other words, it's up to me to\complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro?\Jibril.\Fight Izuna to buy me time.\Th-That's fine, but...\You don't mind if I defeat her, response:	do you?
context: In other words, it's up to me to\complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro?\Jibril.\Fight Izuna to buy me time.\Th-That's fine, but...\You don't mind if I defeat her,\do you? response:	I might as well tell you...
context: complete the magic formula that will lead us to the promised victory.\That's right, isn't it, Shiro?\Jibril.\Fight Izuna to buy me time.\Th-That's fine, but...\You don't mind if I defeat her,\do you?\I might as well tell you... response:	That's a death flag, right there.
context: That's right, isn't it, Shiro?\Jibril.\Fight Izuna to buy me time.\Th-That's fine, but...\You don't mind if I defeat her,\do you?\I might as well tell you...\That's a death flag, right there. response:	What?
context: Jibril.\Fight Izuna to buy me time.\Th-That's fine, but...\You don't mind if I defeat her,\do you?\I might as well tell you...\That's a death flag, right there.\What? response:	Then I'll just go defeat her normally.
context: Fight Izuna to buy me time.\Th-That's fine, but...\You don't mind if I defeat her,\do you?\I might as well tell you...\That's a death flag, right there.\What?\Then I'll just go defeat her normally. response:	That makes this easier.
context: Th-That's fine, but...\You don't mind if I defeat her,\do you?\I might as well tell you...\That's a death flag, right there.\What?\Then I'll just go defeat her normally.\That makes this easier. response:	Where did she go?
context: You don't mind if I defeat her,\do you?\I might as well tell you...\That's a death flag, right there.\What?\Then I'll just go defeat her normally.\That makes this easier.\Where did she go? response:	Hello there, puppy.
context: do you?\I might as well tell you...\That's a death flag, right there.\What?\Then I'll just go defeat her normally.\That makes this easier.\Where did she go?\Hello there, puppy. response:	I feel I'm experiencing deja vu.
context: I might as well tell you...\That's a death flag, right there.\What?\Then I'll just go defeat her normally.\That makes this easier.\Where did she go?\Hello there, puppy.\I feel I'm experiencing deja vu. response:	The last time I challenged the Eastern Federation and lost,
context: That's a death flag, right there.\What?\Then I'll just go defeat her normally.\That makes this easier.\Where did she go?\Hello there, puppy.\I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost, response:	were you my opponent?
context: What?\Then I'll just go defeat her normally.\That makes this easier.\Where did she go?\Hello there, puppy.\I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost,\were you my opponent? response:	Master told me to buy time, but since I'm here...
context: Then I'll just go defeat her normally.\That makes this easier.\Where did she go?\Hello there, puppy.\I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost,\were you my opponent?\Master told me to buy time, but since I'm here... response:	let's have some fun.
context: That makes this easier.\Where did she go?\Hello there, puppy.\I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost,\were you my opponent?\Master told me to buy time, but since I'm here...\let's have some fun. response:	Throw every cheat you've got at me,
context: Where did she go?\Hello there, puppy.\I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost,\were you my opponent?\Master told me to buy time, but since I'm here...\let's have some fun.\Throw every cheat you've got at me, response:	and embarrass yourself to your heart's content.
context: Hello there, puppy.\I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost,\were you my opponent?\Master told me to buy time, but since I'm here...\let's have some fun.\Throw every cheat you've got at me,\and embarrass yourself to your heart's content. response:	No, damn it!
context: I feel I'm experiencing deja vu.\The last time I challenged the Eastern Federation and lost,\were you my opponent?\Master told me to buy time, but since I'm here...\let's have some fun.\Throw every cheat you've got at me,\and embarrass yourself to your heart's content.\No, damn it! response:	Going to a different area isn't going to help!
context: The last time I challenged the Eastern Federation and lost,\were you my opponent?\Master told me to buy time, but since I'm here...\let's have some fun.\Throw every cheat you've got at me,\and embarrass yourself to your heart's content.\No, damn it!\Going to a different area isn't going to help! response:	What the hell am I supposed to do, Shiro?
context: were you my opponent?\Master told me to buy time, but since I'm here...\let's have some fun.\Throw every cheat you've got at me,\and embarrass yourself to your heart's content.\No, damn it!\Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro? response:	I need to run to the roof...
context: Master told me to buy time, but since I'm here...\let's have some fun.\Throw every cheat you've got at me,\and embarrass yourself to your heart's content.\No, damn it!\Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro?\I need to run to the roof... response:	No, she's planned for that.
context: let's have some fun.\Throw every cheat you've got at me,\and embarrass yourself to your heart's content.\No, damn it!\Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro?\I need to run to the roof...\No, she's planned for that. response:	Either way, she'll catch up to me soon.
context: Throw every cheat you've got at me,\and embarrass yourself to your heart's content.\No, damn it!\Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro?\I need to run to the roof...\No, she's planned for that.\Either way, she'll catch up to me soon. response:	Wait, something's not right.
context: and embarrass yourself to your heart's content.\No, damn it!\Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro?\I need to run to the roof...\No, she's planned for that.\Either way, she'll catch up to me soon.\Wait, something's not right. response:	Why isn't Shiro running after me?
context: No, damn it!\Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro?\I need to run to the roof...\No, she's planned for that.\Either way, she'll catch up to me soon.\Wait, something's not right.\Why isn't Shiro running after me? response:	If she were running, she'd have any number of chances to defeat me.
context: Going to a different area isn't going to help!\What the hell am I supposed to do, Shiro?\I need to run to the roof...\No, she's planned for that.\Either way, she'll catch up to me soon.\Wait, something's not right.\Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me. response:	Keep your running to a minimum.
context: What the hell am I supposed to do, Shiro?\I need to run to the roof...\No, she's planned for that.\Either way, she'll catch up to me soon.\Wait, something's not right.\Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum. response:	Yeah.
context: I need to run to the roof...\No, she's planned for that.\Either way, she'll catch up to me soon.\Wait, something's not right.\Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum.\Yeah. response:	Wasn't I the one who said that?
context: No, she's planned for that.\Either way, she'll catch up to me soon.\Wait, something's not right.\Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum.\Yeah.\Wasn't I the one who said that? response:	If I get this wrong, it's going to be rough.
context: Either way, she'll catch up to me soon.\Wait, something's not right.\Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum.\Yeah.\Wasn't I the one who said that?\If I get this wrong, it's going to be rough. response:	But, well...
context: Wait, something's not right.\Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum.\Yeah.\Wasn't I the one who said that?\If I get this wrong, it's going to be rough.\But, well... response:	Okay, Shiro.
context: Why isn't Shiro running after me?\If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum.\Yeah.\Wasn't I the one who said that?\If I get this wrong, it's going to be rough.\But, well...\Okay, Shiro. response:	Your brother's just about had it.
context: If she were running, she'd have any number of chances to defeat me.\Keep your running to a minimum.\Yeah.\Wasn't I the one who said that?\If I get this wrong, it's going to be rough.\But, well...\Okay, Shiro.\Your brother's just about had it. response:	This is a rough game for a guy who never leaves his room.
context: Keep your running to a minimum.\Yeah.\Wasn't I the one who said that?\If I get this wrong, it's going to be rough.\But, well...\Okay, Shiro.\Your brother's just about had it.\This is a rough game for a guy who never leaves his room. response:	Your brother can't make a mistake now!
context: Yeah.\Wasn't I the one who said that?\If I get this wrong, it's going to be rough.\But, well...\Okay, Shiro.\Your brother's just about had it.\This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now! response:	Shiro,
context: Wasn't I the one who said that?\If I get this wrong, it's going to be rough.\But, well...\Okay, Shiro.\Your brother's just about had it.\This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now!\Shiro, response:	if there's something you would never expect, it's that...
context: If I get this wrong, it's going to be rough.\But, well...\Okay, Shiro.\Your brother's just about had it.\This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now!\Shiro,\if there's something you would never expect, it's that... response:	I love you, Brother.
context: But, well...\Okay, Shiro.\Your brother's just about had it.\This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now!\Shiro,\if there's something you would never expect, it's that...\I love you, Brother. response:	I love you, too.
context: Okay, Shiro.\Your brother's just about had it.\This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now!\Shiro,\if there's something you would never expect, it's that...\I love you, Brother.\I love you, too. response:	Now, Izuna!
context: Your brother's just about had it.\This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now!\Shiro,\if there's something you would never expect, it's that...\I love you, Brother.\I love you, too.\Now, Izuna! response:	That took way too long.
context: This is a rough game for a guy who never leaves his room.\Your brother can't make a mistake now!\Shiro,\if there's something you would never expect, it's that...\I love you, Brother.\I love you, too.\Now, Izuna!\That took way too long. response:	This is why you saved your strength and didn't run, right, Shiro?
context: Your brother can't make a mistake now!\Shiro,\if there's something you would never expect, it's that...\I love you, Brother.\I love you, too.\Now, Izuna!\That took way too long.\This is why you saved your strength and didn't run, right, Shiro? response:	I love you, Brother.
context: Shiro,\if there's something you would never expect, it's that...\I love you, Brother.\I love you, too.\Now, Izuna!\That took way too long.\This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother. response:	Impossible...
context: if there's something you would never expect, it's that...\I love you, Brother.\I love you, too.\Now, Izuna!\That took way too long.\This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother.\Impossible... response:	Sora just shot her. She shouldn't be able to move!
context: I love you, Brother.\I love you, too.\Now, Izuna!\That took way too long.\This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother.\Impossible...\Sora just shot her. She shouldn't be able to move! response:	My panties are gone!
context: I love you, too.\Now, Izuna!\That took way too long.\This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother.\Impossible...\Sora just shot her. She shouldn't be able to move!\My panties are gone! response:	It can't be!
context: Now, Izuna!\That took way too long.\This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother.\Impossible...\Sora just shot her. She shouldn't be able to move!\My panties are gone!\It can't be! response:	Was it really only her panties that got hit?!
context: That took way too long.\This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother.\Impossible...\Sora just shot her. She shouldn't be able to move!\My panties are gone!\It can't be!\Was it really only her panties that got hit?! response:	You finally figured it out?
context: This is why you saved your strength and didn't run, right, Shiro?\I love you, Brother.\Impossible...\Sora just shot her. She shouldn't be able to move!\My panties are gone!\It can't be!\Was it really only her panties that got hit?!\You finally figured it out? response:	Shiro was never on your side.
context: I love you, Brother.\Impossible...\Sora just shot her. She shouldn't be able to move!\My panties are gone!\It can't be!\Was it really only her panties that got hit?!\You finally figured it out?\Shiro was never on your side. response:	She let the shot hit her clothes and pretended to be under my control!
context: Impossible...\Sora just shot her. She shouldn't be able to move!\My panties are gone!\It can't be!\Was it really only her panties that got hit?!\You finally figured it out?\Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control! response:	They fooled me!
context: Sora just shot her. She shouldn't be able to move!\My panties are gone!\It can't be!\Was it really only her panties that got hit?!\You finally figured it out?\Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control!\They fooled me! response:	But that doesn't mean anything.
context: My panties are gone!\It can't be!\Was it really only her panties that got hit?!\You finally figured it out?\Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control!\They fooled me!\But that doesn't mean anything. response:	It'll take more than that!
context: It can't be!\Was it really only her panties that got hit?!\You finally figured it out?\Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control!\They fooled me!\But that doesn't mean anything.\It'll take more than that! response:	When's the last time you thought a game was fun?
context: Was it really only her panties that got hit?!\You finally figured it out?\Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control!\They fooled me!\But that doesn't mean anything.\It'll take more than that!\When's the last time you thought a game was fun? response:	This is fun!
context: You finally figured it out?\Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control!\They fooled me!\But that doesn't mean anything.\It'll take more than that!\When's the last time you thought a game was fun?\This is fun! response:	Rule Number 10
context: Shiro was never on your side.\She let the shot hit her clothes and pretended to be under my control!\They fooled me!\But that doesn't mean anything.\It'll take more than that!\When's the last time you thought a game was fun?\This is fun!\Rule Number 10 response:	We're almost there! Give your power to Blank!
context: She let the shot hit her clothes and pretended to be under my control!\They fooled me!\But that doesn't mean anything.\It'll take more than that!\When's the last time you thought a game was fun?\This is fun!\Rule Number 10\We're almost there! Give your power to Blank! response:	Ready!
