context: Our adolescence is the season of love. response:	Our hearts flutter. We feel restless. And we're curious about boys.
context: I gave him my word that I'd support her. Like a child.\I put my all into my studies, too.\So she could live in comfort once I became a doctor.\I didn't even realize that she was ill.\It's laughable.\At the side of my mother growing thinner and thinner,\every day,\as if she were already prepared to leave this world... response:	what was I thinking?
context: I put my all into my studies, too.\So she could live in comfort once I became a doctor.\I didn't even realize that she was ill.\It's laughable.\At the side of my mother growing thinner and thinner,\every day,\as if she were already prepared to leave this world...\what was I thinking? response:	You don't understand, do you?
context: So she could live in comfort once I became a doctor.\I didn't even realize that she was ill.\It's laughable.\At the side of my mother growing thinner and thinner,\every day,\as if she were already prepared to leave this world...\what was I thinking?\You don't understand, do you? response:	You don't need to understand.
context: I didn't even realize that she was ill.\It's laughable.\At the side of my mother growing thinner and thinner,\every day,\as if she were already prepared to leave this world...\what was I thinking?\You don't understand, do you?\You don't need to understand. response:	You get tired of a lot of things
context: It's laughable.\At the side of my mother growing thinner and thinner,\every day,\as if she were already prepared to leave this world...\what was I thinking?\You don't understand, do you?\You don't need to understand.\You get tired of a lot of things response:	when you find things important to you.
context: At the side of my mother growing thinner and thinner,\every day,\as if she were already prepared to leave this world...\what was I thinking?\You don't understand, do you?\You don't need to understand.\You get tired of a lot of things\when you find things important to you. response:	Kou!
context: every day,\as if she were already prepared to leave this world...\what was I thinking?\You don't understand, do you?\You don't need to understand.\You get tired of a lot of things\when you find things important to you.\Kou! response:	I don't understand!
context: as if she were already prepared to leave this world...\what was I thinking?\You don't understand, do you?\You don't need to understand.\You get tired of a lot of things\when you find things important to you.\Kou!\I don't understand! response:	I don't... not one bit! But...
context: what was I thinking?\You don't understand, do you?\You don't need to understand.\You get tired of a lot of things\when you find things important to you.\Kou!\I don't understand!\I don't... not one bit! But... response:	Is wanting to understand from the bottom of my heart not okay?
context: You don't understand, do you?\You don't need to understand.\You get tired of a lot of things\when you find things important to you.\Kou!\I don't understand!\I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay? response:	Being scared of losing what's important to you
context: You don't need to understand.\You get tired of a lot of things\when you find things important to you.\Kou!\I don't understand!\I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you response:	is pointless if you distance yourself from us all!
context: You get tired of a lot of things\when you find things important to you.\Kou!\I don't understand!\I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you\is pointless if you distance yourself from us all! response:	Because...
context: when you find things important to you.\Kou!\I don't understand!\I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you\is pointless if you distance yourself from us all!\Because... response:	for us, you've already...
context: Kou!\I don't understand!\I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you\is pointless if you distance yourself from us all!\Because...\for us, you've already... response:	become someone really important!
context: I don't understand!\I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you\is pointless if you distance yourself from us all!\Because...\for us, you've already...\become someone really important! response:	That's why if you get absorbed in something,
context: I don't... not one bit! But...\Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you\is pointless if you distance yourself from us all!\Because...\for us, you've already...\become someone really important!\That's why if you get absorbed in something, response:	and someone gives you a hard time for enjoying yourself...
context: Is wanting to understand from the bottom of my heart not okay?\Being scared of losing what's important to you\is pointless if you distance yourself from us all!\Because...\for us, you've already...\become someone really important!\That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself... response:	We can't forgive him!
context: Being scared of losing what's important to you\is pointless if you distance yourself from us all!\Because...\for us, you've already...\become someone really important!\That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself...\We can't forgive him! response:	If there's someone like that,
context: is pointless if you distance yourself from us all!\Because...\for us, you've already...\become someone really important!\That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself...\We can't forgive him!\If there's someone like that, response:	even if it's your mom,
context: Because...\for us, you've already...\become someone really important!\That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself...\We can't forgive him!\If there's someone like that,\even if it's your mom, response:	I'll beat that person up!
context: for us, you've already...\become someone really important!\That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself...\We can't forgive him!\If there's someone like that,\even if it's your mom,\I'll beat that person up! response:	Kou?
context: become someone really important!\That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself...\We can't forgive him!\If there's someone like that,\even if it's your mom,\I'll beat that person up!\Kou? response:	Don't pull away yet.
context: That's why if you get absorbed in something,\and someone gives you a hard time for enjoying yourself...\We can't forgive him!\If there's someone like that,\even if it's your mom,\I'll beat that person up!\Kou?\Don't pull away yet. response:	Then...
context: and someone gives you a hard time for enjoying yourself...\We can't forgive him!\If there's someone like that,\even if it's your mom,\I'll beat that person up!\Kou?\Don't pull away yet.\Then... response:	Yeah.
context: We can't forgive him!\If there's someone like that,\even if it's your mom,\I'll beat that person up!\Kou?\Don't pull away yet.\Then...\Yeah. response:	Summer Festival
context: If there's someone like that,\even if it's your mom,\I'll beat that person up!\Kou?\Don't pull away yet.\Then...\Yeah.\Summer Festival response:	7 o'clock.
context: even if it's your mom,\I'll beat that person up!\Kou?\Don't pull away yet.\Then...\Yeah.\Summer Festival\7 o'clock. response:	At the clock in Sankaku Park.
context: I'll beat that person up!\Kou?\Don't pull away yet.\Then...\Yeah.\Summer Festival\7 o'clock.\At the clock in Sankaku Park. response:	You didn't say anything except that, so...
context: Kou?\Don't pull away yet.\Then...\Yeah.\Summer Festival\7 o'clock.\At the clock in Sankaku Park.\You didn't say anything except that, so... response:	I thought, that wasn't a date...
context: Don't pull away yet.\Then...\Yeah.\Summer Festival\7 o'clock.\At the clock in Sankaku Park.\You didn't say anything except that, so...\I thought, that wasn't a date... response:	and sobbed at the park.
context: Then...\Yeah.\Summer Festival\7 o'clock.\At the clock in Sankaku Park.\You didn't say anything except that, so...\I thought, that wasn't a date...\and sobbed at the park. response:	7 o'clock.
context: Yeah.\Summer Festival\7 o'clock.\At the clock in Sankaku Park.\You didn't say anything except that, so...\I thought, that wasn't a date...\and sobbed at the park.\7 o'clock. response:	At the clock in Sankaku Park.
context: Summer Festival\7 o'clock.\At the clock in Sankaku Park.\You didn't say anything except that, so...\I thought, that wasn't a date...\and sobbed at the park.\7 o'clock.\At the clock in Sankaku Park. response:	Yeah, that.
context: 7 o'clock.\At the clock in Sankaku Park.\You didn't say anything except that, so...\I thought, that wasn't a date...\and sobbed at the park.\7 o'clock.\At the clock in Sankaku Park.\Yeah, that. response:	That was...
context: At the clock in Sankaku Park.\You didn't say anything except that, so...\I thought, that wasn't a date...\and sobbed at the park.\7 o'clock.\At the clock in Sankaku Park.\Yeah, that.\That was... response:	meant as a new promise to you.
context: You didn't say anything except that, so...\I thought, that wasn't a date...\and sobbed at the park.\7 o'clock.\At the clock in Sankaku Park.\Yeah, that.\That was...\meant as a new promise to you. response:	Shall we go this time?
context: I thought, that wasn't a date...\and sobbed at the park.\7 o'clock.\At the clock in Sankaku Park.\Yeah, that.\That was...\meant as a new promise to you.\Shall we go this time? response:	To the summer festival.
context: and sobbed at the park.\7 o'clock.\At the clock in Sankaku Park.\Yeah, that.\That was...\meant as a new promise to you.\Shall we go this time?\To the summer festival. response:	Okay!
context: 7 o'clock.\At the clock in Sankaku Park.\Yeah, that.\That was...\meant as a new promise to you.\Shall we go this time?\To the summer festival.\Okay! response:	I can rewrite what happened that day 4 years ago!
context: At the clock in Sankaku Park.\Yeah, that.\That was...\meant as a new promise to you.\Shall we go this time?\To the summer festival.\Okay!\I can rewrite what happened that day 4 years ago! response:	I'll tell him!
context: Yeah, that.\That was...\meant as a new promise to you.\Shall we go this time?\To the summer festival.\Okay!\I can rewrite what happened that day 4 years ago!\I'll tell him! response:	This time, I'll tell Kou that I like him!
context: That was...\meant as a new promise to you.\Shall we go this time?\To the summer festival.\Okay!\I can rewrite what happened that day 4 years ago!\I'll tell him!\This time, I'll tell Kou that I like him! response:	Hello, Kou? Where are you?
context: meant as a new promise to you.\Shall we go this time?\To the summer festival.\Okay!\I can rewrite what happened that day 4 years ago!\I'll tell him!\This time, I'll tell Kou that I like him!\Hello, Kou? Where are you? response:	Sorry.
context: Shall we go this time?\To the summer festival.\Okay!\I can rewrite what happened that day 4 years ago!\I'll tell him!\This time, I'll tell Kou that I like him!\Hello, Kou? Where are you?\Sorry. response:	Something came up that I can't get away from.
context: To the summer festival.\Okay!\I can rewrite what happened that day 4 years ago!\I'll tell him!\This time, I'll tell Kou that I like him!\Hello, Kou? Where are you?\Sorry.\Something came up that I can't get away from. response:	Uhh... what time can you make it?
context: Okay!\I can rewrite what happened that day 4 years ago!\I'll tell him!\This time, I'll tell Kou that I like him!\Hello, Kou? Where are you?\Sorry.\Something came up that I can't get away from.\Uhh... what time can you make it? response:	I'll wait until whenever that is!
context: I can rewrite what happened that day 4 years ago!\I'll tell him!\This time, I'll tell Kou that I like him!\Hello, Kou? Where are you?\Sorry.\Something came up that I can't get away from.\Uhh... what time can you make it?\I'll wait until whenever that is! response:	Can't make it. I'm actually in Nagasaki right now.
context: I'll tell him!\This time, I'll tell Kou that I like him!\Hello, Kou? Where are you?\Sorry.\Something came up that I can't get away from.\Uhh... what time can you make it?\I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now. response:	Nagasaki?
context: This time, I'll tell Kou that I like him!\Hello, Kou? Where are you?\Sorry.\Something came up that I can't get away from.\Uhh... what time can you make it?\I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now.\Nagasaki? response:	Kou-chan? What is it?
context: Hello, Kou? Where are you?\Sorry.\Something came up that I can't get away from.\Uhh... what time can you make it?\I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now.\Nagasaki?\Kou-chan? What is it? response:	I wasn't able to get a hold of Kou after that day.
context: Sorry.\Something came up that I can't get away from.\Uhh... what time can you make it?\I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now.\Nagasaki?\Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day. response:	I was just wondering, Is it second semester yet?
context: Something came up that I can't get away from.\Uhh... what time can you make it?\I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now.\Nagasaki?\Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet? response:	and was scared that Kou would disappear somewhere again.
context: Uhh... what time can you make it?\I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now.\Nagasaki?\Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again. response:	Kou.
context: I'll wait until whenever that is!\Can't make it. I'm actually in Nagasaki right now.\Nagasaki?\Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again.\Kou. response:	Hi.
context: Can't make it. I'm actually in Nagasaki right now.\Nagasaki?\Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again.\Kou.\Hi. response:	Um... about that.
context: Nagasaki?\Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again.\Kou.\Hi.\Um... about that. response:	We have... a meeting today.
context: Kou-chan? What is it?\I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again.\Kou.\Hi.\Um... about that.\We have... a meeting today. response:	I'll pass for today. Can't make it.
context: I wasn't able to get a hold of Kou after that day.\I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again.\Kou.\Hi.\Um... about that.\We have... a meeting today.\I'll pass for today. Can't make it. response:	Mabuchi seems strange since second semester started...
context: I was just wondering, Is it second semester yet?\and was scared that Kou would disappear somewhere again.\Kou.\Hi.\Um... about that.\We have... a meeting today.\I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started... response:	He doesn't even come to our meetings at all.
context: and was scared that Kou would disappear somewhere again.\Kou.\Hi.\Um... about that.\We have... a meeting today.\I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all. response:	I've been saying we need to prepare for the culture festival, but it's all on LINE.
context: Kou.\Hi.\Um... about that.\We have... a meeting today.\I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE. response:	Kominato, do you know if he's seeing someone?
context: Hi.\Um... about that.\We have... a meeting today.\I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone? response:	No... if I ask him, he just dodges the question.
context: Um... about that.\We have... a meeting today.\I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question. response:	But it does sound like it's a girl. One from his time in Nagasaki.
context: We have... a meeting today.\I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki. response:	These are cute!
context: I'll pass for today. Can't make it.\Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki.\These are cute! response:	Hey, Futaba-chan.
context: Mabuchi seems strange since second semester started...\He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki.\These are cute!\Hey, Futaba-chan. response:	I actually confessed to Mabuchi during summer vacation.
context: He doesn't even come to our meetings at all.\I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki.\These are cute!\Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation. response:	I thought I'd try and get a leg up on you, but he turned me down.
context: I've been saying we need to prepare for the culture festival, but it's all on LINE.\Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki.\These are cute!\Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down. response:	At that time, he told me there's someone he can't leave alone.
context: Kominato, do you know if he's seeing someone?\No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki.\These are cute!\Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone. response:	I was convinced that it was you...
context: No... if I ask him, he just dodges the question.\But it does sound like it's a girl. One from his time in Nagasaki.\These are cute!\Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone.\I was convinced that it was you... response:	Your nails are so small.
context: But it does sound like it's a girl. One from his time in Nagasaki.\These are cute!\Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone.\I was convinced that it was you...\Your nails are so small. response:	How about having a seat?
context: These are cute!\Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone.\I was convinced that it was you...\Your nails are so small.\How about having a seat? response:	Okay.
context: Hey, Futaba-chan.\I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone.\I was convinced that it was you...\Your nails are so small.\How about having a seat?\Okay. response:	You don't need to answer that?
context: I actually confessed to Mabuchi during summer vacation.\I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone.\I was convinced that it was you...\Your nails are so small.\How about having a seat?\Okay.\You don't need to answer that? response:	There's a lot going on with an old classmate from Nagasaki.
context: I thought I'd try and get a leg up on you, but he turned me down.\At that time, he told me there's someone he can't leave alone.\I was convinced that it was you...\Your nails are so small.\How about having a seat?\Okay.\You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki. response:	The calls just keep coming.
context: At that time, he told me there's someone he can't leave alone.\I was convinced that it was you...\Your nails are so small.\How about having a seat?\Okay.\You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming. response:	Oh.
context: I was convinced that it was you...\Your nails are so small.\How about having a seat?\Okay.\You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming.\Oh. response:	To make up for the summer festival,
context: Your nails are so small.\How about having a seat?\Okay.\You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming.\Oh.\To make up for the summer festival, response:	want to do something now?
context: How about having a seat?\Okay.\You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming.\Oh.\To make up for the summer festival,\want to do something now? response:	If you don't want to, it's okay.
context: Okay.\You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming.\Oh.\To make up for the summer festival,\want to do something now?\If you don't want to, it's okay. response:	Let's do it!
context: You don't need to answer that?\There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming.\Oh.\To make up for the summer festival,\want to do something now?\If you don't want to, it's okay.\Let's do it! response:	Narumi
context: There's a lot going on with an old classmate from Nagasaki.\The calls just keep coming.\Oh.\To make up for the summer festival,\want to do something now?\If you don't want to, it's okay.\Let's do it!\Narumi response:	Hello?
context: The calls just keep coming.\Oh.\To make up for the summer festival,\want to do something now?\If you don't want to, it's okay.\Let's do it!\Narumi\Hello? response:	Now?
context: Oh.\To make up for the summer festival,\want to do something now?\If you don't want to, it's okay.\Let's do it!\Narumi\Hello?\Now? response:	Sorry... it's that classmate.
context: To make up for the summer festival,\want to do something now?\If you don't want to, it's okay.\Let's do it!\Narumi\Hello?\Now?\Sorry... it's that classmate. response:	Another time, okay?
context: want to do something now?\If you don't want to, it's okay.\Let's do it!\Narumi\Hello?\Now?\Sorry... it's that classmate.\Another time, okay? response:	Kikuchi-kun?
context: If you don't want to, it's okay.\Let's do it!\Narumi\Hello?\Now?\Sorry... it's that classmate.\Another time, okay?\Kikuchi-kun? response:	Are you okay?
context: Let's do it!\Narumi\Hello?\Now?\Sorry... it's that classmate.\Another time, okay?\Kikuchi-kun?\Are you okay? response:	Your boyfriend just left... was there a fight?
context: Narumi\Hello?\Now?\Sorry... it's that classmate.\Another time, okay?\Kikuchi-kun?\Are you okay?\Your boyfriend just left... was there a fight? response:	No, no. He's not my boyfriend.
context: Hello?\Now?\Sorry... it's that classmate.\Another time, okay?\Kikuchi-kun?\Are you okay?\Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend. response:	That so?
context: Now?\Sorry... it's that classmate.\Another time, okay?\Kikuchi-kun?\Are you okay?\Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend.\That so? response:	It turns out I'll be living with my mom.
context: Sorry... it's that classmate.\Another time, okay?\Kikuchi-kun?\Are you okay?\Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend.\That so?\It turns out I'll be living with my mom. response:	So I'll be heading out your way.
context: Another time, okay?\Kikuchi-kun?\Are you okay?\Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend.\That so?\It turns out I'll be living with my mom.\So I'll be heading out your way. response:	We can see each other again.
context: Kikuchi-kun?\Are you okay?\Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend.\That so?\It turns out I'll be living with my mom.\So I'll be heading out your way.\We can see each other again. response:	Oh? That's good.
context: Are you okay?\Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend.\That so?\It turns out I'll be living with my mom.\So I'll be heading out your way.\We can see each other again.\Oh? That's good. response:	Yeah.
context: Your boyfriend just left... was there a fight?\No, no. He's not my boyfriend.\That so?\It turns out I'll be living with my mom.\So I'll be heading out your way.\We can see each other again.\Oh? That's good.\Yeah. response:	Oh, right. That DVD I borrowed from you before-
context: No, no. He's not my boyfriend.\That so?\It turns out I'll be living with my mom.\So I'll be heading out your way.\We can see each other again.\Oh? That's good.\Yeah.\Oh, right. That DVD I borrowed from you before- response:	Sorry.
context: That so?\It turns out I'll be living with my mom.\So I'll be heading out your way.\We can see each other again.\Oh? That's good.\Yeah.\Oh, right. That DVD I borrowed from you before-\Sorry. response:	Can we talk about that later?
context: It turns out I'll be living with my mom.\So I'll be heading out your way.\We can see each other again.\Oh? That's good.\Yeah.\Oh, right. That DVD I borrowed from you before-\Sorry.\Can we talk about that later? response:	I'm going to give priority to that friend I made a promise with first.
context: So I'll be heading out your way.\We can see each other again.\Oh? That's good.\Yeah.\Oh, right. That DVD I borrowed from you before-\Sorry.\Can we talk about that later?\I'm going to give priority to that friend I made a promise with first. response:	Everyone, are you having a good time?
context: We can see each other again.\Oh? That's good.\Yeah.\Oh, right. That DVD I borrowed from you before-\Sorry.\Can we talk about that later?\I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time? response:	The theme for this year's Sakigaya festival is markets.
context: Oh? That's good.\Yeah.\Oh, right. That DVD I borrowed from you before-\Sorry.\Can we talk about that later?\I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets. response:	Please enjoy all the stalls representing countries from around the world!
context: Yeah.\Oh, right. That DVD I borrowed from you before-\Sorry.\Can we talk about that later?\I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world! response:	Want to try doing a before-and-after comparison?
context: Oh, right. That DVD I borrowed from you before-\Sorry.\Can we talk about that later?\I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison? response:	The match to decide the best arm wrestler is right here!
context: Sorry.\Can we talk about that later?\I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here! response:	You speak out, too!
context: Can we talk about that later?\I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here!\You speak out, too! response:	Kominato, you need to put on some pants. It's creepy.
context: I'm going to give priority to that friend I made a promise with first.\Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here!\You speak out, too!\Kominato, you need to put on some pants. It's creepy. response:	I can't let myself lose to Shuuko.
context: Everyone, are you having a good time?\The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here!\You speak out, too!\Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko. response:	Is this the same as what you ordered?
context: The theme for this year's Sakigaya festival is markets.\Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here!\You speak out, too!\Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko.\Is this the same as what you ordered? response:	- Yes. - Yes!
context: Please enjoy all the stalls representing countries from around the world!\Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here!\You speak out, too!\Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko.\Is this the same as what you ordered?\- Yes. - Yes! response:	Thank you very much.
context: Want to try doing a before-and-after comparison?\The match to decide the best arm wrestler is right here!\You speak out, too!\Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko.\Is this the same as what you ordered?\- Yes. - Yes!\Thank you very much. response:	Please enjoy yourselves here.
context: The match to decide the best arm wrestler is right here!\You speak out, too!\Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko.\Is this the same as what you ordered?\- Yes. - Yes!\Thank you very much.\Please enjoy yourselves here. response:	Shuuko-chan suits the masculine clothing too well!
context: You speak out, too!\Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko.\Is this the same as what you ordered?\- Yes. - Yes!\Thank you very much.\Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well! response:	This is such a success!
context: Kominato, you need to put on some pants. It's creepy.\I can't let myself lose to Shuuko.\Is this the same as what you ordered?\- Yes. - Yes!\Thank you very much.\Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well!\This is such a success! response:	Kominato's idea of doing reverse maids and butlers is such a hit!
context: I can't let myself lose to Shuuko.\Is this the same as what you ordered?\- Yes. - Yes!\Thank you very much.\Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well!\This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit! response:	- One waffle... - One waffle!
context: Is this the same as what you ordered?\- Yes. - Yes!\Thank you very much.\Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well!\This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle! response:	Kou-chan!
context: - Yes. - Yes!\Thank you very much.\Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well!\This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle!\Kou-chan! response:	You didn't get lost on the way?
context: Thank you very much.\Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well!\This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle!\Kou-chan!\You didn't get lost on the way? response:	I didn't. That's some outfit you're wearing!
context: Please enjoy yourselves here.\Shuuko-chan suits the masculine clothing too well!\This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle!\Kou-chan!\You didn't get lost on the way?\I didn't. That's some outfit you're wearing! response:	- Come in. - Okay.
context: Shuuko-chan suits the masculine clothing too well!\This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle!\Kou-chan!\You didn't get lost on the way?\I didn't. That's some outfit you're wearing!\- Come in. - Okay. response:	I'll introduce you.
context: This is such a success!\Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle!\Kou-chan!\You didn't get lost on the way?\I didn't. That's some outfit you're wearing!\- Come in. - Okay.\I'll introduce you. response:	She's a middle-school classmate from Nagasaki.
context: Kominato's idea of doing reverse maids and butlers is such a hit!\- One waffle... - One waffle!\Kou-chan!\You didn't get lost on the way?\I didn't. That's some outfit you're wearing!\- Come in. - Okay.\I'll introduce you.\She's a middle-school classmate from Nagasaki. response:	I'm Narumi Yui.
context: - One waffle... - One waffle!\Kou-chan!\You didn't get lost on the way?\I didn't. That's some outfit you're wearing!\- Come in. - Okay.\I'll introduce you.\She's a middle-school classmate from Nagasaki.\I'm Narumi Yui. response:	Hello.
context: Kou-chan!\You didn't get lost on the way?\I didn't. That's some outfit you're wearing!\- Come in. - Okay.\I'll introduce you.\She's a middle-school classmate from Nagasaki.\I'm Narumi Yui.\Hello. response:	Hi.
