context: In the beginning, I picked you up from here. response:	When I found you, you were barely moving.
context: it is still considered monumental.\Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting.\You're already enamored. Let's keep talking.\Talk about what? response:	Didn't you bring me out here just to ask me
context: Think back. You've lived dozens of millennia.\Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting.\You're already enamored. Let's keep talking.\Talk about what?\Didn't you bring me out here just to ask me response:	how to make her like you?
context: Countless goddesses at countless banquets\have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting.\You're already enamored. Let's keep talking.\Talk about what?\Didn't you bring me out here just to ask me\how to make her like you? response:	That's right.
context: have tried to speak to you, but have you ever given them the chance?\So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting.\You're already enamored. Let's keep talking.\Talk about what?\Didn't you bring me out here just to ask me\how to make her like you?\That's right. response:	However, I've never interacted with mortal women before.
context: So, if you weren't enamored, why would you share a bed with her?\All right, stop fighting.\You're already enamored. Let's keep talking.\Talk about what?\Didn't you bring me out here just to ask me\how to make her like you?\That's right.\However, I've never interacted with mortal women before. response:	There is a phrase that puts it well.
context: All right, stop fighting.\You're already enamored. Let's keep talking.\Talk about what?\Didn't you bring me out here just to ask me\how to make her like you?\That's right.\However, I've never interacted with mortal women before.\There is a phrase that puts it well. response:	Since the ancient times, women have loved the hero.
context: You're already enamored. Let's keep talking.\Talk about what?\Didn't you bring me out here just to ask me\how to make her like you?\That's right.\However, I've never interacted with mortal women before.\There is a phrase that puts it well.\Since the ancient times, women have loved the hero. response:	There isn't a young woman who doesn't like a charming man.
context: Talk about what?\Didn't you bring me out here just to ask me\how to make her like you?\That's right.\However, I've never interacted with mortal women before.\There is a phrase that puts it well.\Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man. response:	Walk right up to her
context: Didn't you bring me out here just to ask me\how to make her like you?\That's right.\However, I've never interacted with mortal women before.\There is a phrase that puts it well.\Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man.\Walk right up to her response:	and smile at her.
context: how to make her like you?\That's right.\However, I've never interacted with mortal women before.\There is a phrase that puts it well.\Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man.\Walk right up to her\and smile at her. response:	She is guaranteed to melt.
context: That's right.\However, I've never interacted with mortal women before.\There is a phrase that puts it well.\Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man.\Walk right up to her\and smile at her.\She is guaranteed to melt. response:	Using your charms is beneath you?
context: However, I've never interacted with mortal women before.\There is a phrase that puts it well.\Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man.\Walk right up to her\and smile at her.\She is guaranteed to melt.\Using your charms is beneath you? response:	All right, use something else.
context: There is a phrase that puts it well.\Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man.\Walk right up to her\and smile at her.\She is guaranteed to melt.\Using your charms is beneath you?\All right, use something else. response:	Since the ancient times, women have loved the hero.
context: Since the ancient times, women have loved the hero.\There isn't a young woman who doesn't like a charming man.\Walk right up to her\and smile at her.\She is guaranteed to melt.\Using your charms is beneath you?\All right, use something else.\Since the ancient times, women have loved the hero. response:	Release a monster on the mountain to scare her.
context: There isn't a young woman who doesn't like a charming man.\Walk right up to her\and smile at her.\She is guaranteed to melt.\Using your charms is beneath you?\All right, use something else.\Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her. response:	When she is scared witless
context: Walk right up to her\and smile at her.\She is guaranteed to melt.\Using your charms is beneath you?\All right, use something else.\Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her.\When she is scared witless response:	you'll appear wielding the Qingming Sword
context: and smile at her.\She is guaranteed to melt.\Using your charms is beneath you?\All right, use something else.\Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her.\When she is scared witless\you'll appear wielding the Qingming Sword response:	and valiantly rush forward to kill the monster.
context: She is guaranteed to melt.\Using your charms is beneath you?\All right, use something else.\Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her.\When she is scared witless\you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster. response:	Then you'll become her savior.
context: Using your charms is beneath you?\All right, use something else.\Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her.\When she is scared witless\you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster.\Then you'll become her savior. response:	She'll have no means to repay you except to devote herself to you.
context: All right, use something else.\Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her.\When she is scared witless\you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster.\Then you'll become her savior.\She'll have no means to repay you except to devote herself to you. response:	So is this how you tricked Lady Cheng Yu into giving herself to you?
context: Since the ancient times, women have loved the hero.\Release a monster on the mountain to scare her.\When she is scared witless\you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster.\Then you'll become her savior.\She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you? response:	Lady Cheng Yu and I ended 30,000 years ago.
context: Release a monster on the mountain to scare her.\When she is scared witless\you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster.\Then you'll become her savior.\She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago. response:	That is old history.
context: When she is scared witless\you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster.\Then you'll become her savior.\She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago.\That is old history. response:	Why did you mention her?
context: you'll appear wielding the Qingming Sword\and valiantly rush forward to kill the monster.\Then you'll become her savior.\She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago.\That is old history.\Why did you mention her? response:	Let's keep talking about you. Will that method work?
context: and valiantly rush forward to kill the monster.\Then you'll become her savior.\She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago.\That is old history.\Why did you mention her?\Let's keep talking about you. Will that method work? response:	It won't work, Third Uncle.
context: Then you'll become her savior.\She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago.\That is old history.\Why did you mention her?\Let's keep talking about you. Will that method work?\It won't work, Third Uncle. response:	I showed my true form in front of her a few days ago.
context: She'll have no means to repay you except to devote herself to you.\So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago.\That is old history.\Why did you mention her?\Let's keep talking about you. Will that method work?\It won't work, Third Uncle.\I showed my true form in front of her a few days ago. response:	She wasn't frightened at all. She...
context: So is this how you tricked Lady Cheng Yu into giving herself to you?\Lady Cheng Yu and I ended 30,000 years ago.\That is old history.\Why did you mention her?\Let's keep talking about you. Will that method work?\It won't work, Third Uncle.\I showed my true form in front of her a few days ago.\She wasn't frightened at all. She... response:	She is no ordinary woman.
context: Lady Cheng Yu and I ended 30,000 years ago.\That is old history.\Why did you mention her?\Let's keep talking about you. Will that method work?\It won't work, Third Uncle.\I showed my true form in front of her a few days ago.\She wasn't frightened at all. She...\She is no ordinary woman. response:	Using your charms is beneath you. Playing the hero won't work.
context: That is old history.\Why did you mention her?\Let's keep talking about you. Will that method work?\It won't work, Third Uncle.\I showed my true form in front of her a few days ago.\She wasn't frightened at all. She...\She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work. response:	Then how about the other way around?
context: Why did you mention her?\Let's keep talking about you. Will that method work?\It won't work, Third Uncle.\I showed my true form in front of her a few days ago.\She wasn't frightened at all. She...\She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around? response:	How about playing the pity game?
context: Let's keep talking about you. Will that method work?\It won't work, Third Uncle.\I showed my true form in front of her a few days ago.\She wasn't frightened at all. She...\She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around?\How about playing the pity game? response:	Third Uncle.
context: It won't work, Third Uncle.\I showed my true form in front of her a few days ago.\She wasn't frightened at all. She...\She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around?\How about playing the pity game?\Third Uncle. response:	You like this one?
context: I showed my true form in front of her a few days ago.\She wasn't frightened at all. She...\She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around?\How about playing the pity game?\Third Uncle.\You like this one? response:	This method is the only one that may be feasible.
context: She wasn't frightened at all. She...\She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around?\How about playing the pity game?\Third Uncle.\You like this one?\This method is the only one that may be feasible. response:	Thank you, Third Uncle.
context: She is no ordinary woman.\Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around?\How about playing the pity game?\Third Uncle.\You like this one?\This method is the only one that may be feasible.\Thank you, Third Uncle. response:	Let me remind you.
context: Using your charms is beneath you. Playing the hero won't work.\Then how about the other way around?\How about playing the pity game?\Third Uncle.\You like this one?\This method is the only one that may be feasible.\Thank you, Third Uncle.\Let me remind you. response:	Create a barrier around Mount Junji
context: Then how about the other way around?\How about playing the pity game?\Third Uncle.\You like this one?\This method is the only one that may be feasible.\Thank you, Third Uncle.\Let me remind you.\Create a barrier around Mount Junji response:	and shield it from the eyes and ears of heaven.
context: How about playing the pity game?\Third Uncle.\You like this one?\This method is the only one that may be feasible.\Thank you, Third Uncle.\Let me remind you.\Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven. response:	Otherwise, someone will eventually notice
context: Third Uncle.\You like this one?\This method is the only one that may be feasible.\Thank you, Third Uncle.\Let me remind you.\Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice response:	the Celestial Tribe's Crown Prince is living there.
context: You like this one?\This method is the only one that may be feasible.\Thank you, Third Uncle.\Let me remind you.\Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there. response:	Don't worry, Third Uncle. I already put up a barrier before I came back.
context: This method is the only one that may be feasible.\Thank you, Third Uncle.\Let me remind you.\Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back. response:	I'm not done yet!
context: Thank you, Third Uncle.\Let me remind you.\Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet! response:	He's so handsome. Why does he need to play the pity game?
context: Let me remind you.\Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet!\He's so handsome. Why does he need to play the pity game? response:	No... no...
context: Create a barrier around Mount Junji\and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet!\He's so handsome. Why does he need to play the pity game?\No... no... response:	Impossible! Impossible!
context: and shield it from the eyes and ears of heaven.\Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet!\He's so handsome. Why does he need to play the pity game?\No... no...\Impossible! Impossible! response:	Out of everyone, you just had to offend Crown Prince.
context: Otherwise, someone will eventually notice\the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet!\He's so handsome. Why does he need to play the pity game?\No... no...\Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince. response:	His Highness said someone like you must be punished.
context: the Celestial Tribe's Crown Prince is living there.\Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet!\He's so handsome. Why does he need to play the pity game?\No... no...\Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished. response:	Tramp! You brought me harm!
context: Don't worry, Third Uncle. I already put up a barrier before I came back.\I'm not done yet!\He's so handsome. Why does he need to play the pity game?\No... no...\Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished.\Tramp! You brought me harm! response:	- A diversionary tactic! - All right.
context: I'm not done yet!\He's so handsome. Why does he need to play the pity game?\No... no...\Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished.\Tramp! You brought me harm!\- A diversionary tactic! - All right. response:	I've looked at your fate.
context: He's so handsome. Why does he need to play the pity game?\No... no...\Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished.\Tramp! You brought me harm!\- A diversionary tactic! - All right.\I've looked at your fate. response:	You've done many bad deeds.
context: No... no...\Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished.\Tramp! You brought me harm!\- A diversionary tactic! - All right.\I've looked at your fate.\You've done many bad deeds. response:	Your lifespan...
context: Impossible! Impossible!\Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished.\Tramp! You brought me harm!\- A diversionary tactic! - All right.\I've looked at your fate.\You've done many bad deeds.\Your lifespan... response:	Your life ends this year.
context: Out of everyone, you just had to offend Crown Prince.\His Highness said someone like you must be punished.\Tramp! You brought me harm!\- A diversionary tactic! - All right.\I've looked at your fate.\You've done many bad deeds.\Your lifespan...\Your life ends this year. response:	I came all the way here. What kind of fate should I write up for you?
context: His Highness said someone like you must be punished.\Tramp! You brought me harm!\- A diversionary tactic! - All right.\I've looked at your fate.\You've done many bad deeds.\Your lifespan...\Your life ends this year.\I came all the way here. What kind of fate should I write up for you? response:	I was originally thinking that since winter is approaching
context: Tramp! You brought me harm!\- A diversionary tactic! - All right.\I've looked at your fate.\You've done many bad deeds.\Your lifespan...\Your life ends this year.\I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching response:	I'd dig a burrow for you so you could pass the winter comfortably.
context: - A diversionary tactic! - All right.\I've looked at your fate.\You've done many bad deeds.\Your lifespan...\Your life ends this year.\I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably. response:	Who knew you'd turn into a black dragon and fly off.
context: I've looked at your fate.\You've done many bad deeds.\Your lifespan...\Your life ends this year.\I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off. response:	I won't have to worry about it anymore.
context: You've done many bad deeds.\Your lifespan...\Your life ends this year.\I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore. response:	Let's go.
context: Your lifespan...\Your life ends this year.\I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore.\Let's go. response:	What's wrong? Are you all right?
context: Your life ends this year.\I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore.\Let's go.\What's wrong? Are you all right? response:	There's so much blood!
context: I came all the way here. What kind of fate should I write up for you?\I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore.\Let's go.\What's wrong? Are you all right?\There's so much blood! response:	Oh no, oh no.
context: I was originally thinking that since winter is approaching\I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore.\Let's go.\What's wrong? Are you all right?\There's so much blood!\Oh no, oh no. response:	This herbal medicine is used for birds and snakes.
context: I'd dig a burrow for you so you could pass the winter comfortably.\Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore.\Let's go.\What's wrong? Are you all right?\There's so much blood!\Oh no, oh no.\This herbal medicine is used for birds and snakes. response:	I don't know if it can be used on people.
context: Who knew you'd turn into a black dragon and fly off.\I won't have to worry about it anymore.\Let's go.\What's wrong? Are you all right?\There's so much blood!\Oh no, oh no.\This herbal medicine is used for birds and snakes.\I don't know if it can be used on people. response:	Don't move! Don't move! You bled a lot.
context: I won't have to worry about it anymore.\Let's go.\What's wrong? Are you all right?\There's so much blood!\Oh no, oh no.\This herbal medicine is used for birds and snakes.\I don't know if it can be used on people.\Don't move! Don't move! You bled a lot. response:	Are you all right?
context: Let's go.\What's wrong? Are you all right?\There's so much blood!\Oh no, oh no.\This herbal medicine is used for birds and snakes.\I don't know if it can be used on people.\Don't move! Don't move! You bled a lot.\Are you all right? response:	You don't need to worry, Miss.
context: What's wrong? Are you all right?\There's so much blood!\Oh no, oh no.\This herbal medicine is used for birds and snakes.\I don't know if it can be used on people.\Don't move! Don't move! You bled a lot.\Are you all right?\You don't need to worry, Miss. response:	It is just a minor injury.
context: There's so much blood!\Oh no, oh no.\This herbal medicine is used for birds and snakes.\I don't know if it can be used on people.\Don't move! Don't move! You bled a lot.\Are you all right?\You don't need to worry, Miss.\It is just a minor injury. response:	Minor injury? You've been bleeding the whole time!
context: Oh no, oh no.\This herbal medicine is used for birds and snakes.\I don't know if it can be used on people.\Don't move! Don't move! You bled a lot.\Are you all right?\You don't need to worry, Miss.\It is just a minor injury.\Minor injury? You've been bleeding the whole time! response:	Wait here. I'll be done soon. Wait for me.
context: This herbal medicine is used for birds and snakes.\I don't know if it can be used on people.\Don't move! Don't move! You bled a lot.\Are you all right?\You don't need to worry, Miss.\It is just a minor injury.\Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me. response:	I haven't cleaned your wound yet.
context: I don't know if it can be used on people.\Don't move! Don't move! You bled a lot.\Are you all right?\You don't need to worry, Miss.\It is just a minor injury.\Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet. response:	Wait for me.
context: Don't move! Don't move! You bled a lot.\Are you all right?\You don't need to worry, Miss.\It is just a minor injury.\Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet.\Wait for me. response:	Can you take off your clothes yourself?
context: Are you all right?\You don't need to worry, Miss.\It is just a minor injury.\Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet.\Wait for me.\Can you take off your clothes yourself? response:	No need to trouble you.
context: You don't need to worry, Miss.\It is just a minor injury.\Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet.\Wait for me.\Can you take off your clothes yourself?\No need to trouble you. response:	All right, all right.
context: It is just a minor injury.\Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet.\Wait for me.\Can you take off your clothes yourself?\No need to trouble you.\All right, all right. response:	I'll help you.
context: Minor injury? You've been bleeding the whole time!\Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet.\Wait for me.\Can you take off your clothes yourself?\No need to trouble you.\All right, all right.\I'll help you. response:	Let me wipe this clean for you.
context: Wait here. I'll be done soon. Wait for me.\I haven't cleaned your wound yet.\Wait for me.\Can you take off your clothes yourself?\No need to trouble you.\All right, all right.\I'll help you.\Let me wipe this clean for you. response:	It'll be a bit painful. Bear with me.
context: I haven't cleaned your wound yet.\Wait for me.\Can you take off your clothes yourself?\No need to trouble you.\All right, all right.\I'll help you.\Let me wipe this clean for you.\It'll be a bit painful. Bear with me. response:	Does it hurt?
context: Wait for me.\Can you take off your clothes yourself?\No need to trouble you.\All right, all right.\I'll help you.\Let me wipe this clean for you.\It'll be a bit painful. Bear with me.\Does it hurt? response:	Let me change out the water.
context: Can you take off your clothes yourself?\No need to trouble you.\All right, all right.\I'll help you.\Let me wipe this clean for you.\It'll be a bit painful. Bear with me.\Does it hurt?\Let me change out the water. response:	Have I gone too far?
context: No need to trouble you.\All right, all right.\I'll help you.\Let me wipe this clean for you.\It'll be a bit painful. Bear with me.\Does it hurt?\Let me change out the water.\Have I gone too far? response:	How come she is crying so much?
context: All right, all right.\I'll help you.\Let me wipe this clean for you.\It'll be a bit painful. Bear with me.\Does it hurt?\Let me change out the water.\Have I gone too far?\How come she is crying so much? response:	Should I find a physician for you?
context: I'll help you.\Let me wipe this clean for you.\It'll be a bit painful. Bear with me.\Does it hurt?\Let me change out the water.\Have I gone too far?\How come she is crying so much?\Should I find a physician for you? response:	I think I should find a physician.
context: Let me wipe this clean for you.\It'll be a bit painful. Bear with me.\Does it hurt?\Let me change out the water.\Have I gone too far?\How come she is crying so much?\Should I find a physician for you?\I think I should find a physician. response:	This medicine is only used for tending to small animals.
context: It'll be a bit painful. Bear with me.\Does it hurt?\Let me change out the water.\Have I gone too far?\How come she is crying so much?\Should I find a physician for you?\I think I should find a physician.\This medicine is only used for tending to small animals. response:	Your wound is so deep. I'm afraid-
context: Does it hurt?\Let me change out the water.\Have I gone too far?\How come she is crying so much?\Should I find a physician for you?\I think I should find a physician.\This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid- response:	Your wound is healed?
context: Let me change out the water.\Have I gone too far?\How come she is crying so much?\Should I find a physician for you?\I think I should find a physician.\This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid-\Your wound is healed? response:	It is healed!
context: Have I gone too far?\How come she is crying so much?\Should I find a physician for you?\I think I should find a physician.\This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid-\Your wound is healed?\It is healed! response:	How is that possible?
context: How come she is crying so much?\Should I find a physician for you?\I think I should find a physician.\This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid-\Your wound is healed?\It is healed!\How is that possible? response:	Just now, it was...
context: Should I find a physician for you?\I think I should find a physician.\This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid-\Your wound is healed?\It is healed!\How is that possible?\Just now, it was... response:	It's said there is a rare plant on Mount Junji of the Far East
context: I think I should find a physician.\This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid-\Your wound is healed?\It is healed!\How is that possible?\Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East response:	that is a miraculous herb for healing injuries.
context: This medicine is only used for tending to small animals.\Your wound is so deep. I'm afraid-\Your wound is healed?\It is healed!\How is that possible?\Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries. response:	Could the medicine you applied for me be this very miraculous herb?
context: Your wound is so deep. I'm afraid-\Your wound is healed?\It is healed!\How is that possible?\Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb? response:	I randomly picked the herbs.
context: Your wound is healed?\It is healed!\How is that possible?\Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs. response:	I don't know if they are miraculous herbs.
context: It is healed!\How is that possible?\Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs.\I don't know if they are miraculous herbs. response:	Then... do you also have internal injuries?
context: How is that possible?\Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs.\I don't know if they are miraculous herbs.\Then... do you also have internal injuries? response:	You are correct. I have severe internal injuries.
context: Just now, it was...\It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs.\I don't know if they are miraculous herbs.\Then... do you also have internal injuries?\You are correct. I have severe internal injuries. response:	Why are you so heavily injured?
context: It's said there is a rare plant on Mount Junji of the Far East\that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs.\I don't know if they are miraculous herbs.\Then... do you also have internal injuries?\You are correct. I have severe internal injuries.\Why are you so heavily injured? response:	Did an enemy come after you?
context: that is a miraculous herb for healing injuries.\Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs.\I don't know if they are miraculous herbs.\Then... do you also have internal injuries?\You are correct. I have severe internal injuries.\Why are you so heavily injured?\Did an enemy come after you? response:	I happened across a monster and fought with it.
context: Could the medicine you applied for me be this very miraculous herb?\I randomly picked the herbs.\I don't know if they are miraculous herbs.\Then... do you also have internal injuries?\You are correct. I have severe internal injuries.\Why are you so heavily injured?\Did an enemy come after you?\I happened across a monster and fought with it. response:	Monster?
context: I randomly picked the herbs.\I don't know if they are miraculous herbs.\Then... do you also have internal injuries?\You are correct. I have severe internal injuries.\Why are you so heavily injured?\Did an enemy come after you?\I happened across a monster and fought with it.\Monster? response:	Are there monsters here?
context: I don't know if they are miraculous herbs.\Then... do you also have internal injuries?\You are correct. I have severe internal injuries.\Why are you so heavily injured?\Did an enemy come after you?\I happened across a monster and fought with it.\Monster?\Are there monsters here? response:	Do you not know there are many monsters on this mountain?
context: Then... do you also have internal injuries?\You are correct. I have severe internal injuries.\Why are you so heavily injured?\Did an enemy come after you?\I happened across a monster and fought with it.\Monster?\Are there monsters here?\Do you not know there are many monsters on this mountain? response:	I've lived here for many months. I've never seen any monsters.
context: You are correct. I have severe internal injuries.\Why are you so heavily injured?\Did an enemy come after you?\I happened across a monster and fought with it.\Monster?\Are there monsters here?\Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters. response:	That monster-
context: Why are you so heavily injured?\Did an enemy come after you?\I happened across a monster and fought with it.\Monster?\Are there monsters here?\Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters.\That monster- response:	You are in no condition to speak. Lie down for now.
context: Did an enemy come after you?\I happened across a monster and fought with it.\Monster?\Are there monsters here?\Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters.\That monster-\You are in no condition to speak. Lie down for now. response:	That would be good.
context: I happened across a monster and fought with it.\Monster?\Are there monsters here?\Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters.\That monster-\You are in no condition to speak. Lie down for now.\That would be good. response:	Thank you, Miss.
context: Monster?\Are there monsters here?\Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters.\That monster-\You are in no condition to speak. Lie down for now.\That would be good.\Thank you, Miss. response:	- I'll make some food for you. - All right.
context: Are there monsters here?\Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters.\That monster-\You are in no condition to speak. Lie down for now.\That would be good.\Thank you, Miss.\- I'll make some food for you. - All right. response:	I sold a basket of loquats at the foot of the mountain
context: Do you not know there are many monsters on this mountain?\I've lived here for many months. I've never seen any monsters.\That monster-\You are in no condition to speak. Lie down for now.\That would be good.\Thank you, Miss.\- I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain response:	but only received very little rice.
context: I've lived here for many months. I've never seen any monsters.\That monster-\You are in no condition to speak. Lie down for now.\That would be good.\Thank you, Miss.\- I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain\but only received very little rice. response:	I don't have many vegetables either.
