context: How can this be? response:	My granddaughter Asseylum, assassinated,
context: Slaine? Ah, it has been a long time.\It has, Majesty.\What is the purpose of this visit?\There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed, response:	and Princess Asseylum is alive somewhere on Earth!
context: It has, Majesty.\What is the purpose of this visit?\There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed,\and Princess Asseylum is alive somewhere on Earth! response:	So, you show yourself,
context: What is the purpose of this visit?\There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed,\and Princess Asseylum is alive somewhere on Earth!\So, you show yourself, response:	my nemesis.
context: There is a matter that I must inform you of, Majesty.\The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed,\and Princess Asseylum is alive somewhere on Earth!\So, you show yourself,\my nemesis. response:	A trainer?
context: The truth is, Princess Asseylum is alive.\I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed,\and Princess Asseylum is alive somewhere on Earth!\So, you show yourself,\my nemesis.\A trainer? response:	I don't believe it, is that-
context: I have seen her with my own two eyes.\It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed,\and Princess Asseylum is alive somewhere on Earth!\So, you show yourself,\my nemesis.\A trainer?\I don't believe it, is that- response:	Inaho?!
context: It was the Orbital Knights who made the attempt on her life in their lust for war with Earth.\But their attempt failed,\and Princess Asseylum is alive somewhere on Earth!\So, you show yourself,\my nemesis.\A trainer?\I don't believe it, is that-\Inaho?! response:	A tactical suit isn't gonna protect you against that!
context: But their attempt failed,\and Princess Asseylum is alive somewhere on Earth!\So, you show yourself,\my nemesis.\A trainer?\I don't believe it, is that-\Inaho?!\A tactical suit isn't gonna protect you against that! response:	There is no armor my blades cannot slice through!
context: and Princess Asseylum is alive somewhere on Earth!\So, you show yourself,\my nemesis.\A trainer?\I don't believe it, is that-\Inaho?!\A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through! response:	This will be over in an instant!
context: So, you show yourself,\my nemesis.\A trainer?\I don't believe it, is that-\Inaho?!\A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through!\This will be over in an instant! response:	Inaho!
context: my nemesis.\A trainer?\I don't believe it, is that-\Inaho?!\A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through!\This will be over in an instant!\Inaho! response:	Yeah!
context: A trainer?\I don't believe it, is that-\Inaho?!\A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through!\This will be over in an instant!\Inaho!\Yeah! response:	Reactive armor. Armor plates that are made of explosives.
context: I don't believe it, is that-\Inaho?!\A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through!\This will be over in an instant!\Inaho!\Yeah!\Reactive armor. Armor plates that are made of explosives. response:	They were originally designed to detonate and deflect incoming enemy fire.
context: Inaho?!\A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through!\This will be over in an instant!\Inaho!\Yeah!\Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire. response:	Damn you!
context: A tactical suit isn't gonna protect you against that!\There is no armor my blades cannot slice through!\This will be over in an instant!\Inaho!\Yeah!\Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire.\Damn you! response:	He's using the blasts to disperse the blade's plasma?!
context: There is no armor my blades cannot slice through!\This will be over in an instant!\Inaho!\Yeah!\Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire.\Damn you!\He's using the blasts to disperse the blade's plasma?! response:	Control! Tilt the ship!
context: This will be over in an instant!\Inaho!\Yeah!\Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire.\Damn you!\He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship! response:	Mizusaki!
context: Inaho!\Yeah!\Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire.\Damn you!\He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship!\Mizusaki! response:	Flood ballast! Open well dock hatch!
context: Yeah!\Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire.\Damn you!\He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship!\Mizusaki!\Flood ballast! Open well dock hatch! response:	Unhand me!
context: Reactive armor. Armor plates that are made of explosives.\They were originally designed to detonate and deflect incoming enemy fire.\Damn you!\He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship!\Mizusaki!\Flood ballast! Open well dock hatch!\Unhand me! response:	I'd be glad to.
context: They were originally designed to detonate and deflect incoming enemy fire.\Damn you!\He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship!\Mizusaki!\Flood ballast! Open well dock hatch!\Unhand me!\I'd be glad to. response:	Backpack dumped. Bailing out.
context: Damn you!\He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship!\Mizusaki!\Flood ballast! Open well dock hatch!\Unhand me!\I'd be glad to.\Backpack dumped. Bailing out. response:	What the-
context: He's using the blasts to disperse the blade's plasma?!\Control! Tilt the ship!\Mizusaki!\Flood ballast! Open well dock hatch!\Unhand me!\I'd be glad to.\Backpack dumped. Bailing out.\What the- response:	Inaho!
context: Control! Tilt the ship!\Mizusaki!\Flood ballast! Open well dock hatch!\Unhand me!\I'd be glad to.\Backpack dumped. Bailing out.\What the-\Inaho! response:	What just happened?!
context: Mizusaki!\Flood ballast! Open well dock hatch!\Unhand me!\I'd be glad to.\Backpack dumped. Bailing out.\What the-\Inaho!\What just happened?! response:	Steam explosion.
context: Flood ballast! Open well dock hatch!\Unhand me!\I'd be glad to.\Backpack dumped. Bailing out.\What the-\Inaho!\What just happened?!\Steam explosion. response:	The massive amount of thermal energy in those blades flashed the seawater to steam
context: Unhand me!\I'd be glad to.\Backpack dumped. Bailing out.\What the-\Inaho!\What just happened?!\Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam response:	and the impact from the high pressure steam destroyed him.
context: I'd be glad to.\Backpack dumped. Bailing out.\What the-\Inaho!\What just happened?!\Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him. response:	Inaho Kaizuka... He hardly seems like a student, does he?
context: Backpack dumped. Bailing out.\What the-\Inaho!\What just happened?!\Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he? response:	No, ma'am. He's a surprisingly useful boy.
context: What the-\Inaho!\What just happened?!\Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy. response:	Mizusaki. Shall I tell you why you can't get a date?
context: Inaho!\What just happened?!\Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date? response:	Don't partners prefer a forthright personality?
context: What just happened?!\Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality? response:	Yours isn't forthright. It's unfiltered.
context: Steam explosion.\The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered. response:	Let's go pick him up!
context: The massive amount of thermal energy in those blades flashed the seawater to steam\and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered.\Let's go pick him up! response:	If what you say is true,
context: and the impact from the high pressure steam destroyed him.\Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered.\Let's go pick him up!\If what you say is true, response:	it is most regrettable indeed.
context: Inaho Kaizuka... He hardly seems like a student, does he?\No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered.\Let's go pick him up!\If what you say is true,\it is most regrettable indeed. response:	I beg you, Majesty, please stop this war without delay.
context: No, ma'am. He's a surprisingly useful boy.\Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered.\Let's go pick him up!\If what you say is true,\it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay. response:	And please rescue Princess Asseylum.
context: Mizusaki. Shall I tell you why you can't get a date?\Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered.\Let's go pick him up!\If what you say is true,\it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum. response:	I shall see to it at once.
context: Don't partners prefer a forthright personality?\Yours isn't forthright. It's unfiltered.\Let's go pick him up!\If what you say is true,\it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum.\I shall see to it at once. response:	Thank you, Your Majesty. I shall take my leave.
context: Yours isn't forthright. It's unfiltered.\Let's go pick him up!\If what you say is true,\it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum.\I shall see to it at once.\Thank you, Your Majesty. I shall take my leave. response:	It is exactly as you said, Count Saazbaum.
context: Let's go pick him up!\If what you say is true,\it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum.\I shall see to it at once.\Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum. response:	The Terrans are not to be trusted.
context: If what you say is true,\it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum.\I shall see to it at once.\Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted. response:	They have spies everywhere,
context: it is most regrettable indeed.\I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum.\I shall see to it at once.\Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted.\They have spies everywhere, response:	and are scheming to overthrow Vers if the opportunity should present itself.
context: I beg you, Majesty, please stop this war without delay.\And please rescue Princess Asseylum.\I shall see to it at once.\Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted.\They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself. response:	It is scandalous that they would try to deceive Your Majesty with lies!
context: And please rescue Princess Asseylum.\I shall see to it at once.\Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted.\They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies! response:	You, whose heart is grieving the loss of your beloved princess!
context: I shall see to it at once.\Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted.\They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess! response:	My Emperor.
context: Thank you, Your Majesty. I shall take my leave.\It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted.\They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess!\My Emperor. response:	I ask that you smite this foul race with the iron fist of justice.
context: It is exactly as you said, Count Saazbaum.\The Terrans are not to be trusted.\They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess!\My Emperor.\I ask that you smite this foul race with the iron fist of justice. response:	In the name of Rayregalia Vers Rayvers, Emperor of Vers,
context: The Terrans are not to be trusted.\They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess!\My Emperor.\I ask that you smite this foul race with the iron fist of justice.\In the name of Rayregalia Vers Rayvers, Emperor of Vers, response:	I hereby renew my declaration of war.
context: They have spies everywhere,\and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess!\My Emperor.\I ask that you smite this foul race with the iron fist of justice.\In the name of Rayregalia Vers Rayvers, Emperor of Vers,\I hereby renew my declaration of war. response:	Attack the Earth!
context: and are scheming to overthrow Vers if the opportunity should present itself.\It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess!\My Emperor.\I ask that you smite this foul race with the iron fist of justice.\In the name of Rayregalia Vers Rayvers, Emperor of Vers,\I hereby renew my declaration of war.\Attack the Earth! response:	Those who would do harm to my flesh and blood...
context: It is scandalous that they would try to deceive Your Majesty with lies!\You, whose heart is grieving the loss of your beloved princess!\My Emperor.\I ask that you smite this foul race with the iron fist of justice.\In the name of Rayregalia Vers Rayvers, Emperor of Vers,\I hereby renew my declaration of war.\Attack the Earth!\Those who would do harm to my flesh and blood... response:	Slaine Troyard, you mean harm to our cause...
context: You, whose heart is grieving the loss of your beloved princess!\My Emperor.\I ask that you smite this foul race with the iron fist of justice.\In the name of Rayregalia Vers Rayvers, Emperor of Vers,\I hereby renew my declaration of war.\Attack the Earth!\Those who would do harm to my flesh and blood...\Slaine Troyard, you mean harm to our cause... response:	How ironic...
context: My Emperor.\I ask that you smite this foul race with the iron fist of justice.\In the name of Rayregalia Vers Rayvers, Emperor of Vers,\I hereby renew my declaration of war.\Attack the Earth!\Those who would do harm to my flesh and blood...\Slaine Troyard, you mean harm to our cause...\How ironic... response:	Is it not, Dr. Troyard?
