context: My name is Shinka Nibutani. response:	I am a Year Two student at Icho Private High School.
context: In this world, I am 15 years and 8 months old.\Morning, Deko!\Oh, good morning!\We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle\in the parallel world as my master's servant...\Magic? response:	Oh, come on.
context: Morning, Deko!\Oh, good morning!\We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle\in the parallel world as my master's servant...\Magic?\Oh, come on. response:	I'm sorry, I must go ahead.
context: Oh, good morning!\We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle\in the parallel world as my master's servant...\Magic?\Oh, come on.\I'm sorry, I must go ahead. response:	Um, sure.
context: We start out with Phys Ed.\Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle\in the parallel world as my master's servant...\Magic?\Oh, come on.\I'm sorry, I must go ahead.\Um, sure. response:	Yes, until my chance encounter...
context: Yes. Mornings are difficult due to lowered magical power.\I have been proactive in the battle\in the parallel world as my master's servant...\Magic?\Oh, come on.\I'm sorry, I must go ahead.\Um, sure.\Yes, until my chance encounter... response:	Mistress Mori Summer!
context: I have been proactive in the battle\in the parallel world as my master's servant...\Magic?\Oh, come on.\I'm sorry, I must go ahead.\Um, sure.\Yes, until my chance encounter...\Mistress Mori Summer! response:	Good morning!
context: in the parallel world as my master's servant...\Magic?\Oh, come on.\I'm sorry, I must go ahead.\Um, sure.\Yes, until my chance encounter...\Mistress Mori Summer!\Good morning! response:	Morning.
context: Magic?\Oh, come on.\I'm sorry, I must go ahead.\Um, sure.\Yes, until my chance encounter...\Mistress Mori Summer!\Good morning!\Morning. response:	Mistress Mori Summer?
context: Oh, come on.\I'm sorry, I must go ahead.\Um, sure.\Yes, until my chance encounter...\Mistress Mori Summer!\Good morning!\Morning.\Mistress Mori Summer? response:	Dekomori respects Mori Summer only second to myself.
context: I'm sorry, I must go ahead.\Um, sure.\Yes, until my chance encounter...\Mistress Mori Summer!\Good morning!\Morning.\Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself. response:	Naturally, she calls her Mistress.
context: Um, sure.\Yes, until my chance encounter...\Mistress Mori Summer!\Good morning!\Morning.\Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress. response:	I told you, Deko.
context: Yes, until my chance encounter...\Mistress Mori Summer!\Good morning!\Morning.\Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress.\I told you, Deko. response:	I can't tell people who I really am...
context: Mistress Mori Summer!\Good morning!\Morning.\Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress.\I told you, Deko.\I can't tell people who I really am... response:	You're right. Very well, Nibutani-senpai.
context: Good morning!\Morning.\Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress.\I told you, Deko.\I can't tell people who I really am...\You're right. Very well, Nibutani-senpai. response:	Yes, well done.
context: Morning.\Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress.\I told you, Deko.\I can't tell people who I really am...\You're right. Very well, Nibutani-senpai.\Yes, well done. response:	Now I, Dekomori, must head to class.
context: Mistress Mori Summer?\Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress.\I told you, Deko.\I can't tell people who I really am...\You're right. Very well, Nibutani-senpai.\Yes, well done.\Now I, Dekomori, must head to class. response:	I will come to see you on my breaks, Moris...
context: Dekomori respects Mori Summer only second to myself.\Naturally, she calls her Mistress.\I told you, Deko.\I can't tell people who I really am...\You're right. Very well, Nibutani-senpai.\Yes, well done.\Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris... response:	I mean, Nibutani-senpai!
context: Naturally, she calls her Mistress.\I told you, Deko.\I can't tell people who I really am...\You're right. Very well, Nibutani-senpai.\Yes, well done.\Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai! response:	I'm amazed!
context: I told you, Deko.\I can't tell people who I really am...\You're right. Very well, Nibutani-senpai.\Yes, well done.\Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai!\I'm amazed! response:	I guess, but it's exhausting.
context: I can't tell people who I really am...\You're right. Very well, Nibutani-senpai.\Yes, well done.\Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai!\I'm amazed!\I guess, but it's exhausting. response:	She keeps coming to see me on every single break.
context: You're right. Very well, Nibutani-senpai.\Yes, well done.\Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai!\I'm amazed!\I guess, but it's exhausting.\She keeps coming to see me on every single break. response:	Wouldn't she obey you if you told her to keep her distance?
context: Yes, well done.\Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai!\I'm amazed!\I guess, but it's exhausting.\She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance? response:	I tried already. This is what happened.
context: Now I, Dekomori, must head to class.\I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai!\I'm amazed!\I guess, but it's exhausting.\She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened. response:	Mistress Mori Summer... Mistress Mori Summer, do you...
context: I will come to see you on my breaks, Moris...\I mean, Nibutani-senpai!\I'm amazed!\I guess, but it's exhausting.\She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you... response:	Do you not like me anymore?
context: I mean, Nibutani-senpai!\I'm amazed!\I guess, but it's exhausting.\She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore? response:	Um, no, it's not that.
context: I'm amazed!\I guess, but it's exhausting.\She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore?\Um, no, it's not that. response:	Why does she have to cry? That girl is way too edgy.
context: I guess, but it's exhausting.\She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore?\Um, no, it's not that.\Why does she have to cry? That girl is way too edgy. response:	I just knew it, Mori Summer. You do like Dekomori.
context: She keeps coming to see me on every single break.\Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore?\Um, no, it's not that.\Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori. response:	What makes you say that?
context: Wouldn't she obey you if you told her to keep her distance?\I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore?\Um, no, it's not that.\Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori.\What makes you say that? response:	But won't this make the student council election easier to do?
context: I tried already. This is what happened.\Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore?\Um, no, it's not that.\Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori.\What makes you say that?\But won't this make the student council election easier to do? response:	Well, sure, she'll probably listen to me if I ask her not to interfere.
context: Mistress Mori Summer... Mistress Mori Summer, do you...\Do you not like me anymore?\Um, no, it's not that.\Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori.\What makes you say that?\But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere. response:	Student Council Election Special Edition
context: Do you not like me anymore?\Um, no, it's not that.\Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori.\What makes you say that?\But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition response:	Not that. Ask her to help you...
context: Um, no, it's not that.\Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori.\What makes you say that?\But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition\Not that. Ask her to help you... response:	Remember how she said she was popular with the freshmen?
context: Why does she have to cry? That girl is way too edgy.\I just knew it, Mori Summer. You do like Dekomori.\What makes you say that?\But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition\Not that. Ask her to help you...\Remember how she said she was popular with the freshmen? response:	Dekomori is an excellent servant.
context: I just knew it, Mori Summer. You do like Dekomori.\What makes you say that?\But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition\Not that. Ask her to help you...\Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant. response:	As her master, I would be willing...
context: What makes you say that?\But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition\Not that. Ask her to help you...\Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant.\As her master, I would be willing... response:	But if you did that...
context: But won't this make the student council election easier to do?\Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition\Not that. Ask her to help you...\Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant.\As her master, I would be willing...\But if you did that... response:	I see. This is my chance to ask her to assist me.
context: Well, sure, she'll probably listen to me if I ask her not to interfere.\Student Council Election Special Edition\Not that. Ask her to help you...\Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant.\As her master, I would be willing...\But if you did that...\I see. This is my chance to ask her to assist me. response:	What?
context: Student Council Election Special Edition\Not that. Ask her to help you...\Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant.\As her master, I would be willing...\But if you did that...\I see. This is my chance to ask her to assist me.\What? response:	Of course! Please allow me to assist you!
context: Not that. Ask her to help you...\Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant.\As her master, I would be willing...\But if you did that...\I see. This is my chance to ask her to assist me.\What?\Of course! Please allow me to assist you! response:	Really?
context: Remember how she said she was popular with the freshmen?\Dekomori is an excellent servant.\As her master, I would be willing...\But if you did that...\I see. This is my chance to ask her to assist me.\What?\Of course! Please allow me to assist you!\Really? response:	Yes! For I know.
context: Dekomori is an excellent servant.\As her master, I would be willing...\But if you did that...\I see. This is my chance to ask her to assist me.\What?\Of course! Please allow me to assist you!\Really?\Yes! For I know. response:	Mistress Mo... I mean, Nibutani-senpai.
context: As her master, I would be willing...\But if you did that...\I see. This is my chance to ask her to assist me.\What?\Of course! Please allow me to assist you!\Really?\Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai. response:	Once you are president,
context: But if you did that...\I see. This is my chance to ask her to assist me.\What?\Of course! Please allow me to assist you!\Really?\Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai.\Once you are president, response:	you will convert this school to Shangri-La protected by the spirits
context: I see. This is my chance to ask her to assist me.\What?\Of course! Please allow me to assist you!\Really?\Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai.\Once you are president,\you will convert this school to Shangri-La protected by the spirits response:	as it is recorded in the Mabinogion.
context: What?\Of course! Please allow me to assist you!\Really?\Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai.\Once you are president,\you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion. response:	Keep that secret! Everyone will find out who I really am.
context: Of course! Please allow me to assist you!\Really?\Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai.\Once you are president,\you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am. response:	Yes, you're right.
context: Really?\Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai.\Once you are president,\you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am.\Yes, you're right. response:	So can I count on your help then?
context: Yes! For I know.\Mistress Mo... I mean, Nibutani-senpai.\Once you are president,\you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am.\Yes, you're right.\So can I count on your help then? response:	Yes, ma'am!
context: Mistress Mo... I mean, Nibutani-senpai.\Once you are president,\you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am.\Yes, you're right.\So can I count on your help then?\Yes, ma'am! response:	Good afternoon, everyone.
context: Once you are president,\you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am.\Yes, you're right.\So can I count on your help then?\Yes, ma'am!\Good afternoon, everyone. response:	I am Shinka Nibutani, and I am a candidate for president of the student council.
context: you will convert this school to Shangri-La protected by the spirits\as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am.\Yes, you're right.\So can I count on your help then?\Yes, ma'am!\Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council. response:	Thank you for your support! I will make three promises to you,
context: as it is recorded in the Mabinogion.\Keep that secret! Everyone will find out who I really am.\Yes, you're right.\So can I count on your help then?\Yes, ma'am!\Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you, response:	to make your student life even better.
context: Keep that secret! Everyone will find out who I really am.\Yes, you're right.\So can I count on your help then?\Yes, ma'am!\Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you,\to make your student life even better. response:	I am Makoto Isshiki, and I am a candidate for president of the student council.
context: Yes, you're right.\So can I count on your help then?\Yes, ma'am!\Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you,\to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council. response:	Vote for Makoto Isshiki!
context: So can I count on your help then?\Yes, ma'am!\Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you,\to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki! response:	Now, it is done.
context: Yes, ma'am!\Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you,\to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki!\Now, it is done. response:	Wow, you're good at artwork too.
context: Good afternoon, everyone.\I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you,\to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki!\Now, it is done.\Wow, you're good at artwork too. response:	I Am Serious About Your Future - SHINKA NIBUTANI
context: I am Shinka Nibutani, and I am a candidate for president of the student council.\Thank you for your support! I will make three promises to you,\to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki!\Now, it is done.\Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI response:	Nibutani-senpai's poster is kind of sublime.
context: Thank you for your support! I will make three promises to you,\to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki!\Now, it is done.\Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime. response:	You can tell how much Deko respects her by looking at it.
context: to make your student life even better.\I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki!\Now, it is done.\Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it. response:	Yeah, for sure.
context: I am Makoto Isshiki, and I am a candidate for president of the student council.\Vote for Makoto Isshiki!\Now, it is done.\Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it.\Yeah, for sure. response:	Yay!
context: Vote for Makoto Isshiki!\Now, it is done.\Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it.\Yeah, for sure.\Yay! response:	Thank you. I owe it all to you, Deko.
context: Now, it is done.\Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it.\Yeah, for sure.\Yay!\Thank you. I owe it all to you, Deko. response:	I never dreamed I would get so much freshman support.
context: Wow, you're good at artwork too.\I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it.\Yeah, for sure.\Yay!\Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support. response:	Yes, ma'am! You have a 70 approval rating!
context: I Am Serious About Your Future - SHINKA NIBUTANI\Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it.\Yeah, for sure.\Yay!\Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating! response:	When did you guys become such good friends?
context: Nibutani-senpai's poster is kind of sublime.\You can tell how much Deko respects her by looking at it.\Yeah, for sure.\Yay!\Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends? response:	I-I didn't do anything.
context: You can tell how much Deko respects her by looking at it.\Yeah, for sure.\Yay!\Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends?\I-I didn't do anything. response:	What are you saying? I, Dekomori and Mistress Mori Summer...
context: Yeah, for sure.\Yay!\Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends?\I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer... response:	Isn't that right, Mistress Mori Summer?
context: Yay!\Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends?\I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer? response:	What? Uh, yes. That's right.
context: Thank you. I owe it all to you, Deko.\I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends?\I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right. response:	Dekomori, the moon looks blue tonight.
context: I never dreamed I would get so much freshman support.\Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends?\I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight. response:	We will summon the demon beast and go hunting together.
context: Yes, ma'am! You have a 70 approval rating!\When did you guys become such good friends?\I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together. response:	Really?
context: When did you guys become such good friends?\I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together.\Really? response:	But...
context: I-I didn't do anything.\What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together.\Really?\But... response:	I am terribly sorry!
context: What are you saying? I, Dekomori and Mistress Mori Summer...\Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together.\Really?\But...\I am terribly sorry! response:	Today, I have an important meeting to attend with Mistress Mori Summer.
context: Isn't that right, Mistress Mori Summer?\What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together.\Really?\But...\I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer. response:	I will accompany you on the very next opportunity, I swear!
context: What? Uh, yes. That's right.\Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together.\Really?\But...\I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear! response:	Sorry about that. Well, let's get going.
context: Dekomori, the moon looks blue tonight.\We will summon the demon beast and go hunting together.\Really?\But...\I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going. response:	Yes, ma'am. Goodbye.
context: We will summon the demon beast and go hunting together.\Really?\But...\I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye. response:	Togashi?
context: Really?\But...\I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye.\Togashi? response:	Oh, brother.
context: But...\I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye.\Togashi?\Oh, brother. response:	Rikka?
context: I am terribly sorry!\Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye.\Togashi?\Oh, brother.\Rikka? response:	All right. I'll look at it with you.
context: Today, I have an important meeting to attend with Mistress Mori Summer.\I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye.\Togashi?\Oh, brother.\Rikka?\All right. I'll look at it with you. response:	Really?
context: I will accompany you on the very next opportunity, I swear!\Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye.\Togashi?\Oh, brother.\Rikka?\All right. I'll look at it with you.\Really? response:	But only after you've done your homework.
context: Sorry about that. Well, let's get going.\Yes, ma'am. Goodbye.\Togashi?\Oh, brother.\Rikka?\All right. I'll look at it with you.\Really?\But only after you've done your homework. response:	For some reason, you say the same things as the Priestess.
context: Yes, ma'am. Goodbye.\Togashi?\Oh, brother.\Rikka?\All right. I'll look at it with you.\Really?\But only after you've done your homework.\For some reason, you say the same things as the Priestess. response:	Are you in collusion?
context: Togashi?\Oh, brother.\Rikka?\All right. I'll look at it with you.\Really?\But only after you've done your homework.\For some reason, you say the same things as the Priestess.\Are you in collusion? response:	No!
context: Oh, brother.\Rikka?\All right. I'll look at it with you.\Really?\But only after you've done your homework.\For some reason, you say the same things as the Priestess.\Are you in collusion?\No! response:	So, this is your room, Mistress Mori Summer?
context: Rikka?\All right. I'll look at it with you.\Really?\But only after you've done your homework.\For some reason, you say the same things as the Priestess.\Are you in collusion?\No!\So, this is your room, Mistress Mori Summer? response:	It looks very common.
context: All right. I'll look at it with you.\Really?\But only after you've done your homework.\For some reason, you say the same things as the Priestess.\Are you in collusion?\No!\So, this is your room, Mistress Mori Summer?\It looks very common. response:	Mistress Mori Summer, do you keep your
context: Really?\But only after you've done your homework.\For some reason, you say the same things as the Priestess.\Are you in collusion?\No!\So, this is your room, Mistress Mori Summer?\It looks very common.\Mistress Mori Summer, do you keep your response:	true identity secret from your family?
context: But only after you've done your homework.\For some reason, you say the same things as the Priestess.\Are you in collusion?\No!\So, this is your room, Mistress Mori Summer?\It looks very common.\Mistress Mori Summer, do you keep your\true identity secret from your family? response:	Y-yes.
context: For some reason, you say the same things as the Priestess.\Are you in collusion?\No!\So, this is your room, Mistress Mori Summer?\It looks very common.\Mistress Mori Summer, do you keep your\true identity secret from your family?\Y-yes. response:	And you can bear the loneliness? I am impressed.
context: Are you in collusion?\No!\So, this is your room, Mistress Mori Summer?\It looks very common.\Mistress Mori Summer, do you keep your\true identity secret from your family?\Y-yes.\And you can bear the loneliness? I am impressed. response:	Th-thanks.
context: No!\So, this is your room, Mistress Mori Summer?\It looks very common.\Mistress Mori Summer, do you keep your\true identity secret from your family?\Y-yes.\And you can bear the loneliness? I am impressed.\Th-thanks. response:	Now, about my campaign speech for the all-candidates' debate...
context: So, this is your room, Mistress Mori Summer?\It looks very common.\Mistress Mori Summer, do you keep your\true identity secret from your family?\Y-yes.\And you can bear the loneliness? I am impressed.\Th-thanks.\Now, about my campaign speech for the all-candidates' debate... response:	Yes, I am halfway through writing it.
context: It looks very common.\Mistress Mori Summer, do you keep your\true identity secret from your family?\Y-yes.\And you can bear the loneliness? I am impressed.\Th-thanks.\Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it. response:	Yes, this should work.
context: Mistress Mori Summer, do you keep your\true identity secret from your family?\Y-yes.\And you can bear the loneliness? I am impressed.\Th-thanks.\Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it.\Yes, this should work. response:	Thank you so much!
context: true identity secret from your family?\Y-yes.\And you can bear the loneliness? I am impressed.\Th-thanks.\Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it.\Yes, this should work.\Thank you so much! response:	Also, um...
context: Y-yes.\And you can bear the loneliness? I am impressed.\Th-thanks.\Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it.\Yes, this should work.\Thank you so much!\Also, um... response:	I made cookies.
context: And you can bear the loneliness? I am impressed.\Th-thanks.\Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it.\Yes, this should work.\Thank you so much!\Also, um...\I made cookies. response:	Hey, is this me?
context: Th-thanks.\Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it.\Yes, this should work.\Thank you so much!\Also, um...\I made cookies.\Hey, is this me? response:	Yes.
context: Now, about my campaign speech for the all-candidates' debate...\Yes, I am halfway through writing it.\Yes, this should work.\Thank you so much!\Also, um...\I made cookies.\Hey, is this me?\Yes. response:	D-do you like them?
context: Yes, I am halfway through writing it.\Yes, this should work.\Thank you so much!\Also, um...\I made cookies.\Hey, is this me?\Yes.\D-do you like them? response:	These are good.
context: Yes, this should work.\Thank you so much!\Also, um...\I made cookies.\Hey, is this me?\Yes.\D-do you like them?\These are good. response:	Really?!
context: Thank you so much!\Also, um...\I made cookies.\Hey, is this me?\Yes.\D-do you like them?\These are good.\Really?! response:	What a relief.
context: Also, um...\I made cookies.\Hey, is this me?\Yes.\D-do you like them?\These are good.\Really?!\What a relief. response:	I didn't notice it through all of her spiteful comments...
context: I made cookies.\Hey, is this me?\Yes.\D-do you like them?\These are good.\Really?!\What a relief.\I didn't notice it through all of her spiteful comments... response:	She might actually be really nice.
context: Hey, is this me?\Yes.\D-do you like them?\These are good.\Really?!\What a relief.\I didn't notice it through all of her spiteful comments...\She might actually be really nice. response:	LOCKED AWAY
context: Yes.\D-do you like them?\These are good.\Really?!\What a relief.\I didn't notice it through all of her spiteful comments...\She might actually be really nice.\LOCKED AWAY response:	My name is Mori Summer.
context: D-do you like them?\These are good.\Really?!\What a relief.\I didn't notice it through all of her spiteful comments...\She might actually be really nice.\LOCKED AWAY\My name is Mori Summer. response:	I am a magician who has lived for 400 years.
context: These are good.\Really?!\What a relief.\I didn't notice it through all of her spiteful comments...\She might actually be really nice.\LOCKED AWAY\My name is Mori Summer.\I am a magician who has lived for 400 years. response:	I have heard the whisperings of the spirits,
context: Really?!\What a relief.\I didn't notice it through all of her spiteful comments...\She might actually be really nice.\LOCKED AWAY\My name is Mori Summer.\I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits, response:	and have come to grant you my council.
