context: Modern Shogi Famous Matches Chosen by Shogi Players response:	So bright...
context: I'm sure she was holding it in when she was with the others.\Kiriyama...\I'm sorry...\I-I'll go back in a minute...\As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay.\Let's stay here a little longer. response:	For me...
context: Kiriyama...\I'm sorry...\I-I'll go back in a minute...\As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay.\Let's stay here a little longer.\For me... response:	For me, when I think about the real family I lost...
context: I'm sorry...\I-I'll go back in a minute...\As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay.\Let's stay here a little longer.\For me...\For me, when I think about the real family I lost... response:	I gave up on crying about it because I thought it was pointless.
context: I-I'll go back in a minute...\As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay.\Let's stay here a little longer.\For me...\For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless. response:	It made me sad to think about them, so I tried not to.
context: As I listened to her sobbing,\the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay.\Let's stay here a little longer.\For me...\For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to. response:	I chased them out of my head.
context: the doubts I had shut away began to seep into my heart like ink.\That's okay. It's okay.\Let's stay here a little longer.\For me...\For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to.\I chased them out of my head. response:	I chased them out.
context: That's okay. It's okay.\Let's stay here a little longer.\For me...\For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to.\I chased them out of my head.\I chased them out. response:	Chased them out...
context: Let's stay here a little longer.\For me...\For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to.\I chased them out of my head.\I chased them out.\Chased them out... response:	But...
context: For me...\For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to.\I chased them out of my head.\I chased them out.\Chased them out...\But... response:	She's crying...
context: For me, when I think about the real family I lost...\I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to.\I chased them out of my head.\I chased them out.\Chased them out...\But...\She's crying... response:	But the two of us are gazing up at that beautiful,
context: I gave up on crying about it because I thought it was pointless.\It made me sad to think about them, so I tried not to.\I chased them out of my head.\I chased them out.\Chased them out...\But...\She's crying...\But the two of us are gazing up at that beautiful, response:	beautiful, beautiful July night sky.
context: It made me sad to think about them, so I tried not to.\I chased them out of my head.\I chased them out.\Chased them out...\But...\She's crying...\But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky. response:	Beyond the Night Sky
context: I chased them out of my head.\I chased them out.\Chased them out...\But...\She's crying...\But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky.\Beyond the Night Sky response:	Next Episode Preview
context: I chased them out.\Chased them out...\But...\She's crying...\But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky.\Beyond the Night Sky\Next Episode Preview response:	Episode 4
context: Chased them out...\But...\She's crying...\But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky.\Beyond the Night Sky\Next Episode Preview\Episode 4 response:	When you open it, it has to be like, Wow! That's so cute!
context: But...\She's crying...\But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky.\Beyond the Night Sky\Next Episode Preview\Episode 4\When you open it, it has to be like, Wow! That's so cute! response:	Hina is troubled with something.
context: She's crying...\But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky.\Beyond the Night Sky\Next Episode Preview\Episode 4\When you open it, it has to be like, Wow! That's so cute!\Hina is troubled with something. response:	All right, little one. I shall ask you your name. What is it?
context: But the two of us are gazing up at that beautiful,\beautiful, beautiful July night sky.\Beyond the Night Sky\Next Episode Preview\Episode 4\When you open it, it has to be like, Wow! That's so cute!\Hina is troubled with something.\All right, little one. I shall ask you your name. What is it? response:	Bodoro!
context: beautiful, beautiful July night sky.\Beyond the Night Sky\Next Episode Preview\Episode 4\When you open it, it has to be like, Wow! That's so cute!\Hina is troubled with something.\All right, little one. I shall ask you your name. What is it?\Bodoro! response:	Your wonderful friend is just like a nice, round, shiny ball.
context: Beyond the Night Sky\Next Episode Preview\Episode 4\When you open it, it has to be like, Wow! That's so cute!\Hina is troubled with something.\All right, little one. I shall ask you your name. What is it?\Bodoro!\Your wonderful friend is just like a nice, round, shiny ball. response:	Sis, you picked up another stranger?
context: Next Episode Preview\Episode 4\When you open it, it has to be like, Wow! That's so cute!\Hina is troubled with something.\All right, little one. I shall ask you your name. What is it?\Bodoro!\Your wonderful friend is just like a nice, round, shiny ball.\Sis, you picked up another stranger? response:	Don't miss the next episode of March Comes in Like a Lion!
context: Episode 4\When you open it, it has to be like, Wow! That's so cute!\Hina is troubled with something.\All right, little one. I shall ask you your name. What is it?\Bodoro!\Your wonderful friend is just like a nice, round, shiny ball.\Sis, you picked up another stranger?\Don't miss the next episode of March Comes in Like a Lion! response:	Study shogi with me, everyone!
