context: /** TS by scol **/ response:	PHONE TEXT HERE
context: Acchan...\Avenge?\Does that mean work at the bank and become a manager?\Was that why she was making me study?\When I thought that, I started to hate it.\Or rather, I just couldn't take it anymore.\Acchan...\I'm... response:	I'm not your tool, Mom!
context: Avenge?\Does that mean work at the bank and become a manager?\Was that why she was making me study?\When I thought that, I started to hate it.\Or rather, I just couldn't take it anymore.\Acchan...\I'm...\I'm not your tool, Mom! response:	I'll decide my own future!
context: Does that mean work at the bank and become a manager?\Was that why she was making me study?\When I thought that, I started to hate it.\Or rather, I just couldn't take it anymore.\Acchan...\I'm...\I'm not your tool, Mom!\I'll decide my own future! response:	Ever since then, they haven't had any objections about what I do.
context: Was that why she was making me study?\When I thought that, I started to hate it.\Or rather, I just couldn't take it anymore.\Acchan...\I'm...\I'm not your tool, Mom!\I'll decide my own future!\Ever since then, they haven't had any objections about what I do. response:	They're good parents, really.
context: When I thought that, I started to hate it.\Or rather, I just couldn't take it anymore.\Acchan...\I'm...\I'm not your tool, Mom!\I'll decide my own future!\Ever since then, they haven't had any objections about what I do.\They're good parents, really. response:	Ah, sorry.
context: Or rather, I just couldn't take it anymore.\Acchan...\I'm...\I'm not your tool, Mom!\I'll decide my own future!\Ever since then, they haven't had any objections about what I do.\They're good parents, really.\Ah, sorry. response:	I got a little melodramatic there.
context: Acchan...\I'm...\I'm not your tool, Mom!\I'll decide my own future!\Ever since then, they haven't had any objections about what I do.\They're good parents, really.\Ah, sorry.\I got a little melodramatic there. response:	Then, it was the same with you wanting to become a mangaka with me?
context: I'm...\I'm not your tool, Mom!\I'll decide my own future!\Ever since then, they haven't had any objections about what I do.\They're good parents, really.\Ah, sorry.\I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me? response:	Yeah, they know; they're ignoring it.
context: I'm not your tool, Mom!\I'll decide my own future!\Ever since then, they haven't had any objections about what I do.\They're good parents, really.\Ah, sorry.\I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it. response:	What?
context: I'll decide my own future!\Ever since then, they haven't had any objections about what I do.\They're good parents, really.\Ah, sorry.\I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it.\What? response:	No, I'm glad I got to hear it.
context: Ever since then, they haven't had any objections about what I do.\They're good parents, really.\Ah, sorry.\I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it.\What?\No, I'm glad I got to hear it. response:	You're smart,
context: They're good parents, really.\Ah, sorry.\I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it.\What?\No, I'm glad I got to hear it.\You're smart, response:	but I've been a little unsure if I can rely on you when it comes to plans about the future.
context: Ah, sorry.\I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it.\What?\No, I'm glad I got to hear it.\You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future. response:	Well, maybe you were right to think that.
context: I got a little melodramatic there.\Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it.\What?\No, I'm glad I got to hear it.\You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that. response:	All right, how about we get going?
context: Then, it was the same with you wanting to become a mangaka with me?\Yeah, they know; they're ignoring it.\What?\No, I'm glad I got to hear it.\You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that.\All right, how about we get going? response:	Okay.
context: Yeah, they know; they're ignoring it.\What?\No, I'm glad I got to hear it.\You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that.\All right, how about we get going?\Okay. response:	Finally, huh?
context: What?\No, I'm glad I got to hear it.\You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that.\All right, how about we get going?\Okay.\Finally, huh? response:	I can't believe middle school boys like us can bring in a manuscript.
context: No, I'm glad I got to hear it.\You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that.\All right, how about we get going?\Okay.\Finally, huh?\I can't believe middle school boys like us can bring in a manuscript. response:	It's like a dream.
context: You're smart,\but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that.\All right, how about we get going?\Okay.\Finally, huh?\I can't believe middle school boys like us can bring in a manuscript.\It's like a dream. response:	As long as you just write a manuscript, they say anyone can bring one in.
context: but I've been a little unsure if I can rely on you when it comes to plans about the future.\Well, maybe you were right to think that.\All right, how about we get going?\Okay.\Finally, huh?\I can't believe middle school boys like us can bring in a manuscript.\It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in. response:	The problem is how that work is judged.
context: Well, maybe you were right to think that.\All right, how about we get going?\Okay.\Finally, huh?\I can't believe middle school boys like us can bring in a manuscript.\It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged. response:	Yeah.
context: All right, how about we get going?\Okay.\Finally, huh?\I can't believe middle school boys like us can bring in a manuscript.\It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged.\Yeah. response:	What business do you have at the company today?
context: Okay.\Finally, huh?\I can't believe middle school boys like us can bring in a manuscript.\It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged.\Yeah.\What business do you have at the company today? response:	Ah, um, we came to bring in a manuscript...
context: Finally, huh?\I can't believe middle school boys like us can bring in a manuscript.\It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged.\Yeah.\What business do you have at the company today?\Ah, um, we came to bring in a manuscript... response:	Then please follow the procedure at the reception desk.
context: I can't believe middle school boys like us can bring in a manuscript.\It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged.\Yeah.\What business do you have at the company today?\Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk. response:	TThank you very much.
context: It's like a dream.\As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged.\Yeah.\What business do you have at the company today?\Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk.\TThank you very much. response:	We came to bring in a manuscript.
context: As long as you just write a manuscript, they say anyone can bring one in.\The problem is how that work is judged.\Yeah.\What business do you have at the company today?\Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk.\TThank you very much.\We came to bring in a manuscript. response:	Do you have an appointment?
context: The problem is how that work is judged.\Yeah.\What business do you have at the company today?\Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk.\TThank you very much.\We came to bring in a manuscript.\Do you have an appointment? response:	YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.
context: Yeah.\What business do you have at the company today?\Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk.\TThank you very much.\We came to bring in a manuscript.\Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack. response:	In that case, please fill this out.
context: What business do you have at the company today?\Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk.\TThank you very much.\We came to bring in a manuscript.\Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out. response:	TThere are two of us, so shouldn't each of us fill one out?
context: Ah, um, we came to bring in a manuscript...\Then please follow the procedure at the reception desk.\TThank you very much.\We came to bring in a manuscript.\Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out? response:	No, it'll be fine as long as you fill in the number of people.
context: Then please follow the procedure at the reception desk.\TThank you very much.\We came to bring in a manuscript.\Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people. response:	UhUhm, I'm still a student, so what should I put for company name and such?
context: TThank you very much.\We came to bring in a manuscript.\Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such? response:	Well for that, just to be safe, please just put in your school's name.
context: We came to bring in a manuscript.\Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name. response:	Ah, I'm sorry, I made a mistake!
context: Do you have an appointment?\YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake! response:	It's okay, I'll give you a new card.
context: YYes, at three o'clock with Hattori-san from Weekly Shounen Jack.\In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card. response:	II'm done.
context: In that case, please fill this out.\TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card.\II'm done. response:	Good job.
context: TThere are two of us, so shouldn't each of us fill one out?\No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card.\II'm done.\Good job. response:	Please wait just a minute.
context: No, it'll be fine as long as you fill in the number of people.\UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card.\II'm done.\Good job.\Please wait just a minute. response:	Okay, however long it takes.
context: UhUhm, I'm still a student, so what should I put for company name and such?\Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card.\II'm done.\Good job.\Please wait just a minute.\Okay, however long it takes. response:	She said it'd just be a minute.
context: Well for that, just to be safe, please just put in your school's name.\Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card.\II'm done.\Good job.\Please wait just a minute.\Okay, however long it takes.\She said it'd just be a minute. response:	This is the reception desk.
context: Ah, I'm sorry, I made a mistake!\It's okay, I'll give you a new card.\II'm done.\Good job.\Please wait just a minute.\Okay, however long it takes.\She said it'd just be a minute.\This is the reception desk. response:	Takagi-sama and Mashiro-sama are here to see you.
context: It's okay, I'll give you a new card.\II'm done.\Good job.\Please wait just a minute.\Okay, however long it takes.\She said it'd just be a minute.\This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you. response:	Yes.
context: II'm done.\Good job.\Please wait just a minute.\Okay, however long it takes.\She said it'd just be a minute.\This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you.\Yes. response:	Sorry for the wait.
context: Good job.\Please wait just a minute.\Okay, however long it takes.\She said it'd just be a minute.\This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you.\Yes.\Sorry for the wait. response:	Hattori-san will be down very soon.
context: Please wait just a minute.\Okay, however long it takes.\She said it'd just be a minute.\This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you.\Yes.\Sorry for the wait.\Hattori-san will be down very soon. response:	Please wait in booth number three over there.
context: Okay, however long it takes.\She said it'd just be a minute.\This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you.\Yes.\Sorry for the wait.\Hattori-san will be down very soon.\Please wait in booth number three over there. response:	Thanks for your time.
context: She said it'd just be a minute.\This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you.\Yes.\Sorry for the wait.\Hattori-san will be down very soon.\Please wait in booth number three over there.\Thanks for your time. response:	Thank you very much.
context: This is the reception desk.\Takagi-sama and Mashiro-sama are here to see you.\Yes.\Sorry for the wait.\Hattori-san will be down very soon.\Please wait in booth number three over there.\Thanks for your time.\Thank you very much. response:	Bringing something into Jack...
context: Takagi-sama and Mashiro-sama are here to see you.\Yes.\Sorry for the wait.\Hattori-san will be down very soon.\Please wait in booth number three over there.\Thanks for your time.\Thank you very much.\Bringing something into Jack... response:	doesn't mean we are going to the editorial department.
context: Yes.\Sorry for the wait.\Hattori-san will be down very soon.\Please wait in booth number three over there.\Thanks for your time.\Thank you very much.\Bringing something into Jack...\doesn't mean we are going to the editorial department. response:	Looks like it.
context: Sorry for the wait.\Hattori-san will be down very soon.\Please wait in booth number three over there.\Thanks for your time.\Thank you very much.\Bringing something into Jack...\doesn't mean we are going to the editorial department.\Looks like it. response:	I understand your enthusiasm, but...
context: Hattori-san will be down very soon.\Please wait in booth number three over there.\Thanks for your time.\Thank you very much.\Bringing something into Jack...\doesn't mean we are going to the editorial department.\Looks like it.\I understand your enthusiasm, but... response:	You need to be more considerate of the readers.
context: Please wait in booth number three over there.\Thanks for your time.\Thank you very much.\Bringing something into Jack...\doesn't mean we are going to the editorial department.\Looks like it.\I understand your enthusiasm, but...\You need to be more considerate of the readers. response:	Yes, Sir...
context: Thanks for your time.\Thank you very much.\Bringing something into Jack...\doesn't mean we are going to the editorial department.\Looks like it.\I understand your enthusiasm, but...\You need to be more considerate of the readers.\Yes, Sir... response:	So let's just forget either of us ever saw this manuscript.
context: Thank you very much.\Bringing something into Jack...\doesn't mean we are going to the editorial department.\Looks like it.\I understand your enthusiasm, but...\You need to be more considerate of the readers.\Yes, Sir...\So let's just forget either of us ever saw this manuscript. response:	Eh?
context: Bringing something into Jack...\doesn't mean we are going to the editorial department.\Looks like it.\I understand your enthusiasm, but...\You need to be more considerate of the readers.\Yes, Sir...\So let's just forget either of us ever saw this manuscript.\Eh? response:	So, think about it some more and try drawing something else.
context: doesn't mean we are going to the editorial department.\Looks like it.\I understand your enthusiasm, but...\You need to be more considerate of the readers.\Yes, Sir...\So let's just forget either of us ever saw this manuscript.\Eh?\So, think about it some more and try drawing something else. response:	I'll be waiting for an interesting manga next time.
context: Looks like it.\I understand your enthusiasm, but...\You need to be more considerate of the readers.\Yes, Sir...\So let's just forget either of us ever saw this manuscript.\Eh?\So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time. response:	TThank you very much...
context: I understand your enthusiasm, but...\You need to be more considerate of the readers.\Yes, Sir...\So let's just forget either of us ever saw this manuscript.\Eh?\So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time.\TThank you very much... response:	DDid you hear that just now?
context: You need to be more considerate of the readers.\Yes, Sir...\So let's just forget either of us ever saw this manuscript.\Eh?\So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time.\TThank you very much...\DDid you hear that just now? response:	He brought something in, like us.
context: Yes, Sir...\So let's just forget either of us ever saw this manuscript.\Eh?\So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time.\TThank you very much...\DDid you hear that just now?\He brought something in, like us. response:	Probably.
context: So let's just forget either of us ever saw this manuscript.\Eh?\So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time.\TThank you very much...\DDid you hear that just now?\He brought something in, like us.\Probably. response:	I was pretty confident on the way here, but...
context: Eh?\So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time.\TThank you very much...\DDid you hear that just now?\He brought something in, like us.\Probably.\I was pretty confident on the way here, but... response:	I'm worried we're going to be told that what we have is shit.
context: So, think about it some more and try drawing something else.\I'll be waiting for an interesting manga next time.\TThank you very much...\DDid you hear that just now?\He brought something in, like us.\Probably.\I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit. response:	It'd be scarier to be heavily praised the very first time you brought something in.
context: I'll be waiting for an interesting manga next time.\TThank you very much...\DDid you hear that just now?\He brought something in, like us.\Probably.\I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in. response:	My uncle used to say that if they offered you tea, it was a success up to that point.
context: TThank you very much...\DDid you hear that just now?\He brought something in, like us.\Probably.\I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point. response:	RReally?
context: DDid you hear that just now?\He brought something in, like us.\Probably.\I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point.\RReally? response:	Takagi-kun and Mashiro-kun?
context: He brought something in, like us.\Probably.\I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point.\RReally?\Takagi-kun and Mashiro-kun? response:	Ah, yes!
context: Probably.\I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point.\RReally?\Takagi-kun and Mashiro-kun?\Ah, yes! response:	I'm Hattori from Weekly Shounen Jack, nice to meet you.
context: I was pretty confident on the way here, but...\I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point.\RReally?\Takagi-kun and Mashiro-kun?\Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you. response:	Nice to meet you!
context: I'm worried we're going to be told that what we have is shit.\It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point.\RReally?\Takagi-kun and Mashiro-kun?\Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you! response:	Well, to start with, may I see your manuscript?
context: It'd be scarier to be heavily praised the very first time you brought something in.\My uncle used to say that if they offered you tea, it was a success up to that point.\RReally?\Takagi-kun and Mashiro-kun?\Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you!\Well, to start with, may I see your manuscript? response:	Ah, okay.
context: My uncle used to say that if they offered you tea, it was a success up to that point.\RReally?\Takagi-kun and Mashiro-kun?\Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you!\Well, to start with, may I see your manuscript?\Ah, okay. response:	Please, go ahead.
context: RReally?\Takagi-kun and Mashiro-kun?\Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you!\Well, to start with, may I see your manuscript?\Ah, okay.\Please, go ahead. response:	You two don't need to be so up tight.
context: Takagi-kun and Mashiro-kun?\Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you!\Well, to start with, may I see your manuscript?\Ah, okay.\Please, go ahead.\You two don't need to be so up tight. response:	OOkay.
context: Ah, yes!\I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you!\Well, to start with, may I see your manuscript?\Ah, okay.\Please, go ahead.\You two don't need to be so up tight.\OOkay. response:	FFinally...
context: I'm Hattori from Weekly Shounen Jack, nice to meet you.\Nice to meet you!\Well, to start with, may I see your manuscript?\Ah, okay.\Please, go ahead.\You two don't need to be so up tight.\OOkay.\FFinally... response:	He reads fast!
context: Nice to meet you!\Well, to start with, may I see your manuscript?\Ah, okay.\Please, go ahead.\You two don't need to be so up tight.\OOkay.\FFinally...\He reads fast! response:	Let me read it one more time.
context: Well, to start with, may I see your manuscript?\Ah, okay.\Please, go ahead.\You two don't need to be so up tight.\OOkay.\FFinally...\He reads fast!\Let me read it one more time. response:	Futatsu no Chikyuu.
context: Ah, okay.\Please, go ahead.\You two don't need to be so up tight.\OOkay.\FFinally...\He reads fast!\Let me read it one more time.\Futatsu no Chikyuu. response:	The Earth we live on is not the real Earth.
context: Please, go ahead.\You two don't need to be so up tight.\OOkay.\FFinally...\He reads fast!\Let me read it one more time.\Futatsu no Chikyuu.\The Earth we live on is not the real Earth. response:	It is all nothing but a duplicate made for observation and experiments.
context: You two don't need to be so up tight.\OOkay.\FFinally...\He reads fast!\Let me read it one more time.\Futatsu no Chikyuu.\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments. response:	Yes, by them.
context: OOkay.\FFinally...\He reads fast!\Let me read it one more time.\Futatsu no Chikyuu.\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes, by them. response:	Having been injured in a war and returning home, Hayato...
context: FFinally...\He reads fast!\Let me read it one more time.\Futatsu no Chikyuu.\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes, by them.\Having been injured in a war and returning home, Hayato... response:	stepped on the ground of his homeland for the first time in years.
context: He reads fast!\Let me read it one more time.\Futatsu no Chikyuu.\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes, by them.\Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years. response:	But all that waited for him was...
context: Let me read it one more time.\Futatsu no Chikyuu.\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes, by them.\Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years.\But all that waited for him was... response:	the death of his lover, Amy.
context: Futatsu no Chikyuu.\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes, by them.\Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years.\But all that waited for him was...\the death of his lover, Amy. response:	It was a cruel world.
context: The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes, by them.\Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years.\But all that waited for him was...\the death of his lover, Amy.\It was a cruel world. response:	Amy!?
context: It is all nothing but a duplicate made for observation and experiments.\Yes, by them.\Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years.\But all that waited for him was...\the death of his lover, Amy.\It was a cruel world.\Amy!? response:	Pull yourself together Hayato.
context: Yes, by them.\Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years.\But all that waited for him was...\the death of his lover, Amy.\It was a cruel world.\Amy!?\Pull yourself together Hayato. response:	She's dead.
context: Having been injured in a war and returning home, Hayato...\stepped on the ground of his homeland for the first time in years.\But all that waited for him was...\the death of his lover, Amy.\It was a cruel world.\Amy!?\Pull yourself together Hayato.\She's dead. response:	I saw her.
context: stepped on the ground of his homeland for the first time in years.\But all that waited for him was...\the death of his lover, Amy.\It was a cruel world.\Amy!?\Pull yourself together Hayato.\She's dead.\I saw her. response:	She was over there!
context: But all that waited for him was...\the death of his lover, Amy.\It was a cruel world.\Amy!?\Pull yourself together Hayato.\She's dead.\I saw her.\She was over there! response:	Amy!
context: the death of his lover, Amy.\It was a cruel world.\Amy!?\Pull yourself together Hayato.\She's dead.\I saw her.\She was over there!\Amy! response:	It's so bright...
context: It was a cruel world.\Amy!?\Pull yourself together Hayato.\She's dead.\I saw her.\She was over there!\Amy!\It's so bright... response:	When the light that covered his body disappeared, he was in a place he did not recognize.
context: Amy!?\Pull yourself together Hayato.\She's dead.\I saw her.\She was over there!\Amy!\It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize. response:	Where... the hell am I?
context: Pull yourself together Hayato.\She's dead.\I saw her.\She was over there!\Amy!\It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I? response:	Amy!
context: She's dead.\I saw her.\She was over there!\Amy!\It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I?\Amy! response:	Please wait, Amy!
context: I saw her.\She was over there!\Amy!\It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I?\Amy!\Please wait, Amy! response:	Why are you running?!
context: She was over there!\Amy!\It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I?\Amy!\Please wait, Amy!\Why are you running?! response:	You're calling me other?
context: Amy!\It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I?\Amy!\Please wait, Amy!\Why are you running?!\You're calling me other? response:	What are you talking about?
context: It's so bright...\When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I?\Amy!\Please wait, Amy!\Why are you running?!\You're calling me other?\What are you talking about? response:	Where am I?
context: When the light that covered his body disappeared, he was in a place he did not recognize.\Where... the hell am I?\Amy!\Please wait, Amy!\Why are you running?!\You're calling me other?\What are you talking about?\Where am I? response:	Earth.
context: Where... the hell am I?\Amy!\Please wait, Amy!\Why are you running?!\You're calling me other?\What are you talking about?\Where am I?\Earth. response:	Yes, the Real Earth.
context: Amy!\Please wait, Amy!\Why are you running?!\You're calling me other?\What are you talking about?\Where am I?\Earth.\Yes, the Real Earth. response:	The Other Earth, where you clones live...
context: Please wait, Amy!\Why are you running?!\You're calling me other?\What are you talking about?\Where am I?\Earth.\Yes, the Real Earth.\The Other Earth, where you clones live... response:	is a test model made for the sake of the Real Earth.
context: Why are you running?!\You're calling me other?\What are you talking about?\Where am I?\Earth.\Yes, the Real Earth.\The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth. response:	In order for us Real Earthlings to simulate different scenarios.
context: You're calling me other?\What are you talking about?\Where am I?\Earth.\Yes, the Real Earth.\The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios. response:	No way...
context: What are you talking about?\Where am I?\Earth.\Yes, the Real Earth.\The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios.\No way... response:	Having gotten too close to the truth, Hayato was taken prisoner.
context: Where am I?\Earth.\Yes, the Real Earth.\The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. response:	A resistance organization calling themselves Missing rescued people like him.
context: Earth.\Yes, the Real Earth.\The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios.\No way...\Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him. response:	Then, you guys too?
context: Yes, the Real Earth.\The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios.\No way...\Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him.\Then, you guys too? response:	Yes, we're Other Earthlings.
context: The Other Earth, where you clones live...\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios.\No way...\Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him.\Then, you guys too?\Yes, we're Other Earthlings. response:	In order for them to send in investigators, they take us clones captive.
context: is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different scenarios.\No way...\Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him.\Then, you guys too?\Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive. response:	Then when the investigators return, our memories are erased and we're sent back again.
context: In order for us Real Earthlings to simulate different scenarios.\No way...\Having gotten too close to the truth, Hayato was taken prisoner.\A resistance organization calling themselves Missing rescued people like him.\Then, you guys too?\Yes, we're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\Then when the investigators return, our memories are erased and we're sent back again. response:	But if the investigators get into some sort of trouble and end up dead,
