context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: Yes.\Little Princess.\What brings you to the Nine Heavens today?\Star Lord, tell them who I am.\The Little Princess of Qing Qiu.\Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly. response:	The celestial law is very rigid.
context: Little Princess.\What brings you to the Nine Heavens today?\Star Lord, tell them who I am.\The Little Princess of Qing Qiu.\Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly.\The celestial law is very rigid. response:	Even Lord Dong Hua can't help you.
context: What brings you to the Nine Heavens today?\Star Lord, tell them who I am.\The Little Princess of Qing Qiu.\Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly.\The celestial law is very rigid.\Even Lord Dong Hua can't help you. response:	I'm not!
context: Star Lord, tell them who I am.\The Little Princess of Qing Qiu.\Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly.\The celestial law is very rigid.\Even Lord Dong Hua can't help you.\I'm not! response:	My aunt came here for Lady Su Jin.
context: The Little Princess of Qing Qiu.\Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly.\The celestial law is very rigid.\Even Lord Dong Hua can't help you.\I'm not!\My aunt came here for Lady Su Jin. response:	I can't let her lose!
context: Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly.\The celestial law is very rigid.\Even Lord Dong Hua can't help you.\I'm not!\My aunt came here for Lady Su Jin.\I can't let her lose! response:	What?
context: Lord Dong Hua is waiting for Her Highness in Taichen Palace.\Don't try anything silly.\The celestial law is very rigid.\Even Lord Dong Hua can't help you.\I'm not!\My aunt came here for Lady Su Jin.\I can't let her lose!\What? response:	My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.
context: Don't try anything silly.\The celestial law is very rigid.\Even Lord Dong Hua can't help you.\I'm not!\My aunt came here for Lady Su Jin.\I can't let her lose!\What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply. response:	High God is Su Su?
context: The celestial law is very rigid.\Even Lord Dong Hua can't help you.\I'm not!\My aunt came here for Lady Su Jin.\I can't let her lose!\What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su? response:	Do not deceive me.
context: Even Lord Dong Hua can't help you.\I'm not!\My aunt came here for Lady Su Jin.\I can't let her lose!\What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su?\Do not deceive me. response:	I am not! Seriously!
context: I'm not!\My aunt came here for Lady Su Jin.\I can't let her lose!\What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su?\Do not deceive me.\I am not! Seriously! response:	My aunt broke the Soul-gathering Lamp and remembered her forgotten past.
context: My aunt came here for Lady Su Jin.\I can't let her lose!\What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su?\Do not deceive me.\I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past. response:	She said that she became Su Su for her godly ascension trial into High God.
context: I can't let her lose!\What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su?\Do not deceive me.\I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God. response:	I see... I get it now.
context: What?\My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su?\Do not deceive me.\I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now. response:	Yes, now that my aunt recalled her past
context: My aunt is actually the mortal Su Su whom the Crown Prince loved deeply.\High God is Su Su?\Do not deceive me.\I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now.\Yes, now that my aunt recalled her past response:	she's come to get her eyes back from Lady Su Jin.
context: High God is Su Su?\Do not deceive me.\I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now.\Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin. response:	Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace
context: Do not deceive me.\I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now.\Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace response:	she said that Su Su pushed her?
context: I am not! Seriously!\My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now.\Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her? response:	That's right.
context: My aunt broke the Soul-gathering Lamp and remembered her forgotten past.\She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now.\Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her?\That's right. response:	After my aunt recalled her past she knew that Su Jin had framed her.
context: She said that she became Su Su for her godly ascension trial into High God.\I see... I get it now.\Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her?\That's right.\After my aunt recalled her past she knew that Su Jin had framed her. response:	That's why she has now come to get her eyes back from Lady Su Jin.
context: I see... I get it now.\Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her?\That's right.\After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin. response:	Wouldn't that stir up a huge commotion?
context: Yes, now that my aunt recalled her past\she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her?\That's right.\After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion? response:	Exactly!
context: she's come to get her eyes back from Lady Su Jin.\Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her?\That's right.\After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion?\Exactly! response:	I can't stay to chat much longer.
context: Do you remember back then when Lady Su Jin fell off the Zhuxian Terrace\she said that Su Su pushed her?\That's right.\After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion?\Exactly!\I can't stay to chat much longer. response:	I'm worried that my aunt will lose. I have to go to Xiwu Palace now!
context: she said that Su Su pushed her?\That's right.\After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion?\Exactly!\I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now! response:	Little Princess!
context: That's right.\After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion?\Exactly!\I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess! response:	Little... Little Princess!
context: After my aunt recalled her past she knew that Su Jin had framed her.\That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion?\Exactly!\I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess!\Little... Little Princess! response:	Quickly, Xin Nu!
context: That's why she has now come to get her eyes back from Lady Su Jin.\Wouldn't that stir up a huge commotion?\Exactly!\I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess!\Little... Little Princess!\Quickly, Xin Nu! response:	We'll be there soon, Your Highness.
context: Wouldn't that stir up a huge commotion?\Exactly!\I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess!\Little... Little Princess!\Quickly, Xin Nu!\We'll be there soon, Your Highness. response:	Quickly!
context: Exactly!\I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess!\Little... Little Princess!\Quickly, Xin Nu!\We'll be there soon, Your Highness.\Quickly! response:	Quickly!
context: I can't stay to chat much longer.\I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess!\Little... Little Princess!\Quickly, Xin Nu!\We'll be there soon, Your Highness.\Quickly!\Quickly! response:	Su Jin!
context: I'm worried that my aunt will lose. I have to go to Xiwu Palace now!\Little Princess!\Little... Little Princess!\Quickly, Xin Nu!\We'll be there soon, Your Highness.\Quickly!\Quickly!\Su Jin! response:	What happened to your eyes?
context: Little Princess!\Little... Little Princess!\Quickly, Xin Nu!\We'll be there soon, Your Highness.\Quickly!\Quickly!\Su Jin!\What happened to your eyes? response:	Uncles!
context: Little... Little Princess!\Quickly, Xin Nu!\We'll be there soon, Your Highness.\Quickly!\Quickly!\Su Jin!\What happened to your eyes?\Uncles! response:	Uncles, you must uphold justice for me!
context: Quickly, Xin Nu!\We'll be there soon, Your Highness.\Quickly!\Quickly!\Su Jin!\What happened to your eyes?\Uncles!\Uncles, you must uphold justice for me! response:	Quickly, take me to the Grand Hall!
context: We'll be there soon, Your Highness.\Quickly!\Quickly!\Su Jin!\What happened to your eyes?\Uncles!\Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall! response:	- Quickly! - Su Jin!
context: Quickly!\Quickly!\Su Jin!\What happened to your eyes?\Uncles!\Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall!\- Quickly! - Su Jin! response:	Stop right there!
context: Quickly!\Su Jin!\What happened to your eyes?\Uncles!\Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall!\- Quickly! - Su Jin!\Stop right there! response:	Where is my aunt?
context: Su Jin!\What happened to your eyes?\Uncles!\Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall!\- Quickly! - Su Jin!\Stop right there!\Where is my aunt? response:	Your aunt?
context: What happened to your eyes?\Uncles!\Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall!\- Quickly! - Su Jin!\Stop right there!\Where is my aunt?\Your aunt? response:	She robbed me of my eyes!
context: Uncles!\Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall!\- Quickly! - Su Jin!\Stop right there!\Where is my aunt?\Your aunt?\She robbed me of my eyes! response:	I'm just about to report her to the Heavenly Lord!
context: Uncles, you must uphold justice for me!\Quickly, take me to the Grand Hall!\- Quickly! - Su Jin!\Stop right there!\Where is my aunt?\Your aunt?\She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord! response:	You're such an evil woman.
context: Quickly, take me to the Grand Hall!\- Quickly! - Su Jin!\Stop right there!\Where is my aunt?\Your aunt?\She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord!\You're such an evil woman. response:	First, you framed my aunt for pushing you off the Zhuxian Terrace
context: - Quickly! - Su Jin!\Stop right there!\Where is my aunt?\Your aunt?\She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord!\You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace response:	and made the Crown Prince dig out her eyes.
context: Stop right there!\Where is my aunt?\Your aunt?\She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord!\You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes. response:	My aunt was devastated and jumped off the Zhuxian Terrace.
context: Where is my aunt?\Your aunt?\She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord!\You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace. response:	Those eyes are my aunt's so they should be returned to her!
context: Your aunt?\She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord!\You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her! response:	Don't falsely accuse me!
context: She robbed me of my eyes!\I'm just about to report her to the Heavenly Lord!\You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me! response:	How would I know that Su Su is actually your aunt?
context: I'm just about to report her to the Heavenly Lord!\You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me!\How would I know that Su Su is actually your aunt? response:	So what if I knew that she is your aunt?
context: You're such an evil woman.\First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me!\How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt? response:	She pretended to be frail and pushed me off the Zhuxian Terrace!
context: First, you framed my aunt for pushing you off the Zhuxian Terrace\and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me!\How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace! response:	She had to compensate me with her eyes for blinding me!
context: and made the Crown Prince dig out her eyes.\My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me!\How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me! response:	You!
context: My aunt was devastated and jumped off the Zhuxian Terrace.\Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me!\How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me!\You! response:	Women of Qing Qiu are born prestigious.
context: Those eyes are my aunt's so they should be returned to her!\Don't falsely accuse me!\How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me!\You!\Women of Qing Qiu are born prestigious. response:	Every one of you are born a princess.
context: Don't falsely accuse me!\How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me!\You!\Women of Qing Qiu are born prestigious.\Every one of you are born a princess. response:	So?
context: How would I know that Su Su is actually your aunt?\So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me!\You!\Women of Qing Qiu are born prestigious.\Every one of you are born a princess.\So? response:	Are women of the Celestial Tribe born to be bullied?
context: So what if I knew that she is your aunt?\She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me!\You!\Women of Qing Qiu are born prestigious.\Every one of you are born a princess.\So?\Are women of the Celestial Tribe born to be bullied? response:	Why are you so evil?
context: She pretended to be frail and pushed me off the Zhuxian Terrace!\She had to compensate me with her eyes for blinding me!\You!\Women of Qing Qiu are born prestigious.\Every one of you are born a princess.\So?\Are women of the Celestial Tribe born to be bullied?\Why are you so evil? response:	How dare you slander Qing Qiu!
context: She had to compensate me with her eyes for blinding me!\You!\Women of Qing Qiu are born prestigious.\Every one of you are born a princess.\So?\Are women of the Celestial Tribe born to be bullied?\Why are you so evil?\How dare you slander Qing Qiu! response:	Your aunt pushed me off the Zhuxian Terrace
context: You!\Women of Qing Qiu are born prestigious.\Every one of you are born a princess.\So?\Are women of the Celestial Tribe born to be bullied?\Why are you so evil?\How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace response:	so she had to give me her eyes.
context: Women of Qing Qiu are born prestigious.\Every one of you are born a princess.\So?\Are women of the Celestial Tribe born to be bullied?\Why are you so evil?\How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes. response:	Could she do whatever she wants just because she's a high god?
context: Every one of you are born a princess.\So?\Are women of the Celestial Tribe born to be bullied?\Why are you so evil?\How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes.\Could she do whatever she wants just because she's a high god? response:	Where do you think you are?
context: So?\Are women of the Celestial Tribe born to be bullied?\Why are you so evil?\How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes.\Could she do whatever she wants just because she's a high god?\Where do you think you are? response:	This is the Nine Heavens!
context: Are women of the Celestial Tribe born to be bullied?\Why are you so evil?\How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes.\Could she do whatever she wants just because she's a high god?\Where do you think you are?\This is the Nine Heavens! response:	Listen up, Bai Feng Jiu!
context: Why are you so evil?\How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes.\Could she do whatever she wants just because she's a high god?\Where do you think you are?\This is the Nine Heavens!\Listen up, Bai Feng Jiu! response:	Don't assume that you and your aunt can cover up the truth!
context: How dare you slander Qing Qiu!\Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes.\Could she do whatever she wants just because she's a high god?\Where do you think you are?\This is the Nine Heavens!\Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth! response:	Whatever you say today
context: Your aunt pushed me off the Zhuxian Terrace\so she had to give me her eyes.\Could she do whatever she wants just because she's a high god?\Where do you think you are?\This is the Nine Heavens!\Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth!\Whatever you say today response:	your aunt has to pay for what she did to me!
context: so she had to give me her eyes.\Could she do whatever she wants just because she's a high god?\Where do you think you are?\This is the Nine Heavens!\Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth!\Whatever you say today\your aunt has to pay for what she did to me! response:	Give me back my eyes!
context: Could she do whatever she wants just because she's a high god?\Where do you think you are?\This is the Nine Heavens!\Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth!\Whatever you say today\your aunt has to pay for what she did to me!\Give me back my eyes! response:	- You... - Su Jin.
context: Where do you think you are?\This is the Nine Heavens!\Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth!\Whatever you say today\your aunt has to pay for what she did to me!\Give me back my eyes!\- You... - Su Jin. response:	Why don't I understand a word of this?
context: This is the Nine Heavens!\Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth!\Whatever you say today\your aunt has to pay for what she did to me!\Give me back my eyes!\- You... - Su Jin.\Why don't I understand a word of this? response:	What happened?
context: Listen up, Bai Feng Jiu!\Don't assume that you and your aunt can cover up the truth!\Whatever you say today\your aunt has to pay for what she did to me!\Give me back my eyes!\- You... - Su Jin.\Why don't I understand a word of this?\What happened? response:	Why would you be in a conflict with the immortals of Qing Qiu?
context: Don't assume that you and your aunt can cover up the truth!\Whatever you say today\your aunt has to pay for what she did to me!\Give me back my eyes!\- You... - Su Jin.\Why don't I understand a word of this?\What happened?\Why would you be in a conflict with the immortals of Qing Qiu? response:	Uncle, it's Qing Qiu's Bai Qian!
context: Whatever you say today\your aunt has to pay for what she did to me!\Give me back my eyes!\- You... - Su Jin.\Why don't I understand a word of this?\What happened?\Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian! response:	She dug out my eyes!
context: your aunt has to pay for what she did to me!\Give me back my eyes!\- You... - Su Jin.\Why don't I understand a word of this?\What happened?\Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes! response:	What?
context: Give me back my eyes!\- You... - Su Jin.\Why don't I understand a word of this?\What happened?\Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes!\What? response:	Why would she dig out your eyes?
context: - You... - Su Jin.\Why don't I understand a word of this?\What happened?\Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes!\What?\Why would she dig out your eyes? response:	She...
context: Why don't I understand a word of this?\What happened?\Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes!\What?\Why would she dig out your eyes?\She... response:	She was Su Su.
context: What happened?\Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes!\What?\Why would she dig out your eyes?\She...\She was Su Su. response:	High God Bai Qian was that mortal?
context: Why would you be in a conflict with the immortals of Qing Qiu?\Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes!\What?\Why would she dig out your eyes?\She...\She was Su Su.\High God Bai Qian was that mortal? response:	Exactly.
context: Uncle, it's Qing Qiu's Bai Qian!\She dug out my eyes!\What?\Why would she dig out your eyes?\She...\She was Su Su.\High God Bai Qian was that mortal?\Exactly. response:	Don't believe a word she says!
context: She dug out my eyes!\What?\Why would she dig out your eyes?\She...\She was Su Su.\High God Bai Qian was that mortal?\Exactly.\Don't believe a word she says! response:	She's so full of nonsense!
context: What?\Why would she dig out your eyes?\She...\She was Su Su.\High God Bai Qian was that mortal?\Exactly.\Don't believe a word she says!\She's so full of nonsense! response:	- How dare you! - Your Highness...
context: Why would she dig out your eyes?\She...\She was Su Su.\High God Bai Qian was that mortal?\Exactly.\Don't believe a word she says!\She's so full of nonsense!\- How dare you! - Your Highness... response:	Do you not know what this place is?
context: She...\She was Su Su.\High God Bai Qian was that mortal?\Exactly.\Don't believe a word she says!\She's so full of nonsense!\- How dare you! - Your Highness...\Do you not know what this place is? response:	You think that you can raise your voice here
context: She was Su Su.\High God Bai Qian was that mortal?\Exactly.\Don't believe a word she says!\She's so full of nonsense!\- How dare you! - Your Highness...\Do you not know what this place is?\You think that you can raise your voice here response:	just because Qing Qiu has your back?
context: High God Bai Qian was that mortal?\Exactly.\Don't believe a word she says!\She's so full of nonsense!\- How dare you! - Your Highness...\Do you not know what this place is?\You think that you can raise your voice here\just because Qing Qiu has your back? response:	You have no manners at all.
context: Exactly.\Don't believe a word she says!\She's so full of nonsense!\- How dare you! - Your Highness...\Do you not know what this place is?\You think that you can raise your voice here\just because Qing Qiu has your back?\You have no manners at all. response:	Uncles, take me to the Grand Hall.
context: Don't believe a word she says!\She's so full of nonsense!\- How dare you! - Your Highness...\Do you not know what this place is?\You think that you can raise your voice here\just because Qing Qiu has your back?\You have no manners at all.\Uncles, take me to the Grand Hall. response:	I have to report it to the Heavenly Lord.
context: She's so full of nonsense!\- How dare you! - Your Highness...\Do you not know what this place is?\You think that you can raise your voice here\just because Qing Qiu has your back?\You have no manners at all.\Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord. response:	Even if I'm forced to give in to Qing Qiu, I must explain this matter.
context: - How dare you! - Your Highness...\Do you not know what this place is?\You think that you can raise your voice here\just because Qing Qiu has your back?\You have no manners at all.\Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter. response:	My eyes don't matter.
context: Do you not know what this place is?\You think that you can raise your voice here\just because Qing Qiu has your back?\You have no manners at all.\Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter. response:	What matters is the integrity of the Celestial Tribe!
context: You think that you can raise your voice here\just because Qing Qiu has your back?\You have no manners at all.\Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter.\What matters is the integrity of the Celestial Tribe! response:	Su Jin, don't worry.
context: just because Qing Qiu has your back?\You have no manners at all.\Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter.\What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry. response:	Whatever the truth might be the Heavenly Lord will sort it out.
context: You have no manners at all.\Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter.\What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out. response:	Fear not. We'll go with you.
context: Uncles, take me to the Grand Hall.\I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter.\What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you. response:	- Yes. - Let's go.
context: I have to report it to the Heavenly Lord.\Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter.\What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you.\- Yes. - Let's go. response:	Let's go.
context: Even if I'm forced to give in to Qing Qiu, I must explain this matter.\My eyes don't matter.\What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you.\- Yes. - Let's go.\Let's go. response:	I can't let her bewitch the Heavenly Lord!
context: My eyes don't matter.\What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you.\- Yes. - Let's go.\Let's go.\I can't let her bewitch the Heavenly Lord! response:	She's the one lying...
context: What matters is the integrity of the Celestial Tribe!\Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you.\- Yes. - Let's go.\Let's go.\I can't let her bewitch the Heavenly Lord!\She's the one lying... response:	Don't hold me back!
context: Su Jin, don't worry.\Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you.\- Yes. - Let's go.\Let's go.\I can't let her bewitch the Heavenly Lord!\She's the one lying...\Don't hold me back! response:	Come with me.
context: Whatever the truth might be the Heavenly Lord will sort it out.\Fear not. We'll go with you.\- Yes. - Let's go.\Let's go.\I can't let her bewitch the Heavenly Lord!\She's the one lying...\Don't hold me back!\Come with me. response:	Greetings to High God.
context: Fear not. We'll go with you.\- Yes. - Let's go.\Let's go.\I can't let her bewitch the Heavenly Lord!\She's the one lying...\Don't hold me back!\Come with me.\Greetings to High God. response:	Ye Hua...
context: - Yes. - Let's go.\Let's go.\I can't let her bewitch the Heavenly Lord!\She's the one lying...\Don't hold me back!\Come with me.\Greetings to High God.\Ye Hua... response:	Do you know that the pain I endured 300 years ago
context: Let's go.\I can't let her bewitch the Heavenly Lord!\She's the one lying...\Don't hold me back!\Come with me.\Greetings to High God.\Ye Hua...\Do you know that the pain I endured 300 years ago response:	ached as if it were just yesterday?
context: I can't let her bewitch the Heavenly Lord!\She's the one lying...\Don't hold me back!\Come with me.\Greetings to High God.\Ye Hua...\Do you know that the pain I endured 300 years ago\ached as if it were just yesterday? response:	Whatever theory or reason it was you had for doing what you did
context: She's the one lying...\Don't hold me back!\Come with me.\Greetings to High God.\Ye Hua...\Do you know that the pain I endured 300 years ago\ached as if it were just yesterday?\Whatever theory or reason it was you had for doing what you did response:	to protect my mortal self
