context: Burnt Field (Part 1) response:	Um...
context: But...\I won't let him throw me.\He's staying on the edge?\Advancing like that?\He's pushing on even more, with Pawn to 1-5?\That's so cool!\Awesome! I've seen this before!\In a manga! response:	M-Manga? What manga?
context: I won't let him throw me.\He's staying on the edge?\Advancing like that?\He's pushing on even more, with Pawn to 1-5?\That's so cool!\Awesome! I've seen this before!\In a manga!\M-Manga? What manga? response:	What a monster...
context: He's staying on the edge?\Advancing like that?\He's pushing on even more, with Pawn to 1-5?\That's so cool!\Awesome! I've seen this before!\In a manga!\M-Manga? What manga?\What a monster... response:	Are you saying you'll give up two moves in exchange for my bishop?
context: Advancing like that?\He's pushing on even more, with Pawn to 1-5?\That's so cool!\Awesome! I've seen this before!\In a manga!\M-Manga? What manga?\What a monster...\Are you saying you'll give up two moves in exchange for my bishop? response:	You want to do a One-Loss Bishop Exchange?
context: He's pushing on even more, with Pawn to 1-5?\That's so cool!\Awesome! I've seen this before!\In a manga!\M-Manga? What manga?\What a monster...\Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange? response:	But I refuse.
context: That's so cool!\Awesome! I've seen this before!\In a manga!\M-Manga? What manga?\What a monster...\Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange?\But I refuse. response:	I'll gratefully accept your two pieces,
context: Awesome! I've seen this before!\In a manga!\M-Manga? What manga?\What a monster...\Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange?\But I refuse.\I'll gratefully accept your two pieces, response:	but I won't let you take control.
context: In a manga!\M-Manga? What manga?\What a monster...\Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange?\But I refuse.\I'll gratefully accept your two pieces,\but I won't let you take control. response:	Bishop to 2-2, promoted.
context: M-Manga? What manga?\What a monster...\Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange?\But I refuse.\I'll gratefully accept your two pieces,\but I won't let you take control.\Bishop to 2-2, promoted. response:	The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,
context: What a monster...\Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange?\But I refuse.\I'll gratefully accept your two pieces,\but I won't let you take control.\Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself, response:	marked the beginning of this battle.
context: Are you saying you'll give up two moves in exchange for my bishop?\You want to do a One-Loss Bishop Exchange?\But I refuse.\I'll gratefully accept your two pieces,\but I won't let you take control.\Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle. response:	Is Kishou Yanagihara inviting him to a bout of brute strength?
context: You want to do a One-Loss Bishop Exchange?\But I refuse.\I'll gratefully accept your two pieces,\but I won't let you take control.\Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength? response:	The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.
context: But I refuse.\I'll gratefully accept your two pieces,\but I won't let you take control.\Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand. response:	Does it come from that confidence?
context: I'll gratefully accept your two pieces,\but I won't let you take control.\Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence? response:	No. In response to Mr. Shimada's Pawn to 3-5,
context: but I won't let you take control.\Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5, response:	he took almost no time exchanging the 8-6 Pawn with the Rook,
context: Bishop to 2-2, promoted.\The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook, response:	so I think up to that point he's already studied these moves.
context: The Bishop Exchange Fourth File Rook on the fifth move, a difficult strategy in itself,\marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves. response:	And plus...
context: marked the beginning of this battle.\Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves.\And plus... response:	this is the first time I've seen this formation.
context: Is Kishou Yanagihara inviting him to a bout of brute strength?\The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves.\And plus...\this is the first time I've seen this formation. response:	I've never seen anything like it.
context: The opening moves don't matter. If I make this a hard fight, I'll have the upper hand.\Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves.\And plus...\this is the first time I've seen this formation.\I've never seen anything like it. response:	They both persevered.
context: Does it come from that confidence?\No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves.\And plus...\this is the first time I've seen this formation.\I've never seen anything like it.\They both persevered. response:	They both had years and years of accumulated skill and experience.
context: No. In response to Mr. Shimada's Pawn to 3-5,\he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves.\And plus...\this is the first time I've seen this formation.\I've never seen anything like it.\They both persevered.\They both had years and years of accumulated skill and experience. response:	Mr. Shimada stubbornly persisted in resisting...
context: he took almost no time exchanging the 8-6 Pawn with the Rook,\so I think up to that point he's already studied these moves.\And plus...\this is the first time I've seen this formation.\I've never seen anything like it.\They both persevered.\They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting... response:	Kishou Yanagihara's exploratory moves.
context: so I think up to that point he's already studied these moves.\And plus...\this is the first time I've seen this formation.\I've never seen anything like it.\They both persevered.\They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves. response:	DRAGON KING
context: And plus...\this is the first time I've seen this formation.\I've never seen anything like it.\They both persevered.\They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves.\DRAGON KING response:	LANCE
context: this is the first time I've seen this formation.\I've never seen anything like it.\They both persevered.\They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves.\DRAGON KING\LANCE response:	The match approached its final stage.
context: I've never seen anything like it.\They both persevered.\They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves.\DRAGON KING\LANCE\The match approached its final stage. response:	The scales continued...
context: They both persevered.\They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves.\DRAGON KING\LANCE\The match approached its final stage.\The scales continued... response:	to tip back and forth, unrelentingly.
context: They both had years and years of accumulated skill and experience.\Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves.\DRAGON KING\LANCE\The match approached its final stage.\The scales continued...\to tip back and forth, unrelentingly. response:	SILVER GENERAL
context: Mr. Shimada stubbornly persisted in resisting...\Kishou Yanagihara's exploratory moves.\DRAGON KING\LANCE\The match approached its final stage.\The scales continued...\to tip back and forth, unrelentingly.\SILVER GENERAL response:	GOLD GENERAL
context: Kishou Yanagihara's exploratory moves.\DRAGON KING\LANCE\The match approached its final stage.\The scales continued...\to tip back and forth, unrelentingly.\SILVER GENERAL\GOLD GENERAL response:	And then evening came.
context: DRAGON KING\LANCE\The match approached its final stage.\The scales continued...\to tip back and forth, unrelentingly.\SILVER GENERAL\GOLD GENERAL\And then evening came. response:	He made a move.
context: LANCE\The match approached its final stage.\The scales continued...\to tip back and forth, unrelentingly.\SILVER GENERAL\GOLD GENERAL\And then evening came.\He made a move. response:	Gold to 5-8.
context: The match approached its final stage.\The scales continued...\to tip back and forth, unrelentingly.\SILVER GENERAL\GOLD GENERAL\And then evening came.\He made a move.\Gold to 5-8. response:	Gold to 5-8!
context: The scales continued...\to tip back and forth, unrelentingly.\SILVER GENERAL\GOLD GENERAL\And then evening came.\He made a move.\Gold to 5-8.\Gold to 5-8! response:	Oh, then Shimada 8th-Dan...
context: to tip back and forth, unrelentingly.\SILVER GENERAL\GOLD GENERAL\And then evening came.\He made a move.\Gold to 5-8.\Gold to 5-8!\Oh, then Shimada 8th-Dan... response:	With that move, he's gained a major advantage!
context: SILVER GENERAL\GOLD GENERAL\And then evening came.\He made a move.\Gold to 5-8.\Gold to 5-8!\Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage! response:	Kishou... Kishou Yanagihara...
context: GOLD GENERAL\And then evening came.\He made a move.\Gold to 5-8.\Gold to 5-8!\Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara... response:	How long do you think you can remain in Class A?
context: And then evening came.\He made a move.\Gold to 5-8.\Gold to 5-8!\Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A? response:	Would you think about retiring if you were demoted from Class A?
context: He made a move.\Gold to 5-8.\Gold to 5-8!\Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A? response:	What do you think about the up-and-coming youngsters?
context: Gold to 5-8.\Gold to 5-8!\Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters? response:	I'm scared.
context: Gold to 5-8!\Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters?\I'm scared. response:	Without my work, what's left for me?
context: Oh, then Shimada 8th-Dan...\With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters?\I'm scared.\Without my work, what's left for me? response:	I'm scared, Saku.
context: With that move, he's gained a major advantage!\Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters?\I'm scared.\Without my work, what's left for me?\I'm scared, Saku. response:	I hear you, Gan.
context: Kishou... Kishou Yanagihara...\How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters?\I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I hear you, Gan. response:	I'm always thinking the same thing.
context: How long do you think you can remain in Class A?\Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters?\I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I hear you, Gan.\I'm always thinking the same thing. response:	But I still don't have an answer.
context: Would you think about retiring if you were demoted from Class A?\What do you think about the up-and-coming youngsters?\I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I hear you, Gan.\I'm always thinking the same thing.\But I still don't have an answer. response:	However, if you're standing in a burnt field,
context: What do you think about the up-and-coming youngsters?\I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I hear you, Gan.\I'm always thinking the same thing.\But I still don't have an answer.\However, if you're standing in a burnt field, response:	I'm still...
context: I'm scared.\Without my work, what's left for me?\I'm scared, Saku.\I hear you, Gan.\I'm always thinking the same thing.\But I still don't have an answer.\However, if you're standing in a burnt field,\I'm still... response:	burning.
context: Without my work, what's left for me?\I'm scared, Saku.\I hear you, Gan.\I'm always thinking the same thing.\But I still don't have an answer.\However, if you're standing in a burnt field,\I'm still...\burning. response:	Well, shall we go?
context: I'm scared, Saku.\I hear you, Gan.\I'm always thinking the same thing.\But I still don't have an answer.\However, if you're standing in a burnt field,\I'm still...\burning.\Well, shall we go? response:	Winning and even losing
context: I hear you, Gan.\I'm always thinking the same thing.\But I still don't have an answer.\However, if you're standing in a burnt field,\I'm still...\burning.\Well, shall we go?\Winning and even losing response:	aren't things that can ever be decided so easily.
context: I'm always thinking the same thing.\But I still don't have an answer.\However, if you're standing in a burnt field,\I'm still...\burning.\Well, shall we go?\Winning and even losing\aren't things that can ever be decided so easily. response:	I'll become a human torch again today
context: But I still don't have an answer.\However, if you're standing in a burnt field,\I'm still...\burning.\Well, shall we go?\Winning and even losing\aren't things that can ever be decided so easily.\I'll become a human torch again today response:	and give full rein to my suffering.
context: However, if you're standing in a burnt field,\I'm still...\burning.\Well, shall we go?\Winning and even losing\aren't things that can ever be decided so easily.\I'll become a human torch again today\and give full rein to my suffering. response:	Burnt Field (Part 2)
context: I'm still...\burning.\Well, shall we go?\Winning and even losing\aren't things that can ever be decided so easily.\I'll become a human torch again today\and give full rein to my suffering.\Burnt Field (Part 2) response:	Next Episode Preview
context: burning.\Well, shall we go?\Winning and even losing\aren't things that can ever be decided so easily.\I'll become a human torch again today\and give full rein to my suffering.\Burnt Field (Part 2)\Next Episode Preview response:	Episode 40
context: Well, shall we go?\Winning and even losing\aren't things that can ever be decided so easily.\I'll become a human torch again today\and give full rein to my suffering.\Burnt Field (Part 2)\Next Episode Preview\Episode 40 response:	Mr. Yanagihara is looking beyond...
context: Winning and even losing\aren't things that can ever be decided so easily.\I'll become a human torch again today\and give full rein to my suffering.\Burnt Field (Part 2)\Next Episode Preview\Episode 40\Mr. Yanagihara is looking beyond... response:	He's strong!
context: aren't things that can ever be decided so easily.\I'll become a human torch again today\and give full rein to my suffering.\Burnt Field (Part 2)\Next Episode Preview\Episode 40\Mr. Yanagihara is looking beyond...\He's strong! response:	Active eldest player, no way!
context: I'll become a human torch again today\and give full rein to my suffering.\Burnt Field (Part 2)\Next Episode Preview\Episode 40\Mr. Yanagihara is looking beyond...\He's strong!\Active eldest player, no way! response:	He took the damage with the bishop he just stole!
context: and give full rein to my suffering.\Burnt Field (Part 2)\Next Episode Preview\Episode 40\Mr. Yanagihara is looking beyond...\He's strong!\Active eldest player, no way!\He took the damage with the bishop he just stole! response:	Was that okay?
context: Burnt Field (Part 2)\Next Episode Preview\Episode 40\Mr. Yanagihara is looking beyond...\He's strong!\Active eldest player, no way!\He took the damage with the bishop he just stole!\Was that okay? response:	If shogi is taken away from me, what will be left?
context: Next Episode Preview\Episode 40\Mr. Yanagihara is looking beyond...\He's strong!\Active eldest player, no way!\He took the damage with the bishop he just stole!\Was that okay?\If shogi is taken away from me, what will be left? response:	ILLUSTRATION: YUU ITOU
context: Episode 40\Mr. Yanagihara is looking beyond...\He's strong!\Active eldest player, no way!\He took the damage with the bishop he just stole!\Was that okay?\If shogi is taken away from me, what will be left?\ILLUSTRATION: YUU ITOU response:	Mr. Shimada is on the offense right now.
context: Mr. Yanagihara is looking beyond...\He's strong!\Active eldest player, no way!\He took the damage with the bishop he just stole!\Was that okay?\If shogi is taken away from me, what will be left?\ILLUSTRATION: YUU ITOU\Mr. Shimada is on the offense right now. response:	What will Mr. Yanagihara's next move be?
