context: I am disappointed, Werewolf Queen. response:	As am I, Vampire King.
context: Unless the Crests are shattered, all Lords shall become our enemies.\But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored,\Chaos will vanish and Artists will lose their power?\Right. response:	And for me, it means a permanent ending.
context: But why?\Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored,\Chaos will vanish and Artists will lose their power?\Right.\And for me, it means a permanent ending. response:	I am afraid to die, you see.
context: Weren't you the one who fought that Ultimate Chaos two thousand years ago?\All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored,\Chaos will vanish and Artists will lose their power?\Right.\And for me, it means a permanent ending.\I am afraid to die, you see. response:	Are you the one who caused the Grand Hall Tragedy?
context: All I wanted was for this twilight era to continue through eternity.\But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored,\Chaos will vanish and Artists will lose their power?\Right.\And for me, it means a permanent ending.\I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy? response:	Sir Theo!
context: But eventually, the Crests will be fused, and the Emperor's Crest will come into being.\So if order and harmony are restored,\Chaos will vanish and Artists will lose their power?\Right.\And for me, it means a permanent ending.\I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy?\Sir Theo! response:	Do you intend to fight me?
context: So if order and harmony are restored,\Chaos will vanish and Artists will lose their power?\Right.\And for me, it means a permanent ending.\I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy?\Sir Theo!\Do you intend to fight me? response:	Although I'm no match...
context: Chaos will vanish and Artists will lose their power?\Right.\And for me, it means a permanent ending.\I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy?\Sir Theo!\Do you intend to fight me?\Although I'm no match... response:	I am not fond of fighting.
context: Right.\And for me, it means a permanent ending.\I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy?\Sir Theo!\Do you intend to fight me?\Although I'm no match...\I am not fond of fighting. response:	The queen is in the cellar.
context: And for me, it means a permanent ending.\I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy?\Sir Theo!\Do you intend to fight me?\Although I'm no match...\I am not fond of fighting.\The queen is in the cellar. response:	If you go now, you can probably save those she's trying to protect.
context: I am afraid to die, you see.\Are you the one who caused the Grand Hall Tragedy?\Sir Theo!\Do you intend to fight me?\Although I'm no match...\I am not fond of fighting.\The queen is in the cellar.\If you go now, you can probably save those she's trying to protect. response:	You don't have enough power left to regenerate, do you?
context: Are you the one who caused the Grand Hall Tragedy?\Sir Theo!\Do you intend to fight me?\Although I'm no match...\I am not fond of fighting.\The queen is in the cellar.\If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you? response:	If I use your Chaos Core, I might be able to summon the Demon Lords!
context: Sir Theo!\Do you intend to fight me?\Although I'm no match...\I am not fond of fighting.\The queen is in the cellar.\If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords! response:	Are you...
context: Do you intend to fight me?\Although I'm no match...\I am not fond of fighting.\The queen is in the cellar.\If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you... response:	So you're the Black Witch, huh?
context: Although I'm no match...\I am not fond of fighting.\The queen is in the cellar.\If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you...\So you're the Black Witch, huh? response:	Dmitrie's guests?
context: I am not fond of fighting.\The queen is in the cellar.\If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you...\So you're the Black Witch, huh?\Dmitrie's guests? response:	If you wish to ask questions, start by telling me who you are!
context: The queen is in the cellar.\If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you...\So you're the Black Witch, huh?\Dmitrie's guests?\If you wish to ask questions, start by telling me who you are! response:	I'm Theo Cornaro. And she is Siluca Meletes.
context: If you go now, you can probably save those she's trying to protect.\You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you...\So you're the Black Witch, huh?\Dmitrie's guests?\If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes. response:	We're emissaries of Earl Villar!
context: You don't have enough power left to regenerate, do you?\If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you...\So you're the Black Witch, huh?\Dmitrie's guests?\If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar! response:	The Vampire King just left.
context: If I use your Chaos Core, I might be able to summon the Demon Lords!\Are you...\So you're the Black Witch, huh?\Dmitrie's guests?\If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar!\The Vampire King just left. response:	Huh?
context: Are you...\So you're the Black Witch, huh?\Dmitrie's guests?\If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar!\The Vampire King just left.\Huh? response:	After making me do all that?
context: So you're the Black Witch, huh?\Dmitrie's guests?\If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar!\The Vampire King just left.\Huh?\After making me do all that? response:	So I was just a pawn to sacrifice, eh?
context: Dmitrie's guests?\If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar!\The Vampire King just left.\Huh?\After making me do all that?\So I was just a pawn to sacrifice, eh? response:	Fine. Then I'll just do as I please.
context: If you wish to ask questions, start by telling me who you are!\I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar!\The Vampire King just left.\Huh?\After making me do all that?\So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please. response:	Go, you two!
context: I'm Theo Cornaro. And she is Siluca Meletes.\We're emissaries of Earl Villar!\The Vampire King just left.\Huh?\After making me do all that?\So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please.\Go, you two! response:	Surge!
context: We're emissaries of Earl Villar!\The Vampire King just left.\Huh?\After making me do all that?\So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please.\Go, you two!\Surge! response:	Having a man shield you!
context: The Vampire King just left.\Huh?\After making me do all that?\So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please.\Go, you two!\Surge!\Having a man shield you! response:	How I envy you!
context: Huh?\After making me do all that?\So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please.\Go, you two!\Surge!\Having a man shield you!\How I envy you! response:	Die!
context: After making me do all that?\So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please.\Go, you two!\Surge!\Having a man shield you!\How I envy you!\Die! response:	Block!
context: So I was just a pawn to sacrifice, eh?\Fine. Then I'll just do as I please.\Go, you two!\Surge!\Having a man shield you!\How I envy you!\Die!\Block! response:	Sir Theo!
context: Fine. Then I'll just do as I please.\Go, you two!\Surge!\Having a man shield you!\How I envy you!\Die!\Block!\Sir Theo! response:	He deflected it?
context: Go, you two!\Surge!\Having a man shield you!\How I envy you!\Die!\Block!\Sir Theo!\He deflected it? response:	Ivy! Vines!
context: Surge!\Having a man shield you!\How I envy you!\Die!\Block!\Sir Theo!\He deflected it?\Ivy! Vines! response:	No way!
context: Having a man shield you!\How I envy you!\Die!\Block!\Sir Theo!\He deflected it?\Ivy! Vines!\No way! response:	Slice it!
context: How I envy you!\Die!\Block!\Sir Theo!\He deflected it?\Ivy! Vines!\No way!\Slice it! response:	Let's go!
context: Die!\Block!\Sir Theo!\He deflected it?\Ivy! Vines!\No way!\Slice it!\Let's go! response:	How dare you hurt our mother!
context: Block!\Sir Theo!\He deflected it?\Ivy! Vines!\No way!\Slice it!\Let's go!\How dare you hurt our mother! response:	You're just puppies!
context: Sir Theo!\He deflected it?\Ivy! Vines!\No way!\Slice it!\Let's go!\How dare you hurt our mother!\You're just puppies! response:	Get down here!
context: He deflected it?\Ivy! Vines!\No way!\Slice it!\Let's go!\How dare you hurt our mother!\You're just puppies!\Get down here! response:	We'll rip you to shreds!
context: Ivy! Vines!\No way!\Slice it!\Let's go!\How dare you hurt our mother!\You're just puppies!\Get down here!\We'll rip you to shreds! response:	I'll take you two on another time!
context: No way!\Slice it!\Let's go!\How dare you hurt our mother!\You're just puppies!\Get down here!\We'll rip you to shreds!\I'll take you two on another time! response:	Surge!
context: Slice it!\Let's go!\How dare you hurt our mother!\You're just puppies!\Get down here!\We'll rip you to shreds!\I'll take you two on another time!\Surge! response:	Let's go after her!
context: Let's go!\How dare you hurt our mother!\You're just puppies!\Get down here!\We'll rip you to shreds!\I'll take you two on another time!\Surge!\Let's go after her! response:	Let's go after her, Mother!
context: How dare you hurt our mother!\You're just puppies!\Get down here!\We'll rip you to shreds!\I'll take you two on another time!\Surge!\Let's go after her!\Let's go after her, Mother! response:	Mother, are you all right?
context: You're just puppies!\Get down here!\We'll rip you to shreds!\I'll take you two on another time!\Surge!\Let's go after her!\Let's go after her, Mother!\Mother, are you all right? response:	Mother, we're so sorry!
context: Get down here!\We'll rip you to shreds!\I'll take you two on another time!\Surge!\Let's go after her!\Let's go after her, Mother!\Mother, are you all right?\Mother, we're so sorry! response:	What am I to do with you?
context: We'll rip you to shreds!\I'll take you two on another time!\Surge!\Let's go after her!\Let's go after her, Mother!\Mother, are you all right?\Mother, we're so sorry!\What am I to do with you? response:	Take these two outside the forest.
context: I'll take you two on another time!\Surge!\Let's go after her!\Let's go after her, Mother!\Mother, are you all right?\Mother, we're so sorry!\What am I to do with you?\Take these two outside the forest. response:	I promise.
context: Surge!\Let's go after her!\Let's go after her, Mother!\Mother, are you all right?\Mother, we're so sorry!\What am I to do with you?\Take these two outside the forest.\I promise. response:	Thank you.
context: Let's go after her!\Let's go after her, Mother!\Mother, are you all right?\Mother, we're so sorry!\What am I to do with you?\Take these two outside the forest.\I promise.\Thank you. response:	Emma... Luna...
context: Let's go after her, Mother!\Mother, are you all right?\Mother, we're so sorry!\What am I to do with you?\Take these two outside the forest.\I promise.\Thank you.\Emma... Luna... response:	Promise me you'll live strongly and wisely...
context: Mother, are you all right?\Mother, we're so sorry!\What am I to do with you?\Take these two outside the forest.\I promise.\Thank you.\Emma... Luna...\Promise me you'll live strongly and wisely... response:	Clara was a great queen, and a strong, kind-hearted mother.
context: Mother, we're so sorry!\What am I to do with you?\Take these two outside the forest.\I promise.\Thank you.\Emma... Luna...\Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother. response:	She loved her clan, her family, and fought gallantly to rescue her daughters.
context: What am I to do with you?\Take these two outside the forest.\I promise.\Thank you.\Emma... Luna...\Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters. response:	We will carry on her legacy, and her life.
context: Take these two outside the forest.\I promise.\Thank you.\Emma... Luna...\Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life. response:	You two brought my sisters, as well as my mother's soul, back to us.
context: I promise.\Thank you.\Emma... Luna...\Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us. response:	I thank you.
context: Thank you.\Emma... Luna...\Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us.\I thank you. response:	The residents of the forest pledged their allegiance to us,
context: Emma... Luna...\Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us.\I thank you.\The residents of the forest pledged their allegiance to us, response:	and will come to our aid in times of war.
context: Promise me you'll live strongly and wisely...\Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us.\I thank you.\The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war. response:	Is that right?
context: Clara was a great queen, and a strong, kind-hearted mother.\She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us.\I thank you.\The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war.\Is that right? response:	Although I'm sure they believe the Vampire King will return one day.
context: She loved her clan, her family, and fought gallantly to rescue her daughters.\We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us.\I thank you.\The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war.\Is that right?\Although I'm sure they believe the Vampire King will return one day. response:	Probably...
context: We will carry on her legacy, and her life.\You two brought my sisters, as well as my mother's soul, back to us.\I thank you.\The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war.\Is that right?\Although I'm sure they believe the Vampire King will return one day.\Probably... response:	Governing the Forest of Eternal Darkness, and clearing a path to the demon world...
context: You two brought my sisters, as well as my mother's soul, back to us.\I thank you.\The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war.\Is that right?\Although I'm sure they believe the Vampire King will return one day.\Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world... response:	Lord Villar is really working us hard, huh?
context: I thank you.\The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war.\Is that right?\Although I'm sure they believe the Vampire King will return one day.\Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh? response:	Though you did accept those tasks, didn't you, Sir Theo?
context: The residents of the forest pledged their allegiance to us,\and will come to our aid in times of war.\Is that right?\Although I'm sure they believe the Vampire King will return one day.\Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo? response:	Systina is also considered part of the demon world.
context: and will come to our aid in times of war.\Is that right?\Although I'm sure they believe the Vampire King will return one day.\Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world. response:	I thought I'd learn a thing or two.
context: Is that right?\Although I'm sure they believe the Vampire King will return one day.\Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world.\I thought I'd learn a thing or two. response:	Also, I've heard from Lady Margaret.
context: Although I'm sure they believe the Vampire King will return one day.\Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world.\I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret. response:	The White Witch tried to pursue Yana, but was unable to capture her.
context: Probably...\Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world.\I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her. response:	That Black Witch has terrifying power...
context: Governing the Forest of Eternal Darkness, and clearing a path to the demon world...\Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world.\I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power... response:	Siluca...
context: Lord Villar is really working us hard, huh?\Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world.\I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power...\Siluca... response:	I'm going to become stronger.
context: Though you did accept those tasks, didn't you, Sir Theo?\Systina is also considered part of the demon world.\I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power...\Siluca...\I'm going to become stronger. response:	Because I know there are battles that I cannot afford to lose.
context: Systina is also considered part of the demon world.\I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power...\Siluca...\I'm going to become stronger.\Because I know there are battles that I cannot afford to lose. response:	Right. I'm going to become stronger, too.
context: I thought I'd learn a thing or two.\Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power...\Siluca...\I'm going to become stronger.\Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too. response:	Fortunately, there's no shortage of challenges in this forest.
context: Also, I've heard from Lady Margaret.\The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power...\Siluca...\I'm going to become stronger.\Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest. response:	After all, it's the fearsome playground left behind by the Vampire King.
context: The White Witch tried to pursue Yana, but was unable to capture her.\That Black Witch has terrifying power...\Siluca...\I'm going to become stronger.\Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King. response:	That's perfectly fine by me.
context: That Black Witch has terrifying power...\Siluca...\I'm going to become stronger.\Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me. response:	For it means that you'll be running me into the ground once again.
context: Siluca...\I'm going to become stronger.\Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me.\For it means that you'll be running me into the ground once again. response:	Oh! Theo!
context: I'm going to become stronger.\Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me.\For it means that you'll be running me into the ground once again.\Oh! Theo! response:	Didn't I just teach you proper maids' etiquette?
context: Because I know there are battles that I cannot afford to lose.\Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me.\For it means that you'll be running me into the ground once again.\Oh! Theo!\Didn't I just teach you proper maids' etiquette? response:	Well, they're still just kids.
context: Right. I'm going to become stronger, too.\Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me.\For it means that you'll be running me into the ground once again.\Oh! Theo!\Didn't I just teach you proper maids' etiquette?\Well, they're still just kids. response:	They have the motivation, but...
context: Fortunately, there's no shortage of challenges in this forest.\After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me.\For it means that you'll be running me into the ground once again.\Oh! Theo!\Didn't I just teach you proper maids' etiquette?\Well, they're still just kids.\They have the motivation, but... response:	Are you going to go hunt the Chaos?
context: After all, it's the fearsome playground left behind by the Vampire King.\That's perfectly fine by me.\For it means that you'll be running me into the ground once again.\Oh! Theo!\Didn't I just teach you proper maids' etiquette?\Well, they're still just kids.\They have the motivation, but...\Are you going to go hunt the Chaos? response:	We want to get stronger, too!
context: That's perfectly fine by me.\For it means that you'll be running me into the ground once again.\Oh! Theo!\Didn't I just teach you proper maids' etiquette?\Well, they're still just kids.\They have the motivation, but...\Are you going to go hunt the Chaos?\We want to get stronger, too! response:	All right, let's head out!
context: For it means that you'll be running me into the ground once again.\Oh! Theo!\Didn't I just teach you proper maids' etiquette?\Well, they're still just kids.\They have the motivation, but...\Are you going to go hunt the Chaos?\We want to get stronger, too!\All right, let's head out! response:	Why don't we head north today?
context: Oh! Theo!\Didn't I just teach you proper maids' etiquette?\Well, they're still just kids.\They have the motivation, but...\Are you going to go hunt the Chaos?\We want to get stronger, too!\All right, let's head out!\Why don't we head north today? response:	- Okay! - Okay!
context: Didn't I just teach you proper maids' etiquette?\Well, they're still just kids.\They have the motivation, but...\Are you going to go hunt the Chaos?\We want to get stronger, too!\All right, let's head out!\Why don't we head north today?\- Okay! - Okay! response:	FOREST OF ETERNAL DARKNESS
context: Well, they're still just kids.\They have the motivation, but...\Are you going to go hunt the Chaos?\We want to get stronger, too!\All right, let's head out!\Why don't we head north today?\- Okay! - Okay!\FOREST OF ETERNAL DARKNESS response:	EPISODE 6: MARCHING
