context: Aye, sir! response:	We came to my homeland, Edolas!
context: But then again, so is her opponent.\Carla, we'll head to Extalia.\W-Why?\We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has! response:	We have to warn them of the danger, just in case.
context: Carla, we'll head to Extalia.\W-Why?\We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case. response:	Because that's something we can do!
context: W-Why?\We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case.\Because that's something we can do! response:	No! I don't want to go back!
context: We have to tell them to take shelter because the kingdom is going to attack!\But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case.\Because that's something we can do!\No! I don't want to go back! response:	I don't care what happens to the Exceeds...
context: But we're going to stop that attack, right?\Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case.\Because that's something we can do!\No! I don't want to go back!\I don't care what happens to the Exceeds... response:	It's not about being human, or being an Exceed...
context: Of course we'll stop it. We'll never let them do it, no matter what!\That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case.\Because that's something we can do!\No! I don't want to go back!\I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed... response:	As fellow living things, there is something we can do.
context: That's because I believe in Natsu-san and the others.\But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case.\Because that's something we can do!\No! I don't want to go back!\I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed...\As fellow living things, there is something we can do. response:	The Exceeds are just...
context: But we don't know what other kinds of weapons the Royal Army has!\We have to warn them of the danger, just in case.\Because that's something we can do!\No! I don't want to go back!\I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed...\As fellow living things, there is something we can do.\The Exceeds are just... response:	I'll always be by your side. You don't have to be afraid.
context: We have to warn them of the danger, just in case.\Because that's something we can do!\No! I don't want to go back!\I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed...\As fellow living things, there is something we can do.\The Exceeds are just...\I'll always be by your side. You don't have to be afraid. response:	Okay?
context: Because that's something we can do!\No! I don't want to go back!\I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed...\As fellow living things, there is something we can do.\The Exceeds are just...\I'll always be by your side. You don't have to be afraid.\Okay? response:	I understand.
context: No! I don't want to go back!\I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed...\As fellow living things, there is something we can do.\The Exceeds are just...\I'll always be by your side. You don't have to be afraid.\Okay?\I understand. response:	Gajeel!
context: I don't care what happens to the Exceeds...\It's not about being human, or being an Exceed...\As fellow living things, there is something we can do.\The Exceeds are just...\I'll always be by your side. You don't have to be afraid.\Okay?\I understand.\Gajeel! response:	Cat! You're okay?
context: It's not about being human, or being an Exceed...\As fellow living things, there is something we can do.\The Exceeds are just...\I'll always be by your side. You don't have to be afraid.\Okay?\I understand.\Gajeel!\Cat! You're okay? response:	I'll lead you to where the lacrima is that all our friends were turned into!
context: As fellow living things, there is something we can do.\The Exceeds are just...\I'll always be by your side. You don't have to be afraid.\Okay?\I understand.\Gajeel!\Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into! response:	Hey, wait... Don't just grab me!
context: The Exceeds are just...\I'll always be by your side. You don't have to be afraid.\Okay?\I understand.\Gajeel!\Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me! response:	How do you return the people to normal from a lacrima?
context: I'll always be by your side. You don't have to be afraid.\Okay?\I understand.\Gajeel!\Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima? response:	You shatter it with Dragon Slayer Magic!
context: Okay?\I understand.\Gajeel!\Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic! response:	That actually works?
context: I understand.\Gajeel!\Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic!\That actually works? response:	I did exactly like Mystogan said, so no complainin'!
context: Gajeel!\Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic!\That actually works?\I did exactly like Mystogan said, so no complainin'! response:	By the way, Mystogan didn't come?
context: Cat! You're okay?\I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic!\That actually works?\I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come? response:	How should I know?
context: I'll lead you to where the lacrima is that all our friends were turned into!\Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic!\That actually works?\I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come?\How should I know? response:	I-It's big.
context: Hey, wait... Don't just grab me!\How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic!\That actually works?\I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come?\How should I know?\I-It's big. response:	It's bigger than I anticipated.
context: How do you return the people to normal from a lacrima?\You shatter it with Dragon Slayer Magic!\That actually works?\I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come?\How should I know?\I-It's big.\It's bigger than I anticipated. response:	Man, this guild's a real pain in the ass!
context: You shatter it with Dragon Slayer Magic!\That actually works?\I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come?\How should I know?\I-It's big.\It's bigger than I anticipated.\Man, this guild's a real pain in the ass! response:	When I get home, I'm gonna eat my fill of iron!
context: That actually works?\I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come?\How should I know?\I-It's big.\It's bigger than I anticipated.\Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron! response:	You can do it, Gajeel!
context: I did exactly like Mystogan said, so no complainin'!\By the way, Mystogan didn't come?\How should I know?\I-It's big.\It's bigger than I anticipated.\Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel! response:	Who the hell are you?!
context: By the way, Mystogan didn't come?\How should I know?\I-It's big.\It's bigger than I anticipated.\Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel!\Who the hell are you?! response:	That guy's...
context: How should I know?\I-It's big.\It's bigger than I anticipated.\Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel!\Who the hell are you?!\That guy's... response:	Captain of the First Magic Regiment of the Royal Army...
context: I-It's big.\It's bigger than I anticipated.\Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel!\Who the hell are you?!\That guy's...\Captain of the First Magic Regiment of the Royal Army... response:	Panther Lily.
context: It's bigger than I anticipated.\Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel!\Who the hell are you?!\That guy's...\Captain of the First Magic Regiment of the Royal Army...\Panther Lily. response:	This lacrima is completely crucial for this operation.
context: Man, this guild's a real pain in the ass!\When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel!\Who the hell are you?!\That guy's...\Captain of the First Magic Regiment of the Royal Army...\Panther Lily.\This lacrima is completely crucial for this operation. response:	I will not let you!
context: When I get home, I'm gonna eat my fill of iron!\You can do it, Gajeel!\Who the hell are you?!\That guy's...\Captain of the First Magic Regiment of the Royal Army...\Panther Lily.\This lacrima is completely crucial for this operation.\I will not let you! response:	Wings? Don't tell me he's an Exceed?!
context: You can do it, Gajeel!\Who the hell are you?!\That guy's...\Captain of the First Magic Regiment of the Royal Army...\Panther Lily.\This lacrima is completely crucial for this operation.\I will not let you!\Wings? Don't tell me he's an Exceed?! response:	Stand back, Cat.
context: Who the hell are you?!\That guy's...\Captain of the First Magic Regiment of the Royal Army...\Panther Lily.\This lacrima is completely crucial for this operation.\I will not let you!\Wings? Don't tell me he's an Exceed?!\Stand back, Cat. response:	Sword of the Iron Dragon!
context: That guy's...\Captain of the First Magic Regiment of the Royal Army...\Panther Lily.\This lacrima is completely crucial for this operation.\I will not let you!\Wings? Don't tell me he's an Exceed?!\Stand back, Cat.\Sword of the Iron Dragon! response:	Buster Ma'am!
context: Captain of the First Magic Regiment of the Royal Army...\Panther Lily.\This lacrima is completely crucial for this operation.\I will not let you!\Wings? Don't tell me he's an Exceed?!\Stand back, Cat.\Sword of the Iron Dragon!\Buster Ma'am! response:	What the heck is with that stupidly giant sword?
context: Panther Lily.\This lacrima is completely crucial for this operation.\I will not let you!\Wings? Don't tell me he's an Exceed?!\Stand back, Cat.\Sword of the Iron Dragon!\Buster Ma'am!\What the heck is with that stupidly giant sword? response:	This guy...
context: This lacrima is completely crucial for this operation.\I will not let you!\Wings? Don't tell me he's an Exceed?!\Stand back, Cat.\Sword of the Iron Dragon!\Buster Ma'am!\What the heck is with that stupidly giant sword?\This guy... response:	Can someone like you defeat me?
context: I will not let you!\Wings? Don't tell me he's an Exceed?!\Stand back, Cat.\Sword of the Iron Dragon!\Buster Ma'am!\What the heck is with that stupidly giant sword?\This guy...\Can someone like you defeat me? response:	Where is this King person?
context: Wings? Don't tell me he's an Exceed?!\Stand back, Cat.\Sword of the Iron Dragon!\Buster Ma'am!\What the heck is with that stupidly giant sword?\This guy...\Can someone like you defeat me?\Where is this King person? response:	Well, he's the King, right?
context: Stand back, Cat.\Sword of the Iron Dragon!\Buster Ma'am!\What the heck is with that stupidly giant sword?\This guy...\Can someone like you defeat me?\Where is this King person?\Well, he's the King, right? response:	I bet he's someplace real important!
context: Sword of the Iron Dragon!\Buster Ma'am!\What the heck is with that stupidly giant sword?\This guy...\Can someone like you defeat me?\Where is this King person?\Well, he's the King, right?\I bet he's someplace real important! response:	And where is a real important place?
context: Buster Ma'am!\What the heck is with that stupidly giant sword?\This guy...\Can someone like you defeat me?\Where is this King person?\Well, he's the King, right?\I bet he's someplace real important!\And where is a real important place? response:	How the hell should I know? I just got here in the castle, and so did you!
context: What the heck is with that stupidly giant sword?\This guy...\Can someone like you defeat me?\Where is this King person?\Well, he's the King, right?\I bet he's someplace real important!\And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you! response:	Sheesh...
context: This guy...\Can someone like you defeat me?\Where is this King person?\Well, he's the King, right?\I bet he's someplace real important!\And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you!\Sheesh... response:	The cell was in a high place, and the middle garden is really complex looking.
context: Can someone like you defeat me?\Where is this King person?\Well, he's the King, right?\I bet he's someplace real important!\And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you!\Sheesh...\The cell was in a high place, and the middle garden is really complex looking. response:	It's like a concentric castle city, except something is a little different...
context: Where is this King person?\Well, he's the King, right?\I bet he's someplace real important!\And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you!\Sheesh...\The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different... response:	Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!
context: Well, he's the King, right?\I bet he's someplace real important!\And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you!\Sheesh...\The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all! response:	What are you talking about, Lucy?
context: I bet he's someplace real important!\And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you!\Sheesh...\The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy? response:	So you're saying, the place's architecture sucks.
context: And where is a real important place?\How the hell should I know? I just got here in the castle, and so did you!\Sheesh...\The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy?\So you're saying, the place's architecture sucks. response:	Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.
context: How the hell should I know? I just got here in the castle, and so did you!\Sheesh...\The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy?\So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere. response:	There is!
context: Sheesh...\The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy?\So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is! response:	What?
context: The cell was in a high place, and the middle garden is really complex looking.\It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy?\So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is!\What? response:	There really is an amusement park!
context: It's like a concentric castle city, except something is a little different...\Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy?\So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is!\What?\There really is an amusement park! response:	Hey... You think the king here's right in the head?
context: Common knowledge on Earthland isn't going to help understand Edolas castle construction here at all!\What are you talking about, Lucy?\So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is!\What?\There really is an amusement park!\Hey... You think the king here's right in the head? response:	Looking at your face, I think you'd get along just fine.
context: What are you talking about, Lucy?\So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is!\What?\There really is an amusement park!\Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine. response:	How fun...
context: So you're saying, the place's architecture sucks.\Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is!\What?\There really is an amusement park!\Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine.\How fun... response:	It really is fun.
context: Yeah. I wouldn't be surprised if there was like, an amusement park in the castle somewhere.\There is!\What?\There really is an amusement park!\Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine.\How fun...\It really is fun. response:	This, like, crazy fun magic power...
context: There is!\What?\There really is an amusement park!\Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine.\How fun...\It really is fun.\This, like, crazy fun magic power... response:	It's gonna disappear from this world soon, whoa...
context: What?\There really is an amusement park!\Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine.\How fun...\It really is fun.\This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa... response:	Don't you people understand how we feel?
context: There really is an amusement park!\Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine.\How fun...\It really is fun.\This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel? response:	We are going to get an infinite supply of magic power.
context: Hey... You think the king here's right in the head?\Looking at your face, I think you'd get along just fine.\How fun...\It really is fun.\This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel?\We are going to get an infinite supply of magic power. response:	No matter what it takes to get it...
context: Looking at your face, I think you'd get along just fine.\How fun...\It really is fun.\This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel?\We are going to get an infinite supply of magic power.\No matter what it takes to get it... response:	We're desperate here!
context: How fun...\It really is fun.\This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel?\We are going to get an infinite supply of magic power.\No matter what it takes to get it...\We're desperate here! response:	We won't let anyone interfere!
context: It really is fun.\This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel?\We are going to get an infinite supply of magic power.\No matter what it takes to get it...\We're desperate here!\We won't let anyone interfere! response:	What's this?
context: This, like, crazy fun magic power...\It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel?\We are going to get an infinite supply of magic power.\No matter what it takes to get it...\We're desperate here!\We won't let anyone interfere!\What's this? response:	There's an amusement park inside the castle!
context: It's gonna disappear from this world soon, whoa...\Don't you people understand how we feel?\We are going to get an infinite supply of magic power.\No matter what it takes to get it...\We're desperate here!\We won't let anyone interfere!\What's this?\There's an amusement park inside the castle! response:	Whoa, awesome!
context: Don't you people understand how we feel?\We are going to get an infinite supply of magic power.\No matter what it takes to get it...\We're desperate here!\We won't let anyone interfere!\What's this?\There's an amusement park inside the castle!\Whoa, awesome! response:	Does this all move using magic?
context: We are going to get an infinite supply of magic power.\No matter what it takes to get it...\We're desperate here!\We won't let anyone interfere!\What's this?\There's an amusement park inside the castle!\Whoa, awesome!\Does this all move using magic? response:	Probably.
context: No matter what it takes to get it...\We're desperate here!\We won't let anyone interfere!\What's this?\There's an amusement park inside the castle!\Whoa, awesome!\Does this all move using magic?\Probably. response:	But who cares about that right now?!
context: We're desperate here!\We won't let anyone interfere!\What's this?\There's an amusement park inside the castle!\Whoa, awesome!\Does this all move using magic?\Probably.\But who cares about that right now?! response:	For now, let's just play to our heart's content, Happy!
context: We won't let anyone interfere!\What's this?\There's an amusement park inside the castle!\Whoa, awesome!\Does this all move using magic?\Probably.\But who cares about that right now?!\For now, let's just play to our heart's content, Happy! response:	You've completely forgotten our goal, Natsu...
context: What's this?\There's an amusement park inside the castle!\Whoa, awesome!\Does this all move using magic?\Probably.\But who cares about that right now?!\For now, let's just play to our heart's content, Happy!\You've completely forgotten our goal, Natsu... response:	Next time: It's Life!!!
context: There's an amusement park inside the castle!\Whoa, awesome!\Does this all move using magic?\Probably.\But who cares about that right now?!\For now, let's just play to our heart's content, Happy!\You've completely forgotten our goal, Natsu...\Next time: It's Life!!! response:	And besides, there's a lot of things you ride here.
context: Whoa, awesome!\Does this all move using magic?\Probably.\But who cares about that right now?!\For now, let's just play to our heart's content, Happy!\You've completely forgotten our goal, Natsu...\Next time: It's Life!!!\And besides, there's a lot of things you ride here. response:	I-I think I'm gonna hurl...
context: Does this all move using magic?\Probably.\But who cares about that right now?!\For now, let's just play to our heart's content, Happy!\You've completely forgotten our goal, Natsu...\Next time: It's Life!!!\And besides, there's a lot of things you ride here.\I-I think I'm gonna hurl... response:	Please stop getting queasy just from your imagination...
