context: Figure skating is the beautiful winter sport everyone loves! response:	How dare you use it as a weapon to hurt an innocent girl?!
context: Janelyn! A monster?!\Janelyn!\Triple Axle Kick!\Janelyn!\Come with me, Misha, my partner.\We are the greatest pair.\Coach was a monster?!\We are amazing after all! response:	We are the best pair in the world!
context: Janelyn!\Triple Axle Kick!\Janelyn!\Come with me, Misha, my partner.\We are the greatest pair.\Coach was a monster?!\We are amazing after all!\We are the best pair in the world! response:	Misha!
context: Triple Axle Kick!\Janelyn!\Come with me, Misha, my partner.\We are the greatest pair.\Coach was a monster?!\We are amazing after all!\We are the best pair in the world!\Misha! response:	Janelyn!
context: Janelyn!\Come with me, Misha, my partner.\We are the greatest pair.\Coach was a monster?!\We are amazing after all!\We are the best pair in the world!\Misha!\Janelyn! response:	Together, we are the Zoyrin Geller!
context: Come with me, Misha, my partner.\We are the greatest pair.\Coach was a monster?!\We are amazing after all!\We are the best pair in the world!\Misha!\Janelyn!\Together, we are the Zoyrin Geller! response:	Now that you have seen us,
context: We are the greatest pair.\Coach was a monster?!\We are amazing after all!\We are the best pair in the world!\Misha!\Janelyn!\Together, we are the Zoyrin Geller!\Now that you have seen us, response:	we cannot let you return alive!
context: Coach was a monster?!\We are amazing after all!\We are the best pair in the world!\Misha!\Janelyn!\Together, we are the Zoyrin Geller!\Now that you have seen us,\we cannot let you return alive! response:	Coach!
context: We are amazing after all!\We are the best pair in the world!\Misha!\Janelyn!\Together, we are the Zoyrin Geller!\Now that you have seen us,\we cannot let you return alive!\Coach! response:	Combination Jump Attack!
context: We are the best pair in the world!\Misha!\Janelyn!\Together, we are the Zoyrin Geller!\Now that you have seen us,\we cannot let you return alive!\Coach!\Combination Jump Attack! response:	Oh, Mako! That's it!
context: Misha!\Janelyn!\Together, we are the Zoyrin Geller!\Now that you have seen us,\we cannot let you return alive!\Coach!\Combination Jump Attack!\Oh, Mako! That's it! response:	Moon Prism Power Makeup!
context: Janelyn!\Together, we are the Zoyrin Geller!\Now that you have seen us,\we cannot let you return alive!\Coach!\Combination Jump Attack!\Oh, Mako! That's it!\Moon Prism Power Makeup! response:	I'm a sailor warrior of love and justice, Sailor Moon!
context: Together, we are the Zoyrin Geller!\Now that you have seen us,\we cannot let you return alive!\Coach!\Combination Jump Attack!\Oh, Mako! That's it!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon! response:	We will deliver the finishing blow!
context: Now that you have seen us,\we cannot let you return alive!\Coach!\Combination Jump Attack!\Oh, Mako! That's it!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow! response:	Go right ahead!
context: we cannot let you return alive!\Coach!\Combination Jump Attack!\Oh, Mako! That's it!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow!\Go right ahead! response:	How dare you use graceful figure skating as a weapon
context: Coach!\Combination Jump Attack!\Oh, Mako! That's it!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow!\Go right ahead!\How dare you use graceful figure skating as a weapon response:	to hurt an innocent girl?!
context: Combination Jump Attack!\Oh, Mako! That's it!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow!\Go right ahead!\How dare you use graceful figure skating as a weapon\to hurt an innocent girl?! response:	Sailor Moon will not let you get away with it!
context: Oh, Mako! That's it!\Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow!\Go right ahead!\How dare you use graceful figure skating as a weapon\to hurt an innocent girl?!\Sailor Moon will not let you get away with it! response:	In the name of the moon, I will punish you!
context: Moon Prism Power Makeup!\I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow!\Go right ahead!\How dare you use graceful figure skating as a weapon\to hurt an innocent girl?!\Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you! response:	Sailor Moon!
context: I'm a sailor warrior of love and justice, Sailor Moon!\We will deliver the finishing blow!\Go right ahead!\How dare you use graceful figure skating as a weapon\to hurt an innocent girl?!\Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you!\Sailor Moon! response:	We have been waiting for you!
context: We will deliver the finishing blow!\Go right ahead!\How dare you use graceful figure skating as a weapon\to hurt an innocent girl?!\Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you!\Sailor Moon!\We have been waiting for you! response:	The Silver Crystal will be ours!
context: Go right ahead!\How dare you use graceful figure skating as a weapon\to hurt an innocent girl?!\Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you!\Sailor Moon!\We have been waiting for you!\The Silver Crystal will be ours! response:	I won't let you have it!
context: How dare you use graceful figure skating as a weapon\to hurt an innocent girl?!\Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you!\Sailor Moon!\We have been waiting for you!\The Silver Crystal will be ours!\I won't let you have it! response:	No way! I can't skate, even when I'm transformed?!
context: to hurt an innocent girl?!\Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you!\Sailor Moon!\We have been waiting for you!\The Silver Crystal will be ours!\I won't let you have it!\No way! I can't skate, even when I'm transformed?! response:	Sailor Moon, prepare yourself!
context: Sailor Moon will not let you get away with it!\In the name of the moon, I will punish you!\Sailor Moon!\We have been waiting for you!\The Silver Crystal will be ours!\I won't let you have it!\No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself! response:	Death
context: In the name of the moon, I will punish you!\Sailor Moon!\We have been waiting for you!\The Silver Crystal will be ours!\I won't let you have it!\No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself!\Death response:	Spiral!
context: Sailor Moon!\We have been waiting for you!\The Silver Crystal will be ours!\I won't let you have it!\No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself!\Death\Spiral! response:	Die!
context: We have been waiting for you!\The Silver Crystal will be ours!\I won't let you have it!\No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself!\Death\Spiral!\Die! response:	What?!
context: The Silver Crystal will be ours!\I won't let you have it!\No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself!\Death\Spiral!\Die!\What?! response:	That was...
context: I won't let you have it!\No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself!\Death\Spiral!\Die!\What?!\That was... response:	Tuxedo Mask! You rescued me!
context: No way! I can't skate, even when I'm transformed?!\Sailor Moon, prepare yourself!\Death\Spiral!\Die!\What?!\That was...\Tuxedo Mask! You rescued me! response:	Do not misunderstand.
context: Sailor Moon, prepare yourself!\Death\Spiral!\Die!\What?!\That was...\Tuxedo Mask! You rescued me!\Do not misunderstand. response:	I just do not like their underhanded method,
context: Death\Spiral!\Die!\What?!\That was...\Tuxedo Mask! You rescued me!\Do not misunderstand.\I just do not like their underhanded method, response:	which has dragged an innocent bystander into this mess.
context: Spiral!\Die!\What?!\That was...\Tuxedo Mask! You rescued me!\Do not misunderstand.\I just do not like their underhanded method,\which has dragged an innocent bystander into this mess. response:	What?
context: Die!\What?!\That was...\Tuxedo Mask! You rescued me!\Do not misunderstand.\I just do not like their underhanded method,\which has dragged an innocent bystander into this mess.\What? response:	After I have brought the monsters under control,
context: What?!\That was...\Tuxedo Mask! You rescued me!\Do not misunderstand.\I just do not like their underhanded method,\which has dragged an innocent bystander into this mess.\What?\After I have brought the monsters under control, response:	I will return for the Silver Crystal.
context: That was...\Tuxedo Mask! You rescued me!\Do not misunderstand.\I just do not like their underhanded method,\which has dragged an innocent bystander into this mess.\What?\After I have brought the monsters under control,\I will return for the Silver Crystal. response:	No, you wouldn't...
context: Tuxedo Mask! You rescued me!\Do not misunderstand.\I just do not like their underhanded method,\which has dragged an innocent bystander into this mess.\What?\After I have brought the monsters under control,\I will return for the Silver Crystal.\No, you wouldn't... response:	Master Endymion, your help is not necessary!
context: Do not misunderstand.\I just do not like their underhanded method,\which has dragged an innocent bystander into this mess.\What?\After I have brought the monsters under control,\I will return for the Silver Crystal.\No, you wouldn't...\Master Endymion, your help is not necessary! response:	We will not hold back, even for you!
context: I just do not like their underhanded method,\which has dragged an innocent bystander into this mess.\What?\After I have brought the monsters under control,\I will return for the Silver Crystal.\No, you wouldn't...\Master Endymion, your help is not necessary!\We will not hold back, even for you! response:	Do you think you could win in a fight against me?
context: which has dragged an innocent bystander into this mess.\What?\After I have brought the monsters under control,\I will return for the Silver Crystal.\No, you wouldn't...\Master Endymion, your help is not necessary!\We will not hold back, even for you!\Do you think you could win in a fight against me? response:	I think it'd be better if you didn't taunt them.
context: What?\After I have brought the monsters under control,\I will return for the Silver Crystal.\No, you wouldn't...\Master Endymion, your help is not necessary!\We will not hold back, even for you!\Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them. response:	Interesting!
context: After I have brought the monsters under control,\I will return for the Silver Crystal.\No, you wouldn't...\Master Endymion, your help is not necessary!\We will not hold back, even for you!\Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them.\Interesting! response:	Have a taste of the techniques of gold medallists!
context: I will return for the Silver Crystal.\No, you wouldn't...\Master Endymion, your help is not necessary!\We will not hold back, even for you!\Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them.\Interesting!\Have a taste of the techniques of gold medallists! response:	I told you so!
context: No, you wouldn't...\Master Endymion, your help is not necessary!\We will not hold back, even for you!\Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them.\Interesting!\Have a taste of the techniques of gold medallists!\I told you so! response:	Double Spin Kick!
context: Master Endymion, your help is not necessary!\We will not hold back, even for you!\Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them.\Interesting!\Have a taste of the techniques of gold medallists!\I told you so!\Double Spin Kick! response:	Jump!
context: We will not hold back, even for you!\Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them.\Interesting!\Have a taste of the techniques of gold medallists!\I told you so!\Double Spin Kick!\Jump! response:	Here we go!
context: Do you think you could win in a fight against me?\I think it'd be better if you didn't taunt them.\Interesting!\Have a taste of the techniques of gold medallists!\I told you so!\Double Spin Kick!\Jump!\Here we go! response:	I'm skating!
context: I think it'd be better if you didn't taunt them.\Interesting!\Have a taste of the techniques of gold medallists!\I told you so!\Double Spin Kick!\Jump!\Here we go!\I'm skating! response:	What impudence!
context: Interesting!\Have a taste of the techniques of gold medallists!\I told you so!\Double Spin Kick!\Jump!\Here we go!\I'm skating!\What impudence! response:	They're coming!
context: Have a taste of the techniques of gold medallists!\I told you so!\Double Spin Kick!\Jump!\Here we go!\I'm skating!\What impudence!\They're coming! response:	Jump! High!
context: I told you so!\Double Spin Kick!\Jump!\Here we go!\I'm skating!\What impudence!\They're coming!\Jump! High! response:	Easy for you to say!
context: Double Spin Kick!\Jump!\Here we go!\I'm skating!\What impudence!\They're coming!\Jump! High!\Easy for you to say! response:	Die!
context: Jump!\Here we go!\I'm skating!\What impudence!\They're coming!\Jump! High!\Easy for you to say!\Die! response:	Oh, fine! To hell with it!
context: Here we go!\I'm skating!\What impudence!\They're coming!\Jump! High!\Easy for you to say!\Die!\Oh, fine! To hell with it! response:	I jumped! I jumped all on my own! I'm so amazing!
context: I'm skating!\What impudence!\They're coming!\Jump! High!\Easy for you to say!\Die!\Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing! response:	A nice jump, Sailor Moon!
context: What impudence!\They're coming!\Jump! High!\Easy for you to say!\Die!\Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon! response:	Thanks.
context: They're coming!\Jump! High!\Easy for you to say!\Die!\Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon!\Thanks. response:	Sit Spin Kick!
context: Jump! High!\Easy for you to say!\Die!\Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon!\Thanks.\Sit Spin Kick! response:	This is it!
context: Easy for you to say!\Die!\Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon!\Thanks.\Sit Spin Kick!\This is it! response:	Supreme
context: Die!\Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon!\Thanks.\Sit Spin Kick!\This is it!\Supreme response:	Thunder!
context: Oh, fine! To hell with it!\I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon!\Thanks.\Sit Spin Kick!\This is it!\Supreme\Thunder! response:	Jupiter!
context: I jumped! I jumped all on my own! I'm so amazing!\A nice jump, Sailor Moon!\Thanks.\Sit Spin Kick!\This is it!\Supreme\Thunder!\Jupiter! response:	Coach, please stop! Go back to who you were!
context: A nice jump, Sailor Moon!\Thanks.\Sit Spin Kick!\This is it!\Supreme\Thunder!\Jupiter!\Coach, please stop! Go back to who you were! response:	Why you!
context: Thanks.\Sit Spin Kick!\This is it!\Supreme\Thunder!\Jupiter!\Coach, please stop! Go back to who you were!\Why you! response:	Everyone!
context: Sit Spin Kick!\This is it!\Supreme\Thunder!\Jupiter!\Coach, please stop! Go back to who you were!\Why you!\Everyone! response:	So, you are all here, sailor warriors.
context: This is it!\Supreme\Thunder!\Jupiter!\Coach, please stop! Go back to who you were!\Why you!\Everyone!\So, you are all here, sailor warriors. response:	I pity you, Endymion. If you had not interfered,
context: Supreme\Thunder!\Jupiter!\Coach, please stop! Go back to who you were!\Why you!\Everyone!\So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered, response:	this need not have happened.
context: Thunder!\Jupiter!\Coach, please stop! Go back to who you were!\Why you!\Everyone!\So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered,\this need not have happened. response:	What is this?!
context: Jupiter!\Coach, please stop! Go back to who you were!\Why you!\Everyone!\So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered,\this need not have happened.\What is this?! response:	It's cold!
context: Coach, please stop! Go back to who you were!\Why you!\Everyone!\So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered,\this need not have happened.\What is this?!\It's cold! response:	Master Kunzite...
context: Why you!\Everyone!\So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered,\this need not have happened.\What is this?!\It's cold!\Master Kunzite... response:	This is the icy hell of absolute zero temperature.
context: Everyone!\So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered,\this need not have happened.\What is this?!\It's cold!\Master Kunzite...\This is the icy hell of absolute zero temperature. response:	Once you have all turned into ice figures,
context: So, you are all here, sailor warriors.\I pity you, Endymion. If you had not interfered,\this need not have happened.\What is this?!\It's cold!\Master Kunzite...\This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures, response:	I will return and take my sweet time getting the Silver Crystal.
context: I pity you, Endymion. If you had not interfered,\this need not have happened.\What is this?!\It's cold!\Master Kunzite...\This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal. response:	Damn you, Kunzite!
context: this need not have happened.\What is this?!\It's cold!\Master Kunzite...\This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite! response:	It's cold!
context: What is this?!\It's cold!\Master Kunzite...\This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite!\It's cold! response:	I can't hold out much longer! It's cold!
context: It's cold!\Master Kunzite...\This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite!\It's cold!\I can't hold out much longer! It's cold! response:	I can't hold out much longer!
context: Master Kunzite...\This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite!\It's cold!\I can't hold out much longer! It's cold!\I can't hold out much longer! response:	We're going to die!
context: This is the icy hell of absolute zero temperature.\Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite!\It's cold!\I can't hold out much longer! It's cold!\I can't hold out much longer!\We're going to die! response:	So, that's it!
context: Once you have all turned into ice figures,\I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite!\It's cold!\I can't hold out much longer! It's cold!\I can't hold out much longer!\We're going to die!\So, that's it! response:	It stopped.
context: I will return and take my sweet time getting the Silver Crystal.\Damn you, Kunzite!\It's cold!\I can't hold out much longer! It's cold!\I can't hold out much longer!\We're going to die!\So, that's it!\It stopped. response:	We're saved.
context: Damn you, Kunzite!\It's cold!\I can't hold out much longer! It's cold!\I can't hold out much longer!\We're going to die!\So, that's it!\It stopped.\We're saved. response:	Sailor Moon, hurry!
context: It's cold!\I can't hold out much longer! It's cold!\I can't hold out much longer!\We're going to die!\So, that's it!\It stopped.\We're saved.\Sailor Moon, hurry! response:	Oh?! Okay!
context: I can't hold out much longer! It's cold!\I can't hold out much longer!\We're going to die!\So, that's it!\It stopped.\We're saved.\Sailor Moon, hurry!\Oh?! Okay! response:	Moon Healing Escalation!
context: I can't hold out much longer!\We're going to die!\So, that's it!\It stopped.\We're saved.\Sailor Moon, hurry!\Oh?! Okay!\Moon Healing Escalation! response:	Refresh!
context: We're going to die!\So, that's it!\It stopped.\We're saved.\Sailor Moon, hurry!\Oh?! Okay!\Moon Healing Escalation!\Refresh! response:	Janelyn...
context: So, that's it!\It stopped.\We're saved.\Sailor Moon, hurry!\Oh?! Okay!\Moon Healing Escalation!\Refresh!\Janelyn... response:	Misha...
context: It stopped.\We're saved.\Sailor Moon, hurry!\Oh?! Okay!\Moon Healing Escalation!\Refresh!\Janelyn...\Misha... response:	Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!
context: We're saved.\Sailor Moon, hurry!\Oh?! Okay!\Moon Healing Escalation!\Refresh!\Janelyn...\Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?! response:	Mako...
context: Sailor Moon, hurry!\Oh?! Okay!\Moon Healing Escalation!\Refresh!\Janelyn...\Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako... response:	Mako...
context: Oh?! Okay!\Moon Healing Escalation!\Refresh!\Janelyn...\Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako...\Mako... response:	What? Don't think my feelings have been hurt!
context: Moon Healing Escalation!\Refresh!\Janelyn...\Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako...\Mako...\What? Don't think my feelings have been hurt! response:	I'm not gonna let it bother me!
context: Refresh!\Janelyn...\Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako...\Mako...\What? Don't think my feelings have been hurt!\I'm not gonna let it bother me! response:	Man, I better just find another nice guy soon and...
context: Janelyn...\Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako...\Mako...\What? Don't think my feelings have been hurt!\I'm not gonna let it bother me!\Man, I better just find another nice guy soon and... response:	Huh?
context: Misha...\Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako...\Mako...\What? Don't think my feelings have been hurt!\I'm not gonna let it bother me!\Man, I better just find another nice guy soon and...\Huh? response:	He's gorgeous!
context: Oh? Huh? Tuxedo Mask, where are you?! Tuxedo Mask?!\Mako...\Mako...\What? Don't think my feelings have been hurt!\I'm not gonna let it bother me!\Man, I better just find another nice guy soon and...\Huh?\He's gorgeous! response:	The shape of his nose
context: Mako...\Mako...\What? Don't think my feelings have been hurt!\I'm not gonna let it bother me!\Man, I better just find another nice guy soon and...\Huh?\He's gorgeous!\The shape of his nose response:	looks just like my senior at school who broke my heart!
context: Mako...\What? Don't think my feelings have been hurt!\I'm not gonna let it bother me!\Man, I better just find another nice guy soon and...\Huh?\He's gorgeous!\The shape of his nose\looks just like my senior at school who broke my heart! response:	Oh, Mako!
context: What? Don't think my feelings have been hurt!\I'm not gonna let it bother me!\Man, I better just find another nice guy soon and...\Huh?\He's gorgeous!\The shape of his nose\looks just like my senior at school who broke my heart!\Oh, Mako! response:	During the day, the fragrance of flowers
context: I'm not gonna let it bother me!\Man, I better just find another nice guy soon and...\Huh?\He's gorgeous!\The shape of his nose\looks just like my senior at school who broke my heart!\Oh, Mako!\During the day, the fragrance of flowers response:	During the night, the twinkle of the stars
context: Man, I better just find another nice guy soon and...\Huh?\He's gorgeous!\The shape of his nose\looks just like my senior at school who broke my heart!\Oh, Mako!\During the day, the fragrance of flowers\During the night, the twinkle of the stars response:	It's a world no one knows about
context: Huh?\He's gorgeous!\The shape of his nose\looks just like my senior at school who broke my heart!\Oh, Mako!\During the day, the fragrance of flowers\During the night, the twinkle of the stars\It's a world no one knows about response:	With white shoes clicking
context: He's gorgeous!\The shape of his nose\looks just like my senior at school who broke my heart!\Oh, Mako!\During the day, the fragrance of flowers\During the night, the twinkle of the stars\It's a world no one knows about\With white shoes clicking response:	Cross the white moon bridge
context: The shape of his nose\looks just like my senior at school who broke my heart!\Oh, Mako!\During the day, the fragrance of flowers\During the night, the twinkle of the stars\It's a world no one knows about\With white shoes clicking\Cross the white moon bridge response:	And there lives a princess, dreaming of a sweet kiss
context: looks just like my senior at school who broke my heart!\Oh, Mako!\During the day, the fragrance of flowers\During the night, the twinkle of the stars\It's a world no one knows about\With white shoes clicking\Cross the white moon bridge\And there lives a princess, dreaming of a sweet kiss response:	Offer a prayer to the moon
context: Oh, Mako!\During the day, the fragrance of flowers\During the night, the twinkle of the stars\It's a world no one knows about\With white shoes clicking\Cross the white moon bridge\And there lives a princess, dreaming of a sweet kiss\Offer a prayer to the moon response:	It will surely bring you happiness
context: During the day, the fragrance of flowers\During the night, the twinkle of the stars\It's a world no one knows about\With white shoes clicking\Cross the white moon bridge\And there lives a princess, dreaming of a sweet kiss\Offer a prayer to the moon\It will surely bring you happiness response:	Go round and round, the moon's merry-go-round
context: During the night, the twinkle of the stars\It's a world no one knows about\With white shoes clicking\Cross the white moon bridge\And there lives a princess, dreaming of a sweet kiss\Offer a prayer to the moon\It will surely bring you happiness\Go round and round, the moon's merry-go-round response:	Make that serene dress made of glass flutter in the wind
context: It's a world no one knows about\With white shoes clicking\Cross the white moon bridge\And there lives a princess, dreaming of a sweet kiss\Offer a prayer to the moon\It will surely bring you happiness\Go round and round, the moon's merry-go-round\Make that serene dress made of glass flutter in the wind response:	She's always watching over us
context: With white shoes clicking\Cross the white moon bridge\And there lives a princess, dreaming of a sweet kiss\Offer a prayer to the moon\It will surely bring you happiness\Go round and round, the moon's merry-go-round\Make that serene dress made of glass flutter in the wind\She's always watching over us response:	Moon, moon princess
