context: It's Inuyasha! response:	That'll teach you!
context: Iron Reaver, Soul Stealer!\Wow... He really is strong.\It's still moving!\Do you see the flesh that shines?\The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating!\N-N-No way!\There! I can see it! response:	Only you can possess the Jewel.
context: Wow... He really is strong.\It's still moving!\Do you see the flesh that shines?\The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating!\N-N-No way!\There! I can see it!\Only you can possess the Jewel. response:	You, who seem so like my sister, Kikyo.
context: It's still moving!\Do you see the flesh that shines?\The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating!\N-N-No way!\There! I can see it!\Only you can possess the Jewel.\You, who seem so like my sister, Kikyo. response:	Why was it inside my body?
context: Do you see the flesh that shines?\The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating!\N-N-No way!\There! I can see it!\Only you can possess the Jewel.\You, who seem so like my sister, Kikyo.\Why was it inside my body? response:	This jewel which can empower such a demon?
context: The Sacred Jewel is embedded there!\You must remove it, else it will keep rejuvenating!\N-N-No way!\There! I can see it!\Only you can possess the Jewel.\You, who seem so like my sister, Kikyo.\Why was it inside my body?\This jewel which can empower such a demon? response:	Exactly! Which a human has no possible use for it!
context: You must remove it, else it will keep rejuvenating!\N-N-No way!\There! I can see it!\Only you can possess the Jewel.\You, who seem so like my sister, Kikyo.\Why was it inside my body?\This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it! response:	If you don't want to feel the pain of my claws...
context: N-N-No way!\There! I can see it!\Only you can possess the Jewel.\You, who seem so like my sister, Kikyo.\Why was it inside my body?\This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws... response:	just give me the Jewel and get it over with.
context: There! I can see it!\Only you can possess the Jewel.\You, who seem so like my sister, Kikyo.\Why was it inside my body?\This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with. response:	But...
context: Only you can possess the Jewel.\You, who seem so like my sister, Kikyo.\Why was it inside my body?\This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with.\But... response:	But!
context: You, who seem so like my sister, Kikyo.\Why was it inside my body?\This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with.\But...\But! response:	But isn't he supposed to be the HERO?!
context: Why was it inside my body?\This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with.\But...\But!\But isn't he supposed to be the HERO?! response:	When you say half-demon...
context: This jewel which can empower such a demon?\Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with.\But...\But!\But isn't he supposed to be the HERO?!\When you say half-demon... response:	you also mean half-HUMAN, right?
context: Exactly! Which a human has no possible use for it!\If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with.\But...\But!\But isn't he supposed to be the HERO?!\When you say half-demon...\you also mean half-HUMAN, right? response:	So why isn't he fighting on the side of the humans, then?
context: If you don't want to feel the pain of my claws...\just give me the Jewel and get it over with.\But...\But!\But isn't he supposed to be the HERO?!\When you say half-demon...\you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then? response:	A yokaidemon is after the sacred Jewel of Four Souls...
context: just give me the Jewel and get it over with.\But...\But!\But isn't he supposed to be the HERO?!\When you say half-demon...\you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then?\A yokaidemon is after the sacred Jewel of Four Souls... response:	Why would it be inside ME?
context: But...\But!\But isn't he supposed to be the HERO?!\When you say half-demon...\you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then?\A yokaidemon is after the sacred Jewel of Four Souls...\Why would it be inside ME? response:	And who's this Kikyo I supposedly look like?!
context: But!\But isn't he supposed to be the HERO?!\When you say half-demon...\you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then?\A yokaidemon is after the sacred Jewel of Four Souls...\Why would it be inside ME?\And who's this Kikyo I supposedly look like?! response:	Would someone please tell me why I'm stuck in Feudal Japan?
context: But isn't he supposed to be the HERO?!\When you say half-demon...\you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then?\A yokaidemon is after the sacred Jewel of Four Souls...\Why would it be inside ME?\And who's this Kikyo I supposedly look like?!\Would someone please tell me why I'm stuck in Feudal Japan? response:	Next time.
context: When you say half-demon...\you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then?\A yokaidemon is after the sacred Jewel of Four Souls...\Why would it be inside ME?\And who's this Kikyo I supposedly look like?!\Would someone please tell me why I'm stuck in Feudal Japan?\Next time. response:	Seekers of the Sacred Jewel
context: you also mean half-HUMAN, right?\So why isn't he fighting on the side of the humans, then?\A yokaidemon is after the sacred Jewel of Four Souls...\Why would it be inside ME?\And who's this Kikyo I supposedly look like?!\Would someone please tell me why I'm stuck in Feudal Japan?\Next time.\Seekers of the Sacred Jewel response:	See you soon!
