context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: It's strange, isn't it?\The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys.\Now then, it's about time to get started!\Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field! response:	There are some interesting teams out there.
context: The only difference between us and them is that they fought villains.\Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys.\Now then, it's about time to get started!\Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field!\There are some interesting teams out there. response:	Now, raise those battle cries!
context: Why were those of us in Class B happy with being in the middle of the pack?\Let's let that arrogant Class A know, guys.\Now then, it's about time to get started!\Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field!\There are some interesting teams out there.\Now, raise those battle cries! response:	It's time for U.A.'s bloody battle!
context: Let's let that arrogant Class A know, guys.\Now then, it's about time to get started!\Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field!\There are some interesting teams out there.\Now, raise those battle cries!\It's time for U.A.'s bloody battle! response:	Light the signal fire!
context: Now then, it's about time to get started!\Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field!\There are some interesting teams out there.\Now, raise those battle cries!\It's time for U.A.'s bloody battle!\Light the signal fire! response:	Yes!
context: Come on, wake up, Eraser!\After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field!\There are some interesting teams out there.\Now, raise those battle cries!\It's time for U.A.'s bloody battle!\Light the signal fire!\Yes! response:	Uraraka.
context: After fifteen minutes to form teams and talk strategy,\twelve cavalry teams are lined up on the field!\There are some interesting teams out there.\Now, raise those battle cries!\It's time for U.A.'s bloody battle!\Light the signal fire!\Yes!\Uraraka. response:	Yes!
context: twelve cavalry teams are lined up on the field!\There are some interesting teams out there.\Now, raise those battle cries!\It's time for U.A.'s bloody battle!\Light the signal fire!\Yes!\Uraraka.\Yes! response:	Hatsume.
context: There are some interesting teams out there.\Now, raise those battle cries!\It's time for U.A.'s bloody battle!\Light the signal fire!\Yes!\Uraraka.\Yes!\Hatsume. response:	Tokoyami.
context: Now, raise those battle cries!\It's time for U.A.'s bloody battle!\Light the signal fire!\Yes!\Uraraka.\Yes!\Hatsume.\Tokoyami. response:	Yeah.
context: It's time for U.A.'s bloody battle!\Light the signal fire!\Yes!\Uraraka.\Yes!\Hatsume.\Tokoyami.\Yeah. response:	I'm counting on you!
context: Light the signal fire!\Yes!\Uraraka.\Yes!\Hatsume.\Tokoyami.\Yeah.\I'm counting on you! response:	I chose you three because I thought it would be the most stable formation.
context: Yes!\Uraraka.\Yes!\Hatsume.\Tokoyami.\Yeah.\I'm counting on you!\I chose you three because I thought it would be the most stable formation. response:	Kaminari, you'll be the left wing, keeping the enemy away with your electricity.
context: Uraraka.\Yes!\Hatsume.\Tokoyami.\Yeah.\I'm counting on you!\I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity. response:	Yaoyorozu, you'll be the right wing.
context: Yes!\Hatsume.\Tokoyami.\Yeah.\I'm counting on you!\I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing. response:	You are in charge of insulation and assisting with defense and movement.
context: Hatsume.\Tokoyami.\Yeah.\I'm counting on you!\I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement. response:	Iida, you'll be in front as the main source of mobility and physical defense.
context: Tokoyami.\Yeah.\I'm counting on you!\I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense. response:	So you will attack and create diversions with ice and fire, then, Todoroki?
context: Yeah.\I'm counting on you!\I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki? response:	No.
context: I'm counting on you!\I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki?\No. response:	In battle...
context: I chose you three because I thought it would be the most stable formation.\Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki?\No.\In battle... response:	My heart's pounding!!
context: Kaminari, you'll be the left wing, keeping the enemy away with your electricity.\Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki?\No.\In battle...\My heart's pounding!! response:	All right! You've made your teams, right?
context: Yaoyorozu, you'll be the right wing.\You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki?\No.\In battle...\My heart's pounding!!\All right! You've made your teams, right? response:	I'm not gonna ask if you're ready or not!
context: You are in charge of insulation and assisting with defense and movement.\Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki?\No.\In battle...\My heart's pounding!!\All right! You've made your teams, right?\I'm not gonna ask if you're ready or not! response:	Tetsutetsu.
context: Iida, you'll be in front as the main source of mobility and physical defense.\So you will attack and create diversions with ice and fire, then, Todoroki?\No.\In battle...\My heart's pounding!!\All right! You've made your teams, right?\I'm not gonna ask if you're ready or not!\Tetsutetsu. response:	No hard feelings, okay?
context: So you will attack and create diversions with ice and fire, then, Todoroki?\No.\In battle...\My heart's pounding!!\All right! You've made your teams, right?\I'm not gonna ask if you're ready or not!\Tetsutetsu.\No hard feelings, okay? response:	Yeah!
context: No.\In battle...\My heart's pounding!!\All right! You've made your teams, right?\I'm not gonna ask if you're ready or not!\Tetsutetsu.\No hard feelings, okay?\Yeah! response:	Now, let's go!
context: In battle...\My heart's pounding!!\All right! You've made your teams, right?\I'm not gonna ask if you're ready or not!\Tetsutetsu.\No hard feelings, okay?\Yeah!\Now, let's go! response:	Counting down to the brutal battle royal!
context: My heart's pounding!!\All right! You've made your teams, right?\I'm not gonna ask if you're ready or not!\Tetsutetsu.\No hard feelings, okay?\Yeah!\Now, let's go!\Counting down to the brutal battle royal! response:	Three!
context: All right! You've made your teams, right?\I'm not gonna ask if you're ready or not!\Tetsutetsu.\No hard feelings, okay?\Yeah!\Now, let's go!\Counting down to the brutal battle royal!\Three! response:	We're aiming for...
context: I'm not gonna ask if you're ready or not!\Tetsutetsu.\No hard feelings, okay?\Yeah!\Now, let's go!\Counting down to the brutal battle royal!\Three!\We're aiming for... response:	Two!
context: Tetsutetsu.\No hard feelings, okay?\Yeah!\Now, let's go!\Counting down to the brutal battle royal!\Three!\We're aiming for...\Two! response:	One!
context: No hard feelings, okay?\Yeah!\Now, let's go!\Counting down to the brutal battle royal!\Three!\We're aiming for...\Two!\One! response:	Start!
context: Yeah!\Now, let's go!\Counting down to the brutal battle royal!\Three!\We're aiming for...\Two!\One!\Start! response:	It's basically a battle for the ten million points!
context: Now, let's go!\Counting down to the brutal battle royal!\Three!\We're aiming for...\Two!\One!\Start!\It's basically a battle for the ten million points! response:	Midoriya, I'll take that!
context: Counting down to the brutal battle royal!\Three!\We're aiming for...\Two!\One!\Start!\It's basically a battle for the ten million points!\Midoriya, I'll take that! response:	An attack without delay, huh...
context: Three!\We're aiming for...\Two!\One!\Start!\It's basically a battle for the ten million points!\Midoriya, I'll take that!\An attack without delay, huh... response:	The fate of the pursued...
context: We're aiming for...\Two!\One!\Start!\It's basically a battle for the ten million points!\Midoriya, I'll take that!\An attack without delay, huh...\The fate of the pursued... response:	Fate...
context: Two!\One!\Start!\It's basically a battle for the ten million points!\Midoriya, I'll take that!\An attack without delay, huh...\The fate of the pursued...\Fate... response:	Make your choice, Midoriya!
context: One!\Start!\It's basically a battle for the ten million points!\Midoriya, I'll take that!\An attack without delay, huh...\The fate of the pursued...\Fate...\Make your choice, Midoriya! response:	Choice...!
context: Start!\It's basically a battle for the ten million points!\Midoriya, I'll take that!\An attack without delay, huh...\The fate of the pursued...\Fate...\Make your choice, Midoriya!\Choice...! response:	Of course, our move is to run away!
context: It's basically a battle for the ten million points!\Midoriya, I'll take that!\An attack without delay, huh...\The fate of the pursued...\Fate...\Make your choice, Midoriya!\Choice...!\Of course, our move is to run away! response:	I won't let you!
context: Midoriya, I'll take that!\An attack without delay, huh...\The fate of the pursued...\Fate...\Make your choice, Midoriya!\Choice...!\Of course, our move is to run away!\I won't let you! response:	What is this?
context: An attack without delay, huh...\The fate of the pursued...\Fate...\Make your choice, Midoriya!\Choice...!\Of course, our move is to run away!\I won't let you!\What is this? response:	We're sinking?!
context: The fate of the pursued...\Fate...\Make your choice, Midoriya!\Choice...!\Of course, our move is to run away!\I won't let you!\What is this?\We're sinking?! response:	That person's Quirk, huh?
context: Fate...\Make your choice, Midoriya!\Choice...!\Of course, our move is to run away!\I won't let you!\What is this?\We're sinking?!\That person's Quirk, huh? response:	All right!
context: Make your choice, Midoriya!\Choice...!\Of course, our move is to run away!\I won't let you!\What is this?\We're sinking?!\That person's Quirk, huh?\All right! response:	It's no good... I can't get out!
context: Choice...!\Of course, our move is to run away!\I won't let you!\What is this?\We're sinking?!\That person's Quirk, huh?\All right!\It's no good... I can't get out! response:	Uraraka! Hatsume! Turn your faces away!
context: Of course, our move is to run away!\I won't let you!\What is this?\We're sinking?!\That person's Quirk, huh?\All right!\It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away! response:	He flew?
context: I won't let you!\What is this?\We're sinking?!\That person's Quirk, huh?\All right!\It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away!\He flew? response:	Thanks to the support course, huh?
context: What is this?\We're sinking?!\That person's Quirk, huh?\All right!\It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away!\He flew?\Thanks to the support course, huh? response:	Follow them!
context: We're sinking?!\That person's Quirk, huh?\All right!\It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away!\He flew?\Thanks to the support course, huh?\Follow them! response:	Jiro!
context: That person's Quirk, huh?\All right!\It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away!\He flew?\Thanks to the support course, huh?\Follow them!\Jiro! response:	I know!
context: All right!\It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away!\He flew?\Thanks to the support course, huh?\Follow them!\Jiro!\I know! response:	Tokoyami!
context: It's no good... I can't get out!\Uraraka! Hatsume! Turn your faces away!\He flew?\Thanks to the support course, huh?\Follow them!\Jiro!\I know!\Tokoyami! response:	Good!
context: Uraraka! Hatsume! Turn your faces away!\He flew?\Thanks to the support course, huh?\Follow them!\Jiro!\I know!\Tokoyami!\Good! response:	Dark Shadow, keep watch over our blind spots!
context: He flew?\Thanks to the support course, huh?\Follow them!\Jiro!\I know!\Tokoyami!\Good!\Dark Shadow, keep watch over our blind spots! response:	Got it!
context: Thanks to the support course, huh?\Follow them!\Jiro!\I know!\Tokoyami!\Good!\Dark Shadow, keep watch over our blind spots!\Got it! response:	Wow, that's so cool!
context: Follow them!\Jiro!\I know!\Tokoyami!\Good!\Dark Shadow, keep watch over our blind spots!\Got it!\Wow, that's so cool! response:	The defense that we were lacking...
context: Jiro!\I know!\Tokoyami!\Good!\Dark Shadow, keep watch over our blind spots!\Got it!\Wow, that's so cool!\The defense that we were lacking... response:	You're more than making up for it with your omnidirectional mid-range defense!
context: I know!\Tokoyami!\Good!\Dark Shadow, keep watch over our blind spots!\Got it!\Wow, that's so cool!\The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense! response:	That's amazing, Tokoyami!
context: Tokoyami!\Good!\Dark Shadow, keep watch over our blind spots!\Got it!\Wow, that's so cool!\The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami! response:	You're the one who chose me.
context: Good!\Dark Shadow, keep watch over our blind spots!\Got it!\Wow, that's so cool!\The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami!\You're the one who chose me. response:	We're landing.
context: Dark Shadow, keep watch over our blind spots!\Got it!\Wow, that's so cool!\The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami!\You're the one who chose me.\We're landing. response:	Making everyone other than Uraraka weightless,
context: Got it!\Wow, that's so cool!\The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami!\You're the one who chose me.\We're landing.\Making everyone other than Uraraka weightless, response:	so our weight is just Uraraka plus the equipment and clothes.
context: Wow, that's so cool!\The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami!\You're the one who chose me.\We're landing.\Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes. response:	What do you think of my babies?
context: The defense that we were lacking...\You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami!\You're the one who chose me.\We're landing.\Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies? response:	Aren't they cute?
context: You're more than making up for it with your omnidirectional mid-range defense!\That's amazing, Tokoyami!\You're the one who chose me.\We're landing.\Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies?\Aren't they cute? response:	Cuteness can be made, you know.
context: That's amazing, Tokoyami!\You're the one who chose me.\We're landing.\Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies?\Aren't they cute?\Cuteness can be made, you know. response:	Excellent mobility! The babies are amazing, Hatsume!
context: You're the one who chose me.\We're landing.\Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies?\Aren't they cute?\Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume! response:	Right?
context: We're landing.\Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies?\Aren't they cute?\Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume!\Right? response:	It's because I'm making them float...
context: Making everyone other than Uraraka weightless,\so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies?\Aren't they cute?\Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume!\Right?\It's because I'm making them float... response:	We're going after them, too!
context: so our weight is just Uraraka plus the equipment and clothes.\What do you think of my babies?\Aren't they cute?\Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume!\Right?\It's because I'm making them float...\We're going after them, too! response:	Come on, Jiro, time to get revenge!
context: What do you think of my babies?\Aren't they cute?\Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume!\Right?\It's because I'm making them float...\We're going after them, too!\Come on, Jiro, time to get revenge! response:	Hey, wait, Hagakure! Your headband's gone!
context: Aren't they cute?\Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume!\Right?\It's because I'm making them float...\We're going after them, too!\Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone! response:	When did that happen?!
context: Cuteness can be made, you know.\Excellent mobility! The babies are amazing, Hatsume!\Right?\It's because I'm making them float...\We're going after them, too!\Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone!\When did that happen?! response:	Profiting while others fight.
context: Excellent mobility! The babies are amazing, Hatsume!\Right?\It's because I'm making them float...\We're going after them, too!\Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone!\When did that happen?!\Profiting while others fight. response:	Now then, even though barely two minutes have passed since we've started,
context: Right?\It's because I'm making them float...\We're going after them, too!\Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone!\When did that happen?!\Profiting while others fight.\Now then, even though barely two minutes have passed since we've started, response:	It's already turned into a free-for-all!
context: It's because I'm making them float...\We're going after them, too!\Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone!\When did that happen?!\Profiting while others fight.\Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all! response:	Fights over the headbands breaking out all over!
context: We're going after them, too!\Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone!\When did that happen?!\Profiting while others fight.\Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all!\Fights over the headbands breaking out all over! response:	Ignoring the ten million points and going for second to fourth places isn't bad, either!
context: Come on, Jiro, time to get revenge!\Hey, wait, Hagakure! Your headband's gone!\When did that happen?!\Profiting while others fight.\Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all!\Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either! response:	Fighting?
context: Hey, wait, Hagakure! Your headband's gone!\When did that happen?!\Profiting while others fight.\Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all!\Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting? response:	No, this is...
context: When did that happen?!\Profiting while others fight.\Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all!\Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting?\No, this is... response:	Shoji?
context: Profiting while others fight.\Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all!\Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting?\No, this is...\Shoji? response:	What? By himself?
context: Now then, even though barely two minutes have passed since we've started,\It's already turned into a free-for-all!\Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting?\No, this is...\Shoji?\What? By himself? response:	But it's a team battle!
context: It's already turned into a free-for-all!\Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting?\No, this is...\Shoji?\What? By himself?\But it's a team battle! response:	Let's put some space between us for now.
context: Fights over the headbands breaking out all over!\Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting?\No, this is...\Shoji?\What? By himself?\But it's a team battle!\Let's put some space between us for now. response:	We can't be caught standing still against multiple opponents!
context: Ignoring the ten million points and going for second to fourth places isn't bad, either!\Fighting?\No, this is...\Shoji?\What? By himself?\But it's a team battle!\Let's put some space between us for now.\We can't be caught standing still against multiple opponents! response:	What?
context: Fighting?\No, this is...\Shoji?\What? By himself?\But it's a team battle!\Let's put some space between us for now.\We can't be caught standing still against multiple opponents!\What? response:	What's wrong, Uraraka?
context: No, this is...\Shoji?\What? By himself?\But it's a team battle!\Let's put some space between us for now.\We can't be caught standing still against multiple opponents!\What?\What's wrong, Uraraka? response:	I'm stuck!
context: Shoji?\What? By himself?\But it's a team battle!\Let's put some space between us for now.\We can't be caught standing still against multiple opponents!\What?\What's wrong, Uraraka?\I'm stuck! response:	That's Mineta's...
context: What? By himself?\But it's a team battle!\Let's put some space between us for now.\We can't be caught standing still against multiple opponents!\What?\What's wrong, Uraraka?\I'm stuck!\That's Mineta's... response:	Where'd it come from?
context: But it's a team battle!\Let's put some space between us for now.\We can't be caught standing still against multiple opponents!\What?\What's wrong, Uraraka?\I'm stuck!\That's Mineta's...\Where'd it come from? response:	From here... Midoriya...
context: Let's put some space between us for now.\We can't be caught standing still against multiple opponents!\What?\What's wrong, Uraraka?\I'm stuck!\That's Mineta's...\Where'd it come from?\From here... Midoriya... response:	What? Is that allowed?
context: We can't be caught standing still against multiple opponents!\What?\What's wrong, Uraraka?\I'm stuck!\That's Mineta's...\Where'd it come from?\From here... Midoriya...\What? Is that allowed? response:	It is!
context: What?\What's wrong, Uraraka?\I'm stuck!\That's Mineta's...\Where'd it come from?\From here... Midoriya...\What? Is that allowed?\It is! response:	I didn't expect any less from you, Midoriya.
context: What's wrong, Uraraka?\I'm stuck!\That's Mineta's...\Where'd it come from?\From here... Midoriya...\What? Is that allowed?\It is!\I didn't expect any less from you, Midoriya. response:	Asui, too?
context: I'm stuck!\That's Mineta's...\Where'd it come from?\From here... Midoriya...\What? Is that allowed?\It is!\I didn't expect any less from you, Midoriya.\Asui, too? response:	That's amazing, Shoji!
context: That's Mineta's...\Where'd it come from?\From here... Midoriya...\What? Is that allowed?\It is!\I didn't expect any less from you, Midoriya.\Asui, too?\That's amazing, Shoji! response:	Call me Tsu!
context: Where'd it come from?\From here... Midoriya...\What? Is that allowed?\It is!\I didn't expect any less from you, Midoriya.\Asui, too?\That's amazing, Shoji!\Call me Tsu! response:	Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!
context: From here... Midoriya...\What? Is that allowed?\It is!\I didn't expect any less from you, Midoriya.\Asui, too?\That's amazing, Shoji!\Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank! response:	Midoriya, get away!
context: What? Is that allowed?\It is!\I didn't expect any less from you, Midoriya.\Asui, too?\That's amazing, Shoji!\Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away! response:	My baby was torn apart!
context: It is!\I didn't expect any less from you, Midoriya.\Asui, too?\That's amazing, Shoji!\Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away!\My baby was torn apart! response:	Sorry! But we got away!
context: I didn't expect any less from you, Midoriya.\Asui, too?\That's amazing, Shoji!\Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away!\My baby was torn apart!\Sorry! But we got away! response:	Kacchan!
context: Asui, too?\That's amazing, Shoji!\Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away!\My baby was torn apart!\Sorry! But we got away!\Kacchan! response:	Don't get carried away!
context: That's amazing, Shoji!\Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away!\My baby was torn apart!\Sorry! But we got away!\Kacchan!\Don't get carried away! response:	Damn it!
context: Call me Tsu!\Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away!\My baby was torn apart!\Sorry! But we got away!\Kacchan!\Don't get carried away!\Damn it! response:	Tokoyami!
context: Team Mineta makes use of the overwhelming difference in their sizes! They're like a tank!\Midoriya, get away!\My baby was torn apart!\Sorry! But we got away!\Kacchan!\Don't get carried away!\Damn it!\Tokoyami! response:	-He's gotten separated from his horses! -What's with this guy?
context: Midoriya, get away!\My baby was torn apart!\Sorry! But we got away!\Kacchan!\Don't get carried away!\Damn it!\Tokoyami!\-He's gotten separated from his horses! -What's with this guy? response:	Is that okay?!
context: My baby was torn apart!\Sorry! But we got away!\Kacchan!\Don't get carried away!\Damn it!\Tokoyami!\-He's gotten separated from his horses! -What's with this guy?\Is that okay?! response:	Nice catch!
context: Sorry! But we got away!\Kacchan!\Don't get carried away!\Damn it!\Tokoyami!\-He's gotten separated from his horses! -What's with this guy?\Is that okay?!\Nice catch! response:	It's a technicality, so it's okay!
context: Kacchan!\Don't get carried away!\Damn it!\Tokoyami!\-He's gotten separated from his horses! -What's with this guy?\Is that okay?!\Nice catch!\It's a technicality, so it's okay! response:	It wouldn't have been if he'd touched the ground, though!
context: Don't get carried away!\Damn it!\Tokoyami!\-He's gotten separated from his horses! -What's with this guy?\Is that okay?!\Nice catch!\It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though! response:	Thanks, Uraraka!
context: Damn it!\Tokoyami!\-He's gotten separated from his horses! -What's with this guy?\Is that okay?!\Nice catch!\It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka! response:	It's hard to control with just one foot.
context: Tokoyami!\-He's gotten separated from his horses! -What's with this guy?\Is that okay?!\Nice catch!\It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka!\It's hard to control with just one foot. response:	Yeah, I know.
context: -He's gotten separated from his horses! -What's with this guy?\Is that okay?!\Nice catch!\It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka!\It's hard to control with just one foot.\Yeah, I know. response:	Landing like this is inefficient...
context: Is that okay?!\Nice catch!\It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka!\It's hard to control with just one foot.\Yeah, I know.\Landing like this is inefficient... response:	We can't run to the air anymore.
context: Nice catch!\It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka!\It's hard to control with just one foot.\Yeah, I know.\Landing like this is inefficient...\We can't run to the air anymore. response:	We'll have to survive this with our increased mobility from Uraraka's Zero Gravity
context: It's a technicality, so it's okay!\It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka!\It's hard to control with just one foot.\Yeah, I know.\Landing like this is inefficient...\We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity response:	and with Tokoyami's Dark Shadow.
context: It wouldn't have been if he'd touched the ground, though!\Thanks, Uraraka!\It's hard to control with just one foot.\Yeah, I know.\Landing like this is inefficient...\We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow. response:	As expected, everyone's after the first place team,
context: Thanks, Uraraka!\It's hard to control with just one foot.\Yeah, I know.\Landing like this is inefficient...\We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team, response:	and Class A is in hot pursuit!
context: It's hard to control with just one foot.\Yeah, I know.\Landing like this is inefficient...\We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team,\and Class A is in hot pursuit! response:	Everyone's got skills!
context: Yeah, I know.\Landing like this is inefficient...\We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team,\and Class A is in hot pursuit!\Everyone's got skills! response:	Those Class A guys are good.
context: Landing like this is inefficient...\We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team,\and Class A is in hot pursuit!\Everyone's got skills!\Those Class A guys are good. response:	With all those flashy moves, even just watching's fun!
context: We can't run to the air anymore.\We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team,\and Class A is in hot pursuit!\Everyone's got skills!\Those Class A guys are good.\With all those flashy moves, even just watching's fun! response:	There's this much difference just from their experience fighting villains!
context: We'll have to survive this with our increased mobility from Uraraka's Zero Gravity\and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team,\and Class A is in hot pursuit!\Everyone's got skills!\Those Class A guys are good.\With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains! response:	Now, let's take a look at each team's points...
context: and with Tokoyami's Dark Shadow.\As expected, everyone's after the first place team,\and Class A is in hot pursuit!\Everyone's got skills!\Those Class A guys are good.\With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points... response:	It's been seven minutes! Here are the current rankings up on the screen!
