context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: Kiss!\That should do it.\In the match with Shinso, I couldn't smile at all.\Well, his cries hit close to home for you, huh?\But that didn't mean that I could lose.\That's what it means to aim for number one, right?\Poor thing.\You put some weird pressure on him again, didn't you? response:	It was necessary! Ouch.
context: That should do it.\In the match with Shinso, I couldn't smile at all.\Well, his cries hit close to home for you, huh?\But that didn't mean that I could lose.\That's what it means to aim for number one, right?\Poor thing.\You put some weird pressure on him again, didn't you?\It was necessary! Ouch. response:	Oh yeah, All Might.
context: In the match with Shinso, I couldn't smile at all.\Well, his cries hit close to home for you, huh?\But that didn't mean that I could lose.\That's what it means to aim for number one, right?\Poor thing.\You put some weird pressure on him again, didn't you?\It was necessary! Ouch.\Oh yeah, All Might. response:	I had a vision...
context: Well, his cries hit close to home for you, huh?\But that didn't mean that I could lose.\That's what it means to aim for number one, right?\Poor thing.\You put some weird pressure on him again, didn't you?\It was necessary! Ouch.\Oh yeah, All Might.\I had a vision... response:	There were eight or nine people... I'm not sure exactly how many...
context: But that didn't mean that I could lose.\That's what it means to aim for number one, right?\Poor thing.\You put some weird pressure on him again, didn't you?\It was necessary! Ouch.\Oh yeah, All Might.\I had a vision...\There were eight or nine people... I'm not sure exactly how many... response:	But when it felt like my mind was filled with fog from the brainwashing,
context: That's what it means to aim for number one, right?\Poor thing.\You put some weird pressure on him again, didn't you?\It was necessary! Ouch.\Oh yeah, All Might.\I had a vision...\There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing, response:	the vision appeared, as if to drive away the fog.
context: Poor thing.\You put some weird pressure on him again, didn't you?\It was necessary! Ouch.\Oh yeah, All Might.\I had a vision...\There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog. response:	It was like I was barely able to move just my fingertips for a moment...
context: You put some weird pressure on him again, didn't you?\It was necessary! Ouch.\Oh yeah, All Might.\I had a vision...\There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment... response:	There was someone with eyes like you, too, All Might.
context: It was necessary! Ouch.\Oh yeah, All Might.\I had a vision...\There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might. response:	Was it... the people who had inherited One For All who did it?
context: Oh yeah, All Might.\I had a vision...\There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it? response:	Scary... What the heck?
context: I had a vision...\There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it?\Scary... What the heck? response:	What? I thought you'd know about it!
context: There were eight or nine people... I'm not sure exactly how many...\But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it?\Scary... What the heck?\What? I thought you'd know about it! response:	No, I also saw it before, in my younger days.
context: But when it felt like my mind was filled with fog from the brainwashing,\the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it?\Scary... What the heck?\What? I thought you'd know about it!\No, I also saw it before, in my younger days. response:	It's a clear sign that you've got a better grasp on One For All.
context: the vision appeared, as if to drive away the fog.\It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it?\Scary... What the heck?\What? I thought you'd know about it!\No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All. response:	What does that mean?
context: It was like I was barely able to move just my fingertips for a moment...\There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it?\Scary... What the heck?\What? I thought you'd know about it!\No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All.\What does that mean? response:	I think it's like a trace of something they left behind in One For All.
context: There was someone with eyes like you, too, All Might.\Was it... the people who had inherited One For All who did it?\Scary... What the heck?\What? I thought you'd know about it!\No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All.\What does that mean?\I think it's like a trace of something they left behind in One For All. response:	It's not something with intent that can interfere with you,
context: Was it... the people who had inherited One For All who did it?\Scary... What the heck?\What? I thought you'd know about it!\No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All.\What does that mean?\I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you, response:	and you can't interfere with them.
context: Scary... What the heck?\What? I thought you'd know about it!\No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All.\What does that mean?\I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you,\and you can't interfere with them. response:	In other words, that vision isn't what got rid of the brainwashing.
context: What? I thought you'd know about it!\No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All.\What does that mean?\I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you,\and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing. response:	It was that when you saw the vision,
context: No, I also saw it before, in my younger days.\It's a clear sign that you've got a better grasp on One For All.\What does that mean?\I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you,\and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision, response:	your strong emotions allowed you to overcome Young Shinso's Brainwashing
context: It's a clear sign that you've got a better grasp on One For All.\What does that mean?\I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you,\and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing response:	for just long enough to move your fingertips, I think.
context: What does that mean?\I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you,\and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think. response:	That explanation's not satisfying at all, though...
context: I think it's like a trace of something they left behind in One For All.\It's not something with intent that can interfere with you,\and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though... response:	Don't get too hung up about it!
context: It's not something with intent that can interfere with you,\and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though...\Don't get too hung up about it! response:	More importantly, don't you need to go see who you'll fight next?
context: and you can't interfere with them.\In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though...\Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next? response:	Recovery Girl's Temporary Nurse's Office
context: In other words, that vision isn't what got rid of the brainwashing.\It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though...\Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office response:	Thank you both very much!
context: It was that when you saw the vision,\your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though...\Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office\Thank you both very much! response:	Goodbye!
context: your strong emotions allowed you to overcome Young Shinso's Brainwashing\for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though...\Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office\Thank you both very much!\Goodbye! response:	You... were there, too, he said.
context: for just long enough to move your fingertips, I think.\That explanation's not satisfying at all, though...\Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office\Thank you both very much!\Goodbye!\You... were there, too, he said. response:	That's a good thing.
context: That explanation's not satisfying at all, though...\Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office\Thank you both very much!\Goodbye!\You... were there, too, he said.\That's a good thing. response:	Player Waiting Room 2
context: Don't get too hung up about it!\More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office\Thank you both very much!\Goodbye!\You... were there, too, he said.\That's a good thing.\Player Waiting Room 2 response:	Midoriya won, huh?
context: More importantly, don't you need to go see who you'll fight next?\Recovery Girl's Temporary Nurse's Office\Thank you both very much!\Goodbye!\You... were there, too, he said.\That's a good thing.\Player Waiting Room 2\Midoriya won, huh? response:	You're in my way.
context: Recovery Girl's Temporary Nurse's Office\Thank you both very much!\Goodbye!\You... were there, too, he said.\That's a good thing.\Player Waiting Room 2\Midoriya won, huh?\You're in my way. response:	You're acting disgracefully, Shoto.
context: Thank you both very much!\Goodbye!\You... were there, too, he said.\That's a good thing.\Player Waiting Room 2\Midoriya won, huh?\You're in my way.\You're acting disgracefully, Shoto. response:	If you used the power in your left side,
context: Goodbye!\You... were there, too, he said.\That's a good thing.\Player Waiting Room 2\Midoriya won, huh?\You're in my way.\You're acting disgracefully, Shoto.\If you used the power in your left side, response:	you would've had an overwhelming victory in the
context: You... were there, too, he said.\That's a good thing.\Player Waiting Room 2\Midoriya won, huh?\You're in my way.\You're acting disgracefully, Shoto.\If you used the power in your left side,\you would've had an overwhelming victory in the response:	obstacle course and the cavalry battle.
context: That's a good thing.\Player Waiting Room 2\Midoriya won, huh?\You're in my way.\You're acting disgracefully, Shoto.\If you used the power in your left side,\you would've had an overwhelming victory in the\obstacle course and the cavalry battle. response:	Stop this childish rebellion already.
context: Player Waiting Room 2\Midoriya won, huh?\You're in my way.\You're acting disgracefully, Shoto.\If you used the power in your left side,\you would've had an overwhelming victory in the\obstacle course and the cavalry battle.\Stop this childish rebellion already. response:	You have a duty to surpass All Might.
context: Midoriya won, huh?\You're in my way.\You're acting disgracefully, Shoto.\If you used the power in your left side,\you would've had an overwhelming victory in the\obstacle course and the cavalry battle.\Stop this childish rebellion already.\You have a duty to surpass All Might. response:	Do you understand?
context: You're in my way.\You're acting disgracefully, Shoto.\If you used the power in your left side,\you would've had an overwhelming victory in the\obstacle course and the cavalry battle.\Stop this childish rebellion already.\You have a duty to surpass All Might.\Do you understand? response:	You're different from your siblings.
context: You're acting disgracefully, Shoto.\If you used the power in your left side,\you would've had an overwhelming victory in the\obstacle course and the cavalry battle.\Stop this childish rebellion already.\You have a duty to surpass All Might.\Do you understand?\You're different from your siblings. response:	You are the greatest masterpiece!
context: If you used the power in your left side,\you would've had an overwhelming victory in the\obstacle course and the cavalry battle.\Stop this childish rebellion already.\You have a duty to surpass All Might.\Do you understand?\You're different from your siblings.\You are the greatest masterpiece! response:	Is that all you can say, bastard?
context: you would've had an overwhelming victory in the\obstacle course and the cavalry battle.\Stop this childish rebellion already.\You have a duty to surpass All Might.\Do you understand?\You're different from your siblings.\You are the greatest masterpiece!\Is that all you can say, bastard? response:	I will win and advance with just Mom's power.
context: obstacle course and the cavalry battle.\Stop this childish rebellion already.\You have a duty to surpass All Might.\Do you understand?\You're different from your siblings.\You are the greatest masterpiece!\Is that all you can say, bastard?\I will win and advance with just Mom's power. response:	I won't use your power when I fight.
context: Stop this childish rebellion already.\You have a duty to surpass All Might.\Do you understand?\You're different from your siblings.\You are the greatest masterpiece!\Is that all you can say, bastard?\I will win and advance with just Mom's power.\I won't use your power when I fight. response:	Even if that works for now,
context: You have a duty to surpass All Might.\Do you understand?\You're different from your siblings.\You are the greatest masterpiece!\Is that all you can say, bastard?\I will win and advance with just Mom's power.\I won't use your power when I fight.\Even if that works for now, response:	you'll soon reach the limits of that power.
context: Do you understand?\You're different from your siblings.\You are the greatest masterpiece!\Is that all you can say, bastard?\I will win and advance with just Mom's power.\I won't use your power when I fight.\Even if that works for now,\you'll soon reach the limits of that power. response:	Oh, Deku!
context: You're different from your siblings.\You are the greatest masterpiece!\Is that all you can say, bastard?\I will win and advance with just Mom's power.\I won't use your power when I fight.\Even if that works for now,\you'll soon reach the limits of that power.\Oh, Deku! response:	Good work!
context: You are the greatest masterpiece!\Is that all you can say, bastard?\I will win and advance with just Mom's power.\I won't use your power when I fight.\Even if that works for now,\you'll soon reach the limits of that power.\Oh, Deku!\Good work! response:	We saved a seat for you!
context: Is that all you can say, bastard?\I will win and advance with just Mom's power.\I won't use your power when I fight.\Even if that works for now,\you'll soon reach the limits of that power.\Oh, Deku!\Good work!\We saved a seat for you! response:	Thanks.
context: I will win and advance with just Mom's power.\I won't use your power when I fight.\Even if that works for now,\you'll soon reach the limits of that power.\Oh, Deku!\Good work!\We saved a seat for you!\Thanks. response:	Thanks for waiting!
context: I won't use your power when I fight.\Even if that works for now,\you'll soon reach the limits of that power.\Oh, Deku!\Good work!\We saved a seat for you!\Thanks.\Thanks for waiting! response:	Next up is... these guys!
context: Even if that works for now,\you'll soon reach the limits of that power.\Oh, Deku!\Good work!\We saved a seat for you!\Thanks.\Thanks for waiting!\Next up is... these guys! response:	Shoto Todoroki Hanta Sero
context: you'll soon reach the limits of that power.\Oh, Deku!\Good work!\We saved a seat for you!\Thanks.\Thanks for waiting!\Next up is... these guys!\Shoto Todoroki Hanta Sero response:	He's good! He's good, but what's with that plainness he just can't get rid of?
context: Oh, Deku!\Good work!\We saved a seat for you!\Thanks.\Thanks for waiting!\Next up is... these guys!\Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of? response:	From the hero course, it's Hanta Sero!
context: Good work!\We saved a seat for you!\Thanks.\Thanks for waiting!\Next up is... these guys!\Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero! response:	That's mean.
context: We saved a seat for you!\Thanks.\Thanks for waiting!\Next up is... these guys!\Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero!\That's mean. response:	Versus-
context: Thanks.\Thanks for waiting!\Next up is... these guys!\Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero!\That's mean.\Versus- response:	Taking second, then first in the prelims! You're way too strong, kid!
context: Thanks for waiting!\Next up is... these guys!\Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero!\That's mean.\Versus-\Taking second, then first in the prelims! You're way too strong, kid! response:	He wasn't recommended for admission for nothing!
context: Next up is... these guys!\Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero!\That's mean.\Versus-\Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing! response:	Also from the hero course, it's Shoto Todoroki!
context: Shoto Todoroki Hanta Sero\He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero!\That's mean.\Versus-\Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki! response:	And now, for the second match of the finals-
context: He's good! He's good, but what's with that plainness he just can't get rid of?\From the hero course, it's Hanta Sero!\That's mean.\Versus-\Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals- response:	-Ready... Start! -Well, I don't feel like I can win...
context: From the hero course, it's Hanta Sero!\That's mean.\Versus-\Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win... response:	A surprise attack aimed to push his opponent out of bounds!
context: That's mean.\Versus-\Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds! response:	Don't you think that was the best choice for this situation?!
context: Versus-\Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?! response:	Seriously, get him, Sero!
context: Taking second, then first in the prelims! You're way too strong, kid!\He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?!\Seriously, get him, Sero! response:	Sorry.
context: He wasn't recommended for admission for nothing!\Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?!\Seriously, get him, Sero!\Sorry. response:	Wh-What was that?
context: Also from the hero course, it's Shoto Todoroki!\And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?!\Seriously, get him, Sero!\Sorry.\Wh-What was that? response:	What's this vibration?
context: And now, for the second match of the finals-\-Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?!\Seriously, get him, Sero!\Sorry.\Wh-What was that?\What's this vibration? response:	What's that?
context: -Ready... Start! -Well, I don't feel like I can win...\A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?!\Seriously, get him, Sero!\Sorry.\Wh-What was that?\What's this vibration?\What's that? response:	Don't...
context: A surprise attack aimed to push his opponent out of bounds!\Don't you think that was the best choice for this situation?!\Seriously, get him, Sero!\Sorry.\Wh-What was that?\What's this vibration?\What's that?\Don't... response:	Don't you think that's a bit much?
context: Don't you think that was the best choice for this situation?!\Seriously, get him, Sero!\Sorry.\Wh-What was that?\What's this vibration?\What's that?\Don't...\Don't you think that's a bit much? response:	Sero, can you move?
context: Seriously, get him, Sero!\Sorry.\Wh-What was that?\What's this vibration?\What's that?\Don't...\Don't you think that's a bit much?\Sero, can you move? response:	O-Of course not...
context: Sorry.\Wh-What was that?\What's this vibration?\What's that?\Don't...\Don't you think that's a bit much?\Sero, can you move?\O-Of course not... response:	Ow...
context: Wh-What was that?\What's this vibration?\What's that?\Don't...\Don't you think that's a bit much?\Sero, can you move?\O-Of course not...\Ow... response:	Sero is immobilized!
context: What's this vibration?\What's that?\Don't...\Don't you think that's a bit much?\Sero, can you move?\O-Of course not...\Ow...\Sero is immobilized! response:	Todoroki advances to the second round!
context: What's that?\Don't...\Don't you think that's a bit much?\Sero, can you move?\O-Of course not...\Ow...\Sero is immobilized!\Todoroki advances to the second round! response:	D-Don't worry about it...
context: Don't...\Don't you think that's a bit much?\Sero, can you move?\O-Of course not...\Ow...\Sero is immobilized!\Todoroki advances to the second round!\D-Don't worry about it... response:	Don't worry about it!
context: Don't you think that's a bit much?\Sero, can you move?\O-Of course not...\Ow...\Sero is immobilized!\Todoroki advances to the second round!\D-Don't worry about it...\Don't worry about it! response:	-Don't worry about it! -Don't worry about it!
context: Sero, can you move?\O-Of course not...\Ow...\Sero is immobilized!\Todoroki advances to the second round!\D-Don't worry about it...\Don't worry about it!\-Don't worry about it! -Don't worry about it! response:	Don't worry about it!
context: O-Of course not...\Ow...\Sero is immobilized!\Todoroki advances to the second round!\D-Don't worry about it...\Don't worry about it!\-Don't worry about it! -Don't worry about it!\Don't worry about it! response:	Sorry, I went overboard.
context: Ow...\Sero is immobilized!\Todoroki advances to the second round!\D-Don't worry about it...\Don't worry about it!\-Don't worry about it! -Don't worry about it!\Don't worry about it!\Sorry, I went overboard. response:	I was angry.
context: Sero is immobilized!\Todoroki advances to the second round!\D-Don't worry about it...\Don't worry about it!\-Don't worry about it! -Don't worry about it!\Don't worry about it!\Sorry, I went overboard.\I was angry. response:	Under the eyes of the crowd that started shouting Don't worry about it unprompted
context: Todoroki advances to the second round!\D-Don't worry about it...\Don't worry about it!\-Don't worry about it! -Don't worry about it!\Don't worry about it!\Sorry, I went overboard.\I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted response:	was Todoroki, melting what he'd frozen himself with his left hand.
context: D-Don't worry about it...\Don't worry about it!\-Don't worry about it! -Don't worry about it!\Don't worry about it!\Sorry, I went overboard.\I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand. response:	For some reason...
context: Don't worry about it!\-Don't worry about it! -Don't worry about it!\Don't worry about it!\Sorry, I went overboard.\I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand.\For some reason... response:	Preview
context: -Don't worry about it! -Don't worry about it!\Don't worry about it!\Sorry, I went overboard.\I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand.\For some reason...\Preview response:	The preview is here!
context: Don't worry about it!\Sorry, I went overboard.\I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand.\For some reason...\Preview\The preview is here! response:	The U.A. sports festival finals tournament!
context: Sorry, I went overboard.\I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand.\For some reason...\Preview\The preview is here!\The U.A. sports festival finals tournament! response:	The sixteen players in it clash with their Quirks and their pride!
context: I was angry.\Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand.\For some reason...\Preview\The preview is here!\The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride! response:	There's only a slight difference between winning and losing!
context: Under the eyes of the crowd that started shouting Don't worry about it unprompted\was Todoroki, melting what he'd frozen himself with his left hand.\For some reason...\Preview\The preview is here!\The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing! response:	Even so-
context: was Todoroki, melting what he'd frozen himself with his left hand.\For some reason...\Preview\The preview is here!\The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing!\Even so- response:	The only ones who can win
context: For some reason...\Preview\The preview is here!\The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing!\Even so-\The only ones who can win response:	are those who train diligently every day
context: Preview\The preview is here!\The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing!\Even so-\The only ones who can win\are those who train diligently every day response:	and hang on to their dream of becoming a hero!
context: The preview is here!\The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing!\Even so-\The only ones who can win\are those who train diligently every day\and hang on to their dream of becoming a hero! response:	Do your best, you zygotes!
context: The U.A. sports festival finals tournament!\The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing!\Even so-\The only ones who can win\are those who train diligently every day\and hang on to their dream of becoming a hero!\Do your best, you zygotes! response:	Next time, Battle on, Challengers!
context: The sixteen players in it clash with their Quirks and their pride!\There's only a slight difference between winning and losing!\Even so-\The only ones who can win\are those who train diligently every day\and hang on to their dream of becoming a hero!\Do your best, you zygotes!\Next time, Battle on, Challengers! response:	Young Iida is manipulated by a girl and is completely humiliated!
context: There's only a slight difference between winning and losing!\Even so-\The only ones who can win\are those who train diligently every day\and hang on to their dream of becoming a hero!\Do your best, you zygotes!\Next time, Battle on, Challengers!\Young Iida is manipulated by a girl and is completely humiliated! response:	Next time: Battle on, Challengers!
context: Even so-\The only ones who can win\are those who train diligently every day\and hang on to their dream of becoming a hero!\Do your best, you zygotes!\Next time, Battle on, Challengers!\Young Iida is manipulated by a girl and is completely humiliated!\Next time: Battle on, Challengers! response:	Go beyond!
context: The only ones who can win\are those who train diligently every day\and hang on to their dream of becoming a hero!\Do your best, you zygotes!\Next time, Battle on, Challengers!\Young Iida is manipulated by a girl and is completely humiliated!\Next time: Battle on, Challengers!\Go beyond! response:	Plus Ultra!
