context: Yeah. response:	Pre! Preparation!
context: Activate quick-play magic Immediate Discovery.\Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn.\It's your turn now, Takasu-kun.\Huh? Turn?\Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying.\Oh, is that so? response:	You should summon the class group photo...
context: Picture number 93, which includes the under-classmen from the baseball club, will cost just 10 yen.\End turn.\It's your turn now, Takasu-kun.\Huh? Turn?\Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying.\Oh, is that so?\You should summon the class group photo... response:	What is she talking about? I don't even...
context: End turn.\It's your turn now, Takasu-kun.\Huh? Turn?\Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying.\Oh, is that so?\You should summon the class group photo...\What is she talking about? I don't even... response:	Show me! Show me!
context: It's your turn now, Takasu-kun.\Huh? Turn?\Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying.\Oh, is that so?\You should summon the class group photo...\What is she talking about? I don't even...\Show me! Show me! response:	Oh, 85.
context: Huh? Turn?\Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying.\Oh, is that so?\You should summon the class group photo...\What is she talking about? I don't even...\Show me! Show me!\Oh, 85. response:	85, 85, 85...
context: Gosh, don't play dumb.\I'm just asking you to show me which pictures you're buying.\Oh, is that so?\You should summon the class group photo...\What is she talking about? I don't even...\Show me! Show me!\Oh, 85.\85, 85, 85... response:	No, don't get the wrong -
context: I'm just asking you to show me which pictures you're buying.\Oh, is that so?\You should summon the class group photo...\What is she talking about? I don't even...\Show me! Show me!\Oh, 85.\85, 85, 85...\No, don't get the wrong - response:	I'll buy this one too so I can have the memory.
context: Oh, is that so?\You should summon the class group photo...\What is she talking about? I don't even...\Show me! Show me!\Oh, 85.\85, 85, 85...\No, don't get the wrong -\I'll buy this one too so I can have the memory. response:	O-Okay.
context: You should summon the class group photo...\What is she talking about? I don't even...\Show me! Show me!\Oh, 85.\85, 85, 85...\No, don't get the wrong -\I'll buy this one too so I can have the memory.\O-Okay. response:	Buy it... for the memory...
context: What is she talking about? I don't even...\Show me! Show me!\Oh, 85.\85, 85, 85...\No, don't get the wrong -\I'll buy this one too so I can have the memory.\O-Okay.\Buy it... for the memory... response:	What's up with you?
context: Show me! Show me!\Oh, 85.\85, 85, 85...\No, don't get the wrong -\I'll buy this one too so I can have the memory.\O-Okay.\Buy it... for the memory...\What's up with you? response:	You're only buying pictures of Sugou from Class B.
context: Oh, 85.\85, 85, 85...\No, don't get the wrong -\I'll buy this one too so I can have the memory.\O-Okay.\Buy it... for the memory...\What's up with you?\You're only buying pictures of Sugou from Class B. response:	Shut up!
context: 85, 85, 85...\No, don't get the wrong -\I'll buy this one too so I can have the memory.\O-Okay.\Buy it... for the memory...\What's up with you?\You're only buying pictures of Sugou from Class B.\Shut up! response:	Don't look!
context: No, don't get the wrong -\I'll buy this one too so I can have the memory.\O-Okay.\Buy it... for the memory...\What's up with you?\You're only buying pictures of Sugou from Class B.\Shut up!\Don't look! response:	How could you like her pictures?
context: I'll buy this one too so I can have the memory.\O-Okay.\Buy it... for the memory...\What's up with you?\You're only buying pictures of Sugou from Class B.\Shut up!\Don't look!\How could you like her pictures? response:	You're so lame.
context: O-Okay.\Buy it... for the memory...\What's up with you?\You're only buying pictures of Sugou from Class B.\Shut up!\Don't look!\How could you like her pictures?\You're so lame. response:	Huh? What about...
context: Buy it... for the memory...\What's up with you?\You're only buying pictures of Sugou from Class B.\Shut up!\Don't look!\How could you like her pictures?\You're so lame.\Huh? What about... response:	Then, let's go to that shop next time.
context: What's up with you?\You're only buying pictures of Sugou from Class B.\Shut up!\Don't look!\How could you like her pictures?\You're so lame.\Huh? What about...\Then, let's go to that shop next time. response:	Everyone's getting so hyped up because of a few pictures.
context: You're only buying pictures of Sugou from Class B.\Shut up!\Don't look!\How could you like her pictures?\You're so lame.\Huh? What about...\Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures. response:	They're all so childish.
context: Shut up!\Don't look!\How could you like her pictures?\You're so lame.\Huh? What about...\Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures.\They're all so childish. response:	Amin...
context: Don't look!\How could you like her pictures?\You're so lame.\Huh? What about...\Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures.\They're all so childish.\Amin... response:	You know, photo shoots are part of my job.
context: How could you like her pictures?\You're so lame.\Huh? What about...\Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures.\They're all so childish.\Amin...\You know, photo shoots are part of my job. response:	The pictures are sold all over Japan.
context: You're so lame.\Huh? What about...\Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures.\They're all so childish.\Amin...\You know, photo shoots are part of my job.\The pictures are sold all over Japan. response:	I don't really care who has my pictures or what they think about them.
context: Huh? What about...\Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures.\They're all so childish.\Amin...\You know, photo shoots are part of my job.\The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them. response:	In the end, they're just pictures.
context: Then, let's go to that shop next time.\Everyone's getting so hyped up because of a few pictures.\They're all so childish.\Amin...\You know, photo shoots are part of my job.\The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them.\In the end, they're just pictures. response:	Yeah, they're just pictures.
context: Everyone's getting so hyped up because of a few pictures.\They're all so childish.\Amin...\You know, photo shoots are part of my job.\The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them.\In the end, they're just pictures.\Yeah, they're just pictures. response:	You're right.
context: They're all so childish.\Amin...\You know, photo shoots are part of my job.\The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them.\In the end, they're just pictures.\Yeah, they're just pictures.\You're right. response:	They're just pictures.
context: Amin...\You know, photo shoots are part of my job.\The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them.\In the end, they're just pictures.\Yeah, they're just pictures.\You're right.\They're just pictures. response:	My, my, as expected of Amin-sensei!
context: You know, photo shoots are part of my job.\The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them.\In the end, they're just pictures.\Yeah, they're just pictures.\You're right.\They're just pictures.\My, my, as expected of Amin-sensei! response:	You're so mature!
context: The pictures are sold all over Japan.\I don't really care who has my pictures or what they think about them.\In the end, they're just pictures.\Yeah, they're just pictures.\You're right.\They're just pictures.\My, my, as expected of Amin-sensei!\You're so mature! response:	How should we get back?
context: I don't really care who has my pictures or what they think about them.\In the end, they're just pictures.\Yeah, they're just pictures.\You're right.\They're just pictures.\My, my, as expected of Amin-sensei!\You're so mature!\How should we get back? response:	Can we drop by the station today?
context: In the end, they're just pictures.\Yeah, they're just pictures.\You're right.\They're just pictures.\My, my, as expected of Amin-sensei!\You're so mature!\How should we get back?\Can we drop by the station today? response:	Sure. Do you have something to do there?
context: Yeah, they're just pictures.\You're right.\They're just pictures.\My, my, as expected of Amin-sensei!\You're so mature!\How should we get back?\Can we drop by the station today?\Sure. Do you have something to do there? response:	You know, recently...
context: You're right.\They're just pictures.\My, my, as expected of Amin-sensei!\You're so mature!\How should we get back?\Can we drop by the station today?\Sure. Do you have something to do there?\You know, recently... response:	Unmarried face... Unmarried love... Unmarried palm reading...
context: They're just pictures.\My, my, as expected of Amin-sensei!\You're so mature!\How should we get back?\Can we drop by the station today?\Sure. Do you have something to do there?\You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading... response:	Oh, my foretold wealth is decreasing...
context: My, my, as expected of Amin-sensei!\You're so mature!\How should we get back?\Can we drop by the station today?\Sure. Do you have something to do there?\You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing... response:	Teacher!
context: You're so mature!\How should we get back?\Can we drop by the station today?\Sure. Do you have something to do there?\You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing...\Teacher! response:	What do you want from the back of an unmarried person, Kawashima-san?
context: How should we get back?\Can we drop by the station today?\Sure. Do you have something to do there?\You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing...\Teacher!\What do you want from the back of an unmarried person, Kawashima-san? response:	I've noticed it this morning...
context: Can we drop by the station today?\Sure. Do you have something to do there?\You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing...\Teacher!\What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning... response:	Your wool sweater was shown in this year's Winter Collection, right?
context: Sure. Do you have something to do there?\You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing...\Teacher!\What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right? response:	Eh?
context: You know, recently...\Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing...\Teacher!\What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right?\Eh? response:	You noticed?
context: Unmarried face... Unmarried love... Unmarried palm reading...\Oh, my foretold wealth is decreasing...\Teacher!\What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right?\Eh?\You noticed? response:	I got it!
context: Oh, my foretold wealth is decreasing...\Teacher!\What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right?\Eh?\You noticed?\I got it! response:	Wearing such good brands shows that you're very mature.
context: Teacher!\What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right?\Eh?\You noticed?\I got it!\Wearing such good brands shows that you're very mature. response:	It's great!
context: What do you want from the back of an unmarried person, Kawashima-san?\I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right?\Eh?\You noticed?\I got it!\Wearing such good brands shows that you're very mature.\It's great! response:	I think everyone will understand your mature charm.
context: I've noticed it this morning...\Your wool sweater was shown in this year's Winter Collection, right?\Eh?\You noticed?\I got it!\Wearing such good brands shows that you're very mature.\It's great!\I think everyone will understand your mature charm. response:	Kawashima-san, you're a really,
context: Your wool sweater was shown in this year's Winter Collection, right?\Eh?\You noticed?\I got it!\Wearing such good brands shows that you're very mature.\It's great!\I think everyone will understand your mature charm.\Kawashima-san, you're a really, response:	really good child.
context: Eh?\You noticed?\I got it!\Wearing such good brands shows that you're very mature.\It's great!\I think everyone will understand your mature charm.\Kawashima-san, you're a really,\really good child. response:	I'm really mature.
context: You noticed?\I got it!\Wearing such good brands shows that you're very mature.\It's great!\I think everyone will understand your mature charm.\Kawashima-san, you're a really,\really good child.\I'm really mature. response:	Huh?
context: I got it!\Wearing such good brands shows that you're very mature.\It's great!\I think everyone will understand your mature charm.\Kawashima-san, you're a really,\really good child.\I'm really mature.\Huh? response:	No, it's nothing.
context: Wearing such good brands shows that you're very mature.\It's great!\I think everyone will understand your mature charm.\Kawashima-san, you're a really,\really good child.\I'm really mature.\Huh?\No, it's nothing. response:	Let's go to the supermarket before we head back.
context: It's great!\I think everyone will understand your mature charm.\Kawashima-san, you're a really,\really good child.\I'm really mature.\Huh?\No, it's nothing.\Let's go to the supermarket before we head back. response:	Sounds good.
context: I think everyone will understand your mature charm.\Kawashima-san, you're a really,\really good child.\I'm really mature.\Huh?\No, it's nothing.\Let's go to the supermarket before we head back.\Sounds good. response:	Today, I want to eat...
context: Kawashima-san, you're a really,\really good child.\I'm really mature.\Huh?\No, it's nothing.\Let's go to the supermarket before we head back.\Sounds good.\Today, I want to eat... response:	Meat?
context: really good child.\I'm really mature.\Huh?\No, it's nothing.\Let's go to the supermarket before we head back.\Sounds good.\Today, I want to eat...\Meat? response:	How about some fat meat?
context: I'm really mature.\Huh?\No, it's nothing.\Let's go to the supermarket before we head back.\Sounds good.\Today, I want to eat...\Meat?\How about some fat meat? response:	All you know is meat.
context: Huh?\No, it's nothing.\Let's go to the supermarket before we head back.\Sounds good.\Today, I want to eat...\Meat?\How about some fat meat?\All you know is meat. response:	Do you have a problem?
context: No, it's nothing.\Let's go to the supermarket before we head back.\Sounds good.\Today, I want to eat...\Meat?\How about some fat meat?\All you know is meat.\Do you have a problem? response:	I also pay for the food, you know!
context: Let's go to the supermarket before we head back.\Sounds good.\Today, I want to eat...\Meat?\How about some fat meat?\All you know is meat.\Do you have a problem?\I also pay for the food, you know! response:	Think about your nutrition balance.
context: Sounds good.\Today, I want to eat...\Meat?\How about some fat meat?\All you know is meat.\Do you have a problem?\I also pay for the food, you know!\Think about your nutrition balance. response:	Are you acting all tough because you bought the picture with you and Minorin holding hands?
context: Today, I want to eat...\Meat?\How about some fat meat?\All you know is meat.\Do you have a problem?\I also pay for the food, you know!\Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands? response:	Y-You saw it?
context: Meat?\How about some fat meat?\All you know is meat.\Do you have a problem?\I also pay for the food, you know!\Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it? response:	I knew you'd buy it.
context: How about some fat meat?\All you know is meat.\Do you have a problem?\I also pay for the food, you know!\Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it?\I knew you'd buy it. response:	See, I was right.
context: All you know is meat.\Do you have a problem?\I also pay for the food, you know!\Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it?\I knew you'd buy it.\See, I was right. response:	D-Didn't you buy a picture too?
context: Do you have a problem?\I also pay for the food, you know!\Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it?\I knew you'd buy it.\See, I was right.\D-Didn't you buy a picture too? response:	I guess.
context: I also pay for the food, you know!\Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it?\I knew you'd buy it.\See, I was right.\D-Didn't you buy a picture too?\I guess. response:	It's not like I need it,
context: Think about your nutrition balance.\Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it?\I knew you'd buy it.\See, I was right.\D-Didn't you buy a picture too?\I guess.\It's not like I need it, response:	since I'm his girlfriend.
context: Are you acting all tough because you bought the picture with you and Minorin holding hands?\Y-You saw it?\I knew you'd buy it.\See, I was right.\D-Didn't you buy a picture too?\I guess.\It's not like I need it,\since I'm his girlfriend. response:	Ow...
context: Y-You saw it?\I knew you'd buy it.\See, I was right.\D-Didn't you buy a picture too?\I guess.\It's not like I need it,\since I'm his girlfriend.\Ow... response:	Oh, the person from a while ago.
context: I knew you'd buy it.\See, I was right.\D-Didn't you buy a picture too?\I guess.\It's not like I need it,\since I'm his girlfriend.\Ow...\Oh, the person from a while ago. response:	S-Sorry, I -
context: See, I was right.\D-Didn't you buy a picture too?\I guess.\It's not like I need it,\since I'm his girlfriend.\Ow...\Oh, the person from a while ago.\S-Sorry, I - response:	You again?
context: D-Didn't you buy a picture too?\I guess.\It's not like I need it,\since I'm his girlfriend.\Ow...\Oh, the person from a while ago.\S-Sorry, I -\You again? response:	T-This time, you want to peek up my skirt?
context: I guess.\It's not like I need it,\since I'm his girlfriend.\Ow...\Oh, the person from a while ago.\S-Sorry, I -\You again?\T-This time, you want to peek up my skirt? response:	No!
context: It's not like I need it,\since I'm his girlfriend.\Ow...\Oh, the person from a while ago.\S-Sorry, I -\You again?\T-This time, you want to peek up my skirt?\No! response:	Stay there!
context: since I'm his girlfriend.\Ow...\Oh, the person from a while ago.\S-Sorry, I -\You again?\T-This time, you want to peek up my skirt?\No!\Stay there! response:	Don't run!
context: Ow...\Oh, the person from a while ago.\S-Sorry, I -\You again?\T-This time, you want to peek up my skirt?\No!\Stay there!\Don't run! response:	She's back to how she was before the cultural festival, huh?
context: Oh, the person from a while ago.\S-Sorry, I -\You again?\T-This time, you want to peek up my skirt?\No!\Stay there!\Don't run!\She's back to how she was before the cultural festival, huh? response:	Even though something like that happened...
context: S-Sorry, I -\You again?\T-This time, you want to peek up my skirt?\No!\Stay there!\Don't run!\She's back to how she was before the cultural festival, huh?\Even though something like that happened... response:	No, it's because it happened.
context: You again?\T-This time, you want to peek up my skirt?\No!\Stay there!\Don't run!\She's back to how she was before the cultural festival, huh?\Even though something like that happened...\No, it's because it happened. response:	President, the total cost of the cultural festival has been calculated.
context: T-This time, you want to peek up my skirt?\No!\Stay there!\Don't run!\She's back to how she was before the cultural festival, huh?\Even though something like that happened...\No, it's because it happened.\President, the total cost of the cultural festival has been calculated. response:	Oh, how is it?
context: No!\Stay there!\Don't run!\She's back to how she was before the cultural festival, huh?\Even though something like that happened...\No, it's because it happened.\President, the total cost of the cultural festival has been calculated.\Oh, how is it? response:	Tomiie-kun has been touched!
context: Stay there!\Don't run!\She's back to how she was before the cultural festival, huh?\Even though something like that happened...\No, it's because it happened.\President, the total cost of the cultural festival has been calculated.\Oh, how is it?\Tomiie-kun has been touched! response:	What was that about?
context: Don't run!\She's back to how she was before the cultural festival, huh?\Even though something like that happened...\No, it's because it happened.\President, the total cost of the cultural festival has been calculated.\Oh, how is it?\Tomiie-kun has been touched!\What was that about? response:	It's probably the Legend of the Palmtop Tiger of Happiness.
context: She's back to how she was before the cultural festival, huh?\Even though something like that happened...\No, it's because it happened.\President, the total cost of the cultural festival has been calculated.\Oh, how is it?\Tomiie-kun has been touched!\What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness. response:	They say that your wishes will come true if Aisaka Taiga touches you.
context: Even though something like that happened...\No, it's because it happened.\President, the total cost of the cultural festival has been calculated.\Oh, how is it?\Tomiie-kun has been touched!\What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you. response:	It's just a rumor, though.
context: No, it's because it happened.\President, the total cost of the cultural festival has been calculated.\Oh, how is it?\Tomiie-kun has been touched!\What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though. response:	So Tomiie was testing it, huh?
context: President, the total cost of the cultural festival has been calculated.\Oh, how is it?\Tomiie-kun has been touched!\What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though.\So Tomiie was testing it, huh? response:	It doesn't matter if it's a rumor or a lie.
context: Oh, how is it?\Tomiie-kun has been touched!\What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though.\So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie. response:	It's understandable that people want to put faith in these superstitious ideas.
context: Tomiie-kun has been touched!\What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though.\So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas. response:	I'm surprised that you would say something like that.
context: What was that about?\It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though.\So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that. response:	Really?
context: It's probably the Legend of the Palmtop Tiger of Happiness.\They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though.\So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that.\Really? response:	Um...
context: They say that your wishes will come true if Aisaka Taiga touches you.\It's just a rumor, though.\So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that.\Really?\Um... response:	President.
context: It's just a rumor, though.\So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that.\Really?\Um...\President. response:	Kitamura.
context: So Tomiie was testing it, huh?\It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that.\Really?\Um...\President.\Kitamura. response:	I have something to tell you.
context: It doesn't matter if it's a rumor or a lie.\It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that.\Really?\Um...\President.\Kitamura.\I have something to tell you. response:	In the end, I didn't get touched by Taiga.
context: It's understandable that people want to put faith in these superstitious ideas.\I'm surprised that you would say something like that.\Really?\Um...\President.\Kitamura.\I have something to tell you.\In the end, I didn't get touched by Taiga. response:	I really envy the girls she touched.
context: I'm surprised that you would say something like that.\Really?\Um...\President.\Kitamura.\I have something to tell you.\In the end, I didn't get touched by Taiga.\I really envy the girls she touched. response:	Taiga is also living happily ever after with Maruo now.
context: Really?\Um...\President.\Kitamura.\I have something to tell you.\In the end, I didn't get touched by Taiga.\I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now. response:	They just danced, nothing more!
context: Um...\President.\Kitamura.\I have something to tell you.\In the end, I didn't get touched by Taiga.\I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now.\They just danced, nothing more! response:	It's impossible that Taiga could like Maruo!
context: President.\Kitamura.\I have something to tell you.\In the end, I didn't get touched by Taiga.\I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now.\They just danced, nothing more!\It's impossible that Taiga could like Maruo! response:	Why do you care?
context: Kitamura.\I have something to tell you.\In the end, I didn't get touched by Taiga.\I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now.\They just danced, nothing more!\It's impossible that Taiga could like Maruo!\Why do you care? response:	That's why I said...
context: I have something to tell you.\In the end, I didn't get touched by Taiga.\I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now.\They just danced, nothing more!\It's impossible that Taiga could like Maruo!\Why do you care?\That's why I said... response:	Whoever believes that jinx is a dumb-ass.
context: In the end, I didn't get touched by Taiga.\I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now.\They just danced, nothing more!\It's impossible that Taiga could like Maruo!\Why do you care?\That's why I said...\Whoever believes that jinx is a dumb-ass. response:	I wish I was you.
context: I really envy the girls she touched.\Taiga is also living happily ever after with Maruo now.\They just danced, nothing more!\It's impossible that Taiga could like Maruo!\Why do you care?\That's why I said...\Whoever believes that jinx is a dumb-ass.\I wish I was you. response:	It's like, as long as it has to do with love,
context: Taiga is also living happily ever after with Maruo now.\They just danced, nothing more!\It's impossible that Taiga could like Maruo!\Why do you care?\That's why I said...\Whoever believes that jinx is a dumb-ass.\I wish I was you.\It's like, as long as it has to do with love, response:	you can make anything come true.
context: They just danced, nothing more!\It's impossible that Taiga could like Maruo!\Why do you care?\That's why I said...\Whoever believes that jinx is a dumb-ass.\I wish I was you.\It's like, as long as it has to do with love,\you can make anything come true. response:	Yeah.
context: It's impossible that Taiga could like Maruo!\Why do you care?\That's why I said...\Whoever believes that jinx is a dumb-ass.\I wish I was you.\It's like, as long as it has to do with love,\you can make anything come true.\Yeah. response:	You're so mature and you have a great body.
context: Why do you care?\That's why I said...\Whoever believes that jinx is a dumb-ass.\I wish I was you.\It's like, as long as it has to do with love,\you can make anything come true.\Yeah.\You're so mature and you have a great body. response:	I don't think there's a guy in the world who's out of your reach.
context: That's why I said...\Whoever believes that jinx is a dumb-ass.\I wish I was you.\It's like, as long as it has to do with love,\you can make anything come true.\Yeah.\You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach. response:	Don't say that...
context: Whoever believes that jinx is a dumb-ass.\I wish I was you.\It's like, as long as it has to do with love,\you can make anything come true.\Yeah.\You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach.\Don't say that... response:	Ami-chan?
context: I wish I was you.\It's like, as long as it has to do with love,\you can make anything come true.\Yeah.\You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach.\Don't say that...\Ami-chan? response:	A pack for 1800 yen, huh?
context: It's like, as long as it has to do with love,\you can make anything come true.\Yeah.\You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach.\Don't say that...\Ami-chan?\A pack for 1800 yen, huh? response:	Aren't you really trying hard?
context: you can make anything come true.\Yeah.\You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach.\Don't say that...\Ami-chan?\A pack for 1800 yen, huh?\Aren't you really trying hard? response:	Kawashima?
context: Yeah.\You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach.\Don't say that...\Ami-chan?\A pack for 1800 yen, huh?\Aren't you really trying hard?\Kawashima? response:	It's all right to look so serious when you're troubled, but...
context: You're so mature and you have a great body.\I don't think there's a guy in the world who's out of your reach.\Don't say that...\Ami-chan?\A pack for 1800 yen, huh?\Aren't you really trying hard?\Kawashima?\It's all right to look so serious when you're troubled, but... response:	Takasu-kun, you're being watched by undercover security guards.
context: I don't think there's a guy in the world who's out of your reach.\Don't say that...\Ami-chan?\A pack for 1800 yen, huh?\Aren't you really trying hard?\Kawashima?\It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards. response:	Can't you at least smile while you shop?
context: Don't say that...\Ami-chan?\A pack for 1800 yen, huh?\Aren't you really trying hard?\Kawashima?\It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop? response:	I-I guess...
context: Ami-chan?\A pack for 1800 yen, huh?\Aren't you really trying hard?\Kawashima?\It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop?\I-I guess... response:	But you know, you can buy a four-pack of pork for the same price.
context: A pack for 1800 yen, huh?\Aren't you really trying hard?\Kawashima?\It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop?\I-I guess...\But you know, you can buy a four-pack of pork for the same price. response:	If you're troubled by the price, why don't you go touch Aisaka-san?
context: Aren't you really trying hard?\Kawashima?\It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop?\I-I guess...\But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san? response:	You might inherit a fortune from some grandfather you've never heard of.
context: Kawashima?\It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop?\I-I guess...\But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of. response:	Probably.
context: It's all right to look so serious when you're troubled, but...\Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop?\I-I guess...\But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of.\Probably. response:	Hey, you'll be blessed with good fortune if you touch Taiga, right?
context: Takasu-kun, you're being watched by undercover security guards.\Can't you at least smile while you shop?\I-I guess...\But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of.\Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right? response:	The credibility is zero.
context: Can't you at least smile while you shop?\I-I guess...\But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of.\Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero. response:	But what if it's true?
context: I-I guess...\But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of.\Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero.\But what if it's true? response:	What should I do to make Taiga herself be blessed by good fortune?
