context: -HALF- response:	Insert
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy response:	tobihanesou na kokoro no
context: You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no response:	My heart seems to hop with glee
context: kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee response:	yuku mama ni yukou yo
context: You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	risou mo mousou mo genjitsu mo
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo response:	My ideals, delusions and reality
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality response:	subete kimi wo jiku ni mawaru
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru response:	Are all about you
context: yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you response:	atarashii sekai he
context: So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he response:	Changing into a new world
context: yuku mama ni yukou yo\So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: So I'll let it guide me\risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world response:	atarashii sekai he
context: risou mo mousou mo genjitsu mo\My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he response:	atarashii sekai he
context: My ideals, delusions and reality\subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he response:	Changing into a new world
context: subete kimi wo jiku ni mawaru\Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world response:	atarashii sekai he
context: Are all about you\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he response:	atarashii sekai he
context: atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he response:	atarashii sekai he
context: atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world response:	atarashii sekai he
context: Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he response:	Changing into a new world
context: atarashii sekai he\Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world response:	Changing into a new world
context: Changing into a new world\Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world response:	inside identity ibasho wa doko
context: Changing into a new world\atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko response:	kanchigai ga haji ka douka
context: atarashii sekai he\atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka response:	sunaosa ga itai toka
context: atarashii sekai he\Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka response:	dare ga nanto iou to tadashisa nante wakannai ze
context: Changing into a new world\atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze response:	futsuu ni nagareteku nichijou ni
context: atarashii sekai he\Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni response:	muri shite najimaseta
context: Changing into a new world\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta response:	shizunjimatta kouseitachi wo
context: Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo response:	kande nonde haite warau
context: inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau response:	konna boku wo wakatte hoshii
context: kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii response:	iitai kedo ienakute
context: sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute response:	nande daremo wakatte kunnai no to
context: dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to response:	omou no wa zeitaku nano kana nano kana
context: futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana response:	kanjouteki na taiyou wa
context: muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa response:	netsu wo agesugite dounika narisou
context: shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou response:	sakebitakute shou ga nai
context: kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai response:	gamushara ni mo tometeru identity
context: konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity response:	inside my feeling
context: iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling response:	inside my justice
context: nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice response:	jama shinaide
context: omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide response:	ibasho wa doko
context: kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko response:	Inside identity! Where do I belong?
context: netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong? response:	Getting it wrong is a shame?
context: sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame? response:	Being honest hurts?
context: gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts? response:	Whatever people say, they don't know what's right
context: inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right response:	The boring river of time drifts on
context: inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on response:	We tried to fit in with the flow
context: jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow response:	And our uniqueness sunk in the mud
context: ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud response:	So chew it, swallow it, spit it out and laugh
context: Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh response:	I wish you understood me
context: Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me response:	That's what I want to say, but I can't
context: Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't response:	No one ever understands me
context: Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me response:	Is it selfish to think that? Is it? Is it?
context: The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it? response:	The emotional Sun in the sky
context: We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky response:	Overheated, reaching its limit
context: And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit response:	Of course I want to shout
context: So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout response:	My fast and furious identity
context: I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity response:	Inside my feeling
context: That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling response:	Inside my justice
context: No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice response:	Don't get in my way
context: Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way response:	Where do I belong?
context: The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong? response:	inside identity ibasho wa doko
context: Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\inside identity ibasho wa doko response:	kanchigai ga haji ka douka
context: Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka response:	sunaosa ga itai toka
context: My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka response:	dare ga nanto iou to tadashisa nante wakannai ze
context: Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze response:	futsuu ni nagareteku nichijou ni
context: Inside my justice\Don't get in my way\Where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni response:	muri shite najimaseta
context: Don't get in my way\Where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta response:	shizunjimatta kouseitachi wo
context: Where do I belong?\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo response:	kande nonde haite warau
context: inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau response:	konna boku wo wakatte hoshii
context: kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii response:	iitai kedo ienakute
context: sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute response:	nande daremo wakatte kunnai no to
context: dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to response:	omou no wa zeitaku nano kana nano kana
context: futsuu ni nagareteku nichijou ni\muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana response:	kanjouteki na taiyou wa
context: muri shite najimaseta\shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa response:	netsu wo agesugite dounika narisou
context: shizunjimatta kouseitachi wo\kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou response:	sakebitakute shou ga nai
context: kande nonde haite warau\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai response:	gamushara ni mo tometeru identity
context: konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity response:	inside my feeling
context: iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling response:	inside my justice
context: nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice response:	jama shinaide
context: omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide response:	ibasho wa doko
context: kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko response:	Inside identity! Where do I belong?
context: netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong? response:	Getting it wrong is a shame?
context: sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame? response:	Being honest hurts?
context: gamushara ni mo tometeru identity\inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts? response:	Whatever people say, they don't know what's right
context: inside my feeling\inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right response:	The boring river of time drifts on
context: inside my justice\jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on response:	We tried to fit in with the flow
context: jama shinaide\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow response:	And our uniqueness sunk in the mud
context: ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud response:	So chew it, swallow it, spit it out and laugh
context: Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh response:	I wish you understood me
context: Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me response:	That's what I want to say, but I can't
context: Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't response:	No one ever understands me
context: Whatever people say, they don't know what's right\The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me response:	Is it selfish to think that? Is it? Is it?
context: The boring river of time drifts on\We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it? response:	The emotional Sun in the sky
context: We tried to fit in with the flow\And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky response:	Overheated, reaching its limit
context: And our uniqueness sunk in the mud\So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit response:	Of course I want to shout
context: So chew it, swallow it, spit it out and laugh\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout response:	My fast and furious identity
context: I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity response:	Inside my feeling
context: That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling response:	Inside my justice
context: No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice response:	Don't get in my way
context: Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way response:	Where do I belong?
context: The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong? response:	Who helped me notice
context: Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\Who helped me notice response:	The growing darkness behind the light
context: Of course I want to shout\My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\Who helped me notice\The growing darkness behind the light response:	By shouting so loud in the distance
context: My fast and furious identity\Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\Who helped me notice\The growing darkness behind the light\By shouting so loud in the distance response:	You turn your back to hide your smile
context: Inside my feeling\Inside my justice\Don't get in my way\Where do I belong?\Who helped me notice\The growing darkness behind the light\By shouting so loud in the distance\You turn your back to hide your smile response:	Don't just call honesty weakness
context: Inside my justice\Don't get in my way\Where do I belong?\Who helped me notice\The growing darkness behind the light\By shouting so loud in the distance\You turn your back to hide your smile\Don't just call honesty weakness response:	Don't say that not crying is strength
context: Don't get in my way\Where do I belong?\Who helped me notice\The growing darkness behind the light\By shouting so loud in the distance\You turn your back to hide your smile\Don't just call honesty weakness\Don't say that not crying is strength response:	Your hands holding mine
context: Where do I belong?\Who helped me notice\The growing darkness behind the light\By shouting so loud in the distance\You turn your back to hide your smile\Don't just call honesty weakness\Don't say that not crying is strength\Your hands holding mine response:	Give me warmth I dare to trust
context: Who helped me notice\The growing darkness behind the light\By shouting so loud in the distance\You turn your back to hide your smile\Don't just call honesty weakness\Don't say that not crying is strength\Your hands holding mine\Give me warmth I dare to trust response:	Finally I realized, at least I found it
context: The growing darkness behind the light\By shouting so loud in the distance\You turn your back to hide your smile\Don't just call honesty weakness\Don't say that not crying is strength\Your hands holding mine\Give me warmth I dare to trust\Finally I realized, at least I found it response:	The truth blurred by my tears
context: By shouting so loud in the distance\You turn your back to hide your smile\Don't just call honesty weakness\Don't say that not crying is strength\Your hands holding mine\Give me warmth I dare to trust\Finally I realized, at least I found it\The truth blurred by my tears response:	It's okay to be myself
context: You turn your back to hide your smile\Don't just call honesty weakness\Don't say that not crying is strength\Your hands holding mine\Give me warmth I dare to trust\Finally I realized, at least I found it\The truth blurred by my tears\It's okay to be myself response:	You tell me, stroking my head
context: Don't just call honesty weakness\Don't say that not crying is strength\Your hands holding mine\Give me warmth I dare to trust\Finally I realized, at least I found it\The truth blurred by my tears\It's okay to be myself\You tell me, stroking my head response:	I look at your face as you sleep
context: Don't say that not crying is strength\Your hands holding mine\Give me warmth I dare to trust\Finally I realized, at least I found it\The truth blurred by my tears\It's okay to be myself\You tell me, stroking my head\I look at your face as you sleep response:	And new feelings are born in my heart
