context: Episode 5 Umaru and Summer Vacation response:	Midterms 1: Doma Umaru 2: Tachibana Sylphynford
context: On Sale Today!!\Limit 1 Copy per Customer\Yen (Tax In.)\Don't buy anything other than clothes.\Don't do it! Don't you do it!\Don't buy anything other than clothes...\Don't buy anything other than clothes...\Don't do it! Don't you do it! response:	Sunday
context: Limit 1 Copy per Customer\Yen (Tax In.)\Don't buy anything other than clothes.\Don't do it! Don't you do it!\Don't buy anything other than clothes...\Don't buy anything other than clothes...\Don't do it! Don't you do it!\Sunday response:	You do have more clothes now, but they all seem kind of dull.
context: Yen (Tax In.)\Don't buy anything other than clothes.\Don't do it! Don't you do it!\Don't buy anything other than clothes...\Don't buy anything other than clothes...\Don't do it! Don't you do it!\Sunday\You do have more clothes now, but they all seem kind of dull. response:	Huh? Onii-chan, solid colors are really popular right now.
context: Don't buy anything other than clothes.\Don't do it! Don't you do it!\Don't buy anything other than clothes...\Don't buy anything other than clothes...\Don't do it! Don't you do it!\Sunday\You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now. response:	What's that about?
context: Don't do it! Don't you do it!\Don't buy anything other than clothes...\Don't buy anything other than clothes...\Don't do it! Don't you do it!\Sunday\You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now.\What's that about? response:	Hey, wake up, Umaru!
context: Don't buy anything other than clothes...\Don't buy anything other than clothes...\Don't do it! Don't you do it!\Sunday\You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now.\What's that about?\Hey, wake up, Umaru! response:	It's only eight...
context: Don't buy anything other than clothes...\Don't do it! Don't you do it!\Sunday\You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now.\What's that about?\Hey, wake up, Umaru!\It's only eight... response:	How long are you going to act like it's summer vacation?
context: Don't do it! Don't you do it!\Sunday\You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now.\What's that about?\Hey, wake up, Umaru!\It's only eight...\How long are you going to act like it's summer vacation? response:	Your new semester starts today.
context: Sunday\You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now.\What's that about?\Hey, wake up, Umaru!\It's only eight...\How long are you going to act like it's summer vacation?\Your new semester starts today. response:	I guess it's true that you only realize how precious something is once you've lost it.
context: You do have more clothes now, but they all seem kind of dull.\Huh? Onii-chan, solid colors are really popular right now.\What's that about?\Hey, wake up, Umaru!\It's only eight...\How long are you going to act like it's summer vacation?\Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it. response:	My summer vacation... and Onii-chan, too.
context: Huh? Onii-chan, solid colors are really popular right now.\What's that about?\Hey, wake up, Umaru!\It's only eight...\How long are you going to act like it's summer vacation?\Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too. response:	Stop saying depressing things and eat your breakfast.
context: What's that about?\Hey, wake up, Umaru!\It's only eight...\How long are you going to act like it's summer vacation?\Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast. response:	Where's my steak?
context: Hey, wake up, Umaru!\It's only eight...\How long are you going to act like it's summer vacation?\Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast.\Where's my steak? response:	There isn't one. Could you even eat that right after waking up?
context: It's only eight...\How long are you going to act like it's summer vacation?\Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast.\Where's my steak?\There isn't one. Could you even eat that right after waking up? response:	For crying out loud...
context: How long are you going to act like it's summer vacation?\Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast.\Where's my steak?\There isn't one. Could you even eat that right after waking up?\For crying out loud... response:	It's already the usual time that Ebina-chan's waiting for you.
context: Your new semester starts today.\I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast.\Where's my steak?\There isn't one. Could you even eat that right after waking up?\For crying out loud...\It's already the usual time that Ebina-chan's waiting for you. response:	Meow.
context: I guess it's true that you only realize how precious something is once you've lost it.\My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast.\Where's my steak?\There isn't one. Could you even eat that right after waking up?\For crying out loud...\It's already the usual time that Ebina-chan's waiting for you.\Meow. response:	If you understand, hurry up and eat...
context: My summer vacation... and Onii-chan, too.\Stop saying depressing things and eat your breakfast.\Where's my steak?\There isn't one. Could you even eat that right after waking up?\For crying out loud...\It's already the usual time that Ebina-chan's waiting for you.\Meow.\If you understand, hurry up and eat... response:	Don't fall asleep!
context: Stop saying depressing things and eat your breakfast.\Where's my steak?\There isn't one. Could you even eat that right after waking up?\For crying out loud...\It's already the usual time that Ebina-chan's waiting for you.\Meow.\If you understand, hurry up and eat...\Don't fall asleep! response:	Well, be careful, you two.
context: Where's my steak?\There isn't one. Could you even eat that right after waking up?\For crying out loud...\It's already the usual time that Ebina-chan's waiting for you.\Meow.\If you understand, hurry up and eat...\Don't fall asleep!\Well, be careful, you two. response:	Bye, Onii-chan.
context: There isn't one. Could you even eat that right after waking up?\For crying out loud...\It's already the usual time that Ebina-chan's waiting for you.\Meow.\If you understand, hurry up and eat...\Don't fall asleep!\Well, be careful, you two.\Bye, Onii-chan. response:	U-Um, uh... Have a good day.
context: For crying out loud...\It's already the usual time that Ebina-chan's waiting for you.\Meow.\If you understand, hurry up and eat...\Don't fall asleep!\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh... Have a good day. response:	I'm sorry!
context: It's already the usual time that Ebina-chan's waiting for you.\Meow.\If you understand, hurry up and eat...\Don't fall asleep!\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh... Have a good day.\I'm sorry! response:	System Support Section
context: Meow.\If you understand, hurry up and eat...\Don't fall asleep!\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh... Have a good day.\I'm sorry!\System Support Section response:	Bomber, we just got to the office.
context: If you understand, hurry up and eat...\Don't fall asleep!\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh... Have a good day.\I'm sorry!\System Support Section\Bomber, we just got to the office. response:	Yeah, I usually get a boost in the afternoon.
context: Don't fall asleep!\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh... Have a good day.\I'm sorry!\System Support Section\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon. response:	Taihei-senpai, my PC froze. Could I ask for your assistance?
context: Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh... Have a good day.\I'm sorry!\System Support Section\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance? response:	Huh? Sure...
context: Bye, Onii-chan.\U-Um, uh... Have a good day.\I'm sorry!\System Support Section\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure... response:	I'm in my panties, but I'm not embarrassed!
context: U-Um, uh... Have a good day.\I'm sorry!\System Support Section\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure...\I'm in my panties, but I'm not embarrassed! response:	2-D Love Channel
context: I'm sorry!\System Support Section\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure...\I'm in my panties, but I'm not embarrassed!\2-D Love Channel response:	Do it over.
context: System Support Section\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure...\I'm in my panties, but I'm not embarrassed!\2-D Love Channel\Do it over. response:	How ya doin', Taihei?
context: Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure...\I'm in my panties, but I'm not embarrassed!\2-D Love Channel\Do it over.\How ya doin', Taihei? response:	Say, Taihei.
context: Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure...\I'm in my panties, but I'm not embarrassed!\2-D Love Channel\Do it over.\How ya doin', Taihei?\Say, Taihei. response:	Hm?
context: Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Sure...\I'm in my panties, but I'm not embarrassed!\2-D Love Channel\Do it over.\How ya doin', Taihei?\Say, Taihei.\Hm? response:	You always bring homemade stuff. Do you make it yourself?
context: Huh? Sure...\I'm in my panties, but I'm not embarrassed!\2-D Love Channel\Do it over.\How ya doin', Taihei?\Say, Taihei.\Hm?\You always bring homemade stuff. Do you make it yourself? response:	Or is it your girlfriend?
context: I'm in my panties, but I'm not embarrassed!\2-D Love Channel\Do it over.\How ya doin', Taihei?\Say, Taihei.\Hm?\You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend? response:	Ah...
context: 2-D Love Channel\Do it over.\How ya doin', Taihei?\Say, Taihei.\Hm?\You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend?\Ah... response:	No, it's my little sister...
context: Do it over.\How ya doin', Taihei?\Say, Taihei.\Hm?\You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend?\Ah...\No, it's my little sister... response:	Huh... Is your sister cute?
context: How ya doin', Taihei?\Say, Taihei.\Hm?\You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend?\Ah...\No, it's my little sister...\Huh... Is your sister cute? response:	Umaruun
context: Say, Taihei.\Hm?\You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend?\Ah...\No, it's my little sister...\Huh... Is your sister cute?\Umaruun response:	Onii-chan, buy it!
context: Hm?\You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend?\Ah...\No, it's my little sister...\Huh... Is your sister cute?\Umaruun\Onii-chan, buy it! response:	Nah. Normal.
context: You always bring homemade stuff. Do you make it yourself?\Or is it your girlfriend?\Ah...\No, it's my little sister...\Huh... Is your sister cute?\Umaruun\Onii-chan, buy it!\Nah. Normal. response:	Huh...
context: Or is it your girlfriend?\Ah...\No, it's my little sister...\Huh... Is your sister cute?\Umaruun\Onii-chan, buy it!\Nah. Normal.\Huh... response:	Settled Not Settled
context: Ah...\No, it's my little sister...\Huh... Is your sister cute?\Umaruun\Onii-chan, buy it!\Nah. Normal.\Huh...\Settled Not Settled response:	Sorry.
context: No, it's my little sister...\Huh... Is your sister cute?\Umaruun\Onii-chan, buy it!\Nah. Normal.\Huh...\Settled Not Settled\Sorry. response:	No, it's okay.
context: Huh... Is your sister cute?\Umaruun\Onii-chan, buy it!\Nah. Normal.\Huh...\Settled Not Settled\Sorry.\No, it's okay. response:	Want to get some drinks? My treat.
context: Umaruun\Onii-chan, buy it!\Nah. Normal.\Huh...\Settled Not Settled\Sorry.\No, it's okay.\Want to get some drinks? My treat. response:	Don't worry about it.
context: Onii-chan, buy it!\Nah. Normal.\Huh...\Settled Not Settled\Sorry.\No, it's okay.\Want to get some drinks? My treat.\Don't worry about it. response:	I love you.
context: Nah. Normal.\Huh...\Settled Not Settled\Sorry.\No, it's okay.\Want to get some drinks? My treat.\Don't worry about it.\I love you. response:	No, seriously, don't worry about it.
context: Huh...\Settled Not Settled\Sorry.\No, it's okay.\Want to get some drinks? My treat.\Don't worry about it.\I love you.\No, seriously, don't worry about it. response:	Imported Steak
context: Settled Not Settled\Sorry.\No, it's okay.\Want to get some drinks? My treat.\Don't worry about it.\I love you.\No, seriously, don't worry about it.\Imported Steak response:	Super Cheap!
context: Sorry.\No, it's okay.\Want to get some drinks? My treat.\Don't worry about it.\I love you.\No, seriously, don't worry about it.\Imported Steak\Super Cheap! response:	I'm home.
context: No, it's okay.\Want to get some drinks? My treat.\Don't worry about it.\I love you.\No, seriously, don't worry about it.\Imported Steak\Super Cheap!\I'm home. response:	Wake up, Umaru!
context: Want to get some drinks? My treat.\Don't worry about it.\I love you.\No, seriously, don't worry about it.\Imported Steak\Super Cheap!\I'm home.\Wake up, Umaru! response:	Wha?! What?!
context: Don't worry about it.\I love you.\No, seriously, don't worry about it.\Imported Steak\Super Cheap!\I'm home.\Wake up, Umaru!\Wha?! What?! response:	An earthquake?!
context: I love you.\No, seriously, don't worry about it.\Imported Steak\Super Cheap!\I'm home.\Wake up, Umaru!\Wha?! What?!\An earthquake?! response:	It's time for dinner. Wake up.
context: No, seriously, don't worry about it.\Imported Steak\Super Cheap!\I'm home.\Wake up, Umaru!\Wha?! What?!\An earthquake?!\It's time for dinner. Wake up. response:	Why are you smirking?
context: Imported Steak\Super Cheap!\I'm home.\Wake up, Umaru!\Wha?! What?!\An earthquake?!\It's time for dinner. Wake up.\Why are you smirking? response:	I'm not...
context: Super Cheap!\I'm home.\Wake up, Umaru!\Wha?! What?!\An earthquake?!\It's time for dinner. Wake up.\Why are you smirking?\I'm not... response:	By the way, Umaru. What do you think is for dinner tonight?
context: I'm home.\Wake up, Umaru!\Wha?! What?!\An earthquake?!\It's time for dinner. Wake up.\Why are you smirking?\I'm not...\By the way, Umaru. What do you think is for dinner tonight? response:	Hm, sushi?
context: Wake up, Umaru!\Wha?! What?!\An earthquake?!\It's time for dinner. Wake up.\Why are you smirking?\I'm not...\By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi? response:	Wait, steak?!
context: Wha?! What?!\An earthquake?!\It's time for dinner. Wake up.\Why are you smirking?\I'm not...\By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi?\Wait, steak?! response:	Yeah, actually...
context: An earthquake?!\It's time for dinner. Wake up.\Why are you smirking?\I'm not...\By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi?\Wait, steak?!\Yeah, actually... response:	Can you eat that right after waking up?
context: It's time for dinner. Wake up.\Why are you smirking?\I'm not...\By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi?\Wait, steak?!\Yeah, actually...\Can you eat that right after waking up? response:	Heck yeah!
context: Why are you smirking?\I'm not...\By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi?\Wait, steak?!\Yeah, actually...\Can you eat that right after waking up?\Heck yeah! response:	Next Time
context: I'm not...\By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi?\Wait, steak?!\Yeah, actually...\Can you eat that right after waking up?\Heck yeah!\Next Time response:	Episode 6 Umaru's Birthday
context: By the way, Umaru. What do you think is for dinner tonight?\Hm, sushi?\Wait, steak?!\Yeah, actually...\Can you eat that right after waking up?\Heck yeah!\Next Time\Episode 6 Umaru's Birthday response:	Oh, no!
context: Hm, sushi?\Wait, steak?!\Yeah, actually...\Can you eat that right after waking up?\Heck yeah!\Next Time\Episode 6 Umaru's Birthday\Oh, no! response:	I have to do the preview by myself this time!
context: Wait, steak?!\Yeah, actually...\Can you eat that right after waking up?\Heck yeah!\Next Time\Episode 6 Umaru's Birthday\Oh, no!\I have to do the preview by myself this time! response:	We did finish using all the
context: Yeah, actually...\Can you eat that right after waking up?\Heck yeah!\Next Time\Episode 6 Umaru's Birthday\Oh, no!\I have to do the preview by myself this time!\We did finish using all the response:	main characters last week.
context: Can you eat that right after waking up?\Heck yeah!\Next Time\Episode 6 Umaru's Birthday\Oh, no!\I have to do the preview by myself this time!\We did finish using all the\main characters last week. response:	What will we do after this week?
context: Heck yeah!\Next Time\Episode 6 Umaru's Birthday\Oh, no!\I have to do the preview by myself this time!\We did finish using all the\main characters last week.\What will we do after this week? response:	Just get the director or Sankaku Head-sensei.
context: Next Time\Episode 6 Umaru's Birthday\Oh, no!\I have to do the preview by myself this time!\We did finish using all the\main characters last week.\What will we do after this week?\Just get the director or Sankaku Head-sensei. response:	That's it!
