context: Big Brother! response:	Y-You sure like to get up close and personal, Alice.
context: Then I'll use Stone Bullet!\As a fellow guy, I feel for you, but...\Sorry, my dude!\Okay, now to back up Emma.\Noir, look!\A B-Big Rabbit!\Big Rabbit\Level 24. response:	S-Stand back, Emma!
context: As a fellow guy, I feel for you, but...\Sorry, my dude!\Okay, now to back up Emma.\Noir, look!\A B-Big Rabbit!\Big Rabbit\Level 24.\S-Stand back, Emma! response:	Stay out of this. I'll defeat that thing myself.
context: Sorry, my dude!\Okay, now to back up Emma.\Noir, look!\A B-Big Rabbit!\Big Rabbit\Level 24.\S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself. response:	What? But why?
context: Okay, now to back up Emma.\Noir, look!\A B-Big Rabbit!\Big Rabbit\Level 24.\S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself.\What? But why? response:	Because...
context: Noir, look!\A B-Big Rabbit!\Big Rabbit\Level 24.\S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself.\What? But why?\Because... response:	If you do all the work, that girl's going to be all over you again!
context: A B-Big Rabbit!\Big Rabbit\Level 24.\S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself.\What? But why?\Because...\If you do all the work, that girl's going to be all over you again! response:	It's so fast for its size!
context: Big Rabbit\Level 24.\S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself.\What? But why?\Because...\If you do all the work, that girl's going to be all over you again!\It's so fast for its size! response:	But Emma's even faster!
context: Level 24.\S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself.\What? But why?\Because...\If you do all the work, that girl's going to be all over you again!\It's so fast for its size!\But Emma's even faster! response:	Yeah...
context: S-Stand back, Emma!\Stay out of this. I'll defeat that thing myself.\What? But why?\Because...\If you do all the work, that girl's going to be all over you again!\It's so fast for its size!\But Emma's even faster!\Yeah... response:	She's like a butterfly dancing on the wind.
context: Stay out of this. I'll defeat that thing myself.\What? But why?\Because...\If you do all the work, that girl's going to be all over you again!\It's so fast for its size!\But Emma's even faster!\Yeah...\She's like a butterfly dancing on the wind. response:	You're way too slow.
context: What? But why?\Because...\If you do all the work, that girl's going to be all over you again!\It's so fast for its size!\But Emma's even faster!\Yeah...\She's like a butterfly dancing on the wind.\You're way too slow. response:	All right, let's do this!
context: Because...\If you do all the work, that girl's going to be all over you again!\It's so fast for its size!\But Emma's even faster!\Yeah...\She's like a butterfly dancing on the wind.\You're way too slow.\All right, let's do this! response:	Wind Strike!
context: If you do all the work, that girl's going to be all over you again!\It's so fast for its size!\But Emma's even faster!\Yeah...\She's like a butterfly dancing on the wind.\You're way too slow.\All right, let's do this!\Wind Strike! response:	Wh-Whoa!
context: It's so fast for its size!\But Emma's even faster!\Yeah...\She's like a butterfly dancing on the wind.\You're way too slow.\All right, let's do this!\Wind Strike!\Wh-Whoa! response:	One more!
context: But Emma's even faster!\Yeah...\She's like a butterfly dancing on the wind.\You're way too slow.\All right, let's do this!\Wind Strike!\Wh-Whoa!\One more! response:	It jumped?!
context: Yeah...\She's like a butterfly dancing on the wind.\You're way too slow.\All right, let's do this!\Wind Strike!\Wh-Whoa!\One more!\It jumped?! response:	I-I made it in time...
context: She's like a butterfly dancing on the wind.\You're way too slow.\All right, let's do this!\Wind Strike!\Wh-Whoa!\One more!\It jumped?!\I-I made it in time... response:	Emma! This way!
context: You're way too slow.\All right, let's do this!\Wind Strike!\Wh-Whoa!\One more!\It jumped?!\I-I made it in time...\Emma! This way! response:	L-Let's regroup here.
context: All right, let's do this!\Wind Strike!\Wh-Whoa!\One more!\It jumped?!\I-I made it in time...\Emma! This way!\L-Let's regroup here. response:	It'll probably come looking for us soon.
context: Wind Strike!\Wh-Whoa!\One more!\It jumped?!\I-I made it in time...\Emma! This way!\L-Let's regroup here.\It'll probably come looking for us soon. response:	We need to figure out how to deal with that thing.
context: Wh-Whoa!\One more!\It jumped?!\I-I made it in time...\Emma! This way!\L-Let's regroup here.\It'll probably come looking for us soon.\We need to figure out how to deal with that thing. response:	Why couldn't I defeat it?
context: One more!\It jumped?!\I-I made it in time...\Emma! This way!\L-Let's regroup here.\It'll probably come looking for us soon.\We need to figure out how to deal with that thing.\Why couldn't I defeat it? response:	I kept slicing at it.
context: It jumped?!\I-I made it in time...\Emma! This way!\L-Let's regroup here.\It'll probably come looking for us soon.\We need to figure out how to deal with that thing.\Why couldn't I defeat it?\I kept slicing at it. response:	Maybe its skin was too thick and you just couldn't reach its vital point.
context: I-I made it in time...\Emma! This way!\L-Let's regroup here.\It'll probably come looking for us soon.\We need to figure out how to deal with that thing.\Why couldn't I defeat it?\I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point. response:	I'm so weak...
context: Emma! This way!\L-Let's regroup here.\It'll probably come looking for us soon.\We need to figure out how to deal with that thing.\Why couldn't I defeat it?\I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak... response:	Emma...
context: L-Let's regroup here.\It'll probably come looking for us soon.\We need to figure out how to deal with that thing.\Why couldn't I defeat it?\I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak...\Emma... response:	She's actually depressed about this.
context: It'll probably come looking for us soon.\We need to figure out how to deal with that thing.\Why couldn't I defeat it?\I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak...\Emma...\She's actually depressed about this. response:	There must be something I can do.
context: We need to figure out how to deal with that thing.\Why couldn't I defeat it?\I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak...\Emma...\She's actually depressed about this.\There must be something I can do. response:	Emma Brightness Lv. 17
context: Why couldn't I defeat it?\I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak...\Emma...\She's actually depressed about this.\There must be something I can do.\Emma Brightness Lv. 17 response:	Skills Skills
context: I kept slicing at it.\Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak...\Emma...\She's actually depressed about this.\There must be something I can do.\Emma Brightness Lv. 17\Skills Skills response:	Okay, if I use Get Creative
context: Maybe its skin was too thick and you just couldn't reach its vital point.\I'm so weak...\Emma...\She's actually depressed about this.\There must be something I can do.\Emma Brightness Lv. 17\Skills Skills\Okay, if I use Get Creative response:	Dual-Wielded Daggers (Grade B)
context: I'm so weak...\Emma...\She's actually depressed about this.\There must be something I can do.\Emma Brightness Lv. 17\Skills Skills\Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B) response:	Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700
context: Emma...\She's actually depressed about this.\There must be something I can do.\Emma Brightness Lv. 17\Skills Skills\Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700 response:	and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...
context: She's actually depressed about this.\There must be something I can do.\Emma Brightness Lv. 17\Skills Skills\Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her... response:	That's actually a lot.
context: There must be something I can do.\Emma Brightness Lv. 17\Skills Skills\Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot. response:	Dual-Wielded Daggers (Grade C)
context: Emma Brightness Lv. 17\Skills Skills\Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot.\Dual-Wielded Daggers (Grade C) response:	Improves wielder's handling of dual-wielded daggers
context: Skills Skills\Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot.\Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers response:	Using Editor to add Significantly
context: Okay, if I use Get Creative\Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot.\Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly response:	Then maybe I can use Editor and tweak her skill itself...
context: Dual-Wielded Daggers (Grade B)\Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot.\Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself... response:	Editor Results
context: Needed to Get Creative LP. 300 Bestow to Emma LP. 400 Total Used LP. 700\and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot.\Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself...\Editor Results response:	Dual-Wielded Daggers (Grade B)
context: and Bestow the stronger Dual-Wielded Daggers (Grade B) to her...\That's actually a lot.\Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself...\Editor Results\Dual-Wielded Daggers (Grade B) response:	Significantly improves wielder's handling of dual-wielded daggers
context: That's actually a lot.\Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself...\Editor Results\Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers response:	There we go! I got a discount!
context: Dual-Wielded Daggers (Grade C)\Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself...\Editor Results\Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount! response:	But wait...
context: Improves wielder's handling of dual-wielded daggers\Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself...\Editor Results\Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount!\But wait... response:	I currently have 700 LP.
context: Using Editor to add Significantly\Then maybe I can use Editor and tweak her skill itself...\Editor Results\Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount!\But wait...\I currently have 700 LP. response:	If I use 500 right now, I might be in trouble.
context: Then maybe I can use Editor and tweak her skill itself...\Editor Results\Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount!\But wait...\I currently have 700 LP.\If I use 500 right now, I might be in trouble. response:	H-Hey...
context: Editor Results\Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount!\But wait...\I currently have 700 LP.\If I use 500 right now, I might be in trouble.\H-Hey... response:	I could make you stronger.
context: Dual-Wielded Daggers (Grade B)\Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount!\But wait...\I currently have 700 LP.\If I use 500 right now, I might be in trouble.\H-Hey...\I could make you stronger. response:	R-Really?!
context: Significantly improves wielder's handling of dual-wielded daggers\There we go! I got a discount!\But wait...\I currently have 700 LP.\If I use 500 right now, I might be in trouble.\H-Hey...\I could make you stronger.\R-Really?! response:	Yeah, but there's something that I need in return.
context: There we go! I got a discount!\But wait...\I currently have 700 LP.\If I use 500 right now, I might be in trouble.\H-Hey...\I could make you stronger.\R-Really?!\Yeah, but there's something that I need in return. response:	I-If It'll help me defeat the rabbit, I'll do anything!
context: But wait...\I currently have 700 LP.\If I use 500 right now, I might be in trouble.\H-Hey...\I could make you stronger.\R-Really?!\Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything! response:	Okay, then...
context: I currently have 700 LP.\If I use 500 right now, I might be in trouble.\H-Hey...\I could make you stronger.\R-Really?!\Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then... response:	Can I nibble on your ear?
context: If I use 500 right now, I might be in trouble.\H-Hey...\I could make you stronger.\R-Really?!\Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then...\Can I nibble on your ear? response:	Huh?!
context: H-Hey...\I could make you stronger.\R-Really?!\Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then...\Can I nibble on your ear?\Huh?! response:	I-I promise I won't bite hard...
context: I could make you stronger.\R-Really?!\Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then...\Can I nibble on your ear?\Huh?!\I-I promise I won't bite hard... response:	No?
context: R-Really?!\Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then...\Can I nibble on your ear?\Huh?!\I-I promise I won't bite hard...\No? response:	S-Sure. Do whatever you want with me.
context: Yeah, but there's something that I need in return.\I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then...\Can I nibble on your ear?\Huh?!\I-I promise I won't bite hard...\No?\S-Sure. Do whatever you want with me. response:	Emma...
context: I-If It'll help me defeat the rabbit, I'll do anything!\Okay, then...\Can I nibble on your ear?\Huh?!\I-I promise I won't bite hard...\No?\S-Sure. Do whatever you want with me.\Emma... response:	Don't hold back!
context: Okay, then...\Can I nibble on your ear?\Huh?!\I-I promise I won't bite hard...\No?\S-Sure. Do whatever you want with me.\Emma...\Don't hold back! response:	I sure won't!
context: Can I nibble on your ear?\Huh?!\I-I promise I won't bite hard...\No?\S-Sure. Do whatever you want with me.\Emma...\Don't hold back!\I sure won't! response:	Wow... I didn't know ears were so soft.
context: Huh?!\I-I promise I won't bite hard...\No?\S-Sure. Do whatever you want with me.\Emma...\Don't hold back!\I sure won't!\Wow... I didn't know ears were so soft. response:	Noir... Are you done yet?
context: I-I promise I won't bite hard...\No?\S-Sure. Do whatever you want with me.\Emma...\Don't hold back!\I sure won't!\Wow... I didn't know ears were so soft.\Noir... Are you done yet? response:	Maybe her ears are sensitive.
context: No?\S-Sure. Do whatever you want with me.\Emma...\Don't hold back!\I sure won't!\Wow... I didn't know ears were so soft.\Noir... Are you done yet?\Maybe her ears are sensitive. response:	We've been friends forever,
context: S-Sure. Do whatever you want with me.\Emma...\Don't hold back!\I sure won't!\Wow... I didn't know ears were so soft.\Noir... Are you done yet?\Maybe her ears are sensitive.\We've been friends forever, response:	but I guess there's still a lot I don't know about her.
context: Emma...\Don't hold back!\I sure won't!\Wow... I didn't know ears were so soft.\Noir... Are you done yet?\Maybe her ears are sensitive.\We've been friends forever,\but I guess there's still a lot I don't know about her. response:	N-No!
context: Don't hold back!\I sure won't!\Wow... I didn't know ears were so soft.\Noir... Are you done yet?\Maybe her ears are sensitive.\We've been friends forever,\but I guess there's still a lot I don't know about her.\N-No! response:	It spotted us!
context: I sure won't!\Wow... I didn't know ears were so soft.\Noir... Are you done yet?\Maybe her ears are sensitive.\We've been friends forever,\but I guess there's still a lot I don't know about her.\N-No!\It spotted us! response:	Hurry... Hurry!
context: Wow... I didn't know ears were so soft.\Noir... Are you done yet?\Maybe her ears are sensitive.\We've been friends forever,\but I guess there's still a lot I don't know about her.\N-No!\It spotted us!\Hurry... Hurry! response:	I need that LP!
context: Noir... Are you done yet?\Maybe her ears are sensitive.\We've been friends forever,\but I guess there's still a lot I don't know about her.\N-No!\It spotted us!\Hurry... Hurry!\I need that LP! response:	Noir Stardia
context: Maybe her ears are sensitive.\We've been friends forever,\but I guess there's still a lot I don't know about her.\N-No!\It spotted us!\Hurry... Hurry!\I need that LP!\Noir Stardia response:	I'm topped off!
context: We've been friends forever,\but I guess there's still a lot I don't know about her.\N-No!\It spotted us!\Hurry... Hurry!\I need that LP!\Noir Stardia\I'm topped off! response:	Now to improve Emma's skill
context: but I guess there's still a lot I don't know about her.\N-No!\It spotted us!\Hurry... Hurry!\I need that LP!\Noir Stardia\I'm topped off!\Now to improve Emma's skill response:	Stone Bullet 100.
context: N-No!\It spotted us!\Hurry... Hurry!\I need that LP!\Noir Stardia\I'm topped off!\Now to improve Emma's skill\Stone Bullet 100. response:	Big brains, big skills. Maybe size does matter sometimes.
context: It spotted us!\Hurry... Hurry!\I need that LP!\Noir Stardia\I'm topped off!\Now to improve Emma's skill\Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes. response:	Noir!
context: Hurry... Hurry!\I need that LP!\Noir Stardia\I'm topped off!\Now to improve Emma's skill\Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes.\Noir! response:	Now to use Editor to change Emma's skill!
context: I need that LP!\Noir Stardia\I'm topped off!\Now to improve Emma's skill\Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes.\Noir!\Now to use Editor to change Emma's skill! response:	Skills Skills
context: Noir Stardia\I'm topped off!\Now to improve Emma's skill\Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes.\Noir!\Now to use Editor to change Emma's skill!\Skills Skills response:	Emma Brightness
context: I'm topped off!\Now to improve Emma's skill\Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes.\Noir!\Now to use Editor to change Emma's skill!\Skills Skills\Emma Brightness response:	Skills Skills
context: Now to improve Emma's skill\Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes.\Noir!\Now to use Editor to change Emma's skill!\Skills Skills\Emma Brightness\Skills Skills response:	Did you see that?
context: Stone Bullet 100.\Big brains, big skills. Maybe size does matter sometimes.\Noir!\Now to use Editor to change Emma's skill!\Skills Skills\Emma Brightness\Skills Skills\Did you see that? response:	I-I did, but... I've actually seen them plenty of times.
context: Big brains, big skills. Maybe size does matter sometimes.\Noir!\Now to use Editor to change Emma's skill!\Skills Skills\Emma Brightness\Skills Skills\Did you see that?\I-I did, but... I've actually seen them plenty of times. response:	That's fine. You can keep looking at them, just for today.
context: Noir!\Now to use Editor to change Emma's skill!\Skills Skills\Emma Brightness\Skills Skills\Did you see that?\I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today. response:	Huh?
context: Now to use Editor to change Emma's skill!\Skills Skills\Emma Brightness\Skills Skills\Did you see that?\I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today.\Huh? response:	It's to thank you... for making me stronger!
context: Skills Skills\Emma Brightness\Skills Skills\Did you see that?\I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today.\Huh?\It's to thank you... for making me stronger! response:	Th-This is truly... proof that you completed your quest.
context: Emma Brightness\Skills Skills\Did you see that?\I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today.\Huh?\It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest. response:	Did you really do this on your own?
context: Skills Skills\Did you see that?\I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today.\Huh?\It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest.\Did you really do this on your own? response:	Yes! Emma took down the Big Rabbit all on her own!
context: Did you see that?\I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today.\Huh?\It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest.\Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own! response:	Lola...
context: I-I did, but... I've actually seen them plenty of times.\That's fine. You can keep looking at them, just for today.\Huh?\It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest.\Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own!\Lola... response:	Um... Thank you.
context: That's fine. You can keep looking at them, just for today.\Huh?\It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest.\Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own!\Lola...\Um... Thank you. response:	I gained some confidence because of this quest.
context: Huh?\It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest.\Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own!\Lola...\Um... Thank you.\I gained some confidence because of this quest. response:	Oh, no... I apologize for my prior rudeness.
context: It's to thank you... for making me stronger!\Th-This is truly... proof that you completed your quest.\Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own!\Lola...\Um... Thank you.\I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness. response:	Congratulations on completing your quest.
context: Th-This is truly... proof that you completed your quest.\Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own!\Lola...\Um... Thank you.\I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest. response:	Oh, hey. I heard that Big Rabbit flesh is delicious.
context: Did you really do this on your own?\Yes! Emma took down the Big Rabbit all on her own!\Lola...\Um... Thank you.\I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious. response:	Yes. It's hard to come by.
context: Yes! Emma took down the Big Rabbit all on her own!\Lola...\Um... Thank you.\I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by. response:	I hear adventurers eat the meat right after they defeat them.
context: Lola...\Um... Thank you.\I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them. response:	Well, you see, I happened to created a skill called Pocket Dimension
context: Um... Thank you.\I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension response:	that allows me to store large items in another dimension.
context: I gained some confidence because of this quest.\Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension. response:	Let's all have some together.
context: Oh, no... I apologize for my prior rudeness.\Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension.\Let's all have some together. response:	Whoa!
context: Congratulations on completing your quest.\Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension.\Let's all have some together.\Whoa! response:	That's great!
context: Oh, hey. I heard that Big Rabbit flesh is delicious.\Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension.\Let's all have some together.\Whoa!\That's great! response:	You're amazing at your job and considerate...
context: Yes. It's hard to come by.\I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension.\Let's all have some together.\Whoa!\That's great!\You're amazing at your job and considerate... response:	How wonderful.
context: I hear adventurers eat the meat right after they defeat them.\Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension.\Let's all have some together.\Whoa!\That's great!\You're amazing at your job and considerate...\How wonderful. response:	You're the best, Noir!
context: Well, you see, I happened to created a skill called Pocket Dimension\that allows me to store large items in another dimension.\Let's all have some together.\Whoa!\That's great!\You're amazing at your job and considerate...\How wonderful.\You're the best, Noir! response:	It smells wonderful!
context: that allows me to store large items in another dimension.\Let's all have some together.\Whoa!\That's great!\You're amazing at your job and considerate...\How wonderful.\You're the best, Noir!\It smells wonderful! response:	There's plenty more!
context: Let's all have some together.\Whoa!\That's great!\You're amazing at your job and considerate...\How wonderful.\You're the best, Noir!\It smells wonderful!\There's plenty more! response:	It's so good!
context: Whoa!\That's great!\You're amazing at your job and considerate...\How wonderful.\You're the best, Noir!\It smells wonderful!\There's plenty more!\It's so good! response:	This is the best!
context: That's great!\You're amazing at your job and considerate...\How wonderful.\You're the best, Noir!\It smells wonderful!\There's plenty more!\It's so good!\This is the best! response:	My meat!
context: You're amazing at your job and considerate...\How wonderful.\You're the best, Noir!\It smells wonderful!\There's plenty more!\It's so good!\This is the best!\My meat! response:	Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness
context: How wonderful.\You're the best, Noir!\It smells wonderful!\There's plenty more!\It's so good!\This is the best!\My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness response:	Barbecue Is a Battlefield, by Emma Brightness.
context: You're the best, Noir!\It smells wonderful!\There's plenty more!\It's so good!\This is the best!\My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness. response:	Go on, eat up.
context: It smells wonderful!\There's plenty more!\It's so good!\This is the best!\My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up. response:	Noir Stardia
context: There's plenty more!\It's so good!\This is the best!\My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up.\Noir Stardia response:	Noir, here's your reward for this quest.
context: It's so good!\This is the best!\My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up.\Noir Stardia\Noir, here's your reward for this quest. response:	Oh, thank you very much.
context: This is the best!\My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up.\Noir Stardia\Noir, here's your reward for this quest.\Oh, thank you very much. response:	Looks like you have enough for your enrollment fee now.
context: My meat!\Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up.\Noir Stardia\Noir, here's your reward for this quest.\Oh, thank you very much.\Looks like you have enough for your enrollment fee now. response:	Congratulations on getting accepted to the school.
context: Barbecue Is hhhhhhhhhhhhhhha Battlefield. hhhhhhhhhhhhhhhhhhhby Emma Brightness\Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up.\Noir Stardia\Noir, here's your reward for this quest.\Oh, thank you very much.\Looks like you have enough for your enrollment fee now.\Congratulations on getting accepted to the school. response:	Congratulations!
context: Barbecue Is a Battlefield, by Emma Brightness.\Go on, eat up.\Noir Stardia\Noir, here's your reward for this quest.\Oh, thank you very much.\Looks like you have enough for your enrollment fee now.\Congratulations on getting accepted to the school.\Congratulations! response:	Good luck at Hero Academy!
context: Go on, eat up.\Noir Stardia\Noir, here's your reward for this quest.\Oh, thank you very much.\Looks like you have enough for your enrollment fee now.\Congratulations on getting accepted to the school.\Congratulations!\Good luck at Hero Academy! response:	Congrats on getting in!
context: Noir Stardia\Noir, here's your reward for this quest.\Oh, thank you very much.\Looks like you have enough for your enrollment fee now.\Congratulations on getting accepted to the school.\Congratulations!\Good luck at Hero Academy!\Congrats on getting in! response:	Cheers! Congrats!
