context: Opening 1st Frame response:	Signs
context: Let's try to get along.\Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight.\The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans.\You've worked hard, Sawney.\Good night. See you tomorrow. response:	Sawney's activity dropped an hour after we denied them sunlight. In contrast...
context: Thus I named the 7 meter class Bean, and the 4 meter class Sawney.\Next we tried denying them sunlight.\The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans.\You've worked hard, Sawney.\Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast... response:	You really like to stay up late, huh, Bean?
context: Next we tried denying them sunlight.\The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans.\You've worked hard, Sawney.\Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean? response:	It's okay. I'll stay here with you.
context: The Titans are clearly less active during the night.\These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans.\You've worked hard, Sawney.\Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you. response:	Bean stayed lively for three hours.
context: These experiments tried to prove that they gain some kind of power from the sunlight.\There was a huge variation between individual Titans.\You've worked hard, Sawney.\Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you.\Bean stayed lively for three hours. response:	They always manage to surprise me.
context: There was a huge variation between individual Titans.\You've worked hard, Sawney.\Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you.\Bean stayed lively for three hours.\They always manage to surprise me. response:	They don't need water or food.
context: You've worked hard, Sawney.\Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you.\Bean stayed lively for three hours.\They always manage to surprise me.\They don't need water or food. response:	They have vocal organs, yet they don't need to breathe.
context: Good night. See you tomorrow.\Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you.\Bean stayed lively for three hours.\They always manage to surprise me.\They don't need water or food.\They have vocal organs, yet they don't need to breathe. response:	All they need to stay alive is sunlight.
context: Sawney's activity dropped an hour after we denied them sunlight. In contrast...\You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you.\Bean stayed lively for three hours.\They always manage to surprise me.\They don't need water or food.\They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight. response:	To be honest, I'm curious what would happen if we denied them sunlight completely,
context: You really like to stay up late, huh, Bean?\It's okay. I'll stay here with you.\Bean stayed lively for three hours.\They always manage to surprise me.\They don't need water or food.\They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely, response:	but they're such valuable experimental subjects, I can't risk them dying.
context: It's okay. I'll stay here with you.\Bean stayed lively for three hours.\They always manage to surprise me.\They don't need water or food.\They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying. response:	We killed the previous captures by accident.
context: Bean stayed lively for three hours.\They always manage to surprise me.\They don't need water or food.\They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident. response:	I accidentally hit the nape of the neck when we tried cutting their heads off.
context: They always manage to surprise me.\They don't need water or food.\They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off. response:	Their names were Chicacchironi and Albert.
context: They don't need water or food.\They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert. response:	They had such beautiful smiles.
context: They have vocal organs, yet they don't need to breathe.\All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert.\They had such beautiful smiles. response:	I feel bad about what I did to them.
context: All they need to stay alive is sunlight.\To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert.\They had such beautiful smiles.\I feel bad about what I did to them. response:	I don't want that to happen again... I'm sorry.
context: To be honest, I'm curious what would happen if we denied them sunlight completely,\but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert.\They had such beautiful smiles.\I feel bad about what I did to them.\I don't want that to happen again... I'm sorry. response:	Major Hanji...
context: but they're such valuable experimental subjects, I can't risk them dying.\We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert.\They had such beautiful smiles.\I feel bad about what I did to them.\I don't want that to happen again... I'm sorry.\Major Hanji... response:	And then,
context: We killed the previous captures by accident.\I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert.\They had such beautiful smiles.\I feel bad about what I did to them.\I don't want that to happen again... I'm sorry.\Major Hanji...\And then, response:	I moved on to the next stage, testing their sense of pain by actually touching them!
context: I accidentally hit the nape of the neck when we tried cutting their heads off.\Their names were Chicacchironi and Albert.\They had such beautiful smiles.\I feel bad about what I did to them.\I don't want that to happen again... I'm sorry.\Major Hanji...\And then,\I moved on to the next stage, testing their sense of pain by actually touching them! response:	Major, you shouldn't be the one screaming...
context: Their names were Chicacchironi and Albert.\They had such beautiful smiles.\I feel bad about what I did to them.\I don't want that to happen again... I'm sorry.\Major Hanji...\And then,\I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming... response:	How could I not scream, doing this?!
context: They had such beautiful smiles.\I feel bad about what I did to them.\I don't want that to happen again... I'm sorry.\Major Hanji...\And then,\I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming...\How could I not scream, doing this?! response:	Bean is in so much pain!
context: I feel bad about what I did to them.\I don't want that to happen again... I'm sorry.\Major Hanji...\And then,\I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming...\How could I not scream, doing this?!\Bean is in so much pain! response:	Don't give up, Bean! Hang in there!
context: I don't want that to happen again... I'm sorry.\Major Hanji...\And then,\I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming...\How could I not scream, doing this?!\Bean is in so much pain!\Don't give up, Bean! Hang in there! response:	We had to confirm whether they had any weaknesses besides the nape of the neck.
context: Major Hanji...\And then,\I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming...\How could I not scream, doing this?!\Bean is in so much pain!\Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck. response:	It was really tough work.
context: And then,\I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming...\How could I not scream, doing this?!\Bean is in so much pain!\Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work. response:	Sawney? I just pierced your heart. Doesn't it hurt?
context: I moved on to the next stage, testing their sense of pain by actually touching them!\Major, you shouldn't be the one screaming...\How could I not scream, doing this?!\Bean is in so much pain!\Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt? response:	How does it feel?
context: Major, you shouldn't be the one screaming...\How could I not scream, doing this?!\Bean is in so much pain!\Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel? response:	Compared to Bean, Sawney was a lot quieter.
context: How could I not scream, doing this?!\Bean is in so much pain!\Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel?\Compared to Bean, Sawney was a lot quieter. response:	He hardly reacted at all.
context: Bean is in so much pain!\Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel?\Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all. response:	Hm? What was that?
context: Don't give up, Bean! Hang in there!\We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel?\Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all.\Hm? What was that? response:	Major, fall back!
context: We had to confirm whether they had any weaknesses besides the nape of the neck.\It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel?\Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all.\Hm? What was that?\Major, fall back! response:	that was really close!
context: It was really tough work.\Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel?\Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all.\Hm? What was that?\Major, fall back!\that was really close! response:	You're gonna end up actually dying!
context: Sawney? I just pierced your heart. Doesn't it hurt?\How does it feel?\Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all.\Hm? What was that?\Major, fall back!\that was really close!\You're gonna end up actually dying! response:	Sawney isn't very good at expressing himself.
context: How does it feel?\Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all.\Hm? What was that?\Major, fall back!\that was really close!\You're gonna end up actually dying!\Sawney isn't very good at expressing himself. response:	He just keeps trying to bite my head off.
context: Compared to Bean, Sawney was a lot quieter.\He hardly reacted at all.\Hm? What was that?\Major, fall back!\that was really close!\You're gonna end up actually dying!\Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off. response:	Um, Major Hanji...
context: He hardly reacted at all.\Hm? What was that?\Major, fall back!\that was really close!\You're gonna end up actually dying!\Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off.\Um, Major Hanji... response:	How can you stay so carefree in front of the Titans?
context: Hm? What was that?\Major, fall back!\that was really close!\You're gonna end up actually dying!\Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off.\Um, Major Hanji...\How can you stay so carefree in front of the Titans? response:	They're our natural enemies, who drove us to the brink of extinction.
context: Major, fall back!\that was really close!\You're gonna end up actually dying!\Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off.\Um, Major Hanji...\How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction. response:	I'm sure you've had to face their threat a number of times before yourself too.
context: that was really close!\You're gonna end up actually dying!\Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off.\Um, Major Hanji...\How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too. response:	That's right.
context: You're gonna end up actually dying!\Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off.\Um, Major Hanji...\How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too.\That's right. response:	I've had countless comrades murdered by them right in front of my eyes.
context: Sawney isn't very good at expressing himself.\He just keeps trying to bite my head off.\Um, Major Hanji...\How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too.\That's right.\I've had countless comrades murdered by them right in front of my eyes. response:	Back when I joined the Recon Corps, I fought them, fueled by hate.
context: He just keeps trying to bite my head off.\Um, Major Hanji...\How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too.\That's right.\I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate. response:	But then one day I realized...
context: Um, Major Hanji...\How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too.\That's right.\I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized... response:	It was when I cut off and kicked the head of a 3-meter class.
context: How can you stay so carefree in front of the Titans?\They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too.\That's right.\I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class. response:	It was light. Unnaturally so.
context: They're our natural enemies, who drove us to the brink of extinction.\I'm sure you've had to face their threat a number of times before yourself too.\That's right.\I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so. response:	Their bodies are light.
context: I'm sure you've had to face their threat a number of times before yourself too.\That's right.\I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so.\Their bodies are light. response:	Normally such huge bodies shouldn't even be able to stand and walk on two legs.
context: That's right.\I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so.\Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs. response:	It's the same with every Titan.
context: I've had countless comrades murdered by them right in front of my eyes.\Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so.\Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan. response:	Their cut-off body parts were much lighter than they should have been for their size.
context: Back when I joined the Recon Corps, I fought them, fueled by hate.\But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so.\Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size. response:	I heard that when you turned into a Titan, that body appeared out of thin air.
context: But then one day I realized...\It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so.\Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air. response:	I considered that maybe the things we see are not the things that are actually there.
context: It was when I cut off and kicked the head of a 3-meter class.\It was light. Unnaturally so.\Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there. response:	I tried fighting the Titans out of hatred for decades.
context: It was light. Unnaturally so.\Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades. response:	Now I want to try looking at them from a different point of view than everyone else.
context: Their bodies are light.\Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else. response:	It might prove to be futile.
context: Normally such huge bodies shouldn't even be able to stand and walk on two legs.\It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile. response:	But still,
context: It's the same with every Titan.\Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile.\But still, response:	I'll do it.
context: Their cut-off body parts were much lighter than they should have been for their size.\I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile.\But still,\I'll do it. response:	Since I entered the Recon Corps, all I get are surprises.
context: I heard that when you turned into a Titan, that body appeared out of thin air.\I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile.\But still,\I'll do it.\Since I entered the Recon Corps, all I get are surprises. response:	It's not just Major Hanji.
context: I considered that maybe the things we see are not the things that are actually there.\I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile.\But still,\I'll do it.\Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji. response:	They're all weirdos.
context: I tried fighting the Titans out of hatred for decades.\Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile.\But still,\I'll do it.\Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji.\They're all weirdos. response:	It's like a haven for freaks.
context: Now I want to try looking at them from a different point of view than everyone else.\It might prove to be futile.\But still,\I'll do it.\Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji.\They're all weirdos.\It's like a haven for freaks. response:	But it's also a group of people who demand change.
context: It might prove to be futile.\But still,\I'll do it.\Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji.\They're all weirdos.\It's like a haven for freaks.\But it's also a group of people who demand change. response:	That is the Recon Corps.
context: But still,\I'll do it.\Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji.\They're all weirdos.\It's like a haven for freaks.\But it's also a group of people who demand change.\That is the Recon Corps. response:	Major Hanji,
context: I'll do it.\Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji.\They're all weirdos.\It's like a haven for freaks.\But it's also a group of people who demand change.\That is the Recon Corps.\Major Hanji, response:	would you be so kind as to tell me more about your experiments?
context: Since I entered the Recon Corps, all I get are surprises.\It's not just Major Hanji.\They're all weirdos.\It's like a haven for freaks.\But it's also a group of people who demand change.\That is the Recon Corps.\Major Hanji,\would you be so kind as to tell me more about your experiments? response:	Really?
context: It's not just Major Hanji.\They're all weirdos.\It's like a haven for freaks.\But it's also a group of people who demand change.\That is the Recon Corps.\Major Hanji,\would you be so kind as to tell me more about your experiments?\Really? response:	Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.
context: They're all weirdos.\It's like a haven for freaks.\But it's also a group of people who demand change.\That is the Recon Corps.\Major Hanji,\would you be so kind as to tell me more about your experiments?\Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can. response:	Right... I did skip over some of the details in my summary earlier.
context: It's like a haven for freaks.\But it's also a group of people who demand change.\That is the Recon Corps.\Major Hanji,\would you be so kind as to tell me more about your experiments?\Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier. response:	Let me tell you everything then.
context: But it's also a group of people who demand change.\That is the Recon Corps.\Major Hanji,\would you be so kind as to tell me more about your experiments?\Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then. response:	It may end up taking quite a while though.
context: That is the Recon Corps.\Major Hanji,\would you be so kind as to tell me more about your experiments?\Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then.\It may end up taking quite a while though. response:	That's fine.
context: Major Hanji,\would you be so kind as to tell me more about your experiments?\Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then.\It may end up taking quite a while though.\That's fine. response:	When we first captured a Titan, I made a hypothesis.
context: would you be so kind as to tell me more about your experiments?\Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then.\It may end up taking quite a while though.\That's fine.\When we first captured a Titan, I made a hypothesis. response:	So you've learned nothing new from what I told you, right?
context: Really?\Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then.\It may end up taking quite a while though.\That's fine.\When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right? response:	You should have learned all this as a Cadet. You knew it all, right?
context: Yes. I think it might prove useful in tomorrow's experiments if I learn as much as I can.\Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then.\It may end up taking quite a while though.\That's fine.\When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right? response:	Yes. There was nothing new.
context: Right... I did skip over some of the details in my summary earlier.\Let me tell you everything then.\It may end up taking quite a while though.\That's fine.\When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new. response:	So let's go over it again, and this time I'll add my personal opinions and assumptions!
context: Let me tell you everything then.\It may end up taking quite a while though.\That's fine.\When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions! response:	Um, I think we
context: It may end up taking quite a while though.\That's fine.\When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we response:	First of all, the Tita
context: That's fine.\When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we\First of all, the Tita response:	Is Major Hanji here?!
context: When we first captured a Titan, I made a hypothesis.\So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we\First of all, the Tita\Is Major Hanji here?! response:	The experiment subjects...
context: So you've learned nothing new from what I told you, right?\You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we\First of all, the Tita\Is Major Hanji here?!\The experiment subjects... response:	Both of the Titans were killed!
context: You should have learned all this as a Cadet. You knew it all, right?\Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we\First of all, the Tita\Is Major Hanji here?!\The experiment subjects...\Both of the Titans were killed! response:	Sawney! Bean!
context: Yes. There was nothing new.\So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we\First of all, the Tita\Is Major Hanji here?!\The experiment subjects...\Both of the Titans were killed!\Sawney! Bean! response:	This can't be for real!
context: So let's go over it again, and this time I'll add my personal opinions and assumptions!\Um, I think we\First of all, the Tita\Is Major Hanji here?!\The experiment subjects...\Both of the Titans were killed!\Sawney! Bean!\This can't be for real! response:	Someone tell me I'm dreaming!
context: Um, I think we\First of all, the Tita\Is Major Hanji here?!\The experiment subjects...\Both of the Titans were killed!\Sawney! Bean!\This can't be for real!\Someone tell me I'm dreaming! response:	Those experimental subjects were very valuable. Was it a soldier?
context: First of all, the Tita\Is Major Hanji here?!\The experiment subjects...\Both of the Titans were killed!\Sawney! Bean!\This can't be for real!\Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier? response:	Yes. The culprits are still unknown.
context: Is Major Hanji here?!\The experiment subjects...\Both of the Titans were killed!\Sawney! Bean!\This can't be for real!\Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown. response:	Both Titans were killed before sunrise.
context: The experiment subjects...\Both of the Titans were killed!\Sawney! Bean!\This can't be for real!\Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown.\Both Titans were killed before sunrise. response:	When a guard spotted them, they escaped using their 3D Maneuver Gear.
context: Both of the Titans were killed!\Sawney! Bean!\This can't be for real!\Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown.\Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear. response:	So it was a premeditated move by at least two people?
context: Sawney! Bean!\This can't be for real!\Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown.\Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people? response:	Sawney!
context: This can't be for real!\Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown.\Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people?\Sawney! response:	Check it out! Major Hanji is losing her shit.
context: Someone tell me I'm dreaming!\Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown.\Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people?\Sawney!\Check it out! Major Hanji is losing her shit. response:	What on Earth...
context: Those experimental subjects were very valuable. Was it a soldier?\Yes. The culprits are still unknown.\Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people?\Sawney!\Check it out! Major Hanji is losing her shit.\What on Earth... response:	Let's go. This is the jurisdiction of the Police.
context: Yes. The culprits are still unknown.\Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people?\Sawney!\Check it out! Major Hanji is losing her shit.\What on Earth...\Let's go. This is the jurisdiction of the Police. response:	Yes, sir...
context: Both Titans were killed before sunrise.\When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people?\Sawney!\Check it out! Major Hanji is losing her shit.\What on Earth...\Let's go. This is the jurisdiction of the Police.\Yes, sir... response:	What do you see there?
context: When a guard spotted them, they escaped using their 3D Maneuver Gear.\So it was a premeditated move by at least two people?\Sawney!\Check it out! Major Hanji is losing her shit.\What on Earth...\Let's go. This is the jurisdiction of the Police.\Yes, sir...\What do you see there? response:	Who do you think is the enemy?
context: So it was a premeditated move by at least two people?\Sawney!\Check it out! Major Hanji is losing her shit.\What on Earth...\Let's go. This is the jurisdiction of the Police.\Yes, sir...\What do you see there?\Who do you think is the enemy? response:	Excuse me?
context: Sawney!\Check it out! Major Hanji is losing her shit.\What on Earth...\Let's go. This is the jurisdiction of the Police.\Yes, sir...\What do you see there?\Who do you think is the enemy?\Excuse me? response:	Sorry, don't mind me.
