context: It's been getting pretty hot lately, hasn't it? response:	There, there!
context: Rin-kun, Komari-kun.\Okay!\Here it comes, Rin-chan!\Mister Ogre, over here!\Komari-chan, don't call it!\Oh, right!\It's heading your way!\Riki. response:	A bird?
context: Okay!\Here it comes, Rin-chan!\Mister Ogre, over here!\Komari-chan, don't call it!\Oh, right!\It's heading your way!\Riki.\A bird? response:	It's huge!
context: Here it comes, Rin-chan!\Mister Ogre, over here!\Komari-chan, don't call it!\Oh, right!\It's heading your way!\Riki.\A bird?\It's huge! response:	Look at it glisten.
context: Mister Ogre, over here!\Komari-chan, don't call it!\Oh, right!\It's heading your way!\Riki.\A bird?\It's huge!\Look at it glisten. response:	Why'd you fill it with seaweed?!
context: Komari-chan, don't call it!\Oh, right!\It's heading your way!\Riki.\A bird?\It's huge!\Look at it glisten.\Why'd you fill it with seaweed?! response:	Kyousuke?
context: Oh, right!\It's heading your way!\Riki.\A bird?\It's huge!\Look at it glisten.\Why'd you fill it with seaweed?!\Kyousuke? response:	It's alright.
context: It's heading your way!\Riki.\A bird?\It's huge!\Look at it glisten.\Why'd you fill it with seaweed?!\Kyousuke?\It's alright. response:	Holy crap, it's Tweety!
context: Riki.\A bird?\It's huge!\Look at it glisten.\Why'd you fill it with seaweed?!\Kyousuke?\It's alright.\Holy crap, it's Tweety! response:	Tweety?
context: A bird?\It's huge!\Look at it glisten.\Why'd you fill it with seaweed?!\Kyousuke?\It's alright.\Holy crap, it's Tweety!\Tweety? response:	Yeah.
context: It's huge!\Look at it glisten.\Why'd you fill it with seaweed?!\Kyousuke?\It's alright.\Holy crap, it's Tweety!\Tweety?\Yeah. response:	When I came back from Hokkaido one time, a young eagle followed me back.
context: Look at it glisten.\Why'd you fill it with seaweed?!\Kyousuke?\It's alright.\Holy crap, it's Tweety!\Tweety?\Yeah.\When I came back from Hokkaido one time, a young eagle followed me back. response:	I named him Tweety and loved him very much.
context: Why'd you fill it with seaweed?!\Kyousuke?\It's alright.\Holy crap, it's Tweety!\Tweety?\Yeah.\When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much. response:	Oh, yeah! We used to play with him!
context: Kyousuke?\It's alright.\Holy crap, it's Tweety!\Tweety?\Yeah.\When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much.\Oh, yeah! We used to play with him! response:	He didn't like me at all.
context: It's alright.\Holy crap, it's Tweety!\Tweety?\Yeah.\When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much.\Oh, yeah! We used to play with him!\He didn't like me at all. response:	But we couldn't keep an eagle as a pet at home.
context: Holy crap, it's Tweety!\Tweety?\Yeah.\When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much.\Oh, yeah! We used to play with him!\He didn't like me at all.\But we couldn't keep an eagle as a pet at home. response:	Though it broke my heart, I sent Tweety back to Hokkaido.
context: Tweety?\Yeah.\When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much.\Oh, yeah! We used to play with him!\He didn't like me at all.\But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido. response:	Did he come down here to see you?
context: Yeah.\When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much.\Oh, yeah! We used to play with him!\He didn't like me at all.\But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you? response:	Yeah.
context: When I came back from Hokkaido one time, a young eagle followed me back.\I named him Tweety and loved him very much.\Oh, yeah! We used to play with him!\He didn't like me at all.\But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you?\Yeah. response:	Thanks for coming.
context: I named him Tweety and loved him very much.\Oh, yeah! We used to play with him!\He didn't like me at all.\But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you?\Yeah.\Thanks for coming. response:	Tweety!
context: Oh, yeah! We used to play with him!\He didn't like me at all.\But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you?\Yeah.\Thanks for coming.\Tweety! response:	Tweety, come visit me again someday.
context: He didn't like me at all.\But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you?\Yeah.\Thanks for coming.\Tweety!\Tweety, come visit me again someday. response:	So it was all Mister Kyousuke's fault.
context: But we couldn't keep an eagle as a pet at home.\Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you?\Yeah.\Thanks for coming.\Tweety!\Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault. response:	What's wrong with you?!
context: Though it broke my heart, I sent Tweety back to Hokkaido.\Did he come down here to see you?\Yeah.\Thanks for coming.\Tweety!\Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault.\What's wrong with you?! response:	It's a good thing it wasn't a ghost.
context: Did he come down here to see you?\Yeah.\Thanks for coming.\Tweety!\Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault.\What's wrong with you?!\It's a good thing it wasn't a ghost. response:	Mission complete!
context: Yeah.\Thanks for coming.\Tweety!\Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault.\What's wrong with you?!\It's a good thing it wasn't a ghost.\Mission complete! response:	That was a pretty hot night.
context: Thanks for coming.\Tweety!\Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault.\What's wrong with you?!\It's a good thing it wasn't a ghost.\Mission complete!\That was a pretty hot night. response:	Oh? We're the last ones back?
context: Tweety!\Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault.\What's wrong with you?!\It's a good thing it wasn't a ghost.\Mission complete!\That was a pretty hot night.\Oh? We're the last ones back? response:	Oh, hey. Where the heck were you guys?
context: Tweety, come visit me again someday.\So it was all Mister Kyousuke's fault.\What's wrong with you?!\It's a good thing it wasn't a ghost.\Mission complete!\That was a pretty hot night.\Oh? We're the last ones back?\Oh, hey. Where the heck were you guys? response:	Like you need to ask.
context: So it was all Mister Kyousuke's fault.\What's wrong with you?!\It's a good thing it wasn't a ghost.\Mission complete!\That was a pretty hot night.\Oh? We're the last ones back?\Oh, hey. Where the heck were you guys?\Like you need to ask. response:	We got held up by your trap in the Principal's Office.
context: What's wrong with you?!\It's a good thing it wasn't a ghost.\Mission complete!\That was a pretty hot night.\Oh? We're the last ones back?\Oh, hey. Where the heck were you guys?\Like you need to ask.\We got held up by your trap in the Principal's Office. response:	Man, that one was good.
context: It's a good thing it wasn't a ghost.\Mission complete!\That was a pretty hot night.\Oh? We're the last ones back?\Oh, hey. Where the heck were you guys?\Like you need to ask.\We got held up by your trap in the Principal's Office.\Man, that one was good. response:	What are you looking all pale for?
context: Mission complete!\That was a pretty hot night.\Oh? We're the last ones back?\Oh, hey. Where the heck were you guys?\Like you need to ask.\We got held up by your trap in the Principal's Office.\Man, that one was good.\What are you looking all pale for? response:	I didn't set any traps there...
context: That was a pretty hot night.\Oh? We're the last ones back?\Oh, hey. Where the heck were you guys?\Like you need to ask.\We got held up by your trap in the Principal's Office.\Man, that one was good.\What are you looking all pale for?\I didn't set any traps there... response:	Then what's this?
context: Oh? We're the last ones back?\Oh, hey. Where the heck were you guys?\Like you need to ask.\We got held up by your trap in the Principal's Office.\Man, that one was good.\What are you looking all pale for?\I didn't set any traps there...\Then what's this? response:	You might want to burn it.
context: Oh, hey. Where the heck were you guys?\Like you need to ask.\We got held up by your trap in the Principal's Office.\Man, that one was good.\What are you looking all pale for?\I didn't set any traps there...\Then what's this?\You might want to burn it. response:	Nishizono-san is always looking at the sky with such distant eyes.
context: Like you need to ask.\We got held up by your trap in the Principal's Office.\Man, that one was good.\What are you looking all pale for?\I didn't set any traps there...\Then what's this?\You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes. response:	Are you going to invite Nishizono to join the Little Busters?
context: We got held up by your trap in the Principal's Office.\Man, that one was good.\What are you looking all pale for?\I didn't set any traps there...\Then what's this?\You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters? response:	Yeah.
context: Man, that one was good.\What are you looking all pale for?\I didn't set any traps there...\Then what's this?\You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters?\Yeah. response:	To be friends with us.
context: What are you looking all pale for?\I didn't set any traps there...\Then what's this?\You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters?\Yeah.\To be friends with us. response:	Mission, start!
context: I didn't set any traps there...\Then what's this?\You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters?\Yeah.\To be friends with us.\Mission, start! response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: Then what's this?\You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters?\Yeah.\To be friends with us.\Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: You might want to burn it.\Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters?\Yeah.\To be friends with us.\Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: Nishizono-san is always looking at the sky with such distant eyes.\Are you going to invite Nishizono to join the Little Busters?\Yeah.\To be friends with us.\Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Are you going to invite Nishizono to join the Little Busters?\Yeah.\To be friends with us.\Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Yeah.\To be friends with us.\Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: To be friends with us.\Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Mission, start!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	akaneiro no kumo
context: Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\akaneiro no kumo response:	The clouds, lit bright orange,
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	omoide mo futatsu
context: Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu response:	And two of our memories
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: Even in the face of the oncoming grief\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo response:	Floating far into the distance
context: akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	hibiku kane no oto
context: And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto response:	The sound of the bell echoing,
context: omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
