context: Black crow! response:	We even got an apartment for him.
context: You're right.\No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say.\I wouldn't say anything like that.\And what would we do if someone overheard you?\I only said that because no one was around.\Would the fourth of February work for you to go hand in the name?\Let's go right after the exam. response:	Oh, the exam.
context: No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say.\I wouldn't say anything like that.\And what would we do if someone overheard you?\I only said that because no one was around.\Would the fourth of February work for you to go hand in the name?\Let's go right after the exam.\Oh, the exam. response:	I haven't done anything.
context: Is what I thought you would say.\I wouldn't say anything like that.\And what would we do if someone overheard you?\I only said that because no one was around.\Would the fourth of February work for you to go hand in the name?\Let's go right after the exam.\Oh, the exam.\I haven't done anything. response:	Kita High's exam questions are textbook-level, you know.
context: I wouldn't say anything like that.\And what would we do if someone overheard you?\I only said that because no one was around.\Would the fourth of February work for you to go hand in the name?\Let's go right after the exam.\Oh, the exam.\I haven't done anything.\Kita High's exam questions are textbook-level, you know. response:	Those should cover the main points.
context: And what would we do if someone overheard you?\I only said that because no one was around.\Would the fourth of February work for you to go hand in the name?\Let's go right after the exam.\Oh, the exam.\I haven't done anything.\Kita High's exam questions are textbook-level, you know.\Those should cover the main points. response:	Wow, thanks.
context: I only said that because no one was around.\Would the fourth of February work for you to go hand in the name?\Let's go right after the exam.\Oh, the exam.\I haven't done anything.\Kita High's exam questions are textbook-level, you know.\Those should cover the main points.\Wow, thanks. response:	They're not going to surprise us with really hard questions this year are they?
context: Would the fourth of February work for you to go hand in the name?\Let's go right after the exam.\Oh, the exam.\I haven't done anything.\Kita High's exam questions are textbook-level, you know.\Those should cover the main points.\Wow, thanks.\They're not going to surprise us with really hard questions this year are they? response:	If they do, I'm sorry.
context: Let's go right after the exam.\Oh, the exam.\I haven't done anything.\Kita High's exam questions are textbook-level, you know.\Those should cover the main points.\Wow, thanks.\They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry. response:	These were all I studied.
context: Oh, the exam.\I haven't done anything.\Kita High's exam questions are textbook-level, you know.\Those should cover the main points.\Wow, thanks.\They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry.\These were all I studied. response:	I think it'll be fine.
context: I haven't done anything.\Kita High's exam questions are textbook-level, you know.\Those should cover the main points.\Wow, thanks.\They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry.\These were all I studied.\I think it'll be fine. response:	I don't feel like I failed.
context: Kita High's exam questions are textbook-level, you know.\Those should cover the main points.\Wow, thanks.\They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry.\These were all I studied.\I think it'll be fine.\I don't feel like I failed. response:	No way! I sucked on that exam!
context: Those should cover the main points.\Wow, thanks.\They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry.\These were all I studied.\I think it'll be fine.\I don't feel like I failed.\No way! I sucked on that exam! response:	Everyone who takes that exam passes it.
context: Wow, thanks.\They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry.\These were all I studied.\I think it'll be fine.\I don't feel like I failed.\No way! I sucked on that exam!\Everyone who takes that exam passes it. response:	Ooh, I'm not sure about you since you were suspended for that violence incident.
context: They're not going to surprise us with really hard questions this year are they?\If they do, I'm sorry.\These were all I studied.\I think it'll be fine.\I don't feel like I failed.\No way! I sucked on that exam!\Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident. response:	They said it wouldn't end up on my permanent record.
context: If they do, I'm sorry.\These were all I studied.\I think it'll be fine.\I don't feel like I failed.\No way! I sucked on that exam!\Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record. response:	And even if it does, my grades are more than good enough.
context: These were all I studied.\I think it'll be fine.\I don't feel like I failed.\No way! I sucked on that exam!\Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough. response:	They'll beg me to go to school there.
context: I think it'll be fine.\I don't feel like I failed.\No way! I sucked on that exam!\Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough.\They'll beg me to go to school there. response:	Kyaa! I love that about him!
context: I don't feel like I failed.\No way! I sucked on that exam!\Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough.\They'll beg me to go to school there.\Kyaa! I love that about him! response:	You're as weird as him.
context: No way! I sucked on that exam!\Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough.\They'll beg me to go to school there.\Kyaa! I love that about him!\You're as weird as him. response:	This is good.
context: Everyone who takes that exam passes it.\Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough.\They'll beg me to go to school there.\Kyaa! I love that about him!\You're as weird as him.\This is good. response:	I mean, it's interesting as it is,
context: Ooh, I'm not sure about you since you were suspended for that violence incident.\They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough.\They'll beg me to go to school there.\Kyaa! I love that about him!\You're as weird as him.\This is good.\I mean, it's interesting as it is, response:	but how about adding that part from your Tezuka submission 100,000,000 Minutes,
context: They said it wouldn't end up on my permanent record.\And even if it does, my grades are more than good enough.\They'll beg me to go to school there.\Kyaa! I love that about him!\You're as weird as him.\This is good.\I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes, response:	about the gigantic government supercomputer that ranks people?
context: And even if it does, my grades are more than good enough.\They'll beg me to go to school there.\Kyaa! I love that about him!\You're as weird as him.\This is good.\I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people? response:	That sounds fun!
context: They'll beg me to go to school there.\Kyaa! I love that about him!\You're as weird as him.\This is good.\I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people?\That sounds fun! response:	My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.
context: Kyaa! I love that about him!\You're as weird as him.\This is good.\I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people?\That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself. response:	Why didn't I... I mean, why didn't I realize?
context: You're as weird as him.\This is good.\I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people?\That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize? response:	This is fine!
context: This is good.\I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people?\That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize?\This is fine! response:	Rewrite it, then bring it back.
context: I mean, it's interesting as it is,\but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people?\That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize?\This is fine!\Rewrite it, then bring it back. response:	Alright!
context: but how about adding that part from your Tezuka submission 100,000,000 Minutes,\about the gigantic government supercomputer that ranks people?\That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize?\This is fine!\Rewrite it, then bring it back.\Alright! response:	Thank you very much for your advice.
context: about the gigantic government supercomputer that ranks people?\That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize?\This is fine!\Rewrite it, then bring it back.\Alright!\Thank you very much for your advice. response:	I'm there!
context: That sounds fun!\My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize?\This is fine!\Rewrite it, then bring it back.\Alright!\Thank you very much for your advice.\I'm there! response:	Weren't you actually nervous?
context: My uncle used to say that the best editors are the ones who come up with ideas you'd never have yourself.\Why didn't I... I mean, why didn't I realize?\This is fine!\Rewrite it, then bring it back.\Alright!\Thank you very much for your advice.\I'm there!\Weren't you actually nervous? response:	No way.
context: Why didn't I... I mean, why didn't I realize?\This is fine!\Rewrite it, then bring it back.\Alright!\Thank you very much for your advice.\I'm there!\Weren't you actually nervous?\No way. response:	I made it!
context: This is fine!\Rewrite it, then bring it back.\Alright!\Thank you very much for your advice.\I'm there!\Weren't you actually nervous?\No way.\I made it! response:	I made it, Takagi!
context: Rewrite it, then bring it back.\Alright!\Thank you very much for your advice.\I'm there!\Weren't you actually nervous?\No way.\I made it!\I made it, Takagi! response:	I'm so glad, I'm so glad...
context: Alright!\Thank you very much for your advice.\I'm there!\Weren't you actually nervous?\No way.\I made it!\I made it, Takagi!\I'm so glad, I'm so glad... response:	Well, let's get back to the studio and fix up that name.
context: Thank you very much for your advice.\I'm there!\Weren't you actually nervous?\No way.\I made it!\I made it, Takagi!\I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name. response:	Go take care of her.
context: I'm there!\Weren't you actually nervous?\No way.\I made it!\I made it, Takagi!\I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name.\Go take care of her. response:	Alright! You're good!
context: Weren't you actually nervous?\No way.\I made it!\I made it, Takagi!\I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name.\Go take care of her.\Alright! You're good! response:	And the art is good.
context: No way.\I made it!\I made it, Takagi!\I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name.\Go take care of her.\Alright! You're good!\And the art is good. response:	Going for a realistic style was the right choice.
context: I made it!\I made it, Takagi!\I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name.\Go take care of her.\Alright! You're good!\And the art is good.\Going for a realistic style was the right choice. response:	I'll really push this one.
context: I made it, Takagi!\I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name.\Go take care of her.\Alright! You're good!\And the art is good.\Going for a realistic style was the right choice.\I'll really push this one. response:	The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!
context: I'm so glad, I'm so glad...\Well, let's get back to the studio and fix up that name.\Go take care of her.\Alright! You're good!\And the art is good.\Going for a realistic style was the right choice.\I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT! response:	The Vice Editor and captain? Not the Editor-in-Chief?
context: Well, let's get back to the studio and fix up that name.\Go take care of her.\Alright! You're good!\And the art is good.\Going for a realistic style was the right choice.\I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief? response:	Right. The Vice Editor at NEXT! needs more on-the-job experience.
context: Go take care of her.\Alright! You're good!\And the art is good.\Going for a realistic style was the right choice.\I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience. response:	Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.
context: Alright! You're good!\And the art is good.\Going for a realistic style was the right choice.\I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him. response:	The Editor-in-Chief also has the final say when it comes to our magazine as well.
context: And the art is good.\Going for a realistic style was the right choice.\I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well. response:	The results will be out in two weeks, and I'll give you a call.
context: Going for a realistic style was the right choice.\I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call. response:	Right!
context: I'll really push this one.\The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call.\Right! response:	I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.
context: The Vice Editor-in-Chief and our captain will decide which ones make it onto the pages of NEXT!\The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call.\Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing. response:	I'm surprised.
context: The Vice Editor and captain? Not the Editor-in-Chief?\Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call.\Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised. response:	So you didn't know either.
context: Right. The Vice Editor at NEXT! needs more on-the-job experience.\Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call.\Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised.\So you didn't know either. response:	Yeah.
context: Of course, the final OK comes from the Editor-in-Chief, but the selection is made by those under him.\The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call.\Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised.\So you didn't know either.\Yeah. response:	He said, If it's interesting, it will get published, right?
context: The Editor-in-Chief also has the final say when it comes to our magazine as well.\The results will be out in two weeks, and I'll give you a call.\Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised.\So you didn't know either.\Yeah.\He said, If it's interesting, it will get published, right? response:	Yeah.
context: The results will be out in two weeks, and I'll give you a call.\Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised.\So you didn't know either.\Yeah.\He said, If it's interesting, it will get published, right?\Yeah. response:	Two weeks, huh?
context: Right!\I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised.\So you didn't know either.\Yeah.\He said, If it's interesting, it will get published, right?\Yeah.\Two weeks, huh? response:	Saiko!
context: I didn't realize it wasn't the Editor-In-Chief who selects the work for printing.\I'm surprised.\So you didn't know either.\Yeah.\He said, If it's interesting, it will get published, right?\Yeah.\Two weeks, huh?\Saiko! response:	Yeah!
context: I'm surprised.\So you didn't know either.\Yeah.\He said, If it's interesting, it will get published, right?\Yeah.\Two weeks, huh?\Saiko!\Yeah! response:	Isn't that great, Kawasaki?
context: So you didn't know either.\Yeah.\He said, If it's interesting, it will get published, right?\Yeah.\Two weeks, huh?\Saiko!\Yeah!\Isn't that great, Kawasaki? response:	You got into high school!
context: Yeah.\He said, If it's interesting, it will get published, right?\Yeah.\Two weeks, huh?\Saiko!\Yeah!\Isn't that great, Kawasaki?\You got into high school! response:	Yes, sensei! It's all thanks to you, sir!
context: He said, If it's interesting, it will get published, right?\Yeah.\Two weeks, huh?\Saiko!\Yeah!\Isn't that great, Kawasaki?\You got into high school!\Yes, sensei! It's all thanks to you, sir! response:	What's up with you today? You're being awfully proper.
context: Yeah.\Two weeks, huh?\Saiko!\Yeah!\Isn't that great, Kawasaki?\You got into high school!\Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper. response:	No, I'm really grateful to you, sensei!
context: Two weeks, huh?\Saiko!\Yeah!\Isn't that great, Kawasaki?\You got into high school!\Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei! response:	Kawasaki, you fool!
context: Saiko!\Yeah!\Isn't that great, Kawasaki?\You got into high school!\Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei!\Kawasaki, you fool! response:	Men do not show their tears to others!
context: Yeah!\Isn't that great, Kawasaki?\You got into high school!\Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei!\Kawasaki, you fool!\Men do not show their tears to others! response:	These are my last words to you.
context: Isn't that great, Kawasaki?\You got into high school!\Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei!\Kawasaki, you fool!\Men do not show their tears to others!\These are my last words to you. response:	Ah, the last line of this play...
context: You got into high school!\Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei!\Kawasaki, you fool!\Men do not show their tears to others!\These are my last words to you.\Ah, the last line of this play... response:	Should I draw a title page?
context: Yes, sensei! It's all thanks to you, sir!\What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei!\Kawasaki, you fool!\Men do not show their tears to others!\These are my last words to you.\Ah, the last line of this play...\Should I draw a title page? response:	Yeah, it'll help us calm down.
context: What's up with you today? You're being awfully proper.\No, I'm really grateful to you, sensei!\Kawasaki, you fool!\Men do not show their tears to others!\These are my last words to you.\Ah, the last line of this play...\Should I draw a title page?\Yeah, it'll help us calm down. response:	Happy Valentine's!
context: No, I'm really grateful to you, sensei!\Kawasaki, you fool!\Men do not show their tears to others!\These are my last words to you.\Ah, the last line of this play...\Should I draw a title page?\Yeah, it'll help us calm down.\Happy Valentine's! response:	Wow, thanks for making the trip even though it was your day off.
context: Kawasaki, you fool!\Men do not show their tears to others!\These are my last words to you.\Ah, the last line of this play...\Should I draw a title page?\Yeah, it'll help us calm down.\Happy Valentine's!\Wow, thanks for making the trip even though it was your day off. response:	I wanted to give it to you while it's still Valentine's Day.
context: Men do not show their tears to others!\These are my last words to you.\Ah, the last line of this play...\Should I draw a title page?\Yeah, it'll help us calm down.\Happy Valentine's!\Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day. response:	Wow, home-made!
context: These are my last words to you.\Ah, the last line of this play...\Should I draw a title page?\Yeah, it'll help us calm down.\Happy Valentine's!\Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day.\Wow, home-made! response:	Sorry if they're not well made.
context: Ah, the last line of this play...\Should I draw a title page?\Yeah, it'll help us calm down.\Happy Valentine's!\Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day.\Wow, home-made!\Sorry if they're not well made. response:	Want one, Saikou?
context: Should I draw a title page?\Yeah, it'll help us calm down.\Happy Valentine's!\Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day.\Wow, home-made!\Sorry if they're not well made.\Want one, Saikou? response:	No, if I steal one Miyoshi will hit me.
context: Yeah, it'll help us calm down.\Happy Valentine's!\Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day.\Wow, home-made!\Sorry if they're not well made.\Want one, Saikou?\No, if I steal one Miyoshi will hit me. response:	I will not!
context: Happy Valentine's!\Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day.\Wow, home-made!\Sorry if they're not well made.\Want one, Saikou?\No, if I steal one Miyoshi will hit me.\I will not! response:	Thanks again.
context: Wow, thanks for making the trip even though it was your day off.\I wanted to give it to you while it's still Valentine's Day.\Wow, home-made!\Sorry if they're not well made.\Want one, Saikou?\No, if I steal one Miyoshi will hit me.\I will not!\Thanks again. response:	These are great!
context: I wanted to give it to you while it's still Valentine's Day.\Wow, home-made!\Sorry if they're not well made.\Want one, Saikou?\No, if I steal one Miyoshi will hit me.\I will not!\Thanks again.\These are great! response:	What about tea?
context: Wow, home-made!\Sorry if they're not well made.\Want one, Saikou?\No, if I steal one Miyoshi will hit me.\I will not!\Thanks again.\These are great!\What about tea? response:	Mashiro.
context: Sorry if they're not well made.\Want one, Saikou?\No, if I steal one Miyoshi will hit me.\I will not!\Thanks again.\These are great!\What about tea?\Mashiro. response:	These are from Miho.
context: Want one, Saikou?\No, if I steal one Miyoshi will hit me.\I will not!\Thanks again.\These are great!\What about tea?\Mashiro.\These are from Miho. response:	Oh, thanks.
context: No, if I steal one Miyoshi will hit me.\I will not!\Thanks again.\These are great!\What about tea?\Mashiro.\These are from Miho.\Oh, thanks. response:	Open it, Saikou.
context: I will not!\Thanks again.\These are great!\What about tea?\Mashiro.\These are from Miho.\Oh, thanks.\Open it, Saikou. response:	Yes, don't be shy!
context: Thanks again.\These are great!\What about tea?\Mashiro.\These are from Miho.\Oh, thanks.\Open it, Saikou.\Yes, don't be shy! response:	Shut up! I'll open it after I get home.
context: These are great!\What about tea?\Mashiro.\These are from Miho.\Oh, thanks.\Open it, Saikou.\Yes, don't be shy!\Shut up! I'll open it after I get home. response:	Mashiro-kun.
context: What about tea?\Mashiro.\These are from Miho.\Oh, thanks.\Open it, Saikou.\Yes, don't be shy!\Shut up! I'll open it after I get home.\Mashiro-kun. response:	I'm sorry these aren't handmade like Kaya's.
context: Mashiro.\These are from Miho.\Oh, thanks.\Open it, Saikou.\Yes, don't be shy!\Shut up! I'll open it after I get home.\Mashiro-kun.\I'm sorry these aren't handmade like Kaya's. response:	It would be embarrassing if my family saw me.
context: These are from Miho.\Oh, thanks.\Open it, Saikou.\Yes, don't be shy!\Shut up! I'll open it after I get home.\Mashiro-kun.\I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me. response:	I got you pencil chocolates since you're trying to become a manga artist...
context: Oh, thanks.\Open it, Saikou.\Yes, don't be shy!\Shut up! I'll open it after I get home.\Mashiro-kun.\I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist... response:	is that dumb?
context: Open it, Saikou.\Yes, don't be shy!\Shut up! I'll open it after I get home.\Mashiro-kun.\I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist...\is that dumb? response:	Moritaka!
context: Yes, don't be shy!\Shut up! I'll open it after I get home.\Mashiro-kun.\I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist...\is that dumb?\Moritaka! response:	Dinner's ready!
context: Shut up! I'll open it after I get home.\Mashiro-kun.\I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist...\is that dumb?\Moritaka!\Dinner's ready! response:	Alright! I'll be right there!
context: Mashiro-kun.\I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist...\is that dumb?\Moritaka!\Dinner's ready!\Alright! I'll be right there! response:	How about this as the last one?
context: I'm sorry these aren't handmade like Kaya's.\It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist...\is that dumb?\Moritaka!\Dinner's ready!\Alright! I'll be right there!\How about this as the last one? response:	Alright.
context: It would be embarrassing if my family saw me.\I got you pencil chocolates since you're trying to become a manga artist...\is that dumb?\Moritaka!\Dinner's ready!\Alright! I'll be right there!\How about this as the last one?\Alright. response:	It's decided.
context: I got you pencil chocolates since you're trying to become a manga artist...\is that dumb?\Moritaka!\Dinner's ready!\Alright! I'll be right there!\How about this as the last one?\Alright.\It's decided. response:	Yes.
context: is that dumb?\Moritaka!\Dinner's ready!\Alright! I'll be right there!\How about this as the last one?\Alright.\It's decided.\Yes. response:	That took a long time.
context: Moritaka!\Dinner's ready!\Alright! I'll be right there!\How about this as the last one?\Alright.\It's decided.\Yes.\That took a long time. response:	That's because there was so much strong work.
context: Dinner's ready!\Alright! I'll be right there!\How about this as the last one?\Alright.\It's decided.\Yes.\That took a long time.\That's because there was so much strong work. response:	Aida-san!
context: Alright! I'll be right there!\How about this as the last one?\Alright.\It's decided.\Yes.\That took a long time.\That's because there was so much strong work.\Aida-san! response:	Um, how was it?
context: How about this as the last one?\Alright.\It's decided.\Yes.\That took a long time.\That's because there was so much strong work.\Aida-san!\Um, how was it? response:	Oh, that.
context: Alright.\It's decided.\Yes.\That took a long time.\That's because there was so much strong work.\Aida-san!\Um, how was it?\Oh, that. response:	We were so confident with our Tezuka submission, but it failed.
context: It's decided.\Yes.\That took a long time.\That's because there was so much strong work.\Aida-san!\Um, how was it?\Oh, that.\We were so confident with our Tezuka submission, but it failed. response:	I have no idea what to expect.
context: Yes.\That took a long time.\That's because there was so much strong work.\Aida-san!\Um, how was it?\Oh, that.\We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect. response:	Here it comes!
context: That took a long time.\That's because there was so much strong work.\Aida-san!\Um, how was it?\Oh, that.\We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect.\Here it comes! response:	Hello, this is Takagi.
context: That's because there was so much strong work.\Aida-san!\Um, how was it?\Oh, that.\We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect.\Here it comes!\Hello, this is Takagi. response:	They decided to run it in NEXT!
context: Aida-san!\Um, how was it?\Oh, that.\We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect.\Here it comes!\Hello, this is Takagi.\They decided to run it in NEXT! response:	YES!
context: Um, how was it?\Oh, that.\We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect.\Here it comes!\Hello, this is Takagi.\They decided to run it in NEXT!\YES! response:	Oh man! This is the happiest I've ever been in my life!
context: Oh, that.\We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect.\Here it comes!\Hello, this is Takagi.\They decided to run it in NEXT!\YES!\Oh man! This is the happiest I've ever been in my life! response:	MMe too! This feels so much better than getting into high school!
context: We were so confident with our Tezuka submission, but it failed.\I have no idea what to expect.\Here it comes!\Hello, this is Takagi.\They decided to run it in NEXT!\YES!\Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school! response:	Hurray! Hurray! Hurray!
context: I have no idea what to expect.\Here it comes!\Hello, this is Takagi.\They decided to run it in NEXT!\YES!\Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray! response:	Hello? Hello?
context: Here it comes!\Hello, this is Takagi.\They decided to run it in NEXT!\YES!\Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray!\Hello? Hello? response:	Oh, excuse us.
context: Hello, this is Takagi.\They decided to run it in NEXT!\YES!\Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray!\Hello? Hello?\Oh, excuse us. response:	We're just so happy.
context: They decided to run it in NEXT!\YES!\Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray!\Hello? Hello?\Oh, excuse us.\We're just so happy. response:	I've thought this over, and I'll be honest with you.
context: YES!\Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray!\Hello? Hello?\Oh, excuse us.\We're just so happy.\I've thought this over, and I'll be honest with you. response:	Yes?
