context: Who is that? response:	Who are you?
context: Both you and I will feel sad.\It all began under this tree.\It's almost been a year\since you said,'I love you.'\They're so far away, I can't hear them'\I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time.\Why are you talking in past tense' response:	Let's say good-bye.
context: It all began under this tree.\It's almost been a year\since you said,'I love you.'\They're so far away, I can't hear them'\I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time.\Why are you talking in past tense'\Let's say good-bye. response:	Why'?
context: It's almost been a year\since you said,'I love you.'\They're so far away, I can't hear them'\I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time.\Why are you talking in past tense'\Let's say good-bye.\Why'? response:	Because' Because when we meet again
context: since you said,'I love you.'\They're so far away, I can't hear them'\I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time.\Why are you talking in past tense'\Let's say good-bye.\Why'?\Because' Because when we meet again response:	You would already have someone you care about.
context: They're so far away, I can't hear them'\I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time.\Why are you talking in past tense'\Let's say good-bye.\Why'?\Because' Because when we meet again\You would already have someone you care about. response:	Same for me, too.
context: I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time.\Why are you talking in past tense'\Let's say good-bye.\Why'?\Because' Because when we meet again\You would already have someone you care about.\Same for me, too. response:	It'll be okay.
context: We had a lot of fun together. I had a really good time.\Why are you talking in past tense'\Let's say good-bye.\Why'?\Because' Because when we meet again\You would already have someone you care about.\Same for me, too.\It'll be okay. response:	Because when we meet next time,
context: Why are you talking in past tense'\Let's say good-bye.\Why'?\Because' Because when we meet again\You would already have someone you care about.\Same for me, too.\It'll be okay.\Because when we meet next time, response:	you and I would have become great friends.
context: Let's say good-bye.\Why'?\Because' Because when we meet again\You would already have someone you care about.\Same for me, too.\It'll be okay.\Because when we meet next time,\you and I would have become great friends. response:	I will come back for sure. When the time comes'
context: Why'?\Because' Because when we meet again\You would already have someone you care about.\Same for me, too.\It'll be okay.\Because when we meet next time,\you and I would have become great friends.\I will come back for sure. When the time comes' response:	What a beautiful full moon.
context: Because' Because when we meet again\You would already have someone you care about.\Same for me, too.\It'll be okay.\Because when we meet next time,\you and I would have become great friends.\I will come back for sure. When the time comes'\What a beautiful full moon. response:	When a disaster befalls upon this world'
context: You would already have someone you care about.\Same for me, too.\It'll be okay.\Because when we meet next time,\you and I would have become great friends.\I will come back for sure. When the time comes'\What a beautiful full moon.\When a disaster befalls upon this world' response:	Eh!
context: Same for me, too.\It'll be okay.\Because when we meet next time,\you and I would have become great friends.\I will come back for sure. When the time comes'\What a beautiful full moon.\When a disaster befalls upon this world'\Eh! response:	Miss Mizuki!
context: It'll be okay.\Because when we meet next time,\you and I would have become great friends.\I will come back for sure. When the time comes'\What a beautiful full moon.\When a disaster befalls upon this world'\Eh!\Miss Mizuki! response:	But' I'm sure'
context: Because when we meet next time,\you and I would have become great friends.\I will come back for sure. When the time comes'\What a beautiful full moon.\When a disaster befalls upon this world'\Eh!\Miss Mizuki!\But' I'm sure' response:	Sakura!
context: you and I would have become great friends.\I will come back for sure. When the time comes'\What a beautiful full moon.\When a disaster befalls upon this world'\Eh!\Miss Mizuki!\But' I'm sure'\Sakura! response:	Sakura!
context: I will come back for sure. When the time comes'\What a beautiful full moon.\When a disaster befalls upon this world'\Eh!\Miss Mizuki!\But' I'm sure'\Sakura!\Sakura! response:	Kero'
context: What a beautiful full moon.\When a disaster befalls upon this world'\Eh!\Miss Mizuki!\But' I'm sure'\Sakura!\Sakura!\Kero' response:	Thank goodness. You really came back.
context: When a disaster befalls upon this world'\Eh!\Miss Mizuki!\But' I'm sure'\Sakura!\Sakura!\Kero'\Thank goodness. You really came back. response:	How did I'?
context: Eh!\Miss Mizuki!\But' I'm sure'\Sakura!\Sakura!\Kero'\Thank goodness. You really came back.\How did I'? response:	You gotta thank the brat this time.
context: Miss Mizuki!\But' I'm sure'\Sakura!\Sakura!\Kero'\Thank goodness. You really came back.\How did I'?\You gotta thank the brat this time. response:	Eh?
context: But' I'm sure'\Sakura!\Sakura!\Kero'\Thank goodness. You really came back.\How did I'?\You gotta thank the brat this time.\Eh? response:	Sakura, that's the true form of the card!
context: Sakura!\Sakura!\Kero'\Thank goodness. You really came back.\How did I'?\You gotta thank the brat this time.\Eh?\Sakura, that's the true form of the card! response:	Return to thy form which thou should be!
context: Sakura!\Kero'\Thank goodness. You really came back.\How did I'?\You gotta thank the brat this time.\Eh?\Sakura, that's the true form of the card!\Return to thy form which thou should be! response:	Clow Card!
context: Kero'\Thank goodness. You really came back.\How did I'?\You gotta thank the brat this time.\Eh?\Sakura, that's the true form of the card!\Return to thy form which thou should be!\Clow Card! response:	You did come back'
context: Thank goodness. You really came back.\How did I'?\You gotta thank the brat this time.\Eh?\Sakura, that's the true form of the card!\Return to thy form which thou should be!\Clow Card!\You did come back' response:	Li-kun!
context: How did I'?\You gotta thank the brat this time.\Eh?\Sakura, that's the true form of the card!\Return to thy form which thou should be!\Clow Card!\You did come back'\Li-kun! response:	The card that took you away was called Return.
context: You gotta thank the brat this time.\Eh?\Sakura, that's the true form of the card!\Return to thy form which thou should be!\Clow Card!\You did come back'\Li-kun!\The card that took you away was called Return. response:	For Return,
context: Eh?\Sakura, that's the true form of the card!\Return to thy form which thou should be!\Clow Card!\You did come back'\Li-kun!\The card that took you away was called Return.\For Return, response:	in order to stop the flow of time by using the card Time,
context: Sakura, that's the true form of the card!\Return to thy form which thou should be!\Clow Card!\You did come back'\Li-kun!\The card that took you away was called Return.\For Return,\in order to stop the flow of time by using the card Time, response:	a seal has to be placed on the entire tree.
context: Return to thy form which thou should be!\Clow Card!\You did come back'\Li-kun!\The card that took you away was called Return.\For Return,\in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree. response:	But it takes a lot of magical power
context: Clow Card!\You did come back'\Li-kun!\The card that took you away was called Return.\For Return,\in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree.\But it takes a lot of magical power response:	to use the card Time.
context: You did come back'\Li-kun!\The card that took you away was called Return.\For Return,\in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree.\But it takes a lot of magical power\to use the card Time. response:	On top of that,
context: Li-kun!\The card that took you away was called Return.\For Return,\in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree.\But it takes a lot of magical power\to use the card Time.\On top of that, response:	to stop the flow of time in the past with magical power'
context: The card that took you away was called Return.\For Return,\in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree.\But it takes a lot of magical power\to use the card Time.\On top of that,\to stop the flow of time in the past with magical power' response:	Li-kun, I'm so sorry'
context: For Return,\in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree.\But it takes a lot of magical power\to use the card Time.\On top of that,\to stop the flow of time in the past with magical power'\Li-kun, I'm so sorry' response:	Thank you so much!
context: in order to stop the flow of time by using the card Time,\a seal has to be placed on the entire tree.\But it takes a lot of magical power\to use the card Time.\On top of that,\to stop the flow of time in the past with magical power'\Li-kun, I'm so sorry'\Thank you so much! response:	Li-kun? Hang in there! Li-kun!
context: a seal has to be placed on the entire tree.\But it takes a lot of magical power\to use the card Time.\On top of that,\to stop the flow of time in the past with magical power'\Li-kun, I'm so sorry'\Thank you so much!\Li-kun? Hang in there! Li-kun! response:	Yue'
