context: A hero... response:	Hey, villain...
context: How is it?\He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute.\Principal...\Of course!\Some people might complain, but you police have more authority.\Investigating is what you're good at.\I'm counting on you! response:	Teams, proceed with the investigation of the school!
context: He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute.\Principal...\Of course!\Some people might complain, but you police have more authority.\Investigating is what you're good at.\I'm counting on you!\Teams, proceed with the investigation of the school! response:	Because of the situation this time, I can't really scold you...
context: He does not respond even when called out to, so he is thought to be mute.\Principal...\Of course!\Some people might complain, but you police have more authority.\Investigating is what you're good at.\I'm counting on you!\Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you... response:	I'm not sure...
context: Principal...\Of course!\Some people might complain, but you police have more authority.\Investigating is what you're good at.\I'm counting on you!\Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you...\I'm not sure... response:	I hope I still have at least an hour...
context: Of course!\Some people might complain, but you police have more authority.\Investigating is what you're good at.\I'm counting on you!\Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you...\I'm not sure...\I hope I still have at least an hour... response:	All Might...
context: Some people might complain, but you police have more authority.\Investigating is what you're good at.\I'm counting on you!\Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you...\I'm not sure...\I hope I still have at least an hour...\All Might... response:	Well, it can't be helped.
context: Investigating is what you're good at.\I'm counting on you!\Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you...\I'm not sure...\I hope I still have at least an hour...\All Might...\Well, it can't be helped. response:	These things happen.
context: I'm counting on you!\Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you...\I'm not sure...\I hope I still have at least an hour...\All Might...\Well, it can't be helped.\These things happen. response:	Excuse me.
context: Teams, proceed with the investigation of the school!\Because of the situation this time, I can't really scold you...\I'm not sure...\I hope I still have at least an hour...\All Might...\Well, it can't be helped.\These things happen.\Excuse me. response:	All Might, it's been a while.
context: Because of the situation this time, I can't really scold you...\I'm not sure...\I hope I still have at least an hour...\All Might...\Well, it can't be helped.\These things happen.\Excuse me.\All Might, it's been a while. response:	Tsukauchi!
context: I'm not sure...\I hope I still have at least an hour...\All Might...\Well, it can't be helped.\These things happen.\Excuse me.\All Might, it's been a while.\Tsukauchi! response:	You're here, too?
context: I hope I still have at least an hour...\All Might...\Well, it can't be helped.\These things happen.\Excuse me.\All Might, it's been a while.\Tsukauchi!\You're here, too? response:	All Might!
context: All Might...\Well, it can't be helped.\These things happen.\Excuse me.\All Might, it's been a while.\Tsukauchi!\You're here, too?\All Might! response:	Is it all right to show that form...?
context: Well, it can't be helped.\These things happen.\Excuse me.\All Might, it's been a while.\Tsukauchi!\You're here, too?\All Might!\Is it all right to show that form...? response:	Yeah, it's fine.
context: These things happen.\Excuse me.\All Might, it's been a while.\Tsukauchi!\You're here, too?\All Might!\Is it all right to show that form...?\Yeah, it's fine. response:	Why?
context: Excuse me.\All Might, it's been a while.\Tsukauchi!\You're here, too?\All Might!\Is it all right to show that form...?\Yeah, it's fine.\Why? response:	Because he's Naomasa Tsukauchi, my best friend in the force.
context: All Might, it's been a while.\Tsukauchi!\You're here, too?\All Might!\Is it all right to show that form...?\Yeah, it's fine.\Why?\Because he's Naomasa Tsukauchi, my best friend in the force. response:	What's with that introduction?
context: Tsukauchi!\You're here, too?\All Might!\Is it all right to show that form...?\Yeah, it's fine.\Why?\Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction? response:	Sorry to cut to the chase, but All Might, can you give me details about the vill
context: You're here, too?\All Might!\Is it all right to show that form...?\Yeah, it's fine.\Why?\Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill response:	Wait! Please, wait!
context: All Might!\Is it all right to show that form...?\Yeah, it's fine.\Why?\Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait! response:	More importantly, are all the students okay?
context: Is it all right to show that form...?\Yeah, it's fine.\Why?\Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait!\More importantly, are all the students okay? response:	What about Aizawa Eraser Head and Thirteen?
context: Yeah, it's fine.\Why?\Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait!\More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen? response:	Other than that boy, only a few students had light injuries...
context: Why?\Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait!\More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries... response:	I see.
context: Because he's Naomasa Tsukauchi, my best friend in the force.\What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait!\More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries...\I see. response:	If you three heroes had not risked your lives...
context: What's with that introduction?\Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait!\More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries...\I see.\If you three heroes had not risked your lives... response:	You're wrong about one thing, Tsukauchi.
context: Sorry to cut to the chase, but All Might, can you give me details about the vill\Wait! Please, wait!\More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries...\I see.\If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi. response:	The students also fought... and risked their lives.
context: Wait! Please, wait!\More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries...\I see.\If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives. response:	All Might...
context: More importantly, are all the students okay?\What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries...\I see.\If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives.\All Might... response:	Experience a real fight so soon..
context: What about Aizawa Eraser Head and Thirteen?\Other than that boy, only a few students had light injuries...\I see.\If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives.\All Might...\Experience a real fight so soon.. response:	Have there even been any first-years who experienced a real fight so soon,
context: Other than that boy, only a few students had light injuries...\I see.\If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives.\All Might...\Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon, response:	survived, and learned of fear and the world of adults?
context: I see.\If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives.\All Might...\Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults? response:	have there been such first-years before?
context: If you three heroes had not risked your lives...\You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives.\All Might...\Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults?\have there been such first-years before? response:	The villains did something dumb.
context: You're wrong about one thing, Tsukauchi.\The students also fought... and risked their lives.\All Might...\Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults?\have there been such first-years before?\The villains did something dumb. response:	This class is strong.
context: The students also fought... and risked their lives.\All Might...\Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults?\have there been such first-years before?\The villains did something dumb.\This class is strong. response:	They will become strong heroes.
context: All Might...\Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults?\have there been such first-years before?\The villains did something dumb.\This class is strong.\They will become strong heroes. response:	I am certain of that.
context: Experience a real fight so soon..\Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults?\have there been such first-years before?\The villains did something dumb.\This class is strong.\They will become strong heroes.\I am certain of that. response:	Well then, thank you very much!
context: Have there even been any first-years who experienced a real fight so soon,\survived, and learned of fear and the world of adults?\have there been such first-years before?\The villains did something dumb.\This class is strong.\They will become strong heroes.\I am certain of that.\Well then, thank you very much! response:	Sure.
context: survived, and learned of fear and the world of adults?\have there been such first-years before?\The villains did something dumb.\This class is strong.\They will become strong heroes.\I am certain of that.\Well then, thank you very much!\Sure. response:	Be careful on your way home.
context: have there been such first-years before?\The villains did something dumb.\This class is strong.\They will become strong heroes.\I am certain of that.\Well then, thank you very much!\Sure.\Be careful on your way home. response:	Yes.
context: The villains did something dumb.\This class is strong.\They will become strong heroes.\I am certain of that.\Well then, thank you very much!\Sure.\Be careful on your way home.\Yes. response:	The attack on USJ by the League of Villains...
context: This class is strong.\They will become strong heroes.\I am certain of that.\Well then, thank you very much!\Sure.\Be careful on your way home.\Yes.\The attack on USJ by the League of Villains... response:	Deku!
context: They will become strong heroes.\I am certain of that.\Well then, thank you very much!\Sure.\Be careful on your way home.\Yes.\The attack on USJ by the League of Villains...\Deku! response:	But...
context: I am certain of that.\Well then, thank you very much!\Sure.\Be careful on your way home.\Yes.\The attack on USJ by the League of Villains...\Deku!\But... response:	I had no way of knowing that at the time.
context: Well then, thank you very much!\Sure.\Be careful on your way home.\Yes.\The attack on USJ by the League of Villains...\Deku!\But...\I had no way of knowing that at the time. response:	It doesn't matter, as long as I get to the top!
context: Sure.\Be careful on your way home.\Yes.\The attack on USJ by the League of Villains...\Deku!\But...\I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top! response:	I will refuse him completely.
context: Be careful on your way home.\Yes.\The attack on USJ by the League of Villains...\Deku!\But...\I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top!\I will refuse him completely. response:	I'm gonna go for it with everything I have, too!
context: Yes.\The attack on USJ by the League of Villains...\Deku!\But...\I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top!\I will refuse him completely.\I'm gonna go for it with everything I have, too! response:	The second season of the TV anime...
context: The attack on USJ by the League of Villains...\Deku!\But...\I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top!\I will refuse him completely.\I'm gonna go for it with everything I have, too!\The second season of the TV anime... response:	Episode 13: In Each of Our Hearts
context: Deku!\But...\I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top!\I will refuse him completely.\I'm gonna go for it with everything I have, too!\The second season of the TV anime...\Episode 13: In Each of Our Hearts response:	Ce mentoss
context: But...\I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top!\I will refuse him completely.\I'm gonna go for it with everything I have, too!\The second season of the TV anime...\Episode 13: In Each of Our Hearts\Ce mentoss response:	Quirk: Ce ment
context: I had no way of knowing that at the time.\It doesn't matter, as long as I get to the top!\I will refuse him completely.\I'm gonna go for it with everything I have, too!\The second season of the TV anime...\Episode 13: In Each of Our Hearts\Ce mentoss\Quirk: Ce ment response:	Karaoke
context: It doesn't matter, as long as I get to the top!\I will refuse him completely.\I'm gonna go for it with everything I have, too!\The second season of the TV anime...\Episode 13: In Each of Our Hearts\Ce mentoss\Quirk: Ce ment\Karaoke response:	Sauna Mahjong
context: I will refuse him completely.\I'm gonna go for it with everything I have, too!\The second season of the TV anime...\Episode 13: In Each of Our Hearts\Ce mentoss\Quirk: Ce ment\Karaoke\Sauna Mahjong response:	Nurse's Office
context: I'm gonna go for it with everything I have, too!\The second season of the TV anime...\Episode 13: In Each of Our Hearts\Ce mentoss\Quirk: Ce ment\Karaoke\Sauna Mahjong\Nurse's Office response:	Nurse's Office
context: The second season of the TV anime...\Episode 13: In Each of Our Hearts\Ce mentoss\Quirk: Ce ment\Karaoke\Sauna Mahjong\Nurse's Office\Nurse's Office response:	2nd season coming soon
context: Episode 13: In Each of Our Hearts\Ce mentoss\Quirk: Ce ment\Karaoke\Sauna Mahjong\Nurse's Office\Nurse's Office\2nd season coming soon response:	Go beyond!
