context: Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: A shadow ate you!\And then you were swallowed by the ground.\What happened after that?\I'm not sure what you mean...\I woke up in the dorms and headed to school as usual.\To school?\You put on that uniform and came here to attend classes?\Well, yes... response:	You're going to disappear! Don't you get that?
context: And then you were swallowed by the ground.\What happened after that?\I'm not sure what you mean...\I woke up in the dorms and headed to school as usual.\To school?\You put on that uniform and came here to attend classes?\Well, yes...\You're going to disappear! Don't you get that? response:	Disappear?
context: What happened after that?\I'm not sure what you mean...\I woke up in the dorms and headed to school as usual.\To school?\You put on that uniform and came here to attend classes?\Well, yes...\You're going to disappear! Don't you get that?\Disappear? response:	What will?
context: I'm not sure what you mean...\I woke up in the dorms and headed to school as usual.\To school?\You put on that uniform and came here to attend classes?\Well, yes...\You're going to disappear! Don't you get that?\Disappear?\What will? response:	This looks bad.
context: I woke up in the dorms and headed to school as usual.\To school?\You put on that uniform and came here to attend classes?\Well, yes...\You're going to disappear! Don't you get that?\Disappear?\What will?\This looks bad. response:	He's become strange.
context: To school?\You put on that uniform and came here to attend classes?\Well, yes...\You're going to disappear! Don't you get that?\Disappear?\What will?\This looks bad.\He's become strange. response:	Well, he was always strange, but...
context: You put on that uniform and came here to attend classes?\Well, yes...\You're going to disappear! Don't you get that?\Disappear?\What will?\This looks bad.\He's become strange.\Well, he was always strange, but... response:	Takamatsu...
context: Well, yes...\You're going to disappear! Don't you get that?\Disappear?\What will?\This looks bad.\He's become strange.\Well, he was always strange, but...\Takamatsu... response:	That's enough, Hinata - kun.
context: You're going to disappear! Don't you get that?\Disappear?\What will?\This looks bad.\He's become strange.\Well, he was always strange, but...\Takamatsu...\That's enough, Hinata - kun. response:	What do you mean enough?
context: Disappear?\What will?\This looks bad.\He's become strange.\Well, he was always strange, but...\Takamatsu...\That's enough, Hinata - kun.\What do you mean enough? response:	I'm sorry, but you're interfering with my class.
context: What will?\This looks bad.\He's become strange.\Well, he was always strange, but...\Takamatsu...\That's enough, Hinata - kun.\What do you mean enough?\I'm sorry, but you're interfering with my class. response:	Let's go.
context: This looks bad.\He's become strange.\Well, he was always strange, but...\Takamatsu...\That's enough, Hinata - kun.\What do you mean enough?\I'm sorry, but you're interfering with my class.\Let's go. response:	We're just going to leave him?
context: He's become strange.\Well, he was always strange, but...\Takamatsu...\That's enough, Hinata - kun.\What do you mean enough?\I'm sorry, but you're interfering with my class.\Let's go.\We're just going to leave him? response:	He'll disappear!!
context: Well, he was always strange, but...\Takamatsu...\That's enough, Hinata - kun.\What do you mean enough?\I'm sorry, but you're interfering with my class.\Let's go.\We're just going to leave him?\He'll disappear!! response:	I said let's go.
context: Takamatsu...\That's enough, Hinata - kun.\What do you mean enough?\I'm sorry, but you're interfering with my class.\Let's go.\We're just going to leave him?\He'll disappear!!\I said let's go. response:	Oyama - kun!
context: That's enough, Hinata - kun.\What do you mean enough?\I'm sorry, but you're interfering with my class.\Let's go.\We're just going to leave him?\He'll disappear!!\I said let's go.\Oyama - kun! response:	< sign: Study Block A - Stairway >
context: What do you mean enough?\I'm sorry, but you're interfering with my class.\Let's go.\We're just going to leave him?\He'll disappear!!\I said let's go.\Oyama - kun!\< sign: Study Block A - Stairway > response:	That conversation just now was enough.
context: I'm sorry, but you're interfering with my class.\Let's go.\We're just going to leave him?\He'll disappear!!\I said let's go.\Oyama - kun!\< sign: Study Block A - Stairway >\That conversation just now was enough. response:	I know what's happening now.
context: Let's go.\We're just going to leave him?\He'll disappear!!\I said let's go.\Oyama - kun!\< sign: Study Block A - Stairway >\That conversation just now was enough.\I know what's happening now. response:	He...
context: We're just going to leave him?\He'll disappear!!\I said let's go.\Oyama - kun!\< sign: Study Block A - Stairway >\That conversation just now was enough.\I know what's happening now.\He... response:	W - Wait a second...
context: He'll disappear!!\I said let's go.\Oyama - kun!\< sign: Study Block A - Stairway >\That conversation just now was enough.\I know what's happening now.\He...\W - Wait a second... response:	How could that be?
context: I said let's go.\Oyama - kun!\< sign: Study Block A - Stairway >\That conversation just now was enough.\I know what's happening now.\He...\W - Wait a second...\How could that be? response:	I don't get it at all!
context: Oyama - kun!\< sign: Study Block A - Stairway >\That conversation just now was enough.\I know what's happening now.\He...\W - Wait a second...\How could that be?\I don't get it at all! response:	By NPC, you mean he doesn't have a soul?
context: < sign: Study Block A - Stairway >\That conversation just now was enough.\I know what's happening now.\He...\W - Wait a second...\How could that be?\I don't get it at all!\By NPC, you mean he doesn't have a soul? response:	Then where did his soul go?
context: That conversation just now was enough.\I know what's happening now.\He...\W - Wait a second...\How could that be?\I don't get it at all!\By NPC, you mean he doesn't have a soul?\Then where did his soul go? response:	It was eaten.
context: I know what's happening now.\He...\W - Wait a second...\How could that be?\I don't get it at all!\By NPC, you mean he doesn't have a soul?\Then where did his soul go?\It was eaten. response:	What do you mean by that?
context: He...\W - Wait a second...\How could that be?\I don't get it at all!\By NPC, you mean he doesn't have a soul?\Then where did his soul go?\It was eaten.\What do you mean by that? response:	Are you saying he can't disappear anymore, and is doomed to take classes for eternity?
context: W - Wait a second...\How could that be?\I don't get it at all!\By NPC, you mean he doesn't have a soul?\Then where did his soul go?\It was eaten.\What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity? response:	That's how it is.
context: How could that be?\I don't get it at all!\By NPC, you mean he doesn't have a soul?\Then where did his soul go?\It was eaten.\What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is. response:	No way...
context: I don't get it at all!\By NPC, you mean he doesn't have a soul?\Then where did his soul go?\It was eaten.\What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is.\No way... response:	That's worse than death...
context: By NPC, you mean he doesn't have a soul?\Then where did his soul go?\It was eaten.\What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is.\No way...\That's worse than death... response:	To be stuck in this place for eternity...
context: Then where did his soul go?\It was eaten.\What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is.\No way...\That's worse than death...\To be stuck in this place for eternity... response:	What the hell's that?!
context: It was eaten.\What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is.\No way...\That's worse than death...\To be stuck in this place for eternity...\What the hell's that?! response:	Dammit!
context: What do you mean by that?\Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is.\No way...\That's worse than death...\To be stuck in this place for eternity...\What the hell's that?!\Dammit! response:	That's terrible...
context: Are you saying he can't disappear anymore, and is doomed to take classes for eternity?\That's how it is.\No way...\That's worse than death...\To be stuck in this place for eternity...\What the hell's that?!\Dammit!\That's terrible... response:	So this kind of thing is possible in this world...
context: That's how it is.\No way...\That's worse than death...\To be stuck in this place for eternity...\What the hell's that?!\Dammit!\That's terrible...\So this kind of thing is possible in this world... response:	Being erased by Angel would be better than that.
context: No way...\That's worse than death...\To be stuck in this place for eternity...\What the hell's that?!\Dammit!\That's terrible...\So this kind of thing is possible in this world...\Being erased by Angel would be better than that. response:	On top of that, it seems that the shadows are multiplying.
context: That's worse than death...\To be stuck in this place for eternity...\What the hell's that?!\Dammit!\That's terrible...\So this kind of thing is possible in this world...\Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying. response:	What are we supposed to do now?
context: To be stuck in this place for eternity...\What the hell's that?!\Dammit!\That's terrible...\So this kind of thing is possible in this world...\Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying.\What are we supposed to do now? response:	Yurippe!
context: What the hell's that?!\Dammit!\That's terrible...\So this kind of thing is possible in this world...\Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying.\What are we supposed to do now?\Yurippe! response:	< sign: Gymnasium >
context: Dammit!\That's terrible...\So this kind of thing is possible in this world...\Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying.\What are we supposed to do now?\Yurippe!\< sign: Gymnasium > response:	This world is developing an abnormality
context: That's terrible...\So this kind of thing is possible in this world...\Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying.\What are we supposed to do now?\Yurippe!\< sign: Gymnasium >\This world is developing an abnormality response:	the arrival of an opponent other than Angel.
context: So this kind of thing is possible in this world...\Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying.\What are we supposed to do now?\Yurippe!\< sign: Gymnasium >\This world is developing an abnormality\the arrival of an opponent other than Angel. response:	It's not very imaginative, but we're calling it shadow.
context: Being erased by Angel would be better than that.\On top of that, it seems that the shadows are multiplying.\What are we supposed to do now?\Yurippe!\< sign: Gymnasium >\This world is developing an abnormality\the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow. response:	Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.
context: On top of that, it seems that the shadows are multiplying.\What are we supposed to do now?\Yurippe!\< sign: Gymnasium >\This world is developing an abnormality\the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately. response:	Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.
context: What are we supposed to do now?\Yurippe!\< sign: Gymnasium >\This world is developing an abnormality\the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes. response:	It is currently multiplying in unlimited numbers.
context: Yurippe!\< sign: Gymnasium >\This world is developing an abnormality\the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers. response:	Its origin is unknown,
context: < sign: Gymnasium >\This world is developing an abnormality\the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers.\Its origin is unknown, response:	and we don't have any countermeasures.
context: This world is developing an abnormality\the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers.\Its origin is unknown,\and we don't have any countermeasures. response:	As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.
context: the arrival of an opponent other than Angel.\It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers.\Its origin is unknown,\and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group. response:	Now, even while we face this danger,
context: It's not very imaginative, but we're calling it shadow.\Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers.\Its origin is unknown,\and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger, response:	some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.
context: Unlike Angel, it appears and vanishes without warning, and attacks indiscriminately.\Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers.\Its origin is unknown,\and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction. response:	That path could be a viable choice to avoid the danger we are currently facing.
context: Anyone who gets eaten by the shadow loses their soul and turns into a normal NPC who attends classes.\It is currently multiplying in unlimited numbers.\Its origin is unknown,\and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing. response:	Therefore, as their representative, Otonashi - kun...
context: It is currently multiplying in unlimited numbers.\Its origin is unknown,\and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun... response:	Can we hear your point of view on that, straight up in front of everyone here?
context: Its origin is unknown,\and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here? response:	Seems she found out.
context: and we don't have any countermeasures.\As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out. response:	Go.
context: As I had Yusa - san broadcast, the only way to defend ourselves is to move as a group.\Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out.\Go. response:	Don't screw with us!
context: Now, even while we face this danger,\some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out.\Go.\Don't screw with us! response:	How can you say that?!
context: some individuals within the Afterlife Battlefront have formed new ideals and are trying to take us in a new direction.\That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out.\Go.\Don't screw with us!\How can you say that?! response:	Theres no way it can be that convenient!
context: That path could be a viable choice to avoid the danger we are currently facing.\Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out.\Go.\Don't screw with us!\How can you say that?!\Theres no way it can be that convenient! response:	Yeah!
context: Therefore, as their representative, Otonashi - kun...\Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out.\Go.\Don't screw with us!\How can you say that?!\Theres no way it can be that convenient!\Yeah! response:	Like hell theres a choice like that in this world!
context: Can we hear your point of view on that, straight up in front of everyone here?\Seems she found out.\Go.\Don't screw with us!\How can you say that?!\Theres no way it can be that convenient!\Yeah!\Like hell theres a choice like that in this world! response:	There is.
context: Seems she found out.\Go.\Don't screw with us!\How can you say that?!\Theres no way it can be that convenient!\Yeah!\Like hell theres a choice like that in this world!\There is. response:	Yui found it.
context: Go.\Don't screw with us!\How can you say that?!\Theres no way it can be that convenient!\Yeah!\Like hell theres a choice like that in this world!\There is.\Yui found it. response:	Even someone like me, who died like human trash...
context: Don't screw with us!\How can you say that?!\Theres no way it can be that convenient!\Yeah!\Like hell theres a choice like that in this world!\There is.\Yui found it.\Even someone like me, who died like human trash... response:	Even I was able to grant that to her.
context: How can you say that?!\Theres no way it can be that convenient!\Yeah!\Like hell theres a choice like that in this world!\There is.\Yui found it.\Even someone like me, who died like human trash...\Even I was able to grant that to her. response:	Me too.
context: Theres no way it can be that convenient!\Yeah!\Like hell theres a choice like that in this world!\There is.\Yui found it.\Even someone like me, who died like human trash...\Even I was able to grant that to her.\Me too. response:	I may be God,
context: Yeah!\Like hell theres a choice like that in this world!\There is.\Yui found it.\Even someone like me, who died like human trash...\Even I was able to grant that to her.\Me too.\I may be God, response:	but even so, Otonashi restored my human soul.
context: Like hell theres a choice like that in this world!\There is.\Yui found it.\Even someone like me, who died like human trash...\Even I was able to grant that to her.\Me too.\I may be God,\but even so, Otonashi restored my human soul. response:	Just by saying one thing to me...
context: There is.\Yui found it.\Even someone like me, who died like human trash...\Even I was able to grant that to her.\Me too.\I may be God,\but even so, Otonashi restored my human soul.\Just by saying one thing to me... response:	by encouraging me.
context: Yui found it.\Even someone like me, who died like human trash...\Even I was able to grant that to her.\Me too.\I may be God,\but even so, Otonashi restored my human soul.\Just by saying one thing to me...\by encouraging me. response:	It is up to each one of you which road you take.
context: Even someone like me, who died like human trash...\Even I was able to grant that to her.\Me too.\I may be God,\but even so, Otonashi restored my human soul.\Just by saying one thing to me...\by encouraging me.\It is up to each one of you which road you take. response:	What about you?
context: Even I was able to grant that to her.\Me too.\I may be God,\but even so, Otonashi restored my human soul.\Just by saying one thing to me...\by encouraging me.\It is up to each one of you which road you take.\What about you? response:	What'll you do, Yurippe?
context: Me too.\I may be God,\but even so, Otonashi restored my human soul.\Just by saying one thing to me...\by encouraging me.\It is up to each one of you which road you take.\What about you?\What'll you do, Yurippe? response:	Me?
context: I may be God,\but even so, Otonashi restored my human soul.\Just by saying one thing to me...\by encouraging me.\It is up to each one of you which road you take.\What about you?\What'll you do, Yurippe?\Me? response:	I'm always doing my own thing.
context: but even so, Otonashi restored my human soul.\Just by saying one thing to me...\by encouraging me.\It is up to each one of you which road you take.\What about you?\What'll you do, Yurippe?\Me?\I'm always doing my own thing. response:	I won't be protecting you guys.
context: Just by saying one thing to me...\by encouraging me.\It is up to each one of you which road you take.\What about you?\What'll you do, Yurippe?\Me?\I'm always doing my own thing.\I won't be protecting you guys. response:	I just do whatever I want.
context: by encouraging me.\It is up to each one of you which road you take.\What about you?\What'll you do, Yurippe?\Me?\I'm always doing my own thing.\I won't be protecting you guys.\I just do whatever I want. response:	Time is running out.
context: It is up to each one of you which road you take.\What about you?\What'll you do, Yurippe?\Me?\I'm always doing my own thing.\I won't be protecting you guys.\I just do whatever I want.\Time is running out. response:	Think carefully about it for yourself.
context: What about you?\What'll you do, Yurippe?\Me?\I'm always doing my own thing.\I won't be protecting you guys.\I just do whatever I want.\Time is running out.\Think carefully about it for yourself. response:	That's all.
context: What'll you do, Yurippe?\Me?\I'm always doing my own thing.\I won't be protecting you guys.\I just do whatever I want.\Time is running out.\Think carefully about it for yourself.\That's all. response:	Dismissed!
context: Me?\I'm always doing my own thing.\I won't be protecting you guys.\I just do whatever I want.\Time is running out.\Think carefully about it for yourself.\That's all.\Dismissed! response:	Got a moment?
context: I'm always doing my own thing.\I won't be protecting you guys.\I just do whatever I want.\Time is running out.\Think carefully about it for yourself.\That's all.\Dismissed!\Got a moment? response:	What is it, Yuri?
context: I won't be protecting you guys.\I just do whatever I want.\Time is running out.\Think carefully about it for yourself.\That's all.\Dismissed!\Got a moment?\What is it, Yuri? response:	Get her to intercept the shadow.
context: I just do whatever I want.\Time is running out.\Think carefully about it for yourself.\That's all.\Dismissed!\Got a moment?\What is it, Yuri?\Get her to intercept the shadow. response:	Kanade?
context: Time is running out.\Think carefully about it for yourself.\That's all.\Dismissed!\Got a moment?\What is it, Yuri?\Get her to intercept the shadow.\Kanade? response:	Why?
context: Think carefully about it for yourself.\That's all.\Dismissed!\Got a moment?\What is it, Yuri?\Get her to intercept the shadow.\Kanade?\Why? response:	She's more useful fighting without thinking, rather than pondering over a plan.
context: That's all.\Dismissed!\Got a moment?\What is it, Yuri?\Get her to intercept the shadow.\Kanade?\Why?\She's more useful fighting without thinking, rather than pondering over a plan. response:	From what I've seen, anyway.
context: Dismissed!\Got a moment?\What is it, Yuri?\Get her to intercept the shadow.\Kanade?\Why?\She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway. response:	You were watching us?
context: Got a moment?\What is it, Yuri?\Get her to intercept the shadow.\Kanade?\Why?\She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway.\You were watching us? response:	I guess we cant fool Yurippe.
context: What is it, Yuri?\Get her to intercept the shadow.\Kanade?\Why?\She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway.\You were watching us?\I guess we cant fool Yurippe. response:	But Kanade's our friend.
context: Get her to intercept the shadow.\Kanade?\Why?\She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway.\You were watching us?\I guess we cant fool Yurippe.\But Kanade's our friend. response:	We should do it together.
context: Kanade?\Why?\She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway.\You were watching us?\I guess we cant fool Yurippe.\But Kanade's our friend.\We should do it together. response:	The other members are also your companions.
context: Why?\She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway.\You were watching us?\I guess we cant fool Yurippe.\But Kanade's our friend.\We should do it together.\The other members are also your companions. response:	To protect them, we'll need her power...
context: She's more useful fighting without thinking, rather than pondering over a plan.\From what I've seen, anyway.\You were watching us?\I guess we cant fool Yurippe.\But Kanade's our friend.\We should do it together.\The other members are also your companions.\To protect them, we'll need her power... response:	That overwhelming power that she's been fighting against the Battlefront with for so long.
context: From what I've seen, anyway.\You were watching us?\I guess we cant fool Yurippe.\But Kanade's our friend.\We should do it together.\The other members are also your companions.\To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long. response:	I guess only an angel can stand up to that thing.
context: You were watching us?\I guess we cant fool Yurippe.\But Kanade's our friend.\We should do it together.\The other members are also your companions.\To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing. response:	She's not an angel, you know?
context: I guess we cant fool Yurippe.\But Kanade's our friend.\We should do it together.\The other members are also your companions.\To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing.\She's not an angel, you know? response:	What?!
context: But Kanade's our friend.\We should do it together.\The other members are also your companions.\To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing.\She's not an angel, you know?\What?! response:	What was that?!
context: We should do it together.\The other members are also your companions.\To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing.\She's not an angel, you know?\What?!\What was that?! response:	I said she's not an angel.
context: The other members are also your companions.\To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing.\She's not an angel, you know?\What?!\What was that?!\I said she's not an angel. response:	She's a human, like us.
context: To protect them, we'll need her power...\That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing.\She's not an angel, you know?\What?!\What was that?!\I said she's not an angel.\She's a human, like us. response:	Didn't you notice?
context: That overwhelming power that she's been fighting against the Battlefront with for so long.\I guess only an angel can stand up to that thing.\She's not an angel, you know?\What?!\What was that?!\I said she's not an angel.\She's a human, like us.\Didn't you notice? response:	As God, I knew all along.
context: I guess only an angel can stand up to that thing.\She's not an angel, you know?\What?!\What was that?!\I said she's not an angel.\She's a human, like us.\Didn't you notice?\As God, I knew all along. response:	You're seriously disturbed...
context: She's not an angel, you know?\What?!\What was that?!\I said she's not an angel.\She's a human, like us.\Didn't you notice?\As God, I knew all along.\You're seriously disturbed... response:	Wait, you aren't an angel?
context: What?!\What was that?!\I said she's not an angel.\She's a human, like us.\Didn't you notice?\As God, I knew all along.\You're seriously disturbed...\Wait, you aren't an angel? response:	I'm not an angel.
context: What was that?!\I said she's not an angel.\She's a human, like us.\Didn't you notice?\As God, I knew all along.\You're seriously disturbed...\Wait, you aren't an angel?\I'm not an angel. response:	I gave you the same answer when we first met.
context: I said she's not an angel.\She's a human, like us.\Didn't you notice?\As God, I knew all along.\You're seriously disturbed...\Wait, you aren't an angel?\I'm not an angel.\I gave you the same answer when we first met. response:	They said you were an angel or something...
context: She's a human, like us.\Didn't you notice?\As God, I knew all along.\You're seriously disturbed...\Wait, you aren't an angel?\I'm not an angel.\I gave you the same answer when we first met.\They said you were an angel or something... response:	I'm not an angel.
context: Didn't you notice?\As God, I knew all along.\You're seriously disturbed...\Wait, you aren't an angel?\I'm not an angel.\I gave you the same answer when we first met.\They said you were an angel or something...\I'm not an angel. response:	It's true!
context: As God, I knew all along.\You're seriously disturbed...\Wait, you aren't an angel?\I'm not an angel.\I gave you the same answer when we first met.\They said you were an angel or something...\I'm not an angel.\It's true! response:	A lot's happened since then...
context: You're seriously disturbed...\Wait, you aren't an angel?\I'm not an angel.\I gave you the same answer when we first met.\They said you were an angel or something...\I'm not an angel.\It's true!\A lot's happened since then... response:	It's because of you guys!
context: Wait, you aren't an angel?\I'm not an angel.\I gave you the same answer when we first met.\They said you were an angel or something...\I'm not an angel.\It's true!\A lot's happened since then...\It's because of you guys! response:	So why is Kanade here?
context: I'm not an angel.\I gave you the same answer when we first met.\They said you were an angel or something...\I'm not an angel.\It's true!\A lot's happened since then...\It's because of you guys!\So why is Kanade here? response:	She's the student council president, so why hasn't she disappeared?
context: I gave you the same answer when we first met.\They said you were an angel or something...\I'm not an angel.\It's true!\A lot's happened since then...\It's because of you guys!\So why is Kanade here?\She's the student council president, so why hasn't she disappeared? response:	She has a reason to be here, obviously.
context: They said you were an angel or something...\I'm not an angel.\It's true!\A lot's happened since then...\It's because of you guys!\So why is Kanade here?\She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously. response:	I see...
context: I'm not an angel.\It's true!\A lot's happened since then...\It's because of you guys!\So why is Kanade here?\She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously.\I see... response:	So you're carrying some burden, just like us?
context: It's true!\A lot's happened since then...\It's because of you guys!\So why is Kanade here?\She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously.\I see...\So you're carrying some burden, just like us? response:	I guess we'll have to lift that off you too,
context: A lot's happened since then...\It's because of you guys!\So why is Kanade here?\She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously.\I see...\So you're carrying some burden, just like us?\I guess we'll have to lift that off you too, response:	right?
context: It's because of you guys!\So why is Kanade here?\She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously.\I see...\So you're carrying some burden, just like us?\I guess we'll have to lift that off you too,\right? response:	So Yuri,
context: So why is Kanade here?\She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously.\I see...\So you're carrying some burden, just like us?\I guess we'll have to lift that off you too,\right?\So Yuri, response:	what'll you do now?
context: She's the student council president, so why hasn't she disappeared?\She has a reason to be here, obviously.\I see...\So you're carrying some burden, just like us?\I guess we'll have to lift that off you too,\right?\So Yuri,\what'll you do now? response:	There's something I want to check.
context: She has a reason to be here, obviously.\I see...\So you're carrying some burden, just like us?\I guess we'll have to lift that off you too,\right?\So Yuri,\what'll you do now?\There's something I want to check. response:	You're going to fight the shadow?
context: I see...\So you're carrying some burden, just like us?\I guess we'll have to lift that off you too,\right?\So Yuri,\what'll you do now?\There's something I want to check.\You're going to fight the shadow? response:	Depending on how it turns out.
context: So you're carrying some burden, just like us?\I guess we'll have to lift that off you too,\right?\So Yuri,\what'll you do now?\There's something I want to check.\You're going to fight the shadow?\Depending on how it turns out. response:	It's too dangerous alone!
context: I guess we'll have to lift that off you too,\right?\So Yuri,\what'll you do now?\There's something I want to check.\You're going to fight the shadow?\Depending on how it turns out.\It's too dangerous alone! response:	There's no choice.
context: right?\So Yuri,\what'll you do now?\There's something I want to check.\You're going to fight the shadow?\Depending on how it turns out.\It's too dangerous alone!\There's no choice. response:	I gave everyone the freedom to choose what to do.
context: So Yuri,\what'll you do now?\There's something I want to check.\You're going to fight the shadow?\Depending on how it turns out.\It's too dangerous alone!\There's no choice.\I gave everyone the freedom to choose what to do. response:	There are people who will follow you!
context: what'll you do now?\There's something I want to check.\You're going to fight the shadow?\Depending on how it turns out.\It's too dangerous alone!\There's no choice.\I gave everyone the freedom to choose what to do.\There are people who will follow you! response:	They need time to think.
