context: Alien...? response:	My duty is to observe Haruhi Suzumiya...
context: Penalty!\This was Haruhi's plan.\Split into two groups and search the city...\If one group finds any mysterious phenomena, contact the other group through cell phone.\That is all.\So these are the groups...\Today might be my lucky day.\If I get to go on a date with Asahina-san... response:	Kyon.
context: This was Haruhi's plan.\Split into two groups and search the city...\If one group finds any mysterious phenomena, contact the other group through cell phone.\That is all.\So these are the groups...\Today might be my lucky day.\If I get to go on a date with Asahina-san...\Kyon. response:	Got it?
context: Split into two groups and search the city...\If one group finds any mysterious phenomena, contact the other group through cell phone.\That is all.\So these are the groups...\Today might be my lucky day.\If I get to go on a date with Asahina-san...\Kyon.\Got it? response:	This isn't a date!
context: If one group finds any mysterious phenomena, contact the other group through cell phone.\That is all.\So these are the groups...\Today might be my lucky day.\If I get to go on a date with Asahina-san...\Kyon.\Got it?\This isn't a date! response:	Be serious about it!
context: That is all.\So these are the groups...\Today might be my lucky day.\If I get to go on a date with Asahina-san...\Kyon.\Got it?\This isn't a date!\Be serious about it! response:	Understood?
context: So these are the groups...\Today might be my lucky day.\If I get to go on a date with Asahina-san...\Kyon.\Got it?\This isn't a date!\Be serious about it!\Understood? response:	I know.
context: Today might be my lucky day.\If I get to go on a date with Asahina-san...\Kyon.\Got it?\This isn't a date!\Be serious about it!\Understood?\I know. response:	This seriously isn't a date!
context: If I get to go on a date with Asahina-san...\Kyon.\Got it?\This isn't a date!\Be serious about it!\Understood?\I know.\This seriously isn't a date! response:	If you go off to play somewhere, I'll strangle you!
context: Kyon.\Got it?\This isn't a date!\Be serious about it!\Understood?\I know.\This seriously isn't a date!\If you go off to play somewhere, I'll strangle you! response:	And with those words...
context: Got it?\This isn't a date!\Be serious about it!\Understood?\I know.\This seriously isn't a date!\If you go off to play somewhere, I'll strangle you!\And with those words... response:	Asahina-san and I were supposed to search the west side, but...
context: This isn't a date!\Be serious about it!\Understood?\I know.\This seriously isn't a date!\If you go off to play somewhere, I'll strangle you!\And with those words...\Asahina-san and I were supposed to search the west side, but... response:	What do we do?
context: Be serious about it!\Understood?\I know.\This seriously isn't a date!\If you go off to play somewhere, I'll strangle you!\And with those words...\Asahina-san and I were supposed to search the west side, but...\What do we do? response:	Right?
context: Understood?\I know.\This seriously isn't a date!\If you go off to play somewhere, I'll strangle you!\And with those words...\Asahina-san and I were supposed to search the west side, but...\What do we do?\Right? response:	This is the first time I've ever walked around like this.
context: I know.\This seriously isn't a date!\If you go off to play somewhere, I'll strangle you!\And with those words...\Asahina-san and I were supposed to search the west side, but...\What do we do?\Right?\This is the first time I've ever walked around like this. response:	Like this...?
context: This seriously isn't a date!\If you go off to play somewhere, I'll strangle you!\And with those words...\Asahina-san and I were supposed to search the west side, but...\What do we do?\Right?\This is the first time I've ever walked around like this.\Like this...? response:	All alone with a boy...
context: If you go off to play somewhere, I'll strangle you!\And with those words...\Asahina-san and I were supposed to search the west side, but...\What do we do?\Right?\This is the first time I've ever walked around like this.\Like this...?\All alone with a boy... response:	That's very unexpected.
context: And with those words...\Asahina-san and I were supposed to search the west side, but...\What do we do?\Right?\This is the first time I've ever walked around like this.\Like this...?\All alone with a boy...\That's very unexpected. response:	You've never gone out with someone before?
context: Asahina-san and I were supposed to search the west side, but...\What do we do?\Right?\This is the first time I've ever walked around like this.\Like this...?\All alone with a boy...\That's very unexpected.\You've never gone out with someone before? response:	I haven't.
context: What do we do?\Right?\This is the first time I've ever walked around like this.\Like this...?\All alone with a boy...\That's very unexpected.\You've never gone out with someone before?\I haven't. response:	But you probably have guys asking you out all the time.
context: Right?\This is the first time I've ever walked around like this.\Like this...?\All alone with a boy...\That's very unexpected.\You've never gone out with someone before?\I haven't.\But you probably have guys asking you out all the time. response:	But I can't.
context: This is the first time I've ever walked around like this.\Like this...?\All alone with a boy...\That's very unexpected.\You've never gone out with someone before?\I haven't.\But you probably have guys asking you out all the time.\But I can't. response:	I'm not allowed to get involved with anyone.
context: Like this...?\All alone with a boy...\That's very unexpected.\You've never gone out with someone before?\I haven't.\But you probably have guys asking you out all the time.\But I can't.\I'm not allowed to get involved with anyone. response:	At least, in this...
context: All alone with a boy...\That's very unexpected.\You've never gone out with someone before?\I haven't.\But you probably have guys asking you out all the time.\But I can't.\I'm not allowed to get involved with anyone.\At least, in this... response:	Kyon-kun.
context: That's very unexpected.\You've never gone out with someone before?\I haven't.\But you probably have guys asking you out all the time.\But I can't.\I'm not allowed to get involved with anyone.\At least, in this...\Kyon-kun. response:	I have something to tell you!
context: You've never gone out with someone before?\I haven't.\But you probably have guys asking you out all the time.\But I can't.\I'm not allowed to get involved with anyone.\At least, in this...\Kyon-kun.\I have something to tell you! response:	After some stumbling over her words...
context: I haven't.\But you probably have guys asking you out all the time.\But I can't.\I'm not allowed to get involved with anyone.\At least, in this...\Kyon-kun.\I have something to tell you!\After some stumbling over her words... response:	You might not believe me, but...
context: But you probably have guys asking you out all the time.\But I can't.\I'm not allowed to get involved with anyone.\At least, in this...\Kyon-kun.\I have something to tell you!\After some stumbling over her words...\You might not believe me, but... response:	I do not belong in this epoch.
context: But I can't.\I'm not allowed to get involved with anyone.\At least, in this...\Kyon-kun.\I have something to tell you!\After some stumbling over her words...\You might not believe me, but...\I do not belong in this epoch. response:	I come from further into the future.
context: I'm not allowed to get involved with anyone.\At least, in this...\Kyon-kun.\I have something to tell you!\After some stumbling over her words...\You might not believe me, but...\I do not belong in this epoch.\I come from further into the future. response:	I can't tell you exactly when and which time plane I come from.
context: At least, in this...\Kyon-kun.\I have something to tell you!\After some stumbling over her words...\You might not believe me, but...\I do not belong in this epoch.\I come from further into the future.\I can't tell you exactly when and which time plane I come from. response:	The information about the future that can be revealed to people in the past is severely restricted.
context: Kyon-kun.\I have something to tell you!\After some stumbling over her words...\You might not believe me, but...\I do not belong in this epoch.\I come from further into the future.\I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted. response:	Time cannot be viewed as something that flows continuously...
context: I have something to tell you!\After some stumbling over her words...\You might not believe me, but...\I do not belong in this epoch.\I come from further into the future.\I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously... response:	Yes. Picture it as animation.
context: After some stumbling over her words...\You might not believe me, but...\I do not belong in this epoch.\I come from further into the future.\I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation. response:	It looks like it's actually moving...
context: You might not believe me, but...\I do not belong in this epoch.\I come from further into the future.\I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation.\It looks like it's actually moving... response:	Breaks exist between one time and another time.
context: I do not belong in this epoch.\I come from further into the future.\I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation.\It looks like it's actually moving...\Breaks exist between one time and another time. response:	Though their rate of occurrence is close to zero.
context: I come from further into the future.\I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation.\It looks like it's actually moving...\Breaks exist between one time and another time.\Though their rate of occurrence is close to zero. response:	That is why time has no continuity.
context: I can't tell you exactly when and which time plane I come from.\The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation.\It looks like it's actually moving...\Breaks exist between one time and another time.\Though their rate of occurrence is close to zero.\That is why time has no continuity. response:	Time travel means moving in a three-dimensional direction across the accumulated time planes.
context: The information about the future that can be revealed to people in the past is severely restricted.\Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation.\It looks like it's actually moving...\Breaks exist between one time and another time.\Though their rate of occurrence is close to zero.\That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes. response:	Being from the future...
context: Time cannot be viewed as something that flows continuously...\Yes. Picture it as animation.\It looks like it's actually moving...\Breaks exist between one time and another time.\Though their rate of occurrence is close to zero.\That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future... response:	Now what?
context: Yes. Picture it as animation.\It looks like it's actually moving...\Breaks exist between one time and another time.\Though their rate of occurrence is close to zero.\That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future...\Now what? response:	Three years ago...
context: It looks like it's actually moving...\Breaks exist between one time and another time.\Though their rate of occurrence is close to zero.\That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future...\Now what?\Three years ago... response:	Three years ago if you count from the current time.
context: Breaks exist between one time and another time.\Though their rate of occurrence is close to zero.\That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future...\Now what?\Three years ago...\Three years ago if you count from the current time. response:	After arriving in the past to investigate the matter, we were shocked.
context: Though their rate of occurrence is close to zero.\That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future...\Now what?\Three years ago...\Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked. response:	No matter what we tried, we were unable to go any further back in time.
context: That is why time has no continuity.\Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future...\Now what?\Three years ago...\Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time. response:	The conclusion was that a large time fault had appeared between time planes.
context: Time travel means moving in a three-dimensional direction across the accumulated time planes.\Being from the future...\Now what?\Three years ago...\Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes. response:	We only learned the possible reason recently.
context: Being from the future...\Now what?\Three years ago...\Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently. response:	Recently for the future I come from.
context: Now what?\Three years ago...\Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently.\Recently for the future I come from. response:	And the reason is...
context: Three years ago...\Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently.\Recently for the future I come from.\And the reason is... response:	Suzumiya-san.
context: Three years ago if you count from the current time.\After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently.\Recently for the future I come from.\And the reason is...\Suzumiya-san. response:	Not again...
context: After arriving in the past to investigate the matter, we were shocked.\No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently.\Recently for the future I come from.\And the reason is...\Suzumiya-san.\Not again... response:	We found her in the center of the time warp.
context: No matter what we tried, we were unable to go any further back in time.\The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently.\Recently for the future I come from.\And the reason is...\Suzumiya-san.\Not again...\We found her in the center of the time warp. response:	The rest is classified information so I'm unable to explain any further...
context: The conclusion was that a large time fault had appeared between time planes.\We only learned the possible reason recently.\Recently for the future I come from.\And the reason is...\Suzumiya-san.\Not again...\We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further... response:	I really don't think Haruhi is capable of something like that...
context: We only learned the possible reason recently.\Recently for the future I come from.\And the reason is...\Suzumiya-san.\Not again...\We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that... response:	We also find it a mystery.
context: Recently for the future I come from.\And the reason is...\Suzumiya-san.\Not again...\We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that...\We also find it a mystery. response:	Suzumiya-san is unaware that she was the origin of a timequake.
context: And the reason is...\Suzumiya-san.\Not again...\We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that...\We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake. response:	I was sent to observe if any new time variations will appear near Suzumiya-san.
context: Suzumiya-san.\Not again...\We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that...\We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san. response:	Um...
context: Not again...\We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that...\We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san.\Um... response:	It's like surveillance.
context: We found her in the center of the time warp.\The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that...\We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san.\Um...\It's like surveillance. response:	You probably don't believe any of this.
context: The rest is classified information so I'm unable to explain any further...\I really don't think Haruhi is capable of something like that...\We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san.\Um...\It's like surveillance.\You probably don't believe any of this. response:	Not exactly...
context: I really don't think Haruhi is capable of something like that...\We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san.\Um...\It's like surveillance.\You probably don't believe any of this.\Not exactly... response:	But why are you telling me this?
context: We also find it a mystery.\Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san.\Um...\It's like surveillance.\You probably don't believe any of this.\Not exactly...\But why are you telling me this? response:	You are the person chosen by Suzumiya-san.
context: Suzumiya-san is unaware that she was the origin of a timequake.\I was sent to observe if any new time variations will appear near Suzumiya-san.\Um...\It's like surveillance.\You probably don't believe any of this.\Not exactly...\But why are you telling me this?\You are the person chosen by Suzumiya-san. response:	The details are classified so I can't explain.
context: I was sent to observe if any new time variations will appear near Suzumiya-san.\Um...\It's like surveillance.\You probably don't believe any of this.\Not exactly...\But why are you telling me this?\You are the person chosen by Suzumiya-san.\The details are classified so I can't explain. response:	But...
context: Um...\It's like surveillance.\You probably don't believe any of this.\Not exactly...\But why are you telling me this?\You are the person chosen by Suzumiya-san.\The details are classified so I can't explain.\But... response:	Every action she performs has a reason behind it.
context: It's like surveillance.\You probably don't believe any of this.\Not exactly...\But why are you telling me this?\You are the person chosen by Suzumiya-san.\The details are classified so I can't explain.\But...\Every action she performs has a reason behind it. response:	Then what about Nagato and Koizumi?
context: You probably don't believe any of this.\Not exactly...\But why are you telling me this?\You are the person chosen by Suzumiya-san.\The details are classified so I can't explain.\But...\Every action she performs has a reason behind it.\Then what about Nagato and Koizumi? response:	Those people are extremely similar to me.
context: Not exactly...\But why are you telling me this?\You are the person chosen by Suzumiya-san.\The details are classified so I can't explain.\But...\Every action she performs has a reason behind it.\Then what about Nagato and Koizumi?\Those people are extremely similar to me. response:	I never would have expected Suzumiya-san to assemble us in such a precise fashion.
context: But why are you telling me this?\You are the person chosen by Suzumiya-san.\The details are classified so I can't explain.\But...\Every action she performs has a reason behind it.\Then what about Nagato and Koizumi?\Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion. response:	Do you know what they are, Asahina-san?
context: You are the person chosen by Suzumiya-san.\The details are classified so I can't explain.\But...\Every action she performs has a reason behind it.\Then what about Nagato and Koizumi?\Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san? response:	That's classified information.
context: The details are classified so I can't explain.\But...\Every action she performs has a reason behind it.\Then what about Nagato and Koizumi?\Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san?\That's classified information. response:	What's going to happen to Haruhi now?
context: But...\Every action she performs has a reason behind it.\Then what about Nagato and Koizumi?\Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san?\That's classified information.\What's going to happen to Haruhi now? response:	Classified information.
context: Every action she performs has a reason behind it.\Then what about Nagato and Koizumi?\Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san?\That's classified information.\What's going to happen to Haruhi now?\Classified information. response:	If you're from the future...
context: Then what about Nagato and Koizumi?\Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san?\That's classified information.\What's going to happen to Haruhi now?\Classified information.\If you're from the future... response:	Classified information.
context: Those people are extremely similar to me.\I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san?\That's classified information.\What's going to happen to Haruhi now?\Classified information.\If you're from the future...\Classified information. response:	And wait...
context: I never would have expected Suzumiya-san to assemble us in such a precise fashion.\Do you know what they are, Asahina-san?\That's classified information.\What's going to happen to Haruhi now?\Classified information.\If you're from the future...\Classified information.\And wait... response:	What will happen if I tell Haruhi everything?
context: Do you know what they are, Asahina-san?\That's classified information.\What's going to happen to Haruhi now?\Classified information.\If you're from the future...\Classified information.\And wait...\What will happen if I tell Haruhi everything? response:	Classified information.
context: That's classified information.\What's going to happen to Haruhi now?\Classified information.\If you're from the future...\Classified information.\And wait...\What will happen if I tell Haruhi everything?\Classified information. response:	I'm sorry!
context: What's going to happen to Haruhi now?\Classified information.\If you're from the future...\Classified information.\And wait...\What will happen if I tell Haruhi everything?\Classified information.\I'm sorry! response:	I don't have enough authority right now.
context: Classified information.\If you're from the future...\Classified information.\And wait...\What will happen if I tell Haruhi everything?\Classified information.\I'm sorry!\I don't have enough authority right now. response:	It's okay if you don't believe me.
context: If you're from the future...\Classified information.\And wait...\What will happen if I tell Haruhi everything?\Classified information.\I'm sorry!\I don't have enough authority right now.\It's okay if you don't believe me. response:	I just wanted to let you know.
context: Classified information.\And wait...\What will happen if I tell Haruhi everything?\Classified information.\I'm sorry!\I don't have enough authority right now.\It's okay if you don't believe me.\I just wanted to let you know. response:	I heard something similar a few days ago.
context: And wait...\What will happen if I tell Haruhi everything?\Classified information.\I'm sorry!\I don't have enough authority right now.\It's okay if you don't believe me.\I just wanted to let you know.\I heard something similar a few days ago. response:	I'm sorry about suddenly telling you all this.
context: What will happen if I tell Haruhi everything?\Classified information.\I'm sorry!\I don't have enough authority right now.\It's okay if you don't believe me.\I just wanted to let you know.\I heard something similar a few days ago.\I'm sorry about suddenly telling you all this. response:	I don't really mind...
context: Classified information.\I'm sorry!\I don't have enough authority right now.\It's okay if you don't believe me.\I just wanted to let you know.\I heard something similar a few days ago.\I'm sorry about suddenly telling you all this.\I don't really mind... response:	First an alien... Now a time traveler shows up.
context: I'm sorry!\I don't have enough authority right now.\It's okay if you don't believe me.\I just wanted to let you know.\I heard something similar a few days ago.\I'm sorry about suddenly telling you all this.\I don't really mind...\First an alien... Now a time traveler shows up. response:	What's going on here?
context: I don't have enough authority right now.\It's okay if you don't believe me.\I just wanted to let you know.\I heard something similar a few days ago.\I'm sorry about suddenly telling you all this.\I don't really mind...\First an alien... Now a time traveler shows up.\What's going on here? response:	If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.
context: It's okay if you don't believe me.\I just wanted to let you know.\I heard something similar a few days ago.\I'm sorry about suddenly telling you all this.\I don't really mind...\First an alien... Now a time traveler shows up.\What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know. response:	We can trade places.
context: I just wanted to let you know.\I heard something similar a few days ago.\I'm sorry about suddenly telling you all this.\I don't really mind...\First an alien... Now a time traveler shows up.\What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places. response:	Asahina-san.
context: I heard something similar a few days ago.\I'm sorry about suddenly telling you all this.\I don't really mind...\First an alien... Now a time traveler shows up.\What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places.\Asahina-san. response:	Yes?
context: I'm sorry about suddenly telling you all this.\I don't really mind...\First an alien... Now a time traveler shows up.\What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places.\Asahina-san.\Yes? response:	Can we put this all on hold?
context: I don't really mind...\First an alien... Now a time traveler shows up.\What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places.\Asahina-san.\Yes?\Can we put this all on hold? response:	Just set the matter of whether or not I believe you aside and put this on hold.
context: First an alien... Now a time traveler shows up.\What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places.\Asahina-san.\Yes?\Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold. response:	Yes!
context: What's going on here?\If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places.\Asahina-san.\Yes?\Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold.\Yes! response:	But may I ask one thing?
context: If someone out there can hear all this and be like, Okay, sure. and believe it all, let me know.\We can trade places.\Asahina-san.\Yes?\Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold.\Yes!\But may I ask one thing? response:	What is it?
context: We can trade places.\Asahina-san.\Yes?\Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold.\Yes!\But may I ask one thing?\What is it? response:	Please tell me your real age.
context: Asahina-san.\Yes?\Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold.\Yes!\But may I ask one thing?\What is it?\Please tell me your real age. response:	That's classified information.
context: Yes?\Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold.\Yes!\But may I ask one thing?\What is it?\Please tell me your real age.\That's classified information. response:	After that, a call suddenly came from Haruhi...
context: Can we put this all on hold?\Just set the matter of whether or not I believe you aside and put this on hold.\Yes!\But may I ask one thing?\What is it?\Please tell me your real age.\That's classified information.\After that, a call suddenly came from Haruhi... response:	Results?
context: Just set the matter of whether or not I believe you aside and put this on hold.\Yes!\But may I ask one thing?\What is it?\Please tell me your real age.\That's classified information.\After that, a call suddenly came from Haruhi...\Results? response:	None.
context: Yes!\But may I ask one thing?\What is it?\Please tell me your real age.\That's classified information.\After that, a call suddenly came from Haruhi...\Results?\None. response:	Were you even looking?
context: But may I ask one thing?\What is it?\Please tell me your real age.\That's classified information.\After that, a call suddenly came from Haruhi...\Results?\None.\Were you even looking? response:	Are you sure you weren't just wandering around, Mikuru-chan?
context: What is it?\Please tell me your real age.\That's classified information.\After that, a call suddenly came from Haruhi...\Results?\None.\Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan? response:	Did you guys even find anything?
context: Please tell me your real age.\That's classified information.\After that, a call suddenly came from Haruhi...\Results?\None.\Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything? response:	As we ate lunch, Haruhi told us to split in two again.
context: That's classified information.\After that, a call suddenly came from Haruhi...\Results?\None.\Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again. response:	I drew unmarked again.
context: After that, a call suddenly came from Haruhi...\Results?\None.\Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again. response:	Meet in front of the station at four.
context: Results?\None.\Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again.\Meet in front of the station at four. response:	You better find something this time!
context: None.\Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again.\Meet in front of the station at four.\You better find something this time! response:	And with that said...
context: Were you even looking?\Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again.\Meet in front of the station at four.\You better find something this time!\And with that said... response:	This time, we split up searching north and south.
context: Are you sure you weren't just wandering around, Mikuru-chan?\Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again.\Meet in front of the station at four.\You better find something this time!\And with that said...\This time, we split up searching north and south. response:	We're responsible for the south side.
context: Did you guys even find anything?\As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again.\Meet in front of the station at four.\You better find something this time!\And with that said...\This time, we split up searching north and south.\We're responsible for the south side. response:	About what you said the other day.
context: As we ate lunch, Haruhi told us to split in two again.\I drew unmarked again.\Meet in front of the station at four.\You better find something this time!\And with that said...\This time, we split up searching north and south.\We're responsible for the south side.\About what you said the other day. response:	What?
context: I drew unmarked again.\Meet in front of the station at four.\You better find something this time!\And with that said...\This time, we split up searching north and south.\We're responsible for the south side.\About what you said the other day.\What? response:	I've started to feel a little like I can believe you.
context: Meet in front of the station at four.\You better find something this time!\And with that said...\This time, we split up searching north and south.\We're responsible for the south side.\About what you said the other day.\What?\I've started to feel a little like I can believe you. response:	I see.
context: You better find something this time!\And with that said...\This time, we split up searching north and south.\We're responsible for the south side.\About what you said the other day.\What?\I've started to feel a little like I can believe you.\I see. response:	If you need to kill time with Nagato in tow...
context: And with that said...\This time, we split up searching north and south.\We're responsible for the south side.\About what you said the other day.\What?\I've started to feel a little like I can believe you.\I see.\If you need to kill time with Nagato in tow... response:	Central Library
context: This time, we split up searching north and south.\We're responsible for the south side.\About what you said the other day.\What?\I've started to feel a little like I can believe you.\I see.\If you need to kill time with Nagato in tow...\Central Library response:	Oh, boy...
context: We're responsible for the south side.\About what you said the other day.\What?\I've started to feel a little like I can believe you.\I see.\If you need to kill time with Nagato in tow...\Central Library\Oh, boy... response:	Do you realize what time it is now, you moron!?
context: About what you said the other day.\What?\I've started to feel a little like I can believe you.\I see.\If you need to kill time with Nagato in tow...\Central Library\Oh, boy...\Do you realize what time it is now, you moron!? response:	Sorry.
context: What?\I've started to feel a little like I can believe you.\I see.\If you need to kill time with Nagato in tow...\Central Library\Oh, boy...\Do you realize what time it is now, you moron!?\Sorry. response:	I just woke up.
context: I've started to feel a little like I can believe you.\I see.\If you need to kill time with Nagato in tow...\Central Library\Oh, boy...\Do you realize what time it is now, you moron!?\Sorry.\I just woke up. response:	You lazy dumbass!
context: I see.\If you need to kill time with Nagato in tow...\Central Library\Oh, boy...\Do you realize what time it is now, you moron!?\Sorry.\I just woke up.\You lazy dumbass! response:	Haruhi Suzumiya
context: If you need to kill time with Nagato in tow...\Central Library\Oh, boy...\Do you realize what time it is now, you moron!?\Sorry.\I just woke up.\You lazy dumbass!\Haruhi Suzumiya response:	9 sec.
context: Central Library\Oh, boy...\Do you realize what time it is now, you moron!?\Sorry.\I just woke up.\You lazy dumbass!\Haruhi Suzumiya\9 sec. response:	We were supposed to meet up at four?
context: Oh, boy...\Do you realize what time it is now, you moron!?\Sorry.\I just woke up.\You lazy dumbass!\Haruhi Suzumiya\9 sec.\We were supposed to meet up at four? response:	Get your ass back here!
context: Do you realize what time it is now, you moron!?\Sorry.\I just woke up.\You lazy dumbass!\Haruhi Suzumiya\9 sec.\We were supposed to meet up at four?\Get your ass back here! response:	Within thirty seconds!
context: Sorry.\I just woke up.\You lazy dumbass!\Haruhi Suzumiya\9 sec.\We were supposed to meet up at four?\Get your ass back here!\Within thirty seconds! response:	This was when the struggle began.
context: I just woke up.\You lazy dumbass!\Haruhi Suzumiya\9 sec.\We were supposed to meet up at four?\Get your ass back here!\Within thirty seconds!\This was when the struggle began. response:	In order to move Nagato, who when reading, is apparently rooted to the floor...
